numrodeligne,source,sourcepath,sourcetype,year,exportsimports,marchandises,pays,value,origine,DoubleAccounts
1678,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1770,Exports,,levant,21704643,,0
1679,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1770,Exports,,naples,4472045,,0
1680,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1770,Exports,,nord,45079800,,0
1681,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1770,Exports,,portugal,3183838,,0
1682,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1770,Exports,,russie,6388767,,0
1683,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1770,Exports,,savpie,7976160,,0
1684,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1770,Exports,,suede,8370021,,0
1685,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1770,Exports,,suisse,6785085,,0
1686,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1770,Exports,,venise,1669752,,0
1687,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1770,Imports,,allemagne,6925903,,0
1688,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1770,Imports,,angleterre,11891539,,0
1689,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1770,Imports,,danemark,2311476,,0
1690,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1770,Imports,,espagne,21327374,,0
1691,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1770,Imports,,flandre,8656085,,0
1692,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1770,Imports,,genes,4028240,,0
1693,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1770,Imports,,geneve,69639,,0
1694,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1770,Imports,,hollande,29760977,,0
1695,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1770,Imports,,ilesamer,1.472e+08,,0
1696,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1770,Imports,,indes,123617,,0
1697,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1770,Imports,,italie,9877366,,0
1698,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1770,Imports,,levant,32680548,,0
1699,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1770,Imports,,naples,10169491,,0
1700,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1770,Imports,,nord,23561543,,0
1701,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1770,Imports,,portugal,2854787,,0
1702,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1770,Imports,,russie,1626145,,0
1703,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1770,Imports,,savpie,5119788,,0
1704,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1770,Imports,,suede,3250354,,0
1705,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1770,Imports,,suisse,2033165,,0
1706,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1770,Imports,,venise,1362207,,0
1707,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1771,Exports,,allemagne,30685781,,0
1708,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1771,Exports,,angleterre,10164622,,0
1709,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1771,Exports,,danemark,3521203,,0
1710,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1771,Exports,,espagne,42939718,,0
1711,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1771,Exports,,flandre,16897352,,0
1712,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1771,Exports,,genes,4942840,,0
1713,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1771,Exports,,geneve,803682,,0
1714,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1771,Exports,,guinee,4909510,,0
1715,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1771,Exports,,hollande,38737466,,0
1716,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1771,Exports,,ilesamer,27206517,,0
1717,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1771,Exports,,indes,2122310,,0
1718,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1771,Exports,,italie,31590320,,0
1719,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1771,Exports,,levant,30850579,,0
1720,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1771,Exports,,naples,5665133,,0
1721,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1771,Exports,,nord,46359530,,0
1722,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1771,Exports,,portugal,4603621,,0
1723,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1771,Exports,,russie,13056830,,0
1724,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1771,Exports,,savpie,8622248,,0
1725,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1771,Exports,,suede,5557918,,0
1726,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1771,Exports,,suisse,8943704,,0
1727,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1771,Exports,,venise,1648214,,0
1728,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1771,Imports,,allemagne,7313312,,0
1729,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1771,Imports,,angleterre,17380175,,0
1730,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1771,Imports,,danemark,1408711,,0
1731,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1771,Imports,,espagne,26904100,,0
1732,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1771,Imports,,flandre,8289843,,0
1733,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1771,Imports,,genes,4202275,,0
1734,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1771,Imports,,geneve,197490,,0
1735,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1771,Imports,,hollande,37373603,,0
1736,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1771,Imports,,ilesamer,2.150e+08,,0
1737,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1771,Imports,,indes,12602289,,0
1738,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1771,Imports,,italie,9770545,,0
1739,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1771,Imports,,levant,35752213,,0
1740,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1771,Imports,,naples,12496500,,0
1741,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1771,Imports,,nord,7778608,,0
1742,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1771,Imports,,portugal,2253419,,0
1743,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1771,Imports,,russie,3138846,,0
1744,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1771,Imports,,savpie,7392819,,0
1745,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1771,Imports,,suede,4031533,,0
1746,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1771,Imports,,suisse,1853391,,0
1747,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1771,Imports,,venise,4594661,,0
1748,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1772,Exports,,allemagne,31550543,,0
1749,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1772,Exports,,angleterre,8428229,,0
1750,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1772,Exports,,danemark,3467731,,0
1751,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1772,Exports,,espagne,44184081,,0
1752,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1772,Exports,,flandre,15338857,,0
1753,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1772,Exports,,genes,5521517,,0
1754,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1772,Exports,,geneve,2747718,,0
1755,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1772,Exports,,guinee,7761888,,0
1756,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1772,Exports,,hollande,29705474,,0
1757,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1772,Exports,,ilesamer,27299100,,0
1758,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1772,Exports,,indes,3397226,,0
1759,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1772,Exports,,italie,25586907,,0
1760,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1772,Exports,,levant,33905730,,0
1761,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1772,Exports,,naples,5404030,,0
1762,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1772,Exports,,nord,40569095,,0
1763,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1772,Exports,,portugal,4695047,,0
1764,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1772,Exports,,russie,10490374,,0
1765,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1772,Exports,,savpie,8083815,,0
1766,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1772,Exports,,suede,1336338,,0
1767,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1772,Exports,,suisse,8732641,,0
1768,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1772,Exports,,venise,1439325,,0
1769,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1772,Imports,,allemagne,7124095,,0
1770,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1772,Imports,,angleterre,12467188,,0
1771,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1772,Imports,,danemark,720184,,0
1772,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1772,Imports,,espagne,27615130,,0
1773,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1772,Imports,,flandre,9152221,,0
1774,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1772,Imports,,genes,4082293,,0
1775,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1772,Imports,,geneve,188454,,0
1776,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1772,Imports,,hollande,21307805,,0
1777,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1772,Imports,,ilesamer,1.251e+08,,0
1778,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1772,Imports,,indes,17139677,,0
1779,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1772,Imports,,italie,8930170,,0
1780,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1772,Imports,,levant,32055328,,0
1781,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1772,Imports,,naples,9029111,,0
1782,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1772,Imports,,nord,6584402,,0
1783,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1772,Imports,,portugal,2306583,,0
1784,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1772,Imports,,russie,3048293,,0
1785,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1772,Imports,,savpie,5231202,,0
1786,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1772,Imports,,suede,3913349,,0
1787,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1772,Imports,,suisse,3952100,,0
1788,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1772,Imports,,venise,302291,,0
1789,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1773,Exports,,allemagne,31415267,,0
1790,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1773,Exports,,angleterre,9343305,,0
1791,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1773,Exports,,danemark,4042078,,0
1792,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1773,Exports,,espagne,44346203,,0
1793,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1773,Exports,,flandre,11837994,,0
1794,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1773,Exports,,genes,4891683,,0
1795,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1773,Exports,,geneve,3356818,,0
1796,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1773,Exports,,guinee,16387302,,0
1797,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1773,Exports,,hollande,27403008,,0
1798,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1773,Exports,,ilesamer,32850862,,0
1799,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1773,Exports,,indes,5520452,,0
1800,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1773,Exports,,italie,23181099,,0
1801,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1773,Exports,,levant,32983708,,0
1802,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1773,Exports,,naples,8361010,,0
1803,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1773,Exports,,nord,36221785,,0
1804,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1773,Exports,,portugal,4103979,,0
1805,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1773,Exports,,russie,10614282,,0
1806,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1773,Exports,,savpie,6732624,,0
1807,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1773,Exports,,suede,8701093,,0
1808,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1773,Exports,,suisse,9280983,,0
1809,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1773,Exports,,venise,2133117,,0
1810,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1773,Imports,,allemagne,7311593,,0
1811,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1773,Imports,,angleterre,13209495,,0
1812,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1773,Imports,,danemark,1590743,,0
1813,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1773,Imports,,espagne,35447006,,0
1814,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1773,Imports,,flandre,11764006,,0
1815,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1773,Imports,,genes,3871700,,0
1816,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1773,Imports,,geneve,152637,,0
1817,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1773,Imports,,hollande,26832774,,0
1818,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1773,Imports,,ilesamer,1.147e+08,,0
1819,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1773,Imports,,indes,24383638,,0
1820,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1773,Imports,,italie,7087261,,0
1821,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1773,Imports,,levant,36209301,,0
1822,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1773,Imports,,naples,16401007,,0
1823,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1773,Imports,,nord,9508048,,0
1824,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1773,Imports,,portugal,2842406,,0
1825,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1773,Imports,,russie,4193028,,0
1826,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1773,Imports,,savpie,4243694,,0
1827,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1773,Imports,,suede,4691852,,0
1828,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1773,Imports,,suisse,5599720,,0
1829,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1773,Imports,,venise,974691,,0
1830,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1774,Exports,,allemagne,32378079,,0
1831,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1774,Exports,,angleterre,11285686,,0
1832,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1774,Exports,,danemark,2632742,,0
1833,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1774,Exports,,espagne,49800165,,0
1834,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1774,Exports,,flandre,14537384,,0
1835,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1774,Exports,,genes,4937466,,0
1836,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1774,Exports,,geneve,3198774,,0
1837,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1774,Exports,,guinee,9786032,,0
1838,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1774,Exports,,hollande,34353182,,0
1839,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1774,Exports,,ilesamer,31131702,,0
1840,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1774,Exports,,indes,6522290,,0
1841,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1774,Exports,,italie,22777194,,0
1842,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1774,Exports,,levant,24128894,,0
1843,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1774,Exports,,naples,4657188,,0
1844,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1774,Exports,,nord,34329188,,0
1845,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1774,Exports,,portugal,3978531,,0
1846,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1774,Exports,,russie,5384853,,0
1847,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1774,Exports,,savpie,7113485,,0
1848,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1774,Exports,,suede,7670726,,0
1849,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1774,Exports,,suisse,6788569,,0
1850,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1774,Exports,,venise,1536493,,0
1851,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1774,Imports,,allemagne,8266636,,0
1852,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1774,Imports,,angleterre,15382281,,0
1853,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1774,Imports,,danemark,2284738,,0
1854,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1774,Imports,,espagne,23295806,,0
1855,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1774,Imports,,flandre,9577560,,0
1856,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1774,Imports,,genes,3151525,,0
1857,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1774,Imports,,geneve,381025,,0
1858,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1774,Imports,,hollande,24133234,,0
1859,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1774,Imports,,ilesamer,1.070e+08,,0
1860,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1774,Imports,,indes,20205234,,0
1861,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1774,Imports,,italie,10955826,,0
1862,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1774,Imports,,levant,27604481,,0
1863,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1774,Imports,,naples,7129669,,0
1864,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1774,Imports,,nord,10480625,,0
1865,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1774,Imports,,portugal,5253069,,0
1866,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1774,Imports,,russie,4710259,,0
1867,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1774,Imports,,savpie,4543304,,0
1868,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1774,Imports,,suede,4119077,,0
1869,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1774,Imports,,suisse,5370457,,0
1870,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1774,Imports,,venise,1757860,,0
1871,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1775,Exports,,allemagne,29890180,,0
1872,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1775,Exports,,angleterre,12009301,,0
1873,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1775,Exports,,danemark,4384168,,0
1874,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1775,Exports,,espagne,52228941,,0
1875,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1775,Exports,,flandre,16619942,,0
1876,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1775,Exports,,genes,2705817,,0
1877,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1775,Exports,,geneve,2780596,,0
1878,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1775,Exports,,guinee,11915732,,0
1879,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1775,Exports,,hollande,36514376,,0
1880,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1775,Exports,,ilesamer,28220077,,0
1881,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1775,Exports,,indes,8834978,,0
1882,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1775,Exports,,italie,23957359,,0
1883,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1775,Exports,,levant,25040053,,0
1884,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1775,Exports,,naples,5044884,,0
1885,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1775,Exports,,nord,42650577,,0
1886,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1775,Exports,,portugal,4554545,,0
1887,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1775,Exports,,russie,3134838,,0
1888,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1775,Exports,,savpie,6210518,,0
1889,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1775,Exports,,suede,7924678,,0
1890,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1775,Exports,,suisse,7175132,,0
1891,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1775,Exports,,venise,246225,,0
1892,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1775,Imports,,allemagne,7923247,,0
