sources,product,orthographic_normalization,simplification,categorization,sitc_rev1,sitc_rev2,medicinal
sund,Café et provisions,café et provision,café et provision,,,,
unknown,Cales de bois de hêtre,cale ; en bois de hêtre,cale ; en bois,,,,
unknown,Cales en chênes,cale ; en chêne,cale ; en bois,,,,
sund,Calicot,calicot,calicot,,,,
belgium,Callemande / aune/,callemande par aune,,,,,
belgium,Cambray / aune,,,,,,
belgium,Camelot / aune,camelot par aune,,,,,
unknown,Camomille puante,camomille puante,,,,,
unknown,Canaries (oiseaux) ou vin des Iles Canaries ?,canarie (oiseau) ou vin des Iles Canaries ?,,,,,
unknown,Canons de carabine,canon ; de carabine,canon ; de fusil,canons,9,,
unknown,Canons de mousquet,canon ; de mousquet,canon ; de fusil,canons,9,,
unknown,Canons en cuivre,canon ; de cuivre,canon ; de cuivre,,,,
unknown,Canons en fer,canon ; de fer,canon ; de fer,canons,9,,
sund,Canons en métal,canon ; de métal,canon ; de métal,,,,
sund,Caoutchouc,caoutchouc,caoutchouc,,,,
unknown,Caparaçons,caparaçon,caparaçon,,6,6,
unknown,Capes en drap,cape ; de drap,cape ; de drap,,,,
unknown,Cardamome,cardamome,,,,,
sund,Cardamone,cardamome,,,,,
unknown,Cardes en fer,carde ; en fer,carde ; en fer,,,,
unknown,Cardes pour laine,carde ; pour laine,carde ; à drapier,cardes,6,6,
unknown,Cargaison,cargaison,cargaison,,,,
sund,Cargaisons,cargaison,cargaison,,,,
sund,Cargo et provisions,cargo et provision,cargaison,,,,
unknown,Carreaux (pour le sol),carreau ; pour le sol,carreau ; pour le sol,,,,
unknown,Carrelage,carrelage,carrelage,,,,
unknown,Carrelets sechés,carrelet séché,carrelet séché,,,,
unknown,Carrelets séchés,carrelet séché,carrelet séché,,,,
unknown,Cartes,carte,carte,,,,
unknown,Casques de charge,casque de charge,casque de charge,,,,
unknown,Casseroles,casserole,casserole,,,,
unknown,Casseroles en fer,casserole ; de fer,casserole ; de fer,,,,
sund,Cassiafistula,cassia lignea,drogue ; médicinale ; cassia lignea,drogue ; médicinale,2,,drogue ; médicinale ; cassia lignea
sund,Caviar,caviar,caviar,caviar,0,0a,
unknown,Cement,cement,cement,,,,
unknown,Cendre ; gravelins,cendre ; gravelin,cendre ; gravelin,,,,
sund,Cendre de bois,cendre ; de bois,cendre ; de bois,cendre,2,,
sund,Cendre(s)/Frène,cendre ; de frêne,cendre ; de frêne,,,,
sund,Cendres de plomb,cendre ; de plomb,cendre ; de plomb,cendre,5,,
unknown,Centaurées/bleuets,centaurée et bleuet,centaurée et bleuet,,,,
unknown,Cerceaux,cerceau,cerceau,,,,
unknown,Cerceaux de fûts,cerceau ; de fût,cerceau ; de fût,,,,
unknown,Cercles de fer pour tonneaux,cercle ; de fer ; à tonneau,cercle et feuillard ; en fer,,6,6,
belgium,Chalons / aune,chalon par aune,,,,,
unknown,Chambranles de porte,chambranle ; de porte,chambranle ; de porte,,,,
unknown,Chandeliers à pique,chandelier ; à pique,chandelier ; à pique,,,,
unknown,Chandelles de l'huile de baleine,chandelle ; à l'huile de baleine,chandelle ; à l'huile de baleine,,,,
unknown,Chandelles de suif,chandelle ; de suif,chandelle ; de suif,,8,8,
unknown,Chanvre sérancé,chanvre ; sérancé,chanvre ; sérancé,,,,
unknown,Chanvre tressé,chanvre ; tressé,chanvre ; tressé,,,,
sund,Charbons/houilles,charbon ; de terre ou de pierre dit houille,charbon ; de terre,charbon ; de terre,3,3,
sund,Chataîgnes,châtaigne,fruit ; cru ; châtaigne,fruits,0,0a,
sund,Chataîgnes et noix,châtaigne et noix,fruit ; cru ; châtaigne et noix,,,,
unknown,Chaudières/cuves,chaudière et cuve,chaudière et cuve,,,,
sund,Chaudrons,chaudron,chaudron,,6,6,
unknown,Chaudrons en cuivre,cuivre ; en chaudron,cuivre ; en chaudron,,6,6,
unknown,Chaudrons en laiton,chaudron ; en laiton,chaudron ; en laiton,,,,
unknown,Chaussures,chaussure,chaussure,,,,
unknown,Chaux/calcaire,chaux ; de calcaire,chaux ; de calcaire,,,,
unknown,Chemises de laine,chemise ; de laine,chemise ; de laine,,,,
unknown,Chemises écossaises,chemise ; écossaise,chemise ; écossaise,,,,
unknown,Chevaux entiers,cheval entier,,,,,
unknown,Cheveux bouclés,cheveu ; bouclé,cheveu,cheveux,2,,
sund,Chevilles,cheville,,,,,
unknown,Chevilles ; pour bâteaux,cheville ; pour bateau,,,,,
unknown,Chevilles en fer,cheville ; de fer,,,,,
unknown,Chicorée,chicorée,chicorée,,,,
unknown,Circes blanche et jaune,cire ; blanche et jaune,cire ; blanche et jaune,cire,4,4,
sund,Cire et chandelles de cire,cire et chandelle ; de cire,cire et chandelle ; de cire,,,,
unknown,Cires jaune et blanche fondue et en bougies,cire ; blanche et jaune ; fondue et en bougie,cire ; blanche et jaune ; fondue et en bougie,cire,4,4,
unknown,Citrons en conserve,citron ; en conserve,citron ; en conserve,,,,
unknown,Citrons salés,citron ; salé,citron ; salé,,,,
sund,Clous,clou,clou,,,,
sund,Clous et acier,clou et acier,clou et acier,,,,
unknown,Cloux de girofle,clou de girofle,épicerie ; girofle,épicerie,0,0b,
sund,Cochenille colorant,cochenille ; colorant,,,,,
sund,Cochenille et indigo,cochenille et indigo,cochenille et indigo,,,,
unknown,Coffres de voyage,coffre ; de voyage,coffre ; de voyage,,,,
unknown,Coffres/cercueils en cypès,coffre et cercueil en cyprès,coffre et cercueil en cyprès,,,,
sund,Cognac,cognac,cognac,,,,
unknown,Coins,coin,coin,,,,
unknown,Colle de toute sorte,colle ; diverse,colle,colle,5,,
belgium,Colophane ou Spingler,colophane ou Spingler,colophane ou Spingler,,,,
unknown,Colorant ?,colorant ?,colorant ?,,,,
unknown,Colorant bleu,colorant ; bleu,drogue ; pour la peinture et la teinture ; bleu,drogue ; pour la peinture et la teinture,5,,
sund,Colorant et verdegris,colorant et vert-de-gri,,,,,
unknown,Colorant rouge,colorant ; rouge,colorant ; rouge,,,,
unknown,Colorant rouge/marron,colorant ; rouge et marron,colorant ; rouge et marron,,,,
unknown,Concombres,concombre,concombre,,,,
unknown,Confiseries,confiserie,confiserie,,,,
unknown,Copeaux de bois,bois ; en copeau,bois ; en copeau,,2,,
unknown,Corails,corail,corail,corail,2,,
unknown,Corde,corde,corde,,,,
unknown,Corde en fibres,corde ; en fibre,corde ; en fibre,,,,
unknown,Cordes pour navires,corde ; pour navire,corde ; pour navire,,,,
unknown,Cordons de soie,cordon ; de soie,cordon ; de soie,cordons,6,6c,
sund,Coriandre et noix,coriandre et noix,coriandre et noix,,,,
sund,Coriandre et riz,coriandre et riz,coriandre et riz,,,,
unknown,Cotinus,cotinus,cotinus,,,,
unknown,Coton ; autre et de Méditerranée,coton ; autre et de Méditerranée,coton ; autre et de Méditerranée,,,,
unknown,Coton et calicot,coton et calicot,coton et calicot,,,,
unknown,Couettes,couette,couette,,,,
unknown,Couettes pour bancs,couette ; pour banc,couette ; pour banc,,,,
sund,Couleur/colorant,couleur ou colorant,couleur ou colorant,,,,
sund,Cous et acier,clou et acier,clou et acier,,,,
unknown,Coussins de velours,coussin ; de velours,coussin ; de velours,,,,
unknown,Couteau à fendre,couteau ; à fendre,couteau ; à fendre,,,,
unknown,Coutres,coutre,coutre,,,,
unknown,Couverts en argent,couverts ; en argent,,,,,
unknown,Couvertures de lit,couverture ; de lit,couverture ; de lit,,,,
unknown,Craie (pour écrire),craie ; pour écrire,craie ; pour écrire,,,,
unknown,Crampons,crampon,crampon,,,,
unknown,Crampons en fer,crampon ; de fer,crampon ; de fer,,,,
unknown,Craquelins (Bretzel),craquelin (Bretzel),craquelin (Bretzel),,,,
unknown,Crayon/graphite/mine de plomp,"crayon, graphite et mine de plomb","crayon, graphite et mine de plomb",,,,
unknown,Creusets en fer,creuset ; de fer,creuset ; de fer,creusets,6,6,
unknown,Cruches,cruche,cruche,,,,
unknown,Cubeber ; Sorte de baie de poivre utilisé à la fois comme épice et médicament,cubeber ; sorte de baie de poivre utilisé à la fois comme épice et médicament,cubeber ; sorte de baie de poivre utilisé à la fois comme épice et médicament,,2,,cubeber ; sorte de baie de poivre utilisé à la fois comme épice et médicament
unknown,Cuillers,cuillère,cuillère,,,,
unknown,Cuir blanc,cuir ; blanc,cuir ; blanc,,,,
unknown,Cuir brut,cuir ; brut,cuir ; brut,,2,,
unknown,Cuir de Bosan,cuir ; de Bosan,cuir ; de Bosan,,,,
unknown,Cuir de bœuf,cuir ; de bœuf,cuir ; de bœuf,,6,6,
unknown,Cuir de cerf,cuir ; de cerf,cuir ; de cerf,,,,
unknown,Cuir de chèvre,cuir ; de chèvre,cuir ; de chèvre,,,,
unknown,Cuir de porc,cuir ; de porc,cuir ; de porc,,,,
unknown,Cuir d'Espagne,cuir ; d'Espagne,cuir ; d'Espagne,,,,
unknown,Cuir d'alun (jaune),cuir ; d'alun (jaune),cuir ; d'alun (jaune),,,,
unknown,Cuir fin,cuir ; fin,cuir ; fin,,,,
unknown,Cuir maroquin,cuir ; maroquin,cuir ; maroquin,,,,
sund,Cuir pour semelles,cuir ; pour semelle,cuir ; pour semelle,,,,
unknown,Cuir rouge,cuir ; rouge,cuir ; rouge,,,,
unknown,Cuir séché,cuir ; séché,cuir ; séché,,,,
unknown,Cuir à semelles,cuir ; à semelle,cuir ; à semelle,,,,
unknown,Cuir épais,cuir ; épais,cuir ; épais,,,,
unknown,Cuirasses,cuirasse,cuirasse,,,,
unknown,Cuirs appretés,cuir ; apprêté,cuir ; apprêté,,6,6,
unknown,Cuirs et peaux,cuir et peau,cuir et peau,,,,
unknown,Cuivre ; ?,cuivre ; ?,cuivre,cuivre ; en serrures,6,6,
unknown,Cuivre d'Hongrie,cuivre ; de Hongrie,,,,,
sund,Cuivre et pièces de cuivre,cuivre et pièce de cuivre,cuivre et pièce de cuivre,,,,
unknown,Cuivre fine,cuivre ; fine,cuivre ; fine,,,,
unknown,Cuivre travaillé,cuivre ; travaillé,ouvrage ; de cuivre,,6,6,
unknown,Cuivre à chaudrons,cuivre ; à chaudron,cuivre ; à chaudron,,,,
unknown,Cuivre à cloches,cuivre ; à cloche,cuivre ; à cloche,,,,
unknown,Cuivre à couverture,cuivre ; à couverture,cuivre ; à couverture,,,,
unknown,"Cuivre,bronze et laiton","cuivre, bronze et laiton","cuivre, bronze et laiton","cuivre, bronze et laiton",6,6,
unknown,Culottes tricotées,culotte ; tricotée,culotte ; tricot,,,,
sund,Cuscutes luzerne,cuscute luzerne,cuscute luzerne,,,,
unknown,Cylindres en cuivre,cylindre ; en cuivre,cylindre ; en cuivre,,,,
sund,Câpres et olives,câpre et olive,câpre et olive,,,,
unknown,Dalles en céramique dure,dalle ; en céramique dure,dalle ; en céramique dure,,,,
unknown,Damas (étoffe),étoffe ; damas,étoffe ; damas,,,,
unknown,Damassé de laine,damassé de laine,damassé de laine,,,,
sund,Dates,datte,datte,dattes,0,0a,
belgium,Dauphine / aune,,,,,,
unknown,De l'or,or,or,,,,
unknown,Denrées alimentaires,denrée alimentaire,denrée alimentaire,,,,
unknown,Des miroirs,miroir,miroir,,8,8,
belgium,Dimit / aune,,,,,,
unknown,Dioxide de plomb,dioxyde de plomb,,,,,
unknown,Disques de charrue en fer,disque de charrue en fer,disque de charrue en fer,,,,
sund,Distillats,distillat,distillat,,,,
sund,Divers marchandises,marchandise ; diverse,marchandise,marchandises diverses,???,,
unknown,Dos de poisson,poisson ; dos,poisson ; dos,,,,
unknown,Double fil,fil ; double,fil ; double,,,,
sund,Douvain,douvain,douvain,,,,
sund,Douves,douve,douve,,,,
unknown,Douves en bois pour teinture en cuve,douve ; en bois pour teinture en cuve,douve ; en bois pour teinture en cuve,,,,
unknown,Douves pour pipe,douve ; pour pipe,douve ; pour pipe,,,,
unknown,Douzaines de ?,douzaine de ?,douzaine de ?,,,,
unknown,Drap ; Languedoc,drap ; Languedoc,drap ; Languedoc,,,,
unknown,Drap ; droguet ; fil a laine,drap ; droguet ; fil a laine,drap ; droguet ; fil a laine,,,,
unknown,Drap de Komrix,drap ; de Komrix,drap ; de Komrix,,,,
unknown,Drap de burs/frise (étoffe),drap ; de burs ou de frise,drap ; de burs ou de frise,,,,
unknown,Drap de coutil,drap ; de coutil,drap ; de coutil,,,,
unknown,Drap goudronné,drap ; goudronné,drap ; goudronné,,,,
unknown,Drap grossier,drap ; grossier,drap ; grossier,drap,6,,
sund,Draps,drap,drap,drap,6,,
belgium,Droguet / aune,,,,,,
belgium,Duffel / aune,,,,,,
belgium,Duyvelsterck,duyvelsterck,duyvelsterck,,,,
belgium,Duyvelsterck / aune,,,,,,
unknown,Déchet de succin,déchet ; de succin,,,,,
unknown,Déchets de cuir,cuir ; déchet,cuir ; déchet,,,,
sund,Eau,eau,eau,eau,1,1,
unknown,Eau de bouleau,eau ; de bouleau,eau ; de bouleau,eau,5,,
unknown,Eau de cuivre,eau ; de cuivre,eau ; de cuivre,,,,
unknown,Eau de vie ; de vin,eau ; de vie ; de vin,eau ; de vie ; de vin,eau ; de vie,1,1,
unknown,Eau de vie d'Espagne,eau ; de vie ; d'Espagne,eau ; de vie ; d'Espagne,eau ; de vie,1,1,
unknown,Eau de vie de France,eau ; de vie ; de France,eau ; de vie,eau ; de vie,1,1,
unknown,Eau de vie de blé,eau ; de vie ; de blé,eau ; de vie ; de grain ; blé,,,,
unknown,Eau de vie espagnol,eau ; de vie ; d'Espagne,eau ; de vie ; d'Espagne,eau ; de vie,1,1,
unknown,Eau puante,eau ; puante,eau ; puante,,,,
unknown,Ecorces de bouleau,écorce ; de bouleau,écorce ; de bouleau,,,,
unknown,Ecrins,écrin,écrin,,,,
unknown,Ecrins peints,écrin ; peint,écrin ; peint,,,,
unknown,Effets à déménager,effet ; à déménager,effet ; à déménager,,,,
unknown,Eglefin séchés,églefin ; séché,églefin ; séché,,,,
unknown,Emclumes,enclume ; de fer,ouvrage ; de fer ; enclume,ouvrage ; de fer,6,6,
unknown,Emclumes en fer,enclume ; de fer,ouvrage ; de fer ; enclume,ouvrage ; de fer,6,6,
unknown,Empeigne,empeigne,empeigne,empeignes,6,6,
sund,Encense,encens,encens,encens,2,,encens
unknown,Encense et savon,encens et savon,encens et savon,,,,
unknown,Equipement militaire,équipement militaire,equipement militaire,,,,
unknown,Ergots ; d'Elbeuf,ergot ; d'Elbeuf,,,,,
unknown,Espadons,espadon,espadon,,,,
belgium,Espagnolettes / aune,,,,,,
unknown,Espars 6 à 8 pouces,espar; 6 à 8 pouces,,,,,
unknown,Espars ordinaires,espar ; ordinaire,,,,,
unknown,Essence de térébenthine,essence ; de térébenthine,drogue ; térébenthine ; essence,drogues,5,,drogue ; térébenthine ; essence
sund,Etais en bois,étais en bois,étais en bois,,,,
belgium,Etamettes / aune,,,,,,
belgium,Etamine / aune,étamette par aune,,,,,
sund,Etc.,,???,,???,,
unknown,Etoffe de laine à poils longs,étoffe ; de laine ; à poil long,étoffe ; de laine ; à poil long,,,,
unknown,Etoffe en laine tissée (fil grossier),étoffe ; de laine ; fil grossier,étoffe ; de laine ; fil grossier,,,,
unknown,Etoffes en coton et en laine,étoffe ; de coton et laine,étoffe ; de coton et laine,étoffe,6,6d,
sund,Etuis pour plumes à écrire,étui ; pour plume à écrire,étui ; pour plume à écrire,,,,
unknown,Faience et poterie,faïence et poterie,faïence et poterie,,6,6,
unknown,Farine d'avoine,farine ; d'avoine,farine ; d'avoine,,0,0a,
sund,Farine de blé/farine de froment,farine ; de froment,farine ; de grain ; froment,,0,0a,
sund,Farine de seigle,farine ; de seigle,farine ; de grain ; seigle,,0,0a,
unknown,Farine d'orge,farine ; d'orge,farine ; d'orge,,0,0a,
unknown,Farine en sacs,farine ; en sac,farine ; en sac,,,,
unknown,Farine en tonneaux,farine ; en tonneau,farine ; en tonneau,,,,
unknown,Faucons,faucon,faucon,,,,
unknown,Fer ; de tête,fer ; de tête,fer ; de tête,,,,
unknown,Fer ?,fer ; ?,fer,fer,6,6,
unknown,Fer ancien,fer ; vieux,fer ; vieux,fer ; vieux,6,6,
sund,Fer et canons de fer,fer et canon de fer,fer et canon de fer,,,,
unknown,Fer forgé,fer ; forgé,fer ; forgé,,,,
unknown,Fer malleable,fer ; malléable,fer ; malléable,,,,
unknown,Fer pour poêles,fer ; à poêle,poêle ; de fer,,6,6,
unknown,Fer suédois,fer ; suédois,fer ; suédois,,,,
unknown,Fer à sculpter,fer ; à sculpter,fer ; à sculpter,,,,
unknown,Fer écuré avec de l'acier,fer ; écuré avec de l'acier,fer ; écuré avec de l'acier,,,,
unknown,Ferronnerie,ferronnerie,ferronnerie,,,,
sund,Fers marchands,fer ; marchand,fer ; marchand,,,,
unknown,Feuilles de bigaradier,bigaradier ; feuille,bigaradier ; feuille,,,,
unknown,Feuilles de cuivre,cuivre ; en feuille,cuivre ; en feuille,cuivre,6,6,
unknown,Feuilles de moutarde,moutarde ; feuille,moutarde ; feuille,,,,
sund,Feuilles de tabac,feuilles ; de tabac,,,,,
unknown,Feutre,feutre,feutre,,,,
sund,Figues et sumac,figue et sumac,figue et sumac,,,,
sund,Fil d'acier,fil ; d'acier,fil ; d'acier,,,,
unknown,Fil de Turquie,fil ; de Turquie,fil ; de Turquie,,,,
unknown,Fil de cuivre,fil ; de cuivre,fil ; de cuivre,,,,
unknown,Fil de laine,fil ; de laine,fil ; de laine,,6,,
unknown,Fil de soie,fil ; de soie,fil ; de soie,,6,6c,
unknown,Fil double,fil ; double,fil ; double,,,,
unknown,Fil d'estame,fil ; d'étamé,,,,,
unknown,Fil en cuivre,fil ; de cuivre,fil ; de cuivre,,,,
sund,Fil en lin,fil ; de lin,fil ; de lin,,6,6a,
unknown,Fil pour dentelles ?,fil ; pour dentelle ?,fil ; pour dentelle ?,,,,
sund,Fil à tricotter,fil ; à tricoter,fil ; à tricoter,,6,,
unknown,Filages,filage,filage,,,,
unknown,Fils d'or et d'argent,fil ; d'or et d'argent,fil ; d'or et d'argent,fil,6,6,
unknown,Fils en lin,fil ; de lin,fil ; de lin,,6,6a,
unknown,Fils filés,fil,fil,fil,6,6a,
unknown,Fils longues,fil ; long,fil ; long,,,,
belgium,Flanelle / aune,flanelle par aune par aune,,,,,
unknown,"Flets, carrelets",flet et carrelet,poisson ; flet et carrelet,,,,
unknown,Fleur de muscade,fleur ; de muscade,épicerie ; muscade ; fleur,épicerie,0,0b,épicerie ; muscade ; fleur
unknown,Flocons de soie,flocons ; de soie,,,,,
unknown,Flotteurs en écorce,flotteur ; en écorce,flotteur ; en écorce,,,,
unknown,Flétan,flétan,poisson ; flétan,,,,
sund,Fonds (de bateau?),fond ; de bateau/navire ?,fond ; de bateau/navire ?,,,,
sund,Fonds ?,fond ; ?,fond ; ?,,,,
unknown,Fonds de bateau/navire?,fond ; de bateau/navire ?,fond ; de bateau/navire ?,,,,
unknown,Fonds de chaudron,chaudron ; fond,chaudron ; fond,,,,
unknown,Fonds de chaudrons en cuivre,cuivre ; en fond de chaudron,cuivre ; en fond de chaudron,,,,
unknown,Foulards en soie,foulard ; en soie,foulard ; en soie,,,,
unknown,Foulards pour femmes en tissu très fin,foulard ; pour femme en tissu très fin,foulard ; pour femme en tissu très fin,,,,
unknown,Fourchettes,fourchette,fourchette,,,,
sund,Fourrure,fourrure,fourrure,,,,
unknown,Fourrure de Russie,fourrure ; de Russie,fourrure ; de Russie,,,,
unknown,Fourrure de chat,fourrure ; de chat,fourrure ; de chat,,,,
unknown,Fourrure de chaton,fourrure ; de chaton,fourrure ; de chaton,,,,
unknown,Fourrure de chevreuil,fourrure ; de chevreuil,fourrure ; de chevreuil,,,,
unknown,Fourrure de chèvre,fourrure ; de chèvre,fourrure ; de chèvre,,,,
unknown,Fourrure de lapin,fourrure ; de lapin,fourrure ; de lapin,,,,
unknown,Fourrure de leopard,fourrure ; de léopard,fourrure ; de léopard,,,,
unknown,Fourrure de lynx,fourrure ; de lynx,fourrure ; de lynx,,,,
unknown,Fourrure de martre,fourrure ; de martre,fourrure ; de martre,,2,,
unknown,Fourrure de phoque,fourrure ; de phoque,fourrure ; de phoque,,,,
unknown,Fourrure d'agneau,fourrure ; d'agneau,fourrure ; d'agneau,,,,
sund,Fourrures,fourrure,fourrure,,,,
unknown,Franges en soie,frange ; de soie,frange ; de soie,frange,6,6c,
belgium,Frisade / aune,frisade par aune,,,,,
unknown,Fromage et plomb,fromage et plomb,fromage et plomb,,,,
unknown,Fromage et souffre,fromage et souffre,fromage et souffre,,,,
sund,Fruits,fruit,fruit,fruits,0,0a,
unknown,Fruits ; pommes,fruit ; cru ; pomme,fruit ; cru ; pomme,,,,
unknown,Fruits ; pommes et noix,fruit ; pomme et noix,fruit ; pomme et noix,,,,
unknown,Fruits ; pommes et poires,fruit ; cru ; pomme et poire,fruit ; cru ; pomme et poire,fruits,0,0a,
unknown,"Fruits ; divers ; amandes, pelures, raisins, prunes","fruit ; divers ; amande, pelure, raisin, prune","fruit ; divers ; amande, pelure, raisin, prune",,,,
unknown,"Fruits secs, en amandes ,figues et raisins","fruit ; sec ; amande, figue et raisin","fruit sec ; amande, figue et raisin",fruits,0,0a,
unknown,"Fruits verts, en oranges et citrons.",fruit ; vert ; orange et citron,fruit ; vert ; orange et citron,,,,
sund,Fustages,fustage,fustage,,,,
belgium,Futaine / aune,,,,,,
unknown,Fûts en bois,fût ; en bois,fût ; en bois,,,,
sund,Galantéries,galanterie,galanterie,,,,
unknown,Galons,galon,galon,,,,
unknown,Gants de Russie,gant ; de Russie,gant ; de Russie,,,,
sund,Garancine,garancine,garancine,,,,
unknown,Garancine sans racine,garancine ; sans racine,garancine ; sans racine,,,,
unknown,"Gazes, crepes et mouchoirs de soie","gaze, crêpe et mouchoir de soie","gaze, crêpe et mouchoir de soie",,6,6c,
unknown,Gaïac,gaïac,guayac,,,,
unknown,Genièvre (alcool fort),genièvre (alcool fort),genièvre (alcool fort),,,,
unknown,Genévrier,genévrier,genévrier,,,,
unknown,Gingembre ; en conserve,gingembre ; en conserve,épicerie ; gingembre ; en conserve,,,,
unknown,Gingembre et poivre,gingembre et poivre,épicerie ; gingembre et poivre,,,,
unknown,Gingembre séché,gingembre ; séché,,,,,
unknown,Globes,globe,globe,,,,
unknown,Gomme ; ?,gomme ; ?,gomme,gomme,2,,
unknown,"Goudron ,poix et résine","goudron, poix et résine","goudron, poix et résine",,2,,
unknown,Goudron ; de Suède,goudron ; de Suède,goudron ; de Suède,,,,
unknown,Goudron de Suède,goudron ; de Suède,goudron ; de Suède,,,,
sund,Goudron et poix,goudron et poix,goudron et poix,,,,
unknown,Goudron fin,goudron ; fin,goudron ; fin,,,,
unknown,Goudron grosse,goudron ; gros,goudron ; gros,,,,
unknown,Gouvernail en bois,gouvernail en bois,gouvernail en bois,,,,
sund,Graines,graine,graine,graine,2,,
unknown,Graines de bettrave,graine ; de betterave,graine ; de betterave,,,,
unknown,Graines de chanvre,graine ; de chanvre,graine ; de chanvre,graine,2,,
unknown,Graines de cuscute,graine ; de cuscute,graine ; de cuscute,,,,
unknown,Graines de manne,graine ; de manne,graine ; de manne,,,,
unknown,Graines diverses et de lin,graine ; diverse,graine ; diverse,graine,2,,
unknown,Graines pour canaris,graine ; pour canari,semence ; de canari,,,,
unknown,Grains de céréales,grain ; de céréale,,,,,
sund,Grains de riz,grain ; riz,riz,riz,0,0a,
unknown,Graisse pour cuisine,graisse pour cuisine,graisse pour cuisine,,,,
unknown,Grands mâts,mât ; grand,mât ; grand,,7,7,
unknown,"Grands peaux, fourrures",fourrure et grande peau,fourrure et grande peau,,,,
unknown,Grasse d'intestin,graisse ; d'intestin,graisse,graisse,4,4,
unknown,Grille,grille,grille,grillage et grille,6,6,
unknown,Gros barres,gros bar,bar,,,,
unknown,Gros bâtons,gros bâton,bâton,,,,
sund,Gros sacs,gros sac,sac,,,,
unknown,Gruaux d'avoine,gruau ; d'avoine,gruau ; d'avoine,,,,
unknown,Gruaux d'orge,gruau ; d'orge,gruau ; d'orge,,,,
sund,Gruaux de céréales,gruau ; de grain comestible,gruau ; de grain comestible,gruau,0,0a,
unknown,Gruaux de froment,gruau ; de froment,gruau ; de grain ; froment,,,,
sund,Gruaux de millet,gruau ; de millet,gruau ; de millet,,,,
sund,Gruaux de sarrasin,gruau ; de sarrasin,gruau ; de grain ; sarrasin,,,,
unknown,Gruaux et garances,gruau et garance,gruau et garance,,,,
unknown,Grès,grès,grès,,,,
unknown,Guède,guède,drogue ; pour la peinture et la teinture ; pastel,drogue ; pour la peinture et la teinture,5,,
sund,Gélatine,gélatine,gélatine,,,,
unknown,Gélatine en feuilles,gélatine ; en feuille,gélatine ; en feuille,,,,
unknown,Haddocks séchés,haddock ; séché,aiglefin ; séché,,,,
unknown,Hallebardes,hallebarde,hallebarde,,,,
unknown,Harengs de la Baltique,hareng ; de la Baltique,poisson ; hareng,,,,
sund,Harengs de la Baltique (petits),hareng ; de la Baltique ; petit,poisson ; hareng,,,,
unknown,Harengs fumés,hareng ; fumé,poisson ; hareng ; fumé,,,,
unknown,Harengs salées,hareng ; salé,poisson ; de mer ; salé ou mariné ; hareng,poisson,0,0a,
unknown,Harengs séchés,hareng ; séché,poisson ; hareng ; sec,poisson,0,0a,
sund,Harpoix,harpoix,harpoix,,,,
sund,Harpoix et tartre,harpoix et tartre,drogue ; diverse,,,,
unknown,Harrangs ; saurs,hareng ; saur,hareng ; saur,,,,
unknown,Haubannage/gréement,haubannage/gréement,gréement,,,,
unknown,Hausse-cols,hausse-col,hausse-col,,,,
unknown,Herbe,herbe,herbe,,2,,
unknown,Homard,homard,homard,,,,
belgium,Hondscote blanche,hondscote ; blanche,toile; laine; saye ; de Honscote ; blanche,,,,
belgium,Hondscote peinte,hondscote ; peinte,toile; laine; saye ; de Honscote ; peinte,,,,
unknown,Horloge ; chaîne ; d'argent,horlogerie ; chaîne ; d'argent,horlogerie ; chaîne ; d'argent,,8,8,
unknown,Housses de couette,housse ; de couette,housse ; de couette,,,,
unknown,Housses de duvet,housse ; de duvet,housse ; de duvet,,,,
unknown,Huile ; d'olive ; blanc ; de Gènes,huile ; d'olive ; blanc ; de Gènes,huile ; d'olive ; blanc ; de Gênes,,,,
unknown,Huile d'olive de qualité inférieure,huile ; d'olive ; de qualité inférieure,,,,,
unknown,Huile de Lissabon,huile ; de Lisbonne,huile ; de Lisbonne,,,,
unknown,Huile de betterave,huile ; de betterave,huile ; de betterave,,,,
unknown,Huile de chanvre,huile ; de chanvre,huile ; de chanvre,,4,4,
unknown,Huile de colza,huile ; de colza,huile ; de colza,,,,
sund,Huile de poisson et poix,huile ; de poisson et poix,huile ; de poisson et poix,,,,
unknown,Huile de rose,huile ; de rose,huile ; de rose,huile,4,4,
sund,Huile et provisions,huile et provision,huile et provision,,,,
sund,Huile et sirop,huile et sirop,huile et sirop,,,,
sund,Huile et sirops,huile et sirop,huile et sirop,,,,
sund,Hydromel,hydromel,hydromel,hydromel,1,1,
belgium,Imperiale / aune,,,,,,
unknown,Instruments ; de xxx,instrument ; de ???,instrument,,,,
unknown,Jarretière de soie,jarretière ; de soie,jarretière ; de soie,jarretière,8,8,
unknown,Jas d'ancre,jas ; d'encre,drogue ; pour la peinture et la teinture ; jais,drogue ; pour la peinture et la teinture,5,,
unknown,Jeux de voiles,jeu ; de voile,jeu ; de voile,jeux ; de voiles,7,7,
unknown,Jouets en bois,jouet ; en bois,jouet ; en bois,,,,
unknown,Juments,jument,bête de somme ; cheval,bestiaux,9,,
unknown,Jupons de dame,jupon ; de dame,jupon,jupon,8,8,
unknown,Jus,jus,jus,jus,???,,
unknown,Jus de poire,jus ; de poire,jus,jus,???,,
unknown,Jus de pomme,jus ; de pomme,jus,jus,???,,
belgium,Lac de Venise,laque ; de Venise,laque ; de Venise,,5,,
