marchandises,marchandises_norm_ortho,mériteplusdetravail,imprimatur,nbr_dans_bdc,source_bdc
mats de sapin ; de 50 à 55 pieds,mâts de sapin de 50 à 55 pieds,,Pierre Gervais,1,1
Mats de sapin ; de 50 pieds,mâts de sapin de 50 pieds,,Pierre Gervais,1,1
mats de sapin ; de 50 pieds,mâts de sapin de 50 pieds,,Pierre Gervais,1,1
Mats de sapin ; de 55 pieds,mâts de sapin de 55 pieds,,Pierre Gervais,1,1
Mats de sapin ; de 60 pieds,mâts de sapin de 60 pieds,,Pierre Gervais,1,1
Mats de Sapin asortis,mâts de sapin assortis,,Pierre Gervais,1,1
mats de sapin de 12 à 16 paumes,mâts de sapin de 12 à 16 paumes,,Pierre Gervais,,1
Mats de sapin de 25 a 34 pieds,mâts de sapin de 25 à 34 pieds,,Pierre Gervais,1,1
mats de sapin de 3 paumes,mâts de sapin de 3 paumes,,Pierre Gervais,,1
mats de sapin de 4 à 8 paumes,mâts de sapin de 4 à 8 paumes,,Pierre Gervais,,1
mats de sapin de 5 paumes,mâts de sapin de 5 paumes,,Pierre Gervais,,1
mats de sapin de 8 à 12 paumes,mâts de sapin de 8 à 12 paumes,,Pierre Gervais,,1
Mats de sapin moyens,mâts de sapin moyens,,Pierre Gervais,1,1
Mâts de taille moyenne,mâts de taille moyenne,,Pierre Gervais,,1
Mats de vaisseau,mâts de vaisseaux,,Pierre Gervais,1,1
Mats de Vaisseaux,mâts de vaisseaux,,Pierre Gervais,2,1
Mats de vaisseaux,mâts de vaisseaux,,Pierre Gervais,10,1
mats de vaisseaux assortis,mâts de vaisseaux assortis,,Pierre Gervais,1,1
Mats Diffentes grandeurs,mâts différente grandeur,,Pierre Gervais,1,1
Mats divers,mâts divers,,Pierre Gervais,7,1
Mats diverse,mâts divers,,Pierre Gervais,1,1
mats en dessous de 8 paumes,mâts en dessous de 8 paumes,,Pierre Gervais,,1
Mats grand,mâts grands,,Pierre Gervais,1,1
Mats Matreaux,mâts mâtereaux,,Pierre Gervais,1,1
Mats peints,mâts peints,,Pierre Gervais,2,1
Mats petits,mâts petits,,Pierre Gervais,8,1
mats petits,mâts petits,,Pierre Gervais,1,1
Mâts pour bateau,mâts pour bateaux,,Pierre Gervais,,1
Mâts pour navire,mâts pour navire,,Pierre Gervais,,1
Mats; de 45 pieds,mâts de 45 pieds,,Pierre Gervais,1,1
Mats;Mats de barque,mâts mâts de barques,,Pierre Gervais,1,1
Matu,matu,x,Pierre Gervais,6,1
Mature,mâtures,,Pierre Gervais,5,1
mature,mâtures,,Pierre Gervais,1,1
MÂTURE,mâtures,,Pierre Gervais,1,1
Mature ; de navire,mâtures de navire,,Pierre Gervais,1,1
Matures,mâtures,,Pierre Gervais,38,1
matures 18 pieds,mâtures 18 pieds,,Pierre Gervais,1,1
Matures de navire,mâtures de navire,,Pierre Gervais,1,1
Matures de navires,mâtures de navire,,Pierre Gervais,1,1
maugarbine,maugrebine,x,Pierre Gervais,2,1
Maugrebine,maugrebine,x,Pierre Gervais,8,1
Maures,maurs,x,Pierre Gervais,1,1
Maurs,maurs,x,Pierre Gervais,1,1
Mautelet,mautelet,x,Pierre Gervais,1,1
Mautes a mulets,mautes à mulets,x,Pierre Gervais,1,1
Mays,maïs,,Pierre Gervais,12,1
Mazamet,Mazamet,x,Pierre Gervais,2,1
Mazarnes,Mazamet,x,Pierre Gervais,1,1
Mazon,mazon,x,Pierre Gervais,1,1
mecerie de bois,mecerie de bois,x,Pierre Gervais,1,1
Meche,mèches,,Pierre Gervais,3,1
Mèche,mèches,,Pierre Gervais,5,1
Mêche,mèches,,Pierre Gervais,1,1
Méché,mèches,,Pierre Gervais,1,1
Meche ; a canon,mèches à canons,,Pierre Gervais,1,1
Mêche ; à chandelle,mèches à chandelle,,Pierre Gervais,1,1
Meche à canon,mèches à canons,,Pierre Gervais,2,1
Mêche à canon,mèches à canons,,Pierre Gervais,3,1
Mèche a Fanon,mèches à canons,x,Pierre Gervais,1,1
meche souffrée,mèches soufrées,,Pierre Gervais,1,1
Meches,mèches,,Pierre Gervais,16,1
Méches,mèches,,Pierre Gervais,1,1
Mèches,mèches,,Pierre Gervais,7,1
Mêches,mèches,,Pierre Gervais,3,1
Mèches ; à canon,mèches à canons,,Pierre Gervais,5,1
Mêches ; à chandelle,mèches à chandelle,,Pierre Gervais,2,1
Mêches ; à fanon,mèches à canons,x,Pierre Gervais,1,1
Mêches ; à flambeaux,mèches à flambeaux,,Pierre Gervais,1,1
Meches ; souffrée,mèches soufrées,,Pierre Gervais,2,1
Meches ; souffrées,mèches soufrées,,Pierre Gervais,8,1
Mêches ; soufrées,mèches soufrées,,Pierre Gervais,1,1
Meches a canon,mèches à canons,,Pierre Gervais,3,1
Méches a canon,mèches à canons,,Pierre Gervais,1,1
mêches a Canon,mèches à canons,,Pierre Gervais,1,1
Meches à canon,mèches à canons,,Pierre Gervais,5,1
Mèches à canon,mèches à canons,,Pierre Gervais,5,1
Mêches à canon,mèches à canons,,Pierre Gervais,5,1
meches à canons,mèches à canons,,Pierre Gervais,,1
Mêches à chandelle,mèches à chandelle,,Pierre Gervais,1,1
Meches souffrées,mèches soufrées,,Pierre Gervais,4,1
Mèches souffrées,mèches soufrées,,Pierre Gervais,1,1
Mêches souffrées,mèches soufrées,,Pierre Gervais,1,1
"meches, flambeaux, chandelles et lampes",mèches flambeaux chandelle et lampes,,Pierre Gervais,,1
Mèches/cordes à feu,mèches cordes à feu,,Pierre Gervais,,1
Mechoacam,mechoacam,x,Pierre Gervais,1,1
Mechoacum,mechoacam,x,Pierre Gervais,1,1
Mecoacam,mechoacam,x,Pierre Gervais,1,1
mecoacam,mechoacam,x,Pierre Gervais,5,1
Medailles,médailles,,Pierre Gervais,2,1
Médailles,médailles,,Pierre Gervais,1,1
Medailles ; d'argent,médailles d'argent,,Pierre Gervais,1,1
Medailles antiques,médailles antiques,,Pierre Gervais,1,1
Medaillons de terre,médaillons de terre,,Pierre Gervais,1,1
Medicamans,médicaments,,Pierre Gervais,3,1
Médicamans,médicaments,,Pierre Gervais,2,1
Medicamens,médicaments,,Pierre Gervais,6,1
Médicamens,médicaments,,Pierre Gervais,2,1
Médicamens composés,médicament composés,,Pierre Gervais,67,1
Medicament,médicaments,,Pierre Gervais,3,1
Médicament,médicaments,,Pierre Gervais,2,1
Medicaments,médicaments,,Pierre Gervais,14,1
Médicaments,médicaments,,Pierre Gervais,12,1
Médicaments composés,médicament composés,,Pierre Gervais,11,1
Médicaments composés ; Autres,médicament composés autres,,Pierre Gervais,10,1
Médicaments composés ; Eaux distillées,médicament composés eau distillée,,Pierre Gervais,10,1
Médicaments composés (Eaux distillées sans alcool),médicament composés eau distillée sans alcool,,Pierre Gervais,10,1
Médicamment,médicaments,,Pierre Gervais,1,1
meffles,meffles,x,Pierre Gervais,,1
Megelanne,megelanne,x,Pierre Gervais,1,1
Melon ; d'eau,melon d'eau,,Pierre Gervais,1,1
melons,melon,,Pierre Gervais,,1
Ménage,ménages,x,Pierre Gervais,1,1
Menages,ménages,x,Pierre Gervais,3,1
Ménages,ménages,x,Pierre Gervais,1,1
menie,menie,x,Pierre Gervais,,1
Menottes en cuivre,menottes en cuivre,,Pierre Gervais,1,1
Mentes ; A moulir,mentes à moulir,x,Pierre Gervais,1,1
Mentes ; A taillandier,mentes à taillandier,,Pierre Gervais,1,1
Menues ; graines,menue graine,,Pierre Gervais,1,1
Menuiserie,menuiserie,,Pierre Gervais,2,1
menus charbons de terre,menu charbon de terre,,Pierre Gervais,,1
menus charbons de terre dits Sméegruys,menu charbon de terre dit sméegruys,x,Pierre Gervais,,1
menus ouvrage de bois,menus ouvrage de bois,,Pierre Gervais,,1
menus sommiers,menus sommiers,,Pierre Gervais,,1
menutés,menutés,x,Pierre Gervais,,1
Mérain,merrains,,Pierre Gervais,1,1
Merain ; a barils,merrains à barils,,Pierre Gervais,1,1
Merain ; a bariques,merrains à barriques,,Pierre Gervais,1,1
Merain ; à bariques,merrains à barriques,,Pierre Gervais,2,1
Mérain ; à bariques,merrains à barriques,,Pierre Gervais,1,1
Merain ; a barriques,merrains à barriques,,Pierre Gervais,1,1
Merain ; a pipes,merrains à pipes,,Pierre Gervais,1,1
Merain ; à pipes,merrains à pipes,,Pierre Gervais,1,1
Mérain ; à pipes,merrains à pipes,,Pierre Gervais,2,1
Merain ; fonçaille,merrains fonçaille,,Pierre Gervais,1,1
Merain a barils,merrains à barils,,Pierre Gervais,7,1
Merain A Barique,merrains à barriques,,Pierre Gervais,7,1
Merain a barique,merrains à barriques,,Pierre Gervais,1,1
Merain à Barique,merrains à barriques,,Pierre Gervais,1,1
Merain a Bariques,merrains à barriques,,Pierre Gervais,22,1
Merain a bariques,merrains à barriques,,Pierre Gervais,5,1
mérain a bariques,merrains à barriques,,Pierre Gervais,1,1
Merain a barriques,merrains à barriques,,Pierre Gervais,9,1
Merain a Foncaille,merrains à foncaille,,Pierre Gervais,1,1
Merain a Pipe,merrains à pipes,,Pierre Gervais,1,1
Merain a pipe,merrains à pipes,,Pierre Gervais,14,1
mérain a Pipe,merrains à pipes,,Pierre Gervais,1,1
merain à Pipe,merrains à pipes,,Pierre Gervais,1,1
Merain a pipes,merrains à pipes,,Pierre Gervais,23,1
merain a pipes,merrains à pipes,,Pierre Gervais,2,1
Merain à pipes,merrains à pipes,,Pierre Gervais,2,1
Merain a quarts,merrains à quart,,Pierre Gervais,15,1
Merain a tierçons,merrains à tierçons,,Pierre Gervais,1,1
Merain Foncaille,merrains fonçaille,,Pierre Gervais,6,1
merain foncaille,merrains fonçaille,,Pierre Gervais,1,1
mérain foncaille,merrains fonçaille,,Pierre Gervais,1,1
Merain Foncailles,merrains fonçaille,,Pierre Gervais,1,1
Merain fonsail,merrains fonçaille,,Pierre Gervais,1,1
Merain Foucail,merrains fonçaille,,Pierre Gervais,1,1
Meraina barique,merrains à barriques,,Pierre Gervais,1,1
Merains a Bariques,merrains à barriques,,Pierre Gervais,1,1
Merains a Pipes,merrains à pipes,,Pierre Gervais,1,1
Merains a pipes,merrains à pipes,,Pierre Gervais,1,1
Merains Aquarts,merrains à quart,,Pierre Gervais,1,1
Mercerie,mercerie,,Pierre Gervais,1704,1
mercerie,mercerie,,Pierre Gervais,37,1
Mercerie ; ?,mercerie ???,,Pierre Gervais,3,1
Mercerie ; à la valeur,mercerie à la valeur,,Pierre Gervais,2,1
Mercerie ; aiguilles ; à coudre,mercerie aiguilles à coudre,,Pierre Gervais,2,1
Mercerie ; commune,mercerie commune,,Pierre Gervais,19,1
Mercerie ; de bois,mercerie de bois,,Pierre Gervais,1,1
Mercerie ; de Nuremberg,mercerie de Nuremberg,,Pierre Gervais,1,1
Mercerie ; diverse,mercerie diverse,,Pierre Gervais,20,1
Mercerie ; diverses,mercerie diverse,,Pierre Gervais,,1
Mercerie ; diverses ; à la valeur,mercerie diverse à la valeur,,Pierre Gervais,3,1
Mercerie ; en aiguilles,mercerie en aiguilles,,Pierre Gervais,1,1
Mercerie ; en aiguilles ; à coudre,mercerie en aiguilles à coudre,,Pierre Gervais,1,1
Mercerie ; en bouton ; de crin,mercerie en boutons de crin,,Pierre Gervais,1,1
Mercerie ; en bouton ; de forget,mercerie en boutons de forget,,Pierre Gervais,1,1
Mercerie ; en boutons,mercerie en boutons,,Pierre Gervais,1,1
Mercerie ; en boutons ; de crin,mercerie en boutons de crin,,Pierre Gervais,1,1
Mercerie ; en epingles,mercerie en épingles,,Pierre Gervais,1,1
Mercerie ; en épingles,mercerie en épingles,,Pierre Gervais,1,1
Mercerie ; en lignets et ameçons,mercerie en lignets et hameçons,,Pierre Gervais,1,1
Mercerie ; en peignes ; de corne,mercerie en peignes de corne,,Pierre Gervais,1,1
"Mercerie ; en peignes ; de cpr,es",mercerie en peignes de cpres,x,Pierre Gervais,1,1
Mercerie ; en peignes ; des Dieux,mercerie en peignes des dieux,x,Pierre Gervais,3,1
Mercerie ; en quincaillerie,mercerie en quincaillerie,,Pierre Gervais,1,1
Mercerie ; en tabatures ; de corne,mercerie en tabatières de corne,x,Pierre Gervais,1,1
Mercerie ; épingles,mercerie épingles,,Pierre Gervais,1,1
Mercerie ; fine,mercerie fine,,Pierre Gervais,20,1
Mercerie ; Fine ; Aiguille à coudre,mercerie fine aiguilles à coudre,,Pierre Gervais,2,1
Mercerie ; fine ; aiguilles,mercerie fine aiguilles,,Pierre Gervais,1,1
Mercerie ; Fine ; Diverse,mercerie fine diverse,,Pierre Gervais,8,1
Mercerie ; Fine ; Epingles,mercerie fine épingles,,Pierre Gervais,5,1
Mercerie ; fine et aiguilles,mercerie fine et aiguilles,,Pierre Gervais,2,1
Mercerie ; Fines ; Aiguilles,mercerie fine aiguilles,,Pierre Gervais,,1
Mercerie ; Fines ; Aiguilles à coudre,mercerie fine aiguilles à coudre,,Pierre Gervais,,1
Mercerie ; Fines ; Aiguilles a voile,mercerie fine aiguilles à voile,,Pierre Gervais,,1
Mercerie ; Fines ; Diverses,mercerie fine diverse,,Pierre Gervais,,1
Mercerie ; Fines ; Epingles,mercerie fine épingles,,Pierre Gervais,,1
Mercerie ; grossiere,mercerie grossière,,Pierre Gervais,14,1
Mercerie ; grossière,mercerie grossière,,Pierre Gervais,2,1
Mercerie ; houpe ; de figue,mercerie houppe de cygne,x,Pierre Gervais,1,1
Mercerie ; Melée,mercerie mêlée,,Pierre Gervais,33,1
Mercerie ; melée,mercerie mêlée,,Pierre Gervais,13,1
Mercerie ; mêlée,mercerie mêlée,,Pierre Gervais,49,1
Mercerie ; méleé,mercerie mêlée,,Pierre Gervais,3,1
Mercerie ; melés,mercerie mêlée,,Pierre Gervais,1,1
Mercerie ; Mercerie meslées,mercerie mercerie mêlées,,Pierre Gervais,,1
Mercerie ; ordinaire,mercerie ordinaire,,Pierre Gervais,7,1
mercerie ; ordinaire,mercerie ordinaire,,Pierre Gervais,1,1
Mercerie ; peignes ; d'ivoire,mercerie peignes d'ivoire,,Pierre Gervais,,1
Mercerie ; peignes ; de bois,mercerie peignes de bois,,Pierre Gervais,,1
Mercerie à la valeur,mercerie à la valeur,,Pierre Gervais,3,1
Mercerie Bimbeloterie,mercerie bimbeloterie,,Pierre Gervais,44,1
Mercerie bimbeloterie,mercerie bimbeloterie,,Pierre Gervais,23,1
mercerie commnue,mercerie commune,,Pierre Gervais,1,1
Mercerie commune,mercerie commune,,Pierre Gervais,161,1
mercerie commune,mercerie commune,,Pierre Gervais,8,1
Mercerie cordons de fil,mercerie corrdons de fil,,Pierre Gervais,1,1
mercerie cru,mercerie cru,x,Pierre Gervais,1,1
Mercerie de Bois,mercerie de bois,,Pierre Gervais,1,1
mercerie de bois,mercerie de bois,,Pierre Gervais,1,1
Mercerie de Bois ;,mercerie de bois,,Pierre Gervais,1,1
Mercerie de cuivre,mercerie de cuivre,,Pierre Gervais,2,1
mercerie de Nuremberg,mercerie de Nuremberg,,Pierre Gervais,,1
Mercerie diverse,mercerie diverse,,Pierre Gervais,5,1
Mercerie diverse;,mercerie diverse,,Pierre Gervais,1,1
Mercerie diverse; Mêlée,mercerie diverse,,Pierre Gervais,1,1
Mercerie en éventail,mercerie en éventail,,Pierre Gervais,4,1
Mercerie en peignes d'ivoire,mercerie en peignes d'ivoire,,Pierre Gervais,1,1
mercerie et jolités mellées,mercerie et jolités mêlées,,Pierre Gervais,,1
Mercerie et quincaille,mercerie et quincaille,,Pierre Gervais,11,1
Mercerie fine,mercerie fine,,Pierre Gervais,166,1
"Mercerie fine, aiguilles, épingles, &c",mercerie fine aiguilles épingles etc.,,Pierre Gervais,10,1
Mercerie grosiere,mercerie grossière,,Pierre Gervais,22,1
Mercerie grosse,mercerie grossière,,Pierre Gervais,3,1
Mercerie grossiere,mercerie grossière,,Pierre Gervais,1,1
mercerie grossiere,mercerie grossière,,Pierre Gervais,2,1
Mercerie joujous d'enfants,mercerie joujous d'enfants,,Pierre Gervais,4,1
Mercerie mêlée,mercerie mêlée,,Pierre Gervais,63,1
Mercerie mêlées,mercerie mêlée,,Pierre Gervais,2,1
mercerie mellées,mercerie mêlée,,Pierre Gervais,,1
Mercerie meslées,mercerie mêlée,,Pierre Gervais,1,1
Mercerie ordinaires,mercerie ordinaire,,Pierre Gervais,1,1
Mercerie trés commune,mercerie trés commune,,Pierre Gervais,1,1
Mercerie trés fine,mercerie trés fine,,Pierre Gervais,1,1
Mercerie;,mercerie,,Pierre Gervais,2,1
Mercerie; En anneaux de cuivre,mercerie en anneaux de cuivre,,Pierre Gervais,1,1
Mercerie; Et quincaillerie,mercerie et quincaillerie,,Pierre Gervais,1,1
Merceries,mercerie,,Pierre Gervais,349,1
Merceries ; aiguilles ; à coudre,mercerie aiguilles à coudre,,Pierre Gervais,1,1
Merceries ; diverses,mercerie diverse,,Pierre Gervais,1,1
Merceries ; Fines ; Aiguilles,mercerie fine aiguilles,,Pierre Gervais,5,1
Merceries ; Fines ; Aiguilles à coudre,mercerie fine aiguilles à coudre,,Pierre Gervais,7,1
Merceries ; Fines ; Aiguilles a voile,mercerie fine aiguilles à voile,,Pierre Gervais,1,1
Merceries ; Fines ; Diverses,mercerie fine diverse,,Pierre Gervais,14,1
Merceries ; Fines ; Epingles,mercerie fine épingles,,Pierre Gervais,8,1
Merceries ; mêlées,mercerie mêlée,,Pierre Gervais,1,1
Merceries ; Merceries meslées,mercerie mercerie mêlée,,Pierre Gervais,21,1
Merceries ; peignes ; d'ivoire,mercerie peignes d'ivoire,,Pierre Gervais,2,1
Merceries ; peignes ; de bois,mercerie peignes de bois,,Pierre Gervais,1,1
Merceries diverses,mercerie diverse,,Pierre Gervais,1,1
Merceries mêlées,mercerie mêlée,,Pierre Gervais,20,1
Merciers,merciers,x,Pierre Gervais,1,1
Mercure,mercure,,Pierre Gervais,21,1
mercure,mercure,,Pierre Gervais,,1
Mercure ; doux,mercure doux,,Pierre Gervais,7,1
Mercure doux,mercure doux,,Pierre Gervais,2,1
Mercure précipité,mercure précipité,,Pierre Gervais,7,1
Merevillon,merevillon,,Pierre Gervais,2,1
Merevillons,merevillon,,Pierre Gervais,3,1
merian en Bariques,merrains en barriques,x,Pierre Gervais,1,1
Meriens,meriers,x,Pierre Gervais,1,1
Meriers,meriers,x,Pierre Gervais,6,1
Meriers ; à faire ; échelle,meriers à faire échelle,x,Pierre Gervais,1,1
Meriers ; petits,meriers petits,x,Pierre Gervais,1,1
merin a Bariques,merrains à barriques,,Pierre Gervais,1,1
merin a quarts,merrains à quart,,Pierre Gervais,1,1
merin Foncailles,merrains fonçaille,,Pierre Gervais,1,1
Merlan,merlan,,Pierre Gervais,,1
Merlans,merlan,,Pierre Gervais,2,1
merles,merles,,Pierre Gervais,1,1
Merlin à trois fils,merlin à trois fils,,Pierre Gervais,,1
Merlins,merlin,,Pierre Gervais,1,1
merlins,merlin,,Pierre Gervais,,1
Merluche,merluche,,Pierre Gervais,25,1
merluche,merluche,,Pierre Gervais,5,1
Merluches,merluche,,Pierre Gervais,7,1
merluches,merluche,,Pierre Gervais,,1
Merrain,merrains,,Pierre Gervais,2,1
Merrain ; a barils,merrains à barils,,Pierre Gervais,1,1
Merrain ; a bariques,merrains à barriques,,Pierre Gervais,5,1
Merrain ; à bariques,merrains à barriques,,Pierre Gervais,1,1
Merrain ; a barrils,merrains à barils,,Pierre Gervais,4,1
Merrain ; a barriques,merrains à barriques,,Pierre Gervais,23,1
Merrain ; a bottes,merrains à bottes,,Pierre Gervais,1,1
Merrain ; a foncaille,merrains à fonçaille,,Pierre Gervais,1,1
Merrain ; a fonçailles,merrains à fonçaille,,Pierre Gervais,3,1
Merrain ; a futailles,merrains à futailles,,Pierre Gervais,2,1
Merrain ; a pipes,merrains à pipes,,Pierre Gervais,15,1
Merrain ; a tierçons,merrains à tierçons,,Pierre Gervais,5,1
Merrain ; en foncailles,merrains en fonçaille,,Pierre Gervais,2,1
Merrain ; foncaille,merrains fonçaille,,Pierre Gervais,8,1
Merrain ; fonçaille,merrains fonçaille,,Pierre Gervais,1,1
merrain ; fonçaille,merrains fonçaille,,Pierre Gervais,1,1
Merrain ; foncailles,merrains fonçaille,,Pierre Gervais,1,1
Merrain ; fonsaille,merrains fonçaille,,Pierre Gervais,1,1
Merrain ; futaille,merrains futaille,,Pierre Gervais,2,1
Merrain a barils,merrains à barils,,Pierre Gervais,4,1
Merrain a Barique,merrains à barriques,,Pierre Gervais,3,1
Merrain a Bariques,merrains à barriques,,Pierre Gervais,5,1
Merrain a bariques Douelle,merrains à barriques douelles,,Pierre Gervais,1,1
Merrain a bariques douelles,merrains à barriques douelles,,Pierre Gervais,3,1
merrain a bariques doüelles,merrains à barriques douelles,,Pierre Gervais,2,1
Merrain a Barrique,merrains à barriques,,Pierre Gervais,3,1
Merrain a barrique,merrains à barriques,,Pierre Gervais,3,1
Merrain a barriques,merrains à barriques,,Pierre Gervais,17,1
merrain a barriques,merrains à barriques,,Pierre Gervais,1,1
Merrain à Barriques,merrains à barriques,,Pierre Gervais,7,1
Merrain à barriques,merrains à barriques,,Pierre Gervais,1,1
Merrain a Bœuf,merrains à bœuf,,Pierre Gervais,2,1
Merrain a buses doüelles,merrains à buses douelles,,Pierre Gervais,1,1
Merrain a Foncailles,merrains à fonçaille,,Pierre Gervais,1,1
Merrain a pipe,merrains à pipes,,Pierre Gervais,14,1
merrain a Pipe,merrains à pipes,,Pierre Gervais,1,1
Merrain à Pipe,merrains à pipes,,Pierre Gervais,9,1
Merrain a pipes,merrains à pipes,,Pierre Gervais,6,1
merrain a pipes,merrains à pipes,,Pierre Gervais,1,1
Merrain à Pipes,merrains à pipes,,Pierre Gervais,3,1
Merrain à pipes ; douelles,merrains à pipes douelles,,Pierre Gervais,1,1
Merrain a pipes Douelle,merrains à pipes douelles,,Pierre Gervais,1,1
Merrain a pipes douelles,merrains à pipes douelles,,Pierre Gervais,5,1
merrain a pipes douelles,merrains à pipes douelles,,Pierre Gervais,1,1
Merrain a pipes doüelles,merrains à pipes douelles,,Pierre Gervais,1,1
merrain a pipes doüelles,merrains à pipes douelles,,Pierre Gervais,2,1
Merrain A Quars,merrains à quart,,Pierre Gervais,1,1
Merrain a Quart,merrains à quart,,Pierre Gervais,1,1
Merrain à quart,merrains à quart,,Pierre Gervais,1,1
Merrain a quarts,merrains à quart,,Pierre Gervais,10,1
merrain a Quarts,merrains à quart,,Pierre Gervais,1,1
merrain a quarts,merrains à quart,,Pierre Gervais,1,1
Merrain a tierçon doüelles,merrains à tierçons douelles,,Pierre Gervais,1,1
merrain a tierson,merrains à tierçons,,Pierre Gervais,1,1
Merrain Aqua,merrains a quart,x,Pierre Gervais,1,1
Merrain Arabiques,merrains à barriques,x,Pierre Gervais,1,1
Merrain Basique,merrains barriques,x,Pierre Gervais,2,1
Merrain de Maille,merrains de maille,,Pierre Gervais,1,1
Merrain en Barriques,merrains en barriques,,Pierre Gervais,2,1
Merrain en Pipe,merrains en pipes,,Pierre Gervais,1,1
Merrain et feuillard,merrains et feuillards,,Pierre Gervais,6,1
Merrain foncaille,merrains fonçaille,,Pierre Gervais,1,1
Merrain Foncailles,merrains fonçaille,,Pierre Gervais,1,1
Merrain fonçailles,merrains fonçaille,,Pierre Gervais,2,1
Merrain fonçailles Douelle,merrains fonçaille douelles,,Pierre Gervais,1,1
Merrain fonçailles douelles,merrains fonçaille douelles,,Pierre Gervais,1,1
Merrain Fouraille,merrains fonçaille,,Pierre Gervais,1,1
Merrain ganivelle,merrains ganivelles,x,Pierre Gervais,1,1
Merrains ; a bariques,merrains à barriques,,Pierre Gervais,3,1
Merrains ; a barriques,merrains à barriques,,Pierre Gervais,5,1
Merrains ; a bottes,merrains à bottes,,Pierre Gervais,1,1
Merrains ; a pipes,merrains à pipes,,Pierre Gervais,1,1
merrains ; a pipes,merrains à pipes,,Pierre Gervais,1,1
Merrains ; foncailles,merrains fonçaille,,Pierre Gervais,4,1
Merrains a baril doüelles,merrains à barils douelles,,Pierre Gervais,1,1
