marchandises_simplifiees,marchandises_tres_simplifiees,sitc_rev1,sitc_rev2,classificationproduitsmdicinaux,remarques_marchandises,wallislist,exclusion_not_medical_primarily,nom_wallis,large,narrow,sitc1digit,sitc18thc,nbr_lignes_fr_bis,classification_hambourg_etroite,classification_hambourg_large,ajouts_565860,commestibles_eur_grainsetsubstit,grains_ou_farine,categories_de_grains,v9,source_bdc,nbr_bdc_marchandises_simplifiees
vin ; de Syracuse,vin ; étranger,1,1,0,,0,,,0,0,,,0,,Vin ; de France,,0,0,0,,1,6
vin ; de Taraq,,,,,,,,,,,,,,,,,,,,,1,1
vin ; de Tavel,vin ; de france,1,1,0,,0,,,0,0,,,0,,Vin ; de France,,0,0,0,,1,1
vin ; de Thiaucourt,,,,,,,,,,,,,,,,,,,,,1,1
vin ; de Tinto,,1,1,0,,,,,0,0,,,,,,,0,0,0,,1,1
vin ; de Tokay,vin ; étranger,1,1,0,,0,,,0,0,,,0,,Vin ; de France,,0,0,0,,1,4
vin ; de Touraine,vin ; de france,1,1,0,,0,,,0,0,,,0,,Vin ; de France,,0,0,0,,1,1
vin ; de Ténérife,,,,,,,,,,,,,,,,,,,,,1,1
vin ; de Vermouth,vin,1,1,0,,0,,,0,0,,,0,,Vin ; de France,,0,0,0,,1,1
vin ; de Vidonie,,,,,,,,,,,,,,,,,,,,,1,1
vin ; de Vienne,vin ; de france,1,1,0,,0,,,0,0,,,0,,Vin ; de France,,0,0,0,,1,1
vin ; de Xiamen,,,,,,,,,,,,,,,,,,,,,1,1
vin ; de Xérès,vin ; étranger,1,1,0,,0,,,0,0,,,0,,Vin ; de France,,0,0,0,,1,5
"vin ; de bar, de Liège, d'Hay etc",,,,,,,,,,,,,,,,,,,,,1,1
vin ; de beaume,,1,1,0,,,,,0,0,,,,,,,0,0,0,,1,1
vin ; de champagne ; de montagne,,1,1,0,,,,,0,0,,,,,,,0,0,0,,0,0
vin ; de deviet,,1,1,0,,,,,0,0,,,,,,,0,0,0,,1,1
vin ; de grave,vin ; de france,1,1,0,,0,,,0,0,,,0,,Vin ; de France,,0,0,0,,1,2
vin ; de haut,vin ; de france,1,1,0,,0,,,0,0,,,,Vin ; de France,Vin ; de France,,0,0,0,,1,9
vin ; de hors,vin ; de france,1,1,0,,0,,,0,0,,,0,,Vin ; de France,,0,0,0,,1,2
vin ; de languedoc,,1,1,0,,,,,0,0,,,,,,,0,0,0,,0,0
vin ; de liqueur,,1,1,0,,,,,0,0,,,,,,,0,0,0,,1,369
vin ; de montagne,,1,1,0,,,,,0,0,,,,,,,0,0,0,,1,1
vin ; de naples,,,,,,,,,,,,,,,,,,,,,1,1
vin ; de nuit,,1,1,0,,,,,0,0,,,,,,,0,0,0,,1,1
vin ; de pays,,,,,,,,,,,,,,,,,,,,,0,0
vin ; de poisson,alcool,1,1,0,,0,,,0,0,,,0,,Vin ; de France,,0,0,0,,1,1
vin ; de rancio,,,,,,,,,,,,,,,,,,,,,1,1
vin ; de rivière,,1,1,0,,,,,0,0,,,,,,,0,0,0,,1,2
vin ; de ville,vin ; de france,1,1,0,,0,,,0,0,,,0,,Vin ; de France,,0,0,0,,1,23
vin ; des Canaries,,1,1,0,,,,,0,0,,,,,,,0,0,0,,1,7
vin ; des grande borderie,,1,1,0,,,,,0,0,,,,,,,0,0,0,,1,1
vin ; des Îles,,,,,,,,,,,,,,,,,,,,,1,1
vin ; dit Bleckaert,,,,,,,,,,,,,,,,,,,,,1,1
vin ; divers,vin,1,1,0,,0,,,0,0,,,7,,Vin ; de France,,0,0,0,,1,588
vin ; doux,vin,1,1,0,,0,,,0,0,,,0,,Vin ; de France,,0,0,0,,1,1
vin ; du Cap,vin ; étranger,1,1,0,,0,,,0,0,,,9,,Vin ; de France,,0,0,0,,1,30
vin ; du Cap Breton,,1,1,0,,,,,0,0,,,,,,,0,0,0,,1,1
vin ; du Comté,,1,1,0,,,,,0,0,,,,,,,0,0,0,,1,1
vin ; du Croisic,vin ; de france,1,1,0,,0,,,0,0,,,0,,Vin ; de France,,0,0,0,,1,3
vin ; du Fayal,vin ; étranger,1,1,0,,0,,,0,0,,,0,,Vin ; de France,,0,0,0,,1,1
vin ; du Hainaut,vin ; de france,1,1,0,,0,,,0,0,,,,,,,0,0,0,,1,1
vin ; du Haut-Pays,,,,,,,,,,,,,,,,,,,,,1,1
vin ; du Languedoc,,1,1,0,,,,,0,0,,,,,,,0,0,0,,1,3
vin ; du Portugal,vin ; étranger,1,1,0,,0,,,0,0,,,0,,Vin ; de France,,0,0,0,,1,2
vin ; du Rhin,vin ; de france,1,1,0,,0,,,0,0,,,0,,Vin ; de France,,0,0,0,,1,26
vin ; du Roussillon,vin ; de france,1,1,0,,0,,,0,0,,,0,,Vin ; de France,,0,0,0,,1,19
vin ; du cap,,1,1,0,,,,,0,0,,,,,,,0,0,0,,0,0
vin ; du pays,,1,1,0,,,,,0,0,,,,,,,0,0,0,,1,9
vin ; en fût,vin,1,1,0,,0,,,0,0,,,0,,Vin ; de France,,0,0,0,,1,3
vin ; etrangers ; de Malaga,,1,1,0,,,,,0,0,,,,,,,0,0,0,,0,0
vin ; hors,,1,1,0,,,,,0,0,,,,,,,0,0,0,,1,12
vin ; idem ; Meursault,,,,,,,,,,,,,,,,,,,,,1,1
vin ; idem ; d'Alicante,,1,1,0,,,,,0,0,,,,,,,0,0,0,,1,1
vin ; idem ; de Nougeot,,,,,,,,,,,,,,,,,,,,,1,1
vin ; idem ; de Reims,vin ; de france,1,1,0,,0,,,0,0,,,0,,Vin ; de France,,0,0,0,,1,5
vin ; idem ; de Rivière,,,,,,,,,,,,,,,,,,,,,1,1
vin ; idem ; de Rota,,1,1,0,,,,,0,0,,,,,,,0,0,0,,1,1
vin ; idem ; de Rully,,,,,,,,,,,,,,,,,,,,,1,1
vin ; idem ; de Ville,,,,,,,,,,,,,,,,,,,,,1,1
vin ; idem ; de la Ferté,,,,,,,,,,,,,,,,,,,,,1,1
vin ; idem ; de montagne,,,,,,,,,,,,,,,,,,,,,1,1
vin ; jauge ch. ; Paris,,1,1,0,,,,,0,0,,,,,,,0,0,0,,0,0
vin ; jauge gros bard,vin,1,1,0,,0,,,0,0,,,0,,Vin ; de France,,0,0,0,,1,44
vin ; liqueur,vin,1,1,0,,0,,,0,0,,,48,,Vin ; de France,,0,0,0,,1,265
vin ; mousseu,,,,,,,,,,,,,,,,,,,,,1,1
vin ; muscat,vin,1,1,0,,0,,,0,0,,,0,,Vin ; de France,,0,0,0,,1,320
vin ; noir,vin,1,1,0,,0,,,0,0,,,0,,Vin ; de France,,0,0,0,,1,1
vin ; ordinaire,vin,1,1,0,,0,,,0,0,,,0,Vin ; de France,Vin ; de France,,0,0,0,,1,221
vin ; ordinaire ; en miel,vin,1,1,0,,0,,,0,0,,,0,,Vin ; de France,,0,0,0,,1,4
vin ; rouge,vin,1,1,0,,0,,,0,0,,,0,,Vin ; de France,,0,0,0,,1,349
vin ; rouge ; commun,vin,1,1,0,,0,,,0,0,,,0,,Vin ; de France,,0,0,0,,1,4
vin ; rouge ; de France,,,,,,,,,,,,,,,,,,,,,1,1
vin ; rouge et blanc,,1,1,0,,,,,0,0,,,,,,,0,0,0,,1,1
vin ; rouge gros bard,vin ; de france,1,1,0,,0,,,0,0,,,0,,Vin ; de France,,0,0,0,,1,1
vin ; sec,,,,,,,,,,,,,,,,,,,,,1,1
vin ; sucré,,,,,,,,,,,,,,,,,,,,,1,1
vin ; à la valeur,,1,1,0,,,,,0,0,,,,,,,0,0,0,,1,1
vin ; étranger,vin ; étranger,1,1,0,,0,,,0,0,,,0,,Vin ; de France,,0,0,0,,1,28
vin ; étranger ; Fuo,vin ; étranger,1,1,0,,0,,,0,0,,,0,,Vin ; de France,,0,0,0,,1,3
vin ; étranger ; blanc,vin ; étranger,1,1,0,,0,,,0,0,,,0,,Vin ; de France,,0,0,0,,1,2
vin ; étranger ; commun,vin ; étranger,1,1,0,,0,,,0,0,,,0,,Vin ; de France,,0,0,0,,1,1
vin ; étranger ; d'Alicante,,1,1,0,,,,,0,0,,,,,,,0,0,0,,1,4
vin ; étranger ; d'Espagne,,1,1,0,,,,,0,0,,,,,,,0,0,0,,0,0
vin ; étranger ; de Cerère,,1,1,0,,,,,0,0,,,,,,,0,0,0,,1,1
vin ; étranger ; de Chipre,,1,1,0,,,,,0,0,,,,,,,0,0,0,,0,0
vin ; étranger ; de Flacres,vin ; étranger,1,1,0,,0,,,0,0,,,0,,Vin ; de France,,0,0,0,,1,1
vin ; étranger ; de Malvoisie,,1,1,0,,,,,0,0,,,,,,,0,0,0,,1,1
vin ; étranger ; de Pacarel,vin ; étranger,1,1,0,,0,,,0,0,,,1,,Vin ; de France,,0,0,0,,1,2
vin ; étranger ; de Pakaret,,1,1,0,,,,,0,0,,,,,,,0,0,0,,1,1
vin ; étranger ; de Rota,,1,1,0,,,,,0,0,,,,,,,0,0,0,,0,0
vin ; étranger ; de Tinto,,1,1,0,,,,,0,0,,,,,,,0,0,0,,1,3
vin ; étranger ; de Xérès,,1,1,0,,,,,0,0,,,,,,,0,0,0,,0,0
vin ; étranger ; du Rhin,,1,1,0,,,,,0,0,,,,,,,0,0,0,,0,0
vin ; étranger ; liqueur,vin ; étranger,1,1,0,,0,,,0,0,,,0,,Vin ; de France,,0,0,0,,1,7
vin d'Andely,,1,1,0,,,,,0,0,,,,,,,0,0,0,,1,7
vin et autre boisson ; bierre,,1,1,0,,,,,0,0,,,,,,,0,0,0,,1,6
vin et autre boisson ; cidre,,1,1,0,,,,,0,0,,,,,,,0,0,0,,1,3
vin et autre boisson ; vin ; de liqueur ; de différente espèce,,1,1,0,,,,,0,0,,,,,,,0,0,0,,1,6
vin et autre boisson ; vin ; divers,,1,1,0,,,,,0,0,,,,,,,0,0,0,,1,6
vin et autre boisson ; vin ; divers ; de Bordeaux,,1,1,0,,,,,0,0,,,,,,,0,0,0,,1,6
vin et eau de vie,,,,,,,,,,,,,,,,,,,,,1,2
vin; de Tokay,,1,1,0,,,,,0,0,,,,,,,0,0,0,,1,2
vinaigre,vinaigre,0,0a,0,,0,,,0,0,,,0,Vinaigre,Vinaigre,,0,0,0,,1,858
vinaigre ; de bière,vinaigre,0,0a,0,,0,,,0,0,,,0,Vinaigre,Vinaigre,,0,0,0,,1,3
vinaigre ; de cidre,,,,,,,,,,,,,,,,,,,,,1,1
vinaigre ; de composition,vinaigre,0,0a,0,,0,,,0,0,,,0,Vinaigre,Vinaigre,,0,0,0,,1,8
vinaigre ; de fruit,,,,,,,,,,,,,,,,,,,,,1,1
vinaigre ; de vin,,,,,,,,,,,,,,,,,,,,,1,4
vinaigre ; ordinaire,vinaigre,0,0a,0,,0,,,0,0,,,0,Vinaigre,Vinaigre,,0,0,0,,1,27
violon,violons,8,8,0,,0,,,0,0,,,0,,,,0,0,0,,1,25
violoncelle,violoncelle,8,8,0,,0,,,0,0,,,0,,,,0,0,0,,1,2
viperine,viperines,0,0a,1,"Plante : La pharmacopée cependant l'utilise en infusion pour calmer la toux (fleurs séchées aux propriétés dépuratives, pectorales et diurétiques)",0,,,0,1,,,0,,,,0,0,0,,0,0
vipère,vipères,0,0a,1,Cf. P.H.Wallis,1,0,Vipers,1,0,5,5,0,,,,0,0,0,,1,10
vipère ; vive,vipères ; vives,0,0a,1,Cf. P.H.Wallis,1,0,Vipers,1,0,,,0,,,,0,0,0,,1,2
vipérine,,,,,,,,,,,,,,,,,,,,,1,8
vipérine ; en racine,,,,,,,,,,,,,,,,,,,,,1,1
virez,virez,???,???,0,,0,,,0,0,,,0,,,,0,0,0,,1,2
vis,,,,,,,,,,,,,,,,,,,,,1,1
vis ; en fer,,,,,,,,,,,,,,,,,,,,,1,1
vispapan [?],,???,???,0,,,,,0,0,,,,,,,0,0,0,,1,1
vitriol ; blanc,,5,5,1,"Savary, volume 3, 1748 : « Espèce de sel solide ou de minéral qui se trouve dans les mines de cuivre. […] Il faut pourtant convenir que cette poudre bien composé est excellente pour guérir les plaies et arrêter le sang, pourvu que ce soit par a",0,,,1,0,,,,Vitriol ; blanc,Vitriol ; blanc,,0,0,0,,1,6
vitriol ; de Chypre,,5,5,1,"Variante du vitriol romain (cf Savary), très peu utilisé en médecine",0,,,1,0,,,,,,,0,0,0,,0,0
vitriol et huile de vitriol,,5,5,1,"Savary, volume 3, 1748 : « Espèce de sel solide ou de minéral qui se trouve dans les mines de cuivre. […] Il faut pourtant convenir que cette poudre bien composé est excellente pour guérir les plaies et arrêter le sang, pourvu que ce soit par a",1,1,Ol Vitriol,1,0,,,,,,,0,0,0,,1,24
"vitriol, huile et acide vitriolique",,5,5,1,"Savary, volume 3, 1748 : « Espèce de sel solide ou de minéral qui se trouve dans les mines de cuivre. […] Il faut pourtant convenir que cette poudre bien composé est excellente pour guérir les plaies et arrêter le sang, pourvu que ce soit par a",1,1,Ol Vitriol,1,0,,,,,,,0,0,0,,1,78
"vitriol, huile et essence vitriolique",,5,5,1,"Savary, volume 3, 1748 : « Espèce de sel solide ou de minéral qui se trouve dans les mines de cuivre. […] Il faut pourtant convenir que cette poudre bien composé est excellente pour guérir les plaies et arrêter le sang, pourvu que ce soit par a",1,1,Ol Vitriol,1,0,,,,,,,0,0,0,,1,9
vivre,,,,,,,,,,,,,,,,,,,,,1,1
vlottes,,,,,,,,,,,,,,,,,,,,,1,1
voile,voile,6,6,0,,0,,,0,0,6,6,0,,,,0,0,0,,1,5
voile ; de bateau,voile ; de bateaux,7,7,0,,0,,,0,0,,,0,,,,0,0,0,,1,3
voile ; de laine,voile ; de laine,6,6b,0,,0,,,0,0,,,0,,,,0,0,0,,1,1
voile de moulin et autre ; vieille,,,,,,,,,,,,,,,,,,,,,1,1
voile de novice,voile de novice,6,6,0,,0,,,0,0,,,0,,,,0,0,0,,1,1
voiture,,7,7,0,,0,,,0,0,,,9,,,,0,0,0,,1,123
voiture ; diverse,,7,7,0,,,,,0,0,,,,,,,0,0,0,,1,3
voiture et tombereau,,,,,,,,,,,,,,,,,,,,,1,2
volaille,volaille,0,0a,0,,0,,,0,0,,,0,,,,0,0,0,,1,187
volaille ; grasse,,,,,,,,,,,,,,,,,,,,,1,1
volaille et gibier,,0,0a,0,,,,,0,0,,,,,,,0,0,0,,1,36
volant,,8,8,0,,0,,,0,0,,,0,,,,0,0,0,,1,3
volant ; de camelot,volants ; de camelot,8,8,0,,0,,,0,0,,,0,,,,0,0,0,,1,1
voëdes,voëdes,???,???,0,,0,,,0,0,,,0,,,,0,0,0,,1,4
vrille,vrilles,6,6,0,,0,,,0,0,,,0,,,,0,0,0,,1,11
vuide Constance,,???,???,0,,,,,0,0,,,,,,,0,0,0,,1,1
vulnéraire ; de Suisse,vulnéraires ; de suisse,5,5,1,"Savary, volume 2, 1748 : « Les herbes vulnéraires sont celles qui prises intérieurement, ou appliquées en topiques, sont propres à la guérison des plaies. Les meilleures viennent de Suisse, elles font partie du commerce de l'Epicerie »",0,,,0,1,,,0,,,,0,0,0,,1,2
vèches,,,,,,,,,,,,,,,,,,,,,1,1
vèches ; en gerbe,,,,,,,,,,,,,,,,,,,,,1,1
végétal,végétal,2,2,0,,0,,,0,0,,,0,,,,0,0,0,,1,3
vêtement,,,,,,,,,,,,,,,,,,,,,1,2
vêtement ; en coton,,,,,,,,,,,,,,,,,,,,,1,1
vêtement ; en soie,,,,,,,,,,,,,,,,,,,,,1,1
wagheschot ; en blocq,,,,,,,,,,,,,,,,,,,,,1,1
wagheschot ; scié en planche,,,,,,,,,,,,,,,,,,,,,1,1
wagon,,,,,,,,,,,,,,,,,,,,,1,1
wagon ; artillerie,,,,,,,,,,,,,,,,,,,,,1,1
wathout ; en bloc,,,,,,,,,,,,,,,,,,,,,1,1
wollegoet,,,,,,,,,,,,,,,,,,,,,1,3
wuinnes,,,,,,,,,,,,,,,,,,,,,1,1
yeux ; d'écrevisse,,2,2,1,"Savary, volume 3, 1748 : « On nomme ainsi, quoi qu’improprement, de petites pierres blanches faites en forme d'yeux que l'on trouve dans la tête des écrevisses de rivières »",,,,0,1,,,,,,,0,0,0,,0,0
zain,métaux,2,2,0,Sorte de minéral qu'on met au rand des demi-métaux (Savary),0,,,0,0,,,1,,,,0,0,0,,1,17
zinc,zinc,6,6,0,,0,,,0,0,,,1,,,,0,0,0,,1,50
zingar,,???,???,0,,,,,0,0,,,,,,,0,0,0,,1,5
zédoaria,zédoria,2,2,1,"ZEDOARIA ou ZEDOAIRE : La zédoaire est aussi utilisée comme plante médicinale dans certaines pharmacopées traditionnelles orientales. Elle est réputée pour aider à la digestion, soulager les coliques et purifier le sang.",1,0,Zedoaria,0,1,,,40,,,,0,0,0,,1,12
ânon,bétail,9,9,0,,0,,,0,0,,,2,,,,0,0,0,,1,1
écaille,écaille,2,2,0,,0,,,0,0,,,4,,,,0,0,0,,1,102
écaille ; de cahoüanne,écaille,2,2,0,,0,,,0,0,,,5,,,,0,0,0,,1,14
écaille ; de caret,écaille,2,2,0,,0,,,0,0,,,4,,,,0,0,0,,1,7
écaille ; de poisson,écaille,2,2,0,,0,,,0,0,,,4,,,,0,0,0,,1,4
écaille ; de tortue,écaille,2,2,0,,0,,,0,0,,,21,,,,0,0,0,,1,203
écaille ; diverse,écaille,2,2,0,,0,,,0,0,,,5,,,,0,0,0,,1,30
écaille ; octomœe,écaille,2,2,0,,0,,,0,0,,,1,,,,0,0,0,,1,4
échantillon et morceau de soie,,,,,,,,,,,,,,,,,,,,,1,1
écharpe ; de soie,,,,,,,,,,,,,,,,,,,,,1,2
écharpe et gaze,,,,,,,,,,,,,,,,,,,,,1,1
échelle,,,,,,,,,,,,,,,,,,,,,1,1
écorce ; de bergamote,,,,,,,,,,,,,,,,,,,,,1,1
écorce ; de bouleau,,,,,,,,,,,,,,,,,,,,,1,1
écorce ; de cacao,écorce,2,2,0,,0,,,0,0,,,46,,,,0,0,0,,1,35
écorce ; de citron,écorce,2,2,1,,0,,,1,0,,,53,,,,0,0,0,,1,42
écorce ; de citron ; séchée,,2,2,1,,,,,1,0,,,,,,,0,0,0,,1,1
écorce ; de citron et d'orange,,2,2,1,,,,,1,0,,,,,,,0,0,0,,1,12
écran,,,,,,,,,,,,,,,,,,,,,1,1
écrevisse,,,,,,,,,,,,,,,,,,,,,1,2
écrevisse de mer,,,,,,,,,,,,,,,,,,,,,1,1
écrevisse de rivière,,,,,,,,,,,,,,,,,,,,,1,1
écrin,,,,,,,,,,,,,,,,,,,,,1,1
écrin ; peint,,,,,,,,,,,,,,,,,,,,,1,1
écuelle ; de terre,,8,8,0,,,,,0,0,,,,,,,0,0,0,,1,1
écuelle ; de vermillon,,8,8,0,,,,,0,0,,,,,,,0,0,0,,1,3
églefin ; séché,,,,,,,,,,,,,,,,,,,,,1,1
égouttoir,,,,,,,,,,,,,,,,,,,,,1,18
égouttoir ; à fondre,,???,???,0,,,,,0,0,,,,,,,0,0,0,,1,1
émail,,6,6,0,,0,,,0,0,,,13,,,,0,0,0,,1,44
épar,,6,6,0,,,,,0,0,,,,,,,0,0,0,,1,30
épar ; de sapin,,6,6,0,,,,,0,0,,,,,,,0,0,0,,1,11
épart,planche,6,6,0,"pièce horizontale (ébénisterie, charpente)[Classe]",0,,,0,0,,,104,,,,0,0,0,,1,179
épart ; bris,,6,6,0,,0,,,0,0,,,5,,,,0,0,0,,1,2
épart ; de bois,,6,6,0,,,,,0,0,,,,,,,0,0,0,,0,0
épart ; de nitriol,,6,6,0,,,,,0,0,,,,,,,0,0,0,,1,1
épart ; double,,6,6,0,,,,,0,0,,,,,,,0,0,0,,1,5
épart ; simple,,6,6,0,,,,,0,0,,,,,,,0,0,0,,1,2
épautre ; en gerbe,,,,,,,,,,,,,,,,,,,,,0,0
épeautre ; en gerbe,,,,,,,,,,,,,,,,,,,,,1,1
éperon,,,,,,,,,,,,,,,,,,,,,1,2
éperon et etrier,,,,,,,,,,,,,,,,,,,,,1,1
épicerie,épicerie,0,0b,0,,0,,,0,0,,,66,,,,0,0,0,,1,375
épicerie ; cannelle,épicerie,0,0b,0,,0,,,0,0,,,29,,,,0,0,0,,1,759
épicerie ; cannelle ; commune,épicerie,0,0b,0,,0,,,0,0,,,0,,,,0,0,0,,1,1
épicerie ; cannelle ; fleur de,épicerie,0,0b,0,,0,,,0,0,,,22,,,,0,0,0,,1,16
épicerie ; cannelle ; gerofflée,épicerie,0,0b,0,,0,,,0,0,,,4,,,,0,0,0,,1,1
épicerie ; diverse,épicerie,0,0b,0,,0,,,0,0,,,37,,,,0,0,0,,1,7
épicerie ; douce,,0,???,0,,,,,0,0,,,,,,,0,0,0,,1,4
épicerie ; gingembre,épicerie,0,0b,1,main use is really in Kitchen (see Pechey),1,1,Green Ginger,1,0,,,6,Gingembre,Gingembre,,0,0,0,,1,247
épicerie ; gingembre ; confit,épicerie,0,0b,1,main use is really in Kitchen (see Pechey),1,1,Green Ginger,1,0,,,81,Gingembre,Gingembre,,0,0,0,,0,0
épicerie ; gingembre ; cru,épicerie,0,0b,1,main use is really in Kitchen (see Pechey),1,1,Green Ginger,1,0,,,5,Gingembre,Gingembre,,0,0,0,,1,1
épicerie ; gingembre ; en conserve,,,,,,,,,,,,,,,,,,,,,1,1
épicerie ; gingembre ; sec,épicerie,0,0b,1,main use is really in Kitchen (see Pechey),1,1,Green Ginger,1,0,,,17,Gingembre,Gingembre,,0,0,0,,1,6
épicerie ; gingembre et poivre,,,,,,,,,,,,,,,,,,,,,1,1
épicerie ; girofle,épicerie,0,0b,0,,0,,,0,0,,,93,,,,0,0,0,,1,559
épicerie ; macis,épicerie,0,0b,0,,0,,,0,0,,,5,,,,0,0,0,,1,1
épicerie ; muscade,épicerie,0,0b,1,Cf. P.H.Wallis : food,1,1,Nutmegs Condited,1,0,,,82,,,,0,0,0,,1,23
épicerie ; muscade ; essence,épicerie,0,0b,1,Cf. P.H.Wallis : food,1,1,Nutmegs Condited,1,0,,,12,,,,0,0,0,,1,1
épicerie ; muscade ; feuille et noix,,,,,,,,,,,,,,,,,,,,,1,1
épicerie ; muscade ; fleur,épicerie,0,0b,1,Cf. P.H.Wallis : food,1,1,Nutmegs Condited,1,0,,,85,,,,0,0,0,,1,13
épicerie ; muscade ; huile,épicerie,0,0b,1,Cf. P.H.Wallis : food,1,1,Nutmegs Condited,1,0,,,10,,,,0,0,0,,0,0
épicerie ; muscade ; noix,épicerie,0,0b,1,Cf. P.H.Wallis : food,1,1,Nutmegs Condited,1,0,,,67,,,,0,0,0,,1,1
épicerie ; muscade et poivre,,0,0b,1,Cf. P.H.Wallis : food,1,1,Nutmegs Condited,1,0,,,,,,,0,0,0,,1,8
épicerie ; mêlée,,0,???,0,,,,,0,0,,,,,,,0,0,0,,1,21
épicerie ; piment,épicerie,0,0b,0,,0,,,0,0,,,11,,,,0,0,0,,1,212
épicerie ; poivre,épicerie,0,0b,0,,0,,,0,0,,,126,Poivre ; blanc-noir,Poivre ; blanc-noir,,0,0,0,,1,727
épicerie ; poivre ; blanc,épicerie,0,0b,0,,0,,,0,0,,,7,Poivre ; blanc-noir,Poivre ; blanc-noir,,0,0,0,,1,31
épicerie ; poivre ; du Brésil,,,,,,,,,,,,,,,,,,,,,1,1
épicerie ; poivre ; du paradis et du guinée,,,,,,,,,,,,,,,,,,,,,1,1
épicerie ; poivre ; en grain,épicerie,0,0b,0,,0,,,0,0,,,17,Poivre ; blanc-noir,Poivre ; blanc-noir,,0,0,0,,1,2
épicerie ; poivre ; long,épicerie,0,0b,1,Cf. P.H.Wallis : Grocery really; adulterant for normal pepper,1,1,Pepper long,1,0,,,8,Poivre ; blanc-noir,Poivre ; blanc-noir,,0,0,0,,1,1
épicerie ; poivre ; noir,épicerie,0,0b,0,,0,,,0,0,,,319,Poivre ; blanc-noir,Poivre ; blanc-noir,,0,0,0,,1,150
épicerie ; poivre en grabeau,épicerie,0,0b,0,,0,,,0,0,,,191,Poivre ; blanc-noir,Poivre ; blanc-noir,,0,0,0,,1,12
épicerie ; poivre giroflé,épicerie,0,0b,0,,0,,,0,0,,,10,,,,0,0,0,,1,9
épicerie ; poivre piment,épicerie,0,0b,0,,0,,,0,0,,,10,,,,0,0,0,,1,11
épicerie ; sucre ; en pain,,0,0b,0,,,,,0,0,,,,,,,0,0,0,,1,1
épingle,épingles,8,8,0,,0,,,0,0,,,45,,,,0,0,0,,1,236
épingle ; commune,,,,,,,,,,,,,,,,,,,,,1,1
épingle ; de laiton,épingles,8,8,0,,0,,,0,0,,,201,,,,0,0,0,,1,4
épingle ; en cuivre,,,,,,,,,,,,,,,,,,,,,1,1
épitaphe,,,,,,,,,,,,,,,,,,,,,1,1
éponge,,2,2,1,Wallis List,1,1,Sponges,1,0,,,2,,,,0,0,0,,1,349
éponge ; commune,,2,2,1,Wallis List,1,1,Sponges,1,0,,,1,,,,0,0,0,,1,5
éponge ; commune et fine,,2,2,0,,,,,0,0,,,,,,,0,0,0,,1,6
épousterie,,???,???,0,,0,,,0,0,,,4,,,,0,0,0,,1,45
épée,,,,,,,,,,,,,,,,,,,,,0,0
épée ; d'acier,,,,,,,,,,,,,,,,,,,,,1,1
épée ; d'argent,épées,9,9,0,,0,,,0,0,,,4,,,,0,0,0,,1,7
épée ; d'argent et de cuivre,épées,9,9,0,,0,,,0,0,,,1,,,,0,0,0,,1,1
épée ; de cuivre,épées,9,9,0,,0,,,0,0,,,2,,,,0,0,0,,1,3
épée ; masquinée,,,,,,,,,,,,,,,,,,,,,1,1
épée ; montée en acier,,,,,,,,,,,,,,,,,,,,,1,1
épée ; montée en argent,,,,,,,,,,,,,,,,,,,,,1,1
"épée, sabre et couteau de chasse",,,,,,,,,,,,,,,,,,,,,1,1
équipement de navire,,,,,,,,,,,,,,,,,,,,,1,1
étain,étain,6,6,0,,0,,,0,0,,,4,,,,0,0,0,,1,337
étain ; battu,étain,6,6,0,,0,,,0,0,,,1,,,,0,0,0,,1,12
étain ; brut,étain,6,6,0,,0,,,0,0,,,4,,,,0,0,0,,1,22
étain ; d'Angleterre,étain,6,6,0,,0,,,0,0,,,10,,,,0,0,0,,1,2
étain ; de Melac,étain,6,6,0,,0,,,0,0,,,8,,,,0,0,0,,1,10
étain ; de glace,étain,6,6,0,,0,,,0,0,,,26,,,,0,0,0,,1,27
étain ; des Indes,étain,6,6,0,,0,,,0,0,,,5,,,,0,0,0,,1,20
étain ; divers,étain,6,6,0,,0,,,0,0,,,8,,,,0,0,0,,1,13
étain ; en baguette,étain,6,6,0,,0,,,0,0,,,13,,,,0,0,0,,1,1
étain ; en barre ou en bloc,étain,6,6,0,,0,,,0,0,,,3,,,,0,0,0,,1,2
étain ; en bassin,,6,6,0,,,,,0,0,,,,,,,0,0,0,,1,1
étain ; en bloc,étain,6,6,0,,0,,,0,0,,,10,,,,0,0,0,,1,248
étain ; en cannette,,6,6,0,,,,,0,0,,,,,,,0,0,0,,1,1
étain ; en feuille,étain,6,6,0,,0,,,0,0,,,100,,,,0,0,0,,1,13
étain ; en lingot,étain,6,6,0,,0,,,0,0,,,1,,,,0,0,0,,1,1
étain ; en saumon,,6,6,0,,,,,0,0,,,,,,,0,0,0,,0,0
étain ; fin,étain,6,6,0,,0,,,0,0,,,1,,,,0,0,0,,1,1
étain ; ouvré,étain,6,6,0,,0,,,0,0,,,9,,,,0,0,0,,0,0
étain ; pour soudure,étain,6,6,0,,0,,,0,0,,,9,,,,0,0,0,,1,1
étain ; vieux,étain,6,6,0,,0,,,0,0,,,5,,,,0,0,0,,1,56
étais en bois,,,,,,,,,,,,,,,,,,,,,1,1
étalchasse,,6,6,0,,0,,,0,0,,,9,,,,0,0,0,,1,4
étamette,,6,6,0,petite étoffe légère (sans doute une variante de l’étamine)BD,0,,,0,0,,,3,,,,0,0,0,,1,31
