marchandises_simplification,sitc18_rev3,imprimatur,status,beforeitems,afteritems,obsolete,urgent
arbres à planter,2,,ambiguous,,[Arbre à planter] [Arbres ; a planter] [Arbres ; en plants] [Arbres ; à planter] [Arbres a planter] [Arbres aplanter] [Arbres à planter] [Arbres; à planter] [Les arbres à planter] [arbres a planter],no,
arbres à transformer en pompes,2,,ambiguous,,[Arbres à transformer en pompes],yes,
arbres d'auban,2,,ambiguous,,[Arbres ; en plants ; de bois ; d'auban],no,
arbres de bois,2,,ambiguous,,[Arbres ; en plants ; de bois d'] [Arbres ; plants de bois],no,
arbres de chênes,2,,ambiguous,,[Arbres ; chênes],yes,
arbres de sapin,2,,ambiguous,,[arbres de Sapin],no,
arbres de tilleul,2,,ambiguous,,[Arbres ; tilleul] [Arbres ; tilleuls] [Arbres tilleuds],no,
arbres et arbrisseaux,2,,new,,,no,
arbres et arbrisseaux à fruits,2,,new,,,yes,
arbres et arbrisseaux sauvages,2,,new,,,yes,
arbres et arbustes,2,,new,,,no,
arbres et plants,2,,new,,,no,
arbres fruitiers,2,,new,,,no,
arbres marronniers à planter,2,,new,,,no,
arbrisseau,2,,existing,,,yes,
arbrisseaux,2,,ambiguous,,[Arbrisseaux],no,
arbustes,2,,new,,,no,
arcanette,0a,,new,,,no,
arcanson,5,,existing,,,no,
arcanum duplicatum,???,,new,,,no,
archets de violons,8,,new,,,yes,
archiabanis,???,,ambiguous,[Archiabanis],[Archiabanis],no,
arçons de bas de bois,6b,,new,,,no,
arçons de bois,6b,,ambiguous,,[Arsons de bois],no,
arçons de selles,6b,,ambiguous,,[Arçcons de selle] [Arçons de selle] [Acons ; de selle] [arçons de selle] [arçons de selles],no,
ardoise commune,6k,,ambiguous,,[ardoises ordinaires],yes,
ardoise dite chérubin et à mortier,6k,,ambiguous,,[ardoises dites cherubins et à mortier],yes,
ardoise dite grande voisine,6k,,ambiguous,,[ardoises dites grandes voisines],yes,
ardoise dite moyenne voisine,6k,,ambiguous,,[ardoises dites moyennes voisines],yes,
ardoise dite petite voisine,6k,,ambiguous,,[ardoises dites petittes voisines],yes,
"ardoise dite voisine, grande, moyenne et petite",6k,,ambiguous,,"[ardoises dites voisines, grandes, moyennes et petites]",yes,
ardoise en carreaux,6k,,new,,,no,
ardoise en carreaux et d'1 pied carré,6k,,,,,no,
ardoise en livret,6k,,ambiguous,,[ardoises en livrets],yes,
ardoise encadrée,6k,,ambiguous,,[ardoises encadrées],yes,
ardoise encadrée et en livret,6k,,ambiguous,,[ardoises encadrées et en livrets],yes,
ardoise non travaillée,6k,,ambiguous,,[ardoises non travaillées],yes,
ardoise pour fenêtre,6k,,new,,,no,
ardoise verte,6k,,ambiguous,,[Ardoises ; vertes],no,
ardoises,6k,,ambiguous,,[Adoises] [Ardois] [Ardoise] [Ardoises] [Ardoize] [ardoise] [ardoises],no,
ardoises et ciment et chaux et pierres et plâtre et pouzzolane et sable et terre,6k,,new,,,no,
argent,9a,,ambiguous,,[Argent ; en matière] [Argent ; divers] [Drogues; Métalliques argent] [Drogues ; metalliques et chimiques ; argent],no,
argent battu,9a,,ambiguous,,[Argent ; battu],no,
argent brûlé,9a,,ambiguous,,[argent brulé] [Argent brulé],no,
argent brut,9a,,new,,,no,
argent carragoux,9a,,ambiguous,,[Argent ; argent ; carragoux],no,
argent en barils,9a,,new,,,yes,
argent en barres,9a,,ambiguous,,[argent en barres],yes,
argent en lingots,9a,,ambiguous,,[Argent ; en lingot] [Argent ; en lingots] [Argent enlingots] [Argent; en lingots] [argent en lingots de bas alloye] [Argent en lingots],no,
argent en lingots par Calais,9a,,new,,,no,
argent et d'or,,,,,,no,
argent et or billon,9a,,new,,,yes,
argent faux,6j,,ambiguous,,"[Argent ; faux] [Argent faux] [Argent; faux] [argent faux en fil, cantilles, etc.]",no,
argent faux et or faux,6j,,ambiguous,,[Or ; et argent ; faux] [Or ; et argt ; faux] [Or ; et argt. Faux] [Or et Argent faux] [Or et argent ; faulx] [Or et argent ; faux] [Or et argt ; faux] [Or et argent faux] [Or et argents faux],no,
argent faux et or faux traits,6j,,new,,,no,
argent fin,9a,,ambiguous,,[Argent ; fin],no,
argent monnayé et nogat d'or,9a,,new,,,no,
argent paillette,9a,,ambiguous,,[Paillettes d'argent],yes,
argent talari,9a,,ambiguous,,[Argent ; argent ; talaris],no,
argent vif,5,,ambiguous,,[Argent oeis],no,
argenterie,8,,ambiguous,[Argenterie] [Argentrie] [Argentries] [argenterie],[Argenterie ; diverse] [Argenterie ; diverses] [Argenterie; diverse] [Argenterie] [Argentrie] [Argentries] [argenterie] [Orfèvrerie en argenterie] [Orfeverie en argenterie],no,
argenterie épée,8,,ambiguous,,[Argenterie ; épée] [Argenterie ; épés] [Argenterie; épées],no,
argenterie et bijouterie,8,,ambiguous,[Argenterie et bijouterie],[Argenterie et bijouterie],no,
argenterie et bijouterie et orfèvrerie,8,,new,,,no,
argenterie et orfévrerie,8,,new,,,no,
argenterie et orfèvrerie,8,,ambiguous,[Argenterie et orfévrerie],[Argenterie et orfévrerie],no,
argenterie et orfèvrerie ; vermeil,8,,existing,,,yes,
argenterie et orfèvrerie vermeil,8,,ambiguous,,[Argenterie et orfèvrerie en vermeil] [Argenterie et orfévrerie en vermeil],no,
argenterie vieille,8,,ambiguous,,[Argenterie ; vieille] [Argenterie vieille],no,
argile,6k,,existing,,,yes,
argile et terre pour engrais,6k,,new,,,no,
aristoloche,2,,ambiguous,[Aristoche] [Aristoloche] [Aristoloches] [Aristotoche] [Artoloche] [Artotoche] [aristoloche],[Drogues ; Médecinales en plantes ; Aristoloche] [Aristoche] [Aristoloche] [Aristoloches] [Aristotoche] [Artoloche] [Artotoche] [aristoloche],no,
armagnac,1,,existing,,,yes,
armes,8,,ambiguous,,[Armes ; diverses] [Armes diverses] [Armes ; blanches et à feu] [Armes] [armes non reprises] [///Industrie générale///Armes] [Armes blanches et à feau] [Armes blanches et à feu] [///Objets manufacturés///Armes],no,
armes à feu,8,,ambiguous,,[Armes ; à feu ; diverses] [Armes ; à feu; diverses] [Armes à feu diverses] [Armes à feux ; diverses] [Armes; à feu; diverses] [Armes ; A feu] [Armes ; a feu] [Armes ; à feu] [Armes a feu] [Armes à feu] [armes à feu] [Armes; a feu] [Armes divers ; à feux] [Armes a feu ; diverses] [Armes et artillerie ; armes ; à feu] [Armes à feux] [Armes ; a feu ; diverses] [Armes de feu],no,
armes à feu de munitions,8,,new,,,no,
armes à feu de munitions fines,8,,new,,,no,
armes à feu et artillerie,8,,new,,,no,
armes blanches,8,,ambiguous,,[Armes ; Blanches] [Armes ; blanche] [Armes ; blanches] [Armes blanche] [Armes blanches] [Armes; blanches] [armes blanches] [Armes ; blanches ; diverses] [Armes et artillerie ; armes ; blanches] [Armes blanches diverses] [Armes divers ; blanches],no,
armes de guerre,8,,new,,,no,
armes de main,8,,ambiguous,,[Armes de mains],yes,
armes et artillerie artillerie en canons pierriers espingoles et mortiers,8,,,,,no,
armes et munitions,8,,ambiguous,,[Armes diverses et munitions de guerre],no,
armes lames,8,,ambiguous,,[Armes ; blanches ; lames],no,
armes piques,8,,ambiguous,,[Piques (arme)],yes,
armes remontrances,8,,ambiguous,,[armes remontrances],yes,
armoire,8,,existing,,,yes,
armoire ; ayant servi,8,,existing,,,yes,
armoire ; de chêne,8,,existing,,,yes,
armoire ; de chêne ; ornée,8,,existing,,,yes,
armoire ; de noyer,8,,existing,,,yes,
armoire ; de sapin,8,,existing,,,yes,
armoires,8,,ambiguous,,[Armoir] [Armoire] [Armoires],no,
armoires ayant servi,8,,ambiguous,,[Armoire ; ayant servi],no,
armoires d'acajou,8,,new,,,no,
armoires de bois des Indes,8,,new,,,no,
armoires de chêne,8,,ambiguous,,[Armoire ; de chesne] [Armoires ; de chesne] [Armoires de chesne],no,
armoires de chêne ornée,8,,ambiguous,,[Armoire ; de chêne ; ornée],no,
armoires de noyer,8,,ambiguous,,[Armoire de noyer] [Armoires ; de noyer] [Armoires de bois de noyer],no,
armoires de sapin,8,,ambiguous,,[Armoire de Sapin],no,
armoisin,6f,,ambiguous,[Armoisin],[Armoisin] [Armoisins],no,
armoisin et taffetas,6f,,ambiguous,,[Armoisin/Taffetas],yes,
armoisin/taffetas,6f,,existing,,,yes,
armure,8,,ambiguous,[Armure],[Armure],yes,
armure ; de fer,8,,existing,,,yes,
armure ; vieille,8,,existing,,,yes,
armure de fer,8,,ambiguous,,[Fer ; en armures],no,
armure vieille,8,,ambiguous,,[Armure ; vieilles],no,
arpois,???,,ambiguous,[Arpois],[Arpois],no,1
arquebuse,8,,existing,,,no,
arrosoirs,6,,ambiguous,,[Arosoirs] [Arozoirs] [Arrosoirs],no,
arrosoirs de bois,6b,,ambiguous,,[Arrozoirs ; de bois],no,
arrosoirs de cuivre,6j,,new,,,no,
arrosoirs de fer-blanc,6j,,ambiguous,,[Arosoire de Fer ; blanc] [Arrosoirs de fer blanc] [Arozoirs de fer blanc],no,
arrosoirs de sapin,6b,,new,,,no,
arsenic,5,,ambiguous,[Arcenic] [Arsenic] [arcenic] [arsenic],[Drogues ; Métalliques ; Arsenic] [Drogues ; Métalliques ; Arsenif] [Drogues ; Pour la teinture ; Arsenie] [Drogues ; chimiques et métalliques ; arsenic] [Arcenic] [Arsenic] [arcenic] [arsenic] [Drogueries ; médecinales ; arsenic] [Drogues; Pour peintures et teintures; Arsenic] [Drogues ; metalliques et chimiques ; arsenic] [Drogues ; pour la peinture et la teinture ; arsenic],no,
art de peau,6a,,existing,,,yes,
artichaut,0a,,existing,,,yes,
artichaut ; confit,0a,,existing,,,yes,
artichaut ; mariné,0a,,existing,,,yes,
artichaut ; sec,0a,,existing,,,yes,
artichauts,0a,,ambiguous,,[Artichaux] [Articheaux] [artichaux],no,
artichauts confit,0a,,ambiguous,,[Artichaux ; confits] [Artichaux Confits] [Artichaux confits] [Articheaux confits] [Artichauds confits] [Artichauts confits] [Artichaux confis],no,
artichauts frais,0a,,ambiguous,,[artichaux fraix] [Artichaux frais],no,
artichauts mariné,0a,,ambiguous,,[Artichaux marinés],no,
artichauts secs,0a,,ambiguous,,[Artichauds secs] [Artichaux secs],no,
articles d'industrie,9b,,new,,,yes,
artifice,8,,ambiguous,[Artiffice] [Artifice],[Artiffice] [Artifice],no,
artifice fusées etc.,8,,new,,,yes,
artillerie,8,,ambiguous,[Artillerie] [Artilleries],[Artillerie] [Artilleries],no,
artillerie ; de cuivre,8,,existing,,,yes,
artillerie ; en boulet,8,,existing,,,yes,
"artillerie ; en canon, boulet",8,,existing,,,yes,
artillerie de cuivre,8,,new,,,yes,
"artillerie en canon, pierrier, espingole et mortier",8,,ambiguous,,"[Armes et artillerie ; artillerie ; en canons, pierriers, espingoles et mortiers]",yes,
asa foetida,5,,ambiguous,,[Assa ; fétida] [Assa Fétide] [Assa fassida] [Assa fetida] [Assa foetida] [Assa fétide] [Assafectida] [Assafelida] [Assafetida] [Assafetiva] [Assafeyida] [Assaffetida] [Assaseuda] [Assafétida] [assafoetida] [assafetida],no,
asa fœtida,5,,ambiguous,,[Drogues ; Mêlées ; Asfafélida] [Drogues ; médecinales ; assa factida] [Drogues ; médécinales ; assafétida],no,
asperge et scorsionnaire,0a,,existing,,,yes,
asphaltum,4,,ambiguous,,[Aspolatum] [Asphallum] [Asphalttim] [Asphaltum] [Aspaltum],no,
assiette,6,,ambiguous,[Assiette],[Assiette],no,
assiette de Biarritz,6k,,new,,,no,
assiette de bois,6b,,ambiguous,,[Assiettes ; de bois] [Assiettes en bois],no,
assiette de faïence,6k,,ambiguous,,[assiette de fayence] [assiettes de fayence] [Assiettes de fayance],no,
assiette de porcelaine,6k,,ambiguous,,[Asiettes de porcelaine],no,
assiette de terre,6k,,ambiguous,,[Assietes de terre] [Assiette de Terre] [Assiettes ; de terre] [Assiettes de terre],no,
assiette et plat,6k,,existing,,,yes,
assiette et plats,6k,,ambiguous,,[Assiettes et plats],yes,
assiette et plats de terre,6k,,new,,,no,
asustum,2,,ambiguous,,[Asustum],no,
attache ; de cuivre,6j,,existing,,,yes,
attache de cuivre,6j,,ambiguous,,[Attaches de cuivre],no,
attelle ; de collier,7,,existing,,,yes,
attelles de colliers,7,,ambiguous,,[Atelles de colliers] [Attelle de colier] [Attelles ; de coliers] [Attelles ; de colliers] [Attelles de colier] [Attelles de coliera] [Attelles de coliers] [Attelles de collier],no,
aube,8,,new,,,no,
auchinoise,5,,ambiguous,,[Drogues ; Metalliques ; Auchinoise],no,
auclimes,???,,new,,,no,
auf,2,,ambiguous,,[Aeuf] [Auf] [Aul] [Aus] [auf],no,
auf ouvré,6h,,new,,,no,
auf travaillé,6h,,new,,,no,
augemy,???,,new,,,no,
auges,6k,,new,,,no,
auges de carreaux,6k,,new,,,no,
augustins,???,,new,,,no,
aurcsats,???,,existing,,,no,
aussières,???,,new,,,yes,
autel de marbre,6k,,new,,,no,
avelanèdes,2,,new,,,no,
avelines,0a,,ambiguous,[Aviron] [Avirond] [Avirons] [averons] [avirons],[Avelines],no,
avelines et noisette sèches,0a,,ambiguous,,[Fruits ; Secs ; Avelines et noisettes] [Fruits ; Secs ; Ovelines et noisettes] [Fruits ; secs ; avelines et Noisettes] [Fruits ; secs ; noisettes] [Fruits; Secs; Noisettes],no,
avirons,6b,,ambiguous,,[Aviron] [Avirond] [Avirons] [averons] [avirons] [Rames de bateaux/avirons] [Amirons],no,
avirons brut,6b,,ambiguous,,[Avirons ; bruts],no,
avirons de 12 pieds,6b,,ambiguous,,[Aviron ; de 12 pieds],no,
avirons de 18 pieds,6b,,ambiguous,,[Aviron ; de 18 pieds],no,
avirons de 30 pieds,6b,,ambiguous,,[Aviron ; de 30 pieds],no,
avirons de 5 pieds,6b,,ambiguous,,[avirons de 5 pieds],no,
avirons de 8 à 12 pieds,6b,,new,,,no,
avirons de bois,6b,,ambiguous,,[Ouvrage ; de bois en aviron] [Ouvrages ; De bois ; Aviron] [Ouvrages ; de bois ; avirons] [Ouvrages ; de bois ; en aviron] [Ouvrages ; De bois simple ; Aviron] [Ouvrages ; De bois simples ; Avirons] [Bois en aviron] [Bois en avirons] [Bois ; en aviron],no,
avirons poli,6b,,ambiguous,,[Avirons ; polis],no,
avoine,0a,,existing,,,yes,
avoine ; en gerbe,0a,,existing,,,yes,
avoine ; moulée,0a,,existing,,,yes,
avoine et haricot,0a,,existing,,,yes,
avoine et haricots,0a,,ambiguous,,[Avoine et haricots],yes,
avoine et orge,0a,,new,,,yes,
avoine et orge etc.,0a,,,,,no,
avoine mondée,0a,,ambiguous,,[Avoine ; mondée],no,
avoine moulée,0a,,ambiguous,,[Avoine moulé],no,
"avoine, orge ; etc.",0a,,existing,,,yes,
"avoine, orge etc.",0a,,ambiguous,,"[Avoine, orge ; etc.]",yes,
azur,5,,ambiguous,,[Drogues ; azur] [Azur] [azur] [azure] [Drogues ; Pour la peinture ; Azur] [Drogue ; pour peinture et teinture ; azur] [Drogueries ; pour la peinture et la teinture ; azur] [Drogueries ; pour peinture et teinture ; azur] [Drogues ; Pour la peinture et la teinture ; Azur] [Drogues ; pour la peinture et la teinture ; azur] [Drogues ; pour peinture et teinture ; azur] [Drogues ; pour teinture ; azur] [3///Matières premières///Azur] [Drogues; Pour peinture et teinture; Azur] [Drogues; Pour peintures et teintures; Azur] [3///Suite des matières premières///Azur] [Drogues ; pour la peinture et teinture ; azur],no,
azur ; commun,2,,existing,,,yes,
azur ; fin,2,,existing,,,yes,
azur ; gros,2,,existing,,,yes,
azur commun,5,,ambiguous,,[Azur ; commain] [Azur ; commun] [Azur ; comun] [Azur Commun] [Azur commun] [Azur commune] [Azur comun] [azur commun] [azur comun] [azur ou bleu commun] [Drogues ; pour peinture ; azur ; commun] [Drogues ; pour peinture et teinture ; azur ; commun] [Drogues ; pour peinture et teinture ; azur ; commune] [agur commun],no,
azur et bleu de Prusse,5,,ambiguous,,[Drogues ; Pour la peinture ; Azur et bleu de Prusse],no,
azur et cobalt,2,,ambiguous,[Azur et Cobalt] [Azur et cobalt] [Azur et cobalte],[Azur et Cobalt] [Azur et cobalt] [Azur et cobalte],no,
azur fin,2,,ambiguous,,[Azur fin] [azur fin],no,
azur gros,5,,ambiguous,,[Azur ; gros] [Azur gros] [Drogues ; pour la peinture et la teinture ; azur ; gros],no,
babassis,,,,,,no,
babouche,8,,existing,,,yes,
babouche ; de maroquin,8,,existing,,,yes,
babouches,8,,ambiguous,,[Babus] [Babouches] [babouches] [Babouchar],no,
babouches de maroquin,8,,ambiguous,,[Babouches ; de maroquin],no,
bac de pierre,6k,,existing,,,yes,
bac de pierre bleu,6k,,new,,,yes,
bâche,6k,,existing,,,yes,
bacs d'1 aime,6k,,new,,,yes,
bacs de pierre d'1 aime,6k,,new,,,yes,
bacs de pierre de 4 aimes,6k,,new,,,yes,
bacs de pierre de demi d'aime,6k,,new,,,yes,
bacs de pierre de moindre classe,6k,,new,,,yes,
bacs de pierre de trois-quart d'aime,6k,,new,,,yes,
bacs de pierre en dessous d'1 aime,6k,,new,,,yes,
bacs de pierre en dessus d'1 aime,6k,,new,,,yes,
badiane,2,,ambiguous,[Badiane] [badiane],[Badiane] [badiane],no,
badiane ou anis étoilé de la Chine,2,,,,,no,
baffetas,,,,,,no,
baffetas ; blanc,6g,,existing,,,yes,
baffetas ; bleu,6g,,existing,,,yes,
baffetas blanc,6g,,ambiguous,,[Baffetas blanc],no,
baffetas bleu,6g,,ambiguous,,[Bafetas bleu] [Baffetas Bleu] [Baffetas bleu] [bafetas Bleu] [baffetas Bleu],no,
baffetas des Indes,6g,,new,,,no,
bagage,8,,existing,,,yes,
bagarot,???,,new,,,no,
bague,8,,existing,,,yes,
bague ; à pierre ; fausse,8,,existing,,,yes,
bague ; d'or,8,,existing,,,yes,
bague ; de cuivre,6j,,existing,,,yes,
bague ; de laiton,8,,existing,,,yes,
bague ; de verre,8,,existing,,,yes,
bagues,8,,ambiguous,,[Baigues] [Bagues] [Bagues/Anneaux],no,
bagues à pierres fausses,8,,ambiguous,,[Bagues ; à pierres ; fausses],no,
bagues d'argent,8,,ambiguous,,[Argenterie ; bagues],no,
bagues d'or,8,,ambiguous,,[Bagues ; d'or],no,
bagues de cuivre,6j,,ambiguous,,[Bagues ; de cuivre],no,
bagues de laiton,8,,ambiguous,,[Bagues ; de leton] [Bagues/Anneaux en laiton],no,
bagues de verre,8,,ambiguous,,[Bagues ; de verre] [Baques ; de verre],no,
baguettes,6b,,new,,,no,
baguettes à chandelle,6b,,ambiguous,,[Baguettes ; à chandelle],no,
baguettes à étoffe,6b,,ambiguous,,[Baguette étoffe] [Baguettes ; étoffe],no,
baguettes d'étain,6j,,ambiguous,,[Etaim ; en baguettes],no,
baguettes de bois,6b,,new,,,no,
baguettes de bois doré,6b,,new,,,no,
baguettes de cuivre,6j,,new,,,no,
baguettes de fer de fusil,8,,ambiguous,,[baguettes de fer pour fusils],yes,
baguettes de fusil,8,,ambiguous,,[Bagueres ; de fusils] [Baguettes ; de fusil] [Baguettes ; de fusils] [Baguettes ; à fusils] [Baguettes de fusil] [Baguettes de fusils] [baguettes de fusil] [baguettes de fuzils],no,
bahuts,8,,new,,,no,
baie ; de buis,2,,existing,,,yes,
baie de buis,2,,ambiguous,,[baies ; de buis],no,
baie de genièvre,2,,new,,,yes,
baie de laurier,2,,new,,,no,
baigne,6e,,existing,,,yes,
baignes,6e,,ambiguous,,[Baignes],no,
baignoires,6k,,new,,,no,
baignoires d'acajou,6b,,new,,,no,
baignoires de cuivre,6j,,new,,,no,
baignoires de sapin,6b,,new,,,no,
baignoires de tôle,6j,,new,,,no,
baigots,???,,ambiguous,,[Baigots],no,
baille,6,,existing,,,yes,
bailles,6,,ambiguous,,[Bailles],no,
bailliarge,0a,,ambiguous,[Baillarge] [Bailliarge] [baillarges],[Baillarge] [Bailliarge] [baillarges],no,
bajutapau,6g,,ambiguous,[Bajitapau] [Bajutapau] [Bajutapaux] [Bajutapeau] [Bajutapeaux] [bajutabeau] [bajutapau] [cajutapau],[Bajitapau] [Bajutapau] [Bajutapaux] [Bajutapeau] [Bajutapeaux] [bajutabeau] [bajutapau] [cajutapau] [Bajetapeaux],no,
bajutapau commun,6g,,,,,,
bajutapau des Indes,6g,,new,,,no,
bakeliau et stockfis,0a,,new,,,yes,
balai,8,,existing,,,yes,
balai ; coupée,8,,existing,,,yes,
balai ; de bois,8,,existing,,,yes,
balai ; de bruyère,8,,existing,,,yes,
balai ; de chanvre,8,,existing,,,yes,
balai ; de crin,8,,existing,,,yes,
balai ; de foyer,8,,existing,,,yes,
balai ; de jonc,8,,existing,,,yes,
balai ; de jong,8,,existing,,,yes,
balai ; de laine ; à laver les plancher,8,,existing,,,yes,
balai ; de paille de riz,8,,existing,,,yes,
balai ; de palme,8,,existing,,,yes,
balai ; de riz,8,,existing,,,yes,
balai ; de soie,8,,existing,,,yes,
balai ; de soie ; de porc,8,,existing,,,yes,
balai ; de toile,8,,existing,,,yes,
balai ; divers,8,,existing,,,yes,
balai ; du roi,8,,existing,,,yes,
balai ; fin,8,,existing,,,yes,
"balai, petit",8,,existing,,,yes,
balais,8,,ambiguous,,[Balais ; divers] [Balais divers] [Balais] [balais],no,
balais coupés,8,,ambiguous,,[Balais ; coupée],no,
balais de bois,8,,ambiguous,,[Balai ; de bois] [Balais ; de bois] [Balais; de bois],no,
balais de brandes,8,,new,,,no,
balais de bruyère,8,,ambiguous,,[Balai ; de bruyère] [Balais ; de brayere] [Balais ; de bruyere] [Balais ; de bruyeres] [Balais ; de bruyère] [Balais; de bruyeres],no,
balais de chanvre,8,,ambiguous,,[Balais ; de chanvre],no,
balais de crin,8,,ambiguous,,[Balai de Crin] [Balais ; de crin] [Balais de crin] [Ballais de crin],no,
balais de foyer,8,,ambiguous,,[Balai de foyer],no,
balais de jonc,8,,ambiguous,,[Balai ; de jongs] [Balais ; de Jong] [Balais ; de jonc] [Balais ; de jonga] [Balais ; de jongs] [Balais de Jong] [Balais de Jong s] [Balais de jonc] [Balais de joncs] [Balais de jong] [Balais de jongs] [Balais; de jongs] [Balays de jonc] [Balais : de Iongs],no,
balais de jonc petits,8,,new,,,no,
balais de laine à laver les planchers,8,,new,,,no,
balais de paille,8,,new,,,no,
balais de paille de riz,8,,ambiguous,,[Balais ; de paille de ris] [Balais de paille de ris],no,
balais de palme,8,,ambiguous,,[Balai ; de palmes] [Balais ; de palme] [Balais ; de palmes] [Balais de Palme] [Balais de Palmes] [Balais de palme] [Balais de palmes] [Balais; de palmes] [Ballais de palmes] [balais de palme] [balais de palmes] [Balais; De palme],no,
balais de plumes,8,,new,,,no,
balais de poil,8,,new,,,no,
