"numrodeligne","dataentryby","source","sourcepath","sourcetype","year","exportsimports","sheet","marchandises","pays","direction","value","remarks"
334,"Stephen Jackson","BNF_MF_6431","National/Objet Général/Compagnie des Indes – Entrées – BNF MF 6431.csv","Local",1737,"Imports",1,"denrées du crû des Isles d’Amérique provenant de la vente aux dites Isles des nègres de Sénégal","Sénégal","France par la Compagnie des Indes","270923,229166667","En fait sur deux ans"
335,"Stephen Jackson","BNF_MF_6431","National/Objet Général/Compagnie des Indes – Entrées – BNF MF 6431.csv","Local",1738,"Imports",1,"denrées du crû des Isles d’Amérique provenant de la vente aux dites Isles des nègres de Sénégal","Sénégal","France par la Compagnie des Indes","358493,995833333","En fait sur deux ans"
336,"Stephen Jackson","BNF_MF_6431","National/Objet Général/Compagnie des Indes – Entrées – BNF MF 6431.csv","Local",1739,"Imports",1,"denrées du crû des Isles d’Amérique provenant de la vente aux dites Isles des nègres de Sénégal","Sénégal","France par la Compagnie des Indes","234472,833333333","En fait sur deux ans"
337,"Stephen Jackson","BNF_MF_6431","National/Objet Général/Compagnie des Indes – Entrées – BNF MF 6431.csv","Local",1740,"Imports",1,"denrées du crû des Isles d’Amérique provenant de la vente aux dites Isles des nègres de Sénégal","Sénégal","France par la Compagnie des Indes","512245,554166667","En fait sur deux ans"
338,"Stephen Jackson","BNF_MF_6431","National/Objet Général/Compagnie des Indes – Entrées – BNF MF 6431.csv","Local",1741,"Imports",1,"denrées du crû des Isles d’Amérique provenant de la vente aux dites Isles des nègres de Sénégal","Sénégal","France par la Compagnie des Indes","455791,145833333","En fait sur deux ans"
339,"Stephen Jackson","BNF_MF_6431","National/Objet Général/Compagnie des Indes – Entrées – BNF MF 6431.csv","Local",1742,"Imports",1,"denrées du crû des Isles d’Amérique provenant de la vente aux dites Isles des nègres de Sénégal","Sénégal","France par la Compagnie des Indes","475662,525","En fait sur deux ans"
340,"Stephen Jackson","BNF_MF_6431","National/Objet Général/Compagnie des Indes – Entrées – BNF MF 6431.csv","Local",1743,"Imports",1,"denrées du crû des Isles d’Amérique provenant de la vente aux dites Isles des nègres de Sénégal","Sénégal","France par la Compagnie des Indes","619787,4375","En fait sur deux ans"
341,"Stephen Jackson","BNF_MF_6431","National/Objet Général/Compagnie des Indes – Entrées – BNF MF 6431.csv","Local",1744,"Imports",1,"denrées du crû des Isles d’Amérique provenant de la vente aux dites Isles des nègres de Sénégal","Sénégal","France par la Compagnie des Indes","220880,045833333","En fait sur deux ans"
342,"Stephen Jackson","BNF_MF_6431","National/Objet Général/Compagnie des Indes – Entrées – BNF MF 6431.csv","Local",1745,"Imports",1,"denrées du crû des Isles d’Amérique provenant de la vente aux dites Isles des nègres de Sénégal","Sénégal","France par la Compagnie des Indes","310027,266666667","En fait sur deux ans"
343,"Stephen Jackson","BNF_MF_6431","National/Objet Général/Compagnie des Indes – Entrées – BNF MF 6431.csv","Local",1746,"Imports",1,"denrées du crû des Isles d’Amérique provenant de la vente aux dites Isles des nègres de Sénégal","Sénégal","France par la Compagnie des Indes",0,"En fait sur deux ans"
344,"Stephen Jackson","BNF_MF_6431","National/Objet Général/Compagnie des Indes – Entrées – BNF MF 6431.csv","Local",1747,"Imports",1,"denrées du crû des Isles d’Amérique provenant de la vente aux dites Isles des nègres de Sénégal","Sénégal","France par la Compagnie des Indes","279630,154166667","En fait sur deux ans"
345,"Stephen Jackson","BNF_MF_6431","National/Objet Général/Compagnie des Indes – Entrées – BNF MF 6431.csv","Local",1748,"Imports",1,"denrées du crû des Isles d’Amérique provenant de la vente aux dites Isles des nègres de Sénégal","Sénégal","France par la Compagnie des Indes","42761,4166666667","En fait sur deux ans"
346,"Stephen Jackson","BNF_MF_6431","National/Objet Général/Compagnie des Indes – Entrées – BNF MF 6431.csv","Local",1749,"Imports",1,"denrées du crû des Isles d’Amérique provenant de la vente aux dites Isles des nègres de Sénégal","Sénégal","France par la Compagnie des Indes","245137,1875","En fait sur deux ans"
347,"Stephen Jackson","BNF_MF_6431","National/Objet Général/Compagnie des Indes – Entrées – BNF MF 6431.csv","National toutes directions tous partenaires",1750,"Imports",1,"denrées du crû des Isles d’Amérique provenant de la vente aux dites Isles des nègres de Sénégal","Sénégal","France par la Compagnie des Indes","211564,525","En fait sur deux ans"
348,"Stephen Jackson","BNF_MF_6431","National/Objet Général/Compagnie des Indes – Entrées – BNF MF 6431.csv","Local",1751,"Imports",1,"denrées du crû des Isles d’Amérique provenant de la vente aux dites Isles des nègres de Sénégal","Sénégal","France par la Compagnie des Indes","175567,4125","En fait sur deux ans"
349,"Stephen Jackson","BNF_MF_6431","National/Objet Général/Compagnie des Indes – Entrées – BNF MF 6431.csv","Local",1752,"Imports",1,"denrées du crû des Isles d’Amérique provenant de la vente aux dites Isles des nègres de Sénégal","Sénégal","France par la Compagnie des Indes","76002,5166666667","En fait sur deux ans"
350,"Stephen Jackson","BNF_MF_6431","National/Objet Général/Compagnie des Indes – Entrées – BNF MF 6431.csv","Local",1753,"Imports",1,"denrées du crû des Isles d’Amérique provenant de la vente aux dites Isles des nègres de Sénégal","Sénégal","France par la Compagnie des Indes","38861,2708333333","En fait sur deux ans"
351,"Stephen Jackson","BNF_MF_6431","National/Objet Général/Compagnie des Indes – Entrées – BNF MF 6431.csv","Objet Général",1754,"Imports",1,"denrées du crû des Isles d’Amérique provenant de la vente aux dites Isles des nègres de Sénégal","Sénégal","France par la Compagnie des Indes","236656,695833333","En fait sur deux ans"
352,"Stephen Jackson","BNF_MF_6431","National/Objet Général/Compagnie des Indes – Entrées – BNF MF 6431.csv","Objet Général",1755,"Imports",1,"denrées du crû des Isles d’Amérique provenant de la vente aux dites Isles des nègres de Sénégal","Sénégal","France par la Compagnie des Indes","44072,6541666667","En fait sur deux ans"
353,"Stephen Jackson","BNF_MF_6431","National/Objet Général/Compagnie des Indes – Entrées – BNF MF 6431.csv","Objet Général",1756,"Imports",1,"denrées du crû des Isles d’Amérique provenant de la vente aux dites Isles des nègres de Sénégal","Sénégal","France par la Compagnie des Indes",0,"En fait sur deux ans"
354,"Stephen Jackson","BNF_MF_6431","National/Objet Général/Compagnie des Indes – Entrées – BNF MF 6431.csv","Objet Général",1757,"Imports",1,"denrées du crû des Isles d’Amérique provenant de la vente aux dites Isles des nègres de Sénégal","Sénégal","France par la Compagnie des Indes","3558,42083333333","En fait sur deux ans"
355,"Stephen Jackson","BNF_MF_6431","National/Objet Général/Compagnie des Indes – Entrées – BNF MF 6431.csv","Objet Général",1758,"Imports",1,"denrées du crû des Isles d’Amérique provenant de la vente aux dites Isles des nègres de Sénégal","Sénégal","France par la Compagnie des Indes",0,"En fait sur deux ans"
356,"Stephen Jackson","BNF_MF_6431","National/Objet Général/Compagnie des Indes – Entrées – BNF MF 6431.csv","Objet Général",1759,"Imports",1,"denrées du crû des Isles d’Amérique provenant de la vente aux dites Isles des nègres de Sénégal","Sénégal","France par la Compagnie des Indes",0,"En fait sur deux ans"
357,"Stephen Jackson","BNF_MF_6431","National/Objet Général/Compagnie des Indes – Entrées – BNF MF 6431.csv","Objet Général",1760,"Imports",1,"denrées du crû des Isles d’Amérique provenant de la vente aux dites Isles des nègres de Sénégal","Sénégal","France par la Compagnie des Indes",0,"En fait sur deux ans"
358,"Stephen Jackson","BNF_MF_6431","National/Objet Général/Compagnie des Indes – Entrées – BNF MF 6431.csv","Objet Général",1761,"Imports",1,"denrées du crû des Isles d’Amérique provenant de la vente aux dites Isles des nègres de Sénégal","Sénégal","France par la Compagnie des Indes",0,"En fait sur deux ans"
359,"Stephen Jackson","BNF_MF_6431","National/Objet Général/Compagnie des Indes – Entrées – BNF MF 6431.csv","Local",1762,"Imports",1,"denrées du crû des Isles d’Amérique provenant de la vente aux dites Isles des nègres de Sénégal","Sénégal","France par la Compagnie des Indes",0,"En fait sur deux ans"
360,"Stephen Jackson","BNF_MF_6431","National/Objet Général/Compagnie des Indes – Entrées – BNF MF 6431.csv","Local",1763,"Imports",1,"denrées du crû des Isles d’Amérique provenant de la vente aux dites Isles des nègres de Sénégal","Sénégal","France par la Compagnie des Indes",0,"En fait sur deux ans"
361,"Stephen Jackson","BNF_MF_6431","National/Objet Général/Compagnie des Indes – Entrées – BNF MF 6431.csv","Local",1764,"Imports",1,"denrées du crû des Isles d’Amérique provenant de la vente aux dites Isles des nègres de Sénégal","Sénégal","France par la Compagnie des Indes",0,"En fait sur deux ans"
362,"Stephen Jackson","BNF_MF_6431","National/Objet Général/Compagnie des Indes – Entrées – BNF MF 6431.csv","Local",1765,"Imports",1,"denrées du crû des Isles d’Amérique provenant de la vente aux dites Isles des nègres de Sénégal","Sénégal","France par la Compagnie des Indes",0,"En fait sur deux ans"
363,"Stephen Jackson","BNF_MF_6431","National/Objet Général/Compagnie des Indes – Entrées – BNF MF 6431.csv","Local",1766,"Imports",1,"denrées du crû des Isles d’Amérique provenant de la vente aux dites Isles des nègres de Sénégal","Sénégal","France par la Compagnie des Indes",0,"En fait sur deux ans"
364,"Stephen Jackson","BNF_MF_6431","National/Objet Général/Compagnie des Indes – Entrées – BNF MF 6431.csv","Objet Général",1767,"Imports",1,"denrées du crû des Isles d’Amérique provenant de la vente aux dites Isles des nègres de Sénégal","Sénégal","France par la Compagnie des Indes",0,"En fait sur deux ans"
365,"Stephen Jackson","BNF_MF_6431","National/Objet Général/Compagnie des Indes – Entrées – BNF MF 6431.csv","Objet Général",1768,"Imports",1,"denrées du crû des Isles d’Amérique provenant de la vente aux dites Isles des nègres de Sénégal","Sénégal","France par la Compagnie des Indes",0,"En fait sur deux ans"
366,"Stephen Jackson","BNF_MF_6431","National/Objet Général/Compagnie des Indes – Entrées – BNF MF 6431.csv","Objet Général",1769,"Imports",1,"denrées du crû des Isles d’Amérique provenant de la vente aux dites Isles des nègres de Sénégal","Sénégal","France par la Compagnie des Indes",0,"En fait sur deux ans"
367,"Stephen Jackson","BNF_MF_6431","National/Objet Général/Compagnie des Indes – Entrées – BNF MF 6431.csv","Objet Général",1770,"Imports",1,"denrées du crû des Isles d’Amérique provenant de la vente aux dites Isles des nègres de Sénégal","Sénégal","France par la Compagnie des Indes",0,"En fait sur deux ans"
368,"Stephen Jackson","BNF_MF_6431","National/Objet Général/Compagnie des Indes – Entrées – BNF MF 6431.csv","Objet Général",1771,"Imports",1,"denrées du crû des Isles d’Amérique provenant de la vente aux dites Isles des nègres de Sénégal","Sénégal","France par la Compagnie des Indes",0,"En fait sur deux ans"
369,"Stephen Jackson","BNF_MF_6431","National/Objet Général/Compagnie des Indes – Entrées – BNF MF 6431.csv","Out",1726,"Imports",1,"nègres de Sénégal","Sénégal","Antilles par la Compagnie des Indes","756025,7375","En fait sur deux ans"
370,"Stephen Jackson","BNF_MF_6431","National/Objet Général/Compagnie des Indes – Entrées – BNF MF 6431.csv","Out",1727,"Imports",1,"nègres de Sénégal","Sénégal","Antilles par la Compagnie des Indes",651750,"En fait sur deux ans"
371,"Stephen Jackson","BNF_MF_6431","National/Objet Général/Compagnie des Indes – Entrées – BNF MF 6431.csv","Out",1728,"Imports",1,"nègres de Sénégal","Sénégal","Antilles par la Compagnie des Indes",301825,"En fait sur deux ans"
372,"Stephen Jackson","BNF_MF_6431","National/Objet Général/Compagnie des Indes – Entrées – BNF MF 6431.csv","Out",1729,"Imports",1,"nègres de Sénégal","Sénégal","Antilles par la Compagnie des Indes",508000,"En fait sur deux ans"
373,"Stephen Jackson","BNF_MF_6431","National/Objet Général/Compagnie des Indes – Entrées – BNF MF 6431.csv","Out",1730,"Imports",1,"nègres de Sénégal","Sénégal","Antilles par la Compagnie des Indes","921682,85","En fait sur deux ans"
374,"Stephen Jackson","BNF_MF_6431","National/Objet Général/Compagnie des Indes – Entrées – BNF MF 6431.csv","Out",1731,"Imports",1,"nègres de Sénégal","Sénégal","Antilles par la Compagnie des Indes","629704,166666667","En fait sur deux ans"
375,"Stephen Jackson","BNF_MF_6431","National/Objet Général/Compagnie des Indes – Entrées – BNF MF 6431.csv","Out",1732,"Imports",1,"nègres de Sénégal","Sénégal","Antilles par la Compagnie des Indes",254895,"En fait sur deux ans"
376,"Stephen Jackson","BNF_MF_6431","National/Objet Général/Compagnie des Indes – Entrées – BNF MF 6431.csv","Out",1733,"Imports",1,"nègres de Sénégal","Sénégal","Antilles par la Compagnie des Indes",430830,"En fait sur deux ans"
377,"Stephen Jackson","BNF_MF_6431","National/Objet Général/Compagnie des Indes – Entrées – BNF MF 6431.csv","Out",1734,"Imports",1,"nègres de Sénégal","Sénégal","Antilles par la Compagnie des Indes",864304,"En fait sur deux ans"
378,"Stephen Jackson","BNF_MF_6431","National/Objet Général/Compagnie des Indes – Entrées – BNF MF 6431.csv","Out",1735,"Imports",1,"nègres de Sénégal","Sénégal","Antilles par la Compagnie des Indes",545515,"En fait sur deux ans"
379,"Stephen Jackson","BNF_MF_6431","National/Objet Général/Compagnie des Indes – Entrées – BNF MF 6431.csv","Out",1736,"Imports",1,"nègres de Sénégal","Sénégal","Antilles par la Compagnie des Indes",448355,"En fait sur deux ans"
380,"Stephen Jackson","BNF_MF_6431","National/Objet Général/Compagnie des Indes – Entrées – BNF MF 6431.csv","Out",1737,"Imports",1,"nègres de Sénégal","Sénégal","Antilles par la Compagnie des Indes",937105,"En fait sur deux ans"
381,"Stephen Jackson","BNF_MF_6431","National/Objet Général/Compagnie des Indes – Entrées – BNF MF 6431.csv","Out",1738,"Imports",1,"nègres de Sénégal","Sénégal","Antilles par la Compagnie des Indes",711110,"En fait sur deux ans"
382,"Stephen Jackson","BNF_MF_6431","National/Objet Général/Compagnie des Indes – Entrées – BNF MF 6431.csv","Out",1739,"Imports",1,"nègres de Sénégal","Sénégal","Antilles par la Compagnie des Indes","967790,7","En fait sur deux ans"
383,"Stephen Jackson","BNF_MF_6431","National/Objet Général/Compagnie des Indes – Entrées – BNF MF 6431.csv","Out",1740,"Imports",1,"nègres de Sénégal","Sénégal","Antilles par la Compagnie des Indes",868725,"En fait sur deux ans"
384,"Stephen Jackson","BNF_MF_6431","National/Objet Général/Compagnie des Indes – Entrées – BNF MF 6431.csv","Out",1741,"Imports",1,"nègres de Sénégal","Sénégal","Antilles par la Compagnie des Indes",1877867,"En fait sur deux ans"
385,"Stephen Jackson","BNF_MF_6431","National/Objet Général/Compagnie des Indes – Entrées – BNF MF 6431.csv","Out",1742,"Imports",1,"nègres de Sénégal","Sénégal","Antilles par la Compagnie des Indes",1573178,"En fait sur deux ans"
386,"Stephen Jackson","BNF_MF_6431","National/Objet Général/Compagnie des Indes – Entrées – BNF MF 6431.csv","Out",1743,"Imports",1,"nègres de Sénégal","Sénégal","Antilles par la Compagnie des Indes",1192199,"En fait sur deux ans"
387,"Stephen Jackson","BNF_MF_6431","National/Objet Général/Compagnie des Indes – Entrées – BNF MF 6431.csv","Out",1744,"Imports",1,"nègres de Sénégal","Sénégal","Antilles par la Compagnie des Indes",194125,"En fait sur deux ans"
388,"Stephen Jackson","BNF_MF_6431","National/Objet Général/Compagnie des Indes – Entrées – BNF MF 6431.csv","Out",1745,"Imports",1,"nègres de Sénégal","Sénégal","Antilles par la Compagnie des Indes",0,"En fait sur deux ans"
389,"Stephen Jackson","BNF_MF_6431","National/Objet Général/Compagnie des Indes – Entrées – BNF MF 6431.csv","Out",1746,"Imports",1,"nègres de Sénégal","Sénégal","Antilles par la Compagnie des Indes",281725,"En fait sur deux ans"
390,"Stephen Jackson","BNF_MF_6431","National/Objet Général/Compagnie des Indes – Entrées – BNF MF 6431.csv","Out",1747,"Imports",1,"nègres de Sénégal","Sénégal","Antilles par la Compagnie des Indes",0,"En fait sur deux ans"
391,"Stephen Jackson","BNF_MF_6431","National/Objet Général/Compagnie des Indes – Entrées – BNF MF 6431.csv","Out",1748,"Imports",1,"nègres de Sénégal","Sénégal","Antilles par la Compagnie des Indes",0,"En fait sur deux ans"
392,"Stephen Jackson","BNF_MF_6431","National/Objet Général/Compagnie des Indes – Entrées – BNF MF 6431.csv","Out",1749,"Imports",1,"nègres de Sénégal","Sénégal","Antilles par la Compagnie des Indes","465548,625","En fait sur deux ans"
393,"Stephen Jackson","BNF_MF_6431","National/Objet Général/Compagnie des Indes – Entrées – BNF MF 6431.csv","Out",1750,"Imports",1,"nègres de Sénégal","Sénégal","Antilles par la Compagnie des Indes",31500,"En fait sur deux ans"
394,"Stephen Jackson","BNF_MF_6431","National/Objet Général/Compagnie des Indes – Entrées – BNF MF 6431.csv","Out",1751,"Imports",1,"nègres de Sénégal","Sénégal","Antilles par la Compagnie des Indes",701454,"En fait sur deux ans"
395,"Stephen Jackson","BNF_MF_6431","National/Objet Général/Compagnie des Indes – Entrées – BNF MF 6431.csv","Out",1752,"Imports",1,"nègres de Sénégal","Sénégal","Antilles par la Compagnie des Indes","353930,5","En fait sur deux ans"
396,"Stephen Jackson","BNF_MF_6431","National/Objet Général/Compagnie des Indes – Entrées – BNF MF 6431.csv","Out",1753,"Imports",1,"nègres de Sénégal","Sénégal","Antilles par la Compagnie des Indes",254968,"En fait sur deux ans"
397,"Stephen Jackson","BNF_MF_6431","National/Objet Général/Compagnie des Indes – Entrées – BNF MF 6431.csv","Out",1754,"Imports",1,"nègres de Sénégal","Sénégal","Antilles par la Compagnie des Indes","281019,716666667","En fait sur deux ans"
398,"Stephen Jackson","BNF_MF_6431","National/Objet Général/Compagnie des Indes – Entrées – BNF MF 6431.csv","Out",1755,"Imports",1,"nègres de Sénégal","Sénégal","Antilles par la Compagnie des Indes","345201,5","En fait sur deux ans"
399,"Stephen Jackson","BNF_MF_6431","National/Objet Général/Compagnie des Indes – Entrées – BNF MF 6431.csv","Out",1756,"Imports",1,"nègres de Sénégal","Sénégal","Antilles par la Compagnie des Indes",0,"En fait sur deux ans"
400,"Stephen Jackson","BNF_MF_6431","National/Objet Général/Compagnie des Indes – Entrées – BNF MF 6431.csv","Out",1757,"Imports",1,"nègres de Sénégal","Sénégal","Antilles par la Compagnie des Indes",0,"En fait sur deux ans"
401,"Stephen Jackson","BNF_MF_6431","National/Objet Général/Compagnie des Indes – Entrées – BNF MF 6431.csv","Out",1758,"Imports",1,"nègres de Sénégal","Sénégal","Antilles par la Compagnie des Indes",0,"En fait sur deux ans"
402,"Stephen Jackson","BNF_MF_6431","National/Objet Général/Compagnie des Indes – Entrées – BNF MF 6431.csv","Out",1759,"Imports",1,"nègres de Sénégal","Sénégal","Antilles par la Compagnie des Indes",0,"En fait sur deux ans"
403,"Stephen Jackson","BNF_MF_6431","National/Objet Général/Compagnie des Indes – Entrées – BNF MF 6431.csv","Out",1760,"Imports",1,"nègres de Sénégal","Sénégal","Antilles par la Compagnie des Indes",0,"En fait sur deux ans"
404,"Stephen Jackson","BNF_MF_6431","National/Objet Général/Compagnie des Indes – Entrées – BNF MF 6431.csv","Out",1761,"Imports",1,"nègres de Sénégal","Sénégal","Antilles par la Compagnie des Indes",0,"En fait sur deux ans"
405,"Stephen Jackson","BNF_MF_6431","National/Objet Général/Compagnie des Indes – Entrées – BNF MF 6431.csv","Out",1762,"Imports",1,"nègres de Sénégal","Sénégal","Antilles par la Compagnie des Indes",0,"En fait sur deux ans"
406,"Stephen Jackson","BNF_MF_6431","National/Objet Général/Compagnie des Indes – Entrées – BNF MF 6431.csv","Out",1763,"Imports",1,"nègres de Sénégal","Sénégal","Antilles par la Compagnie des Indes",0,"En fait sur deux ans"
407,"Stephen Jackson","BNF_MF_6431","National/Objet Général/Compagnie des Indes – Entrées – BNF MF 6431.csv","Out",1764,"Imports",1,"nègres de Sénégal","Sénégal","Antilles par la Compagnie des Indes",0,"En fait sur deux ans"
408,"Stephen Jackson","BNF_MF_6431","National/Objet Général/Compagnie des Indes – Entrées – BNF MF 6431.csv","Out",1765,"Imports",1,"nègres de Sénégal","Sénégal","Antilles par la Compagnie des Indes",0,"En fait sur deux ans"
409,"Stephen Jackson","BNF_MF_6431","National/Objet Général/Compagnie des Indes – Entrées – BNF MF 6431.csv","Out",1766,"Imports",1,"nègres de Sénégal","Sénégal","Antilles par la Compagnie des Indes",0,"En fait sur deux ans"
410,"Stephen Jackson","BNF_MF_6431","National/Objet Général/Compagnie des Indes – Entrées – BNF MF 6431.csv","Out",1767,"Imports",1,"nègres de Sénégal","Sénégal","Antilles par la Compagnie des Indes",0,"En fait sur deux ans"
411,"Stephen Jackson","BNF_MF_6431","National/Objet Général/Compagnie des Indes – Entrées – BNF MF 6431.csv","Out",1768,"Imports",1,"nègres de Sénégal","Sénégal","Antilles par la Compagnie des Indes",0,"En fait sur deux ans"
412,"Stephen Jackson","BNF_MF_6431","National/Objet Général/Compagnie des Indes – Entrées – BNF MF 6431.csv","Out",1769,"Imports",1,"nègres de Sénégal","Sénégal","Antilles par la Compagnie des Indes",0,"En fait sur deux ans"
413,"Stephen Jackson","BNF_MF_6431","National/Objet Général/Compagnie des Indes – Entrées – BNF MF 6431.csv","Out",1770,"Imports",1,"nègres de Sénégal","Sénégal","Antilles par la Compagnie des Indes",0,"En fait sur deux ans"
414,"Stephen Jackson","BNF_MF_6431","National/Objet Général/Compagnie des Indes – Entrées – BNF MF 6431.csv","Out",1771,"Imports",1,"nègres de Sénégal","Sénégal","Antilles par la Compagnie des Indes",0,"En fait sur deux ans"
415,"Stephen Jackson","BNF_MF_6431","National/Objet Général/Compagnie des Indes – Entrées – BNF MF 6431.csv","Local",1726,"Imports",1,"or et gomme","Sénégal","France par la Compagnie des Indes","278497,670833333","En fait sur deux ans"
416,"Stephen Jackson","BNF_MF_6431","National/Objet Général/Compagnie des Indes – Entrées – BNF MF 6431.csv","Local",1727,"Imports",1,"or et gomme","Sénégal","France par la Compagnie des Indes","97660,2083333333","En fait sur deux ans"
417,"Stephen Jackson","BNF_MF_6431","National/Objet Général/Compagnie des Indes – Entrées – BNF MF 6431.csv","Local",1728,"Imports",1,"or et gomme","Sénégal","France par la Compagnie des Indes","103240,4875","En fait sur deux ans"
418,"Stephen Jackson","BNF_MF_6431","National/Objet Général/Compagnie des Indes – Entrées – BNF MF 6431.csv","Local",1729,"Imports",1,"or et gomme","Sénégal","France par la Compagnie des Indes","24590,6958333333","En fait sur deux ans"
419,"Stephen Jackson","BNF_MF_6431","National/Objet Général/Compagnie des Indes – Entrées – BNF MF 6431.csv","Local",1730,"Imports",1,"or et gomme","Sénégal","France par la Compagnie des Indes","153327,520833333","En fait sur deux ans"
420,"Stephen Jackson","BNF_MF_6431","National/Objet Général/Compagnie des Indes – Entrées – BNF MF 6431.csv","Local",1731,"Imports",1,"or et gomme","Sénégal","France par la Compagnie des Indes","371411,558333333","En fait sur deux ans"
421,"Stephen Jackson","BNF_MF_6431","National/Objet Général/Compagnie des Indes – Entrées – BNF MF 6431.csv","Local",1732,"Imports",1,"or et gomme","Sénégal","France par la Compagnie des Indes","489462,354166667","En fait sur deux ans"
422,"Stephen Jackson","BNF_MF_6431","National/Objet Général/Compagnie des Indes – Entrées – BNF MF 6431.csv","Local",1733,"Imports",1,"or et gomme","Sénégal","France par la Compagnie des Indes","282476,545833333","En fait sur deux ans"
423,"Stephen Jackson","BNF_MF_6431","National/Objet Général/Compagnie des Indes – Entrées – BNF MF 6431.csv","Local",1734,"Imports",1,"or et gomme","Sénégal","France par la Compagnie des Indes","210871,733333333","En fait sur deux ans"
424,"Stephen Jackson","BNF_MF_6431","National/Objet Général/Compagnie des Indes – Entrées – BNF MF 6431.csv","Local",1735,"Imports",1,"or et gomme","Sénégal","France par la Compagnie des Indes","150355,670833333","En fait sur deux ans"
425,"Stephen Jackson","BNF_MF_6431","National/Objet Général/Compagnie des Indes – Entrées – BNF MF 6431.csv","Local",1736,"Imports",1,"or et gomme","Sénégal","France par la Compagnie des Indes","369035,429166667","En fait sur deux ans"
426,"Stephen Jackson","BNF_MF_6431","National/Objet Général/Compagnie des Indes – Entrées – BNF MF 6431.csv","Local",1737,"Imports",1,"or et gomme","Sénégal","France par la Compagnie des Indes","318808,6125","En fait sur deux ans"
427,"Stephen Jackson","BNF_MF_6431","National/Objet Général/Compagnie des Indes – Entrées – BNF MF 6431.csv","Local",1738,"Imports",1,"or et gomme","Sénégal","France par la Compagnie des Indes","196452,325","En fait sur deux ans"
428,"Stephen Jackson","BNF_MF_6431","National/Objet Général/Compagnie des Indes – Entrées – BNF MF 6431.csv","Local",1739,"Imports",1,"or et gomme","Sénégal","France par la Compagnie des Indes","583812,891666667","En fait sur deux ans"
429,"Stephen Jackson","BNF_MF_6431","National/Objet Général/Compagnie des Indes – Entrées – BNF MF 6431.csv","Local",1740,"Imports",1,"or et gomme","Sénégal","France par la Compagnie des Indes","300152,0125","En fait sur deux ans"
430,"Stephen Jackson","BNF_MF_6431","National/Objet Général/Compagnie des Indes – Entrées – BNF MF 6431.csv","Local",1741,"Imports",1,"or et gomme","Sénégal","France par la Compagnie des Indes","305706,016666667","En fait sur deux ans"
431,"Stephen Jackson","BNF_MF_6431","National/Objet Général/Compagnie des Indes – Entrées – BNF MF 6431.csv","Local",1742,"Imports",1,"or et gomme","Sénégal","France par la Compagnie des Indes","219180,35","En fait sur deux ans"
432,"Stephen Jackson","BNF_MF_6431","National/Objet Général/Compagnie des Indes – Entrées – BNF MF 6431.csv","Local",1743,"Imports",1,"or et gomme","Sénégal","France par la Compagnie des Indes","413885,441666667","En fait sur deux ans"
433,"Stephen Jackson","BNF_MF_6431","National/Objet Général/Compagnie des Indes – Entrées – BNF MF 6431.csv","Local",1744,"Imports",1,"or et gomme","Sénégal","France par la Compagnie des Indes","432351,558333333","En fait sur deux ans"
434,"Stephen Jackson","BNF_MF_6431","National/Objet Général/Compagnie des Indes – Entrées – BNF MF 6431.csv","Local",1745,"Imports",1,"or et gomme","Sénégal","France par la Compagnie des Indes","100334,079166667","En fait sur deux ans"
435,"Stephen Jackson","BNF_MF_6431","National/Objet Général/Compagnie des Indes – Entrées – BNF MF 6431.csv","Local",1746,"Imports",1,"or et gomme","Sénégal","France par la Compagnie des Indes","393767,329166667","En fait sur deux ans"
436,"Stephen Jackson","BNF_MF_6431","National/Objet Général/Compagnie des Indes – Entrées – BNF MF 6431.csv","Local",1747,"Imports",1,"or et gomme","Sénégal","France par la Compagnie des Indes","399518,258333333","En fait sur deux ans"
437,"Stephen Jackson","BNF_MF_6431","National/Objet Général/Compagnie des Indes – Entrées – BNF MF 6431.csv","Local",1748,"Imports",1,"or et gomme","Sénégal","France par la Compagnie des Indes","206222,979166667","En fait sur deux ans"
438,"Stephen Jackson","BNF_MF_6431","National/Objet Général/Compagnie des Indes – Entrées – BNF MF 6431.csv","Local",1749,"Imports",1,"or et gomme","Sénégal","France par la Compagnie des Indes","491969,3375","En fait sur deux ans"
439,"Stephen Jackson","BNF_MF_6431","National/Objet Général/Compagnie des Indes – Entrées – BNF MF 6431.csv","National toutes directions tous partenaires",1750,"Imports",1,"or et gomme","Sénégal","France par la Compagnie des Indes","347744,958333333","En fait sur deux ans"
440,"Stephen Jackson","BNF_MF_6431","National/Objet Général/Compagnie des Indes – Entrées – BNF MF 6431.csv","Local",1751,"Imports",1,"or et gomme","Sénégal","France par la Compagnie des Indes","222195,895833333","En fait sur deux ans"
441,"Stephen Jackson","BNF_MF_6431","National/Objet Général/Compagnie des Indes – Entrées – BNF MF 6431.csv","Local",1752,"Imports",1,"or et gomme","Sénégal","France par la Compagnie des Indes",35700,"En fait sur deux ans"
442,"Stephen Jackson","BNF_MF_6431","National/Objet Général/Compagnie des Indes – Entrées – BNF MF 6431.csv","Local",1753,"Imports",1,"or et gomme","Sénégal","France par la Compagnie des Indes","450474,6","En fait sur deux ans"
443,"Stephen Jackson","BNF_MF_6431","National/Objet Général/Compagnie des Indes – Entrées – BNF MF 6431.csv","Objet Général",1754,"Imports",1,"or et gomme","Sénégal","France par la Compagnie des Indes","352680,85","En fait sur deux ans"
