numrodeligne,dataentryby,source,sourcepath,sourcetype,sheet,year,exportsimports,marchandises,direction,pays,quantit,quantit_unit,prix_unitaire,value,probleme,remarks
126,Hasna,Archives de la CCI de Marseille - I 155,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,3,1757,Imports,raclure de corne,Marseille,Espagne,"2 500,00",livres,"0,0500000","125,00","0,00",
127,Hasna,Archives de la CCI de Marseille - I 156,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,3,1757,Imports,reglisse,Marseille,Espagne,"99 610,00",livres,"0,1000000","9961,00","0,00",
128,Hasna,Archives de la CCI de Marseille - I 157,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,3,1757,Imports,saffran,Marseille,Espagne,"665,00",livres,"20,0000000","13300,00","0,00",
129,Hasna,Archives de la CCI de Marseille - I 158,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,3,1757,Imports,salicor,Marseille,Espagne,"482 165,00",livres,"0,0400000","19286,00","-0,60",
130,Hasna,Archives de la CCI de Marseille - I 159,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,3,1757,Imports,salsepareille,Marseille,Espagne,"700,00",livres,"2,0000000","1400,00","0,00",
131,Hasna,Archives de la CCI de Marseille - I 160,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,3,1757,Imports,saumon salé,Marseille,Espagne,"850,00",barils,"30,0000000","25500,00","0,00",
132,Hasna,Archives de la CCI de Marseille - I 161,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,3,1757,Imports,sel antartique,Marseille,Espagne,"23 800,00",livres,"2,0000000","47600,00","0,00",
133,Hasna,Archives de la CCI de Marseille - I 162,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,3,1757,Imports,sel medicinal,Marseille,Espagne,"34 830,00",livres,"1,0000000","34830,00","0,00",
134,Hasna,Archives de la CCI de Marseille - I 163,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,3,1757,Imports,son,Marseille,Espagne,"5 000,00",livres,"0,0300000","150,00","0,00",
135,Hasna,Archives de la CCI de Marseille - I 164,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,3,1757,Imports,soude,Marseille,Espagne,"8 487 450,00",livres,"0,0800000","678996,00","0,00",
136,Hasna,Archives de la CCI de Marseille - I 165,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,3,1757,Imports,soye crüe,Marseille,Espagne,"17 618,00",livres,"12,0000000","211416,00","0,00",
137,Hasna,Archives de la CCI de Marseille - I 166,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,3,1757,Imports,sucre blanc,Marseille,Espagne,"1 104 535,00",livres,"0,4500000","497040,00","-0,75",
138,Hasna,Archives de la CCI de Marseille - I 167,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,3,1757,Imports,toille d'emballage,Marseille,Espagne,"125,00",pieces,"12,0000000","1500,00","0,00",
139,Hasna,Archives de la CCI de Marseille - I 168,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,3,1757,Imports,trenelles d'esparts,Marseille,Espagne,"16 440,00",livres,"0,1500000","2466,00","0,00",
140,Hasna,Archives de la CCI de Marseille - I 169,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,3,1757,Imports,vanille,Marseille,Espagne,"500,00",livres,"5,0000000","2500,00","0,00",
141,Hasna,Archives de la CCI de Marseille - I 170,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,3,1757,Imports,vermillon,Marseille,Espagne,"5 942,00",livres,"5,0000000","29710,00","0,00",
142,Hasna,Archives de la CCI de Marseille - I 171,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,3,1757,Imports,vin blanc,Marseille,Espagne,"26,00",milleroles,"24,0000000","624,00","0,00",
143,Hasna,Archives de la CCI de Marseille - I 172,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,3,1757,Imports,vin muscat,Marseille,Espagne,"150,00",milleroles,"40,0000000","6000,00","0,00",
144,Hasna,Archives de la CCI de Marseille - I 173,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,3,1757,Imports,vin rouge,Marseille,Espagne,"2 011,00",milleroles,"9,0000000","18099,00","0,00",
145,Hasna,Archives de la CCI de Marseille - I 174,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,3,1757,Imports,vin teinto,Marseille,Espagne,"75,00",milleroles,"60,0000000","4500,00","0,00",
146,Hasna,Archives de la CCI de Marseille - I 175,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,3,1757,Imports,vin de xirés,Marseille,Espagne,"40,00",milleroles,"60,0000000","2400,00","0,00",
147,Hasna,Archives de la CCI de Marseille - I 176,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,4,1757,Imports,acier,Marseille,Hollande,"9 370,00",livres,"0,3500000","3279,00","-0,50",
148,Hasna,Archives de la CCI de Marseille - I 177,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,4,1757,Imports,arcenic,Marseille,Hollande,"1 260,00",livres,"0,2500000","315,00","0,00",
149,Hasna,Archives de la CCI de Marseille - I 178,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,4,1757,Imports,argent vif,Marseille,Hollande,"1 582,00",livres,"4,0000000","6328,00","0,00",
150,Hasna,Archives de la CCI de Marseille - I 179,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,4,1757,Imports,arquifou,Marseille,Hollande,"8 480,00",livres,"0,1500000","1272,00","0,00",
151,Hasna,Archives de la CCI de Marseille - I 180,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,4,1757,Imports,azur,Marseille,Hollande,"2 760,00",livres,"0,5000000","1380,00","0,00",
152,Hasna,Archives de la CCI de Marseille - I 181,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,4,1757,Imports,baleine coupée,Marseille,Hollande,"15 038,00",livres,"4,7500000","71430,00","-0,50",
153,Hasna,Archives de la CCI de Marseille - I 182,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,4,1757,Imports,bedelenin,Marseille,Hollande,"720,00",livres,"0,9000000","648,00","0,00",
154,Hasna,Archives de la CCI de Marseille - I 183,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,4,1757,Imports,benjoin,Marseille,Hollande,"612,00",livres,"4,0000000","2448,00","0,00",
155,Hasna,Archives de la CCI de Marseille - I 184,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,4,1757,Imports,beuf salé,Marseille,Hollande,"70,00",barils,"35,0000000","2450,00","0,00",
156,Hasna,Archives de la CCI de Marseille - I 185,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,4,1757,Imports,beure,Marseille,Hollande,"4 180,00",livres,"0,4000000","1672,00","0,00",
157,Hasna,Archives de la CCI de Marseille - I 186,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,4,1757,Imports,bierre,Marseille,Hollande,"412,00",bariques,"80,0000000","32960,00","0,00",
158,Hasna,Archives de la CCI de Marseille - I 187,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,4,1757,Imports,bierre,Marseille,Hollande,"24 600,00",livres,"0,0500000","1230,00","0,00",
159,Hasna,Archives de la CCI de Marseille - I 188,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,4,1757,Imports,bled froment,Marseille,Hollande,"464,00",charges,"20,0000000","9280,00","0,00",
160,Hasna,Archives de la CCI de Marseille - I 189,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,4,1757,Imports,bois de caliatour,Marseille,Hollande,"38 160,00",livres,"0,4000000","15264,00","0,00",
161,Hasna,Archives de la CCI de Marseille - I 190,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,4,1757,Imports,bois de campeche,Marseille,Hollande,"30 800,00",livres,"0,2500000","7700,00","0,00",
162,Hasna,Archives de la CCI de Marseille - I 191,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,4,1757,Imports,bois jaune,Marseille,Hollande,"8 498,00",livres,"0,1000000","849,00","-0,80",
163,Hasna,Archives de la CCI de Marseille - I 192,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,4,1757,Imports,bois de sandal,Marseille,Hollande,"46 100,00",livres,"0,2000000","9220,00","0,00",
164,Hasna,Archives de la CCI de Marseille - I 193,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,4,1757,Imports,borax,Marseille,Hollande,"240,00",livres,"4,5000000","1080,00","0,00",
165,Hasna,Archives de la CCI de Marseille - I 194,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,4,1757,Imports,cacao,Marseille,Hollande,"235 446,00",livres,"1,3000000","306079,00","-0,80",
166,Hasna,Archives de la CCI de Marseille - I 195,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,4,1757,Imports,camphre,Marseille,Hollande,"1 272,00",livres,"4,0000000","5088,00","0,00",
167,Hasna,Archives de la CCI de Marseille - I 196,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,4,1757,Imports,canelle,Marseille,Hollande,"25 339,00",livres,"6,0000000","152034,00","0,00",
168,Hasna,Archives de la CCI de Marseille - I 197,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,4,1757,Imports,ceruze,Marseille,Hollande,"309 160,00",livres,"0,2000000","61832,00","0,00",
169,Hasna,Archives de la CCI de Marseille - I 198,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,4,1757,Imports,charbon de terre,Marseille,Hollande,"945,00",chapeaux,"10,0000000","9450,00","0,00",
170,Hasna,Archives de la CCI de Marseille - I 199,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,4,1757,Imports,charbon de terre,Marseille,Hollande,"96 000,00",livres,"0,0200000","1920,00","0,00",
171,Hasna,Archives de la CCI de Marseille - I 200,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,4,1757,Imports,cinabre,Marseille,Hollande,"8 400,00",livres,"4,0000000","33600,00","0,00",
172,Hasna,Archives de la CCI de Marseille - I 201,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,4,1757,Imports,cire jaune,Marseille,Hollande,"3 120,00",livres,"1,5000000","4680,00","0,00",
173,Hasna,Archives de la CCI de Marseille - I 202,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,4,1757,Imports,civadille ,Marseille,Hollande,"360,00",livres,"1,0000000","360,00","0,00",
174,Hasna,Archives de la CCI de Marseille - I 203,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,4,1757,Imports,clous de fer,Marseille,Hollande,"8 000,00",livres,"0,2500000","2000,00","0,00",
175,Hasna,Archives de la CCI de Marseille - I 204,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,4,1757,Imports,colle forte,Marseille,Hollande,"202 186,00",livres,"0,4000000","80874,00","-0,40",
176,Hasna,Archives de la CCI de Marseille - I 205,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,4,1757,Imports,cottonine,Marseille,Hollande,"200,00",pieces,"40,0000000","8000,00","0,00",
177,Hasna,Archives de la CCI de Marseille - I 206,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,4,1757,Imports,couperose,Marseille,Hollande,"306 580,00",livres,"0,1100000","33723,00","-0,80",
178,Hasna,Archives de la CCI de Marseille - I 207,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,4,1757,Imports,couteaux,Marseille,Hollande,"8 000,00",livres,"2,0000000","16000,00","0,00",
179,Hasna,Archives de la CCI de Marseille - I 208,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,4,1757,Imports,cuirs de beuf en poil,Marseille,Hollande,"250,00",cuirs,"14,0000000","3500,00","0,00",
180,Hasna,Archives de la CCI de Marseille - I 209,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,4,1757,Imports,cuivre tangoul,Marseille,Hollande,"19 950,00",livres,"0,9000000","17950,00","-5,00",erreur de calcul
181,Hasna,Archives de la CCI de Marseille - I 210,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,4,1757,Imports,doüelles a tonneaux,Marseille,Hollande,"50,00",tonneaux,"5,0000000","250,00","0,00",
182,Hasna,Archives de la CCI de Marseille - I 211,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,4,1757,Imports,drogueries,Marseille,Hollande,"275 630,00",livres,"1,0000000","275630,00","0,00",
183,Hasna,Archives de la CCI de Marseille - I 212,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,4,1757,Imports,epicerie,Marseille,Hollande,"1 814,00",livres,"10,0000000","18140,00","0,00",
184,Hasna,Archives de la CCI de Marseille - I 213,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,4,1757,Imports,etain brut,Marseille,Hollande,"5 000,00",livres,"0,7000000","3500,00","0,00",
185,Hasna,Archives de la CCI de Marseille - I 214,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,4,1757,Imports,fer en barres,Marseille,Hollande,"200 480,00",livres,"0,1500000","30072,00","0,00",
186,Hasna,Archives de la CCI de Marseille - I 215,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,4,1757,Imports,fer blanc,Marseille,Hollande,"96 000,00",livres,"0,6000000","57600,00","0,00",
187,Hasna,Archives de la CCI de Marseille - I 216,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,4,1757,Imports,fer en plaques,Marseille,Hollande,"22 200,00",livres,"0,0600000","1332,00","0,00",
188,Hasna,Archives de la CCI de Marseille - I 217,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,4,1757,Imports,fil blanc,Marseille,Hollande,"600,00",livres,"2,0000000","1200,00","0,00",
189,Hasna,Archives de la CCI de Marseille - I 218,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,4,1757,Imports,fil de fer,Marseille,Hollande,"2 124,00",livres,"0,5000000","1062,00","0,00",
190,Hasna,Archives de la CCI de Marseille - I 219,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,4,1757,Imports,file de leton,Marseille,Hollande,"492,00",livres,"3,0000000","1476,00","0,00",
191,Hasna,Archives de la CCI de Marseille - I 220,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,4,1757,Imports,fromage,Marseille,Hollande,"801 480,00",livres,"0,3500000","280518,00","0,00",
192,Hasna,Archives de la CCI de Marseille - I 221,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,4,1757,Imports,garance,Marseille,Hollande,"427 410,00",livres,"0,4000000","170964,00","0,00",
