numrodesource,dataentryby,source,sourcepath,sourcetype,sheet,year,exportsimports,marchandises,direction,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks
647,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,13,1746,Import,Quinquina,Marseille,Italie,"1 340,00",livres,"4,0000000","5360,00","0,00",
648,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,13,1746,Import,Raisins secs,Marseille,Italie,"213 169,00",livres,"0,2000000","42633,00","-0,80",
649,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,13,1746,Import,Ris,Marseille,Italie,"17 925,00",livres,"0,1200000","2151,00","0,00",
650,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,13,1746,Import,Rocaille,Marseille,Italie,"9 775,00",livres,"0,5000000","4887,00","-0,50",
651,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,13,1746,Import,Rouge d'Espagne,Marseille,Italie,"100,00",livres,"0,5000000","50,00","0,00",
652,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,13,1746,Import,Ruban de soye,Marseille,Italie,"200,00",livres,"60,0000000","12000,00","0,00",
653,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,13,1746,Import,Rusque de pin,Marseille,Italie,"2 650,00",livres,"0,0125000","33,00","-0,13",
654,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,13,1746,Import,Saffran,Marseille,Italie,"100,00",livres,"15,0000000","1500,00","0,00",
655,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,13,1746,Import,Saffranum,Marseille,Italie,"24 562,00",livres,"0,6000000","14737,00","-0,20",
656,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,13,1746,Import,Salicor,Marseille,Italie,"56 550,00",livres,"0,0700000","3958,00","-0,50",
657,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,13,1746,Import,Sardines salées,Marseille,Italie,"1,00",barils,"5,0000000","5,00","0,00",
658,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,13,1746,Import,Sardines salées,Marseille,Italie,"3 225,00",livres,"0,1500000","483,00","-0,75",
659,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,14,1746,Import,Saucissons,Marseille,Italie,"2 690,00",livres,"0,8000000","2152,00","0,00",
660,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,14,1746,Import,Saumure,Marseille,Italie,"2 500,00",livres,"0,1500000","375,00","0,00",
661,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,14,1746,Import,Savon,Marseille,Italie,"30,00",livres,"0,2400000","7,00","-0,20",
662,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,14,1746,Import,Savonnettes,Marseille,Italie,"60,00",livres,"0,3500000","21,00","0,00",
663,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,14,1746,Import,Scies,Marseille,Italie,"93,00",douzaines,"24,0000000","2232,00","0,00",
664,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,14,1746,Import,Sené,Marseille,Italie,"4 002,00",livres,"1,2500000","5002,00","-0,50",
665,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,14,1746,Import,Sirop de capilaire,Marseille,Italie,"1 700,00",livres,"0,5000000","850,00","0,00",
666,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,14,1746,Import,Son,Marseille,Italie,"20 000,00",livres,"0,1500000","3000,00","0,00",
667,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,14,1746,Import,Soude,Marseille,Italie,"244 350,00",livres,"0,0800000","19548,00","0,00",
668,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,14,1746,Import,Souffre,Marseille,Italie,"167 825,00",livres,"0,1500000","25173,00","-0,75",
669,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,14,1746,Import,Souliers,Marseille,Italie,"1 680,00",paires,"3,5000000","5880,00","0,00",en douzaines de paires
670,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,14,1746,Import,Soye crue,Marseille,Italie,"264 865,00",livres,"12,0000000","3178380,00","0,00",
671,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,14,1746,Import,Storax,Marseille,Italie,"1 850,00",livres,"3,0000000","5550,00","0,00",
672,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,14,1746,Import,Suif,Marseille,Italie,"5 000,00",livres,"0,4000000","2000,00","0,00",
673,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,14,1746,Import,Sumac,Marseille,Italie,"103 075,00",livres,"0,2000000","20615,00","0,00",
674,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,14,1746,Import,Tabac en feuilles,Marseille,Italie,"13 318,00",livres,"0,3000000","3995,00","-0,40",
675,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,14,1746,Import,Tabatieres d'olivier,Marseille,Italie,"21,00",douzaines,"3,0000000","63,00","0,00",
676,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,14,1746,Import,Tableaux,Marseille,Italie,"60,00",douzaines,"80,0000000","4800,00","0,00",
677,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,14,1746,Import,Tables de marbre,Marseille,Italie,"65,00",pièces,"30,0000000","1950,00","0,00",
678,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,14,1746,Import,Tartre,Marseille,Italie,"113 625,00",livres,"0,2400000","27270,00","0,00",
679,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,14,1746,Import,Taillolles de laton,Marseille,Italie,"200,00",pièces,"6,0000000","1200,00","0,00",
680,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,14,1746,Import,Terebentine,Marseille,Italie,"200,00",livres,"0,4500000","90,00","0,00",
681,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,14,1746,Import,Terraille commune,Marseille,Italie,"30,00",charges,"30,0000000","900,00","0,00",
682,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,14,1746,Import,Terraille commune,Marseille,Italie,"473 225,00",livres,"0,1000000","47322,00","-0,50",
683,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,14,1746,Import,Terre a fayence,Marseille,Italie,"19 600,00",livres,"0,0300000","588,00","0,00",
684,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,14,1746,Import,Terre d'ombre,Marseille,Italie,"1 925,00",livres,"0,0500000","96,00","-0,25",
685,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,14,1746,Import,Terre pour teinture,Marseille,Italie,"4 550,00",livres,"0,0500000","227,00","-0,50",
686,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,14,1746,Import,Theriaque,Marseille,Italie,"112,00",livres,"3,0000000","336,00","0,00",
687,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,14,1746,Import,Thon mariné,Marseille,Italie,"1 000,00",livres,"0,9000000","900,00","0,00",
688,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,14,1746,Import,Thonine,Marseille,Italie,"5,00",barils,"20,0000000","100,00","0,00",
689,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,14,1746,Import,Thonine,Marseille,Italie,"600,00",livres,"0,9000000","540,00","0,00",
690,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,14,1746,Import,Toille d'alemagne,Marseille,Italie,"11 400,00",livres,"4,0000000","45600,00","0,00",
691,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,14,1746,Import,Toille blanche,Marseille,Italie,"6 150,00",livres,"3,0000000","18450,00","0,00",
692,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,14,1746,Import,Toille commune,Marseille,Italie,"80,00",livres,"1,5000000","120,00","0,00",
693,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,14,1746,Import,Toille de crin,Marseille,Italie,"3 000,00",livres,"3,0000000","9000,00","0,00",
694,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,14,1746,Import,Toille d'embalage,Marseille,Italie,"17 775,00",livres,"0,6000000","10665,00","0,00",
695,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,14,1746,Import,Toile grise,Marseille,Italie,"1 049,00",livres,"1,5000000","1573,00","-0,50",
696,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,14,1746,Import,Toile grosse,Marseille,Italie,"80,00",livres,"0,7500000","60,00","0,00",
697,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,14,1746,Import,Toile de montagne,Marseille,Italie,"4 000,00",livres,"1,0000000","4000,00","0,00",
698,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,14,1746,Import,Toile de piemons,Marseille,Italie,"1 400,00",livres,"1,2500000","1750,00","0,00",
699,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,14,1746,Import,Tonneaux cercles de bois,Marseille,Italie,"19,00",pièces,"6,0000000","114,00","0,00",
700,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,14,1746,Import,Tonneaux cercles de fer,Marseille,Italie,"6,00",en nombre,"12,0000000","72,00","0,00",
701,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,14,1746,Import,Treilly,Marseille,Italie,"200,00",livres,"1,2000000","240,00","0,00",
702,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,14,1746,Import,Vaisselle d'argent,Marseille,Italie,"348,00",marcs,"57,0000000","19836,00","0,00",
703,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,14,1746,Import,Velours,Marseille,Italie,"1 018,00",pièces,"400,0000000","407200,00","0,00",
704,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,14,1746,Import,Velours,Marseille,Italie,"12,75",livres,"0,0000000","150,00","0,00",estimée
705,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,14,1746,Import,Vermichel,Marseille,Italie,"268 550,00",livres,"0,2000000","53710,00","0,00",
706,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,14,1746,Import,Verres de christal,Marseille,Italie,"153,00",livres,"2,0000000","306,00","0,00",
707,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,14,1746,Import,Verrunes,Marseille,Italie,"144,25",douzaines,"3,0000000","432,00","-0,75",
708,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,14,1746,Import,Vitriol de chipres,Marseille,Italie,"16,00",livres,"0,6000000","9,00","-0,60",
709,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,15,1746,Import,Vin de chipres,Marseille,Italie,"34,00",milleroles,"60,0000000","2040,00","0,00",
710,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,15,1746,Import,Vin muscat,Marseille,Italie,"56,00",milleroles,"60,0000000","3360,00","0,00",
711,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,15,1746,Import,Ajamis,Marseille,Levant,"59 005,00",pièces,"9,0000000","531045,00","0,00",
712,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,15,1746,Import,Alaya,Marseille,Levant,"1 926,00",pièces,"4,0000000","7704,00","0,00",
713,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,15,1746,Import,Aloës,Marseille,Levant,"685,00",livres,"0,7500000","513,00","-0,75",
714,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,15,1746,Import,Alun,Marseille,Levant,"888 250,00",livres,"0,1000000","88825,00","0,00",
715,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,15,1746,Import,Amandes cassées,Marseille,Levant,"2 700,00",livres,"0,2000000","540,00","0,00",
716,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,15,1746,Import,Ambre gris,Marseille,Levant,"51,00",onces,"20,0000000","1020,00","0,00",3 livres et 3 onces
717,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,15,1746,Import,Assafetida,Marseille,Levant,"4 390,00",livres,"2,5000000","10975,00","0,00",
718,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,15,1746,Import,Balais de palme,Marseille,Levant,"83,00",douzaines,"0,9000000","74,00","-0,70",
719,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,15,1746,Import,Bas et bonnets de coton,Marseille,Levant,"7 350,00",livres,"6,0000000","44100,00","0,00",
720,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,15,1746,Import,Bas de fil,Marseille,Levant,"315,00",livres,"5,0000000","1575,00","0,00",
721,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,15,1746,Import,Batanony,Marseille,Levant,"1 310,00",pièces,"4,0000000","5240,00","0,00",
722,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,15,1746,Import,Bled froment,Marseille,Levant,"34 420,00",charges,"25,0000000","860500,00","0,00",
723,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,15,1746,Import,Bois a bruler,Marseille,Levant,"80 000,00",livres,"0,0090000","720,00","0,00",
724,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,15,1746,Import,Bonnets de fil,Marseille,Levant,"300,00",livres,"5,0000000","1500,00","0,00",
725,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,15,1746,Import,Boucassin,Marseille,Levant,"250,00",pièces,"4,0000000","1000,00","0,00",
726,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,15,1746,Import,Bours de coton,Marseille,Levant,"285,00",pièces,"5,0000000","1425,00","0,00",
727,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,15,1746,Import,Bours fil et coton,Marseille,Levant,"3 418,00",pièces,"4,0000000","13672,00","0,00",
728,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,15,1746,Import,Bours en soye,Marseille,Levant,"1 183,00",pièces,"36,0000000","42588,00","0,00",
729,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,15,1746,Import,Caffé du Levant,Marseille,Levant,"228 803,00",livres,"2,2500000","514806,00","-0,75",
730,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,15,1746,Import,Caffetières de cuivre,Marseille,Levant,"300,00",livres,"2,0000000","600,00","0,00",
731,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,15,1746,Import,Canelle,Marseille,Levant,"1 560,00",livres,"6,0000000","9360,00","0,00",
732,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,15,1746,Import,Capots,Marseille,Levant,"16,00",pièces,"12,0000000","192,00","0,00",
733,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,15,1746,Import,Capots,Marseille,Levant,"540,00",en nombre,"8,0000000","3600,00","-720,00",erreur de calcul
734,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,15,1746,Import,Cendre commune,Marseille,Levant,"2 335 150,00",livres,"0,0800000","186812,00","0,00",
735,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,15,1746,Import,Chanvre cru,Marseille,Levant,"6 030,00",livres,"0,1800000","1085,00","-0,40",
736,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,15,1746,Import,Cire blanche,Marseille,Levant,"1 106,00",livres,"1,8000000","1990,00","-0,80",
737,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,15,1746,Import,Cire jaune,Marseille,Levant,"385 319,00",livres,"1,3500000","520180,00","-0,65",
738,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,15,1746,Import,Corail brut,Marseille,Levant,"14 065,00",livres,"2,0000000","28130,00","0,00",
739,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,15,1746,Import,Cornes de mouton,Marseille,Levant,"3 600,00",paires,"0,0500000","180,00","0,00",
740,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,15,1746,Import,Coton filé,Marseille,Levant,"1 289 706,00",livres,"1,0000000","1289706,00","0,00",
741,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,15,1746,Import,Coton en laine,Marseille,Levant,"3 161 519,00",livres,"0,5000000","1580759,00","-0,50",
742,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,15,1746,Import,Cordouans en bazanne,Marseille,Levant,"16 500,00",livres,"0,7500000","12375,00","0,00",
743,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,15,1746,Import,Couvertures de laine,Marseille,Levant,"439,00",pièces,"12,0000000","5268,00","0,00",
744,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,15,1746,Import,Crin,Marseille,Levant,"15 020,00",livres,"0,6000000","9012,00","0,00",
745,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,15,1746,Import,Cristal brut,Marseille,Levant,"400,00",livres,"0,5000000","200,00","0,00",
746,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,15,1746,Import,Cuirs de bœuf en poil,Marseille,Levant,"50 946,00",pièces,"14,0000000","713244,00","0,00",
747,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,15,1746,Import,Cuirs de bœuf en poil,Marseille,Levant,"379 800,00",livres,"0,2500000","94950,00","0,00",
748,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,15,1746,Import,Cuirs sales,Marseille,Levant,"2 330,00",livres,"0,2500000","582,00","-0,50",
749,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,15,1746,Import,Cuivre tangoul,Marseille,Levant,"70 685,00",livres,"0,9000000","63616,00","-0,50",
750,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,15,1746,Import,Cuivre vieux,Marseille,Levant,"5 641,00",livres,"0,8000000","4512,00","-0,80",
751,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,15,1746,Import,Cumin,Marseille,Levant,"8 475,00",livres,"0,1800000","1525,00","-0,50",
752,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,15,1746,Import,Dattes,Marseille,Levant,"14 625,00",livres,"0,2000000","2925,00","0,00",
753,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,15,1746,Import,Demittes,Marseille,Levant,"5 633,00",pièces,"4,0000000","22532,00","0,00",
754,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,15,1746,Import,Eau de fleur d'orange,Marseille,Levant,"1 720,00",livres,"0,5000000","860,00","0,00",
755,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,15,1746,Import,Encens,Marseille,Levant,"13 923,00",livres,"0,8000000","11138,00","-0,40",
