marchandises_normalisees,marchandises_simplifies,sitc_rev1,sitc_rev2,classificationproduitsmdicinaux,remarques_marchandises,wallislist,exclusion_not_medical_primarily,nom_wallis,large,narrow,sitc1digit,sitc18thc,nbr_lignes_fr_bis,classification_hambourg_etroite,classification_hambourg_large,ajouts_565860,commestibles_eur_grainsetsubstit,grains_ou_farine,categories_de_grains,v9,source_bdc,nbr_bdc_marchandises_normalisees,nbr_bdc_marchandises_simplifies
Racines ; de violettes,,2,2,1,"Savary, volume 2, 1723 : « En réalité elles ne sont pas des drogues, mais entrent dans la composition de tant de potions, drogues.…  »",1,0,Leaves Of Violet Or Flowers,0,1,,,,,,,0,0,0,,1,1,63124
Racines ; de zedoar,,,,,,,,,,,,,,,,,,,,,1,1,63124
Racines ; médicinales,Racines,2,2,1,,0,,,0,1,,,5,,,,0,0,0,,1,20,77
Raclure ; de carnet,Raclure ; de carnet,2,2,0,,0,,,0,0,,,4,,,,0,0,0,,1,2,2
Raclure ; de corne,Raclure ; de corne,2,2,0,,0,,,0,0,,,12,,,,0,0,0,,1,19,19
Raclure ; de fer,Raclure ; de fer,2,2,0,,0,,,0,0,,,2,,,,0,0,0,,1,1,1
Radeaux,,7,7,0,,0,,,0,0,,,,,,,0,0,0,,1,2,63124
Radis ; chins,,,,,,,,,,,,,,,,,,,,,1,1,63124
Radis ; dictame,Radis ; dictame,2,2,1,"Nicolas Lémery, Nouveau dictionnaire général des drogues simples et composées, Volume 1, 1807 : « On nous les apporte sèche de l'Italie et de nos départements méridionaux ; elles sont nervales, anthelmintique, ménagogues »",1,0,Dictamnus Roots,0,1,,,6,,,,0,0,0,,1,1,1
Raie,,,,,,,,,,,,,,,,,,,,,1,1,63124
Raies,,,,,,,,,,,,,,,,,,,,,1,1,63124
Rail ; de fer,,,,,,,,,,,,,,,,,,,,,1,1,63124
Rais,,,,,,,,,,,,,,,,,,,,,1,1,63124
Raisin ; de Corinte,,0,0a,0,,,,,0,0,,,,,,,0,0,0,,1,1,63124
Raisin ; de Galop,,0,0a,0,,,,,0,0,,,,,,,0,0,0,,1,1,63124
Raisin ; sec,,0,0a,0,,,,,0,0,,,,,,,0,0,0,,1,1,63124
Raisin ; à l'eau de vie,,0,0a,0,,0,,,0,0,,,1,"Fruits ; divers ; amandes, pelures, raisins, prunes","Fruits ; divers ; amandes, pelures, raisins, prunes",,0,0,0,,1,1,63124
Raisins secs et sucre,,,,,,,,,,,,,,,,,,,,,1,1,63124
Rames,,,,,,,,,,,,,,,,,,,,,1,2,63124
Rames ; de bateau,,,,,,,,,,,,,,,,,,,,,1,1,63124
Ramolaches,,,,,,,,,,,,,,,,,,,,,1,1,63124
Ramures,Ramures,2,2,0,,0,,,0,0,,,1,,,,0,0,0,,1,3,22
Ramures ; de sapin,Ramures,2,2,0,,0,,,0,0,,,4,,,,0,0,0,,1,19,22
Rapières,,,,,,,,,,,,,,,,,,,,,1,1,63124
Raponty,Raponty,???,???,0,,0,,,0,0,,,5,,,,0,0,0,,1,1,1
Rapsel,,???,???,0,,,,,0,0,,,,,,,0,0,0,,1,1,63124
Raquettes,Raquettes,8,8,0,,0,,,0,0,,,1,,,,0,0,0,,1,7,7
Raquettes et volants,,,,,,,,,,,,,,,,,,,,,1,1,63124
Rasade,,6,???,0,"Savary, volume 3, 1748 : « Se dit de plusieurs petites étoffes rases et sans poil »",,,,0,0,,,,,,,0,0,0,,1,28,63124
Rasoirs,Rasoirs,6,6,0,,0,,,0,0,,,11,,,,0,0,0,,1,22,22
Rasoirs ; communs,,6,6,0,,0,,,0,0,,,2,,,,0,0,0,,1,1,63124
Ratafia,Ratafia,1,1,1,"« A term given to a species of liquors much esteemed » A New Supplement to the Pharmacopoeias of London, James Rennie",1,0,"Water, Ratafie",0,1,,,4,,,,0,0,0,,1,72,72
Ratine,Ratine,6,6b,0,Sorte d'étoffe de laine croisée (Savary),0,,,0,0,,,7,,,,0,0,0,,1,25,25
Ratine ; de Beauvais,,6,6b,0,,,,,0,0,,,,,,,0,0,0,,1,1,63124
Ratine ; de Hollande,,6,6b,0,,0,,,0,0,,,,,,,0,0,0,,1,1,63124
Ratine ; frisée,,6,6b,0,,0,,,0,0,,,,,,,0,0,0,,1,3,63124
Ratine ; teint,,,,,,,,,,,,,,,,,,,,,1,1,63124
Ratissoire,,,,,,,,,,,,,,,,,,,,,1,1,63124
Raveaux,,???,???,0,,0,,,0,0,,,,,,1,0,0,0,,1,1,63124
Raves,Raves,0,0a,0,,0,,,0,0,,,0,,,,0,0,0,,1,2,2
Raves ; de castor,Raves ; de castor,0,0a,0,,0,,,0,0,,,52,,,,0,0,0,,0,0,0
Raves ; de morue,,0,0a,0,,,,,0,0,,,,,,,0,0,0,,1,20,63124
Raves ; à filer,,0,0a,0,,,,,0,0,,,,,,,0,0,0,,1,1,63124
Ravitaillement,,,,,,,,,,,,,,,,,,,,,1,1,63124
Rayons,,8,8,0,,,,,0,0,,,,,,,0,0,0,,1,1,63124
Rayons ; de mouche à miel,,,,,,,,,,,,,,,,,,,,,1,1,63124
Raz ; de Saint-Cyr,Raz,6,6c,0,"M. Paulet, L'art du fabriquant d'étoffes de soie, septième section, 1777 : « Le tissu de ces trois genre de Raz-de-Saint-Cyr est toujours le même, la différence ne consiste que dans le plu ou le moins de soie »",0,,,0,0,,,1,,,,0,0,0,,1,2,34
Raz ; de Saint-Maure,,6,6c,0,,,,,0,0,,,,,,,0,0,0,,1,3,63124
Raz ; de castor,,6,6b,0,Ras ou raz : Nom que l'on donne à plusieurs sortes d'étoffes,,,,0,0,,,,,,,0,0,0,,1,5,63124
Raz ; de laine,,6,6b,0,,,,,0,0,,,,,,,0,0,0,,1,1,63124
Raz ; du Maroc,Raz,6,6b,0,"Savary, volume 3, 1748 : « Espèce de petites serges qui se fabriquent en divers endroits de Champagne […] elles se font partie de laines françaises et partie de laines communes d'Espagne »",0,,,0,0,,,9,,,,0,0,0,,1,32,34
Raz et revêche ; ???,,6,???,0,,0,,,0,0,,,,,,,0,0,0,,1,3,63124
Rebut,,,,,,,,,,,,,,,,,,,,,1,1,63124
Redingotes,Redingotes,6,6,0,,0,,,0,0,,,2,,,,0,0,0,,1,14,14
Redon,Redon,2,2,0,,0,,,0,0,,,24,,,,0,0,0,,1,4,4
Registres,Registres,8,8,0,,0,,,0,0,,,1,,,,0,0,0,,1,2,2
Reliquaires,Reliquaires,8,8,0,,0,,,0,0,,,1,,,,0,0,0,,1,1,1
Remorque ; de navire,,,,,,,,,,,,,,,,,,,,,1,1,63124
Remèdes,Remèdes,5,5,1,,0,,,0,1,,,1,,,,0,0,0,,1,32,32
Retaille ; de peau,Résine,2,2,0,,0,,,0,0,,,2,,,,0,0,0,,1,2,29
Rets,,,,,,,,,,,,,,,,,,,,,1,1,63124
Rets ; de charrette,,,,,,,,,,,,,,,,,,,,,1,1,63124
Rets ; de charrue,,,,,,,,,,,,,,,,,,,,,1,1,63124
Rets ; pour la chasse et la pêche,,,,,,,,,,,,,,,,,,,,,1,1,63124
Rets ; pour tisser,,,,,,,,,,,,,,,,,,,,,1,1,63124
Rets ; à pêcher,,,,,,,,,,,,,,,,,,,,,1,10,63124
Rets ; de charrue,,,,,,,,,,,,,,,,,,,,,1,5,63124
Rets ; à pêcher,,,,,,,,,,,,,,,,,,,,,1,10,63124
Reuche,,???,???,0,,,,,0,0,,,,,,,0,0,0,,1,2,63124
Reveche,,???,???,0,,,,,0,0,,,,,,,0,0,0,,1,2,63124
Rez,,,,,,,,,,,,,,,,,,,,,0,0,0
Rez ; de charrette,Rez,7,7,0,,0,,,0,0,,,5,,,,0,0,0,,0,0,0
Rez ; de charrue,Rez,6,6,0,,0,,,0,0,,,4,,,,0,0,0,,1,2,4
Rez ; pour la chasse et la pêche,,,,,,,,,,,,,,,,,,,,,0,0,0
Rez ; pour tisser,,,,,,,,,,,,,,,,,,,,,0,0,0
Rez ; à pêcher,Rez,6,6,0,,0,,,0,0,,,7,,,,0,0,0,,0,0,0
Rhapontica,,,,,,,,,,,,,,,,,,,,,1,1,63124
Rhubarbe,Rhubarbe,0,0a,1,"Pierre Hubert Nysten, Isidore Bricheteau, Ossian Henry, Joseph Briand, Dictionnaire de médecin, de chirurgie, de pharmacie, des sciences accessoires et de l'art vétérinaire, 8ème édition, 1840 : «La rhubarbe, employée comme médicament a  deux m",1,0,Rhubarb,0,1,,,4,,,,0,0,0,,1,331,331
Rhubarbe ; de Moscou,,0,0a,1,"Pierre Hubert Nysten, Isidore Bricheteau, Ossian Henry, Joseph Briand, Dictionnaire de médecin, de chirurgie, de pharmacie, des sciences accessoires et de l'art vétérinaire, 8ème édition, 1840 : «La rhubarbe, employée comme médicament a  deux m",1,0,Rhubarb,0,1,,,,,,,0,0,0,,1,10,63124
Rhubarbe ; de Moscou,,,,,,,,,,,,,,,,,,,,,1,6,63124
Rhubarbe ; du levant,,,,,,,,,,,,,,,,,,,,,1,4,63124
Rhum,,1,1,0,,0,,,0,0,,,1,,,,0,0,0,,1,3,63124
Rhum et tafia,,1,1,0,,,,,0,0,,,,,,,0,0,0,,1,35,63124
Rideau,,,,,,,,,,,,,,,,,,,,,1,1,63124
Rivet ; en bois,,,,,,,,,,,,,,,,,,,,,1,1,63124
Riz,Riz,0,0a,0,,0,,,0,0,,,63,Riz,Riz,,1,1,3,,1,1027,1027
Riz et garancine,,,,,,,,,,,,,,,,,,,,,1,1,63124
Robes,Robes,8,8,0,,0,,,0,0,,,1,,,,0,0,0,,1,9,12
Robes ; brodées,Robes,8,8,0,,0,,,0,0,,,77,,,,0,0,0,,1,2,12
Robes ; de chambre,Robes,8,8,0,,0,,,0,0,,,1,,,,0,0,0,,1,1,12
Robes ; de toile peinte,,8,8,0,,,,,0,0,,,,,,,0,0,0,,1,1,63124
Robinets ; de bronze,Robinets ; de bronze,8,8,0,,0,,,0,0,,,1,,,,0,0,0,,1,1,1
Robinets ; de cuivre,Robinets ; de cuivre,8,8,0,,0,,,0,0,,,6,,,,0,0,0,,1,3,3
Rocaille,Rocaille,2,2,0,,0,,,0,0,,,7,,,,0,0,0,,1,36,41
Rocaille ; de verre,Rocaille,2,2,0,,0,,,0,0,,,0,,,,0,0,0,,1,5,41
Roche ; de diable,,,,,,,,,,,,,,,,,,,,,1,1,63124
Roche de corne,,,,,,,,,,,,,,,,,,,,,1,1,63124
Rocou,,5,5,0,"Savary, volume 3, 1748 :  « Pour la teinture et la peinture »",,,,0,0,,,,,,,0,0,0,,1,2,63124
Rodon,,2,2,0,"Savary, volume 3, 1748 :  « REDN, que plusieurs appellent aussi RODON. Sote d'herbe ou plante qu'on ferme toutes les années de même que le chanvre. »",0,,,0,0,,,,,,1,0,0,0,,1,1,63124
Rogne,,2,2,0,,0,,,0,0,,,139,,,,0,0,0,,0,0,0
Rognes,Rognes,2,2,0,,0,,,0,0,,,1,,,,0,0,0,,1,7,7
Rognes ; de morue,,2,2,0,,,,,0,0,,,,,,,0,0,0,,1,2,63124
Rognes ; pour la pêche,,2,2,0,,,,,0,0,,,,,,,0,0,0,,0,0,0
Rognons ; de castor,Rognons ; de castor,0,0b,0,,0,,,0,0,,,36,,,,0,0,0,,1,129,129
Rognons ; de cerf,,0,0a,0,,,,,0,0,,,,,,,0,0,0,,1,1,63124
Rognons ; de rat musqué,,0,0a,0,,,,,0,0,,,,,,,0,0,0,,1,1,63124
Rognons ; de stockfish,,0,0a,0,,,,,0,0,,,,,,,0,0,0,,1,2,63124
Rognure,,2,2,0,,0,,,0,0,,,11,,,,0,0,0,,1,27,63124
Rognure ; d'ivoire,,2,2,0,,0,,,0,0,,,3,,,,0,0,0,,1,5,63124
Rognure ; d'écaille,,2,2,0,,0,,,0,0,,,0,,,,0,0,0,,1,5,63124
Rognure ; de baleines,,,,,,,,,,,,,,,,,,,,,1,1,63124
Rognure ; de cartes,,2,2,0,,0,,,0,0,,,47,,,,0,0,0,,1,64,63124
Rognure ; de cartes et de papier,,,,,,,,,,,,,,,,,,,,,1,1,63124
Rognure ; de castor,,2,2,0,,0,,,0,0,,,,,,,0,0,0,,1,5,63124
Rognure ; de chapeaux,,,,,,,,,,,,,,,,,,,,,1,1,63124
Rognure ; de corne,,2,2,0,,0,,,0,0,,,4,,,,0,0,0,,1,8,63124
Rognure ; de corne ; de cerf,,2,2,1,Platycerium : Les fougères de ce genre sont souvent appelées « cornes de cerf »,1,0,Cornu Cervi Calcinatum ou Hartshorn,0,1,,,8,,,,0,0,0,,1,9,63124
Rognure ; de cornes et de parchemins,,,,,,,,,,,,,,,,,,,,,1,1,63124
Rognure ; de cuir,,2,2,0,,0,,,0,0,,,15,,,,0,0,0,,1,4,63124
Rognure ; de cuir et de peaux,,,,,,,,,,,,,,,,,,,,,1,1,63124
Rognure ; de dent d'éléphant,,2,2,0,,0,,,0,0,,,5,,,,0,0,0,,1,4,63124
Rognure ; de drap,,2,2,0,,0,,,0,0,,,2,,,,0,0,0,,1,18,63124
Rognure ; de fer blanc,,,,,,,,,,,,,,,,,,,,,1,1,63124
Rognure ; de gaïac,,2,2,1,Le gaïac est un bois brun verdâtre très dur,,,,0,1,,,,,,,0,0,0,,1,1,63124
Rognure ; de mis,,2,2,0,,0,,,0,0,,,0,,,,0,0,0,,1,3,63124
Rognure ; de papier,,2,2,0,,0,,,0,0,,,1,,,,0,0,0,,1,7,63124
Rognure ; de parchemin,,2,2,0,,0,,,0,0,,,4,,,,0,0,0,,1,3,63124
Rognure ; de peau,,2,2,0,,0,,,0,0,,,28,,,,0,0,0,,1,34,63124
Rognures ; d'écailles,,2,2,0,,,,,0,0,,,,,,,0,0,0,,1,1,63124
Rognures ; de cartes,,2,2,0,,,,,0,0,,,,,,,0,0,0,,1,4,63124
Rognures ; de draps,,2,2,0,,0,,,0,0,,,1,,,,0,0,0,,1,1,63124
Rognures ; de parchemin,,2,2,0,,,,,0,0,,,,,,,0,0,0,,1,1,63124
Rognures ; de peau,,2,2,0,,,,,0,0,,,,,,,0,0,0,,1,2,63124
Rognures ; diverses,,2,2,0,,,,,0,0,,,,,,,0,0,0,,1,2,63124
Rognures ; d'ivoire,,2,2,0,,0,,,0,0,,,,,,,0,0,0,,1,3,63124
Rognures ; de peau,,,,,,,,,,,,,,,,,,,,,1,1,63124
Rogues,,,,,,,,,,,,,,,,,,,,,1,67,63124
Rogues ; de morue,,,,,,,,,,,,,,,,,,,,,1,39,63124
Rogues ; de stockfish,,,,,,,,,,,,,,,,,,,,,1,26,63124
Rogues ; de maquereaux,,,,,,,,,,,,,,,,,,,,,1,3,63124
Rogues ; de poisson,,,,,,,,,,,,,,,,,,,,,1,35,63124
Rogues ; pour la pêche,,,,,,,,,,,,,,,,,,,,,1,1,63124
Rol d'or,,???,???,0,,,,,0,0,,,,,,,0,0,0,,0,0,0
Roldor,Roldor,???,???,0,"Coriaria myrtifolia, la Corroyère à feuilles de myrte, est une espèce d'arbustes de la famille des Coriariaceae. Elle pousse en Espagne (Roldor), dans la zone est de la Méditerranée et dans le Sud de la France.",0,,,0,0,,,1,,,,0,0,0,,1,3,3
Rollet,,,,,,,,,,,,,,,,,,,,,1,2,63124
Rollet et batistes,,,,,,,,,,,,,,,,,,,,,1,1,63124
Romaines,Romaines,8,8,0,"Savary, volume 3, 1748 : «  Espèce de balance dont l'invention est fort ancienne, qui sert à peser diverses sortes de marchandises. »",0,,,0,0,,,2,,,,0,0,0,,1,2,2
Romals,,6,6d,0,"Savary, volume 3, 1748 : « Ce sont d'autres mouchoirs de toile de coton peinte sans aucune soie qui se fabriquent dans les Etats du Mogol »",,,,0,0,,,,,,,0,0,0,,1,2,63124
Romals ; pour mouchoir,,,,,,,,,,,,,,,,,,,,,1,2,63124
Romarin,,,,,,,,,,,,,,,,,,,,,1,1,63124
Romuls rouge,,???,???,0,,,,,0,0,,,,,,,0,0,0,,1,1,63124
Ronnais,Ronnais,???,???,0,,0,,,0,0,,,12,,,,0,0,0,,1,1,1
Roquelance écarlate,,???,???,0,,,,,0,0,,,,,,,0,0,0,,1,1,63124
Rosaire,Rosaire,8,8,0,,0,,,0,0,,,1,,,,0,0,0,,1,3,3
Roscou,,???,???,0,"Peut-être ROCOU ou ROUCOU : Savary, volume 3, 1748 :  « Pour la teinture et la peinture »",,,,0,0,,,,,,,0,0,0,,1,12,63124
Roseau,,2,2,0,,0,,,0,0,,,19,,,,0,0,0,,1,53,63124
Roseau ; champêtre,,2,2,0,,0,,,0,0,,,0,,,,0,0,0,,1,1,63124
Roseau ; coupé,,2,2,0,,0,,,0,0,,,1,,,,0,0,0,,1,1,63124
Roseau ; d'Espagne,,2,2,0,,0,,,0,0,,,33,,,,0,0,0,,1,6,63124
Roseau ; d'Inde,,,,,,,,,,,,,,,,,,,,,1,1,63124
Roses ; de provinces,Roses ; de provinces,2,2,0,,0,,,0,0,,,1,,,,0,0,0,,1,2,2
Rotin,Rotin,2,2,0,,0,,,0,0,,,66,,,,0,0,0,,1,46,46
Rouauls,Rouauls,???,???,0,,0,,,0,0,,,1,,,,0,0,0,,1,1,1
Roucou,,5,5,0,Drogue qui sert à la teinture et la peinture,,,,0,0,,,,,,,0,0,0,,1,1,63124
Roucou et oléane,,,,,,,,,,,,,,,,,,,,,1,1,63124
Roue,Roue,6,6,0,,0,,,0,0,,,30,,,,0,0,0,,1,36,43
Roue ; de bois,Roue,6,6,0,,0,,,0,0,,,1,,,,0,0,0,,1,1,43
Roue ; de chariot,,,,,,,,,,,,,,,,,,,,,1,1,63124
Roue ; de charrette,Roue,6,6,0,,0,,,0,0,,,1,,,,0,0,0,,1,3,43
Roue ; diverses,Roue,6,6,0,,0,,,0,0,,,8,,,,0,0,0,,1,3,43
Roue ; ferrées,,,,,,,,,,,,,,,,,,,,,1,1,63124
Roue ; neuves,,,,,,,,,,,,,,,,,,,,,1,1,63124
Roue ; non ferrées,,,,,,,,,,,,,,,,,,,,,1,2,63124
Rouergues,,???,???,0,,0,,,0,0,,,,,,,0,0,0,,1,1,63124
Roues ; de brouettes,,6,6,0,,,,,0,0,,,,,,,0,0,0,,1,2,63124
Roues ; de chaises,,6,6,0,,,,,0,0,,,,,,,0,0,0,,1,3,63124
Roues ; de charrette,,6,6,0,,,,,0,0,,,,,,,0,0,0,,1,4,63124
Roues ; de morue,,6,6,0,,,,,0,0,,,,,,,0,0,0,,1,1,63124
Roues ; à cabrouets,,6,6,0,,,,,0,0,,,,,,,0,0,0,,1,11,63124
Rouets,Rouets,7,7,0,,0,,,0,0,,,6,,,,0,0,0,,1,12,22
Rouets ; à filer,Rouets,7,7,0,,0,,,0,0,,,7,,,,0,0,0,,1,10,22
Rouge,Rouge,5,5,0,,0,,,0,0,5,5,2,,,,0,0,0,,1,4,40
Rouge ; Annatto colorant,,,,,,,,,,,,,,,,,,,,,1,1,63124
Rouge ; brun,Rouge,5,5,0,,0,,,0,0,,,2,,,,0,0,0,,1,14,40
Rouge ; clair,,5,5,0,,,,,0,0,,,,,,,0,0,0,,1,2,63124
Rouge ; commun,,,,,,,,,,,,,,,,,,,,,1,1,63124
Rouge ; commun ; en poudre,,5,5,0,,,,,0,0,,,,,,,0,0,0,,1,1,63124
Rouge ; d'Angleterre,Rouge,5,5,0,,0,,,0,0,5,5,111,,,,0,0,0,,1,4,40
Rouge ; d'Espagne,Rouge,5,5,0,,0,,,0,0,,,3,,,,0,0,0,,1,2,40
Rouge ; d'Inde,Rouge,5,5,0,,0,,,0,0,,,241,,,,0,0,0,,1,3,40
Rouge ; de Perse,,,,,,,,,,,,,,,,,,,,,1,2,63124
Rouge ; de Perse et de rosse,,,,,,,,,,,,,,,,,,,,,1,2,63124
Rouge ; de rosse,,,,,,,,,,,,,,,,,,,,,1,1,63124
Rouge ; en Pierre,Rouge,5,5,0,,0,,,0,0,,,1,,,,0,0,0,,1,1,40
Rouge ; en pierres,,5,5,0,,,,,0,0,,,,,,,0,0,0,,1,1,63124
Rouge ; en poudre,,5,5,0,,,,,0,0,,,,,,,0,0,0,,1,4,63124
Rouge ; gras,,5,5,0,,,,,0,0,,,,,,,0,0,0,,1,5,63124
Rouge ; gros,Rouge,5,5,0,,0,,,0,0,5,5,15,,,,0,0,0,,1,8,40
"Roulleaux, Rooles",Rouge,???,???,0,,0,,,0,0,,,,,,,0,0,0,,1,4,40
Ruban,Ruban,6,???,0,,0,,,0,0,,,36,,,,0,0,0,,1,219,1876
Ruban ; au quart,Ruban,6,???,0,,0,,,0,0,,,13,,,,0,0,0,,1,5,1876
Ruban ; au quart de soie,,,,,,,,,,,,,,,,,,,,,1,1,63124
Ruban ; d'argent,Ruban,6,???,0,,0,,,0,0,,,19,,,,0,0,0,,1,6,1876
Ruban ; d'or,Ruban,6,???,0,,0,,,0,0,,,5,,,,0,0,0,,1,6,1876
Ruban ; d'or et d'argent,Ruban,6,6a,0,,0,,,0,0,,,3,,,,0,0,0,,1,142,1876
Ruban ; de Elberfeld,,,,,,,,,,,,,,,,,,,,,1,1,63124
Ruban ; de cuivre,,,,,,,,,,,,,,,,,,,,,1,1,63124
Ruban ; de fer,,,,,,,,,,,,,,,,,,,,,1,1,63124
Ruban ; de fil,Ruban,6,6a,0,,0,,,0,0,,,20,,,,0,0,0,,1,264,1876
Ruban ; de fil ; blanc,Ruban,6,6a,0,,0,,,0,0,,,1,,,,0,0,0,,1,2,1876
Ruban ; de fil ; blanc et d'argent ; faux,Ruban,6,6a,0,,0,,,0,0,,,1,,,,0,0,0,,1,1,1876
Ruban ; de fil ; d or et d'argent,Ruban,6,6a,0,,0,,,0,0,,,,,,,0,0,0,,1,8,1876
Ruban ; de fil ; teint,Ruban,6,6a,0,,0,,,0,0,,,1,,,,0,0,0,,1,1,1876
Ruban ; de fil en laine,,6,6b,0,,,,,0,0,,,,,,,0,0,0,,1,7,63124
Ruban ; de fil et laine,Ruban,6,6b,0,,0,,,0,0,,,19,,,,0,0,0,,1,47,1876
Ruban ; de filoselle,Ruban,6,6c,0,"Savary, volume 3, 1748 : « Nom que l'on donne en Languedoc à une espèce de grosse soie »",0,,,0,0,,,21,,,,0,0,0,,1,17,1876
Ruban ; de filozelle,,6,6c,0,,,,,0,0,,,,,,,0,0,0,,1,1,63124
Ruban ; de fleuret,Ruban,6,6c,0,,0,,,0,0,,,42,,,,0,0,0,,1,22,1876
Ruban ; de fleurs,,,,,,,,,,,,,,,,,,,,,1,2,63124
Ruban ; de laine,Ruban,6,6b,0,,0,,,0,0,,,28,,,,0,0,0,,1,37,1876
"Ruban ; de laine, d'or et d'argent",,6,6b,0,,,,,0,0,,,,,,,0,0,0,,1,2,63124
Ruban ; de soie,Ruban,6,6c,0,,0,,,0,0,,,123,,,,0,0,0,,1,832,1876
Ruban ; de soie et argent,Ruban,6,6c,0,,0,,,0,0,,,4,,,,0,0,0,,1,2,1876
Ruban ; de soie et fil,Ruban,6,???,0,,0,,,0,0,,,6,,,,0,0,0,,1,1,1876
Ruban ; de soie et fleur,Ruban,6,6c,0,,0,,,0,0,,,8,,,,0,0,0,,1,1,1876
Ruban ; de soie et laine,,6,???,0,,,,,0,0,,,,,,,0,0,0,,1,1,63124
Ruban ; divers,,6,???,0,,,,,0,0,,,,,,,0,0,0,,1,1,63124
Ruban ; dorure ; d'argent,Ruban,6,???,0,,0,,,0,0,,,197,,,,0,0,0,,1,15,1876
Ruban ; dorure ; d'or,Ruban,6,???,0,,0,,,0,0,,,2,,,,0,0,0,,1,11,1876
Ruban ; dorure ; d'or et d'argent,Ruban,6,???,0,,0,,,0,0,,,11,,,,0,0,0,,1,40,1876
Ruban ; dorure ; d'or et d'argent ; faux,Ruban,6,???,0,,0,,,0,0,,,0,,,,0,0,0,,1,3,1876
Ruban ; dorure ; d'or et d'argent ; fin,Ruban,6,???,0,,0,,,0,0,,,,,,,0,0,0,,1,8,1876
Ruban ; dorure ; or et argent,Ruban,6,???,0,,0,,,0,0,,,13,,,,0,0,0,,1,11,1876
Ruban ; mi soie,Ruban,6,6c,0,,0,,,0,0,,,12,,,,0,0,0,,1,12,1876
Ruban ; ordinaire,Ruban,6,6a,0,,0,,,0,0,,,2,,,,0,0,0,,1,103,1876
Ruban ; pour vêtements,,,,,,,,,,,,,,,,,,,,,1,1,63124
Ruban ; quart de soie,,6,6c,0,,,,,0,0,,,,,,,0,0,0,,1,1,63124
Ruban ; velouté,Ruban,6,???,0,,0,,,0,0,,,3,,,,0,0,0,,1,1,1876
Rubanerie ; de soie,Ruban,6,6c,0,,0,,,0,0,,,29,,,,0,0,0,,1,39,1876
Rubanerie ; diverse,Ruban,6,???,0,,0,,,0,0,,,10,,,,0,0,0,,1,3,1876
Rubanerie ; ordinaire,Ruban,6,6a,0,,0,,,0,0,,,11,,,,0,0,0,,1,17,1876
Rubans et passementerie ; de soie,,6,6c,0,,,,,0,0,,,,,,,0,0,0,,1,6,63124
Rubans et passementerie ; divers,,6,???,0,,,,,0,0,,,,,,,0,0,0,,1,6,63124
Ruban ; orné,,6,???,0,,,,,0,0,,,,,,,0,0,0,,1,10,63124
Rubarbe fil,,???,???,0,"Peut-être est-ce rhubarbe, dans ce cas 0,0a",,,,0,0,,,,,,,0,0,0,,1,1,63124
Rubea ; major,Rubea ; major,2,2,0,"Savary, volume 3, 1748 : « Rubia Tintorum : C'est la racine d'une plante dont les teinturiers se servent pour teindre en rouge […] Et par le tarif de Lyon où elle est appellée RUBEA »",0,,,0,0,,,29,,,,0,0,0,,1,7,7
Rubia tintorum,Rubia tintorum,5,5,0,Racine d'une plante pour teinture,0,,,0,0,,,19,,,,0,0,0,,1,8,8
Ruches,,,,,,,,,,,,,,,,,,,,,1,1,63124
Ruches ; à miel,Ruches,6,6,0,,0,,,0,0,,,4,,,,0,0,0,,1,9,10
Ruches ; à mouche,Ruches,6,6,0,,0,,,0,0,,,2,,,,0,0,0,,1,1,10
Rusque ; de chêne,Rusque ; de chêne,2,2,0,,0,,,0,0,,,3,,,,0,0,0,,1,2,2
Rusque ; de pin,Rusque ; de pin,2,2,0,,0,,,0,0,,,3,,,,0,0,0,,1,14,14
Râpes,Rapes,6,6,0,,0,,,0,0,,,4,,,,0,0,0,,1,4,4
Réagal,Réagal,2,2,0,"Savary, volume 3, 1748 : « Minéral ou espèce d'arsenic rouge »",0,,,0,0,,,8,,,,0,0,0,,1,10,10
Réchaud ; de terre,,6,6,0,,,,,0,0,,,,,,,0,0,0,,1,1,63124
Récipients ; en cuivre,,6,6,0,,0,,,0,0,,,75,,,,0,0,0,,1,264,63124
Réglisse,,2,2,1,"Savary, volume 3, 1748 : ou GLICYRRHIZZA ou LIQUIRITIA ou RADIX DULCIS « Vertu douce et rafraîchissante. Il n'y a guère de racine qui soit plus connue en France. » Utilisée dans diverses remèdes",1,1,Succus Liquoritiae,0,1,,,,,,,0,0,0,,1,7,63124
Réglisse ; bois et jus,,,,,,,,,,,,,,,,,,,,,1,1,63124
Réseaux ; d'argent,Réseaux ; d'argent,???,???,0,,0,,,0,0,,,26,,,,0,0,0,,1,8,8
Réseaux ; d'or,Réseaux ; d'or,???,???,0,,0,,,0,0,,,23,,,,0,0,0,,1,3,3
Réseaux ; d'or et d'argent,Réseaux ; d'or et d'argent,???,???,0,,0,,,0,0,,,1,,,,0,0,0,,1,2,2
Résine,Résine,2,2,0,,0,,,0,0,,,3,,,,0,0,0,,1,27,29
Résine ; de Jalap,,2,2,1,"Savary, volume 2, 1748 : « ou SOLANUM MEXICAMON. Racine très purgative qu'on apporte des Indes Occidentales & de l'Ile de Madère. […]  On tire du Jalap […] une résine liquide qu'on estime plus que le Jalap même »",1,0,Rezini Jallapi,0,1,,,,,,,0,0,0,,1,5,63124
Résine ; de fer,,2,2,0,,0,,,0,0,,,10,,,,0,0,0,,1,1,63124
