numrodeligne,dataentryby,sources,sourcepath,sourcetype,sheet,year,exportsimports,marchandises,direction,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks
1150,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,35,1750,Exports,Papier,Marseille,Nord qui comprend les villes anseatiques,"80,00",rames,"6,0000000","480,00","0,00",
1151,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,35,1750,Exports,Pierre Ponce,Marseille,Nord qui comprend les villes anseatiques,"805,00",livres,"0,0500000","40,25","-0,25",
1152,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,35,1750,Exports,Pignons depine,Marseille,Nord qui comprend les villes anseatiques,"1 640,00",livres,"0,3000000","492,00","0,00",
1153,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,35,1750,Exports,Poissons salés,Marseille,Nord qui comprend les villes anseatiques,"21 136,00",livres,"0,2500000","5 284,00","0,00",
1154,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,35,1750,Exports,Pommade,Marseille,Nord qui comprend les villes anseatiques,"350,00",livres,"1,5000000","525,00","0,00",
1155,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,35,1750,Exports,Prunes,Marseille,Nord qui comprend les villes anseatiques,"57 224,00",livres,"0,2000000","11 444,80","-0,80",
1156,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,35,1750,Exports,Raisins secs,Marseille,Nord qui comprend les villes anseatiques,"179 672,00",livres,"0,2000000","35 934,40","-0,40",
1157,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,35,1750,Exports,Ris,Marseille,Nord qui comprend les villes anseatiques,"169 360,00",livres,"0,1200000","20 323,20","-0,20",
1158,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,35,1750,Exports,Saffran,Marseille,Nord qui comprend les villes anseatiques,"581,00",livres,"15,0000000","8 715,00","0,00",
1159,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,35,1750,Exports,Saffranum,Marseille,Nord qui comprend les villes anseatiques,"36 189,00",livres,"0,6500000","23 522,85","-0,85",
1160,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,35,1750,Exports,Savon blanc,Marseille,Nord qui comprend les villes anseatiques,"1 824,00",livres,"0,3500000","638,40","-0,40",
1161,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,35,1750,Exports,Savon madré,Marseille,Nord qui comprend les villes anseatiques,"70 622,00",livres,"0,4000000","28 248,80","-0,80",
1162,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,35,1750,Exports,Sel armoniac,Marseille,Nord qui comprend les villes anseatiques,"3 785,00",livres,"1,0000000","3 785,00","0,00",
1163,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,35,1750,Exports,Sené,Marseille,Nord qui comprend les villes anseatiques,"120,00",livres,"1,5000000","180,00","0,00",
1164,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,35,1750,Exports,Sirop de capillaire,Marseille,Nord qui comprend les villes anseatiques,"851,00",livres,"1,0000000","851,00","0,00",
1165,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,35,1750,Exports,Souffre,Marseille,Nord qui comprend les villes anseatiques,"3 700,00",livres,"0,1500000","555,00","0,00",
1166,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,35,1750,Exports,Soye apretée,Marseille,Nord qui comprend les villes anseatiques,"1 428,00",livres,"20,0000000","28 560,00","0,00",
1167,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,35,1750,Exports,Tartre,Marseille,Nord qui comprend les villes anseatiques,"5 675,00",livres,"0,2400000","1 362,00","0,00",
1168,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,35,1750,Exports,Thonine,Marseille,Nord qui comprend les villes anseatiques,"120,00",livres,"0,4000000","48,00","0,00",
1169,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,35,1750,Exports,Truffes,Marseille,Nord qui comprend les villes anseatiques,"340,00",livres,"4,0000000","1 360,00","0,00",
1170,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,35,1750,Exports,Toille blanche,Marseille,Nord qui comprend les villes anseatiques,"4 500,00",livres,"4,0000000","18 000,00","0,00",
1171,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,35,1750,Exports,Verdet,Marseille,Nord qui comprend les villes anseatiques,"7 652,00",livres,"0,8000000","6 121,60","-0,60",
1172,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,35,1750,Exports,Vin de chipres,Marseille,Nord qui comprend les villes anseatiques,"10,00",milleroles,"90,0000000","900,00","0,00",
1173,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,35,1750,Exports,Vin muscat,Marseille,Nord qui comprend les villes anseatiques,"5,00",milleroles,"50,0000000","250,00","0,00",
1174,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,35,1750,Exports,Vin rouge commun,Marseille,Nord qui comprend les villes anseatiques,"108,00",milleroles,"9,0000000","972,00","0,00",
1175,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,35,1750,Exports,Vin aigre,Marseille,Nord qui comprend les villes anseatiques,"11,00",milleroles,"8,0000000","88,00","0,00",
1176,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,35,1750,Exports,Vitriol,Marseille,Nord qui comprend les villes anseatiques,"1 198,00",livres,"0,6000000","718,80","-0,80",
1177,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,36,1750,Exports,Bas de filoselle,Marseille,Portugal,"100,00",livres,"15,0000000","1 500,00","0,00",
1178,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,36,1750,Exports,Bas de soye,Marseille,Portugal,"75,00",livres,"40,0000000","3 000,00","0,00",
1179,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,36,1750,Exports,Capres,Marseille,Portugal,"331,00",livres,"0,2200000","72,82","-0,82",
1180,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,36,1750,Exports,Cartes a jouer,Marseille,Portugal,"200,00",grosses,"18,0000000","3 600,00","0,00",
1181,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,36,1750,Exports,Chapeaux poil et laine,Marseille,Portugal,"30,00",douzaines,"48,0000000","1 440,00","0,00",
1182,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,36,1750,Exports,Cire blanche ouvrée,Marseille,Portugal,"9 117,00",livres,"1,8000000","16 410,60","-0,60",
1183,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,36,1750,Exports,Creme de tartre,Marseille,Portugal,"1 048,00",livres,"0,4500000","471,60","-0,60",
1184,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,36,1750,Exports,Draperie petite,Marseille,Portugal,"9 575,00",livres,"3,0000000","28 725,00","0,00",
1185,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,36,1750,Exports,Drogueries,Marseille,Portugal,"5 655,00",livres,"1,0000000","5 655,00","0,00",
1186,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,36,1750,Exports,Eau de melisse,Marseille,Portugal,"300,00",livres,"1,6500000","495,00","0,00",
1187,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,36,1750,Exports,Eau de la Reyne d'hongrie,Marseille,Portugal,"1 500,00",livres,"0,7500000","1 125,00","0,00",
1188,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,36,1750,Exports,Encens,Marseille,Portugal,"8 992,00",livres,"0,8000000","7 193,60","-0,60",
1189,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,36,1750,Exports,Etoffes de soye,Marseille,Portugal,"200,00",livres,"40,0000000","8 000,00","0,00",
1190,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,36,1750,Exports,Fayances,Marseille,Portugal,"500,00",livres,"0,5000000","250,00","0,00",
1191,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,36,1750,Exports,Feves,Marseille,Portugal,"600,00",charges,"12,0000000","7 200,00","0,00",
1192,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,36,1750,Exports,Galles,Marseille,Portugal,"5 635,00",livres,"0,5000000","2 817,50","-0,50",
1193,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,36,1750,Exports,Huile de noix,Marseille,Portugal,"240,00",livres,"0,2000000","48,00","0,00",
1194,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,36,1750,Exports,Iris,Marseille,Portugal,"445,00",livres,"0,2000000","89,00","0,00",
1195,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,36,1750,Exports,Liqueurs,Marseille,Portugal,"1 500,00",livres,"0,7500000","1 125,00","0,00",
1196,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,36,1750,Exports,Librairies,Marseille,Portugal,"600,00",livres,"2,0000000","1 200,00","0,00",
1197,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,36,1750,Exports,Papier a ecrire,Marseille,Portugal,"168,00",rames,"6,0000000","1 008,00","0,00",
1198,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,36,1750,Exports,Parchemin,Marseille,Portugal,"400,00",livres,"3,0000000","1 200,00","0,00",
1199,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,36,1750,Exports,Peaux de chamois,Marseille,Portugal,"1 280,00",livres,"1,2500000","1 600,00","0,00",
1200,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,36,1750,Exports,Peaux de mouton apretées,Marseille,Portugal,"8 050,00",livres,"1,0000000","8 050,00","0,00",
1201,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,36,1750,Exports,Plants de vigne,Marseille,Portugal,"140,00",en nombre,"1,0000000","140,00","0,00",
1202,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,36,1750,Exports,Poissons salés,Marseille,Portugal,"215,00",livres,"0,2500000","53,75","-0,75",
1203,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,36,1750,Exports,Quincailles,Marseille,Portugal,"1 556,00",livres,"1,0000000","1 556,00","0,00",
1204,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,36,1750,Exports,Ris,Marseille,Portugal,"62 425,00",livres,"0,1200000","7 491,00","0,00",
1205,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,36,1750,Exports,Salsepareille,Marseille,Portugal,"115,00",livres,"2,0000000","230,00","0,00",
1206,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,36,1750,Exports,Sirop de capillaire,Marseille,Portugal,"200,00",livres,"1,0000000","200,00","0,00",
1207,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,36,1750,Exports,Souffre,Marseille,Portugal,"77 496,00",livres,"0,1500000","11 624,40","-0,40",
1208,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,36,1750,Exports,Sucre candy,Marseille,Portugal,"320,00",livres,"1,1000000","352,00","0,00",
1209,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,37,1750,Exports, Toille piquée,Marseille,Portugal,"25,00",livres,"20,0000000","500,00","0,00",
1210,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,37,1750,Exports,Vaisselle d'argent,Marseille,Portugal,"6,00",caisses,"5 000,0000000","30 000,00","0,00",
1211,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,37,1750,Exports,Velours,Marseille,Portugal,"20,00",pièces,"400,0000000","8 000,00","0,00",
1212,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,37,1750,Exports,Verdet,Marseille,Portugal,"2 383,00",livres,"0,8000000","1 906,40","-0,40",
1213,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,37,1750,Exports,Acier,Marseille,Savoye et Piemont,"103,00",livres,"0,3500000","36,05","-0,05",
1214,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,37,1750,Exports,Ails,Marseille,Savoye et Piemont,"40,00",livres,"0,1500000","6,00","0,00",
1215,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,37,1750,Exports,Amandes cassées,Marseille,Savoye et Piemont,"510,00",livres,"0,2000000","102,00","0,00",
1216,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,37,1750,Exports,Bazannes tannées,Marseille,Savoye et Piemont,"1,00",douzaines,"12,0000000","12,00","0,00",
1217,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,37,1750,Exports,Boules de buys,Marseille,Savoye et Piemont,"1 400,00",livres,"0,1500000","210,00","0,00",
1218,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,37,1750,Exports,Cardes a carder,Marseille,Savoye et Piemont,"53,00",paires,"3,0000000","159,00","0,00",
1219,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,37,1750,Exports,Chanvre cru,Marseille,Savoye et Piemont,"20,00",livres,"0,2000000","4,00","0,00",
1220,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,37,1750,Exports,Chapeaux de laine,Marseille,Savoye et Piemont,"42,00",livres,"3,0000000","126,00","0,00",
1221,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,37,1750,Exports,Colombine,Marseille,Savoye et Piemont,"16,00",charges,"15,0000000","240,00","0,00",
1222,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,37,1750,Exports,Cordages,Marseille,Savoye et Piemont,"56,00",livres,"0,3000000","16,80","-0,80",
1223,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,37,1750,Exports,Cordeillas,Marseille,Savoye et Piemont,"1 964,00",pièces,"60,0000000","117 840,00","0,00",
1224,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,37,1750,Exports,Cordeillas,Marseille,Savoye et Piemont,"6,00",canes,"6,0000000","36,00","0,00",
1225,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,37,1750,Exports,Cuirs de beuf tannés,Marseille,Savoye et Piemont,"16,00",en nombre,"36,0000000","576,00","0,00",
1226,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,37,1750,Exports,Cuirs de vache en poil,Marseille,Savoye et Piemont,"11,00",en nombre,"10,0000000","110,00","0,00",
1227,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,37,1750,Exports,Cuirs de vache tannés,Marseille,Savoye et Piemont,"105,00",en nombre,"26,0000000","2 730,00","0,00",
1228,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,37,1750,Exports,Cuirs de vache tannés,Marseille,Savoye et Piemont,"101,00",livres,"0,5000000","50,50","-0,50",
1229,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,37,1750,Exports,Cuirs de vache tannés,Marseille,Savoye et Piemont,"60,00",livres,"0,1500000","9,00","0,00",
1230,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,37,1750,Exports,Escarasses,Marseille,Savoye et Piemont,"5,00",paires,"2,0000000","10,00","0,00",
1231,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,37,1750,Exports,Escarasses,Marseille,Savoye et Piemont,"9,00",livres,"0,3500000","3,15","-0,15",
1232,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,37,1750,Exports,Etamine de laine,Marseille,Savoye et Piemont,"2,00",livres,"12,0000000","24,00","0,00",
1233,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,37,1750,Exports,Faulx a faucher,Marseille,Savoye et Piemont,"4,00",en nombre,"2,0000000","8,00","0,00",
1234,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,37,1750,Exports,Fer ouvré,Marseille,Savoye et Piemont,"304,00",livres,"0,2500000","76,00","0,00",
1235,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,37,1750,Exports,Formes a souliers,Marseille,Savoye et Piemont,"6,00",en nombre,"0,5000000","3,00","0,00",
1236,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,37,1750,Exports,Fromages,Marseille,Savoye et Piemont,"15,00",livres,"0,2000000","3,00","0,00",
1237,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,37,1750,Exports,Graine de trefle,Marseille,Savoye et Piemont,"34,00",livres,"0,0500000","1,70","0,30",
1238,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,37,1750,Exports,Huile d'olives,Marseille,Savoye et Piemont,"1 175,00",livres,"0,4000000","470,00","0,00",
1239,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,37,1750,Exports,Miel,Marseille,Savoye et Piemont,"3,00",livres,"0,1500000","0,45","0,55",
1240,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,37,1750,Exports,Mulets jeunes,Marseille,Savoye et Piemont,"1,00",pièces,"150,0000000","150,00","0,00",
1241,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,38,1750,Exports,Peaux de mouton blanches,Marseille,Savoye et Piemont,"1 720,00",livres,"1,0000000","1 720,00","0,00",
1242,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,38,1750,Exports,Peaux de veau tannées,Marseille,Savoye et Piemont,"3,00",peaux,"8,0000000","24,00","0,00",
1243,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,38,1750,Exports,Poires,Marseille,Savoye et Piemont,"8,00",livres,"0,1500000","1,20","-0,20",
1244,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,38,1750,Exports,Poissons frits,Marseille,Savoye et Piemont,"123,00",barils,"10,0000000","1 230,00","0,00",
1245,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,38,1750,Exports,Poix noire,Marseille,Savoye et Piemont,"14,00",livres,"0,0500000","0,70","0,30",
1246,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,38,1750,Exports,Poreaux,Marseille,Savoye et Piemont,"200,00",livres,"0,0400000","8,00","0,00",
1247,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,38,1750,Exports,Pruneaux,Marseille,Savoye et Piemont,"1 060,00",livres,"0,2000000","212,00","0,00",
1248,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,38,1750,Exports,Rognures de cuir,Marseille,Savoye et Piemont,"100,00",livres,"0,0500000","5,00","0,00",
1249,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,38,1750,Exports,Serges a doubler,Marseille,Savoye et Piemont,"2,00",livres,"3,0000000","6,00","0,00",
1250,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,38,1750,Exports,Sonnetes,Marseille,Savoye et Piemont,"14,00",livres,"1,5000000","21,00","0,00",
1251,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,38,1750,Exports,Souliers,Marseille,Savoye et Piemont,"6,00",paires,"3,5000000","21,00","0,00",
1252,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,38,1750,Exports,Souliers,Marseille,Savoye et Piemont,"80,00", livres,"4,0000000","320,00","0,00",
