numerodeligne,dataentryby,source,SourcePath,SourceType,year,exportsimports,destination,bureaux,sheet,marchandises,pays,value,quantit,origine,total,quantity_unit,Leurvaleursubtotal_1,leurvaleursubtotal_2,leurvaleursubtotal_3,prix_unitaire,probleme,remarks,Double compte,
826,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,St Domingue,,7,Vinaigre,,6985,160,,,pintes,9526,,,,,,2,
827,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,La Martinique,,7,Vinaigre,,1643,95,,,muids,9526,,,,,,1,
828,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,La Martinique,,7,Vinaigre,,1643,201,,,pintes,9526,,,,,,2,
829,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,La Guadeloupe,,7,Vinaigre,,814,47,,,muids,9526,,,,,,1,
830,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,La Guadeloupe,,7,Vinaigre,,814,195,,,pintes,9526,,,,,,2,
831,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,Cayenne et Guyanne,,7,Vinaigre,,84,4,,,muids,9526,,,,,,1,
832,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,Cayenne et Guyanne,,7,Vinaigre,,84,265,,,pintes,9526,,,,,,2,
833,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,7,Vinaigre,,862,50,,,muids,9526,,,,,,1,
834,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,7,Vinaigre,,862,45,,,pintes,9526,,,,,,2,
835,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,St Domingue,,7,Vins ; ???,,2974848,69343,,,muids,3956821,3956821,,,,,1,
836,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,St Domingue,,7,Vins ; ???,,2974848,236,,,pintes,3956821,,,,,,2,
837,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,La Martinique,,7,Vins ; ???,,563514,13135,,,muids,3956821,,,,,,1,
838,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,La Martinique,,7,Vins ; ???,,563514,164,,,pintes,3956821,,,,,,2,
839,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,La Guadeloupe,,7,Vins ; ???,,394292,9190,,,muids,3956821,,,,,,1,
840,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,La Guadeloupe,,7,Vins ; ???,,394292,281,,,pintes,3956821,,,,,Le pdf donne aussi la quantité en nombres,2,
841,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,Cayenne et Guyanne,,7,Vins ; ???,,24167,563,,,muids,3956821,,,,,Le pdf donne aussi la quantité en nombres,1,
842,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,Cayenne et Guyanne,,7,Vins ; ???,,24167,106,,,pintes,3956821,,,,,,2,
843,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,7,Vins ; ???,,77431,1804,,,muids,3956821,,,,,,1,
844,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,7,Vins ; ???,,77431,282,,,pintes,3956821,,,,,,2,
845,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,St Domingue,,7,Vin ; vin de liqueurs divers,,12306,28,,,muids,19187,19189,,,,,1,
846,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,St Domingue,,7,Vin ; vin de liqueurs divers,,12306,116,,,pintes,19187,,,,,,2,
847,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,La Martinique,,7,Vin ; vin de liqueurs divers,,2125,4,,,muids,19187,,,,,,1,
848,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,La Martinique,,7,Vin ; vin de liqueurs divers,,2125,265,,,pintes,19187,,,,,,2,
849,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,La Guadeloupe,,7,Vin ; vin de liqueurs divers,,4712,10,,,muids,19187,,,,,,0,
850,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,La Guadeloupe,,7,Vin ; vin de liqueurs divers,,4712,262,,,pintes,19187,,,,,,1,
851,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,Cayenne et Guyanne,,7,Vin ; vin de liqueurs divers,,46,20,,,pintes,19187,,,,,,2,
852,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,7,Vin ; vin de liqueurs divers,,487,1,,,muids,19187,,,,,,1,
853,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,7,Vin ; vin de liqueurs divers,,487,37,,,pintes,19187,,,,,,2,
