numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,value,quantit,quantity_unit,prix_unitaire,problème,remarks,doubleaccounts
12824,Demba,41 ETP 270 / 9430,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1767,Imports,La Rochelle,2,Bois ; à teindre,Hollande,200.75,803,livres,.25,0,,0
12825,Demba,41 ETP 270 / 9430,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1767,Imports,La Rochelle,2,Borax,Hollande,228,38,livres,6,0,,0
12826,Demba,41 ETP 270 / 9430,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1767,Imports,La Rochelle,2,bourre de Beuf,Hollande,891.3,8913,livres,.1,0,,0
12827,Demba,41 ETP 270 / 9430,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1767,Imports,La Rochelle,2,bray Gras,Hollande,2544,159,barils,16,0,,0
12828,Demba,41 ETP 270 / 9430,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1767,Imports,La Rochelle,2,Briques,Hollande,159,10600,nombre,.015,0,prix divisé par 1000,0
12829,Demba,41 ETP 270 / 9430,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1767,Imports,La Rochelle,2,brun rouge,Hollande,4377.3,29182,livres,.15,0,,0
12830,Demba,41 ETP 270 / 9430,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1767,Imports,La Rochelle,2,Canelle,Hollande,448,32,livres,14,0,,0
12831,Demba,41 ETP 270 / 9430,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1767,Imports,La Rochelle,2,Cauris,Hollande,18841.9,17129,livres,1.1,0,,0
12832,Demba,41 ETP 270 / 9430,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1767,Imports,La Rochelle,2,Céruze,Hollande,12861.75,51447,livres,.25,0,,0
12833,Demba,41 ETP 270 / 9430,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1767,Imports,La Rochelle,2,chandelle,Hollande,987.2,2468,livres,.4,0,,0
12834,Demba,41 ETP 270 / 9430,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1767,Imports,La Rochelle,2,Charbon de Terre,Hollande,4800,160,tonneaux,30,0,,0
12835,Demba,41 ETP 270 / 9430,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1767,Imports,La Rochelle,2,Cinabre,Hollande,132,22,livres,6,0,,0
12836,Demba,41 ETP 270 / 9430,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1767,Imports,La Rochelle,2,Cire Jeaune,Hollande,6708.75,5367,livres,1.25,0,,0
12837,Demba,41 ETP 270 / 9430,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1767,Imports,La Rochelle,2,Clouds de fer,Hollande,16390.5,65562,livres,.25,0,,0
12838,Demba,41 ETP 270 / 9430,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1767,Imports,La Rochelle,2,Clouds de Geroffle,Hollande,970,97,livres,10,0,,0
12839,Demba,41 ETP 270 / 9430,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1767,Imports,La Rochelle,2,Colle Commune,Hollande,81.59999999999999,272,livres,.3,0,,0
12840,Demba,41 ETP 270 / 9430,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1767,Imports,La Rochelle,2,colle forte,Hollande,92.7,206,livres,.45,0,,0
12841,Demba,41 ETP 270 / 9430,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1767,Imports,La Rochelle,2,Couperose,Hollande,4284.6,57128,livres,.075,0,,0
12842,Demba,41 ETP 270 / 9430,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1767,Imports,La Rochelle,2,Creusets,Hollande,264,660,jets,.4,0,,0
12843,Demba,41 ETP 270 / 9430,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1767,Imports,La Rochelle,2,Cuivre brut,Hollande,75107.5,60086,livres,1.25,0,,0
12844,Demba,41 ETP 270 / 9430,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1767,Imports,La Rochelle,2,Cuivre ouvré,Hollande,25401.6,15876,livres,1.6,0,,0
12845,Demba,41 ETP 270 / 9430,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1767,Imports,La Rochelle,2,Cuivre en Rozette,Hollande,4760,4760,livres,1,0,,0
12846,Demba,41 ETP 270 / 9430,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1767,Imports,La Rochelle,2,Email,Hollande,3815,1090,livres,3.5,0,,0
12847,Demba,41 ETP 270 / 9430,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1767,Imports,La Rochelle,2,Epousterie,Hollande,2612.5,5225,livres,.5,0,,0
12848,Demba,41 ETP 270 / 9430,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1767,Imports,La Rochelle,2,Espars,Hollande,92,92,nombre,1,0,,0
12849,Demba,41 ETP 270 / 9430,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1767,Imports,La Rochelle,2,fer en barres,Hollande,1673.55,11157,livres,.15,0,,0
12850,Demba,41 ETP 270 / 9430,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1767,Imports,La Rochelle,2,fer blanc,Hollande,34560,288,barils,120,0,,0
12851,Demba,41 ETP 270 / 9430,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1767,Imports,La Rochelle,2,fer en enclumes,Hollande,67,670,livres,.1,0,,0
12852,Demba,41 ETP 270 / 9430,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1767,Imports,La Rochelle,2,fer en étaux,Hollande,215,1075,livres,.2,0,,0
12853,Demba,41 ETP 270 / 9430,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1767,Imports,La Rochelle,2,fer en cercles,Hollande,1077.2,5386,livres,.2,0,,0
12854,Demba,41 ETP 270 / 9430,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1767,Imports,La Rochelle,2,fer ouvré,Hollande,3211.45,11678,livres,.275,0,,0
12855,Demba,41 ETP 270 / 9430,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1767,Imports,La Rochelle,2,fer en plaques,Hollande,1487.5,11900,livres,.125,0,,0
12856,Demba,41 ETP 270 / 9430,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1767,Imports,La Rochelle,2,fer en poiles à frire,Hollande,1408.75,4025,livres,.35,0,,0
12857,Demba,41 ETP 270 / 9430,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1767,Imports,La Rochelle,2,fer en poids,Hollande,1795,17950,livres,.1,0,,0
12858,Demba,41 ETP 270 / 9430,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1767,Imports,La Rochelle,2,fer en Taule,Hollande,2117.5,6050,livres,.35,0,,0
12859,Demba,41 ETP 270 / 9430,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1767,Imports,La Rochelle,2,fil de fer,Hollande,3811.2,6352,livres,.6,0,,0
12860,Demba,41 ETP 270 / 9430,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1767,Imports,La Rochelle,2,Fil de Léton,Hollande,6797,4855,livres,1.4,0,,0
12861,Demba,41 ETP 270 / 9430,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1767,Imports,La Rochelle,2,Fromage,Hollande,183635.55,524673,livres,.35,0,,0
12862,Demba,41 ETP 270 / 9430,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1767,Imports,La Rochelle,3,Garance,Hollande,1155,1925,livres,.6,0,,0
12863,Demba,41 ETP 270 / 9430,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1767,Imports,La Rochelle,3,Gaudron,Hollande,6048,336,barils,18,0,,0
12864,Demba,41 ETP 270 / 9430,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1767,Imports,La Rochelle,3,"G,,,?",Hollande,315,70,livres,4.5,0,manque nom de marchandise,0
12865,Demba,41 ETP 270 / 9430,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1767,Imports,La Rochelle,3,Graine de choux,Hollande,1674,279,livres,6,0,,0
12866,Demba,41 ETP 270 / 9430,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1767,Imports,La Rochelle,3,Grelots,Hollande,29,29,livres,1,0,,0
12867,Demba,41 ETP 270 / 9430,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1767,Imports,La Rochelle,3,Guinéen,Hollande,528,15,pieces,35,3,erreur calcul,0
12868,Demba,41 ETP 270 / 9430,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1767,Imports,La Rochelle,3,huille de lin,Hollande,5087.4,16958,livres,.3,0,,0
12869,Demba,41 ETP 270 / 9430,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1767,Imports,La Rochelle,3,huille de poisson,Hollande,725,2900,livres,.25,0,,0
12870,Demba,41 ETP 270 / 9430,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1767,Imports,La Rochelle,3,Jambon,Hollande,72,120,livres,.6,0,,0
12871,Demba,41 ETP 270 / 9430,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1767,Imports,La Rochelle,3,Inde fine,Hollande,261,145,livres,1.8,0,,0
12872,Demba,41 ETP 270 / 9430,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1767,Imports,La Rochelle,3,Limes,Hollande,944.4,1574,livres,.6,0,,0
12873,Demba,41 ETP 270 / 9430,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1767,Imports,La Rochelle,3,Lin peigné,Hollande,471,688,livres,.75,-45,erreur de calcul,0
12874,Demba,41 ETP 270 / 9430,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1767,Imports,La Rochelle,3,Lin en pierres,Hollande,612.98,2229,livres,.275,0,,0
12875,Demba,41 ETP 270 / 9430,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1767,Imports,La Rochelle,3,lin en rames,Hollande,425,1700,livres,.25,0,,0
12876,Demba,41 ETP 270 / 9430,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1767,Imports,La Rochelle,3,litarge,Hollande,72,288,livres,.25,0,,0
12877,Demba,41 ETP 270 / 9430,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1767,Imports,La Rochelle,3,marchandises mesleés,Hollande,499,,valeur,0,499,manque quantité et prix,0
12878,Demba,41 ETP 270 / 9430,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1767,Imports,La Rochelle,3,Mercerie,Hollande,9656.5,2759,livres,3.5,0,,0
12879,Demba,41 ETP 270 / 9430,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1767,Imports,La Rochelle,3,mine de plomb,Hollande,2368,9472,livres,.25,0,,0
12880,Demba,41 ETP 270 / 9430,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1767,Imports,La Rochelle,3,mouchoirs paliacate,Hollande,480,20,pieces,24,0,,0
12881,Demba,41 ETP 270 / 9430,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1767,Imports,La Rochelle,3,muscades,Hollande,855,90,livres,9.5,0,,0
12882,Demba,41 ETP 270 / 9430,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1767,Imports,La Rochelle,3,Nattes ; de paille,Hollande,1371.75,1829,livres,.75,0,,0
12883,Demba,41 ETP 270 / 9430,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1767,Imports,La Rochelle,3,noir de fumer,Hollande,100,1000,barils,.1,0,,0
12884,Demba,41 ETP 270 / 9430,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1767,Imports,La Rochelle,3,noir de fumer,Hollande,168,224,livres,.75,0,,0
12885,Demba,41 ETP 270 / 9430,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1767,Imports,La Rochelle,3,ocre,Hollande,1088.4,7256,livres,.15,0,,0
12886,Demba,41 ETP 270 / 9430,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1767,Imports,La Rochelle,3,orge moulu,Hollande,274.5,915,livres,.3,0,,0
12887,Demba,41 ETP 270 / 9430,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1767,Imports,La Rochelle,3,Papier blanc,Hollande,21,3.5,rames,6,0,,0
12888,Demba,41 ETP 270 / 9430,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1767,Imports,La Rochelle,3,Papier à lettre,Hollande,609,87,rames,7,0,,0
12889,Demba,41 ETP 270 / 9430,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1767,Imports,La Rochelle,3,Papier à sucre,Hollande,8304,346,rames,24,0,,0
12890,Demba,41 ETP 270 / 9430,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1767,Imports,La Rochelle,3,peaux de Roussy,Hollande,219.5,439,livres,.5,0,,0
12891,Demba,41 ETP 270 / 9430,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1767,Imports,La Rochelle,3,pinceaux,Hollande,71.5,143,livres,.5,0,,0
12892,Demba,41 ETP 270 / 9430,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1767,Imports,La Rochelle,3,pelletrie commune,Hollande,650,130,livres,5,0,,0
12893,Demba,41 ETP 270 / 9430,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1767,Imports,La Rochelle,3,piment,Hollande,160,320,livres,.5,0,,0
12894,Demba,41 ETP 270 / 9430,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1767,Imports,La Rochelle,3,pipes à fumer,Hollande,744,248,grosses,3,0,,0
12895,Demba,41 ETP 270 / 9430,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1767,Imports,La Rochelle,3,planches de Prusse,Hollande,7012.5,5610,nombre,1.25,0,,0
12896,Demba,41 ETP 270 / 9430,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1767,Imports,La Rochelle,3,planches de Sapin,Hollande,147321,147321,nombre,1,0,,0
12897,Demba,41 ETP 270 / 9430,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1767,Imports,La Rochelle,3,Plomb en saumon,Hollande,20679.5,82718,livres,.25,0,,0
12898,Demba,41 ETP 270 / 9430,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1767,Imports,La Rochelle,3,plumes à écrire,Hollande,15,1000,nombre,.015,0,prix divisé par 100,0
12899,Demba,41 ETP 270 / 9430,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1767,Imports,La Rochelle,3,poivre,Hollande,62850.6,34917,livres,1.8,0,,0
12900,Demba,41 ETP 270 / 9430,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1767,Imports,La Rochelle,3,Potterie de Gréz,Hollande,472.88,3783,livres,.125,0,,0
12901,Demba,41 ETP 270 / 9430,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1767,Imports,La Rochelle,3,quincaille,Hollande,12681,12681,livres,1,0,,0
12902,Demba,41 ETP 270 / 9430,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1767,Imports,La Rochelle,3,Rassade,Hollande,609.6,762,livres,.8,0,,0
12903,Demba,41 ETP 270 / 9430,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1767,Imports,La Rochelle,3,rogue,Hollande,1080,54,barils,20,0,,0
12904,Demba,41 ETP 270 / 9430,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1767,Imports,La Rochelle,3,Stocfiche,Hollande,23.4,156,livres,.15,0,,0
12905,Demba,41 ETP 270 / 9430,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1767,Imports,La Rochelle,3,Suif,Hollande,18868.4,47171,livres,.4,0,,0
12906,Demba,41 ETP 270 / 9430,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1767,Imports,La Rochelle,3,Sumac,Hollande,1195,9561,stoc,.125,-.13,,0
12907,Demba,41 ETP 270 / 9430,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1767,Imports,La Rochelle,3,Taffetar,Hollande,5250,35,pieces,150,0,,0
12908,Demba,41 ETP 270 / 9430,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1767,Imports,La Rochelle,3,toile Caladaris,Hollande,320,16,pieces,20,0,,0
12909,Demba,41 ETP 270 / 9430,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1767,Imports,La Rochelle,3,Vermillons,Hollande,2005,401,livres,5,0,,0
12910,Demba,41 ETP 270 / 9430,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1767,Imports,La Rochelle,3,Vin de Canarie,Hollande,250,1,piece,250,0,,0
12911,Demba,41 ETP 270 / 9430,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1767,Imports,La Rochelle,3,Acier,Nord qui comprend les villes anscatiques,248.5,710,livres,.35,0,,0
12912,Demba,41 ETP 270 / 9430,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1767,Imports,La Rochelle,3,alun,Nord qui comprend les villes anscatiques,680,1700,livres,.4,0,,0
12913,Demba,41 ETP 270 / 9430,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1767,Imports,La Rochelle,3,amidon,Nord qui comprend les villes anscatiques,685,2750,livres,.25,-2.5,erreur de calcul,0
12914,Demba,41 ETP 270 / 9430,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1767,Imports,La Rochelle,3,azur,Nord qui comprend les villes anscatiques,142.8,238,livres,.6,0,,0
12915,Demba,41 ETP 270 / 9430,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1767,Imports,La Rochelle,3,Beurre,Nord qui comprend les villes anscatiques,1657.5,3315,livres,.5,0,,0
12916,Demba,41 ETP 270 / 9430,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1767,Imports,La Rochelle,3,bled Seigle,Nord qui comprend les villes anscatiques,6000,96000,livres,.0625,0,,0
12917,Demba,41 ETP 270 / 9430,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1767,Imports,La Rochelle,3,Bois ; mérain,Nord qui comprend les villes anscatiques,808,1616,douelles,.5,0,,0
12918,Demba,41 ETP 270 / 9430,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1767,Imports,La Rochelle,3,Cire Blanche,Nord qui comprend les villes anscatiques,602,344,livres,1.75,0,,0
12919,Demba,41 ETP 270 / 9430,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1767,Imports,La Rochelle,3,Cire Jeaune,Nord qui comprend les villes anscatiques,300,200,livres,1.5,0,,0
12920,Demba,41 ETP 270 / 9430,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1767,Imports,La Rochelle,3,Cordage,Nord qui comprend les villes anscatiques,15,6,paquets,2.5,0,,0
12921,Demba,41 ETP 270 / 9430,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1767,Imports,La Rochelle,3,Couperose,Nord qui comprend les villes anscatiques,122.25,1630,livres,.075,0,,0
12922,Demba,41 ETP 270 / 9430,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1767,Imports,La Rochelle,3,Cuivre Brut,Nord qui comprend les villes anscatiques,20687.5,16550,livres,1.25,0,,0
12923,Demba,41 ETP 270 / 9430,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1767,Imports,La Rochelle,3,Cuivre Rouge,Nord qui comprend les villes anscatiques,3825,2580,livres,1.5,-45,erreur de calcul,0
12924,Demba,41 ETP 270 / 9430,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1767,Imports,La Rochelle,3,Cuivre rozette,Nord qui comprend les villes anscatiques,12360,12360,livres,1,0,,0
12925,Demba,41 ETP 270 / 9430,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1767,Imports,La Rochelle,3,Faulse à faucher,Nord qui comprend les villes anscatiques,5355,5355,livres,1,0,,0
12926,Demba,41 ETP 270 / 9430,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1767,Imports,La Rochelle,3,fil de leton,Nord qui comprend les villes anscatiques,3850,2750,livres,1.4,0,,0
12927,Demba,41 ETP 270 / 9430,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1767,Imports,La Rochelle,3,fer Blanc Simple,Nord qui comprend les villes anscatiques,3840,32,barils,120,0,,0
12928,Demba,41 ETP 270 / 9430,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1767,Imports,La Rochelle,3,fer en cercles,Nord qui comprend les villes anscatiques,770,3500,livres,.22,0,prix divisé par 100,0
12929,Demba,41 ETP 270 / 9430,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1767,Imports,La Rochelle,3,fer Roue,Nord qui comprend les villes anscatiques,360,2,barils,180,0,,0
12930,Demba,41 ETP 270 / 9430,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1767,Imports,La Rochelle,3,futailles,Nord qui comprend les villes anscatiques,3770,754,nombres,5,0,,0
12931,Demba,41 ETP 270 / 9430,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1767,Imports,La Rochelle,3,Gaudron,Nord qui comprend les villes anscatiques,828,46,barils,18,0,,0
12932,Demba,41 ETP 270 / 9430,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1767,Imports,La Rochelle,3,huille de lin,Nord qui comprend les villes anscatiques,228,760,livres,.3,0,,0
12933,Demba,41 ETP 270 / 9430,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1767,Imports,La Rochelle,3,huille de navette,Nord qui comprend les villes anscatiques,240,800,livres,.3,0,,0
12934,Demba,41 ETP 270 / 9430,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1767,Imports,La Rochelle,3,huille de poisson,Nord qui comprend les villes anscatiques,62.5,250,livres,.25,0,,0
12935,Demba,41 ETP 270 / 9430,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1767,Imports,La Rochelle,4,Lin peigné,Nord qui comprend les villes anscatiques,82.5,110,livres,.75,0,,0
12936,Demba,41 ETP 270 / 9430,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1767,Imports,La Rochelle,4,mine de plomb,Nord qui comprend les villes anscatiques,425,1700,livres,.25,0,,0
12937,Demba,41 ETP 270 / 9430,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1767,Imports,La Rochelle,4,Planches de Sapin,Nord qui comprend les villes anscatiques,7195,7195,livres,1,0,,0
12938,Demba,41 ETP 270 / 9430,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1767,Imports,La Rochelle,4,Quincaille;de cuivre,Nord qui comprend les villes anscatiques,4095,2340,livres,1.75,0,,0
12939,Demba,41 ETP 270 / 9430,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1767,Imports,La Rochelle,4,Sardines,Portugal,25000,50000,milliers,.5,0,,0
12940,Demba,41 ETP 270 / 9430,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1767,Imports,La Rochelle,4,Planches de Sapin,Russie,34108,34108,nombres,1,0,,0
12941,Demba,41 ETP 270 / 9430,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1767,Imports,La Rochelle,4,Bois ; ESpars,Suede,1100,1100,nombres,1,0,,0
12942,Demba,41 ETP 270 / 9430,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1767,Imports,La Rochelle,4,Bois ; de Sapin,Suede,129,86,pieces,1.5,0,,0
12943,Demba,41 ETP 270 / 9430,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1767,Imports,La Rochelle,4,Cloux de fer,Suede,254.25,1695,livres,.15,0,,0
12944,Demba,41 ETP 270 / 9430,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1767,Imports,La Rochelle,4,fer en barres,Suede,3750,25000,livres,.15,0,,0
12945,Demba,41 ETP 270 / 9430,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1767,Imports,La Rochelle,4,huille de poisson,Suede,535,2140,livres,.25,0,,0
12946,Demba,41 ETP 270 / 9430,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1767,Imports,La Rochelle,4,matreaux,Suede,240,60,nombres,4,0,,0
12947,Demba,41 ETP 270 / 9430,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1767,Imports,La Rochelle,4,Planches de Sapin,Suede,49600,49600,nombres,1,0,,0
12948,Demba,41 ETP 270 / 9430,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1767,Imports,La Rochelle,4,Bois ; d'acajou,Isles françaises de l'ameriques,900.6,9006,livres,.1,0,,0
