numrodeligne,dataentryby,source,SourcePath,SourceType,year,exportsimports,sheet,marchandises,pays,value,quantit,total,quantity_unit,leurvaleursubtotal_1,leurvaleursubtotal_2,remarks,DoubleAccounts
548,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,30,Cuivre ; en rozette,Allemagne,3188,1796.0,1708194,livres,56556,,,0
549,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,30,Cuivre ; en rozette,Danemark,9245,7112.0,1708194,livres,56556,,,0
550,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,30,Cuivre ; en rozette,Hollande,14620,14620.0,1708194,livres,56556,,,0
551,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,30,Cuivre ; en rozette,Nord,24099,19125.0,1708194,livres,56556,,,0
552,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,30,Cuivre ; en rozette,Suisse,5404,3603.0,1708194,livres,56556,,,0
553,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,30,Cuivre ; en serrures,Nord,10712,4285.0,1708194,livres,,,,0
554,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,30,Cuivre ; tangoul,Espagne,119503,119503.0,1708194,livres,215609,,,0
555,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,30,Cuivre ; tangoul,Levant,72778,80865.0,1708194,livres,215609,,,0
556,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,30,Cuivre ; tangoul,Nord,9936,11040.0,1708194,livres,215609,,,0
557,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,30,Cuivre ; tangoul,Suede,13392,14880.0,1708194,livres,215609,,,0
558,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,31,Cuivre ; vieux,Allemagne,4064,4358.0,1708194,livres,54971,,Le sous-total aurait dû être 54 966,0
559,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,31,Cuivre ; vieux,Hollande,41372,45970.0,1708194,livres,54971,,,0
560,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,31,Cuivre ; vieux,Genes,2200,3200.0,1708194,livres,54971,,,0
561,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,31,Cuivre ; vieux,Levant,3110,3888.0,1708194,livres,54971,,,0
562,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,31,Cuivre ; vieux,Isles,4220,4528.0,1708194,livres,54971,,,0
563,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,31,Cumin,Hollande,11744,73400.0,,livres,,,,0
564,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,31,Curcuma,Hollande,8296,14239.0,,livres,,,,0
565,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,31,Dattes,Levant,19458,87390.0,,livres,,,,0
566,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,31,Dents ; d'elephant,Flandre,23892,9557.0,174395,livres,164152,,,0
567,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,31,Dents ; d'elephant,Hollande,90705,32142.0,174395,livres,164152,,,0
568,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,31,Dents ; d'elephant,Italie,12500,1250.0,174395,livres,164152,,,0
569,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,31,Dents ; d'elephant,Levant,3750,375.0,174395,livres,164152,,,0
570,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,31,Dents ; d'elephant,Portugal,33305,9272.0,174395,livres,164152,,,0
571,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,31,Dents ; de morphet,Isles,10243,5183.0,174395,livres,,,,0
572,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,31,Dentelle ; de fil ; blanc,Flandre,295756,369.0,352706,livres,317156,350606,,0
573,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,31,Dentelle ; de fil ; blanc,Naples,21400,214.0,352706,livres,317156,350606,,0
574,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,31,Dentelle ; de fil ; communs,Savoye,1525,381.25,352706,livres,,350606,,0
575,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,31,Dentelle ; de fil ; grosse,Suisse,31925,651.5,352706,livres,,350606,,0
576,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,32,Dentelle ; de soie,Allemagne,2100,6.0,352706,livres,,,,0
577,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,32,Devidoirs,Flandre,2595,,,,,,,0
578,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,32,Dominoterie,Flandre,3470,347.0,,livres,,,,0
579,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,32,Dorure fine,Savoye,12000,120.0,,livres,,,,0
580,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,32,Dragées,Allemagne,2260,2260.0,,livres,,,,0
581,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,33,Drap ; d'hollande,Hollande,2348,126.0,90701,aunes,2348,,,0
582,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,34,Drap ; draperie ; droguet,Hollande,1548,516.0,90701,aunes,88353,,,0
583,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,34,Drap ; draperie ; ordinaire,Espagne,53825,10765.0,90701,livres,55365,88353,,0
584,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,34,Drap ; draperie ; ordinaire,Genes,1540,360.0,90701,livres,55365,88353,,0
585,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,34,Drap ; draperie ; petite,Italie,2910,970.0,90701,livres,13815,88353,,0
586,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,34,Drap ; draperie ; petite,Naples,3300,1100.0,90701,livres,13815,88353,,0
587,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,34,Drap ; draperie ; petite,Levant,7605,2535.0,90701,livres,13815,88353,,0
588,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,37,Drap ; draperie ; ratine,Geneve,1170,117.0,90701,aunes,17625,88353,,0
589,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,37,Drap ; draperie ; ratine,Hollande,16455,1645.5,90701,aunes,17625,88353,,0
590,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,37,Drapeaux vieux,Savoye,4728,117630.0,,livres,,,,0
591,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,37,Droguerie,Espagne,10765,10765.0,140422,livres,,,,0
592,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,37,Droguerie,Flandre,2623,1311.5,140422,livres,,,,0
593,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,37,Droguerie,Hollande,59359,49262.0,140422,livres,,,,0
594,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,37,Droguerie,Italie,2095,2095.0,140422,livres,,,,0
595,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,37,Droguerie,Levant,47975,47975.0,140422,livres,,,,0
596,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,37,Droguerie,Portugal,8400,8400.0,140422,livres,,,,0
597,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,37,Droguerie,Savoye,1600,1600.0,140422,livres,,,,0
598,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,37,Droguerie,Geneve,7605,7605.0,140422,livres,,,,0
599,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,37,Eau ; de Cologne,Flandre,1403,,29343,,,,,0
600,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,37,Eau ; de fl. D'orange,Italie,3702,5436.0,29343,livres,23245,,,0
601,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,37,Eau ; de fl. D'orange,Genes,9690,19380.0,29343,livres,23245,,,0
602,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,37,Eau ; de fl. D'orange,Levant,7125,14250.0,29343,livres,23245,,,0
603,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,37,Eau ; de fl. D'orange,Savoye,2728,6820.0,29343,livres,23245,,,0
604,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,37,Eau ; forte,Angleterre,3200,3200.0,29343,livres,,,,0
605,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,39,Eau ; de la R. d'Hongrie,Hollande,1495,598.0,29343,livres,,,,0
606,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,40,Eau de vie,Allemagne,10678,42.33,6019568,muids,,,,0
607,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,40,Eau de vie,Espagne,,1138.0,6019568,pipes,,,,0
608,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,40,Eau de vie,Espagne,,408.0,6019568,barriques,,,,0
609,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,40,Eau de vie,Espagne,,29650.0,6019568,muids,,,,0
610,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,40,Eau de vie,Espagne,5984397,1645228.0,6019568,livres,,,4 qtités pour Espagne,0
611,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,40,Eau de vie,Hollande,,68.66,6019568,muids,,,,0
612,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,40,Eau de vie,Hollande,16870,7200.0,6019568,livres,,,2 qtités pour hollande,0
613,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,40,Eau de vie,Venise,5000,20000.0,6019568,livres,,,,0
614,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,40,Eau de vie,Savoye,2623,10495.0,6019568,livres,,,,0
615,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,40,Ecaille ; de cahouanne,Flandre,1925,275.0,193480,livres,5521,,,0
616,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,40,Ecaille ; de cahouanne,Isles,3596,899.0,193480,livres,5521,,,0
617,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,40,Ecaille ; de tortue,Allemagne,31940,,193480,,187959,,,0
618,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,40,Ecaille ; de tortue,Espagne,9168,764.0,193480,livres,187959,,,0
619,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,40,Ecaille ; de tortue,Flandre,15948,1329.0,193480,livres,187959,,,0
620,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,40,Ecaille ; de tortue,Hollande,37216,3633.0,193480,livres,187959,,,0
621,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,40,Ecaille ; de tortue,Isles,93687,10525.5,193480,livres,187959,,,0
622,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,40,Echalats,Allemagne,2190,36.0,,charretées,,,,0
623,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,40,Ecorce de chesne,Allemagne,2724,68.0,8106,chars,,,,0
624,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,40,Ecorce de chesne,Flandre,5382,1714.0,8106,wagons,,,,0
625,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,40,Email,Allemagne,1069,1338.0,,livres,,,,0
626,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,40,Encens,Levant,2166,3610.0,,livres,,,,0
627,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,40,Epicerie,Hollande,447513,213214.0,448913,livres,,,,0
628,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,40,Epicerie,Italie,1400,700.0,448913,livres,,,,0
629,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,40,Eponges,Allemagne,7499,7499.0,47430,livres,,,,0
630,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,40,Eponges,Flandre,2400,400.0,47430,livres,,,,0
631,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,40,Eponges,Levant,37531,37531.0,47430,livres,,,,0
632,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,40,Escamite,Flandre,1700,17.0,,charretées,,,,0
633,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,40,Escayolles,Levant,15972,159720.0,,livres,,,,0
634,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,42,Escortins,Espagne,1606,201.0,,douzaines,,,,0
635,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,42,Espars,Espagne,62680,1567.0,,milliers,,,,0
636,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,42,Esprit ; de bergamottes,Hollande,2250,150.0,102081,livres,84741,,,0
637,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,42,Esprit ; de bergamottes,Italie,3000,200.0,102081,livres,84741,,,0
638,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,42,Esprit ; de bergamottes,Naples,68616,3812.0,102081,livres,84741,,,0
639,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,42,Esprit ; de bergamottes,Genes,10875,725.0,102081,livres,84741,,,0
640,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,42,Esprit ; de fl. D'orange,Savoye,3000,200.0,102081,livres,,,,0
641,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,42,Esprit ; de vin,Espagne,13050,,102081,,,,,0
642,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,42,Esprit ; de vitriol,Hollande,1290,1290.0,102081,livres,,,,0
643,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,42,Essence,Italie,12250,1750.0,17281,livres,,,,0
644,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,42,Essence,Genes,1140,380.0,17281,livres,,,,0
645,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,42,Essence,Savoye,3891,1797.0,17281,livres,,,,0
646,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,42,Estampes,Allemagne,49470,8245.0,84050,livres,,,,0
647,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,42,Estampes,Angleterre,22070,2207.0,84050,livres,,,,0
648,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,42,Estampes,Flandre,8750,112.0,84050,livres,,,,0
649,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,42,Estampes,Hollande,1600,160.0,84050,livres,,,,0
650,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,42,Estampes,Savoye,2160,360.0,84050,livres,,,,0
651,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,42,Etaim ; en bloc,Angleterre,602540,704737.0,879469,livres,839904,,,0
652,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,42,Etaim ; en bloc,Flandre,22037,22037.0,879469,livres,839904,,,0
653,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,42,Etaim ; en bloc,Hollande,151705,202748.0,879469,livres,839904,,,0
654,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,42,Etaim ; en bloc,Italie,35864,47819.0,879469,livres,839904,,,0
655,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,42,Etaim ; en bloc,Genes,14800,14800.0,879469,livres,839904,,,0
656,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,42,Etaim ; en bloc,Savoye,12958,12932.0,879469,livres,839904,,,0
657,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,42,Etaim ; des Indes,Hollande,23288,18557.0,879469,livres,,,,0
658,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,42,Etaim ; de Melac,Hollande,1060,1060.0,879469,livres,,,,0
659,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,42,Etaim ; ouvré,Allemagne,2422,1614.0,879469,livres,11720,,,0
660,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,42,Etaim ; ouvré,Flandre,2100,1400.0,879469,livres,11720,,,0
661,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,42,Etaim ; ouvré,Hollande,7198,7628.0,879469,livres,11720,,,0
662,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,42,Etaim ; vieux,Allemagne,3497,4373.0,879469,livres,,,,0
663,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,43,Etamine ; de laine,Hollande,55020,917.0,55020,pièces,,,,0
664,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,43,Etoffe ; de soye ; diverses,Espagne,13900,347.5,2941580,livres,492460,2917925,,0
665,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,43,Etoffe ; de soye ; diverses,Hollande,37920,632.0,2941580,livres,492460,2917925,,0
666,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,43,Etoffe ; de soye ; diverses,Italie,63480,1587.0,2941580,livres,492460,2917925,,0
667,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,43,Etoffe ; de soye ; diverses,Genes,113360,2834.0,2941580,livres,492460,2917925,,0
668,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,43,Etoffe ; de soye ; diverses,Venise,10400,260.0,2941580,livres,492460,2917925,,0
669,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,43,Etoffe ; de soye ; diverses,Levant,52000,1300.0,2941580,livres,492460,2917925,,0
670,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,43,Etoffe ; de soye ; diverses,Savoye,201400,5035.0,2941580,livres,492460,2917925,,0
671,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,44,Etoffe ; de soye ; des Indes,Indes,18000,,2941580,,,2917925,,0
672,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,44,Etoffe ; de soye ; de Levant,Levant,2009040,,2941580,,,2917925,,0
673,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,44,Etoffe ; de soye ; satin,Levant,40950,1365.0,2941580,pièces,,2917925,,0
674,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,44,Etoffe ; de soye ; velour,Hollande,4000,10.0,2941580,pièces,357475,2917925,,0
675,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,44,Etoffe ; de soye ; velour,Italie,13600,34.0,2941580,pièces,357475,2917925,,0
676,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,44,Etoffe ; de soye ; velour,Genes,335875,839.0,2941580,pièces,357475,2917925,,0
677,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,44,Etoffe ; de soye ; velour,Savoye,4000,10.0,2941580,pièces,357475,2917925,,0
678,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,46,Etoffe ; meslée de soye ; ?,Hollande,17415,3483.0,2941580,pièces,17415,,,0
679,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,46,Etoffe ; de coton ; cotonne,Levant,6240,156.0,2941580,pièces,6240,,,0
680,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,47,Euphorbe,Levant,5643,18810.0,,livres,,,,0
681,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,47,Farine,Angleterre,629003,3145329.0,648003,livres,,,,0
682,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,47,Farine,Italie,5500,11000.0,648003,livres,,,,0
683,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,47,Farine,Naples,11700,23400.0,648003,livres,,,,0
684,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,47,Farine,Genes,1800,9000.0,648003,livres,,,,0
685,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,47,Faulx,Nord,75806,128539.0,92381,livres,,,,0
686,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,47,Faulx,Savoye,13246,17662.0,92381,livres,,,,0
687,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,47,Faulx,Suisse,3329,4369.0,92381,livres,,,,0
688,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,48,Fayance,Allemagne,23355,46711.0,47178,livres,,,,0
689,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,48,Fayance,Espagne,1500,4200.0,47178,livres,,,,0
690,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,48,Fayance,Flandre,1873,3123.0,47178,livres,,,,0
691,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,48,Fayance,Hollande,17950,26700.0,47178,livres,,,,0
692,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,48,Fayance,Genes,2500,5000.0,47178,livres,,,,0
693,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,48,Fer ; en,Espagne,12757,46550.0,5247134,???? livres,15807,,,0
694,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,48,Fer ; en,Hollande,1032,5160.0,5247134,livres,15807,,,0
695,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,48,Fer ; en,Genes,2018,10090.0,5247134,livres,15807,,,0
696,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,48,Fer ; en barres,Allemagne,226024,1506830.0,5247134,livres,4561665,,,0
697,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,48,Fer ; en barres,Danemark,58310,262897.0,5247134,livres,4561665,,,0
698,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,48,Fer ; en barres,Espagne,2516701,1.3532316E7,5247134,livres,4561665,,,0
699,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Imports,48,Fer ; en barres,Flandre,38873,259160.0,5247134,livres,4561665,,,0
