simplification,nbr_occurences_simpl,obsolete,grains,nbr_occurences_grains
artichauts frais,19,non,Pas grain (0),827454
artichauts marinés,2,non,Pas grain (0),827454
artichauts secs,7,non,Pas grain (0),827454
artifice,5,non,Pas grain (0),827454
artifice fusées etc.,44,non,Pas grain (0),827454
artillerie,6,non,Pas grain (0),827454
asa fœtida,125,non,Pas grain (0),827454
ascrile,1,non,,13751
asperges,9,non,Pas grain (0),827454
asperges confites,1,non,Pas grain (0),827454
asperges et scorsonères,69,non,Pas grain (0),827454
asphaltum,19,non,Pas grain (0),827454
aspic en grabeau,1,non,Pas grain (0),827454
assiette,2,non,Pas grain (0),827454
assiette de Biarritz,1,non,Pas grain (0),827454
assiette de bois,1,non,Pas grain (0),827454
assiette de faïence,10,non,Pas grain (0),827454
assiette de porcelaine,4,non,Pas grain (0),827454
assiette de porcelaine des Indes,1,non,Pas grain (0),827454
assiette de terre,8,non,Pas grain (0),827454
assiette et plats de terre,1,non,Pas grain (0),827454
asustum,1,non,Pas grain (0),827454
atastes,1,non,Pas grain (0),827454
atlas,4,non,Pas grain (0),827454
atlas à la feuille d'or,1,non,Pas grain (0),827454
atlas et instruments de marine,2,non,Pas grain (0),827454
atlas jaspé,1,non,Pas grain (0),827454
attaches de cuivre,1,non,Pas grain (0),827454
attelles de colliers,14,non,Pas grain (0),827454
aube,1,non,Pas grain (0),827454
auchinoise,2,non,Pas grain (0),827454
auclimes,3,non,Pas grain (0),827454
auf,118,non,Pas grain (0),827454
augemy,2,non,Pas grain (0),827454
auges,3,non,Pas grain (0),827454
auges de carreaux,2,non,Pas grain (0),827454
augustins,2,non,Pas grain (0),827454
aurcsats,1,non,Pas grain (0),827454
aurcsats étoile,1,non,Pas grain (0),827454
aussière,0,non,Pas grain (0),827454
autel de marbre,2,non,Pas grain (0),827454
aux travaux du Roi,6,non,Pas grain (0),827454
avelanède,62,non,,13751
avelanèdes,59,oui,Pas grain (0),827454
avelines,12,non,Pas grain (0),827454
avelines et noisettes sèches,22,non,Pas grain (0),827454
avelines faînes noisettes noix,1,non,Pas grain (0),827454
avelines noisettes noix,5,non,Pas grain (0),827454
avirons,675,non,Pas grain (0),827454
avirons bruts,17,non,Pas grain (0),827454
avirons de 12 pieds,1,non,Pas grain (0),827454
avirons de 18 pieds,1,non,Pas grain (0),827454
avirons de 30 pieds,1,non,Pas grain (0),827454
avirons de 5 pieds,1,non,Pas grain (0),827454
avirons de 8 à 12 pieds,1,non,Pas grain (0),827454
avirons de bois,60,non,Pas grain (0),827454
avirons de bois façonné,1,non,Pas grain (0),827454
avirons de chêne,1,non,Pas grain (0),827454
avirons de sapin,1,non,Pas grain (0),827454
avirons en bois de construction,2,non,Pas grain (0),827454
avirons et perches de bois,0,non,Pas grain (0),827454
avirons et rames bruts,2,non,Pas grain (0),827454
avirons et rames de bois,1,non,Pas grain (0),827454
avirons et rames de bois façonné,2,non,Pas grain (0),827454
avirons et rames façonnés,5,non,Pas grain (0),827454
avirons polis,1,non,Pas grain (0),827454
avoine,1036,non,Menus grains (3),5961
avoine en gerbes,22,non,Menus grains (3),5961
avoine et haricots,1,non,Substituts (4),6986
avoine et orge etc.,1,non,Menus grains (3),5961
avoine mondée,1,non,Menus grains (3),5961
avoine moulée,1,non,Substituts (4),6986
azur,756,non,Pas grain (0),827454
azur commun,339,non,Pas grain (0),827454
azur et bleu de Prusse,10,non,Pas grain (0),827454
azur et cobalt,20,non,Pas grain (0),827454
azur fin,14,non,Pas grain (0),827454
azur gros,24,non,Pas grain (0),827454
babassis,1,non,Pas grain (0),827454
babouches,95,non,Pas grain (0),827454
babouches de maroquin,2,non,Pas grain (0),827454
bacs d'1 aime,1,non,Pas grain (0),827454
bacs de pierre,4,non,Pas grain (0),827454
bacs de pierre bleue,2,non,Pas grain (0),827454
bacs de pierre d'1 aime,13,non,Pas grain (0),827454
bacs de pierre de 4 aimes,2,non,Pas grain (0),827454
bacs de pierre de demi d'aime,66,non,Pas grain (0),827454
bacs de pierre de moindre classe,85,non,Pas grain (0),827454
bacs de pierre de trois-quart d'aime,2,non,Pas grain (0),827454
bacs de pierre en dessous d'1 aime,14,non,Pas grain (0),827454
bacs de pierre en dessus d'1 aime,54,non,Pas grain (0),827454
badiane,62,non,Pas grain (0),827454
baffetas,10,non,Pas grain (0),827454
baffetas blanc,20,non,Pas grain (0),827454
baffetas bleu,29,non,Pas grain (0),827454
baffetas des Indes,4,non,Pas grain (0),827454
bafs ?,0,non,Pas grain (0),827454
bagages,5,non,Pas grain (0),827454
bagarot,1,non,Pas grain (0),827454
bagues,5,non,Pas grain (0),827454
bagues à pierres fausses,1,non,Pas grain (0),827454
bagues d'argent,2,non,Pas grain (0),827454
bagues d'or,1,non,Pas grain (0),827454
bagues de cuivre,2,non,Pas grain (0),827454
bagues de laiton,1,non,Pas grain (0),827454
bagues de verre,3,non,Pas grain (0),827454
baguettes,6,non,Pas grain (0),827454
baguettes à chandelle,1,non,Pas grain (0),827454
baguettes à étoffe,2,non,Pas grain (0),827454
baguettes d'étain,2,non,Pas grain (0),827454
baguettes de bois,1,non,Pas grain (0),827454
baguettes de bois doré,1,non,Pas grain (0),827454
baguettes de cuivre,3,non,Pas grain (0),827454
baguettes de fer à fusil,53,non,Pas grain (0),827454
baguettes de fusil,48,non,Pas grain (0),827454
bahuts,24,non,Pas grain (0),827454
baie de laurier,28,non,Pas grain (0),827454
baies de buis,1,non,Pas grain (0),827454
baies de genévrier à distiller,2,non,Pas grain (0),827454
baies de genièvre,9,non,Pas grain (0),827454
baignes,3,non,Pas grain (0),827454
baignoires,2,non,Pas grain (0),827454
baignoires d'acajou,1,non,Pas grain (0),827454
baignoires de cuivre,4,non,Pas grain (0),827454
baignoires de sapin,1,non,Pas grain (0),827454
baignoires de tôle,2,non,Pas grain (0),827454
baigots,1,non,Pas grain (0),827454
baillarge,9,non,Céréales inférieures (2),3564
bailles,1,non,Pas grain (0),827454
baïonnettes,79,non,Pas grain (0),827454
bais de bois de chêne,2,non,Pas grain (0),827454
bajutapau,252,non,Pas grain (0),827454
bajutapau commun,1,non,Pas grain (0),827454
"bajutapau, canelis, etc.",3,non,Pas grain (0),827454
balais,155,non,Pas grain (0),827454
balais communs,5,non,Pas grain (0),827454
balais coupés,3,non,Pas grain (0),827454
balais de bois,39,non,Pas grain (0),827454
balais de brandes,1,non,Pas grain (0),827454
balais de bruyère,12,non,Pas grain (0),827454
balais de chanvre,1,non,Pas grain (0),827454
balais de crin,12,non,Pas grain (0),827454
balais de foyer,1,non,Pas grain (0),827454
balais de jonc,51,non,Pas grain (0),827454
balais de jonc petits,1,non,Pas grain (0),827454
balais de laine à laver les planchers,1,non,Pas grain (0),827454
balais de Livourne,18,non,,13751
balais de millet,2,non,Pas grain (0),827454
balais de paille,2,non,Pas grain (0),827454
balais de paille de riz,6,non,Pas grain (0),827454
balais de palme,317,non,Pas grain (0),827454
balais de palme petits,2,non,Pas grain (0),827454
balais de plumes,3,non,Pas grain (0),827454
balais de poil,2,non,Pas grain (0),827454
balais de riz,6,non,Pas grain (0),827454
balais de soie,7,non,Pas grain (0),827454
balais de soie de porcs,18,non,Pas grain (0),827454
balais de toile,1,non,Pas grain (0),827454
balais du roi,1,non,Pas grain (0),827454
balais fins,1,non,Pas grain (0),827454
balais grands de palme,3,non,Pas grain (0),827454
balais ou ramons,101,non,Pas grain (0),827454
balais petits,6,non,Pas grain (0),827454
balance,11,non,Pas grain (0),827454
balance à la romaine,1,non,Pas grain (0),827454
balance complète,1,non,Pas grain (0),827454
balance de bois,1,non,Pas grain (0),827454
balance de cuivre,8,non,Pas grain (0),827454
balance de cuivre jaune,1,non,Pas grain (0),827454
balance de fer,4,non,Pas grain (0),827454
balance et poids de cuivre,1,non,Pas grain (0),827454
balance et romaine,2,non,Pas grain (0),827454
balance et ses poids,1,non,Pas grain (0),827454
balance ou fléaux en fer,3,non,Pas grain (0),827454
balance petite,1,non,Pas grain (0),827454
balance romaine,3,non,Pas grain (0),827454
balcon de fer,1,non,Pas grain (0),827454
baleine,130,non,Pas grain (0),827454
baleine apprêtée,1,non,Pas grain (0),827454
baleine coupée,793,non,Pas grain (0),827454
baleine coupée en fanon,12,non,Pas grain (0),827454
baleine coupée et en fanon,12,non,Pas grain (0),827454
baleine de sarde,18,non,Pas grain (0),827454
baleine en fanon,290,non,Pas grain (0),827454
baleine en fanon et de sarde,1,non,Pas grain (0),827454
baleine non sciée,75,non,Pas grain (0),827454
baleine taillée,2,non,Pas grain (0),827454
balles,9,non,Pas grain (0),827454
balles à jouer,105,non,Pas grain (0),827454
balles d'osier,3,non,Pas grain (0),827454
balles de fer et canons de fer,51,non,Pas grain (0),827454
balles de fer uni,1,non,Pas grain (0),827454
balles de jonc,1,non,Pas grain (0),827454
balles de laine,1,non,Pas grain (0),827454
balles de palme,1,non,Pas grain (0),827454
balles de plomb,9,non,Pas grain (0),827454
balles de plumes,1,non,Pas grain (0),827454
balles et dragées de plomb,121,non,Pas grain (0),827454
balles vides,1,non,Pas grain (0),827454
ballons en sapin,1,non,Pas grain (0),827454
ballots,69,non,Pas grain (0),827454
ballots d'étoffe,1,non,Pas grain (0),827454
ballots de joncs,1,non,,13751
ballots de toile,1,non,,13751
balustres,13,non,Pas grain (0),827454
bamboches,1,non,Pas grain (0),827454
bambous,3,non,Pas grain (0),827454
bambous et joncs,2,non,,13751
bambous et joncs forts,5,non,,13751
banastron,1,non,Pas grain (0),827454
banc à couper la paille,1,non,Pas grain (0),827454
banc de sapin,1,non,Pas grain (0),827454
bandages,4,non,Pas grain (0),827454
bandages de peaux,5,non,Pas grain (0),827454
bandages pour soldats,1,non,Pas grain (0),827454
bandanas des Indes,1,non,Pas grain (0),827454
bandeaux,4,non,Pas grain (0),827454
banderoles,2,non,Pas grain (0),827454
banderoles de cuir,2,non,Pas grain (0),827454
bandes de cabrouets de fer,3,non,Pas grain (0),827454
bandes de charrettes,1,non,Pas grain (0),827454
bandes de fer,4,non,Pas grain (0),827454
bandes de fer à tombereaux,1,non,Pas grain (0),827454
bandes de roues de fer,1,non,Pas grain (0),827454
bandes de tulle brodées,1,non,,13751
bandes de tulles brodées,1,oui,Pas grain (0),827454
bandoulières garnies d'argent,1,non,Pas grain (0),827454
bannes et bannettes d'osier,1,non,Pas grain (0),827454
bannettes d'osier,1,non,Pas grain (0),827454
bannettes de cuir,1,non,Pas grain (0),827454
bannière de Damas,1,non,Pas grain (0),827454
banquette,4,non,Pas grain (0),827454
baquelets,0,non,Pas grain (0),827454
baquets,2,non,Pas grain (0),827454
baquets à jeter l'eau,1,non,Pas grain (0),827454
baquets de cuivre,5,non,Pas grain (0),827454
baquets de fer,1,non,Pas grain (0),827454
baquets de rechange,1,non,Pas grain (0),827454
baquets de sapin,2,non,Pas grain (0),827454
baracan,218,non,Pas grain (0),827454
baracan d'Abbeville,1,non,Pas grain (0),827454
baracan de laine,15,non,Pas grain (0),827454
baracan de laine et de poil,2,non,Pas grain (0),827454
baracan de Lille,1,non,Pas grain (0),827454
baracan de poil,64,non,Pas grain (0),827454
baracan de renvoi,1,non,,13751
baras,1,non,Pas grain (0),827454
barat de laine,1,non,Pas grain (0),827454
baratte,1,non,Pas grain (0),827454
barbaçons de grès,1,oui,,13751
barbançons,6,non,Pas grain (0),827454
barbançons de grès,45,non,Pas grain (0),827454
barbançons de terre,20,non,Pas grain (0),827454
barbançons de verre,1,non,Pas grain (0),827454
barbe de baleine,11,non,Pas grain (0),827454
barbotine,43,non,Pas grain (0),827454
barbues,1,non,Pas grain (0),827454
barbues couvertes d'étamine,1,non,Pas grain (0),827454
barbues de grès,14,non,Pas grain (0),827454
barbues de terre,1,non,Pas grain (0),827454
barbues ouvrées et cannettes ouvrées et jarres de terre ouvrées,1,non,Pas grain (0),827454
bardes,5,non,Pas grain (0),827454
barille,1,non,,13751
barille de retour,1,non,,13751
barilleau,8,non,Pas grain (0),827454
barilleau de laine,3,non,Pas grain (0),827454
barils,81,non,Pas grain (0),827454
barils à poudre,5,non,Pas grain (0),827454
barils ancres,1,non,Pas grain (0),827454
barils de chêne,1,non,Pas grain (0),827454
barils de fer-blanc,1,non,Pas grain (0),827454
barils de fer-blanc simples,1,non,Pas grain (0),827454
barils de retour,1,non,,13751
barils de sapin,1,non,Pas grain (0),827454
barils de tonnelier,3,non,Pas grain (0),827454
barils de vin de ???,4,non,Pas grain (0),827454
barils doubles de fer-blanc,1,non,Pas grain (0),827454
barils en bottes,1,non,,13751
barils neufs,1,non,Pas grain (0),827454
barils petits,2,non,Pas grain (0),827454
barils pour saler sardines,1,non,Pas grain (0),827454
barils vides,121,non,Pas grain (0),827454
barils vides pour sardines,3,non,,13751
barils vieux,1,non,Pas grain (0),827454
barois,8,non,Pas grain (0),827454
baromètre,6,non,Pas grain (0),827454
barques,2,non,Pas grain (0),827454
barques démontées,1,non,Pas grain (0),827454
barques en bottes,1,non,Pas grain (0),827454
barquettes,210,non,Pas grain (0),827454
barquettes et nacelles,5,non,Pas grain (0),827454
barquettes vieilles,5,non,Pas grain (0),827454
barreau de laine,2,non,Pas grain (0),827454
barreaux,3,non,Pas grain (0),827454
barreaux de bois,8,non,Pas grain (0),827454
barreaux de bois et planches de bois,6,non,Pas grain (0),827454
barreaux de sapin,2,non,Pas grain (0),827454
barreaux de sapin de 10 pieds,1,non,Pas grain (0),827454
barreaux neufs,2,non,Pas grain (0),827454
barres,114,non,Pas grain (0),827454
barres à nègre,1,non,Pas grain (0),827454
barres carrées de fer étiré,6,non,Pas grain (0),827454
barres carrées de fer étiré de 15 inclusivement à 22 millimètres exclusivement,1,non,Pas grain (0),827454
barres carrées de fer étiré de 15 inclusivement à 22 millimètres exclusivement sur chaque face,1,non,Pas grain (0),827454
barres carrées de fer étiré de 22 millimètres et plus sur chaque face,2,non,Pas grain (0),827454
barres carrées de fer étiré de moins de 15 millimètres,1,non,Pas grain (0),827454
barres carrées de fer étiré de moins de 15 millimètres sur chaque face,1,non,Pas grain (0),827454
barres d'anspects,107,non,Pas grain (0),827454
barres d'anspects en bois,6,non,Pas grain (0),827454
barres d'anspects et barres de cabestan,134,non,Pas grain (0),827454
barres d'étain,3,non,Pas grain (0),827454
barres d'étain ou blocs d'étain,2,non,Pas grain (0),827454
barres de barrique,1,non,Pas grain (0),827454
barres de bois,40,non,Pas grain (0),827454
barres de cabestan,72,non,Pas grain (0),827454
barres de cabestan en bois,2,non,Pas grain (0),827454
barres de chêne,1,non,Pas grain (0),827454
barres de chêne petites,1,non,Pas grain (0),827454
barres de cuivre,2,non,Pas grain (0),827454
barres de cuivre petites,1,non,,13751
barres de futel,1,non,Pas grain (0),827454
barres de guindeau,48,non,Pas grain (0),827454
barres de sapin,2,non,Pas grain (0),827454
barres de sapin de 3 à 4 pieds,1,non,Pas grain (0),827454
barres de sapin pour fonçaille,1,non,Pas grain (0),827454
barres et cercles de fer,1,non,Pas grain (0),827454
barres et clous de fer,1,non,,13751
barres et tôle de fer,2,non,,13751
barres et verges de fer,14,non,Pas grain (0),827454
barres fines de fer,2,non,Pas grain (0),827454
barres maître-fond,5,non,Pas grain (0),827454
barres ouvrées de fer,1,non,,13751
barres plates de fer étiré,6,non,Pas grain (0),827454
barres plates de fer étiré de 113 à 366 millimètres ou 42 à 72 lignes inclusivement,1,non,Pas grain (0),827454
barres plates de fer étiré de 213 à 366 millimètres de largueur multipliée par l'épaisseur,1,non,Pas grain (0),827454
barres plates de fer étiré de moins de 113 millimètres ou 42 lignes,1,non,Pas grain (0),827454
barres plates de fer étiré de moins de 213 millimètres de largueur multipliée par l'épaisseur,1,non,Pas grain (0),827454
barres plates de fer étiré de plus de 366 millimètres de largeur multipliée par l'épaisseur,1,non,Pas grain (0),827454
barres plates de fer étiré de plus de 366 millimètres ou 72 lignes,1,non,Pas grain (0),827454
barres pour édifices,1,non,Pas grain (0),827454
barres pour édifiées,1,non,Pas grain (0),827454
barres rondes de fer étiré,6,non,Pas grain (0),827454
barres rondes de fer étiré de 15 millimètres et plus de diamètres,1,non,Pas grain (0),827454
barres rondes de fer étiré de 15 millimètres ou 7 lignes et plus de diamètres,1,non,Pas grain (0),827454
barres rondes de fer étiré de moins de 15 millimètres de diamètres,1,non,Pas grain (0),827454
barres rondes de fer étiré de moins de 15 millimètres ou 7 lignes diamètres,1,non,Pas grain (0),827454
barretons d'or,1,non,Pas grain (0),827454
barrettes,1,non,Pas grain (0),827454
barrettes de cuivre,3,non,Pas grain (0),827454
barrettes de fer,1,non,Pas grain (0),827454
barriques,62,non,Pas grain (0),827454
barriques à eau,4,non,Pas grain (0),827454
barriques cerclées de fer,1,non,Pas grain (0),827454
barriques cerclées de fer et vides,1,non,Pas grain (0),827454
barriques d'eau,1,oui,Pas grain (0),827454
barriques d'eau en lest,1,non,,13751
barriques en bœuf,1,non,Pas grain (0),827454
barriques neuves,5,non,Pas grain (0),827454
barriques vides,201,non,Pas grain (0),827454
barriques vides vieilles,48,non,Pas grain (0),827454
barriques vieilles,21,non,Pas grain (0),827454
barriques vieilles ???,4,non,,13751
bas,84,non,Pas grain (0),827454
bas à crin d'or et de soie,1,non,Pas grain (0),827454
bas communs,2,non,Pas grain (0),827454
bas d'estam,1,oui,Pas grain (0),827454
bas d'estame,73,non,Pas grain (0),827454
bas d'estame fins,2,non,Pas grain (0),827454
bas d'estame grossiers,2,non,,13751
bas d'étoffe,1,non,Pas grain (0),827454
bas de bourre de soie,7,non,Pas grain (0),827454
bas de Carcassone,1,non,Pas grain (0),827454
bas de castor,25,non,Pas grain (0),827454
bas de chamois,19,non,Pas grain (0),827454
