simplification,nbr_occurences_simpl,ulrich,obsolete,nbr_occurences_ulrich
étamine à peu de soie,4,out,non,288284
étamine au quart de soie,2,out,non,288284
étamine au sixième de soie,1,out,non,288284
étamine aune,1,out,oui,288284
étamine avec soie,2,out,non,288284
étamine avec vingt brins de soie,1,out,non,288284
étamine blanche,1,out,non,288284
étamine burail,13,out,non,288284
étamine buratée de laine,1,out,non,288284
étamine burette,2,out,non,288284
étamine commune,1,out,non,288284
étamine d'Agen,3,out,non,288284
étamine d'Allemagne,2,out,non,288284
étamine d'Amiens,11,out,non,288284
étamine d'argent,2,out,non,288284
étamine d'Auvergne,12,out,non,288284
étamine de Acims,1,out,non,288284
étamine de belzamine,2,out,non,288284
étamine de laine,360,out,non,288284
étamine de laine d'Angleterre,2,out,non,288284
étamine de laine et de soie,6,out,non,288284
étamine de laine fine,1,out,non,288284
étamine de Laval,3,out,non,288284
étamine de Nogent,3,out,non,288284
étamine de Noyau,1,out,non,288284
étamine de Reims,21,out,non,288284
étamine de Rouen,1,out,non,288284
étamine de Sainte,1,out,non,288284
étamine de soie,7,out,non,288284
étamine des prises,3,out,non,288284
étamine du Mans,50,out,non,288284
étamine du pays,1,out,non,288284
étamine Maine,1,out,non,288284
étamine mi soie,2,out,non,288284
étamine noire,2,out,non,288284
étamine oneraile,1,out,non,288284
étamine ouvrée,1,out,non,288284
étamine piquée de soie,1,out,non,288284
étamine rayée,3,out,non,288284
étamine virée,1,out,non,288284
étampes,1,out,non,288284
étampes de chanvre,1,out,non,288284
etatchasse,5,out,non,288284
étaux,2,out,non,288284
étaux de fer,26,out,non,288284
étaux en bâtit pour serruriers,1,out,non,288284
étaux ouvragés,1,out,non,288284
etaya,1,out,non,288284
étendards,1,out,non,288284
etendelle,2,out,non,288284
éternelle de coton,1,cotton goods,non,9461
etocs,3,out,non,288284
etocs de fer,13,out,non,288284
étocs de fer,7,out,non,288284
étoffe,56,out,non,288284
étoffe à carreaux,1,out,non,288284
étoffe à carreaux et de toile de coutil,1,out,non,288284
étoffe à galon d'or,1,out,non,288284
étoffe à la valeur,2,out,non,288284
étoffe à peu,20,out,non,288284
étoffe à peu de soie,75,out,non,288284
étoffe au ??? de soie,4,out,non,288284
étoffe au dessus du sixième de soie,1,out,non,288284
étoffe au filoselle,1,out,non,288284
étoffe au peu de soie,4,,non,1091
étoffe au poil sorge de Rome,1,out,non,288284
étoffe au quart,32,out,non,288284
étoffe au quart de soie,275,out,non,288284
étoffe au sixième,1,out,non,288284
étoffe au sixième de soie,16,out,non,288284
étoffe au sixième de soie en siamoise,2,out,non,288284
étoffe au sixième de soie siamoise,1,out,non,288284
étoffe au tiers de soie,1,out,non,288284
étoffe au-dessus du sixième de soie,1,out,non,288284
étoffe avec argent et or,2,out,non,288284
étoffe avec un brin de soie,2,out,non,288284
étoffe avec vin brin de soie,1,out,non,288284
étoffe brochée d'argent et d'or faux de soie pure,2,out,non,288284
étoffe brochée d'argent et d'or fin de soie pure,2,out,non,288284
étoffe brochée de coton et de fil siamois,1,cotton goods,non,9461
étoffe brochée de soie de soie pure,1,out,non,288284
étoffe brochée et brodée,2,out,non,288284
étoffe cotonne,1,cotton goods,non,9461
étoffe crêpe,1,out,non,288284
étoffe croisée,1,out,non,288284
étoffe d'Amiens façonnée,1,out,non,288284
étoffe d'argent,5,out,non,288284
étoffe d'argent d'or et de soie,58,out,non,288284
étoffe d'argent et d'or,121,out,non,288284
étoffe d'argent et d'or faux,3,out,non,288284
étoffe d'argent et d'or fin,4,out,non,288284
étoffe d'argent et de soie,9,out,non,288284
étoffe d'argent et soie,1,out,non,288284
étoffe d'argent fil et soie,1,out,non,288284
étoffe d'herbes,3,out,non,288284
étoffe d'or,18,out,non,288284
étoffe d'or et de soie,9,out,non,288284
étoffe d'or faux et de soie,1,out,non,288284
étoffe de bourre de soie,3,out,non,288284
étoffe de capiton,1,out,non,288284
étoffe de chanvre,2,out,non,288284
étoffe de chanvre et de fil de lin en toile,1,out,non,288284
étoffe de chanvre et de lin en toile diverse,2,out,non,288284
étoffe de coton,94,cotton goods,non,9461
étoffe de coton ???,1,cotton goods,non,9461
étoffe de coton au quart de soie,3,cotton goods,non,9461
étoffe de coton brillant blanc,1,cotton goods,non,9461
étoffe de coton brodé,1,cotton goods,non,9461
étoffe de coton de fil,1,cotton goods,non,9461
étoffe de coton de fil et de laine,3,cotton goods,non,9461
étoffe de coton de fil et de soie,7,cotton goods,non,9461
étoffe de coton de fleuret et de soie,1,cotton goods,non,9461
étoffe de coton de laine,1,cotton goods,non,9461
étoffe de coton de laine et de soie,3,cotton goods,non,9461
étoffe de coton de quart de soie,1,cotton goods,non,9461
étoffe de coton de velours,1,cotton goods,non,9461
étoffe de coton des Indes,1,cotton goods,non,9461
étoffe de coton en drap,14,cotton goods,non,9461
étoffe de coton en soie,8,cotton goods,non,9461
étoffe de coton et bonneterie,1,cotton goods,non,9461
étoffe de coton et chapeaux,1,cotton goods,non,9461
étoffe de coton et de fil,21,cotton goods,non,9461
étoffe de coton et de fil de soie,2,cotton goods,non,9461
étoffe de coton et de fil et de laine et de poil chameau,3,cotton goods,non,9461
étoffe de coton et de fil et de laine et de poil de chèvre,4,cotton goods,non,9461
étoffe de coton et de fil mélangés,1,cotton goods,non,9461
étoffe de coton et de fleuret,3,cotton goods,non,9461
étoffe de coton et de laine,6,cotton goods,non,9461
étoffe de coton et de laine diverse,1,cotton goods,non,9461
étoffe de coton et de laine et de filoselle,1,cotton goods,non,9461
étoffe de coton et de laine et de soie mélangés,1,cotton goods,non,9461
étoffe de coton et de laine retour,1,cotton goods,non,9461
étoffe de coton et de soie,53,cotton goods,non,9461
étoffe de coton et de soie des Indes,1,cotton goods,non,9461
étoffe de coton et de soie éternelle,1,cotton goods,non,9461
étoffe de coton et de toile,1,cotton goods,non,9461
étoffe de coton et drap de coton et velours de coton,1,cotton goods,non,9461
étoffe de coton et drap de coton et velours de coton et couvertures de coton,1,cotton goods,non,9461
étoffe de coton et mercerie,1,cotton goods,non,9461
étoffe de coton et pellerie,1,cotton goods,non,9461
étoffe de coton et velours commun,1,cotton goods,non,9461
étoffe de coton imprimé,2,cotton goods,non,9461
étoffe de coton mélangée,1,cotton goods,non,9461
étoffe de coton mêlée de soie,1,cotton goods,non,9461
étoffe de coton mi soie,2,cotton goods,non,9461
étoffe de coton peint,1,cotton goods,non,9461
étoffe de coton piqué,1,cotton goods,non,9461
étoffe de crin,2,out,non,288284
étoffe de d'argent et d'or et de soie,23,out,non,288284
étoffe de dorure de laine et de soie,2,out,non,288284
étoffe de fil,4,out,non,288284
étoffe de fil au quart de soie,1,out,non,288284
étoffe de fil de laine,2,out,non,288284
étoffe de fil et bourre de chèvre,1,out,non,288284
étoffe de fil et de laine,24,out,non,288284
étoffe de fil et de poil,1,out,non,288284
étoffe de fil et de poil de chèvre,2,out,non,288284
étoffe de fil et de soie,22,out,non,288284
étoffe de fil et moquette,1,out,non,288284
étoffe de fil et poil de chèvre,2,out,non,288284
étoffe de fil et poil de chèvre aune,1,out,oui,288284
étoffe de filoselle,19,out,non,288284
étoffe de filoselle et de laine,2,out,non,288284
étoffe de filoselle et de soie,6,out,non,288284
étoffe de Flandre et de poil,2,out,non,288284
étoffe de fleuret,21,out,non,288284
étoffe de fleuret au brin de soie,1,out,non,288284
étoffe de fleuret et de laine,3,out,non,288284
étoffe de fleuret et de soie,5,out,non,288284
étoffe de fleuret et laine,2,out,non,288284
étoffe de fleuret pure,1,out,non,288284
étoffe de galette et de soie,1,out,non,288284
étoffe de laine,243,out,non,288284
étoffe de laine ???,5,out,non,288284
étoffe de laine à faire moufles,1,out,non,288284
étoffe de laine à fil,1,out,non,288284
étoffe de laine à la valeur,1,out,non,288284
étoffe de laine angora,1,out,non,288284
étoffe de laine au quart de soie,1,out,non,288284
étoffe de laine avec dorure,1,out,non,288284
étoffe de laine avec soie,1,out,non,288284
étoffe de laine bêche,1,out,non,288284
étoffe de laine beige 309 lignes,1,out,non,288284
étoffe de laine blanche,1,out,non,288284
étoffe de laine brodée de dorure et de soie,1,out,non,288284
étoffe de laine cannelée,1,out,non,288284
étoffe de laine chaleur,1,out,non,288284
étoffe de laine couterie,1,out,non,288284
étoffe de laine crêpe,2,out,non,288284
étoffe de laine de Rome,1,out,non,288284
étoffe de laine en cachemire,2,out,non,288284
étoffe de laine en croisé,1,out,non,288284
étoffe de laine en quart de soie,1,out,non,288284
étoffe de laine en raz de castor,5,out,non,288284
étoffe de laine en sarain,1,out,non,288284
étoffe de laine et de fil,1,out,non,288284
étoffe de laine et de poil,5,out,non,288284
étoffe de laine et de soie,58,out,non,288284
étoffe de laine et de soie aune,1,out,oui,288284
étoffe de laine et de soie brodée,1,out,non,288284
étoffe de laine et de soie diverse,1,out,non,288284
étoffe de laine et de velours d'Utrecht,1,out,non,288284
étoffe de laine et poil,5,out,non,288284
étoffe de laine fabrique de Tournai,1,out,non,288284
étoffe de laine fabriquée à Arras,1,out,non,288284
étoffe de laine fleuret au quart,1,out,non,288284
étoffe de laine fleuret et de soie,2,out,non,288284
étoffe de laine florentine,1,out,non,288284
étoffe de laine grains d'orge,1,out,non,288284
étoffe de laine grosse,1,out,non,288284
étoffe de laine imprimée,2,out,non,288284
étoffe de laine large et serge,2,out,non,288284
étoffe de laine mélangée,1,out,non,288284
étoffe de laine mêlée de soie,3,out,non,288284
étoffe de laine mêlée ou pure,1,out,non,288284
étoffe de laine Minorque,3,out,non,288284
étoffe de laine poil et laine,1,out,non,288284
étoffe de laine poil et laine velours,1,out,non,288284
étoffe de laine poil poil et laine,1,out,non,288284
étoffe de laine pour nègre,1,out,non,288284
étoffe de laine pure,2,out,non,288284
étoffe de laine pure aune,1,out,oui,288284
étoffe de laine reste,1,out,non,288284
étoffe de laine retour,1,out,non,288284
étoffe de laine riche,1,out,non,288284
étoffe de laine royale,1,out,non,288284
étoffe de laine satinée,1,out,non,288284
étoffe de laine serge à doublure,2,out,non,288284
étoffe de laine teinte,3,out,non,288284
étoffe de laine turque,2,out,non,288284
étoffe de laine velverde,1,out,non,288284
étoffe de laine verlastine,1,out,non,288284
étoffe de laine voile noir,1,out,non,288284
étoffe de peluches pour nègre,1,out,non,288284
étoffe de poil,12,out,non,288284
étoffe de poil de chameau,2,out,non,288284
étoffe de poil de laine et de velours d'Utrecht,4,out,non,288284
étoffe de poil et de velour d'Utrecht,1,out,non,288284
étoffe de poil et de velours,2,out,non,288284
étoffe de poil et fil,1,out,non,288284
étoffe de poil et laine velours,2,out,non,288284
étoffe de poil et laine velours d'Utrecht,1,out,non,288284
étoffe de Reims,1,out,non,288284
étoffe de riche,1,out,non,288284
étoffe de Rouen,1,out,non,288284
étoffe de soie,1377,out,non,288284
étoffe de soie à fil,1,out,non,288284
étoffe de soie au peu,4,out,oui,288284
étoffe de soie au quart,8,out,non,288284
étoffe de soie aune,1,out,oui,288284
étoffe de soie avec argent et or,1,out,non,288284
étoffe de soie brochée d'argent et d'or faux,1,out,non,288284
étoffe de soie brochée d'argent et d'or fin,1,out,non,288284
étoffe de soie brochée de soie,1,out,non,288284
étoffe de soie brodée,5,out,non,288284
étoffe de soie brodée d'or,2,out,non,288284
étoffe de soie brodée en dorure,1,out,non,288284
étoffe de soie brodée en soie retour,1,out,non,288284
étoffe de soie crêpe,3,out,non,288284
étoffe de soie croisée,1,out,non,288284
étoffe de soie crue,1,out,non,288284
étoffe de soie d'armoisin,1,out,non,288284
étoffe de soie d'or et d'argent faux,3,out,non,288284
étoffe de soie d'Utrecht,1,out,non,288284
étoffe de soie de crêpe,2,out,non,288284
étoffe de soie de fleuret et soie,4,out,non,288284
étoffe de soie de laine,1,out,non,288284
étoffe de soie de lin,1,out,non,288284
étoffe de soie de renvoi,1,out,non,288284
étoffe de soie de Saint Bours,1,out,non,288284
étoffe de soie de velours,1,out,non,288284
étoffe de soie des Indes,5,out,non,288284
étoffe de soie dite Florence,1,out,non,288284
étoffe de soie dite milleret,1,out,non,288284
étoffe de soie du Levant,1,out,non,288284
étoffe de soie en coton,1,cotton goods,non,9461
étoffe de soie en dorure,4,out,non,288284
étoffe de soie en dorure aune,1,out,oui,288284
étoffe de soie en drap,1,out,non,288284
étoffe de soie en fleurs,1,out,non,288284
étoffe de soie en laine,1,out,non,288284
étoffe de soie en or et argent,1,out,non,288284
étoffe de soie en velours,1,out,non,288284
étoffe de soie et ???,2,out,non,288284
étoffe de soie et d'argent,1,out,non,288284
étoffe de soie et de poil,1,out,non,288284
étoffe de soie et de velours d'Utrecht,8,out,non,288284
étoffe de soie et de velours de Gênes,1,out,non,288284
étoffe de soie et galets,1,out,non,288284
étoffe de soie et prunelle de laine,1,out,non,288284
étoffe de soie et ruban,1,out,non,288284
étoffe de soie et soierie,1,out,non,288284
étoffe de soie fabriquée,1,out,non,288284
étoffe de soie façonnée,1,out,non,288284
étoffe de soie fleuret et soie,1,out,non,288284
étoffe de soie herbage,1,out,non,288284
étoffe de soie mêlée d'argent et d'or faux,1,out,non,288284
étoffe de soie mêlée d'argent et d'or fin,1,out,non,288284
étoffe de soie mêlée de fil,2,out,non,288284
étoffe de soie mêlée de laine ou de coton,1,cotton goods,non,9461
étoffe de soie mi soie,9,out,non,288284
étoffe de soie pays étrangers,1,out,non,288284
étoffe de soie pièce,1,out,non,288284
étoffe de soie pou de soie,1,out,non,288284
étoffe de soie pure,2,out,non,288284
étoffe de soie pure unie,1,out,non,288284
étoffe de soie raz ??? cir,1,out,non,288284
étoffe de soie raz ??? fin,1,out,non,288284
étoffe de soie riche,1,out,non,288284
étoffe de soie unie,1,out,non,288284
étoffe de taffetas,1,out,non,288284
étoffe de velours,9,out,non,288284
étoffe de velours d'Utrecht,6,out,non,288284
étoffe de velours de coton,6,cotton goods,non,9461
étoffe de velours de soie,12,out,non,288284
étoffe de voile,2,out,non,288284
étoffe demi soie,5,out,non,288284
étoffe des Iles,1,out,non,288284
étoffe des Indes,17,out,non,288284
étoffe des Indes vestes brodées,1,out,non,288284
étoffe des prises,2,out,non,288284
étoffe dite calutras de coton et de soie,1,cotton goods,non,9461
étoffe dite pauvre madame,1,out,non,288284
étoffe diverse couvertures et draperie pour le gouvernement,1,out,non,288284
étoffe dorure,24,out,non,288284
étoffe dorure d'argent,3,out,non,288284
étoffe dorure d'argent et d'or,3,out,non,288284
étoffe dorure d'argent et d'or faux,3,out,non,288284
étoffe dorure d'argent fin et d'or,3,out,non,288284
étoffe dorure d'or,2,out,non,288284
étoffe dorure d'or faux,1,out,non,288284
étoffe dorure de soie,1,out,non,288284
étoffe dorure et de soie,23,out,non,288284
étoffe dorure fausse,1,out,non,288284
étoffe dorure fine et de soie,1,out,non,288284
étoffe droguet,10,out,non,288284
étoffe en bours du Levant,1,out,non,288284
étoffe en dorure et galon et passementerie,2,out,non,288284
étoffe en or mêlée de soie,4,out,non,288284
étoffe et galon d'argent et d'or,1,out,non,288284
étoffe et gaze et toile des Indes,1,out,non,288284
étoffe et lainages,1,out,non,288284
étoffe et ouvrages de soie,1,out,non,288284
étoffe et ruban de soie,4,out,non,288284
étoffe et rubanerie de fleuret,1,out,non,288284
Étoffe étamine fine,4,out,non,288284
étoffe éternelle,1,out,non,288284
étoffe éternelle de laine,2,out,non,288284
étoffe éternelle mélangée de soie,1,out,non,288284
étoffe étrangère,2,out,non,288284
étoffe étrangère de jude,1,out,non,288284
étoffe façonnée,10,out,non,288284
étoffe façonnée de soie pure,1,out,non,288284
étoffe filoselle,3,out,non,288284
étoffe filoselle de soie,1,out,non,288284
étoffe filoselle et laine,3,out,non,288284
étoffe finette,1,out,non,288284
étoffe flamande de mauvaise qualité,1,out,non,288284
