goods_simpl_classification,nbr_occurences_simpl,canada_classification,details_provenance,obsolete,imports_des_colonies,nbr_occurences_canada
baffetas bleu,26,,,non,0,386384
baffetas des Indes,2,,,non,0,386384
bagarot,1,,,non,0,386384
bagues,5,,,non,0,386384
bagues à pierres fausses,1,,,non,0,386384
bagues d'argent,2,,,non,0,386384
bagues d'or,1,,,non,0,386384
bagues de cuivre,2,,,non,0,386384
bagues de laiton,1,,,non,0,386384
bagues de verre,3,,,non,0,386384
baguettes,6,,,non,0,386384
baguettes à chandelle,1,,,non,0,386384
baguettes à étoffe,2,,,non,0,386384
baguettes d'étain,2,,,non,0,386384
baguettes de bois,1,,,non,0,386384
baguettes de bois doré,1,,,non,0,386384
baguettes de cuivre,3,,,non,0,386384
baguettes de fer à fusil,1,,,non,0,386384
baguettes de fusil,47,,,non,0,386384
bahuts,24,,,non,0,386384
baie de laurier,28,,,non,0,386384
baies de buis,1,,,non,0,386384
baies de genévrier à distiller,2,,,non,0,386384
baies de genièvre,6,,,non,0,386384
baignes,3,,,non,0,386384
baignoires,2,Hors Canada,,non,1,154362
baignoires d'acajou,1,Hors Canada,tropiques,non,1,154362
baignoires de cuivre,4,,,non,0,386384
baignoires de sapin,1,,,non,0,386384
baignoires de tôle,2,,,non,0,386384
baigots,1,,,non,0,386384
baillarge,5,,,non,0,386384
bailles,1,,,non,0,386384
baïonnettes,13,,,non,0,386384
bais de bois de chêne,1,,,non,0,386384
bajutapau,231,,,non,0,386384
bajutapau commun,1,,,non,0,386384
bajutapau des Indes,1,,,non,0,386384
"bajutapau, canelis, etc.",3,,,non,,386384
bakeliau et stockfis,0,,,oui,0,386384
balais,123,,,non,0,386384
balais communs,5,,,non,0,386384
balais coupés,3,,,non,0,386384
balais de bois,39,,,non,0,386384
balais de brandes,1,,,non,0,386384
balais de bruyère,13,,,non,0,386384
balais de chanvre,1,,,non,0,386384
balais de crin,12,,,non,0,386384
balais de foyer,1,,,non,0,386384
balais de jonc,50,,,non,0,386384
balais de jonc petits,1,,,non,0,386384
balais de laine à laver les planchers,1,,,non,0,386384
balais de millet,2,,,non,0,386384
balais de paille,2,,,non,0,386384
balais de paille de riz,6,,,non,0,386384
balais de palme,295,,,non,0,386384
balais de palme petits,1,,,non,0,386384
balais de plumes,3,,,non,0,386384
balais de poil,2,,,non,0,386384
balais de riz,5,,,non,0,386384
balais de soie,7,,,non,0,386384
balais de soie de porcs,18,,,non,0,386384
balais de toile,1,,,non,0,386384
balais du roi,1,,,non,0,386384
balais fins,1,,,non,0,386384
balais grands de palme,2,,,non,0,386384
balais ou ramons,1,,,non,0,386384
balais petits,1,,,non,0,386384
balance,7,,,non,0,386384
balance à la romaine,1,,,non,0,386384
balance complète,1,,,non,0,386384
balance de bois,1,,,non,0,386384
balance de cuivre,8,,,non,0,386384
balance de cuivre jaune,1,,,non,0,386384
balance de fer,4,,,non,0,386384
balance et poids de cuivre,1,,,non,0,386384
balance et romaine,2,,,non,0,386384
balance et ses poids,1,,,non,0,386384
balance ou fléaux en fer,1,,,non,0,386384
balance petite,1,,,non,0,386384
balance romaine,3,,,non,0,386384
balauste,0,,,oui,0,386384
balcon de fer,1,,,non,0,386384
baleine,125,Hors Canada,,non,1,154362
baleine apprêtée,1,,,non,0,386384
baleine coupée,641,Hors Canada,,non,1,154362
baleine coupée en fanon,11,,,non,0,386384
baleine coupée et en fanon,12,,,non,0,386384
baleine de sarde,18,,,non,0,386384
baleine en fanon,278,Hors Canada,,non,1,154362
baleine en fanon et de sarde,1,,,non,0,386384
baleine non sciée,1,,,non,0,386384
baleine taillée,1,,,non,0,386384
balles,1,,,non,0,386384
balles à jouer,2,,,non,0,386384
balles d'osier,3,,,non,0,386384
balles de fer et canons de fer,2,,,non,0,386384
balles de fer uni,1,,,non,0,386384
balles de jonc,1,,,non,0,386384
balles de palme,1,,,non,0,386384
balles de plomb,8,,,non,0,386384
balles et dragées de plomb,1,,,non,0,386384
balles vides,1,,,non,0,386384
balustres,12,,,non,0,386384
bamboches,1,,,non,,386384
bambous,8,,,non,1,386384
banastron,1,,,non,0,386384
banc à couper la paille,1,,,non,0,386384
banc de sapin,1,,,non,0,386384
bandages,4,,,non,1,386384
bandages de peaux,5,,,non,0,386384
bandages pour soldats,1,,,non,0,386384
bandanas des Indes,1,,,non,0,386384
bandanas et mousseline et Nankin de soieries des Indes,0,,,oui,0,386384
bandeaux,4,,,non,0,386384
banderoles,1,,,non,0,386384
banderoles de cuir,2,,,non,0,386384
bandes de cabrouets de fer,3,,,non,0,386384
bandes de charrettes,1,,,non,,386384
bandes de fer,4,,,non,0,386384
bandes de fer à tombereaux,1,,,non,0,386384
bandes de roues de fer,1,,,non,0,386384
bandes de tulles brodées,1,,,non,0,386384
bandes et barres de fer,4,,,non,0,386384
bandoulières garnies d'argent,1,,,non,0,386384
banjoin,0,,,oui,0,386384
bannes et bannettes d'osier,1,,,non,0,386384
bannettes d'osier,1,,,non,0,386384
bannettes de cuir,1,,,non,1,386384
bannière de Damas,1,,,non,0,386384
banquette,4,,,non,0,386384
baquelets,1,,,non,0,386384
baquets,2,,,non,0,386384
baquets à jeter l'eau,1,,,non,0,386384
baquets de cuivre,5,,,non,0,386384
baquets de fer,1,,,non,0,386384
baquets de rechange,1,,,non,0,386384
baquets de sapin,2,,,non,0,386384
baracan,173,,,non,0,386384
baracan aune,1,,,non,0,386384
baracan d'Abbeville,1,,,non,,386384
baracan de laine,14,,,non,0,386384
baracan de laine et de poil,2,,,non,0,386384
baracan de Lille,1,,,non,0,386384
baracan de poil,64,,,non,0,386384
barail,0,,,oui,0,386384
baras,1,,,non,0,386384
barat de laine,1,,,non,0,386384
baratte,1,,,non,0,386384
barbançons,6,,,non,0,386384
barbançons de grès,14,,,non,0,386384
barbançons de terre,15,,,non,0,386384
barbançons de terre de grès,1,,,non,0,386384
barbançons de verre,1,,,non,0,386384
barbe de baleine,10,Hors Canada,,non,1,154362
barbotine,43,,,non,0,386384
barbotines,0,,,oui,0,386384
barbues,1,,,non,0,386384
barbues couvertes d'étamine,1,,,non,0,386384
barbues de grès,14,,,non,0,386384
barbues de terre,1,,,non,0,386384
barbues ouvrées et cannettes ouvrées et jarres de terre ouvrées,1,,,non,0,386384
bardes,5,,,non,0,386384
barilleau,8,,,non,0,386384
barilleau de laine,2,,,non,0,386384
barils,9,,,non,0,386384
barils à poudre,5,,,non,0,386384
barils ancres,1,,,non,0,386384
barils de chêne,1,,,non,0,386384
barils de fer-blanc,1,,,non,0,386384
barils de fer-blanc simples,1,,,non,0,386384
barils de sapin,1,,,non,0,386384
barils de tonnelier,2,,,non,0,386384
barils de vin de ???,4,,,non,0,386384
barils doubles de fer-blanc,1,,,non,0,386384
barils neufs,1,,,non,0,386384
barils petits,2,,,non,0,386384
barils pour saler sardines,1,,,non,0,386384
barils vides,114,,,non,0,386384
barils vides de sardines,2,,,non,0,386384
barils vieux,1,,,non,0,386384
barois,8,,,non,0,386384
baromètre,6,,,non,0,386384
barques,2,,,non,0,386384
barques démontées,1,,,non,0,386384
barques en bottes,1,,,non,0,386384
barquettes,1,,,non,0,386384
barquettes et nacelles,1,,,non,0,386384
barquettes vieilles,1,,,non,0,386384
barreau de laine,2,,,non,0,386384
barreaux,3,,,non,0,386384
barreaux de bois,8,,,non,0,386384
barreaux de bois et planches de bois,6,,,non,0,386384
barreaux de sapin,2,,,non,0,386384
barreaux de sapin de 10 pieds,1,,,non,0,386384
barreaux neufs,2,,,non,0,386384
barres,3,,,non,0,386384
barres à nègre,1,,,non,0,386384
barres carrées de fer étiré,6,,,non,0,386384
barres carrées de fer étiré de 15 inclusivement à 22 millimètres exclusivement,1,,,non,0,386384
barres carrées de fer étiré de 15 inclusivement à 22 millimètres exclusivement sur chaque face,1,,,non,0,386384
barres carrées de fer étiré de 22 millimètres et plus sur chaque face,2,,,non,0,386384
barres carrées de fer étiré de moins de 15 millimètres,1,,,non,0,386384
barres carrées de fer étiré de moins de 15 millimètres sur chaque face,1,,,non,0,386384
barres d'acier,0,,,oui,0,386384
barres d'anspect en bois,1,,,non,0,386384
barres d'anspects,96,,,non,0,386384
barres d'anspects et barres de cabestan,1,,,non,0,386384
barres d'étain,3,,,non,0,386384
barres d'étain ou blocs d'étain,2,,,non,0,386384
barres de barrique,1,,,non,0,386384
barres de bois,37,,,non,0,386384
barres de cabestan,65,,,non,0,386384
barres de cabestan en bois,2,,,non,,386384
barres de chêne,1,,,non,0,386384
barres de chêne petites,1,,,non,0,386384
barres de cuivre,1,,,non,0,386384
barres de fer,2691,Hors Canada,,non,1,154362
barres de fer à frire,1,,,non,0,386384
barres de fer blanc,2,,,non,0,386384
barres de fer d'Espagne,3,,,non,0,386384
barres de fer de Suède,2,,,non,0,386384
barres de fer étiré,2,,,non,0,386384
barres de futel,1,,,non,0,386384
barres de guindeau,45,,,non,0,386384
barres de sapin,2,,,non,0,386384
barres de sapin de 3 à 4 pieds,1,,,non,0,386384
barres de sapin pour fonçaille,1,,,non,0,386384
barres et verges de fer,15,,,non,0,386384
barres fines de fer,1,,,non,0,386384
barres maître-fond,1,,,non,0,386384
barres plates de fer étiré,6,,,non,0,386384
barres plates de fer étiré de 113 à 366 millimètres ou 42 à 72 lignes inclusivement,1,,,non,0,386384
barres plates de fer étiré de 213 à 366 millimètres de largueur multipliée par l'épaisseur,1,,,non,0,386384
barres plates de fer étiré de moins de 113 millimètres ou 42 lignes,1,,,non,0,386384
barres plates de fer étiré de moins de 213 millimètres de largueur multipliée par l'épaisseur,1,,,non,0,386384
barres plates de fer étiré de plus de 366 millimètres de largeur multipliée par l'épaisseur,1,,,non,0,386384
barres plates de fer étiré de plus de 366 millimètres ou 72 lignes,1,,,non,0,386384
barres pour édifices,1,,,non,0,386384
barres pour édifiées,1,,,non,0,386384
barres rondes de fer étiré,6,,,non,0,386384
barres rondes de fer étiré de 15 millimètres et plus de diamètres,1,,,non,0,386384
barres rondes de fer étiré de 15 millimètres ou 7 lignes et plus de diamètres,1,,,non,0,386384
barres rondes de fer étiré de moins de 15 millimètres de diamètres,1,,,non,0,386384
barres rondes de fer étiré de moins de 15 millimètres ou 7 lignes diamètres,1,,,non,0,386384
barrettes,1,,,non,0,386384
barrettes de cuivre,3,,,non,0,386384
barrettes de fer,1,,,non,0,386384
barriques,53,,,non,0,386384
barriques à eau,2,,,non,0,386384
barriques cerclées de fer,1,,,non,0,386384
barriques cerclées de fer et vides,1,,,non,0,386384
barriques cerclées et fer,0,,,oui,0,386384
barriques en bœuf,1,,,non,,386384
barriques neuves,5,,,non,0,386384
barriques vides,93,,,non,0,386384
barriques vides vieilles,48,,,non,0,386384
barriques vieilles,21,,,non,0,386384
bas,11,,,non,0,386384
bas à crin d'or et de soie,1,,,non,0,386384
bas communs,2,,,non,0,386384
bas d'estam,1,,,non,0,386384
bas d'estame,68,,,non,0,386384
bas d'estame fins,2,,,non,0,386384
bas d'étoffe,1,,,non,0,386384
bas de bourre de soie,6,,,non,0,386384
bas de Carcassone,1,,,non,,386384
bas de castor,10,,,non,0,386384
bas de chamois,19,,,non,0,386384
bas de coton,566,,,non,0,386384
bas de coton 1300 lignes,1,,,non,0,386384
bas de coton de femme,1,,,non,,386384
bas de coton en paires,1,,,non,0,386384
bas de coton et bas de fil,323,,,non,0,386384
bas de coton et bas de fil et bas de soie,1,,,non,0,386384
bas de coton et bas de fil par paires,1,,,non,0,386384
bas de coton et bas de soie,1,,,non,0,386384
bas de coton et bonnets de coton,30,,,non,0,386384
bas de coton et laine,1,,,non,0,386384
bas de coton pour enfant,1,,,non,0,386384
bas de coton pour femme,1,,,non,0,386384
bas de coton pour homme,1,,,non,0,386384
bas de fil,707,,,non,1,386384
bas de fil commun,21,,,non,0,386384
bas de fil d'or,2,,,non,,386384
bas de fil divers,1,,,non,,386384
bas de fil et bas de laine,1,,,non,0,386384
bas de fil et bonnets,2,,,non,0,386384
bas de fil et pour femme,2,,,non,0,386384
bas de fil et pour homme,1,,,non,0,386384
bas de fil par paires,3,,,non,0,386384
bas de filoselle,258,,,non,0,386384
bas de Flandre d'homme,1,,,non,,386384
bas de Flandre de femme,1,,,non,,386384
bas de fleuret,83,,,non,0,386384
bas de laine,807,,,non,0,386384
bas de laine 40 lignes,1,,,non,0,386384
bas de laine communs,9,,,non,0,386384
bas de laine d'homme,1,,,non,,386384
bas de laine de Ségovie,3,,,non,,386384
bas de laine écarlate,2,,,non,0,386384
bas de laine et bas de soie,1,,,non,0,386384
bas de laine et bonnets de laine,7,,,non,0,386384
bas de laine et gants de laine et bonnets de laine,2,,,non,0,386384
bas de laine fin,17,,,non,0,386384
bas de laine grossière,21,,,non,0,386384
bas de laine par paires,2,,,non,0,386384
bas de mulet,1,,,non,0,386384
bas de peau,13,,,non,0,386384
bas de poil,8,,,non,0,386384
bas de poil et bas de soie,3,,,non,0,386384
bas de Saint-Mexant,7,,,non,0,386384
bas de Ségovie,2,,,non,0,386384
bas de soie,1413,,,non,0,386384
bas de soie à coins d'argent,1,,,non,0,386384
bas de soie à coins d'or,2,,,non,0,386384
bas de soie à coins d'or et bas de soie à coins d'argent,2,,,non,0,386384
bas de soie brodés,1,,,non,0,386384
bas de soie brodés d'or,1,,,non,0,386384
bas de soie brodés d'or et bas de soie brodés d'argent,1,,,non,0,386384
bas de soie de Chine,1,,,non,0,386384
bas de soie de Chine pour femme,1,,,non,0,386384
bas de soie de Chine pour homme,1,,,non,0,386384
bas de soie et gants de soie,1,,,non,0,386384
bas de soie pour femme,27,,,non,1,386384
bas de soie pour homme,28,,,non,1,386384
bas de soie pour teindre,1,,,non,,386384
bas de soie vieux,3,,,non,0,386384
bas de toile,1,,,non,0,386384
bas des îles et des Indes,0,,,oui,0,386384
bas des Îles et des Indes,1,,,non,,386384
bas des Indes de poil,1,,,non,0,386384
bas drapés,1,,,non,0,386384
bas écriers,1,,,non,0,386384
bas et bonnets de castor,1,,,non,0,386384
bas et bonnets de fil,4,,,non,0,386384
bas et gants de poil,1,,,non,0,386384
bas étrillés,1,,,non,0,386384
bas gants et bonnets de laine fil et coton,2,,,non,0,386384
bas grossiers,4,,,non,0,386384
bas pour femme,1,,,non,0,386384
bas pour homme,1,,,non,0,386384
bas-relief de marbre,1,,,non,0,386384
basanes,46,,,non,0,386384
basanes apprêtées,1,,,non,0,386384
basanes de mouton,9,,,non,0,386384
basanes de mouton tannées,2,,,non,0,386384
basanes de veau,4,,,non,0,386384
basanes tannées,292,,,non,0,386384
basanes tannées de veau,8,,,non,0,386384
basannes,0,,,oui,0,386384
basannes de mouton tannées,0,,,oui,0,386384
basannes de veau tannées,0,,,oui,0,386384
basannes tannées,0,,,oui,0,386384
basin,686,,,non,0,386384
basin argent et or,1,,,non,0,386384
basin blanc,3,,,non,0,386384
basin blanc de 10 aunes,1,,,non,0,386384
basin blanc de 11 aunes,1,,,non,0,386384
basin blanc de fil,1,,,non,0,386384
basin brodé,7,,,non,0,386384
basin brodé de soie,1,,,non,0,386384
basin brodé de soie et d'or,1,,,non,0,386384
basin clair mêlé de coton,1,,,non,0,386384
basin commun,16,,,non,0,386384
basin coton,1,,,non,,386384
"basin de Bruges écru en pièce de 11,5 aunes",1,,,non,0,386384
basin de coton et basin de fil,2,,,non,0,386384
basin de coton et Nankin de coton,0,,,oui,0,386384
basin de coton et Nankin de coton et toile de coton,0,,,oui,0,386384
basin de fil,4,,,non,0,386384
basin de fil et de coton,2,,,non,0,386384
basin de Godelour,1,,,non,0,386384
basin de lin,2,,,non,0,386384
basin de lin peint,1,,,non,0,386384
basin de Rouen,1,,,non,0,386384
basin de soie,1,,,non,0,386384
basin de Troyes,11,,,non,0,386384
basin des Indes,47,,,non,0,386384
basin en aunes,1,,,non,0,386384
basin et Nakin,0,,,oui,0,386384
basin et Nankin,99,,,non,0,386384
basin peint,1,,,non,0,386384
basin pièces de 11 aunes,1,,,non,0,386384
basin pièces de 15 aunes,1,,,non,0,386384
basin pièces de 40 aunes,1,,,non,0,386384
basin rayé,1,,,non,0,386384
basin sec fil,1,,,non,0,386384
basin tout coton,1,,,non,0,386384
basin uni et Nankin uni,38,,,non,0,386384
baspormettes,1,,,non,0,386384
basse,6,,,non,0,386384
basse de viole,12,,,non,0,386384
basse et bassons,1,,,non,0,386384
basse et chapeaux chinois,2,,,non,0,386384
bassin à barbe,1,,,non,0,386384
bassin à barbe de cuivre,1,,,non,0,386384
bassin à cassave,1,,,non,,386384
bassin d'étain,28,,,non,0,386384
bassin de barbe,1,,,non,0,386384
bassin de bois,1,,,non,0,386384
bassin de cuivre,122,Hors Canada,,non,1,154362
bassin de cuivre grand,1,,,non,0,386384
bassin de cuivre jaune,13,,,non,0,386384
bassin de cuivre jaune et chaudron de cuivre jaune,1,,,non,0,386384
bassin de cuivre jaune pour l'entrepôt à la destination de la Compagnie des Indes,1,,,non,0,386384
bassin de cuivre petit,1,,,non,0,386384
bassin de cuivre pour l'entrepôt pour Guinée,1,,,non,0,386384
bassin de fer,8,,,non,0,386384
bassin de marbre,1,,,non,0,386384
bassines de cuivre,6,,,non,0,386384
bassons,4,,,non,0,386384
bassons clarinettes,2,,,non,0,386384
bast et écorce d'arbre et foularde,4,,,non,0,386384
batanomes,146,,,non,0,386384
batanony,3,,,non,0,386384
bâtardes,1,,,non,0,386384
batavia,7,,,non,0,386384
bateaux,8,,,non,0,386384
bateaux à pêcher,3,,,non,0,386384
bateaux neufs,40,,,non,0,386384
bâtiments de mer,21,,,non,1,386384
bâtiments de mer et apparaux,0,,,oui,0,386384
bâtiments de mer vieux,1,,,non,0,386384
bâtiments naufragés,1,,,non,0,386384
batiste,559,,,non,0,386384
batiste blanche,1,,,non,0,386384
batiste brochée,1,,,non,0,386384
batiste de 12 aunes,1,,,non,0,386384
batiste de fil,12,,,non,0,386384
batiste de lin,15,,,non,0,386384
batiste de lin et linon de lin,14,,,non,0,386384
batiste écrue,2,,,non,0,386384
batiste et fine,0,,,oui,0,386384
batiste et linog,0,,,oui,0,386384
batiste et linon,135,,,non,0,386384
batiste et linon de chanvre,2,,,non,0,386384
batiste et linon de chanvre et de lin,7,,,non,0,386384
batiste fine,8,,,non,0,386384
batiste grise,1,,,non,0,386384
batiste Lorient,1,,,non,0,386384
batonge de bois,1,,,non,0,386384
bâtons,5,,,non,0,386384
bâtons à chandelle,2,,,non,1,386384
bâtons à étendre le linge,1,,,non,0,386384
bâtons à faire cercles,1,,,non,0,386384
bâtons à frottoir,1,,,non,0,386384
bâtons à gaffes,6,,,non,0,386384
bâtons à lave-place,18,,,non,0,386384
bâtons à œillets,1,,,non,0,386384
bâtons à pinceaux,1,,,non,0,386384
bâtons d'éventails d'ivoire,1,,,non,0,386384
bâtons de bois,2,,,non,0,386384
bâtons de bois peints,1,,,non,0,386384
bâtons de bois vernis,1,,,non,0,386384
bâtons de brosses à goudronner,1,,,non,0,386384
bâtons de cap,1,,,non,0,386384
bâtons de colliers,3,,,non,0,386384
bâtons de fer,2,,,non,0,386384
bâtons de gabares,1,,,non,0,386384
bâtons de gabares de 14 à 16 pieds,1,,,non,0,386384
bâtons de gaffe,1,,,non,0,386384
bâtons de pompes,1,,,non,0,386384
bâtons de saloups,1,,,non,0,386384
bâtons de sapin,36,,,non,0,386384
bâtons de sapin de 4 pieds de long,2,,,non,0,386384
bâtons de sapin peint,1,,,non,,386384
bâtons peints,2,,,non,0,386384
bâtons vernis,22,,,non,0,386384
bâts,2,,,non,0,386384
bâts à matelas,1,,,non,0,386384
bâts d'ânes,3,,,non,0,386384
bats de bois,0,,,oui,,386384
bâts de bois,1,,,non,,386384
bâts de chevaux,5,,,non,0,386384
bâts de mulets,7,,,non,0,386384
batterie d'airain,5,,,non,0,386384
batterie de cuisine,5,,,non,0,386384
batterie de cuisine en cuivre,5,,,non,,386384
batterie de cuivre,3,,,non,0,386384
batterie de cuivre à cuisine,0,,,oui,0,386384
batterie de cuivre de fuine,0,,,oui,0,386384
batterie de fer,12,,,non,0,386384
batterie de fer à cuisine,2,,,non,0,386384
batterie de fer coulé,2,,,non,0,386384
batterie de fer-blanc,1,,,non,0,386384
batterie en plaque,1,,,non,0,386384
battes à fer,1,,,non,0,386384
battoirs,1,,,non,0,386384
battoirs à lessive,1,,,non,0,386384
baudeaux,0,,,oui,0,386384
baudriers,30,,,non,0,386384
baudriers de cuir,3,,,non,0,386384
baule,1,,,non,0,386384
baumanes,1,Peut être Canada,,non,1,1289
baume,143,Hors Canada,,non,1,154362
baume de benjoin,44,,,non,1,386384
baume de Copahu,123,Hors Canada,amérique du sud,non,1,154362
