marchandises,orthographic_normalization_class,état_du_travail,nbr_occurences_source,nbr_occurences_ortho
Ratine d'hollande,ratine de Hollande,,1,1
Ratine de beauvais,ratine de Beauvais,,1,1
Ratine fine,ratine fine,,4,9
ratine grise des prises,ratine grise des prises,,1,1
Ratines,ratine,,2,50
Ratines de prise,ratine des prises,,1,1
ratinne,ratine,,1,50
Ratinne / aune,ratine aune,x,1,1
ratinne teint,ratine teinte,x,1,1
ratinne teint / aune,ratine teint aune,x,1,1
Rats de canon,rats de canons,,1,1
Rats de maroc,raz du Maroc,,1,70
Rats de marok,raz du Maroc,,2,70
Rattaffia,ratafia,,7,105
Rattafia,ratafia,,6,105
Ratz ; de Reims,raz de Reims,x,1,2
Ratz de maroc,raz du Maroc,,1,70
Ratz de Saint Maure,raz de Saint-Maur,,1,12
Raux de morue,rave de morue,x,1,130
Rave,rave,x,1,5
Rave a filé,rave à filé,x,1,1
rave de morue,rave de morue,x,1,130
Rave de morue,rave de morue,x,14,130
Rave de Morue,rave de morue,x,11,130
rave de moruë,rave de morue,,1,130
rave de morüe,rave de morue,x,1,130
Rave de morüe,rave de morue,x,4,130
Rave de Moue,rave de morue,x,2,130
Rave Morue,rave morue,x,2,2
Raveaux,raveaux,x,1,1
raves,rave,,1,5
Raves,rave,,3,5
Raves ; de morue,rave de morue,,8,130
Raves ; de morüe,rave de morue,,12,130
Raves a pêche,rave à pêche,,1,3
Raves a pecher,rave à pêcher,,2,3
Raves a pêcher,rave à pêcher,,1,3
Raves a peches,rave à pêche,,2,3
Raves a seches,rave à seches,x,1,1
raves de morue,rave de morue,,2,130
Raves de morue,rave de morue,,46,130
Raves de Morue,rave de morue,,4,130
raves de moruë,rave de morue,,1,130
Raves de Moruë,rave de morue,,1,130
raves de morüe,rave de morue,,1,130
Raves de morüe,rave de morue,,10,130
Raves de morues,rave de morue,,2,130
Raves de moruës,rave de morue,,5,130
Raves de pêches,rave de pêche,,1,1
raves de stocfiche,rave de stockfish,,1,1
Raves emerue,rave de morue,,1,130
Raves ou oeufs de morue,rave ou œuf de morue,,3,3
Raves; de morue,rave de morue,,1,130
rayes,rayes,x,1,1
rayon,rayon,x,1,1
rayons de mouches à miel,rayon de mouches à miel,,1,1
raz ; de castor,raz de castor,,1,23
Raz ; de castor,raz de castor,,3,23
Raz ; de fleury,raz de Fleury,x,1,2
Raz ; de maroc,raz du Maroc,,18,70
Raz ; de Maroc,raz du Maroc,,12,70
Raz ; de morue,raz de morue,x,1,1
Raz ; de Saint-Cir,raz de Saint-Cyr,,1,4
Raz ; de St. Cir,raz de Saint-Cyr,,1,4
Raz ; du Maroc,raz du Maroc,,1,70
Raz anglais,raz anglais,,1,1
Raz castor,raz castor,,1,1
Raz croisé,raz croisé,,1,1
raz de castor,raz de castor,,2,23
Raz de castor,raz de castor,,8,23
Raz de Castor,raz de castor,,1,23
Raz de laine,raz de laine,,5,6
raz de maroc,raz du Maroc,,1,70
raz de Maroc,raz du Maroc,,2,70
Raz de maroc,raz du Maroc,,11,70
Raz de Maroc,raz du Maroc,,15,70
Raz de Saint Maur,raz de Saint-Maur,,1,12
Raz de Saint-Maur,raz de Saint-Maur,,1,12
Raz de Saint-Maure,raz de Saint-Maur,,1,12
Raz de St Cir,raz de Saint-Cyr,,1,4
Raz de St Lo,raz de Saint-Lô,,1,1
Raz de St Maur,raz de Saint-Maur,,2,12
raz de st maur ?,raz de Saint-Maur,,1,12
raz des prises,raz des prises,,1,1
Razade,rassades,,9,294
Razades,rassades,,2,294
Raze,rase,x,5,5
Raze blanche,rase blanche,x,1,1
raze pour teinture,rase blanche pour teinture,,1,1
Raze pour teinture,rase pour teinture,x,1,1
Razoir,rasoirs,,1,30
razoirs,rasoirs,,2,30
Razoirs,rasoirs,,18,30
razure de corne,râpure de corne,x,1,20
reagal,reagal,,1,19
Reagal,reagal,x,12,19
Réagal,reagal,x,3,19
Reagale,reagal,x,2,19
realgal,reagal,x,1,19
Rebus de corail,rebuts de corail,,1,1
Rechange de toile de halle,rechange de toile de halle,,1,1
Rechanges à nègres,rechanges à nègre,,1,1
Rechanges de toile pour nègres,rechanges de toile pour nègre,,1,1
Rechaud de Terre,réchaud de terre,,1,1
Rechaux ; a caffé ; de fer,récjaud à café de fer,,1,1
Rechaux ; de fer,réchaud de fer,,1,1
Rechaux avec leurs pieds de fer,réchaud avec leurs pieds de fer,,1,1
Rechaux de cuivre,réchaud de cuivre,,2,3
reclure de chamois,raclure de chamois,,1,2
Rediné,rediné,x,1,1
Redingote,redingotes,,1,22
Redingotes,redingotes,,1,22
Redingotes de drap,redingotes de drap,,1,1
Redingottes,redingotes,,14,22
Redingottes de drap d'Angleterre,redingotes de drap d'Angleterre,,1,1
Redingottes de ratine,redingotes de ratine,,1,1
redingottes des prise,redingotes des prises,,1,1
Redon,redon,x,2,3
Redou,redon,x,1,3
regale,,,1,2599
Regale d'antimoine,régule d'antimoine,x,1,9
Registre,registres,,2,8
Registre en blanc,registres en blanc,,2,8
Registres,registres,,6,8
Registres ; en blanc,registres en blanc,,1,8
Registres blancs,registres blancs,,6,6
Registres en blanc,registres en blanc,,5,8
reglise,réglisse,,2,551
Reglise,réglisse,,2,551
Réglise,réglisse,,4,551
reglisse,réglisse,,19,551
Reglisse,réglisse,,414,551
réglisse,réglisse,,4,551
Réglisse,réglisse,,104,551
Reglisse ; en poudre,réglisse en poudre,,1,1
Réglisse ; moulu,réglisse moulu,,1,1
Réglisse (bois de ),réglisse bois de,,8,8
Réglisse en bois,réglisse en bois,,33,33
Réglisse et autres,réglisse et autre,,2,2
Reglissse,réglisse,,1,551
Regrets d'orfèvre,regrets d'orfèvre,,3,5
Regrets d'orfévres,regrets d'orfèvre,,2,5
Reguelisse,réglisse,,1,551
Reguelisse ; par balles de 150 livres,réglisse par balles de 150 livres,,1,1
Regule d'antimoine,régule d'antimoine,x,1,9
Régule d'antimoine,régule d'antimoine,x,7,9
Reliquaires,reliquaires,,1,1
Remede,remèdes,,2,66
Remède,remèdes,,1,66
Remedes,remèdes,,52,66
Remédes,remèdes,,1,66
Remèdes,remèdes,,10,66
Remedes pour la goute,remèdes pour la goutte,,1,1
Repouty,repouty,x,1,1
Représentation des Tuileries,représentation des Tuileries,,1,1
Representation du St Sepulchre,représentation du Saint Sépulcre,,1,1
Résidu d'acide sulfurique,résidu d'acide sulfurique,,1,1
resine,résines,,1,95
Resine,résines,,21,95
Résine,résines,,6,95
Résine ; de jalap,résines de jalap,,1,17
Resine de jalop,résines de jalap,,1,17
Résines ; gomme de Copal,résines gomme copale,,17,20
"Résines ; indigènes ; brais sec, colophane, résine d'huile",résines indigènes brai sec colophane résines d'huile,,3,3
Résines ; Scammonée,résines scammonée,,10,16
Résines ; Scamonée,résines scammonée,,5,16
Résines ; Térébenthine ; compacte,résines térébenthine compacte,,10,13
Résines ; Térébenthine ; essence,résines térébenthine essence,,10,16
Résines ; Térébenthine liquide,résines térébenthine liquide,,10,14
Résines ; Thérébenthine ; compacte,résines térébenthine compacte,,3,13
Résines ; Thérébenthine ; essence,résines térébenthine essence,,6,16
Résines ; Thérébenthine ; liquide,résines térébenthine liquide,,4,14
Résines du pin et du sapin ; Brai gras et goudron,résines du pin et du sapin brai gras et goudron,,2,2
"Résines du pin et du sapin ; Brai sec, colophane, résine d'huile",résines du pin et du sapin brai sec colophane résines d'huile,,2,2
Résines du pin et du sapin ; Essence de térébenthine et eau de rose,résines du pin et du sapin essence de térébenthine et eau de rose,,2,2
Résines du pin et du sapin ; Poix ou galipot,résines du pin et du sapin poix ou galipot,,2,2
Résines du pin et du sapin ; Térébenthine ; compacte,résines du pin et du sapin térébenthine compacte,,2,2
Résines du pin et du sapin ; Térébenthine ; liquide,résines du pin et du sapin térébenthine liquide,,2,2
Résines indigènes ; brutes ; brais gras ou goudron,résines indigènes brutes brai gras ou goudron,,3,3
Résines indigènes ; brutes ; poix ou galipots,résines indigènes brutes poix ou galipot,,2,2
Résines indigènes ; distillées (Essence de térébenthine),résines indigènes distillées essence de térébenthine,,2,5
Résines indigènes ; distillées.... Essence de térébenthine,résines indigènes distillées essence de térébenthine,,3,5
Résines indigènes ; épurée.... Térébenthine ; compacte,résines indigènes épurées térébenthine compacte,,2,2
Résines indigènes ; épurée.... Térébenthine ; liquide,résines indigènes épurées térébenthine liquide,,3,3
Résines indigènes ; épurées. - Térébenthine (Pâte de),résines indigènes épurées térébenthine (pâte de),,2,2
"Résines indigènes ; résidu de distillation. - Brai sec, résine d'huile",résines indigènes résidu de distillation brai sec résines d'huile,,2,2
Résineux ; Gomme de Copal,résines gomme copale,,3,20
Résineux ; Jalap,résinesux jalap,,3,3
Résineux ; Scammonée,résinesux scammonée,,7,7
Résineux exotiques,résinesux exotiques,,2,2
"Résineux exotiques ; autres que scammonée, jalap, copal et assa foetida",résinesux exotiques autres que scammonée jalap copal et assa foetida,x,2,2
Résineux exotiques ; sans distinction,résinesux exotiques sans distinction,,5,7
Résineux exotiques ; sans distinction ; des entrepôts,résinesux exotiques sans distinction des entrepôts,,1,1
Résineux exotiques ; scammonée,résinesux exotiques scammonée,,2,12
Résineux exotiques ; Scammonée,résinesux exotiques scammonée,,10,12
Résineux exotiques; sans distinction,résinesux exotiques sans distinction,,2,7
Resme de jalap,résines de jalap,,1,17
Ressorts,ressorts,,1,1
Ressorts ; de carosse,ressorts de carrosses,,1,1
Ressorts de voiture,ressorts de voiture,,1,1
Retail de cuir,retaille de cuir,,1,1
retail de peau,retaille de peau,,1,6
Retail de peaux,retaille de peau,,1,6
Retaille ; de peau,retaille de peau,,2,6
Retaille de peaux,retaille de peau,,2,6
Retaille de peaux de veaux corroyées,retaille de peau de veau corroyée,,1,1
Retaillons de drap,retaillons de drap,,1,1
Retails de cartes,retaille de carte,,1,1
Rets ; à pecher,rets à pêcher,,1,27
Rets ; de charue,rais de charrues,x,1,11
Rets ; de charüe,rais de charrues,x,1,11
Rets a charue,rais à charrues,,1,4
Rets a pêcher,rets à pêcher,,1,27
Rets à pecher,rets à pêcher,x,4,27
Rets à pécher,rets à pêcher,x,1,27
Rets à pêcher,rets à pêcher,x,2,27
Rets a pescher,rets à pêcher,,2,27
Rets à pescher,rets à pêcher,x,3,27
Rets de charettes,rais de charrettes,x,1,1
Rets de charues,rais de charrues,x,1,11
rets ou filets,rets ou filets,x,1,1
rets por la chasse et la pêche,rets pour la chasse et la pêche,x,1,1
rets pour tisseurs,rets pour tisseurs,x,1,1
Retz ; à pêcher,rets à pêcher,x,1,27
Retz ; à pescher,rets à pêcher,x,2,27
Retz ; de charue,rais de charrues,x,1,11
Retz a charrue,rais de charrues,,1,11
Retz a pecher,rets à pêcher,x,1,27
Retz à pecher,rets à pêcher,,1,27
Retz à pêcher,rets à pêcher,x,2,27
Retz a pescher,rets à pêcher,,1,27
Retz à pescher,rets à pêcher,x,3,27
Retz de charrüe,rais de charrues,x,1,11
Retz de charue,rais de charrues,x,2,11
Retzà pescher,rets à pêcher,x,1,27
Reuche,reuche,x,1,2
Reunche ?,reuche,x,1,2
Reveche,revêche,x,2,5
Revêche,revêche,,1,5
Revêche de laine,revêche,,1,5
reveils,réveils,,1,1
Reverberes,réverbères,,2,2
Revesche,revêche,x,1,5
rez à pêcher,rets à pêcher,x,1,27
Rez De charrue,rais de charrues,x,1,11
Rez de charrues,rais de charrues,x,1,11
Rez de charue,rais de charrues,x,1,11
Rezine,résines,,1,95
Rhubarb,rhubarbe,,1,580
rhubarbe,rhubarbe,,33,580
Rhubarbe,rhubarbe,,445,580
Rhubarbe ; de moscovie,rhubarbe de Moscovie,,2,31
rhubarbe de Levant,rhubarbe de Levant,,3,4
Rhubarbe de levant,rhubarbe de Levant,,1,4
rhubarbe de moscovie,rhubarbe de Moscovie,,2,31
Rhubarbe du levant,rhubarbe du Levant,,1,14
Rhubarbe et Méchoacan,rhubarbe et mechoacam,,28,28
Rhubarbes,rhubarbe,,1,580
Rhubarde,rhubarbe,,5,580
rhum,rhum,,2,23
Rhum,rhum,,16,23
Rhum de Prise,rhum des prises,,1,1
Rhum et tafia,rhum et tafia,,21,39
"rhum, rac, anis etc.",rhum rac anis etc.,,1,2
rhum. rac. anis etc.,rhum rac anis etc.,,1,2
Riasins secs,raisin sec,,1,885
Riban ; au quart,ruban au quart,x,2,5
Rid,riz,,1,1714
Rideaux de soye vieux,rideaux de soie vieux,,1,1
Riognures de cuir,rognures de cuir,,1,25
ris,riz,,109,1714
Ris,riz,,1033,1714
Ris de Levant,riz du Levant,,1,2
Ris du levant,riz du Levant,,1,2
Ris en poudre,riz en poudre,,2,2
Riuban de soye,ruban de soie,,1,1056
Riubans ; de fil,ruban de fil,,1,378
Rivets,rivets,,1,1
Rix,riz,,2,1714
riz,riz,,19,1714
Riz,riz,,550,1714
Riz ; autres,riz autre,,4,4
Riz ; autres ; des entrepôts,riz autre des entrepôts,,1,1
Riz et noix,riz et noix,,1,1
Robbes fourrées,robes fourrées,,1,1
Robe ; de chambre,robes de chambre,,1,6
Robe de Basin brodée,robes de basin brodées,,1,1
Robe de chambre,robes de chambre,,4,6
Robe de chambre d'indienne,robes de chambre d'indienne,,1,3
Robe de chambre de Damas,robes de chambre de damas,,1,1
Robe de chambre de la Chine,robes de chambre de la Chine,,1,1
Robe de chambre de soie,robe de chambre de soie,,2,2
Robe de satin brodée,robe de satin brodée,,1,1
Robes,robes,,8,8
Robes ; brodées,robes brodées,,1,1
Robes ; étoffe ; argent et soye,robes étoffe argent et soie,,1,1
Robes ; pour femmes ; brodées en laine,robes pour femme brodées en laine,,1,1
Robes d'indienne,robes d'indienne,,1,1
robes d'indienne des prises,robes d'indienne des prises,,1,1
Robes de chambre,robes de chambre,,1,6
Robes de chambre d'etofe de soye,robes de chambre d'étoffe de soie,,1,1
robes de chambre d'indienne,robes de chambre d'indienne,,2,3
Robes de chambre de Pekin brodé de soye,robes de chambre de Pékin brodé de soie,,1,1
Robes de femme,robes de femme,,1,1
Robes de satin brodées,robes de satin brodée,,1,1
Robes de taffetas,robes de taffetas,,1,1
Robes de toille peinte,robes de toile peinte,,1,1
Robes et jupes de satin brodé,robes et jupes de satin,,1,1
robine,robine,,1,2
Robine,robine,,1,2
Robinet a tire vin,robinets à tirer le vin,,1,2
Robinet de cuivre,robinets de cuivre,,1,3
Robinets,robinets,x,2,2
Robinets ; a tirer ; le vin,robinets à tirer le vin,,1,2
Robinets ; de bronze,robinets de bronze,,1,1
Robinets ; de cuivre,robinets de cuivre,,2,3
Robinets de fonte,robinets de fonte,,4,4
Rocail de corail,rocaille de corail,,2,6
rocaille,rocaille,,5,64
Rocaille,rocaille,,41,64
Rocaille ; de verre,rocaille de verre,,1,16
Rocaille ; de verrre,rocaille de verre,,1,16
rocaille de corail,rocaille de corail,,2,6
Rocaille de corail,rocaille de corail,,2,6
Rocaille de cristal,rocaille de cristal,,1,1
Rocaille de verre,rocaille de verre,,11,16
Rocailles,rocaille,,18,64
Rocailles ; de verre,rocaille de verre,,2,16
Rocailles de verre,rocaille de verre,,1,16
Roccou,rocou,,1,1388
Rochand de cuivre,réchaud de cuivre,x,1,3
Roche de corne,roche de corne,,1,1
roche de diable,roche de diable,,1,1
Roco,rocou,,1,1388
rocou,rocou,,33,1388
Rocou,rocou,,1349,1388
Rocou de Caïenne,rocou de Cayenne,,2,2
Rocou des Isles,rocou des Îles,,1,1
Rocous,rocou,,1,1388
rocu,rocou,,1,1388
Rodingottes,redingotes,,5,22
Rodingottes de Cariz,redingotes,,1,22
Rodon,rodon,x,1,1
rogne de stocfiche,rogues de stockfish,,1,45
rognes,rogues,,1,96
Rognes,rogues,x,7,96
Rognes ; de morue,rogues de morue,x,4,72
Rognes ; de stocfiche,rogues de stockfish,x,1,45
Rognes ; de stockfish,rogues de stockfish,x,1,45
Rognes ; stocfiche,rogues stockfish,x,1,1
rognes de morue,rogues de morue,,1,72
Rognes de morue,rogues de morue,x,6,72
rognes de moruë,rogues de morue,,1,72
rognes de morüe,rogues de morue,,1,72
Rognes de Morue;,rogues de morue,x,2,72
Rogneures de cartes,rognures de cartes,x,1,126
Rognon ; de castor,rognons de castor,,1,133
Rognon de castor,rognons de castor,,9,133
Rognon de Castor,rognons de castor,,1,133
Rognon de Castors,rognons de castor,,1,133
Rognons ; de castor,rognons de castor,,18,133
Rognons ; de Castor,rognons de castor,,1,133
Rognons ; de castors,rognons de castor,,1,133
Rognons ; de peaux,rognons de peau,,1,1
Rognons caslor,rognons castor,,1,1
rognons de castor,rognons de castor,,1,133
Rognons de castor,rognons de castor,,65,133
Rognons de Castor,rognons de castor,,26,133
Rognons de castors,rognons de castor,,9,133
Rognons de cerf,rognons de cerf,,1,1
Rognons de ftocfiche,rognons de stockfish,,1,2
Rognons de rat musqué,rognons de rat musqué,,1,1
Rognons de stocfiche,rognons de stockfish,,1,2
Rognons des Castor,rognons du castor,,1,1
Rognure ; de cartes,rognures de cartes,,1,126
Rognure ; de drap,rognures de drap,,1,21
Rognure d'ivoire,rognures d'ivoire,,1,6
Rognure de corne de cerf,rognures de corne de cerf,,1,2
Rognure de cuirs,rognures de cuir,,1,25
Rognure de draps,rognures de drap,,1,21
Rognure diverses,rognures diverses,,3,23
Rognures,rognures,,2,2
Rognures ; d'ecaille,rognures d'écaille,,1,9
Rognures ; d'Ecaille,rognures d'écaille,,1,9
Rognures ; d'écaille,rognures d'écaille,,4,9
Rognures ; d'yvoire,rognures d'ivoire,,3,6
Rognures ; de ?,rognures de ???,,1,5
Rognures ; de c..,rognures de ???,,4,5
Rognures ; de carte,rognures de carte,,1,1
Rognures ; de carterie,rognures de carterie,,2,2
Rognures ; de cartes,rognures de cartes,,65,126
Rognures ; de castor,rognures de castor,,5,7
Rognures ; de corne,rognures de corne,,3,6
Rognures ; de cornes,rognures de corne,,1,6
Rognures ; de cuir,rognures de cuir,,3,25
Rognures ; de dent d'éléphant,rognures de dents d'éléphant,,1,4
Rognures ; de Dents ; d'elephants,rognures de dents d'éléphant,,1,4
Rognures ; de dents d'éléphant,rognures de dents d'éléphant,,1,4
Rognures ; de dents d'Elephants,rognures de dents d'éléphant,,1,4
Rognures ; de drap,rognures de drap,,15,21
Rognures ; de draps,rognures de drap,,1,21
Rognures ; de gans,rognures de gants,,1,1
Rognures ; de mis,rognures de mis,x,3,3
Rognures ; de papier,rognures de papier,,6,10
Rognures ; de parchemin,rognures de parchemin,,1,4
Rognures ; de peau,rognures de peau,,7,45
Rognûres ; de peau,rognures de peau,,1,45
Rognures ; de peaux,rognures de peau,,26,45
Rognures ; diverses,rognures diverses,,2,23
Rognures ; dyvoire,rognures d'ivoire,,1,6
rognures d'ecaille,rognures d'écaille,,1,9
Rognures d'ecaille,rognures d'écaille,,1,9
Rognures d'ivoire,rognures d'ivoire,,1,6
rognures de baleines,rognures de baleine,,1,1
Rognures de carte,rognures de cartes,,2,126
rognures de cartes,rognures de cartes,,16,126
Rognures de cartes,rognures de cartes,,36,126
rognures de cartes et de papier,rognures de cartes et de papier,,1,1
Rognures de carton,rognures de carton,,2,2
Rognures de castor,rognures de castor,,2,7
rognures de chapaeux,rognures de chapeaux,,1,1
Rognures de corne,rognures de corne,,1,6
Rognures de corne de cerf,rognures de corne de cerf,,1,2
rognures de cornes,rognures de corne,,1,6
rognures de cornes et de parchemins,rognures de corne et de parchemin,,1,1
Rognures de cuir,rognures de cuir,,16,25
rognures de cuirs,rognures de cuir,,1,25
Rognures de cuirs,rognures de cuir,,3,25
rognures de cuirs et de peaux,rognures de cuir et de peau,,1,1
rognures de drap,rognures de drap,,1,21
Rognures de drap,rognures de drap,,1,21
rognures de fer blanc,rognures de fer-blanc,,1,1
rognures de papier,rognures de papier,,1,10
Rognures de papier,rognures de papier,,3,10
Rognures de parchemin,rognures de parchemin,,1,4
rognures de parchemins,rognures de parchemin,,1,4
rognures de parchemins en valeur,rognures de parchemin en valeur,,1,1
Rognures de peau,rognures de peau,,4,45
rognures de peaux,rognures de peau,,1,45
Rognures de peaux,rognures de peau,,4,45
Rognures de peaux pour colle,rognures de peau pour colle,,1,1
Rognures diverses,rognures diverses,,18,23
Rognures; d'ecaille,rognures d'écaille,,1,9
Rognures; de cartes,rognures de cartes,,4,126
Rognures; de parchemin,rognures de parchemin,,1,4
Rognures; de peaux,rognures de peau,,2,45
rogue,rogues,,8,96
Rogue,rogues,,14,96
rogue de Morue,rogues de morue,,2,72
Rogue de morue,rogues de morue,,1,72
Rogue de Morue,rogues de morue,,2,72
Rogue de Morue;,rogues de morue,,1,72
Rogue de stocfich,rogues de stockfish,,1,45
rogue de stocfiche,rogues de stockfish,,4,45
rogue de stocfiches,rogues de stockfish,,2,45
Rogueres ; de cartes,rogues de carte,,1,1
rogues,rogues,,3,96
Rogues,rogues,,63,96
Rogues ; castor,rogues castor,,1,1
Rogues ; de maquereaux,rogues de maquereau,,2,2
Rogues ; de morue,rogues de morue,,7,72
Rogues ; de morüe,rogues de morue,,7,72
Rogues ; de stocfich,rogues de stockfish,,4,45
Rogues ; de stocfiche,rogues de stockfish,,8,45
Rogues ; de stocfiches,rogues de stockfish,,1,45
Rogues ; de stocfish,rogues de stockfish,,3,45
Rogues ; de stockfish,rogues de stockfish,,1,45
Rogues ; de strockfish,rogues de stockfish,,1,45
Rogues ; destocliche,rogues de stockfish,,1,45
Rogues de frocfiche,rogues de stockfish,,1,45
rogues de morue,rogues de morue,,4,72
Rogues de morue,rogues de morue,,14,72
rogues de moruë,rogues de morue,,1,72
Rogues de Moruë,rogues de morue,,1,72
Rogues de morüe,rogues de morue,,1,72
Rogues de Morue;,rogues de morue,,7,72
rogues de morues,rogues de morue,,4,72
rogues de moruës,rogues de morue,,2,72
rogues de poisson,rogues de poisson,,1,35
Rogues de poisson,rogues de poisson,,22,35
Rogues de poissons,rogues de poisson,,12,35
Rogues de poissons de toutes sortes,rogues de poisson de toute sorte,,1,1
rogues de stocfiche,rogues de stockfish,,4,45
Rogues de stocfiche,rogues de stockfish,,5,45
Rogues de Stocfiche,rogues de stockfish,,1,45
rogues de stockfich,rogues de stockfish,,1,45
rogues de stockfish,rogues de stockfish,,1,45
Rogues de stockfish,rogues de stockfish,,1,45
Rogues morue,rogues morue,,4,4
Rogues pour la pêche,rogues pour la pêche,,1,1
Rogures ; de draps,rognures de drap,,1,21
Roignons de Castor,rognons de Castor,,1,1
roignures de cartes,rognures de cartes,,1,126
Roizette,roizette,x,1,1
Rol d'or,roldor,x,1,3
Roldor,roldor,x,2,3
rollet,rollet,x,1,1
Rollet / aune,rollet aune,x,1,1
rollet et batistes,rollet et batiste,x,1,1
Rollins,rollins,x,1,1
Romaine,romaine,,2,4
Romaines,romaine,,2,4
Romais,romals,,1,9
Romale,romals,,1,9
Romalles,romals,,1,9
Romals,romals,,4,9
romals pour mouchoirs,romals pour mouchoirs,,1,1
romals pour mouchoirs / aune,romals pour mouchoirs aune,,1,1
Romuls rouge,romals rouges,,1,1
Rond de moulage,rond de moulage,,1,1
Ronnais,romals,,1,9
roque de stocfiche,rogues de stockfish,,1,45
Roquelance écarlate,roquelance écarlate,x,1,1
Roques ; de morue,rogues de morue,,1,72
Roques ; de morüe,rogues de morue,,1,72
Roques ; de stofiche,rogues de stockfish,,1,45
roquette,roquette,x,1,1
Rosaire,rosaire,,1,1
Rosarde,rosarde,,1,1
Rose ou rouge végétal,rouge ou rouge végétal,,1,1
roseau,roseaux,,1,102
Roseau,roseaux,,1,102
Roseau pour quenouilles,roseaux,,2,102
roseaux,roseaux,,3,102
Roseaux,roseaux,,18,102
Roseaux ; champêtre,roseaux champêtres,,1,1
Roseaux ; coupés,roseaux coupés,,1,10
Roseaux ; d'Espagne,roseaux d'Espagne,,1,6
Roseaux coupé,roseaux coupés,,1,10
Roseaux coupés,roseaux coupés,,4,10
roseaux d'Espagne,roseaux d'Espagne,,1,6
roseaux d'Indes,roseaux des Indes,,1,1
Roseaux en canon,roseaux en canon,,1,1
Roseaux ou quenouille,roseaux ou quenouilles,,1,2
Roseaux ou quenouilles,roseaux ou quenouilles,,1,2
Roseaux petits,roseaux petits,,1,1
Rosée de vie,rosée de vie,,1,2
Roses ; de province,rose de Provins,,1,2
Roses de dictam,rose de dictam,,1,1
roses seches,rose sèche,,1,1
Rosoly,rossoli,,1,20
Rossely,rossoli,,1,20
Rossoli,rossoli,,2,20
Rossols,rossoli,,1,20
rossoly,rossoli,,9,20
Rossoly,rossoli,,6,20
Rossoly de Thurin,rossoli de Turin,,1,1
Rotin,rotins,,14,65
rotins,rotins,,1,65
Rotins,rotins,,31,65
Rotins de petit calibre,rotins de petit calibre,,3,3
rottin,rotins,,6,65
Rottin,rotins,,8,65
rottins,rotins,,1,65
Rottins,rotins,,4,65
Rouane,rouane,x,1,1
Rouauls,romals,,1,9
Rouault,rouault,x,1,1
Roucou,rocou,,2,1388
Roudon,roudon,x,1,1
Roüe a cabrouets,roues à cabrouets,,1,16
Roue a cabrouette,roues à cabrouets,,1,16
Roue de carosse,roues de carrosse,,1,1
Roue de charrette,roues à charrettes,,1,4
Roue de Charrette,roues à charrettes,,1,4
Roue de morue,rogues de morue,x,1,72
Rouen à tabrouets,roues à cabrouets,,1,16
Rouergues,rouergues,x,1,1
roues,roues,,1,30
Roues,roues,,14,30
Roües,roues,,15,30
Roües ; de bois,roues de bois,,1,1
Rouës ; de brouettes,roues de brouettes,,1,1
Rouës ; de cabrouets,roues de cabrouets,,1,11
Rouës ; de chaises,roues de chaises,,1,7
Rouës ; de chaises ; ferrées,roues de chaises ferrées,,1,1
Roues ; diverses,roues diverses,,1,16
Rouës ; diverses,roues diverses,,1,16
Roües ; diverses,roues diverses,,3,16
Roües ; non ferrées,roues non ferrées,,1,3
Roues ? De fer,,,1,2599
roues à cabriolets,roues à cabriolets,,1,1
Roues à cabroues,roues à cabrouets,,1,16
Roües a cabrouet,roues à cabrouets,,2,16
Roues a cabrouets,roues à cabrouets,,1,16
Rouës a cabroüets,roues à cabrouets,,1,16
Rouës à cabroüets,roues à cabrouets,,1,16
Roües a cabrouëts,roues à cabrouets,,1,16
Roües a cabroüets,roues à cabrouets,,1,16
Roües à cabrouets,roues à cabrouets,,1,16
roues a chaises,roues à chaises,,1,4
Roues a chaises,roues à chaises,,2,4
Rouës a chaises,roues à chaises,,1,4
Roues à charettes,roues à charrettes,,1,4
Roues à charrette,roues à charrettes,,1,4
rouës a filer,roues à filer,,1,1
Roues à tabrouets,roues à cabrouets,,4,16
Roues cabrouets,roues cabrouets,,1,1
Roues de Brouette,roues de brouette,,1,2
Roues de brouettes,roues de brouette,,1,2
roües de cabarets,roues de cabrouets,,1,11
Rouës de cabriolet,roues de cabriolet,,1,1
Roues de cabrouet,roues de cabrouets,,3,11
Rouës de cabrouet,roues de cabrouets,,1,11
Rouës de cabrouetes,roues de cabrouets,,1,11
Roues de cabrouets,roues de cabrouets,,1,11
Rouës de cabrouets,roues de cabrouets,,2,11
Roues de carosse,roues de carrosses,,1,2
Rouës de carosses,roues de carrosses,,1,2
Rouës de chaise,roues de chaises,,1,7
Roues de chaises,roues de chaises,,3,7
Rouës de chaises,roues de chaises,,2,7
Roues de charettes,roues de charrettes,,3,10
Roues de Charettes,roues de charrettes,,1,10
Roües de charettes,roues de charrettes,,1,10
Roues de charrete,roues de charrettes,,2,10
Roues de charrette,roues de charrettes,,2,10
Roues de Charrette,roues de charrettes,,1,10
Roues de charrette feuées,roues de charrettes ferrées,,1,1
Roues de tabrouet,roues de cabrouets,,1,11
Roues de voiture,roues de voiture,,1,1
Roues divers,roues diverses,,1,16
Roues diverses,roues diverses,,5,16
Rouës diverses,roues diverses,,4,16
Roües diverses,roues diverses,,1,16
Roues et cabrouets,roues et cabrouets,,1,1
Roues ferées,roues ferrées,,1,2
roues ferrées,roues ferrées,,1,2
