simplification,nbr_occurences_simpl,coton,obsolete,nbr_occurences_coton
attaches de cuivre,1,not raw cotton,non,817071
attelles de colliers,14,not raw cotton,non,817071
aube,1,not raw cotton,non,817071
auchinoise,2,not raw cotton,non,817071
auclimes,3,not raw cotton,non,817071
auf,117,not raw cotton,non,817071
auf ouvré,0,not raw cotton,oui,817071
auf travaillé,0,not raw cotton,oui,817071
auf travaillé en cordes,0,not raw cotton,oui,817071
augemy,2,not raw cotton,non,817071
auges,3,not raw cotton,non,817071
auges de carreaux,2,not raw cotton,non,817071
augustins,2,not raw cotton,non,817071
aurcsats,1,not raw cotton,non,817071
aurcsats étoile,1,not raw cotton,non,817071
aussière,0,not raw cotton,non,817071
autel de marbre,2,not raw cotton,non,817071
aux travaux du Roi,6,,non,38841
avelanède,62,,non,38841
avelanèdes,59,not raw cotton,oui,817071
avelines,9,not raw cotton,non,817071
avelines et noisettes sèches,22,not raw cotton,non,817071
avelines faînes noisettes noix,1,not raw cotton,non,817071
avelines noisettes noix,5,not raw cotton,non,817071
avirons,663,not raw cotton,non,817071
avirons bruts,17,not raw cotton,non,817071
avirons de 12 pieds,1,not raw cotton,non,817071
avirons de 18 pieds,1,not raw cotton,non,817071
avirons de 30 pieds,1,not raw cotton,non,817071
avirons de 5 pieds,1,not raw cotton,non,817071
avirons de 8 à 12 pieds,1,not raw cotton,non,817071
avirons de bois,60,not raw cotton,non,817071
avirons de bois façonné,1,not raw cotton,non,817071
avirons de chêne,1,not raw cotton,non,817071
avirons de sapin,1,not raw cotton,non,817071
avirons en bois de construction,2,,non,38841
avirons et perches de bois,0,not raw cotton,non,817071
avirons et rames bruts,2,not raw cotton,non,817071
avirons et rames de bois,1,not raw cotton,non,817071
avirons et rames de bois façonné,2,not raw cotton,non,817071
avirons et rames façonnés,5,not raw cotton,non,817071
avirons polis,1,not raw cotton,non,817071
avoine,1026,not raw cotton,non,817071
avoine en gerbes,22,not raw cotton,non,817071
avoine et haricots,1,not raw cotton,non,817071
avoine et orge etc.,1,not raw cotton,non,817071
avoine mondée,1,not raw cotton,non,817071
avoine moulée,1,not raw cotton,non,817071
azur,744,not raw cotton,non,817071
azur commun,333,not raw cotton,non,817071
azur et bleu de Prusse,9,not raw cotton,non,817071
azur et cobalt,20,not raw cotton,non,817071
azur fin,13,not raw cotton,non,817071
azur gros,24,not raw cotton,non,817071
babassis,1,not raw cotton,non,817071
babouches,91,not raw cotton,non,817071
babouches de maroquin,2,not raw cotton,non,817071
bacs d'1 aime,1,not raw cotton,non,817071
bacs de pierre,4,not raw cotton,non,817071
bacs de pierre bleue,2,not raw cotton,non,817071
bacs de pierre d'1 aime,13,not raw cotton,non,817071
bacs de pierre de 4 aimes,2,not raw cotton,non,817071
bacs de pierre de demi d'aime,66,not raw cotton,non,817071
bacs de pierre de moindre classe,85,not raw cotton,non,817071
bacs de pierre de trois-quart d'aime,2,not raw cotton,non,817071
bacs de pierre en dessous d'1 aime,14,not raw cotton,non,817071
bacs de pierre en dessus d'1 aime,54,not raw cotton,non,817071
badiane,61,not raw cotton,non,817071
baffetas,10,not raw cotton,non,817071
baffetas blanc,20,not raw cotton,non,817071
baffetas bleu,27,not raw cotton,non,817071
baffetas des Indes,4,not raw cotton,non,817071
bafs ?,0,,non,38841
bagages,5,,non,38841
bagarot,1,not raw cotton,non,817071
bagues,5,not raw cotton,non,817071
bagues à pierres fausses,1,not raw cotton,non,817071
bagues d'argent,2,not raw cotton,non,817071
bagues d'or,1,not raw cotton,non,817071
bagues de cuivre,2,not raw cotton,non,817071
bagues de laiton,1,not raw cotton,non,817071
bagues de verre,3,not raw cotton,non,817071
baguettes,6,not raw cotton,non,817071
baguettes à chandelle,1,not raw cotton,non,817071
baguettes à étoffe,2,not raw cotton,non,817071
baguettes d'étain,2,not raw cotton,non,817071
baguettes de bois,1,not raw cotton,non,817071
baguettes de bois doré,1,not raw cotton,non,817071
baguettes de cuivre,3,not raw cotton,non,817071
baguettes de fer à fusil,53,not raw cotton,non,817071
baguettes de fusil,48,not raw cotton,non,817071
bahuts,24,not raw cotton,non,817071
baie de laurier,28,not raw cotton,non,817071
baies de buis,1,not raw cotton,non,817071
baies de genévrier à distiller,2,not raw cotton,non,817071
baies de genièvre,9,not raw cotton,non,817071
baignes,3,not raw cotton,non,817071
baignoires,2,not raw cotton,non,817071
baignoires d'acajou,1,not raw cotton,non,817071
baignoires de cuivre,4,not raw cotton,non,817071
baignoires de sapin,1,not raw cotton,non,817071
baignoires de tôle,2,not raw cotton,non,817071
baigots,1,not raw cotton,non,817071
baillarge,9,not raw cotton,non,817071
bailles,1,not raw cotton,non,817071
baïonnettes,78,not raw cotton,non,817071
bais de bois de chêne,2,not raw cotton,non,817071
bajutapau,248,not raw cotton,non,817071
bajutapau commun,1,not raw cotton,non,817071
bajutapau des Indes,3,not raw cotton,oui,817071
"bajutapau, canelis, etc.",3,,non,38841
balais,153,not raw cotton,non,817071
balais communs,5,not raw cotton,non,817071
balais coupés,3,not raw cotton,non,817071
balais de bois,39,not raw cotton,non,817071
balais de brandes,1,not raw cotton,non,817071
balais de bruyère,12,not raw cotton,non,817071
balais de chanvre,1,not raw cotton,non,817071
balais de crin,12,not raw cotton,non,817071
balais de foyer,1,not raw cotton,non,817071
balais de jonc,50,not raw cotton,non,817071
balais de jonc petits,1,not raw cotton,non,817071
balais de laine à laver les planchers,1,not raw cotton,non,817071
balais de Livourne,18,,non,38841
balais de millet,2,not raw cotton,non,817071
balais de paille,2,not raw cotton,non,817071
balais de paille de riz,6,not raw cotton,non,817071
balais de palme,299,not raw cotton,non,817071
balais de palme petits,2,not raw cotton,non,817071
balais de plumes,3,not raw cotton,non,817071
balais de poil,2,not raw cotton,non,817071
balais de riz,6,not raw cotton,non,817071
balais de soie,7,not raw cotton,non,817071
balais de soie de porcs,18,not raw cotton,non,817071
balais de toile,1,not raw cotton,non,817071
balais du roi,1,not raw cotton,non,817071
balais fins,1,not raw cotton,non,817071
balais grands de palme,3,not raw cotton,non,817071
balais ou ramons,101,not raw cotton,non,817071
balais petits,6,not raw cotton,non,817071
balance,11,not raw cotton,non,817071
balance à la romaine,1,not raw cotton,non,817071
balance complète,1,not raw cotton,non,817071
balance de bois,1,not raw cotton,non,817071
balance de cuivre,8,not raw cotton,non,817071
balance de cuivre jaune,1,not raw cotton,non,817071
balance de fer,4,not raw cotton,non,817071
balance et poids de cuivre,1,not raw cotton,non,817071
balance et romaine,2,not raw cotton,non,817071
balance et ses poids,1,not raw cotton,non,817071
balance ou fléaux en fer,3,not raw cotton,non,817071
balance petite,1,not raw cotton,non,817071
balance romaine,3,not raw cotton,non,817071
balauste,0,not raw cotton,oui,817071
balcon de fer,1,not raw cotton,non,817071
baleine,128,not raw cotton,non,817071
baleine apprêtée,1,not raw cotton,non,817071
baleine coupée,781,not raw cotton,non,817071
baleine coupée en fanon,11,not raw cotton,non,817071
baleine coupée et en fanon,11,not raw cotton,non,817071
baleine de sarde,18,not raw cotton,non,817071
baleine en fanon,287,not raw cotton,non,817071
baleine en fanon apprêté,4,,oui,38841
baleine en fanon brut,4,,oui,38841
baleine en fanon brut de pêche étrangère,2,,oui,38841
baleine en fanon brut de pêche française,2,,oui,38841
baleine en fanon de sarde,19,,oui,38841
baleine en fanon et de sarde,1,not raw cotton,non,817071
baleine non sciée,75,not raw cotton,non,817071
baleine taillée,2,not raw cotton,non,817071
balles,9,not raw cotton,non,817071
balles à jouer,105,not raw cotton,non,817071
balles d'osier,3,not raw cotton,non,817071
balles de fer et canons de fer,51,not raw cotton,non,817071
balles de fer uni,1,not raw cotton,non,817071
balles de jonc,1,not raw cotton,non,817071
balles de laine,1,,non,38841
balles de palme,1,not raw cotton,non,817071
balles de plomb,8,not raw cotton,non,817071
balles de plumes,1,,non,38841
balles et dragées de plomb,121,not raw cotton,non,817071
balles vides,1,not raw cotton,non,817071
ballons de sapin,1,,oui,38841
ballons en sapin,1,,non,38841
ballots,69,,non,38841
ballots d'étoffe,1,,non,38841
ballots de joncs,1,,non,38841
ballots de toile,1,,non,38841
balustres,12,not raw cotton,non,817071
bamboches,1,,non,38841
bambous,3,not raw cotton,non,817071
bambous et joncs,2,,non,38841
bambous et joncs forts,5,,non,38841
banastron,1,not raw cotton,non,817071
banc à couper la paille,1,not raw cotton,non,817071
banc de sapin,1,not raw cotton,non,817071
bandages,4,not raw cotton,non,817071
bandages de peaux,5,not raw cotton,non,817071
bandages pour soldats,1,not raw cotton,non,817071
bandanas des Indes,1,not raw cotton,non,817071
bandeaux,4,not raw cotton,non,817071
banderoles,2,not raw cotton,non,817071
banderoles de cuir,2,not raw cotton,non,817071
bandes de cabrouets de fer,3,not raw cotton,non,817071
bandes de charrettes,1,not raw cotton,non,817071
bandes de fer,4,not raw cotton,non,817071
bandes de fer à tombereaux,1,not raw cotton,non,817071
bandes de roues de fer,1,not raw cotton,non,817071
bandes de tulle brodées,1,,non,38841
bandes de tulles brodées,1,not raw cotton,oui,817071
bandes et barres de fer,4,not raw cotton,non,817071
bandoulières garnies d'argent,1,not raw cotton,non,817071
bannes et bannettes d'osier,1,not raw cotton,non,817071
bannettes d'osier,1,not raw cotton,non,817071
bannettes de cuir,1,not raw cotton,non,817071
bannière de Damas,1,not raw cotton,non,817071
banquette,4,not raw cotton,non,817071
baquelets,0,not raw cotton,non,817071
baquets,2,not raw cotton,non,817071
baquets à jeter l'eau,1,not raw cotton,non,817071
baquets de cuivre,5,not raw cotton,non,817071
baquets de fer,1,not raw cotton,non,817071
baquets de rechange,1,not raw cotton,non,817071
baquets de sapin,2,not raw cotton,non,817071
baracan,216,not raw cotton,non,817071
baracan aune,1,not raw cotton,oui,817071
baracan d'Abbeville,1,,non,38841
baracan de laine,15,not raw cotton,non,817071
baracan de laine et de poil,2,not raw cotton,non,817071
baracan de Lille,1,not raw cotton,non,817071
baracan de poil,64,not raw cotton,non,817071
baracan de renvoi,1,,non,38841
baras,1,not raw cotton,non,817071
barat de laine,1,not raw cotton,non,817071
baratte,1,not raw cotton,non,817071
barbaçons de grès,1,,oui,38841
barbançons,6,not raw cotton,non,817071
barbançons de grès,45,not raw cotton,non,817071
barbançons de terre,20,not raw cotton,non,817071
barbançons de terre de grès,1,not raw cotton,oui,817071
barbançons de verre,1,not raw cotton,non,817071
barbe de baleine,11,not raw cotton,non,817071
barbotine,43,not raw cotton,non,817071
barbues,1,not raw cotton,non,817071
barbues couvertes d'étamine,1,not raw cotton,non,817071
barbues de grès,14,not raw cotton,non,817071
barbues de terre,1,not raw cotton,non,817071
barbues ouvrées et cannettes ouvrées et jarres de terre ouvrées,1,not raw cotton,non,817071
bardes,5,not raw cotton,non,817071
barille,1,,non,38841
barille de retour,1,,non,38841
barilleau,8,not raw cotton,non,817071
barilleau de laine,3,not raw cotton,non,817071
barils,81,not raw cotton,non,817071
barils à poudre,5,not raw cotton,non,817071
barils ancres,1,not raw cotton,non,817071
barils de chêne,1,not raw cotton,non,817071
barils de fer-blanc,1,not raw cotton,non,817071
barils de fer-blanc simples,1,not raw cotton,non,817071
barils de retour,1,,non,38841
barils de sapin,1,not raw cotton,non,817071
barils de tonnelier,3,not raw cotton,non,817071
barils de vin de ???,4,not raw cotton,non,817071
barils doubles de fer-blanc,1,not raw cotton,non,817071
barils neufs,1,not raw cotton,non,817071
barils petits,2,not raw cotton,non,817071
barils pour saler sardines,1,not raw cotton,non,817071
barils vides,117,not raw cotton,non,817071
barils vides de sardines,2,not raw cotton,non,817071
barils vieux,1,not raw cotton,non,817071
barois,8,not raw cotton,non,817071
baromètre,6,not raw cotton,non,817071
barques,2,not raw cotton,non,817071
barques démontées,1,not raw cotton,non,817071
barques en bottes,1,not raw cotton,non,817071
barquettes,210,not raw cotton,non,817071
barquettes et nacelles,5,not raw cotton,non,817071
barquettes vieilles,5,not raw cotton,non,817071
barreau de laine,2,not raw cotton,non,817071
barreaux,3,not raw cotton,non,817071
barreaux de bois,8,not raw cotton,non,817071
barreaux de bois et planches de bois,6,not raw cotton,non,817071
barreaux de sapin,2,not raw cotton,non,817071
barreaux de sapin de 10 pieds,1,not raw cotton,non,817071
barreaux neufs,2,not raw cotton,non,817071
barres,114,not raw cotton,non,817071
barres à nègre,1,not raw cotton,non,817071
barres carrées de fer étiré,6,not raw cotton,non,817071
barres carrées de fer étiré de 15 inclusivement à 22 millimètres exclusivement,1,not raw cotton,non,817071
barres carrées de fer étiré de 15 inclusivement à 22 millimètres exclusivement sur chaque face,1,not raw cotton,non,817071
barres carrées de fer étiré de 22 millimètres et plus sur chaque face,2,not raw cotton,non,817071
barres carrées de fer étiré de moins de 15 millimètres,1,not raw cotton,non,817071
barres carrées de fer étiré de moins de 15 millimètres sur chaque face,1,not raw cotton,non,817071
barres d'anspects,107,not raw cotton,non,817071
barres d'anspects en bois,6,not raw cotton,non,817071
barres d'anspects et barres de cabestan,134,not raw cotton,non,817071
barres d'étain,3,not raw cotton,non,817071
barres d'étain ou blocs d'étain,2,not raw cotton,non,817071
barres de barrique,1,not raw cotton,non,817071
barres de bois,40,not raw cotton,non,817071
barres de cabestan,72,not raw cotton,non,817071
barres de cabestan en bois,2,,non,38841
barres de chêne,1,not raw cotton,non,817071
barres de chêne petites,1,not raw cotton,non,817071
barres de cuivre,2,not raw cotton,non,817071
barres de cuivre petites,1,,non,38841
barres de fer,2975,not raw cotton,non,817071
barres de fer à frire,1,not raw cotton,non,817071
barres de fer blanc,3,not raw cotton,non,817071
barres de fer d'Espagne,5,not raw cotton,non,817071
barres de fer de Suède,4,not raw cotton,non,817071
barres de fer étiré,2,not raw cotton,non,817071
barres de futel,1,not raw cotton,non,817071
barres de guindeau,45,not raw cotton,non,817071
barres de sapin,2,not raw cotton,non,817071
barres de sapin de 3 à 4 pieds,1,not raw cotton,non,817071
barres de sapin pour fonçaille,1,not raw cotton,non,817071
barres et cercles de fer,1,,non,38841
barres et clous de fer,1,,non,38841
barres et tôle de fer,2,,non,38841
barres et verges de fer,14,not raw cotton,non,817071
barres fines de fer,2,not raw cotton,non,817071
barres maître-fond,5,not raw cotton,non,817071
barres ouvrées de fer,1,,non,38841
barres plates de fer étiré,6,not raw cotton,non,817071
barres plates de fer étiré de 113 à 366 millimètres ou 42 à 72 lignes inclusivement,1,not raw cotton,non,817071
barres plates de fer étiré de 213 à 366 millimètres de largueur multipliée par l'épaisseur,1,not raw cotton,non,817071
barres plates de fer étiré de moins de 113 millimètres ou 42 lignes,1,not raw cotton,non,817071
barres plates de fer étiré de moins de 213 millimètres de largueur multipliée par l'épaisseur,1,not raw cotton,non,817071
barres plates de fer étiré de plus de 366 millimètres de largeur multipliée par l'épaisseur,1,not raw cotton,non,817071
barres plates de fer étiré de plus de 366 millimètres ou 72 lignes,1,not raw cotton,non,817071
barres pour édifices,1,not raw cotton,non,817071
barres pour édifiées,1,not raw cotton,non,817071
barres rondes de fer étiré,6,not raw cotton,non,817071
barres rondes de fer étiré de 15 millimètres et plus de diamètres,1,not raw cotton,non,817071
barres rondes de fer étiré de 15 millimètres ou 7 lignes et plus de diamètres,1,not raw cotton,non,817071
barres rondes de fer étiré de moins de 15 millimètres de diamètres,1,not raw cotton,non,817071
