simplification,nbr_occurences_simpl,obsolete,v_glass_beads,nbr_occurences_v_glass_beads
drap écarlate et du Languedoc,1,non,out,820768
drap en échantillon et lisères,1,non,out,820768
drap et drap de laine et tricots,2,oui,,37440
drap et draperie,6,oui,out,820768
drap et draperie casinier,2,non,out,820768
drap et draperie de laine,12,non,out,820768
drap et étoffe,3,oui,out,820768
drap et étoffe de laine,9,non,out,820768
drap et mouchoir de soie,1,non,out,820768
drap et petits et étoffe de laine,66,non,,37440
drap et tricots,2,non,out,820768
drap et velours de coton,1,non,out,820768
drap étranger,3,non,out,820768
drap fin,145,non,out,820768
drap fin blanc,1,non,out,820768
drap fin de la manufacture de France,4,non,out,820768
drap fin divers dit londrin du Languedoc de Carcassonne et Lodève,1,oui,out,820768
drap fin du Languedoc,23,non,out,820768
drap fin du Languedoc londrin de Carcassonne et Lodève,1,oui,,37440
drap fin et drap,1,non,,37440
drap fin et draperie,1,oui,out,820768
drap fin ordinaire et petit,1,non,,37440
drap fin ordinaire et petite,1,oui,out,820768
drap fins de laine,62,non,out,820768
drap frac,2,non,out,820768
drap gaufré,2,non,out,820768
drap gros,4,non,out,820768
drap gros de laine,5,non,out,820768
drap grossier,6,non,out,820768
drap iada,1,non,out,820768
drap imprimé,6,non,out,820768
drap layette,5,non,out,820768
drap londrin,307,non,out,820768
drap londrin ?,1,oui,,37440
drap londrin petit,1,oui,out,820768
drap londrin second,1,non,,37440
drap moine,1,non,,37440
drap molleton,47,oui,out,820768
drap motton,8,non,out,820768
drap moutade,1,non,out,820768
drap native divers,3,non,out,820768
drap naturel commun,3,non,out,820768
drap naturel de Sedan,1,non,out,820768
drap naturel diverses,2,non,out,820768
drap naturel Sirre,2,non,out,820768
drap noir,5,non,out,820768
drap noir de Sedan,1,non,out,820768
drap ordinaire,394,non,out,820768
drap ordinaires de laine,70,oui,out,820768
drap palencourt,1,non,out,820768
drap peint,2,non,out,820768
drap petit,723,non,out,820768
drap petit de Languedoc,1,non,out,820768
drap petit de mains,1,non,out,820768
drap petit de Montauban,1,non,,37440
drap petit de Sedan,1,non,out,820768
drap petit de Silésie,33,non,out,820768
drap petit londrin,1,non,,37440
drap petit raze de Maroc,12,non,,37440
drap platine,2,non,out,820768
drap pour billau,1,non,out,820768
drap pour doublures,3,non,out,820768
drap pour les troupes,4,non,,37440
drap rouge,1,non,out,820768
drap rouge bariolé,1,non,out,820768
drap teint,323,non,out,820768
drap teint d'Espagne et de Hollande,28,non,out,820768
drap teint d'Espagne et de Hollande aune,1,oui,out,820768
drap teint et mêlé de douzaine,1,oui,out,820768
drap terlaine,1,non,out,820768
drap uni,1,non,out,820768
drap vert,2,non,out,820768
drap vieux,3,non,out,820768
drap vieux pour l'entrepôt pour la Guinée,1,non,out,820768
drape petite,2,non,out,820768
drapeaux,10,non,out,820768
drapeaux vieux,117,non,out,820768
drapeaux vieux pour papeterie,1,non,out,820768
draperie et futaine,8,oui,out,820768
draps d'étoupes,1,non,,37440
draps de laine de Reims,1,non,,37440
drêche,3,non,out,820768
drêche de bière,28,non,out,820768
drilles,3,non,out,820768
drogue chimique et métallique diverse,1,non,out,820768
drogue médicinale,32,oui,out,820768
drogues,2885,non,out,820768
drogues ???,2,non,out,820768
drogues à peindre,1,non,out,820768
drogues à teindre,20,non,out,820768
drogues chimiques,16,non,out,820768
drogues chimiques et métalliques,17,non,out,820768
drogues chimiques et métalliques sublimé,0,non,out,820768
drogues colorantes,2,non,out,820768
drogues communes,17,non,out,820768
drogues composées,3,non,out,820768
drogues composées pour médecine ???,2,non,out,820768
drogues composées pour médecine précipité,2,oui,out,820768
drogues d'apothicaire,68,non,out,820768
drogues d'apothicaire communes,2,non,out,820768
drogues de misme,1,non,out,820768
drogues des Indes,4,non,out,820768
drogues diverses citronal,1,non,,37440
drogues diverses composées,2,non,out,820768
drogues diverses médicinales,5,oui,out,820768
drogues diverses pour peintures et teinture,2,oui,out,820768
drogues diverses réunies,635,non,out,820768
drogues du Languedoc,1,non,out,820768
drogues en plantes,6,non,out,820768
drogues et épicerie,11,non,out,820768
drogues et épiceries diverses pour peintures et teinture,2,oui,out,820768
drogues et graine diverses,5,non,,37440
drogues et graines diverses,5,oui,out,820768
drogues et jus et sirop de cerise et de grenade,1,non,out,820768
drogues et soie et laine,1,non,out,820768
drogues fines,14,non,out,820768
drogues galle,1,non,out,820768
drogues gomme médicinales diverses,1,non,out,820768
drogues gomme métalliques diverses,1,non,out,820768
drogues médicales naturelles,15,non,out,820768
drogues médicinales,299,non,out,820768
drogues médicinales ???,1,non,out,820768
drogues médicinales bol,1,non,,37440
drogues médicinales casse en ???,0,non,out,820768
drogues médicinales en plantes diverses,11,non,out,820768
drogues médicinales en rhubarbe composée,3,non,out,820768
drogues métalliques,8,non,out,820768
drogues métalliques ???,8,non,out,820768
drogues métalliques et chimiques,3,non,out,820768
drogues odorantes,2,non,out,820768
drogues pour la Compagnie des Indes,1,non,out,820768
drogues pour la médecine,1,oui,out,820768
drogues pour la teinture,11,non,out,820768
drogues pour les peintures et la teinture fnée platte,3,non,out,820768
drogues pour les peintures et teinture gande,2,non,out,820768
drogues pour peintures,26,non,out,820768
drogues pour peintures et coiffures,5,non,out,820768
drogues pour peintures et la teinture,6,oui,out,820768
drogues pour peintures et teinture,215,non,out,820768
drogues pour peintures et teinture ???,3,non,out,820768
drogues pour peintures et teinture composite,1,oui,out,820768
drogues pour peintures et teinture diverses,12,oui,out,820768
drogues pour peintures et teinture pae ???,1,non,out,820768
drogues pour peintures et teinture semence,2,non,out,820768
drogues pour teinture,1,non,out,820768
droguet,6,non,out,820768
droguet d'Angleterre,2,non,out,820768
droguet de castor,2,non,out,820768
droguet de coton et de soie,1,non,out,820768
droguet de fil de laine,3,non,out,820768
droguet de fil et de laine,21,non,out,820768
droguet de fil et laine,2,oui,out,820768
droguet de Hollande,8,non,out,820768
droguet de laine,136,non,out,820768
droguet de laine des prises,1,non,out,820768
droguet de laine et fil,2,oui,out,820768
droguet de milan,1,non,out,820768
droguet de soie,24,non,out,820768
droguet des prises,1,non,out,820768
droguet en fil,1,non,out,820768
droguet en laine,1,non,out,820768
droguet et Maroc,2,oui,out,820768
droguet et raze de Maroc,36,non,,37440
droit sur vin de Blaye,1,non,out,820768
droit sur vinaigre,2,non,out,820768
drol et drouel,67,non,out,820768
duc-d'Albe,6,non,out,820768
duc-d'Albe de grés,1,non,out,820768
duc-d'Albe de terre,1,non,out,820768
ducatons,1,non,,37440
duffel,10,non,out,820768
duffel teint,68,non,out,820768
durance grosse étoffe de laine,1,non,,37440
duves,1,non,out,820768
duvet,25,non,out,820768
duvet de plumes,2,non,,37440
duvet de plumes de canard cygne et oie,5,non,out,820768
duvet fin,1,non,,37440
duyvelsteen,1,non,out,820768
duyvelsterck,20,non,out,820768
e ???,2,non,out,820768
eau,21,non,out,820768
eau ???,1,non,,37440
eau à noirir tabac,7,non,out,820768
eau citronnelle,2,non,out,820768
eau coclearia,1,non,out,820768
eau cordiale,8,non,out,820768
eau d'anis,9,non,out,820768
eau d'arc,1,non,out,820768
eau d'arquebusade,35,non,out,820768
eau d'aspic,1,non,out,820768
eau d'Esquebat,2,non,out,820768
eau d'odeur,2,non,out,820768
eau d'orange,1,non,out,820768
eau de balaruc,78,non,out,820768
eau de Barbade,15,non,out,820768
eau de bergamote,3,non,out,820768
eau de Bristol,6,non,out,820768
eau de Bristol des prises,1,non,out,820768
eau de bronze,1,non,out,820768
eau de Bussang,1,non,out,820768
eau de Bussingue,8,non,out,820768
eau de cannelle,4,non,out,820768
eau de Carmes,3,non,out,820768
eau de cédrat,1,non,out,820768
eau de cèdre,7,non,out,820768
eau de cerise,28,non,out,820768
eau de Charente,2,non,out,820768
eau de citron,46,non,out,820768
eau de citron distillée,1,non,out,820768
eau de citronnelle,30,non,out,820768
eau de coclearia,6,non,out,820768
eau de Cologne,24,non,out,820768
eau de composition,1,non,out,820768
eau de Cordoue,4,non,out,820768
eau de feuilles d'orange,5,non,out,820768
eau de fleurs,1,non,out,820768
eau de fleurs d'oranger,519,non,out,820768
eau de fleurs de myrte,2,non,out,820768
eau de fleurs de senteur,1,non,out,820768
eau de fleurs fortes,1,non,out,820768
eau de garance,2,non,out,820768
eau de genièvre,11,non,out,820768
eau de grains,1,non,out,820768
eau de Hongrie,7,non,out,820768
eau de hongrie,2,non,out,820768
eau de jasmin,1,non,out,820768
eau de la Côte,1,non,out,820768
eau de la reine de Hongrie,28,oui,out,820768
eau de lavande,165,non,out,820768
eau de limon,1,non,out,820768
eau de liqueur,1,non,out,820768
eau de Marquette,2,non,out,820768
eau de mélisse,160,non,out,820768
eau de mer,1,non,out,820768
eau de miel,1,non,out,820768
eau de myrrhe,1,non,out,820768
eau de naffle,1,oui,out,820768
eau de naphe,2,non,,37440
eau de Naples,1,oui,out,820768
eau de nard,2,non,out,820768
eau de nard et de naphe,1,non,,37440
eau de Philippine,1,non,out,820768
eau de pin,23,non,out,820768
eau de Plombières,2,non,out,820768
eau de poix,6,non,out,820768
eau de poix raze,1,non,out,820768
eau de raisin,70,non,out,820768
eau de raison,1,non,out,820768
eau de rave,2,non,out,820768
eau de raze,4,non,out,820768
eau de résine,8,non,out,820768
eau de Rochefort,1,non,out,820768
eau de romarin,4,non,out,820768
eau de rose,146,non,out,820768
eau de rose essence de térébenthine,2,non,out,820768
eau de Seltzer,7,non,out,820768
eau de senlaw,11,non,out,820768
eau de senteur,452,non,out,820768
eau de senteur alcoolique,3,non,out,820768
eau de senteur alcoolique autre que Cologne et lavande,2,non,out,820768
eau de senteur de bergamote,1,non,out,820768
eau de senteur de citron,1,non,out,820768
eau de senteur de la reine de Hongrie,544,non,out,820768
eau de senteur de lavande,7,non,out,820768
eau de senteur de nard,1,oui,out,820768
eau de senteur en flacons,1,non,out,820768
eau de senteur et essence,2,non,,37440
eau de senteur et quintessence,123,non,out,820768
eau de senteur rose,2,non,out,820768
eau de senteur sans alcool,3,non,out,820768
eau de senteur sans alcool autre que fleurs d'oranger,2,non,out,820768
eau de senteur sans pareille,2,non,out,820768
eau de Spa,26,non,out,820768
eau de tartre,6,non,out,820768
eau de térébenthine,1,non,out,820768
eau de toilette,11,non,out,820768
eau de vertu,1,non,out,820768
eau des Carmes,36,non,out,820768
eau des cavernes,5,non,out,820768
eau des cavernes en fiole,0,non,,37440
eau des farmes,3,non,out,820768
eau distillée,12,non,out,820768
eau distillée alcoolique,2,non,out,820768
eau distillée sans alcool,10,non,out,820768
eau distillée sans alcool autres que fleurs d'oranger,2,non,out,820768
eau diverse,7,non,out,820768
eau divine,6,non,out,820768
eau du Rhône,1,non,out,820768
eau et essence,7,non,out,820768
eau et essence spiritueuse,1,non,out,820768
eau et huile spiritueuse,62,non,out,820768
eau ferrée,2,non,out,820768
eau gazeuse,1,non,out,820768
eau magistrale,1,non,,37440
eau médicinale,94,non,out,820768
eau médicinale cordiale,1,non,out,820768
eau médicinale d'arquebusan,2,oui,out,820768
eau médicinale de cannelle,1,non,out,820768
eau médicinale de Chypre,1,non,out,820768
eau médicinale de coclearia,1,non,out,820768
eau médicinale de genièvre,1,non,out,820768
eau médicinale de marquette,1,non,out,820768
eau médicinale de mélisse,10,non,out,820768
eau médicinale de pin,1,non,out,820768
eau médicinale de raisin,2,non,out,820768
eau médicinale de Seltzer,1,non,out,820768
eau médicinale et minérale,24,non,out,820768
eau mélisse,3,non,out,820768
eau minérale,207,non,out,820768
eau minérale de Bristol,1,non,out,820768
eau ocgeniente,1,non,out,820768
eau octaze,3,non,out,820768
eau Plombières,1,oui,out,820768
eau pour la goutte,1,non,out,820768
eau pour remède,1,non,out,820768
eau royale,1,non,out,820768
eau sans pareille,7,non,out,820768
eau sederale,1,non,out,820768
eau spiritueuse,14,non,out,820768
eau spiritueuse et essence,9,non,out,820768
eau vulnéraire,19,non,out,820768
eau-de-vie,11045,non,out,820768
eau-de-vie anisette,1,non,out,820768
eau-de-vie antiscorbutique,1,non,out,820768
eau-de-vie commune,18,non,out,820768
eau-de-vie composée,1,non,out,820768
eau-de-vie d'Espagne,3,non,out,820768
eau-de-vie d'Hendaye,59,non,out,820768
eau-de-vie d'Hendaye et simple,2,non,out,820768
eau-de-vie d'Oléron,3,non,out,820768
"eau-de-vie de ""?"" en pots",3,non,,37440
eau-de-vie de Charente,89,non,out,820768
eau-de-vie de cidre,6,non,out,820768
eau-de-vie de Cognac,13,non,out,820768
eau-de-vie de Dantzig,5,non,out,820768
eau-de-vie de genièvre,62,non,out,820768
eau-de-vie de genièvre et de grains,3,non,out,820768
eau-de-vie de genièvre relifiée,1,non,,37440
eau-de-vie de genièvre simple,5,non,out,820768
eau-de-vie de grains,5,non,out,820768
eau-de-vie de grains autre que genièvre,1,non,out,820768
eau-de-vie de grains et simple,1,non,out,820768
eau-de-vie de lavande et simple,1,non,out,820768
eau-de-vie de Marennes,3,non,out,820768
eau-de-vie de mélasse rhum et tafia,3,non,out,820768
eau-de-vie de Ré,79,non,out,820768
eau-de-vie de Rochefort,20,non,out,820768
eau-de-vie de vin,42,non,out,820768
eau-de-vie de vin au-dessus de 32 degrés,3,non,out,820768
eau-de-vie de vin de 22 degrés à 32,3,non,out,820768
eau-de-vie de vin de 22 degrés ou moins,3,non,out,820768
eau-de-vie de vin par Marseille,1,non,out,820768
eau-de-vie des prises,1,non,out,820768
eau-de-vie diverse,3,non,out,820768
eau-de-vie double,68,non,out,820768
eau-de-vie en bouteille simple,1,non,out,820768
eau-de-vie et liqueurs,40,non,out,820768
eau-de-vie et rhum,6,non,out,820768
eau-de-vie et rhum et tafia,13,non,out,820768
eau-de-vie par Marseille,1,non,out,820768
eau-de-vie raffinée,10,non,out,820768
eau-de-vie rectifiée,5,non,out,820768
eau-de-vie royale,4,non,out,820768
eau-de-vie scorbutique,1,non,out,820768
eau-de-vie simple,334,non,out,820768
eau-de-vie simple de vin,1,non,out,820768
eau-de-vie spiritueuse,1,non,out,820768
eau-de-vie triple,2,non,out,820768
eau-forte,514,non,out,820768
eau-forte huile de vitriol le dania,1,non,out,820768
ébénisterie,1,non,out,820768
écaille,116,non,out,820768
écaille ???,4,non,out,820768
écaille au caret,1,oui,out,820768
écaille cahouanne,1,non,out,820768
écaille d'ablette,1,non,out,820768
écaille de ???,1,non,out,820768
écaille de cahouanne,38,non,out,820768
écaille de caret,14,non,out,820768
écaille de poisson,6,non,out,820768
écaille de tortue,431,non,out,820768
écaille de tortue caret,1,non,out,820768
écaille de tortue en carapace,7,non,out,820768
écaille de tortue en carapace de l'étranger,1,non,out,820768
écaille de tortue et nacre de perle,12,non,out,820768
écaille de tortue onglons,3,non,out,820768
écaille de tortue onglons et rognures,2,non,out,820768
écaille de tortue rognures,3,non,out,820768
écaille octomie,4,non,out,820768
écaille ou caret,4,non,out,820768
écarlate,2,non,out,820768
écarlatine,17,non,out,820768
écarlatine de Beauvais,1,non,out,820768
écarlatine du Languedoc,2,non,out,820768
écarts de bœuf,2,non,out,820768
échalas,37,non,out,820768
échalas de bois,1,non,,37440
échalote,42,non,out,820768
échantillons et morceaux de soie,76,non,out,820768
écharpe de soie,2,non,out,820768
écharpe de taffetas,1,non,out,820768
écharpe et gaze,1,non,out,820768
écharpe pour femme,1,non,out,820768
échaussillons,1,non,out,820768
échelles,5,non,out,820768
échelles anglaises,1,non,out,820768
échelles de 8 pieds,0,non,out,820768
échelles de bois,2,non,out,820768
échelles de bois de 10 pieds,0,non,out,820768
échelles de route,1,non,out,820768
échouements et prises,2,oui,out,820768
éclisses de bois,6,non,out,820768
écluses de fer,1,non,out,820768
écope,0,non,out,820768
écopes,47,non,out,820768
écopes de sapin,2,non,out,820768
écorce,63,non,out,820768
écorce à tan moulue,4,non,out,820768
écorce à tan non moulue,7,non,out,820768
écorce à tanner,62,non,out,820768
écorce autre que citron orange et leurs variété et quinquina,2,non,out,820768
écorce d'arbre,44,non,out,820768
écorce d'arbre de gaïac,1,non,out,820768
écorce d'arbre étoffe,4,non,out,820768
écorce d'arbre rayée,2,non,out,820768
écorce d'orange,107,non,out,820768
écorce d'orange et de citron,3,non,out,820768
écorce d'orange séchée,116,non,out,820768
écorce d'orange sergal,3,non,out,820768
écorce de bergamote,9,non,out,820768
écorce de bois,13,non,out,820768
écorce de bois de fer,3,non,out,820768
écorce de boutard,1,non,out,820768
écorce de cacao,145,non,out,820768
écorce de câpres,1,non,out,820768
écorce de cédrat,6,non,out,820768
écorce de cèdre,3,non,out,820768
écorce de chanvre,4,non,out,820768
écorce de chêne,219,non,out,820768
écorce de chêne moulue,98,non,out,820768
écorce de chêne pilée,1,non,,37440
écorce de citron,100,non,out,820768
écorce de citron confite,12,non,out,820768
écorce de citron et d'orange,16,non,out,820768
