simplification,nbr_occurences_simpl,obsolete,coffee,nbr_occurences_hamburg,nbr_occurences_coffee
argenterie neuve,4,non,Not coffee,442379,825945
argenterie vieille,12,non,Not coffee,442379,825945
argenterie vieille en couverts,1,non,,,43966
argenterie vieille et bijouterie d'argent,2,non,,,43966
argile et terre pour engrais,15,non,Not coffee,442379,825945
arins,1,non,Not coffee,442379,825945
aristoloche,78,non,Not coffee,442379,825945
armement de tables,3,non,Not coffee,442379,825945
armes,349,non,Not coffee,442379,825945
armes à feu,358,non,Not coffee,442379,825945
armes à feu de guerre,2,non,Not coffee,442379,825945
armes à feu de guerre et de traite,1,non,Not coffee,442379,825945
armes à feu de guerre portatives,2,non,Not coffee,442379,825945
armes à feu de luxe,4,non,Not coffee,442379,825945
armes à feu de luxe ou de traite,3,non,Not coffee,442379,825945
armes à feu de munitions,2,non,Not coffee,442379,825945
armes à feu de munitions fines,4,non,Not coffee,442379,825945
armes à feu de traite,1,non,Not coffee,442379,825945
armes à feu et artillerie,1,non,Not coffee,442379,825945
armes à feu et de traite,1,non,Not coffee,442379,825945
armes à feu et fusils,1,non,Not coffee,442379,825945
armes armureries,1,non,Not coffee,442379,825945
armes autres que de guerre à feu,1,non,Not coffee,442379,825945
armes autres que de guerre blanches,1,non,Not coffee,442379,825945
armes blanches,192,non,Not coffee,442379,825945
armes blanches à feu et artillerie,5,oui,,,43966
armes blanches de guerre,1,non,Not coffee,442379,825945
armes blanches de guerre et de traite,1,non,Not coffee,442379,825945
armes blanches de luxe,2,non,Not coffee,442379,825945
armes blanches de luxe ou de traite,3,non,Not coffee,442379,825945
armes blanches de traite,1,non,Not coffee,442379,825945
armes de chasse ou de luxe à feu,2,non,Not coffee,442379,825945
armes de chasse ou de luxe blanches,2,non,Not coffee,442379,825945
armes de guerre,2,non,Not coffee,442379,825945
armes différentes,1,non,Not coffee,442379,825945
armes et artillerie artillerie en canons pierriers espingoles et mortiers,3,non,Not coffee,442379,825945
armes et munitions,9,non,Not coffee,442379,825945
armes lames,1,non,Not coffee,442379,825945
armes remontrances,3,non,Not coffee,442379,825945
armoires,58,non,Not coffee,442379,825945
armoires ayant servi,1,non,Not coffee,442379,825945
armoires d'acajou,13,non,Not coffee,442379,825945
armoires de bois,2,non,Not coffee,442379,825945
armoires de bois de noyer,1,non,Not coffee,442379,825945
armoires de bois de sapin peintes,0,non,Not coffee,442379,825945
armoires de bois des Indes,1,non,Not coffee,442379,825945
armoires de chêne,10,non,Not coffee,442379,825945
armoires de chêne ornée,1,non,Not coffee,442379,825945
armoires de noyer,13,non,Not coffee,442379,825945
armoires de sapin,4,non,Not coffee,442379,825945
armoires et commodes,1,non,Not coffee,442379,825945
armoires vieilles,2,non,Not coffee,442379,825945
armoisin,51,non,Not coffee,442379,825945
armure de fer,1,non,Not coffee,442379,825945
armure vieille,1,non,Not coffee,442379,825945
arnas,1,non,Not coffee,442379,825945
arpois,1,oui,Not coffee,442379,825945
arquebuse,1,non,Not coffee,442379,825945
arrangas,1,non,Not coffee,442379,825945
arrosoirs,7,non,Not coffee,442379,825945
arrosoirs de bois,4,non,Not coffee,442379,825945
arrosoirs de cuivre,1,non,Not coffee,442379,825945
arrosoirs de fer,1,non,Not coffee,442379,825945
arrosoirs de fer-blanc,6,non,Not coffee,442379,825945
arrosoirs de sapin,1,non,Not coffee,442379,825945
arrosoirs de terre,1,non,Not coffee,442379,825945
arrowroot,1,non,Not coffee,442379,825945
arséniate de potasse,2,non,Not coffee,708,825945
arsenic,496,non,Not coffee,442379,825945
arsenic métallique,6,non,Not coffee,442379,825945
artichauts,85,non,Not coffee,442379,825945
artichauts champignons et truffes,2,non,Not coffee,442379,825945
artichauts confits,70,non,Not coffee,442379,825945
artichauts frais,21,non,Not coffee,442379,825945
artichauts marinés,2,non,Not coffee,442379,825945
artichauts secs,7,non,Not coffee,442379,825945
artifice,5,non,Not coffee,442379,825945
artifice fusées etc.,44,non,Not coffee,442379,825945
artillerie,6,non,Not coffee,442379,825945
asa fœtida,129,non,Not coffee,442379,825945
ascrile,1,non,,,43966
asperges,9,non,Not coffee,442379,825945
asperges confites,1,non,Not coffee,442379,825945
asperges et scorsonères,69,non,Not coffee,442379,825945
asphaltum,19,non,Not coffee,442379,825945
aspic en grabeau,1,non,,,43966
assiette,2,non,Not coffee,442379,825945
assiette de Biarritz,1,non,Not coffee,442379,825945
assiette de bois,1,non,Not coffee,442379,825945
assiette de faïence,13,non,Not coffee,442379,825945
assiette de faïence assorties,0,oui,Not coffee,442379,825945
assiette de porcelaine,4,non,Not coffee,442379,825945
assiette de porcelaine des Indes,1,non,Not coffee,442379,825945
assiette de terre,8,non,Not coffee,442379,825945
assiette et plats de terre,1,non,Not coffee,442379,825945
asustum,1,non,Not coffee,442379,825945
atastes,1,non,Not coffee,442379,825945
atchiabanis,14,oui,,,43966
atlas,4,non,Not coffee,442379,825945
atlas à la feuille d'or,1,non,Not coffee,442379,825945
atlas et instruments de marine,2,non,Not coffee,442379,825945
atlas jaspé,1,non,Not coffee,442379,825945
attaches de cuivre,1,non,Not coffee,442379,825945
attelles de colliers,14,non,Not coffee,442379,825945
aube,1,non,Not coffee,442379,825945
auchinoise,2,non,Not coffee,442379,825945
auclimes,3,non,Not coffee,442379,825945
auf,121,non,Not coffee,442379,825945
auf ouvré,0,oui,Not coffee,442379,825945
auf travaillé,0,oui,Not coffee,442379,825945
auf travaillé en cordes,0,oui,Not coffee,442379,825945
augemy,2,non,Not coffee,442379,825945
auges,3,non,Not coffee,442379,825945
auges de carreaux,2,non,Not coffee,442379,825945
augustins,2,non,Not coffee,442379,825945
aurcsats,1,non,Not coffee,442379,825945
aurcsats étoile,1,non,Not coffee,442379,825945
aussière,0,non,Not coffee,442379,825945
autel de marbre,2,non,Not coffee,442379,825945
aux travaux du Roi,6,non,,,43966
avelanède,62,non,,,43966
avelanèdes,59,oui,Not coffee,442379,825945
avelines,12,non,Not coffee,442379,825945
avelines et noisettes sèches,22,non,Not coffee,442379,825945
avelines faînes noisettes noix,1,non,Not coffee,442379,825945
avelines noisettes noix,5,non,Not coffee,442379,825945
avirons,696,non,Not coffee,442379,825945
avirons bruts,17,non,Not coffee,442379,825945
avirons de 12 pieds,2,non,Not coffee,442379,825945
avirons de 18 pieds,1,non,Not coffee,442379,825945
avirons de 30 pieds,1,non,Not coffee,442379,825945
avirons de 5 pieds,1,non,Not coffee,442379,825945
avirons de 8 à 12 pieds,1,non,Not coffee,442379,825945
avirons de bois,60,non,Not coffee,442379,825945
avirons de bois façonné,1,non,Not coffee,442379,825945
avirons de chêne,1,non,Not coffee,442379,825945
avirons de sapin,2,non,Not coffee,442379,825945
avirons en bois de construction,2,non,,,43966
avirons et perches de bois,0,non,Not coffee,442379,825945
avirons et rames bruts,2,non,Not coffee,442379,825945
avirons et rames de bois,1,non,Not coffee,442379,825945
avirons et rames de bois façonné,2,non,Not coffee,442379,825945
avirons et rames façonnés,5,non,Not coffee,442379,825945
avirons polis,1,non,Not coffee,442379,825945
avoine,1045,non,Not coffee,442379,825945
avoine en gerbes,22,non,Not coffee,442379,825945
avoine et haricots,1,non,Not coffee,442379,825945
avoine et orge etc.,1,non,Not coffee,442379,825945
avoine mondée,1,non,Not coffee,442379,825945
avoine moulée,1,non,Not coffee,442379,825945
azur,776,non,Not coffee,442379,825945
azur commun,341,non,Not coffee,442379,825945
azur et bleu de Prusse,10,non,Not coffee,442379,825945
azur et cobalt,20,non,Not coffee,442379,825945
azur fin,14,non,Not coffee,442379,825945
azur gros,24,non,Not coffee,442379,825945
babassis,1,non,Not coffee,442379,825945
babouches,97,non,Not coffee,442379,825945
babouches de maroquin,2,non,Not coffee,442379,825945
bacs d'1 aime,1,non,Not coffee,442379,825945
bacs de pierre,4,non,Not coffee,442379,825945
bacs de pierre bleue,2,non,Not coffee,442379,825945
bacs de pierre d'1 aime,13,non,Not coffee,442379,825945
bacs de pierre de 4 aimes,2,non,Not coffee,442379,825945
bacs de pierre de demi d'aime,66,non,Not coffee,442379,825945
bacs de pierre de moindre classe,85,non,Not coffee,442379,825945
bacs de pierre de trois-quart d'aime,2,non,Not coffee,442379,825945
bacs de pierre en dessous d'1 aime,14,non,Not coffee,442379,825945
bacs de pierre en dessus d'1 aime,54,non,Not coffee,442379,825945
badiane,62,non,Not coffee,442379,825945
badiane ou anis étoilé de la Chine,0,oui,Not coffee,442379,825945
baffetas,10,non,Not coffee,442379,825945
baffetas blanc,22,non,Not coffee,442379,825945
baffetas bleu,31,non,Not coffee,442379,825945
baffetas des Indes,4,non,Not coffee,442379,825945
baffetas foulas,1,non,,,43966
bafs ?,0,non,,,43966
bagages,5,non,,,43966
bagarot,1,non,Not coffee,442379,825945
bagues,5,non,Not coffee,442379,825945
bagues à pierres fausses,1,non,Not coffee,442379,825945
bagues d'argent,2,non,Not coffee,442379,825945
bagues d'or,1,non,Not coffee,442379,825945
bagues de cuivre,2,non,Not coffee,442379,825945
bagues de laiton,1,non,Not coffee,442379,825945
bagues de verre,3,non,Not coffee,442379,825945
baguettes,7,non,Not coffee,442379,825945
baguettes à chandelle,1,non,Not coffee,442379,825945
baguettes à étoffe,2,non,Not coffee,442379,825945
baguettes d'étain,2,non,Not coffee,442379,825945
baguettes de bois,1,non,Not coffee,442379,825945
baguettes de bois doré,1,non,Not coffee,442379,825945
baguettes de cuivre,4,non,Not coffee,442379,825945
baguettes de fer à fusil,53,non,Not coffee,442379,825945
baguettes de fusil,48,non,Not coffee,442379,825945
bahuts,24,non,Not coffee,442379,825945
baie de laurier,28,non,Not coffee,442379,825945
baies de buis,1,non,Not coffee,442379,825945
baies de genévrier à distiller,2,non,Not coffee,442379,825945
baies de genièvre,9,non,Not coffee,442379,825945
baignes,3,non,Not coffee,442379,825945
baignoires,2,non,Not coffee,442379,825945
baignoires d'acajou,2,non,Not coffee,442379,825945
baignoires de cuivre,4,non,Not coffee,442379,825945
baignoires de sapin,1,non,Not coffee,442379,825945
baignoires de tôle,2,non,Not coffee,442379,825945
baigots,1,non,Not coffee,442379,825945
baillarge,9,non,Not coffee,442379,825945
bailles,1,non,Not coffee,442379,825945
baïonnettes,80,non,Not coffee,442379,825945
bais de bois de chêne,2,non,Not coffee,442379,825945
bajutapau,260,non,Not coffee,442379,825945
bajutapau commun,1,non,Not coffee,442379,825945
bajutapau des Indes,3,oui,Not coffee,442379,825945
"bajutapau, canelis, etc.",3,non,Not coffee,442379,825945
bakeliau et stockfis,0,oui,Not coffee,442379,825945
balais,155,non,Not coffee,442379,825945
balais communs,5,non,Not coffee,442379,825945
balais coupés,3,non,Not coffee,442379,825945
balais de bois,39,non,Not coffee,442379,825945
balais de brandes,1,non,Not coffee,442379,825945
balais de bruyère,13,non,Not coffee,442379,825945
balais de chanvre,1,non,Not coffee,442379,825945
balais de crin,13,non,Not coffee,442379,825945
balais de foyer,1,non,Not coffee,442379,825945
balais de jonc,55,non,Not coffee,442379,825945
balais de jonc petits,1,non,Not coffee,442379,825945
balais de laine à laver les planchers,1,non,Not coffee,442379,825945
balais de Livourne,18,non,,,43966
balais de millet,2,non,Not coffee,442379,825945
balais de paille,2,non,Not coffee,442379,825945
balais de paille de riz,6,non,Not coffee,442379,825945
balais de palme,319,non,Not coffee,442379,825945
balais de palme petits,2,non,Not coffee,442379,825945
balais de plumes,3,non,Not coffee,442379,825945
balais de poil,2,non,Not coffee,442379,825945
balais de riz,6,non,Not coffee,442379,825945
balais de soie,7,non,Not coffee,442379,825945
balais de soie de porcs,18,non,Not coffee,442379,825945
balais de toile,1,non,Not coffee,442379,825945
balais du roi,1,non,Not coffee,442379,825945
balais fins,1,non,Not coffee,442379,825945
balais grands de palme,3,non,Not coffee,442379,825945
balais ou ramons,101,non,Not coffee,442379,825945
balais petits,6,non,Not coffee,442379,825945
balance,12,non,Not coffee,442379,825945
balance à la romaine,1,non,Not coffee,442379,825945
balance complète,1,non,Not coffee,442379,825945
balance de bois,1,non,Not coffee,442379,825945
balance de cuivre,9,non,Not coffee,442379,825945
balance de cuivre jaune,1,non,Not coffee,442379,825945
balance de fer,4,non,Not coffee,442379,825945
balance et poids de cuivre,1,non,Not coffee,442379,825945
balance et romaine,2,non,Not coffee,442379,825945
balance et ses poids,1,non,Not coffee,442379,825945
balance ou fléaux en fer,3,non,Not coffee,442379,825945
balance petite,1,non,Not coffee,442379,825945
balance romaine,3,non,Not coffee,442379,825945
balauste,0,oui,Not coffee,442379,825945
balcon de fer,1,non,Not coffee,442379,825945
baleine,130,non,Not coffee,442379,825945
baleine apprêtée,1,non,Not coffee,442379,825945
baleine coupée,807,non,Not coffee,442379,825945
baleine coupée en fanon,12,non,Not coffee,442379,825945
baleine coupée et en fanon,12,non,Not coffee,442379,825945
baleine de sarde,18,non,Not coffee,442379,825945
baleine en fanon,293,non,Not coffee,442379,825945
baleine en fanon apprêté,4,oui,,,43966
baleine en fanon brut,4,oui,,,43966
baleine en fanon brut de pêche étrangère,2,oui,,,43966
baleine en fanon brut de pêche française,2,oui,,,43966
baleine en fanon de sarde,19,oui,,,43966
baleine en fanon et de sarde,1,non,Not coffee,442379,825945
baleine non sciée,75,non,Not coffee,442379,825945
baleine taillée,2,non,Not coffee,442379,825945
balles,9,non,Not coffee,442379,825945
balles à jouer,105,non,Not coffee,442379,825945
balles d'osier,3,non,Not coffee,442379,825945
balles de fer et canons de fer,51,non,Not coffee,442379,825945
balles de fer uni,1,non,Not coffee,442379,825945
balles de jonc,1,non,Not coffee,442379,825945
balles de laine,1,non,,,43966
balles de palme,1,non,Not coffee,442379,825945
balles de plomb,9,non,Not coffee,3536,825945
balles de plumes,1,non,,,43966
balles et dragées de plomb,121,non,Not coffee,3536,825945
balles vides,1,non,Not coffee,442379,825945
ballons de sapin,1,oui,,,43966
ballons en sapin,1,non,,,43966
ballots,69,non,,,43966
ballots d'étoffe,1,non,,,43966
ballots de joncs,1,non,,,43966
ballots de toile,1,non,,,43966
balustres,13,non,Not coffee,442379,825945
bamboches,1,non,Not coffee,442379,825945
bambous,3,non,Not coffee,442379,825945
bambous et joncs,2,non,,,43966
bambous et joncs forts,5,non,,,43966
banastron,1,non,Not coffee,442379,825945
banc à couper la paille,1,non,Not coffee,442379,825945
banc de sapin,1,non,Not coffee,442379,825945
bandages,4,non,Not coffee,442379,825945
bandages de peaux,5,non,Not coffee,442379,825945
bandages pour soldats,1,non,Not coffee,442379,825945
bandanas des Indes,1,non,Not coffee,442379,825945
bandanas et mousseline et Nankin de soieries des Indes,0,oui,Not coffee,442379,825945
bandeaux,4,non,Not coffee,442379,825945
banderoles,2,non,Not coffee,442379,825945
banderoles de cuir,2,non,Not coffee,442379,825945
bandes de cabrouets de fer,3,non,Not coffee,442379,825945
bandes de charrettes,1,non,Not coffee,442379,825945
bandes de fer,4,non,Not coffee,442379,825945
bandes de fer à tombereaux,1,non,Not coffee,442379,825945
bandes de roues de fer,1,non,Not coffee,442379,825945
bandes de tulle brodées,1,non,,,43966
bandes de tulles brodées,1,oui,Not coffee,442379,825945
bandoulières garnies d'argent,1,non,Not coffee,442379,825945
banjoin,0,oui,Not coffee,442379,825945
bannes et bannettes d'osier,1,non,Not coffee,442379,825945
bannettes d'osier,1,non,Not coffee,442379,825945
bannettes de cuir,1,non,Not coffee,442379,825945
bannière de Damas,1,non,Not coffee,442379,825945
banquette,4,non,Not coffee,442379,825945
baquelets,0,non,Not coffee,442379,825945
baquets,2,non,Not coffee,442379,825945
baquets à jeter l'eau,1,non,Not coffee,442379,825945
baquets de cuivre,5,non,Not coffee,442379,825945
baquets de fer,1,non,Not coffee,442379,825945
baquets de rechange,1,non,Not coffee,442379,825945
baquets de sapin,2,non,Not coffee,442379,825945
baracan,218,non,Not coffee,442379,825945
baracan aune,1,oui,Not coffee,442379,825945
baracan d'Abbeville,1,non,Not coffee,442379,825945
baracan de laine,15,non,Not coffee,442379,825945
baracan de laine et de poil,2,non,Not coffee,442379,825945
baracan de Lille,1,non,Not coffee,442379,825945
baracan de poil,64,non,Not coffee,442379,825945
baracan de renvoi,1,non,,,43966
barail,0,oui,Not coffee,442379,825945
baras,1,non,Not coffee,442379,825945
barat de laine,1,non,Not coffee,442379,825945
baratte,1,non,Not coffee,442379,825945
barbaçons de grès,1,oui,,,43966
barbançons,6,non,Not coffee,442379,825945
barbançons de grès,52,non,Not coffee,442379,825945
barbançons de terre,21,non,Not coffee,442379,825945
barbançons de terre de grès,1,oui,Not coffee,442379,825945
barbançons de verre,1,non,Not coffee,442379,825945
barbe de baleine,12,non,Not coffee,442379,825945
