goods_simpl_classification,nbr_occurences_simpl,ulrich_classification,obsolete,nbr_occurences_ulrich
cuirs de Prusse,1,out,non,488241
cuirs de Russie,461,out,non,488241
cuirs de Russie de vache,38,out,non,488241
cuirs de Sardaigne de vache,1,out,non,488241
cuirs de secs en poil,1,out,non,488241
cuirs de Turquie,1,out,non,488241
cuirs de vache,30,out,non,488241
cuirs de vache accoutrées,1,out,non,488241
cuirs de vache apprêtés,7,out,non,488241
cuirs de vache en poil,6,out,non,488241
cuirs de vache lissés,16,out,non,488241
cuirs de vache passés,1,out,non,488241
cuirs de vache petits,1,out,non,488241
cuirs de vache tannés,3,out,non,488241
cuirs dorés,67,out,non,488241
cuirs dorés vieux,1,out,non,488241
cuirs en basanes,2,out,non,488241
cuirs en bassin,1,out,non,488241
cuirs en blanc,2,out,non,488241
cuirs en bœuf verts,1,out,non,488241
cuirs en croûte,2,out,non,488241
cuirs en croûte de vache,22,out,non,488241
cuirs en échantillons,1,out,non,488241
cuirs en grains,2,out,non,488241
cuirs en grains de vache,16,out,non,488241
cuirs en poil,454,out,non,488241
cuirs en poil de vache,289,out,non,488241
cuirs en poil salés verts,1,out,non,488241
cuirs en poil tannés,5,out,non,488241
cuirs en poil teints fallon,1,out,non,488241
cuirs en poil verts,45,out,non,488241
cuirs en retail,2,out,non,488241
cuirs en rognures,2,out,non,488241
cuirs en rosette,1,out,non,488241
cuirs en têtes,1,out,non,488241
cuirs et peaux de bœuf et de vache apprêté,54,out,non,488241
cuirs et peaux non apprêtés,18,out,non,488241
cuirs fins en poil,1,out,non,488241
cuirs forts,6,out,non,488241
cuirs forts tannés,21,out,non,488241
cuirs génisse corroyés,1,out,non,488241
cuirs gras,1,out,non,488241
cuirs jaunes,1,out,non,488241
cuirs non apprêtés,134,out,non,488241
cuirs passés en blanc,1,out,non,488241
cuirs petits des Indes en poil,1,out,non,488241
cuirs petits en poil,2,out,non,488241
cuirs porcs,1,out,non,488241
cuirs pour bottes,1,out,non,488241
cuirs pour semelles,1,out,non,488241
cuirs pour soufflets,1,out,non,488241
cuirs pour souliers,1,out,non,488241
cuirs restants,1,out,non,488241
cuirs rouges,2,out,non,488241
cuirs salés,10,out,non,488241
cuirs salés en poil,1,out,non,488241
cuirs salés verts,5,out,non,488241
cuirs secs,5,out,non,488241
cuirs secs en poil,121,out,non,488241
cuirs secs en poil de vache,1,out,non,488241
cuirs secs en poil des Îles,1,out,non,488241
cuirs secs et salés,1,out,non,488241
cuirs secs et tannés,1,out,non,488241
cuirs tannées forts,1,out,non,488241
cuirs tannés,351,out,non,488241
cuirs tannés de vache,451,out,non,488241
cuirs tannés pour empeignes,1,out,non,488241
cuirs tannés pour semelles,1,out,non,488241
cuirs testaux,5,out,non,488241
cuirs tissés de vache,4,out,non,488241
cuirs verts,9,out,non,488241
cuirs vieux,5,out,non,488241
cuisses,4,out,non,488241
cuisses d'oie,223,out,non,488241
cuisses d'oie à la daube,1,out,non,488241
cuisses d'oie en adobe,1,out,non,488241
cuisses d'oie salées,19,out,non,488241
cuivre,686,out,non,488241
cuivre à lessive,1,out,non,488241
cuivre à mitraille,1,out,non,488241
cuivre à monnayer rouge,2,out,non,488241
cuivre allié argenté battu laminé ou tiré,4,out,non,488241
cuivre allié argenté filé sur fil,2,out,non,488241
cuivre allié battu doré laminé et tiré,2,out,non,488241
cuivre allié battu doré laminé ou tiré,2,out,non,488241
cuivre allié bronze en masse,2,out,non,488241
cuivre allié d'étain,3,out,non,488241
cuivre allié d'étain brut,1,out,non,488241
cuivre allié doré filé sur fil,4,out,non,488241
cuivre allié doré filé sur soie,1,out,non,488241
cuivre allié et ouvré dont estagnons contenant des liquides,2,out,non,488241
cuivre allié ouvré,1,out,non,488241
cuivre allié ouvré autrement que battu filé laminé ou tiré,2,out,non,488241
cuivre argenté,12,out,non,488241
cuivre argenté battu laminé ou tiré,3,out,non,488241
cuivre argenté et doré,3,out,non,488241
cuivre argenté et doré et plaqué,37,out,non,488241
cuivre argenté flambeaux,1,out,non,488241
cuivre battu,153,out,non,488241
cuivre battu laminé,1,out,non,488241
cuivre battu ou laminé à toutes destinations,1,out,non,488241
cuivre bronzé,1,out,non,488241
cuivre brun,19,out,non,488241
cuivre brun et cuivre rouge,8,out,non,488241
cuivre brut,347,out,non,488241
cuivre brut en pain,1,out,non,488241
cuivre brut et rouge,12,out,non,488241
cuivre clous,1,out,non,488241
cuivre commun,1,out,non,488241
cuivre coulé en barres ou plaques régulières,1,out,non,488241
cuivre cru,1,out,non,488241
cuivre cru en blocs,1,out,non,488241
cuivre cru en masses,1,out,non,488241
cuivre cru ou en plates,1,out,non,488241
cuivre d'argent et doré,1,out,non,488241
cuivre de fer,1,out,non,488241
cuivre de fer en poids,1,out,non,488241
cuivre de fourrure,2,out,non,488241
cuivre de Namur,1,out,non,488241
cuivre de pompe,1,out,non,488241
cuivre de Russie,1,out,non,488241
cuivre doré,78,out,non,488241
cuivre doré battu filé laminé ou tiré,2,out,non,488241
cuivre doré battu laminé ou tiré,1,out,non,488241
cuivre en fond et rouge,1,out,non,488241
cuivre en fonte,1,out,non,488241
cuivre en masse brut mitraille et vieux,1,out,non,488241
cuivre en masse brut ou rouge,1,out,non,488241
cuivre en mitraille et vieux,11,out,non,488241
cuivre en pain,17,out,non,488241
cuivre en plane,1,out,non,488241
cuivre en plats,1,out,non,488241
cuivre en potasse,1,out,non,488241
cuivre en rouleau,2,out,non,488241
cuivre en saumons,1,out,non,488241
cuivre en toupe,1,out,non,488241
cuivre en verdet,1,out,non,488241
cuivre et airain ouvré,1,out,non,488241
cuivre et bronze et laiton,160,out,non,488241
cuivre et pièces de cuivre,1,out,non,488241
cuivre et potin gris,3,out,non,488241
cuivre fer plomb,1,out,non,488241
cuivre forgé,2,out,non,488241
cuivre jaune,94,out,non,488241
cuivre jaune avec calamine,1,out,non,488241
cuivre jaune brun,1,out,non,488241
cuivre jaune brut,9,out,non,488241
cuivre jaune en fourrure,1,out,non,488241
cuivre jaune et rouge,9,out,non,488241
cuivre jaune fondu,1,out,non,488241
cuivre jaune non ouvré,2,out,non,488241
cuivre laiton,1,out,non,488241
cuivre laminé,2,out,non,488241
cuivre neuf,40,out,non,488241
cuivre non ouvré,1,out,non,488241
cuivre non ouvré rouge,2,out,non,488241
cuivre potier,1,out,non,488241
cuivre pur battu ou laminé,7,out,non,488241
cuivre pur coulé en barres et plaques,2,out,non,488241
cuivre pur coulé en barres et plaques régulières,1,out,non,488241
cuivre pur coulé en masses brutes,5,out,non,488241
cuivre pur en barres et plaques régulières,1,out,non,488241
cuivre pur en masses brutes,2,out,non,488241
cuivre rompu,10,out,non,488241
cuivre rosette,3,out,non,488241
cuivre rouge,118,out,non,488241
cuivre rouge brut,1,out,non,488241
cuivre rouge cru ou en bloc pour Namur,2,out,non,488241
cuivre rouge en chaudière,3,out,non,488241
cuivre rouge neuf,4,out,non,488241
cuivre satin,1,out,non,488241
cuivre sur poil,1,out,non,488241
cuivre tangoul,395,out,non,488241
cuivre vieux,503,out,non,488241
cuivrerie,34,out,non,488241
culottes,70,out,non,488241
culottes à nègre,1,out,non,488241
culottes d'étamine,1,out,non,488241
culottes de bouras,2,out,non,488241
culottes de chamois,8,out,non,488241
culottes de chamois garnies de boutons d'argent,1,out,non,488241
culottes de cotonnades,2,cotton goods,non,14762
culottes de coutil,1,out,non,488241
culottes de daim,5,out,non,488241
culottes de drap,1,out,non,488241
culottes de fil,1,out,non,488241
culottes de laine,1,out,non,488241
culottes de laine tricotées,2,out,non,488241
culottes de mouton,2,out,non,488241
culottes de panne,2,out,non,488241
culottes de panne ciselée,1,out,non,488241
culottes de peau,38,out,non,488241
culottes de peau d'élan,1,out,non,488241
culottes de peau de daim,4,out,non,488241
culottes de peau de mouton,4,out,non,488241
culottes de peaux,3,out,non,488241
culottes de siamoise,1,out,non,488241
culottes de soie,1,out,non,488241
culottes de toile,14,out,non,488241
culottes de velours,1,out,non,488241
culottes de velours de gueux,1,out,non,488241
culs d'artichaut,9,out,non,488241
cumin,340,out,non,488241
cunier,1,out,non,488241
cuny,1,out,non,488241
curcuma,136,out,non,488241
curcuma en poudre,7,out,non,488241
curcuma en racine,7,out,non,488241
curcuma en racine des entrepôts,1,out,non,488241
curcuma moulu,79,out,non,488241
curiosité coquillage,2,out,non,488241
curiosité naturelle,2,out,non,488241
curlas,2,out,non,488241
curous,1,out,non,488241
curtas,5,out,non,488241
cuscutes luzerne,1,out,non,488241
custar,3,out,non,488241
custas,15,out,non,488241
custres,1,out,non,488241
cuve,7,out,non,488241
cuve à vin,1,out,non,488241
cuveaux,1,out,non,488241
cuvette de faïence,1,out,non,488241
cuvette de fer-blanc,1,out,non,488241
cuvette de grès,1,out,non,488241
cuvettes de marbre ouvré,1,out,non,488241
cuviers,5,out,non,488241
cuviers de terre,8,out,non,488241
cygnes,2,out,non,488241
cygnes en vie,1,out,non,488241
cylindre,4,out,non,488241
cylindre de fer,3,out,non,488241
cymbales,4,out,non,488241
dais,2,out,non,488241
dais ou faux,1,out,non,488241
dais pour église,1,out,non,488241
dalles,5,out,non,488241
damas,77,out,non,488241
damas à carreaux mandarine,2,out,non,488241
damas à frange d'argent,2,out,non,488241
damas broché et rayé,2,out,non,488241
damas brodé,1,out,non,488241
damas commun,1,out,non,488241
damas cramoisi,2,out,non,488241
damas cramoisi de Gênes,1,out,non,488241
damas de 20 aunes,1,out,non,488241
damas de coton et fil,2,cotton goods,non,14762
damas de deux couleurs,3,out,non,488241
damas de fil,1,out,non,488241
damas de la Chine,3,out,non,488241
damas de lin,2,out,non,488241
damas de Lucques,1,out,non,488241
damas de Lyon,3,out,non,488241
damas de Pékin,1,out,non,488241
damas de retour faute de vente,1,out,non,488241
damas de soie,1,out,non,488241
Damas de soie,9,out,non,488241
damas de Tours,2,out,non,488241
damas des Indes,18,out,non,488241
damas faux,1,out,non,488241
damas jaune,1,out,non,488241
damas noir,1,out,non,488241
damas pour meubles,2,out,non,488241
damas rayé,3,out,non,488241
damas uni,2,out,non,488241
damas vert,1,out,non,488241
damas violet,1,out,non,488241
damasquette,4,out,non,488241
damasquin,1,out,non,488241
damassin,1,out,non,488241
dame-jeannes,303,out,non,488241
dame-jeannes clissées,16,out,non,488241
dame-jeannes clissées et de verres,8,out,non,488241
dame-jeannes cuivré et de verres,1,out,non,488241
dame-jeannes de grès,3,out,non,488241
dame-jeannes de verre,111,out,non,488241
dame-jeannes de verre de 4 pots,1,out,non,488241
dame-jeannes garnies d'osier,1,out,non,488241
dame-jeannes non clissées,1,out,non,488241
dame-jeannes vides,15,out,non,488241
damoiselle de bois,2,out,non,488241
dareau de laine,1,out,non,488241
dariabadis,4,cotton goods,non,14762
darins,23,out,non,488241
dattes,278,out,non,488241
dattes et pistaches,1,out,non,488241
dattes sèches,9,out,non,488241
dattes secs et prunes sèches,11,out,non,488241
daubes,1,out,non,488241
dauphine,39,out,non,488241
de haut,2,out,non,488241
de peu de valeur,2,out,non,488241
de tafia,2,out,non,488241
de ville,2,out,non,488241
débris de vaisseaux et vieux ouvrages de charpente,1,out,non,488241
déchet de laine,2,out,non,488241
déchet de laine bourre lanice tontisse,5,out,non,488241
déchet de pierre,4,out,non,488241
déchets d'animaux et sang de bétail,2,out,non,488241
déchets de laine,2,out,non,488241
déchets de laine entière,1,out,non,488241
déchets de laine lanice,1,out,non,488241
déchets de laine tontisse,1,out,non,488241
décorations pour carrosses,1,out,non,488241
dégras,23,out,non,488241
dégras d'huile,3,out,non,488241
dégras de peau,56,out,non,488241
déjeuner de vermeil,1,out,non,488241
delimineas,1,out,non,488241
demi guinée,1,cotton goods,non,14762
demi guinée bleue,2,cotton goods,non,14762
demi-barriques cerclées de fer,1,out,non,488241
demi-cuirs de bœuf tannés,1,out,non,488241
demi-cuirs tannés de vache,1,out,non,488241
demi-soucis,1,out,non,488241
demitte,172,out,non,488241
demoiselle,13,out,non,488241
demoiselle de sapin,2,out,non,488241
denrées coloniales,18,out,non,488241
denrées coloniales et épicerie,22,out,non,488241
dentelle,320,out,non,488241
dentelle à peu de soie,3,out,non,488241
dentelle blanche,2,out,non,488241
dentelle blonde de soie,1,out,non,488241
dentelle commune,61,out,non,488241
dentelle d'Alençon,1,out,non,488241
dentelle d'Andelys,1,out,non,488241
dentelle d'argent,22,out,non,488241
dentelle d'argent et d'or,62,out,non,488241
dentelle d'argent et d'or faux,2,out,non,488241
dentelle d'argent faux,5,out,non,488241
dentelle d'argent fin,6,out,non,488241
dentelle d'or,8,out,non,488241
dentelle d'or et d'argent,6,out,non,488241
dentelle d'or et d'argent faux,2,out,non,488241
dentelle d'or et d'argent fin,5,out,non,488241
dentelle d'or faux,4,out,non,488241
dentelle d'or fin,8,out,non,488241
dentelle de Bretagne,2,out,non,488241
dentelle de Caen,18,out,non,488241
dentelle de chanvre et de lin,8,out,non,488241
dentelle de coton et blonde de coton,18,cotton goods,non,14762
dentelle de Dieppe,1,out,non,488241
dentelle de fer,1,out,non,488241
dentelle de fil,320,out,non,488241
dentelle de fil 2 lignes,1,out,non,488241
dentelle de fil blanc,318,out,non,488241
dentelle de fil blanc commune,1,out,non,488241
dentelle de fil blanc de Lille,1,out,non,488241
dentelle de fil commune,71,out,non,488241
dentelle de fil d'Alençon,1,out,non,488241
dentelle de fil d'or faux,1,out,non,488241
dentelle de fil d'or fin,2,out,non,488241
dentelle de fil de ??? et Reims,2,out,non,488241
dentelle de fil de Bergame,1,out,non,488241
dentelle de fil de Caen,9,out,non,488241
dentelle de fil de crin,2,out,non,488241
dentelle de fil de Flandre,10,out,non,488241
dentelle de fil de laine,1,out,non,488241
dentelle de fil de lin,1,out,non,488241
dentelle de fil de Normandie,4,out,non,488241
dentelle de fil de soie,5,out,non,488241
dentelle de fil dorure d'argent,2,out,non,488241
dentelle de fil du Puy,68,out,non,488241
dentelle de fil du Puy et ???,2,out,non,488241
dentelle de fil et de soie,10,out,non,488241
dentelle de fil et soie,49,out,non,488241
dentelle de fil et tulle,31,out,non,488241
dentelle de fil et Valenciennes,3,out,non,488241
dentelle de fil fine,23,out,non,488241
dentelle de fil grosse,32,out,non,488241
dentelle de Flandre,7,out,non,488241
dentelle de France,1,out,non,488241
dentelle de gaze,1,out,non,488241
dentelle de Gisors,1,out,non,488241
dentelle de Lille,2,out,non,488241
dentelle de Malines,3,out,non,488241
dentelle de Normandie,2,out,non,488241
dentelle de pays,2,out,non,488241
dentelle de Rouen,1,out,non,488241
dentelle de soie,515,out,non,488241
dentelle de soie au quart,1,out,non,488241
dentelle de soie blanche,3,out,non,488241
dentelle de soie blonde,70,out,non,488241
dentelle de soie de Rouen,3,out,non,488241
dentelle de soie et de fil,1,out,non,488241
dentelle de soie noire,1,out,non,488241
dentelle de toute autre sorte que soie,1,out,non,488241
dentelle dorure d'argent,12,out,non,488241
dentelle dorure d'argent et d'or,13,out,non,488241
dentelle dorure d'or,7,out,non,488241
dentelle dorure d'or faux,4,out,non,488241
dentelle du Havre,15,out,non,488241
dentelle du pays,2,out,non,488241
dentelle du Puy,187,out,non,488241
dentelle du Puy en soie,1,out,non,488241
dentelle en coiffures et manchettes,1,out,non,488241
dentelle en dorure,5,out,non,488241
dentelle et blonde,19,out,non,488241
dentelle et galon et passementerie,54,out,non,488241
dentelle et galon et passementerie et ruban,28,out,non,488241
dentelle fine,30,out,non,488241
dentelle grosse,18,out,non,488241
dentelle mi soie,3,out,non,488241
dentelle moyenne,1,out,non,488241
dents d'éléphant,349,out,non,488241
dents d'éléphant entières,4,out,non,488241
dents d'éléphant entières des entrepôts,1,out,non,488241
dents d'éléphant sciées,4,out,non,488241
dents de cheval marin,4,out,non,488241
dents de chien marin,2,out,non,488241
dents de morphil,103,out,non,488241
dents de vache marine,15,out,non,488241
der demi-plat,1,out,non,488241
derle,6,out,non,488241
dés,1,out,non,488241
dés à coudre,38,out,non,488241
dés à coudre de cuivre,6,out,non,488241
dés à coudre de cuivre et fer,1,out,non,488241
dés à coudre de fer,4,out,non,488241
dés à jouer,13,out,non,488241
dés d'acier,4,out,non,488241
dés de cuivre,34,out,non,488241
dés de fer,28,out,non,488241
dés de laiton,10,out,non,488241
déshabillé,1,out,non,488241
despeigne,1,out,non,488241
dessins de papier,1,out,non,488241
