product_simplification,product_sitc_FR,quantity_unit_metric,mean_price,median_price,sd_price,nbobs,type,position_type,PositiondansSITC,obsolete
étamine de laine,Filés ou tissés de laine et de poil,pièces,,,,,tissés,bas de gamme,bas de gamme,oui
baracan,Filés ou tissés de laine et de poil,pièces,,,,,tissés,bas de gamme,bas de gamme,oui
camelot de poil,Filés ou tissés de laine et de poil,pièces,,,,,tissés,milieu de gamme,milieu de gamme,oui
bayette,Filés ou tissés de laine et de poil,pièces,,,,,tissés,bas de gamme,bas de gamme,oui
étoffe de laine,Filés ou tissés de laine et de poil,pièces,,,,,tissés,bas de gamme,bas de gamme,oui
drap de Carcassonne,Filés ou tissés de laine et de poil,pièces,,,,,tissés,milieu de gamme,milieu de gamme,oui
lampareille de poil,Filés ou tissés de laine et de poil,pièces,,,,,tissés,bas de gamme,milieu de gamme,oui
toile cordat,Filés ou tissés de laine et de poil,pièces,,,,,tissés,bas de gamme,bas de gamme,oui
ratine,Filés ou tissés de laine et de poil,pièces,,,,,tissés,bas de gamme,milieu de gamme,oui
callemande de poil,Filés ou tissés de laine et de poil,pièces,,,,,tissés,milieu de gamme,haut de gamme,oui
perpétuane,Filés ou tissés de laine et de poil,pièces,,,,,tissés,bas de gamme,milieu de gamme,oui
drap de laine,Filés ou tissés de laine et de poil,pièces,,,,,tissés,milieu de gamme,milieu de gamme,oui
peluches,Filés ou tissés de laine et de poil,pièces,,,,,tissés,bas de gamme,bas de gamme,oui
callemande,Filés ou tissés de laine et de poil,pièces,,,,,tissés,bas de gamme,milieu de gamme,oui
cordeillat,Filés ou tissés de laine et de poil,pièces,,,,,tissés,bas de gamme,bas de gamme,oui
pinchinat de laine,Filés ou tissés de laine et de poil,pièces,,,,,tissés,milieu de gamme,bas de gamme,oui
flanelle,Filés ou tissés de laine et de poil,pièces,,,,,tissés,bas de gamme,bas de gamme,oui
tapis de laine,Filés ou tissés de laine et de poil,pièces,,,,,tissés,bas de gamme,bas de gamme,oui
camelot de laine,Filés ou tissés de laine et de poil,pièces,,,,,tissés,bas de gamme,milieu de gamme,oui
drap de Languedoc,Filés ou tissés de laine et de poil,pièces,,,,,tissés,milieu de gamme,milieu de gamme,oui
marègue,Filés ou tissés de laine et de poil,pièces,,,,,tissés,bas de gamme,bas de gamme,oui
moquette,Filés ou tissés de laine et de poil,pièces,,,,,tissés,bas de gamme,bas de gamme,oui
sempiterne,Filés ou tissés de laine et de poil,pièces,,,,,tissés,bas de gamme,milieu de gamme,oui
camelot,Filés ou tissés de laine et de poil,pièces,,,,,tissés,bas de gamme,milieu de gamme,oui
tayolles de laine,Filés ou tissés de laine et de poil,pièces,,,,,tissés,bas de gamme,bas de gamme,oui
cadis,Filés ou tissés de laine et de poil,pièces,,,,,tissés,bas de gamme,bas de gamme,oui
drap de Sedan,Filés ou tissés de laine et de poil,pièces,,,,,tissés,haut de gamme,haut de gamme,oui
picotte,Filés ou tissés de laine et de poil,pièces,,,,,tissés,bas de gamme,bas de gamme,oui
velours,Filés ou tissés de soie et soie mélangée,cm,0.18735027,0.2019522,0.033772096,68,tissés,haut de gamme,milieu de gamme,non
damas,Filés ou tissés de soie et soie mélangée,cm,0.086166278,0.1009761,0.031181516,10,tissés,haut de gamme,bas de gamme,non
satin,Filés ou tissés de soie et soie mélangée,cm,0.07336545,0.073628411,0.031295683,16,tissés,haut de gamme,milieu de gamme,non
étoffe de soie,Filés ou tissés de soie et soie mélangée,cm,0.10471596,0.050488051,0.10986499,45,tissés,haut de gamme,milieu de gamme,non
taffetas,Filés ou tissés de soie et soie mélangée,cm,0.039957333,0.037866037,0.0073023858,34,tissés,haut de gamme,milieu de gamme,non
camelot de soie,Filés ou tissés de soie et soie mélangée,cm,0.035852529,0.033658702,0.020072252,14,tissés,haut de gamme,milieu de gamme,non
étoffe au quart de soie,Filés ou tissés de soie et soie mélangée,cm,0.03602533,0.033658702,0.005741898,16,tissés,milieu de gamme,bas de gamme,non
gaze de soie,Filés ou tissés de soie et soie mélangée,cm,0.020562923,0.016829351,0.010392538,12,tissés,haut de gamme,haut de gamme,non
étoffe de velours de soie,Filés ou tissés de soie et soie mélangée,cm,,,,,tissés,haut de gamme,haut de gamme,oui
blonde de soie,Filés ou tissés de soie et soie mélangée,kg,624.42542,715.01532,182.1312,32,tissés,haut de gamme,haut de gamme,non
étoffe brochée de soie et unies,Filés ou tissés de soie et soie mélangée,kg,394.15417,394.15417,0,20,tissés,haut de gamme,haut de gamme,non
étoffe en or mêlée de soie,Filés ou tissés de soie et soie mélangée,kg,341.82529,259.90909,248.66888,15,tissés,haut de gamme,haut de gamme,non
étoffe riche,Filés ou tissés de soie et soie mélangée,kg,215.56195,195.57579,60.033112,25,tissés,,,non
étoffe de soie dorure d'argent et d'or,Filés ou tissés de soie et soie mélangée,kg,170.80922,163.43207,36.824467,54,tissés,haut de gamme,haut de gamme,non
étoffe de soie dorure d'or,Filés ou tissés de soie et soie mélangée,kg,159.0237,163.43207,27.237177,38,tissés,haut de gamme,haut de gamme,non
gaze de soie,Filés ou tissés de soie et soie mélangée,kg,140.71538,112.43082,90.3433,140,tissés,haut de gamme,haut de gamme,non
velours,Filés ou tissés de soie et soie mélangée,kg,99.056335,102.14504,43.932201,88,tissés,haut de gamme,milieu de gamme,non
mouchoirs de gaze,Filés ou tissés de soie et soie mélangée,kg,89.885971,100.09213,66.926926,12,tissés,haut de gamme,haut de gamme,non
velours de soie,Filés ou tissés de soie et soie mélangée,kg,98.618996,91.930542,31.373272,10,tissés,haut de gamme,haut de gamme,non
crêpe et gaze et tulle de soie,Filés ou tissés de soie et soie mélangée,kg,225.9653,82.442398,197.33005,76,tissés,haut de gamme,milieu de gamme,non
soierie,Filés ou tissés de soie et soie mélangée,kg,77.531105,81.716034,17.938694,159,tissés,haut de gamme,milieu de gamme,non
taffetas,Filés ou tissés de soie et soie mélangée,kg,79.938438,81.716034,18.538141,48,tissés,haut de gamme,milieu de gamme,non
étoffe de soie,Filés ou tissés de soie et soie mélangée,kg,96.443993,81.716034,54.407349,1119,tissés,haut de gamme,milieu de gamme,non
mouchoirs de soie,Filés ou tissés de soie et soie mélangée,kg,73.320824,81.716034,26.246698,63,tissés,haut de gamme,milieu de gamme,non
crêpe et étoffe et passementerie et ruban de soie,Filés ou tissés de soie et soie mélangée,kg,73.74778,73.74778,0,11,tissés,haut de gamme,milieu de gamme,non
étoffe brochée de pure soie et unies,Filés ou tissés de soie et soie mélangée,kg,62.200653,69.312386,7.3918648,39,tissés,haut de gamme,haut de gamme,non
étoffe de fleuret,Filés ou tissés de soie et soie mélangée,kg,58.944584,60.562691,33.976803,38,tissés,milieu de gamme,bas de gamme,non
étoffe de coton et de laine et de soie mélangés,Filés ou tissés de soie et soie mélangée,kg,56.817329,60.034981,9.8156023,26,tissés,milieu de gamme,bas de gamme,non
soie teinte,Filés ou tissés de soie et soie mélangée,kg,52.686413,55,13.441588,11,tissés,haut de gamme,haut de gamme,non
soie ouvrée,Filés ou tissés de soie et soie mélangée,kg,51.129269,50.051071,18.541014,36,tissés,haut de gamme,milieu de gamme,non
étoffe de coton et de soie,Filés ou tissés de soie et soie mélangée,kg,37.864384,40.858017,11.44009,26,tissés,haut de gamme,bas de gamme,non
étoffe de filoselle,Filés ou tissés de soie et soie mélangée,kg,36.918137,40.858017,6.0211234,14,tissés,milieu de gamme,bas de gamme,non
soie grège,Filés ou tissés de soie et soie mélangée,kg,37.195965,40.858017,9.3812466,33,tissés,milieu de gamme,bas de gamme,non
étoffe au quart de soie,Filés ou tissés de soie et soie mélangée,kg,34.483341,40.858017,8.6678438,272,tissés,milieu de gamme,bas de gamme,non
panine de soie,Filés ou tissés de soie et soie mélangée,kg,37.63652,40.858017,16.242521,26,tissés,milieu de gamme,milieu de gamme,non
étoffe mi soie,Filés ou tissés de soie et soie mélangée,kg,37.426991,40.858017,10.251547,78,tissés,milieu de gamme,bas de gamme,non
soie apprêtée,Filés ou tissés de soie et soie mélangée,kg,41.902538,40.858017,7.1531053,221,tissés,milieu de gamme,milieu de gamme,non
étoffe de fil et de soie,Filés ou tissés de soie et soie mélangée,kg,35.296787,37.793667,7.7650957,18,tissés,milieu de gamme,bas de gamme,non
soie en rames,Filés ou tissés de soie et soie mélangée,kg,32.345932,33.707867,6.5089769,12,tissés,milieu de gamme,bas de gamme,non
étoffe de laine et de soie,Filés ou tissés de soie et soie mélangée,kg,37.444878,30.643515,26.784225,41,tissés,milieu de gamme,bas de gamme,non
gaze à peu de soie,Filés ou tissés de soie et soie mélangée,kg,48.843903,30.643515,35.83477,11,tissés,haut de gamme,bas de gamme,non
camelot de soie,Filés ou tissés de soie et soie mélangée,kg,21.04188,22.471909,6.2448797,10,tissés,haut de gamme,milieu de gamme,non
étoffe et ruban de fleuret,Filés ou tissés de soie et soie mélangée,kg,28.707005,20.585464,17.790802,10,tissés,milieu de gamme,milieu de gamme,non
drap brodé de soie,Filés ou tissés de soie et soie mélangée,kg,26.302349,20.429008,21.82337,16,tissés,milieu de gamme,milieu de gamme,non
étoffe à peu de soie,Filés ou tissés de soie et soie mélangée,kg,22.436687,20.429008,12.112485,87,tissés,milieu de gamme,bas de gamme,non
siamoise à peu de soie,Filés ou tissés de soie et soie mélangée,kg,19.686136,20.429008,2.9471059,66,tissés,milieu de gamme,bas de gamme,non
camelot de laine et de soie,Filés ou tissés de soie et soie mélangée,kg,18.677952,19.407558,6.3654613,14,tissés,milieu de gamme,milieu de gamme,non
camelot à peu de soie,Filés ou tissés de soie et soie mélangée,kg,13.278855,11.235954,4.7667685,10,tissés,milieu de gamme,bas de gamme,non
fourrure de soie,Filés ou tissés de soie et soie mélangée,kg,4.3423805,3.0643513,3.6635389,84,tissés,milieu de gamme,bas de gamme,non
étoffe de soie et de velours d'Utrecht,Filés ou tissés de soie et soie mélangée,kg,,,,,tissés,haut de gamme,milieu de gamme,oui
gaze mi soie,Filés ou tissés de soie et soie mélangée,kg,,,,,tissés,haut de gamme,milieu de gamme,oui
étoffe de soie au quart,Filés ou tissés de soie et soie mélangée,kg,,,,,tissés,milieu de gamme,bas de gamme,oui
étoffe de soie mi soie,Filés ou tissés de soie et soie mélangée,kg,,,,,tissés,milieu de gamme,bas de gamme,oui
étoffe mêlée de soie peluches,Filés ou tissés de soie et soie mélangée,kg,,,,,tissés,milieu de gamme,bas de gamme,oui
tripe mêlée de soie et tripe de velours,Filés ou tissés de soie et soie mélangée,kg,,,,,tissés,milieu de gamme,bas de gamme,oui
toile de Piémont,Filés ou tissés de soie et soie mélangée,kg,,,,,tissés,bas de gamme,bas de gamme,oui
toile tapsel,Filés ou tissés de soie et soie mélangée,pièces,,,,,tissés,haut de gamme,milieu de gamme,oui
caladaris,Filés ou tissés de soie et soie mélangée,pièces,,,,,tissés,haut de gamme,milieu de gamme,oui
étoffe de velours de soie,Filés ou tissés de soie et soie mélangée,pièces,,,,,tissés,haut de gamme,haut de gamme,oui
gaze de soie,Filés ou tissés de soie et soie mélangée,pièces,,,,,tissés,haut de gamme,haut de gamme,oui
Pékin uni,Filés ou tissés de soie et soie mélangée,pièces,,,,,tissés,haut de gamme,haut de gamme,oui
damas des Indes,Filés ou tissés de soie et soie mélangée,pièces,,,,,tissés,haut de gamme,bas de gamme,oui
nelis,Filés ou tissés de soie et soie mélangée,pièces,,,,,tissés,haut de gamme,milieu de gamme,oui
étoffe de soie des Indes,Filés ou tissés de soie et soie mélangée,pièces,,,,,tissés,haut de gamme,milieu de gamme,oui
mouchoirs de gaze,Filés ou tissés de soie et soie mélangée,pièces,,,,,tissés,haut de gamme,haut de gamme,oui
tapsel,Filés ou tissés de soie et soie mélangée,pièces,,,,,tissés,haut de gamme,milieu de gamme,oui
alibanies,Filés ou tissés de soie et soie mélangée,pièces,,,,,tissés,haut de gamme,milieu de gamme,oui
satin,Filés ou tissés de soie et soie mélangée,pièces,,,,,tissés,haut de gamme,milieu de gamme,oui
tripe mêlée de soie et tripe de velours,Filés ou tissés de soie et soie mélangée,pièces,,,,,tissés,milieu de gamme,bas de gamme,oui
velours,Filés ou tissés de soie et soie mélangée,pièces,,,,,tissés,haut de gamme,milieu de gamme,oui
étoffe de soie et de velours d'Utrecht,Filés ou tissés de soie et soie mélangée,pièces,,,,,tissés,haut de gamme,milieu de gamme,oui
lustrine,Filés ou tissés de soie et soie mélangée,pièces,,,,,tissés,haut de gamme,milieu de gamme,oui
camelot de soie,Filés ou tissés de soie et soie mélangée,pièces,,,,,tissés,haut de gamme,milieu de gamme,oui
armoisin,Filés ou tissés de soie et soie mélangée,pièces,,,,,tissés,haut de gamme,milieu de gamme,oui
taffetas,Filés ou tissés de soie et soie mélangée,pièces,,,,,tissés,haut de gamme,milieu de gamme,oui
darins,Filés ou tissés de soie et soie mélangée,pièces,,,,,tissés,haut de gamme,milieu de gamme,oui
cirsaca,Filés ou tissés de soie et soie mélangée,pièces,,,,,tissés,milieu de gamme,milieu de gamme,oui
étoffe mêlée de soie peluches,Filés ou tissés de soie et soie mélangée,pièces,,,,,tissés,milieu de gamme,bas de gamme,oui
Pékin,Filés ou tissés de soie et soie mélangée,pièces,,,,,tissés,haut de gamme,haut de gamme,oui
mouchoirs de soie,Filés ou tissés de soie et soie mélangée,pièces,,,,,tissés,haut de gamme,milieu de gamme,oui
étoffe de soie,Filés ou tissés de soie et soie mélangée,pièces,,,,,tissés,haut de gamme,milieu de gamme,oui
satin de soie,Filés ou tissés de soie et soie mélangée,pièces,,,,,tissés,haut de gamme,milieu de gamme,oui
dissouchaye,Filés ou tissés de soie et soie mélangée,pièces,,,,,tissés,haut de gamme,milieu de gamme,oui
damas,Filés ou tissés de soie et soie mélangée,pièces,,,,,tissés,haut de gamme,bas de gamme,oui
chuquelas,Filés ou tissés de soie et soie mélangée,pièces,,,,,tissés,haut de gamme,milieu de gamme,oui
soierie et dorure,Filés ou tissés de soie et soie mélangée,unité manquante,,,,12,tissés,haut de gamme,haut de gamme,non
crêpe et gaze et tulle,Filés ou tissés de soie et soie mélangée,unité manquante,,,,24,tissés,haut de gamme,milieu de gamme,non
gaze crêpe et tulle de soie,Filés ou tissés de soie et soie mélangée,unité manquante,,,,12,tissés,haut de gamme,milieu de gamme,non
gaze et mouchoirs et ruban de soie,Filés ou tissés de soie et soie mélangée,unité manquante,,,,40,tissés,haut de gamme,milieu de gamme,non
soierie et dorure fine,Filés ou tissés de soie et soie mélangée,unité manquante,,,,13,tissés,haut de gamme,haut de gamme,non
gaze crêpe et mouchoirs de soie,Filés ou tissés de soie et soie mélangée,unité manquante,,,,142,tissés,haut de gamme,milieu de gamme,non
gaze de soie et crêpe de soie et mouchoirs de soie,Filés ou tissés de soie et soie mélangée,unité manquante,,,,58,tissés,haut de gamme,milieu de gamme,non
