numrodeligne,dataentryby,source,sheet,year,exportsimports,marchandises,direction,pays,quantit,quantity_unit,prix_unitaire,value,probleme,Remarques
566,Hasna,CCI Marseille - I 29,9,1741,Import,Cercles a tonneaux,Marseille,Italie,"183,00",faix,"1,5000000","274,00","-0,50",
567,Hasna,CCI Marseille - I 29,9,1741,Import,Cercles a tonneaux,Marseille,Italie,"145,00",rodes,"0,7500000","108,00","-0,75",
568,Hasna,CCI Marseille - I 29,9,1741,Import,Cercles a tonneaux,Marseille,Italie,"1 792,00",milliers,"2,0000000","15840,00","12 256,00",erreur de calcul
569,Hasna,CCI Marseille - I 29,9,1741,Import,Cercles a tonneaux,Marseille,Italie,"183 300,00",livres,"0,0400000","7332,00","0,00",
570,Hasna,CCI Marseille - I 29,9,1741,Import,Cercles a barrils,Marseille,Italie,"6 700,00",nombre,"0,0175000","117,00","-0,25",
571,Hasna,CCI Marseille - I 29,9,1741,Import,Charbon de terre,Marseille,Italie,"1 707,00",mesures,"1,0000000","1707,00","0,00",
572,Hasna,CCI Marseille - I 29,9,1741,Import,Charbon de terre,Marseille,Italie,"478,00",chapeaux,"0,5000000","239,00","0,00",
573,Hasna,CCI Marseille - I 29,9,1741,Import,Cendre gravelée,Marseille,Italie,"2 600,00",livres,"0,1000000","260,00","0,00",
574,Hasna,CCI Marseille - I 29,9,1741,Import,Cendre commune,Marseille,Italie,"1 111 400,00",livres,"0,0900000","100026,00","0,00",
575,Hasna,CCI Marseille - I 29,9,1741,Import,Colombine,Marseille,Italie,"130 000,00",livres,"0,0400000","5200,00","0,00",
576,Hasna,CCI Marseille - I 29,9,1741,Import,Dattes,Marseille,Italie,"24,00",livres,"0,7000000","16,00","-0,80",
577,Hasna,CCI Marseille - I 30,9,1741,Import,Dragés,Marseille,Italie,"775,00",livres,"0,1500000","116,00","-0,25",
578,Hasna,CCI Marseille - I 29,9,1741,Import,Drogueries,Marseille,Italie,"1 300,00",livres,"1,0000000","1300,00","0,00",
579,Hasna,CCI Marseille - I 29,9,1741,Import,Dantelles,Marseille,Italie,"200,00",livres,"20,0000000","4000,00","0,00",
580,Hasna,CCI Marseille - I 29,9,1741,Import,Damasquette,Marseille,Italie,"22,00",pieces,"40,0000000","880,00","0,00",
581,Hasna,CCI Marseille - I 29,9,1741,Import,Dentittes,Marseille,Italie,"1 307,00",pieces,"1,0000000","2614,00","1 307,00",prix illisibles
582,Hasna,CCI Marseille - I 29,9,1741,Import,Draperie petite,Marseille,Italie,"2 580,00",livres,"3,0000000","7740,00","0,00",
583,Hasna,CCI Marseille - I 29,9,1741,Import,Drapeaux vieux,Marseille,Italie,"27 800,00",livres,"0,0900000","2502,00","0,00",
584,Hasna,CCI Marseille - I 29,9,1741,Import,Douelles a tonneaux,Marseille,Italie,"44,00",canelles,"20,0000000","880,00","0,00",
585,Hasna,CCI Marseille - I 29,9,1741,Import,Douelles a tonneaux,Marseille,Italie,"17 517,00",tonneaux,"6,0000000","105102,00","0,00",
586,Hasna,CCI Marseille - I 29,9,1741,Import,Douelles a tonneaux,Marseille,Italie,"110,00",boutades,"8,0000000","880,00","0,00",
587,Hasna,CCI Marseille - I 29,9,1741,Import,Douelles a tonneaux,Marseille,Italie,"4 400,00",nombre,"0,2500000","1100,00","0,00",
588,Hasna,CCI Marseille - I 29,9,1741,Import,Douelles a tonneaux,Marseille,Italie,"327 475,00",livres,"0,0400000","13099,00","0,00",
589,Hasna,CCI Marseille - I 29,9,1741,Import,Douelles a barils,Marseille,Italie,"3 300,00",livres,"0,0400000","132,00","0,00",
590,Hasna,CCI Marseille - I 29,9,1741,Import,Ecorce d'oranges,Marseille,Italie,"250,00",livres,"0,6000000","150,00","0,00",
591,Hasna,CCI Marseille - I 29,9,1741,Import,Ecorce de citron,Marseille,Italie,"1 600,00",livres,"0,6000000","960,00","0,00",
592,Hasna,CCI Marseille - I 29,9,1741,Import,Eau de fleur d'orange,Marseille,Italie,"19 355,00",livres,"0,5000000","9677,00","-0,50",
593,Hasna,CCI Marseille - I 29,9,1741,Import,Eau de citron,Marseille,Italie,"1 112,00",livres,"1,0000000","1112,00","0,00",
594,Hasna,CCI Marseille - I 29,9,1741,Import,Eau minerale,Marseille,Italie,"1 000,00",livres,"0,5000000","500,00","0,00",
595,Hasna,CCI Marseille - I 29,9,1741,Import,Essence,Marseille,Italie,"2 870,00",livres,"1,0000000","2870,00","0,00",
596,Hasna,CCI Marseille - I 29,9,1741,Import,Esprit de bergamotte,Marseille,Italie,"3,00",livres,"10,0000000","30,00","0,00",
597,Hasna,CCI Marseille - I 29,9,1741,Import,Email,Marseille,Italie,"450,00",livres,"0,2500000","112,00","-0,50",
598,Hasna,CCI Marseille - I 29,9,1741,Import,Emeri en poudre,Marseille,Italie,"170,00",livres,"0,0500000","8,00","-0,50",
599,Hasna,CCI Marseille - I 29,9,1741,Import,Estrace de soye,Marseille,Italie,"150,00",livres,"1,5000000","225,00","0,00",
600,Hasna,CCI Marseille - I 29,9,1741,Import,Etoffe de soye,Marseille,Italie,"10,00",pieces,"250,0000000","2500,00","0,00",
601,Hasna,CCI Marseille - I 29,9,1741,Import,Etoffe de soye,Marseille,Italie,"13 727,00",livres,"40,0000000","549080,00","0,00",
602,Hasna,CCI Marseille - I 29,9,1741,Import,Escamitte,Marseille,Italie,"100,00",pieces,"2,0000000","200,00","0,00",
603,Hasna,CCI Marseille - I 29,9,1741,Import,Evantails de plumes,Marseille,Italie,"15,00",estimés,"12,0000000","180,00","0,00",
604,Hasna,CCI Marseille - I 29,9,1741,Import,Estampes,Marseille,Italie,"1 485,00",livres,"2,0000000","2970,00","0,00",
605,Hasna,CCI Marseille - I 29,9,1741,Import,Eponges,Marseille,Italie,"933,00",livres,"1,0000000","933,00","0,00",
606,Hasna,CCI Marseille - I 29,9,1741,Import,Escayolle,Marseille,Italie,"176 125,00",livres,"0,1000000","17612,00","-0,50",
607,Hasna,CCI Marseille - I 29,9,1741,Import,Etain en bloc,Marseille,Italie,"140 514,00",livres,"1,1000000","154565,00","-0,40",
608,Hasna,CCI Marseille - I 29,9,1741,Import,Egoutoirs,Marseille,Italie,"281,00",douzaines,"6,0000000","1686,00","0,00",
609,Hasna,CCI Marseille - I 29,9,1741,Import,Espars,Marseille,Italie,"18,00",milliers,"45,0000000","810,00","0,00",
610,Hasna,CCI Marseille - I 29,9,1741,Import,Farine,Marseille,Italie,"260 725,00",livres,"0,0850000","22161,00","-0,63",
611,Hasna,CCI Marseille - I 29,9,1741,Import,Senes,Marseille,Italie,"2 904,00",charges,"15,0000000","43560,00","0,00",
612,Hasna,CCI Marseille - I 29,9,1741,Import,Fruits verts,Marseille,Italie,"69 950,00",livres,"0,1000000","6995,00","0,00",
613,Hasna,CCI Marseille - I 29,9,1741,Import,Figues,Marseille,Italie,"199 542,00",livres,"0,1000000","19954,00","-0,20",
614,Hasna,CCI Marseille - I 29,9,1741,Import,Fromages,Marseille,Italie,"483 197,00",livres,"0,2000000","96639,00","-0,40",
615,Hasna,CCI Marseille - I 29,9,1741,Import,Faury,Marseille,Italie,"15 200,00",livres,"0,0400000","608,00","0,00",
616,Hasna,CCI Marseille - I 29,9,1741,Import,Fleurs artificieles,Marseille,Italie,"3 042,00",livres,"50,0000000","152100,00","0,00",
617,Hasna,CCI Marseille - I 29,9,1741,Import,Filozelle,Marseille,Italie,"5 832,00",livres,"1,5000000","8748,00","0,00",
618,Hasna,CCI Marseille - I 29,9,1741,Import,Fil a coudre,Marseille,Italie,"6 170,00",livres,"2,0000000","12340,00","0,00",
619,Hasna,CCI Marseille - I 29,9,1741,Import,Fil cru,Marseille,Italie,"100,00",livres,"1,5000000","150,00","0,00",
620,Hasna,CCI Marseille - I 29,9,1741,Import,Fil a voile,Marseille,Italie,"1 200,00",livres,"0,7500000","900,00","0,00",
621,Hasna,CCI Marseille - I 29,9,1741,Import,Fil de Piemont,Marseille,Italie,"11 263,00",livres,"1,5000000","16894,00","-0,50",
622,Hasna,CCI Marseille - I 29,9,1741,Import,Fil de Bourgogne,Marseille,Italie,"4 180,00",livres,"0,6000000","2508,00","0,00",
623,Hasna,CCI Marseille - I 29,9,1741,Import,Fil de corailleur,Marseille,Italie,"11 164,00",livres,"2,0000000","22328,00","0,00",
624,Hasna,CCI Marseille - I 29,9,1741,Import,Filets a pescher ,Marseille,Italie,"413,00",nombre,"30,0000000","12390,00","0,00",
625,Hasna,CCI Marseille - I 29,9,1741,Import,Filets a pescher,Marseille,Italie,"283,00",livres,"0,7500000","211,00","-1,25",
626,Hasna,CCI Marseille - I 29,9,1741,Import,Filets de palme,Marseille,Italie,"3 400,00",livres,"0,1500000","510,00","0,00",
627,Hasna,CCI Marseille - I 29,9,1741,Import,Fil de fer ,Marseille,Italie,"200,00",livres,"0,5000000","100,00","0,00",
628,Hasna,CCI Marseille - I 29,9,1741,Import,Fer ouvré,Marseille,Italie,"1 055,00",livres,"0,2000000","211,00","0,00",
629,Hasna,CCI Marseille - I 29,9,1741,Import,Fer en cercles,Marseille,Italie,"1 890,00",livres,"0,2000000","378,00","0,00",
630,Hasna,CCI Marseille - I 29,9,1741,Import,Fer en barres,Marseille,Italie,"270 475,00",livres,"0,1450000","39218,00","-0,88",
631,Hasna,CCI Marseille - I 29,9,1741,Import,Fer vieux,Marseille,Italie,"15 075,00",livres,"0,0750000","1130,00","-0,63",
632,Hasna,CCI Marseille - I 29,9,1741,Import,Fusils,Marseille,Italie,"250,00",livres,"2,7500000","687,00","-0,50",
633,Hasna,CCI Marseille - I 29,9,1741,Import,Fayance,Marseille,Italie,"400,00",livres,"0,5000000","200,00","0,00",
634,Hasna,CCI Marseille - I 29,10,1741,Import,Fourneaux de pierre,Marseille,Italie,"300,00",nombre,"2,5000000","750,00","0,00",
635,Hasna,CCI Marseille - I 29,10,1741,Import,Grenades,Marseille,Italie,"6,00",milliers,"50,0000000","300,00","0,00",
636,Hasna,CCI Marseille - I 29,10,1741,Import,Graisse de boucherie,Marseille,Italie,"5 625,00",livres,"0,3000000","1680,00","-7,50",erreur de calcul
637,Hasna,CCI Marseille - I 29,10,1741,Import,Graine de ris,Marseille,Italie,"39 500,00",livres,"0,1000000","3950,00","0,00",
638,Hasna,CCI Marseille - I 29,10,1741,Import,Graine de jardin,Marseille,Italie,"856,00",livres,"1,2500000","1070,00","0,00",
639,Hasna,CCI Marseille - I 29,10,1741,Import,Graine de choux fleurs ,Marseille,Italie,"9,00",livres,"1,0000000","9,00","0,00",
640,Hasna,CCI Marseille - I 29,10,1741,Import,Graine de chanvre,Marseille,Italie,"10,00",charges,"15,0000000","150,00","0,00",
641,Hasna,CCI Marseille - I 29,10,1741,Import,Graine de chanvre,Marseille,Italie,"179 075,00",livres,"0,0500000","8953,00","-0,75",
642,Hasna,CCI Marseille - I 29,10,1741,Import,Graine de verre a soye,Marseille,Italie,"500,00",livres,"3,0000000","1500,00","0,00",
643,Hasna,CCI Marseille - I 29,10,1741,Import,Gaudes,Marseille,Italie,"2 600,00",livres,"0,0400000","104,00","0,00",
644,Hasna,CCI Marseille - I 29,10,1741,Import,Garence,Marseille,Italie,"122 100,00",livres,"0,4000000","48840,00","0,00",
645,Hasna,CCI Marseille - I 29,10,1741,Import,Grabeau de sené,Marseille,Italie,"2 666,00",livres,"0,4000000","1066,00","-0,40",
646,Hasna,CCI Marseille - I 29,10,1741,Import,Grabeau de mirrhe,Marseille,Italie,"2 500,00",livres,"0,3600000","900,00","0,00",
647,Hasna,CCI Marseille - I 29,10,1741,Import,Gales legeres,Marseille,Italie,"5 384,00",livres,"0,2000000","1076,00","-0,80",
648,Hasna,CCI Marseille - I 29,10,1741,Import,Gomme copal,Marseille,Italie,"1 500,00",livres,"1,5000000","2250,00","0,00",
649,Hasna,CCI Marseille - I 29,10,1741,Import,Gomme elemy,Marseille,Italie,"1 525,00",livres,"2,0000000","3050,00","0,00",
650,Hasna,CCI Marseille - I 29,10,1741,Import,Gomme laque,Marseille,Italie,"1 050,00",livres,"1,5000000","1575,00","0,00",
651,Hasna,CCI Marseille - I 29,10,1741,Import,Gomme gutte,Marseille,Italie,"925,00",livres,"4,0000000","3700,00","0,00",
652,Hasna,CCI Marseille - I 29,10,1741,Import,Gomme commune,Marseille,Italie,"1 200,00",livres,"0,3000000","360,00","0,00",
653,Hasna,CCI Marseille - I 29,10,1741,Import,Gans d'etame,Marseille,Italie,"72,00",paires,"0,7500000","54,00","0,00",
654,Hasna,CCI Marseille - I 29,10,1741,Import,Gans de coton,Marseille,Italie,"26,00",douzaines,"18,0000000","468,00","0,00",
655,Hasna,CCI Marseille - I 29,10,1741,Import,Gans de coton,Marseille,Italie,"200,00",livres,"8,0000000","1600,00","0,00",
656,Hasna,CCI Marseille - I 29,10,1741,Import,Gans de fil,Marseille,Italie,"120,00",paires,"2,0000000","240,00","0,00",
657,Hasna,CCI Marseille - I 29,10,1741,Import,Gans de chanvres,Marseille,Italie,"72,00",paires,"0,7500000","54,00","0,00",
658,Hasna,CCI Marseille - I 29,10,1741,Import,Gans de chanvres,Marseille,Italie,"300,00",livres,"12,0000000","3600,00","0,00",
659,Hasna,CCI Marseille - I 29,10,1741,Import,Garde robbe,Marseille,Italie,"1,00",nombre,"60,0000000","60,00","0,00",1 garde robbe estimée à 60 livres; en valeur
660,Hasna,CCI Marseille - I 29,10,1741,Import,Harans sors,Marseille,Italie,"30,00",barrils,"26,0000000","780,00","0,00",
661,Hasna,CCI Marseille - I 29,10,1741,Import,Huile d'olive,Marseille,Italie,"3 876,00",charges,"110,0000000","426360,00","0,00",
662,Hasna,CCI Marseille - I 29,10,1741,Import,Huile d'olive,Marseille,Italie,"64 977,00",Milleroles,"50,0000000","3248850,00","0,00",
663,Hasna,CCI Marseille - I 29,10,1741,Import,Huile d'olive,Marseille,Italie,"175 704,00",livres,"0,3000000","47311,00","-5 400,20",erreur de calcul
664,Hasna,CCI Marseille - I 29,10,1741,Import,Huile d'amande,Marseille,Italie,"1 800,00",livres,"0,6000000","1080,00","0,00",
665,Hasna,CCI Marseille - I 29,10,1741,Import,Huile de lin,Marseille,Italie,"55 467,00",livres,"0,2500000","13866,00","-0,75",
666,Hasna,CCI Marseille - I 29,10,1741,Import,Herbe d'orseille,Marseille,Italie,"1 200,00",livres,"0,7500000","900,00","0,00",
667,Hasna,CCI Marseille - I 29,10,1741,Import,Jambons,Marseille,Italie,"7 908,00",livres,"0,5000000","3954,00","0,00",
668,Hasna,CCI Marseille - I 29,10,1741,Import,Jus de citron,Marseille,Italie,"112 975,00",livres,"0,0600000","6778,00","-0,50",
669,Hasna,CCI Marseille - I 29,10,1741,Import,Jus de reglisse,Marseille,Italie,"173 434,00",livres,"0,7500000","130075,00","-0,50",
670,Hasna,CCI Marseille - I 29,10,1741,Import,Iris,Marseille,Italie,"81 900,00",livres,"0,2500000","20475,00","0,00",
671,Hasna,CCI Marseille - I 29,10,1741,Import,Jalap,Marseille,Italie,"28 910,00",livres,"2,5000000","72275,00","0,00",
672,Hasna,CCI Marseille - I 29,10,1741,Import,Indigo,Marseille,Italie,"6 006,00",livres,"4,5000000","27027,00","0,00",
673,Hasna,CCI Marseille - I 29,10,1741,Import,Jus de limon,Marseille,Italie,"62 400,00",livres,"0,0600000","3744,00","0,00",
674,Hasna,CCI Marseille - I 29,10,1741,Import,Joncs,Marseille,Italie,"106,00",douzaines,"60,0000000","6360,00","0,00",
675,Hasna,CCI Marseille - I 29,10,1741,Import,Lard,Marseille,Italie,"34 500,00",livres,"0,3000000","10350,00","0,00",
676,Hasna,CCI Marseille - I 29,10,1741,Import,Legumes,Marseille,Italie,"946 425,00",livres,"0,0750000","70981,00","-0,88",
677,Hasna,CCI Marseille - I 29,10,1741,Import,Limons,Marseille,Italie,"17 000,00",milliers,"0,0150000","255,00","0,00",17 milliers soit 17 000 
678,Hasna,CCI Marseille - I 29,10,1741,Import,Liqueurs a boire,Marseille,Italie,"24,00",canavettes,"6,0000000","144,00","0,00",
679,Hasna,CCI Marseille - I 29,10,1741,Import,Liqueurs a boire,Marseille,Italie,"40 420,00",livres,"0,7500000","30315,00","0,00",
680,Hasna,CCI Marseille - I 29,10,1741,Import,Laine surge,Marseille,Italie,"125 925,00",livres,"0,3500000","44073,00","-0,75",
681,Hasna,CCI Marseille - I 29,10,1741,Import,Laine de chevron,Marseille,Italie,"650,00",livres,"1,5000000","975,00","0,00",
682,Hasna,CCI Marseille - I 29,10,1741,Import,Laine lavée,Marseille,Italie,"32 720,00",livres,"1,1000000","35992,00","0,00",
683,Hasna,CCI Marseille - I 29,10,1741,Import,Lin peigné,Marseille,Italie,"544,00",livres,"1,0000000","544,00","0,00",
684,Hasna,CCI Marseille - I 29,10,1741,Import,Lin cru,Marseille,Italie,"4 346,00",livres,"0,5000000","2173,00","0,00",erreur de calcul
685,Hasna,CCI Marseille - I 29,10,1741,Import,Librairie,Marseille,Italie,"30 955,00",livres,"2,0000000","61910,00","0,00",
686,Hasna,CCI Marseille - I 29,10,1741,Import,Laque platte,Marseille,Italie,"1 895,00",livres,"3,0000000","5685,00","0,00",
687,Hasna,CCI Marseille - I 29,10,1741,Import,Lustre de venise,Marseille,Italie,"38 750,00",livres,"1,5000000","58125,00","0,00",
688,Hasna,CCI Marseille - I 29,10,1741,Import,Laton,Marseille,Italie,"9 119,00",livres,"1,4000000","12886,00","119,40",erreur de calcul
689,Hasna,CCI Marseille - I 29,10,1741,Import,Liege en planche,Marseille,Italie,"15 171,00",livres,"0,1250000","1896,00","-0,38",
690,Hasna,CCI Marseille - I 29,10,1741,Import,Morüe seche,Marseille,Italie,"209,00",livres,"0,2000000","41,00","-0,80",
691,Hasna,CCI Marseille - I 29,10,1741,Import,Miel,Marseille,Italie,"1 850,00",livres,"0,1200000","222,00","0,00",
692,Hasna,CCI Marseille - I 29,10,1741,Import,Maquet,Marseille,Italie,"16,00",barrils,"0,7500000","12,00","0,00",
693,Hasna,CCI Marseille - I 29,10,1741,Import,Mane ,Marseille,Italie,"146 350,00",livres,"1,2500000","182937,00","-0,50",
694,Hasna,CCI Marseille - I 29,10,1741,Import,Mousselines,Marseille,Italie,"100,00",pieces,"75,0000000","7500,00","0,00",
695,Hasna,CCI Marseille - I 29,10,1741,Import,Mouchoirs de soye,Marseille,Italie,"483,00",douzaines,"24,0000000","11592,00","0,00",
696,Hasna,CCI Marseille - I 29,10,1741,Import,Mouchoirs de gase,Marseille,Italie,"114,00",pieces,"60,0000000","6840,00","0,00",
697,Hasna,CCI Marseille - I 29,10,1741,Import,Mouchoirs de gase,Marseille,Italie,"11,00",douzaines,"12,0000000","132,00","0,00",
698,Hasna,CCI Marseille - I 29,10,1741,Import,Mouchoirs de gase,Marseille,Italie,"200,00",livres,"30,0000000","6000,00","0,00",
699,Hasna,CCI Marseille - I 29,10,1741,Import,Mouchoirs de coton,Marseille,Italie,"1 486,00",pieces,"7,0000000","10402,00","0,00",
700,Hasna,CCI Marseille - I 29,10,1741,Import,Mouchoirs de coton,Marseille,Italie,"100,00",douzaines,"4,5000000","450,00","0,00",
701,Hasna,CCI Marseille - I 29,10,1741,Import,Masques de Venise,Marseille,Italie,"17,00",douzaines,"18,0000000","306,00","0,00",
702,Hasna,CCI Marseille - I 29,10,1741,Import,Meches souffrées,Marseille,Italie,"34,00",livres,"0,2500000","8,00","-0,50",
703,Hasna,CCI Marseille - I 29,10,1741,Import,Mercerie,Marseille,Italie,"12 447,00",livres,"3,0000000","37341,00","0,00",
704,Hasna,CCI Marseille - I 29,10,1741,Import,Meubles vieux,Marseille,Italie,"1,00",valeur,"50,0000000","50,00","0,00",en valeur
705,Hasna,CCI Marseille - I 29,10,1741,Import,Marbre ouvré,Marseille,Italie,"205 000,00",livres,"1,0000000","205000,00","0,00",
706,Hasna,CCI Marseille - I 29,10,1741,Import,Marbre brut,Marseille,Italie,"458,00",pierres,"12,0000000","5496,00","0,00",
707,Hasna,CCI Marseille - I 29,10,1741,Import,Marbre brut,Marseille,Italie,"891 500,00",livres,"0,0275000","14511,00","-10 005,25",erreur de calcul
708,Hasna,CCI Marseille - I 29,10,1741,Import,Mortiers de marbre,Marseille,Italie,"1 920,00",livres,"1,5000000","2880,00","0,00",
709,Hasna,CCI Marseille - I 29,10,1741,Import,Mortiers de pierre,Marseille,Italie,"52,00",livres,"0,7500000","39,00","0,00",
710,Hasna,CCI Marseille - I 29,10,1741,Import,Noix,Marseille,Italie,"34,00",charges,"12,0000000","408,00","0,00",
711,Hasna,CCI Marseille - I 29,10,1741,Import,Noisettes,Marseille,Italie,"425 475,00",livres,"0,1000000","42547,00","-0,50",
712,Hasna,CCI Marseille - I 29,10,1741,Import,Nefles,Marseille,Italie,"6 100,00",livres,"0,0600000","366,00","0,00",
713,Hasna,CCI Marseille - I 29,10,1741,Import,Noir de fumée,Marseille,Italie,"3 000,00",livres,"0,4000000","1200,00","0,00",
714,Hasna,CCI Marseille - I 29,11,1741,Import,Noix de pipes,Marseille,Italie,"3,00",milliers,"25,0000000","75,00","0,00",
715,Hasna,CCI Marseille - I 29,11,1741,Import,Oranges,Marseille,Italie,"426 600,00",nombre,"0,0400000","17064,00","0,00",
716,Hasna,CCI Marseille - I 29,11,1741,Import,Olives,Marseille,Italie,"730,00",livres,"0,1500000","109,00","-0,50",
717,Hasna,CCI Marseille - I 29,11,1741,Import,Oignons,Marseille,Italie,"6,00",charges,"5,0000000","30,00","0,00",
718,Hasna,CCI Marseille - I 29,11,1741,Import,Oignons a fleur,Marseille,Italie,"550,00",livres,"0,2500000","137,00","-0,50",
719,Hasna,CCI Marseille - I 29,11,1741,Import,Orseille,Marseille,Italie,"15 150,00",livres,"0,4000000","6060,00","0,00",
720,Hasna,CCI Marseille - I 29,11,1741,Import,Ouvrages d'argent fil et soye,Marseille,Italie,"3,25",livres,"50,0000000","162,00","-0,50",3 livres et 4 onces à 50 livres unité
721,Hasna,CCI Marseille - I 29,11,1741,Import,Orphevrerie,Marseille,Italie,"1,00",en valeur,"7 500,0000000","7500,00","0,00",1 orphevrerie en valeur de 7500 livres
722,Hasna,CCI Marseille - I 29,11,1741,Import,Onglons de bœuf,Marseille,Italie,"5 000,00",livres,"0,1000000","500,00","0,00",
723,Hasna,CCI Marseille - I 29,11,1741,Import,Poisson salé,Marseille,Italie,"2,00",barrils,"6,0000000","12,00","0,00",
724,Hasna,CCI Marseille - I 29,11,1741,Import,Poisson salé,Marseille,Italie,"669,00",livres,"0,2000000","133,00","-0,80",
725,Hasna,CCI Marseille - I 29,11,1741,Import,Pommes,Marseille,Italie,"183 375,00",livres,"0,0300000","5501,00","-0,25",
726,Hasna,CCI Marseille - I 29,11,1741,Import,Pistaches,Marseille,Italie,"22 874,00",livres,"1,5000000","34311,00","0,00",
727,Hasna,CCI Marseille - I 29,11,1741,Import,Poivre,Marseille,Italie,"83 169,00",livres,"1,2000000","99802,00","-0,80",
728,Hasna,CCI Marseille - I 29,11,1741,Import,Poivre geroflée,Marseille,Italie,"8 041,00",livres,"0,8000000","6432,00","-0,80",
729,Hasna,CCI Marseille - I 29,11,1741,Import,Pate d'amande,Marseille,Italie,"13 014,00",livres,"0,4000000","5205,00","-0,60",
730,Hasna,CCI Marseille - I 29,11,1741,Import,Pommade,Marseille,Italie,"1 535,00",livres,"1,0000000","1535,00","0,00",
731,Hasna,CCI Marseille - I 29,11,1741,Import,Pomme de terre,Marseille,Italie,"9 300,00",livres,"0,0500000","465,00","0,00",
732,Hasna,CCI Marseille - I 29,11,1741,Import,Plumes a ecrire,Marseille,Italie,"6 140,00",livres,"10,0000000","61400,00","0,00",
733,Hasna,CCI Marseille - I 29,11,1741,Import,Plumes d'autruche bruttes,Marseille,Italie,"1 685,00",livres,"3,0000000","5055,00","0,00",
734,Hasna,CCI Marseille - I 29,11,1741,Import,Papiers grossiers,Marseille,Italie,"6 907,00",rames,"1,5000000","10360,00","-0,50",
735,Hasna,CCI Marseille - I 29,11,1741,Import,Papiers grossiers,Marseille,Italie,"1 470,00",livres,"0,2500000","367,00","-0,50",
736,Hasna,CCI Marseille - I 29,11,1741,Import,Poil de chevre,Marseille,Italie,"457,00",livres,"3,0000000","1371,00","0,00",
737,Hasna,CCI Marseille - I 29,11,1741,Import,Peaux de renard,Marseille,Italie,"1 277,00",livres,"1,0000000","1277,00","0,00",
738,Hasna,CCI Marseille - I 29,11,1741,Import,Peaux de tigre,Marseille,Italie,"317,00",nombre,"25,0000000","7925,00","0,00",
739,Hasna,CCI Marseille - I 29,11,1741,Import,Peaux de chien de mer,Marseille,Italie,"56,00",livres,"0,5000000","28,00","0,00",
740,Hasna,CCI Marseille - I 29,11,1741,Import,Peaux de chagrin,Marseille,Italie,"600,00",livres,"1,2500000","750,00","0,00",
741,Hasna,CCI Marseille - I 29,11,1741,Import,Peaux de cerf,Marseille,Italie,"154,00",En nombre,"4,0000000","616,00","0,00",
742,Hasna,CCI Marseille - I 29,11,1741,Import,Peaux de cerf,Marseille,Italie,"115,00",livres,"1,4000000","161,00","0,00",
743,Hasna,CCI Marseille - I 29,11,1741,Import,Peaux de lievre,Marseille,Italie,"3 511,00",livres,"3,0000000","10533,00","0,00",
744,Hasna,CCI Marseille - I 29,11,1741,Import,Peaux de lapins,Marseille,Italie,"400,00",livres,"2,5000000","1000,00","0,00",
745,Hasna,CCI Marseille - I 29,11,1741,Import,Peaux de marroquin,Marseille,Italie,"1 290,00",livres,"1,5000000","1935,00","0,00",
746,Hasna,CCI Marseille - I 29,11,1741,Import,Peaux de chamois,Marseille,Italie,"300,00",livres,"1,2500000","375,00","0,00",
747,Hasna,CCI Marseille - I 29,11,1741,Import,Peaux de chevre en poil,Marseille,Italie,"3 687,00",livres,"0,4000000","1474,00","-0,80",
748,Hasna,CCI Marseille - I 29,11,1741,Import,Peaux de bouc en poil,Marseille,Italie,"626,00",En nombre,"1,0000000","626,00","0,00",
749,Hasna,CCI Marseille - I 29,11,1741,Import,Peaux d'agneaux en laine,Marseille,Italie,"3 680,00",livres,"0,6000000","2208,00","0,00",
750,Hasna,CCI Marseille - I 29,11,1741,Import,Peaux de mouton crües,Marseille,Italie,"170,00",En nombre,"0,9000000","153,00","0,00",
751,Hasna,CCI Marseille - I 29,11,1741,Import,Peaux de mouton crües,Marseille,Italie,"6 846,00",livres,"0,6000000","4107,00","-0,60",
752,Hasna,CCI Marseille - I 29,11,1741,Import,Peaux de veaux tanées,Marseille,Italie,"400,00",livres,"1,2500000","500,00","0,00",
753,Hasna,CCI Marseille - I 29,11,1741,Import,Peaux de veaux en poil,Marseille,Italie,"1 365,00",livres,"0,5000000","682,00","-0,50",
754,Hasna,CCI Marseille - I 29,11,1741,Import,Peignes de corne,Marseille,Italie,"20,00",livres,"3,0000000","60,00","0,00",
755,Hasna,CCI Marseille - I 29,11,1741,Import,Peignes de buys,Marseille,Italie,"564,00",douzaines,"0,5000000","282,00","0,00",
756,Hasna,CCI Marseille - I 29,11,1741,Import,Parasols,Marseille,Italie,"43,00",En nombre,"3,0000000","129,00","0,00",
757,Hasna,CCI Marseille - I 29,11,1741,Import,Parapluye,Marseille,Italie,"345,50",douzaines,"36,0000000","12438,00","0,00",
758,Hasna,CCI Marseille - I 29,11,1741,Import,Palmes en feuille,Marseille,Italie,"5 000,00",livres,"0,0600000","300,00","0,00",
759,Hasna,CCI Marseille - I 29,11,1741,Import,Plomb en saumon,Marseille,Italie,"42,00",saumons,"15,0000000","630,00","0,00",
760,Hasna,CCI Marseille - I 29,11,1741,Import,Plomb en saumon,Marseille,Italie,"1 735 950,00",livres,"0,2000000","347190,00","0,00",
761,Hasna,CCI Marseille - I 29,11,1741,Import,Porcelaine,Marseille,Italie,"600,00",livres,"5,0000000","3000,00","0,00",
