numrodeligne,dataentryby,source,sourcepath,sourcetype,sheet,year,exportsimports,marchandises,direction,pays,quantit,quantity_unit,prix_unitaire,value,problème,remarks
745,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,13,1742,Import,Sardines salées,Marseille,Italie,"7 550,00",livres,"0,2500000","1887,00","-0,50",
746,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,13,1742,Import,Saucissons,Marseille,Italie,"11 609,00",livres,"0,8000000","9287,00","-0,20",
747,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,13,1742,Import,Sirop de capilaire,Marseille,Italie,"2,00",livres,"1,0000000","2,00","0,00",
748,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,13,1742,Import,Saumure,Marseille,Italie,"17,00",barrils,"10,0000000","170,00","0,00",
749,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,13,1742,Import,Saumure,Marseille,Italie,"4 100,00",livres,"0,0500000","205,00","0,00",
750,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,13,1742,Import,Son,Marseille,Italie,"5 500,00",livres,"0,5000000","2750,00","0,00",
751,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,13,1742,Import,Sené,Marseille,Italie,"2 000,00",livres,"1,2500000","2500,00","0,00",
752,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,13,1742,Import,Salsepareille,Marseille,Italie,"3 450,00",livres,"2,0000000","6900,00","0,00",
753,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,13,1742,Import,Sumac,Marseille,Italie,"75 100,00",livres,"0,2000000","15020,00","0,00",
754,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,13,1742,Import,Salicor,Marseille,Italie,"234 200,00",livres,"0,0700000","16394,00","0,00",
755,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,13,1742,Import,Sivadille,Marseille,Italie,"150,00",livres,"0,5000000","75,00","0,00",
756,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,13,1742,Import,Saffranum,Marseille,Italie,"2 040,00",livres,"0,6000000","1224,00","0,00",
757,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,13,1742,Import,Saigne ,Marseille,Italie,"4 000,00",livres,"0,0500000","200,00","0,00",très difficile à lire. L'orthographe est probablement fautive.
758,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,13,1742,Import,Souffre,Marseille,Italie,"2 264 450,00",livres,"0,1200000","271734,00","0,00",
759,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,13,1742,Import,Suif,Marseille,Italie,"25 860,00",livres,"0,4000000","10344,00","0,00",
760,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,13,1742,Import,Savonettes,Marseille,Italie,"400,00",livres,"0,3000000","120,00","0,00",
761,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,13,1742,Import,Savon ,Marseille,Italie,"1 750,00",livres,"0,2400000","420,00","0,00",
762,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,13,1742,Import,Soye crüe,Marseille,Italie,"177 143,00",livres,"12,0000000","2125716,00","0,00",
763,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,13,1742,Import,Scies,Marseille,Italie,"36,00",douzaines,"25,0000000","900,00","0,00",
764,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,13,1742,Import,Soude,Marseille,Italie,"116 950,00",livres,"0,0800000","9356,00","0,00",
765,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,13,1742,Import,Ton mariné,Marseille,Italie,"3 349,00",livres,"0,9000000","3014,00","-0,10",
766,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,13,1742,Import,Tonnine,Marseille,Italie,"1 156,00",livres,"0,7500000","867,00","0,00",
767,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,14,1742,Import,Thé,Marseille,Italie,"150,00",livres,"5,0000000","750,00","0,00",
768,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,14,1742,Import,Theriaque,Marseille,Italie,"1 783,00",livres,"12,0000000","21396,00","0,00",
769,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,14,1742,Import,Terebantine de Venise,Marseille,Italie,"4 032,00",livres,"0,5000000","2016,00","0,00",
770,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,14,1742,Import,Terramenta,Marseille,Italie,"1 000,00",livres,"0,5000000","500,00","0,00",
771,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,14,1742,Import,Tamarin,Marseille,Italie,"120,00",livres,"0,3500000","42,00","0,00",
772,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,14,1742,Import,Tabac en poudre,Marseille,Italie,"212,00",livres,"2,0000000","422,00","-2,00",
773,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,14,1742,Import,Tabac en feuille,Marseille,Italie,"581,00",livres,"0,2000000","116,00","-0,20",
774,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,14,1742,Import,Tartre,Marseille,Italie,"82 325,00",livres,"0,2400000","19758,00","0,00",
775,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,14,1742,Import,Tableaux communs,Marseille,Italie,"1 332,00",en nombre,"7,0000000","9324,00","0,00",111 douzaines à 7 livres la pièces
776,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,14,1742,Import,Tableaux communs,Marseille,Italie,,,,"8480,00",,
777,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,14,1742,Import,Toille blanche,Marseille,Italie,"5,00",pieces,"80,0000000","400,00","0,00",
778,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,14,1742,Import,Toille blanche,Marseille,Italie,"46 918,00",livres,"3,0000000","140754,00","0,00",
779,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,14,1742,Import,Toille a serviettes,Marseille,Italie,"2 250,00",livres,"1,0000000","2250,00","0,00",
780,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,14,1742,Import,Toille de guinée,Marseille,Italie,"30,00",pieces,"36,0000000","1080,00","0,00",
781,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,14,1742,Import,Toille de montagne,Marseille,Italie,"170,00",pieces,"12,0000000","2040,00","0,00",
782,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,14,1742,Import,Toille de piemont,Marseille,Italie,"1 611,00",pieces,"30,0000000","48330,00","0,00",
783,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,14,1742,Import,Toille de piemont,Marseille,Italie,"7 200,00",livres,"1,0000000","7200,00","0,00",
784,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,14,1742,Import,Toille d'alemagne,Marseille,Italie,"431,00",livres,"6,0000000","2586,00","0,00",
785,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,14,1742,Import,Toille de suisse,Marseille,Italie,"1 200,00",livres,"6,0000000","7200,00","0,00",
786,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,14,1742,Import,Toille vernante,Marseille,Italie,"2,00",pieces,"25,0000000","50,00","0,00",
787,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,14,1742,Import,Toille a voille,Marseille,Italie,"34,00",pieces,"25,0000000","850,00","0,00",
788,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,14,1742,Import,Toille d'embalage,Marseille,Italie,"19 591,00",livres,"0,7500000","14693,00","-0,25",
789,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,14,1742,Import,Toille de crin,Marseille,Italie,"4 265,00",livres,"3,0000000","12795,00","0,00",
790,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,14,1742,Import,Tamis,Marseille,Italie,,,,"3,00",,
791,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,14,1742,Import,Tabatieres de bois d'olivier,Marseille,Italie,"250,00",livres,"10,0000000","2500,00","0,00",
792,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,14,1742,Import,Terre d'ombre,Marseille,Italie,"7 800,00",livres,"0,0500000","390,00","0,00",
793,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,14,1742,Import,Terraille de gray,Marseille,Italie,"300,00",livres,"0,2000000","60,00","0,00",
794,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,14,1742,Import,Terre de porcelaine,Marseille,Italie,"1 420 000,00",livres,"0,0300000","42600,00","0,00",
795,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,14,1742,Import,Terre de fayance,Marseille,Italie,"200 725,00",livres,"0,0400000","8029,00","0,00",
796,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,14,1742,Import,Terraille noire,Marseille,Italie,"267 225,00",livres,"0,0400000","10689,00","0,00",
797,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,14,1742,Import,Table de marbre,Marseille,Italie,"104,00",en nombre,"20,0000000","2080,00","0,00",
798,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,14,1742,Import,Table de marbre,Marseille,Italie,"1 000,00",livres,"0,5000000","500,00","0,00",
799,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,14,1742,Import,Vin d'Espagne,Marseille,Italie,"86,00",Milleroles,"45,0000000","3870,00","0,00",
800,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,14,1742,Import,Vin tinto,Marseille,Italie,"57,00",Milleroles,"70,0000000","3990,00","0,00",
801,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,14,1742,Import,Vin muscat,Marseille,Italie,"314,00",Milleroles,"35,0000000","10990,00","0,00",
802,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,14,1742,Import,Vin muscat,Marseille,Italie,"1,00",canavette,"8,0000000","8,00","0,00",
803,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,14,1742,Import,Vin de Bourgogne,Marseille,Italie,"7,00",Milleroles,"100,0000000","700,00","0,00",
804,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,14,1742,Import,Vin blanc,Marseille,Italie,"29,00",Milleroles,"50,0000000","1450,00","0,00",
805,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,14,1742,Import,Vin rouge,Marseille,Italie,"22,00",Milleroles,"7,0000000","154,00","0,00",
806,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,14,1742,Import,Vinaigre,Marseille,Italie,"18,00",Milleroles,"6,0000000","108,00","0,00",
807,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,14,1742,Import,Vermichel,Marseille,Italie,"265 684,00",livres,"0,2000000","53136,00","-0,80",
808,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,14,1742,Import,Vacquette,Marseille,Italie,"5 500,00",livres,"0,3000000","1650,00","0,00",
809,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,14,1742,Import,Velours,Marseille,Italie,"830,00",pieces,"280,0000000","232400,00","0,00",
810,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,14,1742,Import,Verrunes,Marseille,Italie,"42,00",douzaines,"2,0000000","84,00","0,00",
811,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,14,1742,Import,Verres de cristal,Marseille,Italie,"1 650,00",livres,"2,0000000","3300,00","0,00",
812,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,14,1742,Import,Veste brodée,Marseille,Italie,"1,00",livres,"60,0000000","60,00","0,00",
813,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,14,1742,Import,Amandes,Marseille,Levant,"101 336,00",livres,"0,2000000","20267,00","-0,20",
814,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,14,1742,Import,Assafetida,Marseille,Levant,"108,00",livres,"1,5000000","162,00","0,00",
815,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,14,1742,Import,Aloes epatique,Marseille,Levant,"885,00",livres,"1,0000000","885,00","0,00",
816,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,14,1742,Import,Argent en barres,Marseille,Levant,"155,00",marcs,"54,0000000","8370,00","0,00",
817,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,14,1742,Import,Argent en barres,Marseille,Levant,"1 049,00",drugnes,"0,7500000","786,00","-0,75","Pb avec l'unité de mesure qui est inconnue, probablement une unité du Levant traduite."
818,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,14,1742,Import,Ajamis,Marseille,Levant,"50 104,00",pieces,"6,0000000","300624,00","0,00",
819,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,14,1742,Import,Alazar,Marseille,Levant,"4 227,00",pieces,"3,0000000","12681,00","0,00",
820,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,14,1742,Import,Alazar,Marseille,Levant,"2 290,00",livres,"1,0000000","2290,00","0,00",
821,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,14,1742,Import,Bled froment ,Marseille,Levant,"50 451,00",charges,"18,0000000","908118,00","0,00",
822,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,14,1742,Import,Baume de copahu,Marseille,Levant,"100,00",livres,"5,0000000","500,00","0,00",
823,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,14,1742,Import,Blanc de balaine,Marseille,Levant,"50,00",livres,"1,7500000","87,00","-0,50",
824,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,14,1742,Import,Bray,Marseille,Levant,"72 000,00",livres,"0,0900000","6480,00","0,00",
825,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,14,1742,Import,Boucassin,Marseille,Levant,"426,00",pieces,"3,0000000","1278,00","0,00",
826,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,14,1742,Import,Bours de soye,Marseille,Levant,"1 540,00",pieces,"36,0000000","55440,00","0,00",
827,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,14,1742,Import,Bours fil et coton,Marseille,Levant,"12 264,00",pieces,"18,0000000","220752,00","0,00",
828,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,14,1742,Import,Bernus,Marseille,Levant,"25,00",pieces,"6,0000000","150,00","0,00",
829,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,14,1742,Import,Batanonis,Marseille,Levant,"58 186,00",pieces,"2,5000000","145465,00","0,00",
830,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,14,1742,Import,Batanonis,Marseille,Levant,"14 822,00",livres,"0,2000000","2964,00","-0,40",
831,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,14,1742,Import,Bas et bonnets de coton,Marseille,Levant,"650,00",livres,"6,0000000","3900,00","0,00",
832,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,14,1742,Import,Babouches,Marseille,Levant,"270,00",paires,"2,0000000","540,00","0,00",
833,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,14,1742,Import,Basannes tanées,Marseille,Levant,"8 500,00",livres,"1,0000000","8500,00","0,00",
834,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,14,1742,Import,Bois de Bresil,Marseille,Levant,"28 000,00",livres,"0,2500000","7000,00","0,00",
835,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,14,1742,Import,Bois de buys,Marseille,Levant,"11 550,00",livres,"0,1500000","1732,00","-0,50",
836,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,14,1742,Import,Bourdes,Marseille,Levant,"2 500,00",livres,"0,0600000","150,00","0,00",
837,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,14,1742,Import,Caffé de Levant,Marseille,Levant,"557 722,00",livres,"1,3500000","752924,00","-0,70",
838,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,14,1742,Import,Cacao,Marseille,Levant,"250,00",livres,"1,3000000","325,00","0,00",
839,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,14,1742,Import,Cantarides,Marseille,Levant,"871,00",livres,"4,0000000","3484,00","0,00",
840,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,14,1742,Import,Coque de Levant,Marseille,Levant,"28 344,00",livres,"1,0000000","28344,00","0,00",
841,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,14,1742,Import,Cire d'Espagne,Marseille,Levant,"200,00",livres,"4,0000000","800,00","0,00",
842,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,14,1742,Import,Cire jaune,Marseille,Levant,"611 318,00",livres,"1,1500000","703015,00","-0,70",
843,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,14,1742,Import,Capots,Marseille,Levant,"1 351,00",pieces,"4,0000000","5404,00","0,00",
844,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,14,1742,Import,Capots,Marseille,Levant,"1 821,00",douzaines,"48,0000000","87408,00","0,00",
845,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,14,1742,Import,Couvertures d'indienne,Marseille,Levant,"24,00",pieces,"10,0000000","240,00","0,00",
846,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,14,1742,Import,Couvertures de laine,Marseille,Levant,"216,00",en nombre,"12,0000000","2592,00","0,00",18 douzaines à 12 livres la pièce
847,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,14,1742,Import,Couvertures de coton,Marseille,Levant,"400,00",en nombre,"8,0000000","3200,00","0,00",
848,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,14,1742,Import,Crin de cheval,Marseille,Levant,"21 071,00",livres,"0,6000000","12642,00","-0,60",
849,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,14,1742,Import,Coton filé,Marseille,Levant,"1 783 239,00",livres,"0,6000000","1069943,00","-0,40",
850,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,15,1742,Import,Coton en laine,Marseille,Levant,"3 803 525,00",livres,"0,4500000","1711586,00","-0,25",
851,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,15,1742,Import,Cuirs en poil,Marseille,Levant,"55 551,00",livres,"14,0000000","777714,00","0,00",
852,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,15,1742,Import,Cuirs en poil,Marseille,Levant,"57 645,00",livres,"0,4000000","23058,00","0,00",
853,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,15,1742,Import,Courdoans en basane,Marseille,Levant,"122 540,00",livres,"1,5000000","183810,00","0,00",
854,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,15,1742,Import,Corail brut,Marseille,Levant,"3 110,00",livres,"1,5000000","4665,00","0,00",
855,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,15,1742,Import,Caffetieres de cuivre,Marseille,Levant,"1 499,00",en nombre,"3,0000000","4497,00","0,00",
856,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,15,1742,Import,Cuivre tangoul,Marseille,Levant,"190 780,00",livres,"0,9000000","171702,00","0,00",
857,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,15,1742,Import,Cuivre vieux,Marseille,Levant,"450,00",livres,"0,8000000","360,00","0,00",
858,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,15,1742,Import,Cornes de moutons,Marseille,Levant,"2 350,00",paires,"0,0250000","58,00","-0,75",
859,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,15,1742,Import,Cendres,Marseille,Levant,"1 599 825,00",livres,"0,0900000","143984,00","-0,25",
860,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,15,1742,Import,Dattes,Marseille,Levant,"1 225,00",livres,"0,2000000","245,00","0,00",
861,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,15,1742,Import,Drogueries fines,Marseille,Levant,"2 992,00",livres,"3,0000000","8976,00","0,00",
862,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,15,1742,Import,Demittes,Marseille,Levant,"21 075,00",pieces,"3,0000000","63225,00","0,00",
863,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,15,1742,Import,Eau de fleur d'orange,Marseille,Levant,"250,00",livres,"0,5000000","125,00","0,00",
