numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,value,quantit,quantity_unit,prix_unitaire,remarks,Droits totaux indiqués,Droits unitaires,unité pour les droits,quantité pour les droits,remarks pour les droits
4700,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,2,Caffé des Isles,Flandre,710655,1421310,Livres,"0,5",,,,,,
4701,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,2,Eau de vie,Flandre,80250,535,Barriques,150,,,,,,
4702,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,2,Indigo,Flandre,155175,20690,Livres,"7,5",,,,,,
4703,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,2,Pruneaux,Flandre,"4148,95",63830,Livres,"0,065",,,,,,
4704,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,2,Sucre ; blanc,Flandre,858467,1716934,Livres,"0,5",,,,,,
4705,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,2,Sucre ; brut,Flandre,"9862,5",32875,Livres,"0,3",,,,,,
4706,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,2,Vin ; de haut,Flandre,"45312,5","181,25",Tonneaux,250,,,,,,
4707,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,2,Vin ; de ville,Flandre,236700,"789,5",Tonneaux,300,-150,,,,,
4708,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,2,Vinaigre,Flandre,1500,10,Tonneaux,150,,,,,,
4709,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,2,Caffé des Isles,Geneve,"10527,5",21055,Livres,"0,5",,,,,,
4710,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,2,Indigo,Geneve,94575,12610,Livres,"7,5",,,,,,
4711,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,2,Sucre ; blanc,Geneve,15984,31968,Livres,"0,5",,,,,,
4712,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,2,Sucre ; en pain,Geneve,17340,23120,Livres,"0,75",,,,,,
4713,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,2,Cacao,Hollande,"2490,3",5534,Livres,"0,45",,,,,,
4714,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,3,Caffé des Isles,Hollande,2005547,4011094,Livres,"0,5",,,,,,
4715,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,3,Eau de vie,Hollande,194250,1295,Barriques,150,,,,,,
4716,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,3,Indigo,Hollande,"284992,5",37999,Livres,"7,5",,,,,,
4717,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,3,Liqueur,Hollande,168,1,Valeur,168,,,,,,
4718,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,3,Oyes,Hollande,120,8,Quartiers,15,,,,,,
4719,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,3,Pruneaux,Hollande,"67429,1",1037340,Livres,"0,065",2 erreur calcult 6 livres 10 sous le cent,,,,,
4720,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,3,Rocou,Hollande,4995,9990,Livres,"0,5",,,,,,
4721,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,3,Sucre ; blanc,Hollande,12355811,24711622,Livres,"0,5",,,,,,
4722,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,3,Sucre ; brut,Hollande,4014459,13381530,Livres,"0,3",,,,,,
4723,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,3,Vin ; de haut,Hollande,"1676062,5","6704,25",Tonneaux,250,,,,,,
4724,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,3,Vin ; de ville,Hollande,4353150,"14510,5",Tonneaux,300,,,,,,
4725,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,3,Vinaigre,Hollande,33450,223,Tonneaux,150,,,,,,
4726,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,3,Cacao,Italie,"7515,9",16702,Livres,"0,45",,,,,,
4727,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,3,Caffé des Isles,Italie,62895,125790,Livres,"0,5",,,,,,
4728,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,3,Indigo,Italie,"160012,5",21335,Livres,"7,5",,,,,,
4729,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,3,Blanc,Italie,76280,152560,Livres,"0,5","le produit ""sucre"" n'est pas marqué",,,,,
4730,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,3,Brut,Italie,16299,54330,Livres,"0,3",,,,,,
4731,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,3,En pain,Italie,"44261,25",59015,Livres,"0,75",,,,,,
4732,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,3,Cacao,Nord,"8171,1",18158,Livres,"0,45",,,,,,
4733,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,3,Caffé des Isles,Nord,7015985,14031970,Livres,"0,5",,,,,,
4734,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,3,Eau de vie,Nord,241500,1610,Barriques,150,,,,,,
4735,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,3,Etoffe de soye,Nord,12440,311,Livres,40,,,,,,
4736,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,3,Indigo,Nord,"290272,5",38703,Livres,"7,5",,,,,,
4737,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,3,Pruneaux,Nord,"92612,65",1424810,Livres,"0,065",6livres et 10 sous le cent,,,,,
4738,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,3,Rocou,Nord,3125,6250,Livres,"0,5",,,,,,
4739,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,3,Sucre ; blanc,Nord,9037150,18074300,Livres,"0,5",,,,,,
4740,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,3,Sucre ; brut,Nord,5318196,17727320,Livres,"0,3",,,,,,
4741,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,3,Vin ; de haut,Nord,1235125,"4940,5",Tonneaux,250,,,,,,
4742,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,3,Vin ; de ville,Nord,5144025,"17146,75",Tonneaux,300,,,,,,
4743,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,3,Vinaigre,Nord,20625,"137,5",Tonneaux,150,,,,,,
4744,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,3,Bijouterie,Russie,6590,1,Valeur,6590,,,,,,
4745,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,3,Cacao,Russie,"7318,8",16264,Livres,"0,45",,,,,,
4746,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,3,Caffé des Isles,Russie,378909,757818,Livres,"0,5",,,,,,
4747,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,3,Eau de vie,Russie,83550,557,Barriques,150,,,,,,
4748,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,3,Etoffe de soye,Russie,23640,591,Livres,40,,,,,,
4749,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,3,Indigo,Russie,178170,23756,Livres,"7,5",,,,,,
4750,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,3,Modes,Russie,15200,1,Valeur,15200,,,,,,
4751,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,3,Pruneaux,Russie,"10604,1",163140,Livres,"0,065",6 livres et 10 sous le 100,,,,,
4752,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,3,Sucre ; blanc,Russie,69344,138688,Livres,"0,5",,,,,,
4753,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,3,Sucre ; brut,Russie,23322,77740,Livres,"0,3",,,,,,
4754,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,3,Vin ; de haut,Russie,"96312,5","385,25",Tonneaux,250,,,,,,
4755,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,3,Vin ; de ville,Russie,312525,"1041,75",Tonneaux,300,,,,,,
4756,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,3,Vinaigre,Russie,4575,"30,5",Tonneaux,150,,,,,,
4757,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,3,Cacao,Suede,"5137,65",11417,Livres,"0,45",,,,,,
4758,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,3,Caffé des Isles,Suede,3445130,6890260,Livres,"0,5",,,,,,
4759,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,3,Eau de vie,Suede,89850,599,Barriques,150,,,,,,
4760,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,3,Indigo,Suede,"174442,5",23259,Livres,"7,5",,,,,,
4761,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,3,Pruneaux,Suede,"124983,95",1922830,Livres,"0,065",6 livres et 10 sous le cent,,,,,
4762,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,3,Sucre blanc,Suede,512185,1024370,Livres,"0,5",,,,,,
4763,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,4,Sucre brut,Suede,"492877,5",1642925,Livres,"0,3",,,,,,
4764,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,4,Vin ; de haut,Suede,95875,"383,5",Tonneaux,250,,,,,,
4765,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,4,Vin ; de ville,Suede,276300,921,Tonneaux,300,,,,,,
4766,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,4,Vinaigre,Suede,"4237,5","28,25",Tonneaux,150,,,,,,
4767,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,4,Caffé des Isles,Suisse,122120,244240,Livres,"0,5",,,,,,
4768,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,4,Indigo,Suisse,"421417,5",56189,Livres,"7,5",,,,,,
4769,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,4,Sucre ; blanc,Suisse,14310,28620,Livres,"0,5",,,,,,
4770,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,4,Sucre ; en pain,Suisse,"65020,5",86694,Livres,"0,75",,,,,,
4771,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,4,Acier,Isles françaises de l'amerique,"5048,4",14424,Livres,"0,35",,,,,,
4772,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,4,Amidon,Isles françaises de l'amerique,1256,62800,Livres,"0,2",-11304 erreur de calcul manque un zéro au résultat,,,,,
4773,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,4,Anchois,Isles françaises de l'amerique,"2977,5",3970,Flacons,"0,75",,,,,,
4774,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,4,Argenterie,Isles françaises de l'amerique,47156,1,Valeur,47156,,,,,,
4775,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,4,Artichaux confits,Isles françaises de l'amerique,10487,10487,Flacons,1,,,,,,
4776,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,4,Bas ; de fil,Isles françaises de l'amerique,15048,7524,Paires,2,,,,,,
4777,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,4,Bas ; de soye,Isles françaises de l'amerique,52600,526,Douzaines,100,,,,,,
4778,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,4,Bœuf sallé,Isles françaises de l'amerique,20769,59340,Livres,"0,35",,,,,,
4779,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,4,Beurre,Isles françaises de l'amerique,"37518,25",68215,Livres,"0,55",,,,,,
4780,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,4,Bierre,Isles françaises de l'amerique,3600,180,Barriques,20,,,,,,
4781,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,4,Bijouterie,Isles françaises de l'amerique,62440,1,Valeur,62440,,,,,,
4782,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,4,Bougie,Isles françaises de l'amerique,"105302,5",42125,Livres,"2,5",-10,,,,,
4783,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,4,Bourre de bœuf,Isles françaises de l'amerique,2223,22230,Livres,"0,1",,,,,,
4784,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,4,Bray et Gaudron,Isles françaises de l'amerique,"3211,5",32115,Livres,"0,1",,,,,,
4785,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,4,Cercles de bois,Isles françaises de l'amerique,"64752,5",25901,Faix,"2,5",,,,,,
4786,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,4,Chandelles,Isles françaises de l'amerique,"78119,6",120184,Livres,"0,65",,,,,,
4787,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,4,Chapeaux ; assortis,Isles françaises de l'amerique,16200,180,Douzaines,90,,,,,,
4788,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,4,chapeaux ; castors,Isles françaises de l'amerique,10800,72,Douzaines,150,,,,,,
4789,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,4,Chapeaux ; communs,Isles françaises de l'amerique,12636,351,Douzaines,36,,,,,,
4790,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,4,Chemises communes,Isles françaises de l'amerique,85632,892,Douzaines,96,,,,,,
4791,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,4,Coffres de chirurgie,Isles françaises de l'amerique,112500,375,En nombre,300,,,,,,
4792,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,4,Cordages de chanvre,Isles françaises de l'amerique,66876,222920,Livres,"0,3",,,,,,
4793,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,4,Cuivre ouvré,Isles françaises de l'amerique,"16111,5",10741,Livres,"1,5",,,,,,
4794,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,4,Dame Jeannes,Isles françaises de l'amerique,9200,1840,En nombre,5,,,,,,
4795,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,4,Dentelle fine,Isles françaises de l'amerique,14050,1,Valeur,14050,,,,,,
4796,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,4,Dez à joüer,Isles françaises de l'amerique,900,45,Grosses,20,,,,,,
4797,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,4,Eau de vie,Isles françaises de l'amerique,72150,481,Barriques,150,,,,,,
4798,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,4,Eau de vie,Isles françaises de l'amerique,14953,14953,Pots,1,,,,,,
4799,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,4,Etain ouvré,Isles françaises de l'amerique,6141,4094,Livres,"1,5",,,,,,
4800,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,4,Etoffe de soye,Isles françaises de l'amerique,78520,1963,Livres,40,,,,,,
4801,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,4,Etoupes,Isles françaises de l'amerique,"12812,5",128125,Livres,"0,1",,,,,,
4802,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,4,Farine,Isles françaises de l'amerique,1142655,5713275,Livres,"0,2",,,,,,
4803,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,4,Fer ; en barres,Isles françaises de l'amerique,14920,84000,Livres,"0,18",-200 erreur calcul,,,,,
4804,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,4,Fer ; ouvré,Isles françaises de l'amerique,11706,39020,Livres,"0,3",,,,,,
4805,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,4,Fruits à l'eau de vie,Isles françaises de l'amerique,402,268,Flacons,"1,5",,,,,,
4806,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,4,Graisse de porc,Isles françaises de l'amerique,23270,46540,Livres,"0,5",,,,,,
4807,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,4,Jambons,Isles françaises de l'amerique,55605,92675,Livres,"0,6",,,,,,
4808,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,4,Jeux de voile,Isles françaises de l'amerique,386000,386,En nombre,1000,,,,,,
4809,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,4,Lard,Isles françaises de l'amerique,29691,49485,Livres,"0,6",,,,,,
4810,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,4,Legumes,Isles françaises de l'amerique,2650,26500,Livres,"0,1",,,,,,
4811,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,4,Liqueurs,Isles françaises de l'amerique,"2526,75",1123,Pots,"2,25",,,,,,
4812,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,4,Mercerie,Isles françaises de l'amerique,180796,51656,Livres,"3,5",,,,,,
4813,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,4,Mouchoirs de fil,Isles françaises de l'amerique,19120,956,Douzaines,20,,,,,,
4814,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,4,Mousseline,Isles françaises de l'amerique,17700,236,Pièces,75,,,,,,
4815,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,4,Olives,Isles françaises de l'amerique,"236,25",315,Flacons,"0,75",,,,,,
4816,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,4,Ozier,Isles françaises de l'amerique,4844,1211,Faix,4,,,,,,
4817,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,4,Planches de sapin,Isles françaises de l'amerique,455400,2530,Cents,180,,,,,,
4818,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,4,Plomb en grenaille,Isles françaises de l'amerique,37869,126230,Livres,"0,3",,,,,,
4819,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,4,Porc Salé,Isles françaises de l'amerique,"32945,5",94130,Livres,"0,35",,,,,,
4820,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,5,Poudre ; a feu,Isles françaises de l'amerique,669040,669040,Livres,1,,,,,,
