marchandises,marchandises_normalisees_inter,marchandises_normalisees,product_prix,dutchtranslation,englishproduct,unit,alternativenames,source_rg_1774,source_rgbase,source_france,source_sound,source_hambourg,v14,v15,remarques,nbr_lignes_fr,nbr_lignes_hambourg
,???,???,,,,,,,,1,,,,,,2205,
.,???,???,,,,,,,,,,,,,,,
///Objets manufacturés///Toiles de fil et coton,Toile ; de fil et coton,Toile ; de fil et coton,,,,,,0,0,1,,,,,,27,
///Objets manufacturés///Toiles de lin et chanvre,Toile ; de lin et chanvre,Toile ; de lin et de chanvre,,,,,,0,0,1,,,,,,21,
///Objets manufacturés///Toiles de lin et de chanvre,Toile ; de lin et chanvre,Toile ; de lin et de chanvre,,,,,,0,0,1,,,,,,41,
///Objets manufacturés///Toiles diverses de lin et de chanvre,Toile ; de lin et chanvre ; diverse,Toile ; de lin et de chanvre,,,,,,0,0,1,,,,,,15,
///Objets manufacturés///Toiles diverses en lin et chanvre,Toile ; de lin et chanvre ; diverse,Toile ; de lin et de chanvre,,,,,,0,0,1,,,,,,29,
"///Objets manufacturés///Toiles en coton, mousseline et nankin","Toile ; de coton, mousseline et nankin","Toile ; de coton, mousseline et nankin",,,,,,0,0,1,,,,,,11,
///Objets manufacturés///chapellerie,Chapellerie,Chapellerie,,,,,,0,0,1,,,,,,1,
0,???,???,,,,,,,,1,,,,,,0,
1///Matières première///Articles réunis,Armes ; réunies,Arme,,,,,,0,0,1,,,,,,9,
1///Matières première///Coton,Coton,Coton,,,,,,0,0,1,,,,,,16,
1///Matières première///Fil,Fil,Fil,,,,,,0,0,1,,,,,,11,
1///Matières première///Laine,Laine,Laine,,,,,,0,0,1,,,,,,15,
1///Matières première///Soie,Soie,Soie,,,,,,0,0,1,,,,,,12,
1///Matières premières///Chanvre,Chanvre,Chanvre,,,,,,0,0,1,,,,,,49,
1///Matières premières///Chanvre et lin,Chanvre et lin,Chanvre et lin,,,,,,0,0,1,,,,,,6,
1///Matières premières///Coton,Coton,Coton,,,,,,0,0,1,,,,,,62,
1///Matières premières///Fil,Fil,Fil,,,,,,0,0,1,,,,,,40,
1///Matières premières///Laine,Laine,Laine,,,,,,0,0,1,,,,,,71,
1///Matières premières///Lin,Lin,Lin,,,,,,0,0,1,,,,,,22,
"1///Matières premières///Poil de chevre, lièvre et lapin","Poil ; de chèvre, lièvre et lapin","Poil ; de chèvre, lièvre et lapin",,,,,,0,0,1,,,,,,1,
"1///Matières premières///Poil de chèvre, lièvre et lapin","Poil ; de chèvre, lièvre et lapin","Poil ; de chèvre, lièvre et lapin",,,,,,0,0,1,,,,,,8,
1///Matières premières///Soie,Soie,Soie,,,,,,0,0,1,,,,,,18,
1///Matières premières///Soie et filoselle,Soie ; filoselle,Soie ; filoselle,,,,,,0,0,1,,,,,,35,
"1///Subsistances///Bestiaux en Bœufs, vaches, porcs, moutons","Bestiaux ; en bœufs, vaches, porcs et moutons","Bétail ; bœuf, vaches, Porc et mouton",,,,,,0,0,1,,,,,,6,
"1///Subsistances///Bestiaux en bœufs, vaches, porcs, moutons","Bestiaux ; en bœufs, vaches, porcs et moutons","Bétail ; bœuf, vaches, Porc et mouton",,,,,,0,0,1,,,,,,5,
"1///Subsistances///Bestiaux en bœufs, vaches, veaux, porcs et moutons","Bestiaux ; en bœufs, vaches, veaux, porcs et moutons","Bétail ; bœuf, vaches, veaux, Porc et mouton",,,,,,0,0,1,,,,,,6,
"1///Subsistances///Bestiaux en bœufs,vaches, veaux, porcs et moutons","Bestiaux ; en bœufs, vaches, veaux, porcs et moutons","Bétail ; bœuf, vaches, veaux, Porc et mouton",,,,,,0,0,1,,,,,,6,
"1///Subsistances///Bestiaux en bœufs,vaches,porcs moutons","Bestiaux ; en bœufs, vaches, porcs et moutons","Bétail ; bœuf, vaches, Porc et mouton",,,,,,0,0,1,,,,,,6,
"1///Subsistances///Bestiaux en bœufs,vaches,veaux et moutons","Bestiaux ; en bœufs, vaches, porcs et moutons","Bétail ; bœuf, vaches, Porc et mouton",,,,,,0,0,1,,,,,,6,
1///Subsistances///Beurre,Beurre,Beurre,,,,,,0,0,1,,,,,,8,
1///Subsistances///Biscuit de mer,Biscuits ; de mer,Biscuits ; de mer,,,,,,0,0,1,,,,,,1,
1///Subsistances///Biscuits de mer et pâtes d'Italie,Biscuit ; de mer et pâtes d'Italie,Biscuit ; de mer et pâtes d'Italie,,,,,,0,0,1,,,,,,1,
1///Subsistances///Bière,Bière,Bière,,,,,,0,0,1,,,,,,3,
"1///Subsistances///Bière, cidre et vinaigre","Bière, cidre et vinaigre","Bière, cidre et vinaigre",,,,,,0,0,1,,,,,,1,
1///Subsistances///Blé,Blé,Grains ; blé,,,,,,0,0,1,,,,,,15,
1///Subsistances///Blé et autres grains,Blé et autres grains,Grains ; blé et autres grains,,,,,,0,0,1,,,,,,17,
1///Subsistances///Blé et autres grains comestibles,Blé et autres grains ; comestibles,Grains ; blé et autres grains,,,,,,0,0,1,,,,,,22,
"1///Subsistances///Blé et autres grains, comestibles",Blé et autres grains ; comestibles,Grains ; blé et autres grains,,,,,,0,0,1,,,,,,34,
1///Subsistances///Chairs salées,Chair ; salée,Chair ; salée,,,,,,0,0,1,,,,,,44,
1///Subsistances///Eaux de vie,Eau ; de vie,Eau ; de vie,,,,,,0,0,1,,,,,,23,
1///Subsistances///Eaux-de-vie,Eau ; de vie,Eau ; de vie,,,,,,0,0,1,,,,,,45,
1///Subsistances///Farine,Farine,Farine,,,,,,0,0,1,,,,,,16,
1///Subsistances///Farine et biscuit de mer,Farine et biscuits de mer,Farine et biscuits de mer,,,,,,0,0,1,,,,,,13,
1///Subsistances///Farine et biscuits de mer et pâtes d'Italie,"Farine, biscuits de mer et pâtes d'Italie","Farine, biscuits de mer et pâtes d'Italie",,,,,,0,0,1,,,,,,9,
1///Subsistances///Farine et pâtes d'Italie,Farine et pâtes d'Italie,Farine et pâtes d'Italie,,,,,,0,0,1,,,,,,1,
1///Subsistances///Fromage,Fromage,Fromage,,,,,,0,0,1,,,,,,25,
1///Subsistances///Fromages,Fromage,Fromage,,,,,,0,0,1,,,,,,28,
1///Subsistances///Fruits divers,Fruits ; divers,Fruits,,,,,,0,0,1,,,,,,60,
"1///Subsistances///Fruits secs en amandes, figues et ...","Fruits ; secs ; amandes, figues et raisins","Fruits secs ; amandes, figues et raisins",,,,,,0,0,1,,,,,,9,
"1///Subsistances///Fruits secs, en amandes ,figues et raisins","Fruits ; secs ; amandes, figues et raisins","Fruits secs ; amandes, figues et raisins",,,,,,0,0,1,,,,,,10,
"1///Subsistances///Fruits secs, en amandes, figues et raisins","Fruits ; secs ; amandes, figues et raisins","Fruits secs ; amandes, figues et raisins",,,,,,0,0,1,,,,,,14,
1///Subsistances///Fruits verts en Oranges et citrons,Fruits ; verts ; oranges et citrons,Fruits ; oranges et citrons,,,,,,0,0,1,,,,,,7,
"1///Subsistances///Fruits verts, en oranges et citrons",Fruits ; verts ; oranges et citrons,Fruits ; oranges et citrons,,,,,,0,0,1,,,,,,6,
"1///Subsistances///Fruits verts, en oranges et citrons.",Fruits ; verts ; oranges et citrons,Fruits ; oranges et citrons,,,,,,0,0,1,,,,,,7,
1///Subsistances///Huile d'Olive,Huile ; d'olive,Huile ; d'olive,,,,,,0,0,1,,,,,,24,
1///Subsistances///Huile d'olive,Huile ; d'olive,Huile ; d'olive,,,,,,0,0,1,,,,,,47,
1///Subsistances///Légumes,Légumes,Légume,,,,,,0,0,1,,,,,,62,
1///Subsistances///Miel,Miel,Miel,,,,,,0,0,1,,,,,,22,
1///Subsistances///Poissons de toute sorte,Poisson ; de toute sorte,Poisson,,,,,,0,0,1,,,,,,59,
1///Subsistances///Poissons de toutes sortes,Poisson ; de toute sorte,Poisson,,,,,,0,0,1,,,,,,10,
1///Subsistances///Provisions de bouche réunies,Provisions ; de bouche ; réunies,Provisions ; de bouche,,,,,,0,0,1,,,,,,41,
1///Subsistances///Provisions diverses,Provisions ; diverses,Provisions,,,,,,0,0,1,,,,,,25,
"1///Subsistances///Provisions diverses,principalement en beurre",Provisions ; diverses,Provisions,,,,,,0,0,1,,,,,,12,
1///Subsistances///Riz,Riz,Riz,,,,,,0,0,1,,,,,,33,
1///Subsistances///Sel,Sel,Sel,,,,,,0,0,1,,,,,,40,
1///Subsistances///Vin de liqueurs,Vin ; de liqueurs,Vin ; liqueur,,,,,,0,0,1,,,,,,14,
1///Subsistances///Vins,Vin,Vin,,,,,,0,0,1,,,,,,21,
1///Subsistances///Vins de Bordeaux,Vin ; de Bordeaux,Vin ; de Bordeaux,,,,,,0,0,1,,,,,,25,
1///Subsistances///Vins de bordeaux,Vin ; de Bordeaux,Vin ; de Bordeaux,,,,,,0,0,1,,,,,,20,
1///Subsistances///Vins de liqueur,Vin ; de liqueurs,Vin ; liqueur,,,,,,0,0,1,,,,,,6,
1///Subsistances///Vins de liqueurs,Vin ; de liqueurs,Vin ; liqueur,,,,,,0,0,1,,,,,,3,
1///Subsistances///Vins divers,Vin ; divers,Vin ; divers,,,,,,0,0,1,,,,,,58,
2///Matières première///Articles réunis,Articles ; réunis,Matières premières,,,,,,0,0,1,,,,,,19,
2///Matières première///Bois divers,Bois ; divers,Bois,,,,,,0,0,1,,,,,,17,
"2///Matières première///Brai, goudron et résine","Brai, goudron et résine","Brai, goudron et résine",,,,,,0,0,1,,,,,,16,
2///Matières première///Charbons,Charbon,Charbon,,,,,,0,0,1,,,,,,5,
2///Matières première///Cires jaune et blanche,Cire ; blanche et jaune,Cire ; blanche et jaune,,,,,,0,0,1,,,,,,13,
2///Matières première///Cuirs appretés,Cuirs ; apprêtés,Cuirs ; apprêtés,,,,,,0,0,1,,,,,,16,
2///Matières première///Graines de jardin,Graine ; de jardin,Graine ; de jardin,,,,,,0,0,1,,,,,,7,
2///Matières première///Graines de trèfle,Graine ; de trèfle,Graine ; de trèfle,,,,,,0,0,1,,,,,,8,
2///Matières première///Graines diverses,Graine ; diverse,Graine ; diverse,,,,,,0,0,1,,,,,,11,
2///Matières première///Huile de graine,Huile ; de graine,Huile ; de graine,,,,,,0,0,1,,,,,,8,
2///Matières première///Pain de navette,Pains ; de navette,Pain ; de navette,,,,,,0,0,1,,,,,,1,
2///Matières première///Suif,Suif,Suif,,,,,,0,0,1,,,,,,1,
2///Matières première///Tabacs,Tabac,Tabac,,,,,,0,0,1,,,,,,19,
2///Matières premières///Articles réunis,Articles ; réunis,Matières premières,,,,,,0,0,1,,,,,,75,
2///Matières premières///Bois de Iles,Bois ; des Iles,Bois ; des Iles,,,,,,0,0,1,,,,,,8,
2///Matières premières///Bois des iles,Bois ; des Iles,Bois ; des Iles,,,,,,0,0,1,,,,,,17,
2///Matières premières///Bois divers,Bois ; divers,Bois ; divers,,,,,,0,0,1,,,,,,77,
"2///Matières premières///Brai, Goudron, Résine","Brai, goudron et résine","Brai, goudron et résine",,,,,,0,0,1,,,,,,8,
"2///Matières premières///Brai, goudron et résine","Brai, goudron et résine","Brai, goudron et résine",,,,,,0,0,1,,,,,,9,
"2///Matières premières///Brai,goudron et résine","Brai, goudron et résine","Brai, goudron et résine",,,,,,0,0,1,,,,,,12,
"2///Matières premières///Bray, goudron, poix et résine","Brai, goudron, poix et résine","Brai, goudron, poix et résine",,,,,,0,0,1,,,,,,11,
2///Matières premières///Cendres diverses,Cendre ; diverses,Cendre,,,,,,0,0,1,,,,,,20,
2///Matières premières///Charbon,Charbon,Charbon,,,,,,0,0,1,,,,,,2,
2///Matières premières///Charbons,Charbon,Charbon,,,,,,0,0,1,,,,,,20,
2///Matières premières///Circes blanche et jaune,Cire ; blanche et jaune,Cire ; blanche et jaune,,,,,,0,0,1,,,,,,6,
2///Matières premières///Cires blanche et jaune,Cire ; blanche et jaune,Cire ; blanche et jaune,,,,,,0,0,1,,,,,,9,
2///Matières premières///Cires blanches et jaunes,Cire ; blanche et jaune,Cire ; blanche et jaune,,,,,,0,0,1,,,,,,5,
2///Matières premières///Cires jaune et blanche,Cire ; blanche et jaune,Cire ; blanche et jaune,,,,,,0,0,1,,,,,,9,
2///Matières premières///Cires jaune et blanche fondue et en bougies,Cire ; blanche et jaune ; fondue et en bougie,Cire ; blanche et jaune ; fondue et en bougie,,,,,,0,0,1,,,,,,7,
2///Matières premières///Cuirs appretés,Cuirs ; apprêtés,Cuirs ; apprêtés,,,,,,0,0,1,,,,,,11,
2///Matières premières///Cuirs apprétés,Cuirs ; apprêtés,Cuirs ; apprêtés,,,,,,0,0,1,,,,,,14,
2///Matières premières///Cuirs en poil,Cuirs ; en poil,Cuirs ; en poil,,,,,,0,0,1,,,,,,44,
2///Matières premières///Dents d'éléphant,Dents ; d'éléphant,Dents ; d'éléphant,,,,,,0,0,1,,,,,,1,
"2///Matières premières///Goudron ,poix et résine","Goudron, poix et résine","Goudron, poix et résine",,,,,,0,0,1,,,,,,6,
2///Matières premières///Graine de Lin,Graine ; de lin,Graine ; de lin,,,,,,0,0,1,,,,,,5,
2///Matières premières///Graine de lin,Graine ; de lin,Graine ; de lin,,,,,,0,0,1,,,,,,7,
2///Matières premières///Graines de diverses,Graine ; diverse,Graine,,,,,,0,0,1,,,,,,4,
2///Matières premières///Graines de jardin,Graine ; de jardin,Graine ; de jardin,,,,,,0,0,1,,,,,,8,
2///Matières premières///Graines de trèfle,Graine ; de trèfle,Graine ; de trèfle,,,,,,0,0,1,,,,,,3,
2///Matières premières///Graines diverses,Graine ; diverse,Graine ; diverse,,,,,,0,0,1,,,,,,7,
2///Matières premières///Graines diverses et de lin,Graine ; diverse,Graine ; diverse,,,,,,0,0,1,,,,,,10,
2///Matières premières///Houblon,Houblon,Houblon,,,,,,0,0,1,,,,,,2,
2///Matières premières///Huile d'olive pour fabriques,Huile ; d'olive ; pour fabriques,Huile ; d'olive ; pour fabriques,,,,,,0,0,1,,,,,,16,
2///Matières premières///Huile de graine,Huile ; de graine,Huile ; de graine,,,,,,0,0,1,,,,,,6,
2///Matières premières///Huile de grains,Huile ; de graine,Huile ; de graine,,,,,,0,0,1,,,,,,4,
2///Matières premières///Huile de poisson,Huile ; de poisson,Huile ; de poisson,,,,,,0,0,1,,,,,,22,
2///Matières premières///Huile de poissons,Huile ; de poisson,Huile ; de poisson,,,,,,0,0,1,,,,,,6,
2///Matières premières///Huiles d'Olive pour fabriques,Huile ; d'olive ; pour fabriques,Huile ; d'olive ; pour fabriques,,,,,,0,0,1,,,,,,4,
2///Matières premières///Pain de navette,Pains ; de navette,Pain ; de navette,,,,,,0,0,1,,,,,,1,
"2///Matières premières///Petasse, vedasses et gravelées","Potasses, vedasses et gravelées","Potasses, vedasses et gravelées",,,,,,0,0,1,,,,,,12,
"2///Matières premières///Potasse, vedasse et gravelées","Potasses, vedasses et gravelées","Potasses, vedasses et gravelées",,,,,,0,0,1,,,,,,8,
"2///Matières premières///Potasses, vedasses et gravelées","Potasses, vedasses et gravelées","Potasses, vedasses et gravelées",,,,,,0,0,1,,,,,,12,
2///Matières premières///Soie de porc et sanglier,Soie ; de porc et sanglier,Soie ; de porc et sanglier,,,,,,0,0,1,,,,,,5,
2///Matières premières///Soude,Soude,Soude,,,,,,0,0,1,,,,,,20,
2///Matières premières///Souffre et salpetre,Soufre et salpêtre,Souffre et salpêtre,,,,,,0,0,1,,,,,,5,
2///Matières premières///Soufre et Salpetre,Soufre et salpêtre,Souffre et salpêtre,,,,,,0,0,1,,,,,,2,
2///Matières premières///Soufre et salpetre,Soufre et salpêtre,Souffre et salpêtre,,,,,,0,0,1,,,,,,6,
2///Matières premières///Suif,Suif,Suif,,,,,,0,0,1,,,,,,44,
2///Matières premières///Suif fondu et en chandelles,Suif ; fondu et en chandelles,Suif ; fondu et en Chandelle,,,,,,0,0,1,,,,,,1,
2///Matières premières///Tabacs,Tabac,Tabac,,,,,,0,0,1,,,,,,47,
2///Matières premières///cendres Diverses,Cendre ; diverses,Cendre,,,,,,0,0,1,,,,,,7,
2///Subsistances///Articles réunis,Subsistances ; Articles ; réunis,Subsistance,,,,,,0,0,1,,,,,,7,
2///Subsistances///Cacao,Cacao,Cacao,,,,,,0,0,1,,,,,,56,
2///Subsistances///Café,Café,Café,,,,,,0,0,1,,,,,,71,
2///Subsistances///Chocolat,Chocolat,Chocolat,,,,,,0,0,1,,,,,,8,
2///Subsistances///Liqueurs,Liqueurs,Liqueur,,,,,,0,0,1,,,,,,36,
2///Subsistances///Liqueurs et Sirops,Liqueurs ; Sirops,Liqueur ; Sirops,,,,,,0,0,1,,,,,,3,
2///Subsistances///Liqueurs et sirops,Liqueurs ; Sirops,Liqueur ; Sirops,,,,,,0,0,1,,,,,,12,
"2///Subsistances///Provisions diverses,principalement en beurre",Subsistances ; Provisions ; diverses,Subsistance,,,,,,0,0,1,,,,,,1,
2///Subsistances///Sirops,Sirop,Sirop,,,,,,0,0,1,,,,,,45,
2///Subsistances///Sucre,Sucre,Sucre,,,,,,0,0,1,,,,,,72,
2///Subsistances///Thé,Thé,Thé,,,,,,0,0,1,,,,,,47,
2///Suite des matières premières///Articles réunis,Articles ; réunis,Matières premières,,,,,,0,0,1,,,,,,1,
3///Matières première///Alun,Alun,Drogue ; pour la peinture et la teinture ; alun,,,,,,0,0,1,,,,,,11,
3///Matières première///Cochenille,Cochenille,Drogue ; pour la peinture et la teinture ; Cochenille,,,,,,0,0,1,,,,,,12,
3///Matières première///Drogues réunies,Drogues ; Réunies,Drogue ; Réunies,,,,,,0,0,1,,,,,,20,
3///Matières première///Garance,Garance,Drogue ; pour la peinture et la teinture,,,,,,0,0,1,,,,,,6,
3///Matières première///Indigo,Indigo,Drogue ; pour la peinture et la teinture ; indigo,,,,,,0,0,1,,,,,,18,
3///Matières première///Rocou,Rocou,Drogue ; pour la peinture et la teinture ; Rocou,,,,,,0,0,1,,,,,,15,
3///Matières première///Verdet,Verdet,Drogue ; pour la peinture et la teinture ; Verdet,,,,,,0,0,1,,,,,,18,
3///Matières premières///Alquifoux ou mine de plomb,Alquifoux ou mine de plomb,Drogue ; pour la peinture et la teinture ; Alquifou,,,,,,0,0,1,,,,,,4,
3///Matières premières///Alun,Alun,Drogue ; pour la peinture et la teinture ; alun,,,,,,0,0,1,,,,,,23,
3///Matières premières///Azur,Azur,Drogue ; pour la peinture et la teinture ; azur,,,,,,0,0,1,,,,,,10,
3///Matières premières///Cochenille,Cochenille,Drogue ; pour la peinture et la teinture ; Cochenille,,,,,,0,0,1,,,,,,19,
3///Matières premières///Céruse,Céruse,Drogue ; pour la peinture et la teinture ; Blanc de céruse,,,,,,0,0,1,,,,,,6,
3///Matières premières///Drogues diverses réunies,Drogues ; Réunies ; Diverses,Drogue ; Réunies ; Diverses,,,,,,0,0,1,,,,,,31,
3///Matières premières///Drogues réunies,Drogues ; Réunies,Drogue ; Réunies,,,,,,0,0,1,,,,,,35,
3///Matières premières///Garance,Garance,Drogue ; pour la peinture et la teinture,,,,,,0,0,1,,,,,,20,
3///Matières premières///Indigo,Indigo,Drogue ; pour la peinture et la teinture ; indigo,,,,,,0,0,1,,,,,,52,
3///Matières premières///Noix de Galle,Noix ; de Galle,Drogue ; pour la peinture et la teinture ; noix ; de galles,,,,,,0,0,1,,,,,,6,
3///Matières premières///Noix de galle,Noix ; de Galle,Drogue ; pour la peinture et la teinture ; noix ; de galles,,,,,,0,0,1,,,,,,7,
3///Matières premières///Rocou,Rocou,Drogue ; pour la peinture et la teinture ; Rocou,,,,,,0,0,1,,,,,,24,
3///Matières premières///Saffranum,Safran,Drogue ; safran,,,,,,0,0,1,,,,,,1,
3///Matières premières///Verdet,Verdet,Drogue ; pour la peinture et la teinture ; Verdet,,,,,,0,0,1,,,,,,22,
3///Subsistances///Articles réunis,Articles ; réunis,Articles ; réunis,,,,,,0,0,1,,,,,,1,
3///Subsistances///Canelle,Cannelle,Épicerie ; cannelle,,,,,,0,0,1,,,,,,45,
3///Subsistances///Eiceries diverses,Epicerie ; diverse,Épicerie,,,,,,0,0,1,,,,,,7,
3///Subsistances///Epiceries,Épicerie,Épicerie,,,,,,0,0,1,,,,,,29,
3///Subsistances///Epiceries Diverses,Epicerie ; diverse,Épicerie,,,,,,0,0,1,,,,,,5,
3///Subsistances///Epiceries diverses,Epicerie ; diverse,Épicerie,,,,,,0,0,1,,,,,,5,
3///Subsistances///Giroffle,Girofle,Épicerie ; girofle,,,,,,0,0,1,,,,,,2,
3///Subsistances///Girofle,Girofle,Épicerie ; girofle,,,,,,0,0,1,,,,,,19,
3///Subsistances///Muscade,Muscade,Épicerie ; muscade,,,,,,0,0,1,,,,,,4,
3///Subsistances///Poivre,Poivre,Épicerie ; poivre,,,,,,0,0,1,,,,,,40,
3///Suite des matières premières///Alun,Alun,Drogue ; pour la peinture et la teinture ; alun,,,,,,0,0,1,,,,,,6,
3///Suite des matières premières///Azur,Azur,Drogue ; pour la peinture et la teinture ; azur,,,,,,0,0,1,,,,,,4,
3///Suite des matières premières///Cochenille,Cochenille,Drogue ; pour la peinture et la teinture ; Cochenille,,,,,,0,0,1,,,,,,4,
3///Suite des matières premières///Céruse,Céruse,Drogue ; pour la peinture et la teinture ; Blanc de céruse,,,,,,0,0,1,,,,,,2,
3///Suite des matières premières///Drogues diverses réunies,Drogues ; Réunies ; Diverses,Droguerie,,,,,,0,0,1,,,,,,15,
3///Suite des matières premières///Garance,Garance,Drogue ; pour la peinture et la teinture,,,,,,0,0,1,,,,,,3,
3///Suite des matières premières///Indigo,Indigo,Drogue ; pour la peinture et la teinture ; indigo,,,,,,0,0,1,,,,,,6,
3///Suite des matières premières///Noix de galle,Noix ; de Galle,Drogue ; pour la peinture et la teinture ; noix ; de galles,,,,,,0,0,1,,,,,,3,
3///Suite des matières premières///Rocou,Rocou,Drogue ; pour la peinture et la teinture ; Rocou,,,,,,0,0,1,,,,,,1,
?,???,???,,,,,,,,1,1,,,,,2,
? ; blanc,???,???,,,,,,,,1,,,,,,2,
? ; brun,???,???,,,,,,,,1,,,,,,2,
? ; diverses,???,???,,,,,,,,1,,,,,,4,
? et lances/piquets,???,???,,,,,,,,0,1,,,,,0,
??,???,???,,,,,,,,0,1,,,,,0,
?? (le douzaine),???,???,,,,,,,,0,1,,,,,0,
???,???,???,,,,,,,,0,1,,,,,0,
Abacir,Abacir,Abaci,,,,,,0,0,1,,,,,,1,
Acacia,Acacia,Ouvrage ; de bois,,,,,,0,0,1,,,,,,2,
Achia,Achia,Achia,,,,,,0,0,1,,,,,,4,
Acier,Acier,Acier,,,,,,0,0,1,1,,,,,309,
Acier ; brut,Ouvrage ; de corail,Acier ; brut,,,,,,0,0,1,,,,,,3,
Acier ; en barres,Acier ; en barres,Acier ; en barres,,,,,,,,1,,,,,,3,
Acier ; ouvré,Ouvrage ; d'acier,Acier ; ouvré,,,,,,0,0,1,,,,,,4,
Acons ; de selle,Arçons ; de selle,Arçons de selles,,,,,,,,,,,,,,,
Acons ; démontés,Acons démonté,Acons démonté,,,,,,,,,,,,,,,
Acons demontés,Acons démonté,Acons démonté,,,,,,0,0,1,,,,,,3,
Acons démonté,Acons démonté,Acons démonté,,,,,,0,0,1,,,,,,1,
Acons démontés,Acons démonté,Acons démonté,,,,,,,,,,,,,,,
Acore (herbe),Acorus,Acorus,,,,,,,,0,1,,,,,0,
Acors demontés,Acons démonté,Acons démonté,,,,,,0,0,1,,,,,,1,
Acorus,Acorus,Acorus,,,,,,0,0,1,,,,,,1,
Aeuf,Œuf,Œuf,,,,,,,,,,,,,,,
Affuts ; de fusils,Affut de fusils,Affut de fusils,,,,,,,,,,,,,,,
Affuts de canon,Affût de canon,Affût de canon,,,,,,0,0,1,,,,,,1,
Affût de canon,Affût de canon,Affût de canon,,,,,,,,0,1,,,,,0,
Agaric,Agaric,Drogue ; Médicinale ; agaric,,,,,,0,0,1,,,,,,20,
Agarie,Agaric,Agaric,,,,,,0,0,1,,,,,,9,
Agathe,Agathe,Pierre ; d'agathe,,,,,,0,0,1,,,,,,4,
Agneaux,Agneaux,Agneaux,,,,,,0,0,1,,,,,,32,
Agremens,Agréments,Agrément,,,,,,0,0,1,,,,,,1,
Agremens ; de soye,Agréments ; de soie,Agrément ; de soie,,,,,,0,0,1,,,,,,1,
Agremens ; or et argent,Agréments ; d'or et d'argent,Agrément ; d'or et d'argent,,,,,,0,0,1,,,,,,1,
Agremens; de soye,Agréments ; de soie,,,,,,,,,,,,,,,,
Agrements,Agréments,Agrément,,,,,,,,,,,,,,,
Agrements ; d'or,Ouvrage ; d'étain,Agrément ; d'or,,,,,,0,0,1,,,,,,1,
Agrements ; de fil,Agréments ; de fil,Agrément ; de fil,,,,,,0,0,1,,,,,,4,
Agrements ; de soye,Agréments ; de soie,Agrément ; de soie,,,,,,0,0,1,,,,,,6,
Agrements ; or et argent,Agréments ; d'or et d'argent,Agrément ; d'or et d'argent,,,,,,0,0,1,,,,,,1,
