marchandises	marchandises_normalisees_inter	marchandises_normalisees	product_prix	dutchtranslation	englishproduct	unit	alternativenames	source_rg_1774	source_rgbase	source_france	source_france_direction	source_sound	v14	v15	remarques	test	numrodeligne	dataentryby	source	SourceType	year	exportsimports	direction	bureaux	sheet	origine	pays	quantit	value	leurvaleursubtotal1	leurvaleursubtotal2	leurvaleursubtotal3	total	remarks
Peaux ; Pelleteries diverses et apprêtés	Peaux ; Pelleterie diverses ; apprêtées	Peaux ; apprêtées						0	0	1	0					1	2584	Fatima Zahra	Montbret 155-1	Objet Général	1757	Imports			122		Hollande		934	0	0	0	1739	
Peaux ; Pelleteries en peaux ; ???????	Peaux ; Pelleterie en peaux ; ?	Peaux						0	0	1	0					1	2780	Milewski	Montbret 155-1	Objet Général	1761	Imports			119		Hollande		1160				0	
Peaux ; Pelleteries en peaux ; D'ours	Peaux ; Pelleterie en peaux ; D'ours	Peaux ; d'ours						0	0	1	0					1	1334	Fatima Zahra	AN F12 248	Objet Général	1780	Imports			114		Hollande		6142					
Peaux ; Pelleteries en peaux ; D'ourses	Peaux ; Pelleterie en peaux ; D'ours	Peaux ; d'ours						0	0	1	0					1	2254	Annick Davis	Montbret 849	Objet Général	1752	Imports			194		Hollande		192				282	
Peaux ; Pelleteries en peaux ; De blaireaux	Peaux ; Pelleterie en peaux ; De blaireaux	Peaux ; de blaireaux						0	0	1	0					1	2915	Annick Davis	Montbret 849	Objet Général	1752	Exports			194		Espagne		1333				1333	
Peaux ; Pelleteries en peaux ; De castor	Peaux ; Pelleterie en peaux ; De castor	Peaux ; de castor						0	0	1	0					1	3093	Jérémy Hervelin	Fonds Gournay - M86	Objet Général	1750	Imports	Rouen		173		Hollande		96					
Peaux ; Pelleteries en peaux ; De chats cervier	Peaux ; Pelleterie en peaux ; De chats	Peaux ; de chats						0	0	1	0					1	4606	Jérémy Hervelin	Fonds Gournay - M85	Objet Général	1750	Imports	Lyon		62		Savoye et Piemont		594					
Peaux ; Pelleteries en peaux ; De chiens	Peaux ; Pelleterie en peaux ; De chiens	Peaux ; de chiens						0	0	1	0					1	3509	Milewski	Montbret 155-1	Objet Général	1761	Exports			119		Flandre		6.4				0	
Peaux ; Pelleteries en peaux ; De fouines	Peaux ; Pelleterie en peaux ; De fouines	Peaux ; de fouines						0	0	1	0					1	3094	Jérémy Hervelin	Fonds Gournay - M86	Objet Général	1750	Imports	Rouen		173		Hollande		225					
Peaux ; Pelleteries en peaux ; De lievres et lapins	Peaux ; Pelleterie en peaux ; De lièvres et lapin	Peaux ; de lièvres et lapin						0	0	1	0					1	2256	Annick Davis	Montbret 849	Objet Général	1752	Imports			194		Flandre		210				3516	
Peaux ; Pelleteries en peaux ; De loups cervier	Peaux ; Pelleterie en peaux ; De loups cervier	Peaux ; cervier						0	0	1	0					1	1883	Saadia Mai	Montbret 155-1	Objet Général	1755	Imports			120		Hollande		50	0	0		0	
Peaux ; Pelleteries en peaux ; De loups de bois	Peaux ; Pelleterie en peaux ; De loups des bois	Peaux ; de loups des bois						0	0	1	0					1	2622	Fatima Zahra	Montbret 155-2	Objet Général	1759	Imports			111		Geneve		950	0	0		0	
Peaux ; Pelleteries en peaux ; De loutre	Peaux ; Pelleterie en peaux ; De loutre	Peaux ; de loutre						0	0	1	0					1	1508	Saadia Mai	IIHS-122E	Objet Général	1771	Imports			79		Naples	123750	30937				51550	
Peaux ; Pelleteries en peaux ; De martre	Peaux ; Pelleterie en peaux ; De martre	Peaux ; de martre						0	0	1	0					1	2623	Fatima Zahra	Montbret 155-2	Objet Général	1759	Imports			111		Savoye		8	0	0		0	
Peaux ; Pelleteries en peaux ; De petits gris	Peaux ; Pelleterie en peaux ; De petit gris	Peaux ; de petit gris						0	0	1	0					1	3510	Milewski	Montbret 155-1	Objet Général	1761	Exports			119		Espagne		6768				0	
Peaux ; Pelleteries en peaux ; De rats	Peaux ; Pelleterie en peaux ; de rats	Peaux ; de rats						0	0	1	0					1	1884	Saadia Mai	Montbret 155-1	Objet Général	1755	Imports			120		Savoye		7383	0	0		0	
Peaux ; Pelleteries en peaux ; De renandes	Peaux ; Pelleterie en peaux ; De renard	Peaux ; de renard						0	0	1	0					1	4523	Jérémy Hervelin	Fonds Gournay - M84	Objet Général	1750	Exports	Nantes		227		Isles Françoises de l'Amerique, Canada et Terre-Neuve		125				425	
Peaux ; Pelleteries en peaux ; De renards	Peaux ; Pelleterie en peaux ; De renard	Peaux ; de renard						0	0	1	0					1	540	Saadia Mai	Montbret 155-1	Objet Général	1755	Exports			120		Isles		1650	0	0		0	
Peaux ; Pelleteries en peaux ; De roussette	Peaux ; Pelleterie en peaux ; De roussette	Peaux ; de roussette						0	0	1	0					1	3651	Fatima Zahra	Montbret 155-1	Objet Général	1757	Exports			122		Hollande		349		0		4399	
Peaux ; Pelleteries en peaux ; De sauvagines	Peaux ; Pelleterie en Peaux ; De sauvagines	Peaux ; de sauvagine						0	0	1	0					1	1970	Fatima Zahra	AN F12 242	Objet Général	1775	Exports			124		Naples		29997				222629	
Peaux ; Pelleteries en peaux ; De taupe	Peaux ; Pelleterie en peaux ; De taupe	Peaux ; de taupe						0	0	1	0					1	2626	Fatima Zahra	Montbret 155-2	Objet Général	1759	Imports			111		Flandre		140	0	0		0	
Peaux ; Pelleteries en peaux ; De visons	Peaux ; Pelleterie en peaux ; De vison	Peaux ; de vison						0	0	1	0					1	3516	Milewski	Montbret 155-1	Objet Général	1761	Exports			119		Flandre		64				0	
Peaux ; Pelleteries en peaux ; Diverses	Peaux ; Pelleterie en peaux ; Diverses	Peaux						0	0	1	0					1	2786	Milewski	Montbret 155-1	Objet Général	1761	Imports			119		Flandre		372				0	
Peaux ; petterie ; aprestée	Peaux ; pelleterie ; apprêtée	Peaux ; apprêtée						0	0	1	0					1																		
Peaux ; petterie ; crue	Peaux ; pelleterie ; crue	Peaux ; non apprêtées						0	0	1	0					1	2983	Jérémy Hervelin	Fonds Gournay - M86	Objet Général	1750	Exports	Flandre		41		Flandre Autrichienne		8745	8745			14743	
Peaux ; petteterie ; aprestées	Peaux ; pelleterie ; apprêtée	Peaux ; apprêtée						0	0	1	0					1	2193	Jérémy Hervelin	Fonds Gournay - M85	Objet Général	1750	Exports	Flandre		165		Espagne, Canaries et Indes Occidentales		1728	1728			6800	
Peaux ; petteterie ; crue	Peaux ; pelleterie ; crue	Peaux ; non apprêtées						0	0	1	0					1	7044	Jérémy Hervelin	Fonds Gournay - M85	Objet Général	1750	Exports	Langres		33		Suisse et Geneve		330				1880	
Peaux ; petteterie ; du fanada	Peaux ; Pelleterie ; du Canada	Peaux ; du Canada						0	0	1	0					1	2984	Jérémy Hervelin	Fonds Gournay - M86	Objet Général	1750	Exports	Nantes		41		Flandre Autrichienne		42	42			14743	
Peaux ; queues de martre	Peaux ; queues de martre	Peaux ; queues de martre						0	0	1	0					1	602	Jérémy Hervelin	Fonds Gournay - M87	Objet Général	1750	Exports	Amiens		93		Allemagne, Lorraine et le Païs		440	109358			138774	
Peaux ; sauvagine	Peaux ; sauvagines	Peaux ; de sauvagine						0	0	1	0					1	2192	Jérémy Hervelin	Fonds Gournay - M85	Objet Général	1750	Exports	Rouen		165		Espagne, Canaries et Indes Occidentales		640	2300			6800	
Peaux ; Sauvagines	Peaux ; sauvagines	Peaux ; de sauvagine						0	0	1	0					1	2980	Jérémy Hervelin	Fonds Gournay - M86	Objet Général	1750	Exports	St. Quentin		41		Flandre Autrichienne		2070	2370			14743	
Peaux ; sauvagines	Peaux ; sauvagines	Peaux ; de sauvagine						0	0	1	0					1	2194	Jérémy Hervelin	Fonds Gournay - M85	Objet Général	1750	Exports	Bayonne		165		Espagne, Canaries et Indes Occidentales		2772	2772			6800	
Peaux ; sauvagins	Peaux ; sauvagines	Peaux ; de sauvagine						0	0	1	0					1	3656	Fatima Zahra	Montbret 155-1	Objet Général	1757	Exports			123		Flandre		3840		0		3867	
Peaux ; sellchrie ; aprestée	Peaux ; pelleterie ; apprêtée	Peaux ; apprêtée						0	0	1	0					1	2022	Jérémy Hervelin	IIHS-122C	Objet Général	1769	Exports			68		Isles		5625				5625	
Peaux ; sellchrie ; crue	Peaux ; pelleterie ; crue	Peaux ; non apprêtées						0	0	1	0					1	2077	Annick Davis	Montbret 849	Objet Général	1772	Exports			72		Isles						1507	
Peaux ; sellchrie ; du fanada	Peaux ; Pelleterie ; du Canada	Peaux ; du Canada						0	0	1	0					1	3518	Milewski	Montbret 155-1	Objet Général	1761	Exports			119		Hollande		2413.3				2845.3	
Peaux ; tannées	Peaux ; Tannées	Peaux ; tannées						0	0	1	0					1	2788	Milewski	Montbret 155-1	Objet Général	1761	Imports			119		Hollande		537				0	
Peaux ; Tannées ; De moutons	Peaux ; Tannées ; De moutons	Peaux ; tannées ; de mouton						0	0	1	0					1	655	Jérémy Hervelin	Fonds Gournay - M86	Objet Général	1750	Imports	Bordeaux		317		Angleterre		150				150	
Peaux ; Tannées ; De veaux	Peaux ; Tannées ; De veaux	Peaux ; tannées ; de veau						0	0	1	0					1	3657	Fatima Zahra	Montbret 155-1	Objet Général	1757	Exports			123		Savoye		72		0		0	
Peaux ; Tannées ; Diverses	Peaux ; Tannées ; Diverses	Peaux ; tannées						0	0	1	0					1																		
Peaux ;de veau; en poil	Peaux ; de veau ; en poil	Peaux ; non apprêtées ; de veau						0	0	1	0					1	3717	Milewski	Montbret 155-1	Objet Général	1754	Exports			122		Espagne		3270.6	0	0		9751.099609	
Peaux brutes	Peaux brutes	Peaux ; non apprêtées										1				1	4316	Jérémy Hervelin	Fonds Gournay - M87	Objet Général	1750	Imports	Nantes		282		Nord avec villes Anséatiques		105					
Peaux brutes de boeuf	Peaux brutes de bœufs	Peaux ; non apprêtées ; de bœuf										1				1																		
Peaux brutes de bœufs	Peaux brutes de bœufs	Peaux ; non apprêtées ; de bœuf										1				1	606	Jérémy Hervelin	Fonds Gournay - M87	Objet Général	1750	Exports	Flandre		94		Allemagne, Lorraine et le Païs		140				140	
Peaux d'agneau	Peaux d'agneau	Peaux ; d'agneau										1				1	2177	Jérémy Hervelin	Fonds Gournay - M85	Objet Général	1750	Exports	Rennes		164		Espagne, Canaries et Indes Occidentales		13.8				13.8	
peaux d'agneaux	Peaux ; d'agneaux	Peaux ; d'agneau		huiden (lammeren, zonder bereiding)	lamb hides	pieces	[idem] sans apprêt	1	0	0	0					1	3733	Milewski	Montbret 155-1	Objet Général	1754	Exports			123		Suisse		5692	0	0		976674.5	
peaux d'agneaux appretées	Peaux ; d'agneaux apprêtées	Peaux ; d'agneau apprêtées		huiden (kalveren, bereid)	processed calf hides	pieces		1	0	0	0					1																		
peaux d'agneaux, sans apprets	Peaux ; d'agneaux sans apprêt	Peaux ; non apprêtées ; d'agneau		huiden (lammeren, zonder bereiding)	lamb hides	pieces		1	1	0	0					1																		
peaux d'anes sans apprets	Peaux ; d'ânes sans apprêts	Peaux ; non apprêtées ; d'ânes		huiden (ezels, zonder bereiding)	donkey hides	pieces	[idem] sans appret	1	0	0	0					1	534	Saadia Mai	Montbret 155-1	Objet Général	1755	Exports			120		Espagne		4530.4	0	0		13480.25	
Peaux d'écureil	Peaux ; d'écureuil	Peaux ; d'écureuil										1				1	1888	Saadia Mai	Montbret 155-1	Objet Général	1755	Imports			120		Isles		309	0	0		0	
Peaux d'écureuil	Peaux ; d'écureuil	Peaux ; d'écureuil										1				1																		
Peaux d'élan	Peaux ; d'élan	Peaux ; d'élan										1				1	5923	Jérémy Hervelin	Fonds Gournay - M87	Objet Général	1750	Exports	Marseille		283		Nord avec villes Anseatiques		851	851			13285	
peaux d'emballage	Peaux ; d'emballage	Peaux ; pour emballage		huiden (verpakking)	skins for packaging	guilders		1	1	0	0					1	609	Jérémy Hervelin	Fonds Gournay - M87	Objet Général	1750	Exports	Lyon		94		Allemagne, Lorraine et le Païs		414				1323	
peaux d'hayes	Peaux ; d'hayes	Peaux ; d'hayes		huiden (soort aap (haÿes))	monkey hides	pieces	[idem] appretés	1	1	0	0					1	2941	Annick Davis	Montbret 849	Objet Général	1752	Exports			195		Italie		98				253261	
peaux d'hermines	Peaux ; d'hermines	Peaux ; d'hermines		huiden (hermelijnen)	ermine skins	pieces	[idem] appretés	1	0	0	0					1	2078	Annick Davis	Montbret 849	Objet Général	1772	Exports			72		Genes		1800	2880			447013	
peaux d'ours	Peaux ; d'ours	Peaux ; d'ours		huiden (beren)	bear hides	guilders	[idem] appretés	1	0	0	0					1	3490	Jérémy Hervelin	Fonds Gournay - M86	Objet Général	1750	Exports	Marseille		173		Hollande		2882.4	2882.4			54606.4	
Peaux d’aigneau	Peaux ; d'agneau	Peaux ; d'agneau										1				1	2062	Annick Davis	IIHS-122A	Objet Général	1767	Exports			70		Genes		3018	8073			656150	
Peaux d’écureuil	Peaux d’écureuil	Peaux d’écureuil										1				1	2789	Milewski	Montbret 155-1	Objet Général	1761	Imports			120		Flandre		4816				8084.4	
Peaux d’élan	Peaux ; d'élan	Peaux ; d'élan										1				1	3028	Fatima Zahra	Montbret 155-2	Objet Général	1759	Exports			111		Hollande		814.8	0	0		95469	
Peaux d`ours	Peaux ; d'ours	Peaux ; d'ours										1				1	2965	Annick Davis	Montbret 849	Objet Général	1752	Exports			195		Flandre		31				253261	
Peaux de blaireau	Peaux ; de blaireau	Peaux ; de blaireau										1				1	2967	Annick Davis	Montbret 849	Objet Général	1752	Exports			195		Portugal		47				253261	
Peaux de bœuf	Peaux ; de bœuf	Peaux ; de bœuf										1				1	2944	Annick Davis	Montbret 849	Objet Général	1752	Exports			195		Flandre		126				253261	
Peaux de bœuf séchées	Peaux ; de bœuf ; séchées	Peaux ; séchées ; de bœuf										1				1	2790	Milewski	Montbret 155-1	Objet Général	1761	Imports			120		Hollande		1110				8084.4	
Peaux de bœufs	Peaux ; de bœuf	Peaux ; de bœuf										1				1	2125	Saadia Mai	IIHS-122E	Objet Général	1771	Exports			79		Genes	7565	7565	104090			580872	
peaux de boucs et de chevres	Peaux ; de boucs et de chèvres	Peaux ; de chèvre		huiden (bokken en geiten, zonder bereiding)	goat hides	pieces	[idem] sans apprêt	1	0	0	0					1	3455	Jérémy Hervelin	Fonds Gournay - M84	Objet Général	1750	Imports	Nantes		228		Isles Françoises de l'Amerique, le Canada et Terre-neuve		6600	24541				
peaux de boucs et de chevres appretées	Peaux ; de boucs et de chèvres ; apprêtée	Peaux ; apprêtées ; de chèvres		huiden (bokken en geiten, bereid)	goat hides	pieces		1	1	0	0					1	2037	Fatima Zahra	AN F12 245	Objet Général	1777	Exports			128		Levant		23289	58503			373256	
peaux de boucs et de chevres, sans apprets	Peaux ; de boucs et de chèvres ; sans apprêtée	Peaux ; non apprêtées ; de chèvres		huiden (bokken en geiten, zonder bereiding)	goat hides	pieces		1	1	0	0					1	2026	Jérémy Hervelin	IIHS-122C	Objet Général	1769	Exports			68		Italie		3975		85350		511134	
Peaux de buffle	Peaux ; de buffle	Peaux ; de buffle										1				1	1893	Saadia Mai	Montbret 155-1	Objet Général	1755	Imports			121		Isles		1335.8	0	0		156428.0469	
peaux de buffle	Peaux ; de buffle ; sans apprêt	Peaux ; non apprêtées ; de buffle		huiden (buffel)	buffalo hides	pieces	[idem] appretés	1	0	0	0					1	2953	Annick Davis	Montbret 849	Objet Général	1752	Exports			195		Hollande		25				253261	
peaux de buffle en chamois	Peaux ; de buffle ; en chamois	Peaux ; de buffle ; chamoisées		huiden (buffel, in zeemvellen)	buffalo hides in chamois	pieces	[idem] appretés	1	0	0	0					1	3748	Milewski	Montbret 155-1	Objet Général	1754	Exports			123		Angleterre		880	141050.6563	0		259570.4063	
peaux de carcajou	Peaux ; de carcajou	Peaux ; de carcajou		huiden (carcajou)	carcajou	pieces		1	0	0	0					1	1400	Jérémy Hervelin	IIHS-122C	Objet Général	1769	Imports			68		Isles		98534				109593	
Peaux de castor	Peaux ; de castor	Peaux ; de castor										1				1	1348	Fatima Zahra	AN F12 245	Objet Général	1777	Imports			127		Isles		5644				139521	
peaux de castor	Peaux ; de castor	Peaux ; de castor		huiden (bevers)	beaver skins	pounds	[idem] sans apprêt	1	1	0	0					1	3044	Fatima Zahra	Montbret 155-2	Objet Général	1759	Exports			111		Nord		21732.2	78922	0		95469	
Peaux de cerf	Peaux ; de cerfs	Peaux ; de cerf										1				1	3457	Jérémy Hervelin	Fonds Gournay - M84	Objet Général	1750	Imports	Nantes		228		Isles Françoises de l'Amerique, le Canada et Terre-neuve		741.8	741.8				
peaux de cerfs	Peaux ; de cerfs	Peaux ; de cerf		huiden (herten)	deer hides	guilders	[idem] appretés	1	0	0	0					1	2134	Saadia Mai	IIHS-122E	Objet Général	1771	Exports			79		Levant	111542	27885	475861			580872	
peaux de cerfs et dains	Peaux ; de cerfs et dains	Peaux ; de cerf et daim		huiden (herten en damherten, bereid)	deer hides	pieces	[idem] appretés	1	0	0	0					1	1972	Fatima Zahra	AN F12 242	Objet Général	1775	Exports			124		Angleterre		45030	140167			485932	
peaux de cerfs et dains appretées	Peaux ; de cerfs et dains apprêtées	Peaux ;  apprêtées ; de cerf et daim		huiden (herten en damherten, bereid)	deer hides	pieces		1	1	0	0					1																		
peaux de cerfs et de dains	Peaux ; de cerfs et de dains	Peaux ; de cerf et daim		huiden (herten en damherten, zonder bereiding)	deer hides	pieces	[idem] sans apprêt	1	0	0	0					1	3759	Milewski	Montbret 155-1	Objet Général	1754	Exports			123		Hollande		1672	0	0		0	
peaux de cerfs et de dains, sans apprêt	Peaux ; de cerfs et dains sans apprêt	Peaux ;  non apprêtées ; de cerf et daim		huiden (herten en damherten, zonder bereiding)	deer hides	pieces		1	1	0	0					1	576	Saadia Mai	Montbret 155-1	Objet Général	1755	Exports			121		Hollande		858	0	0		0	
Peaux de chamois	Peaux ; de chamois	Peaux ; de chamois										1				1	3866	Jérémy Hervelin	Fonds Gournay - M85	Objet Général	1750	Imports	Marseille		103		Italie		750					
peaux de chamois	Peaux ; de chamois	Peaux ; de chamois		huiden (kamoesleer)	chamois	pounds		1	0	0	0					1	2592	Fatima Zahra	Montbret 155-1	Objet Général	1757	Imports			123		Geneve		52	0	0	0	0	
Peaux de chat sauvage	Peaux ; de chats sauvages	Peaux ; de chats sauvages										1				1	577	Saadia Mai	Montbret 155-1	Objet Général	1755	Exports			121		Angleterre		264	0	0		0	
peaux de chats	Peaux ; de chats	Peaux ; de chats		huiden (wilde katten)	cat skins	pounds	[idem] appretés	1	0	0	0					1	3692	Fatima Zahra	Montbret 155-1	Objet Général	1757	Exports			123		Angleterre		58		0		0	
peaux de chats sans apprets	Peaux ; de chats sans apprets	Peaux ; de chats sans apprets		huiden (katten, zonder bereiding)	cay skins	pieces	[idem] sans apprêt	1	0	0	0					1	3760	Milewski	Montbret 155-1	Objet Général	1754	Exports			123		Angleterre		862.5	0	0		0	
Peaux de chats sauvages	Peaux ; de chats sauvages	Peaux ; de chats sauvages										1				1																		
Peaux de cheval	Peaux ; de cheval	Peaux ; de cheval										1				1	2232	Fatima Zahra	AN F12 250	Objet Général	1787	Imports			180		Suède		887670				28147435	
Peaux de chèvre	Peaux ; de chèvre	Peaux ; de chèvre										1				1	2236	Fatima Zahra	AN F12 250	Objet Général	1787	Imports			180		Suisse		473537				28147435	
peaux de chiens de mer	Peaux ; de chiens de mer	Peaux ; de chien ; de mer		huiden (zeehonden, bereid)	processed seal hides	pieces	[idem] appretés/chiens marins	1	1	0	0					1	2673	Fatima Zahra	AN F12 250	Objet Général	1787	Exports			181		Espagne		120203	480282			641010	
peaux de cignes	Peaux ; de cignes	Peaux ; de cygnes		huiden (zwanen)	swan hides	pieces	[idem] appretés	1	1	0	0					1	2233	Fatima Zahra	AN F12 250	Objet Général	1787	Imports			180		Sardaigne		36116	44070			28147435	
peaux de dains en chamois	Peaux ; de dains en chamois	Peaux ; de daims en chamois		huiden (damherten, in zeemvellen)	fallow deer hides in chamois	guilders	[idem] appretés	1	0	0	0					1	2235	Fatima Zahra	AN F12 250	Objet Général	1787	Imports			180		Levant		6300				28147435	
Peaux de fauves	Peaux ; de fauves	Peaux ; de fauves										1				1	2685	Fatima Zahra	AN F12 250	Objet Général	1787	Exports			181		Angleterre		1000				641010	
Peaux de glouton	Peaux ; de glouton	Peaux ; de glouton										1				1	2684	Fatima Zahra	AN F12 250	Objet Général	1787	Exports			181		Barbarie		156128				641010	
Peaux de hermine	Peaux ; de hermine	Peaux ; de hermine										1				1	159	Jérémy Hervelin	AN F12 1666	Par direction	1789	Exports	Valenciennes	Givet	6	Lyonnais	allemagne	11	396				396	
Peaux de lapin	Peaux ; de lapin	Peaux ; de lapin										1				1																		
Peaux de lapin gris	Peaux ; de lapin gris	Peaux ; de lapin										1				1																		
Peaux de lapin noir	Peaux ; de lapin noir	Peaux ; de lapin										1				1																		
Peaux de lièvre	Peaux ; de lièvre	Peaux ; de lièvre										1				1																		
peaux de lievres et lapins	Peaux ; de lièvres et lapins	Peaux ; de lièvres et lapins		huiden (hazen en konijnen, zonder bereiding)	skins of hares and rabbits	pieces	[idem] sans apprêt	1	0	0	0					1																		
peaux de lievres et lapins appretées	Peaux ; de lièvres et lapins apprêtées	Peaux ;  apprêtées ; de lièvres et lapins		huiden (hazen en konijnen, bereid)	skins of hares and rabbits	guilders	[idem] appretés	1	1	0	0					1																		
peaux de lievres et lapins, sans apprêt	Peaux ; de lièvres et lapins sans apprêt	Peaux ;  non apprêtées ; de lièvres et lapins		huiden (hazen en konijnen, zonder bereiding)	skins of hares and rabbits	pieces		1	1	0	0					1																		
peaux de lievres sans poil	Peaux ; de lièvres sans poil	Peaux ; de lièvres ; sans poil		huiden (hazen, de haren verwijderd)	skins of hares and rabbits	pounds	[idem] sans apprêt	1	0	0	0					1																		
Peaux de loup	Peaux ; de loups	Peaux ; de loups										1				1																		
peaux de loups	Peaux ; de loups	Peaux ; de loups		huiden (wolven)	wolf hides	pieces	[idem] appretés	1	0	0	0					1																		
peaux de loups, d'ours, de tigres	Peaux ; de loups, d'ours, de tigres	Peaux ; de loups, d'ours, de tigres		huiden (beren, wolven en tijgers, bereid)	hides of bears, tigers and wolves	pieces	[idem] appretés	1	1	0	0					1																		
peaux de loups, d'ours, de tigres (appretées)	Peaux ; de loups, d'ours, de tigres apprêtées	Peaux ; apprêtées ; de loups, d'ours, de tigres		huiden (beren, wolven en tijgers, bereid)	hides of bears, tigers and wolves	pieces		1	1	0	0					1	4742	Jérémy Hervelin	Fonds Gournay - M87	Objet Général	1750	Imports	La Rochelle		151		Suede		1474					
peaux de loups, d'ours, de tigres, de chiens de mer etc	Peaux ; de loups, d'ours, de tigres, de chiens de mer etc	Peaux ; de loups, d'ours, de tigres, de chiens de mer, etc.		huiden (beren, wolven, tijgers en zeehonden, b.)	hides of bears, tigers and wolves	guilders	[idem] appretés	1	0	0	0					1	1544	Annick Davis	Montbret 849	Objet Général	1772	Imports			72		Suède		11160				37286	
peaux de loups, d'ours, de tigres, de chiens de mer etc (appretées)	Peaux ; de loups, d'ours, de tigres, de chiens de mer etc apprêtées	Peaux ;  apprêtées ; de loups, d'ours, de tigres, de chiens de mer, etc.		huiden (beren, wolven, tijgers en zeehonden, b.)	hides of bears, tigers and wolves	pieces		1	1	0	0					1	762	Jérémy Hervelin	Fonds Gournay - M87	Objet Général	1750	Imports	Nantes		206		Danemark		5				5	
Peaux de loutre	Peaux ; de loutre	Peaux ; de loutre										1				1	1895	Saadia Mai	Montbret 155-1	Objet Général	1755	Imports			121		Danemark		800	0	0		1471	
peaux de maroquin	Peaux ; de maroquin	Peaux ; de maroquin		huiden (marokijn)	hides (morocco)	pounds		1	0	0	0					1	761	Jérémy Hervelin	Fonds Gournay - M87	Objet Général	1750	Imports	La Rochelle		206		Danemark		4080				4080	
Peaux de martre	Peaux ; de martres	Peaux ; de martres										1				1																		
peaux de martres	Peaux ; de martres	Peaux ; de martres		huiden (marters)	marten skins	pieces	[idem] appretés	1	1	0	0					1	1406	Jérémy Hervelin	IIHS-122C	Objet Général	1769	Imports			68		Levant		3062				6262	
peaux de martres et d'hermines	Peaux ; de martres et d'hermines	Peaux ; de martres et d'hermines		huiden (marters en hermelijnen)	hides of martens and ermines	pieces	[idem] sans apprêt	1	1	0	0					1	582	Saadia Mai	Montbret 155-1	Objet Général	1755	Exports			121		Flandre		45	0	0		25242.25	
peaux de martres et d'hermines, appretées	peaux de martres et d'hermines, apprêtées	Peaux ; de martres et d'hermines		huiden (marters en hermelijnen, bereid)	hides of martens and ermines	pieces		1	1	0	0					1	3694	Fatima Zahra	Montbret 155-1	Objet Général	1757	Exports			124		Espagne		22		0		0	
Peaux de mouton	Peaux ; de mouton	Peaux ; de mouton										1				1																		
peaux de moutons appretées	Peaux ; de moutons ; apprêtées	Peaux ; de mouton apprêtées		huiden (schapen, bereid)	processed sheep hides	pieces		1	1	0	0					1																		
peaux de moutons appretées et en couleur	Peaux ; de moutons ; apprêtées ; et en couleur	Peaux ; de mouton apprêtées et en couleur		huiden (schapen, bereid in allerlei kleuren)	sheep hides in colours	pieces		1	0	0	0					1																		
peaux de moutons en bazennes	Peaux ; de moutons ; en basane	Peaux ; de mouton ; basane		huiden (schapen, bereid in bazennes)	sheep hides in bazennes	pieces		1	0	0	0					1																		
peaux de moutons en blanc	Peaux ; de moutons ; en blanc	Peaux ; de mouton ; en blanc		huiden (schapen in wit)	white sheep hides	pieces		1	1	0	0					1																		
peaux de moutons en blanc ou en gris	Peaux ; de moutons ; en blanc ou en gris	Peaux ; de mouton ; en blanc ou en gris		huiden (schapen in wit of grijs)	sheep hides in white or grey	pieces		1	0	0	0					1																		
peaux de moutons en chamois	Peaux ; de moutons en chamois	Peaux ; de mouton ; chamoisées		huiden (schapen, bereid tot zeemvellen)	sheep hides in chamois	pieces		1	1	0	0					1																		
peaux de moutons en gris	Peaux ; de moutons ; en gris	Peaux ; de mouton ; en gris		huiden (schapen in grijs)	grey sheep hides	pieces		1	1	0	0					1																		
peaux de moutons et brebis	Peaux ; de moutons et brebis	Peaux ; de mouton		huiden (schapen en ooien, zonder bereiding)	sheep hides	pieces	[idem] sans apprêt	1	0	0	0					1																		
peaux de moutons et brebis, sans apprêt	Peaux de moutons et brebis : sans apprêt	Peaux ; non apprêtées ; de mouton		huiden (schapen en ooien, zonder bereiding)	sheep hides	pieces		1	1	0	0					1																		
Peaux de putois	Peaux ; de putois	Peaux ; de putois										1				1																		
Peaux de renard	Peaux ; de renards	Peaux ; de renards										1				1																		
peaux de renards	Peaux ; de renards	Peaux ; de renards		huiden (vossen)	fox hides	pounds	[idem] appretés	1	0	0	0					1																		
peaux de renards, loutres	Peaux ; de renards, loutres	Peaux ; de renards, loutres		huiden (otters, steenmartens)	skins of otters and stone martens	pieces	[idem] appretés	1	0	0	0					1																		
peaux de renards, loutres, fouinnes etc.	Peaux ; de renards, loutres, fouines etc.	Peaux ; de renards, loutres, fouines etc.		huiden (vossen, otters, steenmartens...)	hides of foxes, otters and stone martens	pounds	[idem] appretés	1	0	0	0					1																		
peaux de renards, loutres, fouinnes etc. (apprêttées)	Peaux ; de renards, loutres, fouines etc. ; apprêtées	Peaux ; de renards, loutres, fouines etc. ; apprêtées		huiden (vossen, otters, steenmartens.)	hides of foxes, otters and stone martens	pieces		1	1	0	0					1	1353	Fatima Zahra	AN F12 245	Objet Général	1777	Imports			127		Suède		25530				108076	
peaux de renards, loutres, fouinnes etc. (sans apprets)	Peaux ; de renards, loutres, fouines etc. ; sans apprêt	Peaux ; de renards, loutres, fouines etc. ; sans apprêt		huiden (vossen, otters, steenmarters., z.ber.)	hides of foxes, otters and stone martens	pieces		1	1	0	0					1	2970	Annick Davis	Montbret 849	Objet Général	1752	Exports			196		Hollande		14455				17955	
