marchandises_normalisees	marchandises_simplifiées	SITC_rev1	SITC_rev2	remarques_marchandises	sitc1digit	sitc18thc	alternativenames	marchandises_pour_graphe_RG
Miroirs, petits	Miroirs, petits	6	6		6	6		
Mirrhe	Mirrhe	2	2					
Mitaines	Mitaines	8	8					
Mitaines ; brodées	Mitaines	8	8					…
Mitaines ; de peau	Mitaines	8	8		8	8		
Mitaines ; garnies de soie	Mitaines	8	8					
Mitaines ; liserées	Mitaines	8	8					
Mites	Mites	8	8					
Mites ; de soie	Mites	8	8					
Mitraille ; de cuivre	Mitraille ; de cuivre	2	2	vieux cuivre mitraille	6	6	vieux cuivre mitraille	
Moelle	Moelle	0	0a					
Moelle ; de bœuf	Moelle ; de bœuf	0	0a					
Molenaers	Molenaers	0	0a	meuniers dits molenaers	0	0a	meuniers dits molenaers	
Molton	Molton	6	6b	molton et Camaroux	6	6b	molton et Camaroux	
Molton ; de laine	Molton ; de laine	6	6b					
Momade	Momade	…	…					
Momie	Momie	…	…					
Moncayard	Moncayard	…	…					
Mongette	Mongette	…	…					
Mongistere	Mongistere	…	…					
Monnaie ; argent	Monnaie	9	9a		9	9		
Monnaie ; argent ; piastres	Monnaie	9	9a					
Monnaie ; argent ; piastres ; du Grand Seigneur	Monnaie	9	9a					
Monnaie ; argent ; piastres; d'Espagne	Monnaie	9	9a					
Monnaie ; cuivre	Monnaie	9	9a					
Monnaie ; étrangère	Monnaie	9	9a					
Monnaie ; étrangère ou lingot	Monnaie	9	9a					
Monnaie ; or	Monnaie	9	9a					
Monnaie ; or et argent	Monnaie	9	9a		9	9		
Monnaie ; or et argent ; en piastres	Monnaie	9	9a		9	9		
Monnaie ; Piastres	Monnaie	9	9a					
Montres ; d'argent	Montres	9	9a					
Montres ; d'or	Montres	8	8					
Montres ; de cuivre	Montres	8	8					
Montres ; de poche	Montres	8	8		8	8		
Montres ; de poche ; à caisse d'argent	Montres	8	8	montres de poche en argent	8	8	montres de poche en argent	
Montres ; de poche ; à caisse d'or	Montres	8	8	montres de poche en or	8	8	montres de poche en or	
Montres ; de poche ; à caisse de Pinsbeck	Montres	8	8		8	8		
Moquette	Moquette	6	6					
Morilles	Morilles	0	0a					
Mors ; de brides	Mors ; de brides	7	7		9	9		
Mortiers ; de marbre	Mortiers ; de marbre	6	6					
Mortiers ; de métal	Mortiers ; de métal	6	6					...
Mortiers ; de pierre	Mortiers ; de pierre	6	6					
Moucade	Moucade	…	…					
Mouches ; cantardes	Mouches	8	8					
Mouches ; de soie	Mouches	8	8					
Mouches ; de taffetas	Mouches	8	8		8	8		
Mouches à miel	Mouches à miel	0	0a					
Mouchoirs	Mouchoirs	6	6a					...
Mouchoirs ; à peu de soie	Mouchoirs	6	6a					
Mouchoirs ; à vignettes	Mouchoirs	6	6a					
Mouchoirs ; communs	Mouchoirs	6	6a					...
Mouchoirs ; d'aleph	Mouchoirs	6	6d					cotton
Mouchoirs ; d'indienne	Mouchoirs	6	6d					
Mouchoirs ; de Bearn	Mouchoirs	6	6					...
Mouchoirs ; de Béarn	Mouchoirs	6	6					
Mouchoirs ; de Bengal	Mouchoirs	6	6d					
Mouchoirs ; de Betton	Mouchoirs	6	6d					
Mouchoirs ; de Cholet	Mouchoirs	6	6d	D'après le dictionnaire de commerce portatif (1770), les manufactures de Cholet, Poitou et alentours sonr réputés pour leur mouchoirs de coton.				
Mouchoirs ; de coton	Mouchoirs	6	6d					
Mouchoirs ; de coton et soie	Mouchoirs	6	6d					cotton
Mouchoirs ; de coton peints	Mouchoirs	6	6d					
Mouchoirs ; de fil	Mouchoirs	6	6a					
Mouchoirs ; de fil et coton	Mouchoirs	6	6a					
Mouchoirs ; de foulard	Mouchoirs	6	6					
Mouchoirs ; de gaze	Mouchoirs	6	6					
Mouchoirs ; de guinguan	Mouchoirs	6	6					
Mouchoirs ; de l'hotes	Mouchoirs	6	6					
Mouchoirs ; de laine	Mouchoirs	6	6b					
Mouchoirs ; de Madras	Mouchoirs	6	6d					
Mouchoirs ; de masulipatan	Mouchoirs	6	6d					
Mouchoirs ; de mousseline	Mouchoirs	6	6d					cotton
Mouchoirs ; de paliacatte	Mouchoirs	6	6d					
Mouchoirs ; de Pondichéry	Mouchoirs	6	6d					
Mouchoirs ; de Romald	Mouchoirs	6	6d					cotton
Mouchoirs ; de Rouen	Mouchoirs	6	6d	Idem que pour les mouchoirs de Cholet, même source				
Mouchoirs ; de Saumur	Mouchoirs	6	6					
Mouchoirs ; de siamoise	Mouchoirs	6	6d					
Mouchoirs ; de soie	Mouchoirs	6	6c					
Mouchoirs ; de toile ; de Cholet	Mouchoirs	6	6a					
Mouchoirs ; de Zurich	Mouchoirs	6	6d					
Mouchoirs ; des Indes	Mouchoirs	6	6d					
Mouchoirs ; des Indes ; de coton	Mouchoirs	6	6d					
Mouchoirs ; des Indes ; de soie	Mouchoirs	6	6a					
Mouchoirs ; des Indes ; dit bandanas	Mouchoirs	6	6d					
Mouchoirs ; divers	Mouchoirs	6	6d					
Mouchoirs ; du Levant	Mouchoirs	6	6d					
Mouchoirs ; en soie	Mouchoirs	6	6d					
Mouchoirs ; fins	Mouchoirs	6	6					…
Mouchoirs ; Komel et Renis	Mouchoirs	6	6d					
Mouchoirs ; peints	Mouchoirs	6	6d					
Mouchoirs ; points	Mouchoirs	6	6d					
Mouchoirs brodées	Mouchoirs	6	6		8	8		
Mouchoirs d'Indienne	Mouchoirs	6	6d		8	8		
Mouchoirs de coton	Mouchoirs	6	6d		8	8		
Mouchoirs de coton découpés	Mouchoirs	6	6d		8	8		
Mouchoirs de fil et coton	Mouchoirs	6	6a		8	8		
Mouchoirs de fil et coton découpés	Mouchoirs	6	6a		8	8		
Mouchoirs de mousseline	Mouchoirs	6	6d		8	8		
Mouchoirs de soie	Mouchoirs	6	6c		8	8		
Mouchoirs de toile	Mouchoirs	6	6a					
Mouchoirs de toile découpés	Mouchoirs	6	6a		8	8		
Mouchoirs demi soie	Mouchoirs	6	6c		8	8		
Mouchoirs et cravates de mousseline	Mouchoirs	6	6d		8	8		
Mouchoirs et cravates de soie mêlée	Mouchoirs	6	6c		8	8		
Moules	Moules	0	0a					
Moules ; pour chandelles	Moules ; pour chandelles	6	6		6	6		
Moulins ; à bras	Moulins	6	6		6	6		
Moulins ; à café	Moulins	6	6		6	6		
Moulins ; à dessécher	Moulins	6	6					
Moulins ; à filer	Moulins	6	6		6	6		
Moulins ; à grains	Moulins	6	6					
Moulins ; à lapidaire	Moulins	6	6					...
Moulins ; à maïs	Moulins	6	6					
Moulins ; à moudre grain	Moulins	6	6		6	6		
Moulins ; à moutarde	Moulins	6	6					
Moulins ; à poivre	Moulins	6	6					...
Moulins ; à sucre	Moulins	6	6					
Moulins ; à tabac	Moulins	6	6					
Moulins ; à tordre fil	Moulins	6	6		6	6		
Moulins ; de bois	Moulins	6	6		6	6		
Moulins ; de fer	Moulins	6	6		6	6		...
Moulons	Moulons	2	2					
Moulons ; à faire chaux	Moulons ; à faire chaux	2	2		2	2		
Moulons ; et kibbelinck	Moulons ; et kibbelinck	2	2					
Mouquette	Mouquette	6	6		6	6		
Moureaux	Moureaux	…	…					
Moureaux de mulets	Moureaux de mulets	7	7					...
Mousse	Mousse	2	2					
Mousse ; de bois	Mousse	2	2					
Mousseline	Mousseline	6	6d					
Mousseline ; de Suisse et siamoise à ligne de soie	Mousseline	6	6c		6	6c		
Mousseline ; et toile de coton blanc	Mousseline	6	6d		6	6d		
Mousserons	Mousserons	…	…					
Moutarde	Moutarde	0	0a		0	0a		
Moutons	Moutons	0	0a					
Moutons et brebis	Bétail	0	0a		0	0a		
Mouvements ; de montres	Mouvements ; de montres	8	8					…
Mouvements ; de pendules	Mouvements ; de pendules	8	8					
Moyeux	Moyeux	7	7					
Mules et mulets	Mules et mulets	0	0a					
Mulets	Mulets	0	0a					
Mûriers	Mûriers	2	2					
Musc	Musc	5	5					
Muscades ; de perles	Muscades ; de perles	8	8					
Muscat à l'eau de vie	Muscat à l'eau de vie	1	1					
Muse	Muse	…	…					
Musique	Musique	8	8					...
Nacelles	Nacelles	7	7					
Nacettes	Nacettes	7	7		7	7		
Nacre	Nacre	2	2	coquilles dite nacre de perle	2	2	coquilles dite nacre de perle	
Nacre ; de perles	Nacre ; de perles	2	2					
Nacre ; en coquille	Nacre ; en coquille	2	2					
Nanquin	Nanquin	6	6d					
Nappes	Nappes	6	6a					
Nappes ; faites	Nappes	6	6a		6	6a		
Nappes ; ouvrées	Nappes	6	6a					
Nappes ; unies	Nappes	6	6a					
Nattes	Nattes	6	6					...
Nattes ; communes à pacqueter	Nattes	6	6		6	6		
Nattes ; de jonc large	Nattes	6	6		6	6		
Nattes ; de jonc rondes pour les pieds	Nattes	6	6		6	6		
Nattes ; de joncs	Nattes	6	6		7	7		
Nattes ; de joncs et de paille larges	Nattes	6	6	nattes de joncs larges	6	6	nattes de joncs larges	
Nattes ; de joncs et paille étroites	Nattes	6	6	nattes de joncs étroites	6	6	nattes de joncs étroites	
Nattes ; de jongs	Nattes	6	6					
Nattes ; de paille	Nattes	6	6					
Nattes ; rondes	Nattes	6	6	nattes rondes et communes	6	6	nattes rondes et communes	
Nattrons	Nattrons	…	…					
Nature ; de baleine	Nature ; de baleine	…	…					
Naveaux	Naveaux	0	0a		0	0a		
Navets	Légume	0	0a					
Navettes	Navettes	7	7					
Navettes ; à drapier	Navettes	7	7					
Neganepeau	Neganepeau	…	…					
Nelis	Étoffe	6	6					
Nelis ; étoffe	Étoffe	6	6					
Nepres	Nepres	...	...					...
Neptunes de cuivre	Neptunes de cuivre	…	…					
Nerfs de bœufs	Nerfs de bœufs	7	7					
Nicaneas	Nicaneas	…	…					
Nids ; d'oiseaux	Nids d'oiseaux	…	…					
Nina	Nina	…	…					
Nippes	Nippes	8	8					
Nippes ; de toute espèce	Nippes	8	8		8	8		
Nippes et atours	Nippes et atours	8	8		8	8		
Nœuds d'épées et cordons de montres	Nœuds d'épées et cordons de montres	8	8		8	8		
Noir ; à imprimer	Noir	5	5					
Noir ; à noircir	Noir	5	5					
Noir ; commun	Noir	5	5					
Noir ; d'Espagne	Noir	5	5					...
Noir ; d'ivoire	Noir	5	5					
Noir ; de Chypre	Noir	5	5					
Noir ; de fumée	Noir	5	5					
Noisettes	Noisettes	0	0a					
Noisettes ou avelinnes	Noisettes	0	0a	noisettes et avelennes	0	0a	noisettes et avelennes	
Noix	Noix	0	0a					
Noix ; de coco	Noix ; de coco	0	0b	noix de cocq	0	0b	noix de cocq	
Noix ; de Galle	Noix ; de Galle	0	0a					
Noix ; épillées	Noix ; épillées	0	0a		0	0a		
Noix ; grosses	Noix ; grosses	0	0a					
Noix ; venimeux	Noix ; venimeux	2	2					
Noix ; vomiques	Noix ; vomiques	2	2					
Noix ; vomiques	Noix ; vomiques	2	2					
Noronges	Noronges	…	…					
Nougat	Nougat	0	0a					
Nousouque	Nousouque	…	…					
Noyaux	Noyaux	2	2					...
Noyaux ; de pêche	Noyaux	2	2					...
Noyer et cerisier	Arbre	2	2		2	2		
Objets ; manufacturés ; réunis	Marchandises ; manufacturés ; réunis	8	8					…
Objets divers de peu de valeur	Marchandises	8	8					
Ocre	Ocre	5	5					...
Ocre ; brun	Ocre	5	5		5	5		
Ocre ; de toute espèce	Ocre	5	5	ocre de toute sorte de couleur	5	5	ocre de toute sorte de couleur	
Ocre ; jaune	Ocre	5	5					
Ocre ; noir	Ocre	5	5		5	5		
Ocre ; rouge	Ocre	5	5		5	5		
Odeure	Odeure	…	…					
Œil ; de bœuf	Œil de bœuf	6	6					
Œil de bœuf	Œil de bœuf	6	6		6	6		
Œil de bœuf ; garnis de cuivre	Œil de bœuf	6	6		6	6		
Œillets	Œillets	2	2					
Œuf	Œufs	0	0a					
Œufs	Œufs	0	0a					
Œufs ; de faisans	Œufs	0	0a					
Œufs ; de poules	Œufs	0	0a					...
Œuillards ; de Brie	Œuillards ; de Brie	…	…					
Oies	Volaille	0	0a		0	0a		
Oignons	Oignons	0	0a		0	0a		
Oignons ; communs	Oignons	0	0a					
Oignons ; de fleurs	Oignons ; de fleurs	2	2					...
Oiseaux ; de proie	Oiseaux ; de proie	0	0a					
Oiseaux ; petits	Oiseaux ; petits	0	0a					
Oiseaux, petits, grives, etc.	Oiseaux ; petits	0	0a		0	0a		
Olives	Olives	0	0a					
Ongles ; de bœuf	Ongles ; de bœuf	2	2					
Ongles ; de carres	Ongles ; de carres	2	2					
Onglons ; de bœuf	Ongles ; de bœuf	2	2					
Opium	Opium	2	2					
Opoponax	Opoponax	…	…					
Optiques	Instruments ; Optiques	…	…					
Or ; batty	Or	6	6					
Or ; en baissette	Or	6	6					
Or ; en coquilles	Or	6	6					
Or ; faux	Or ; faux	6	6					
Or ; fin , en feuille	Or	6	6					...
Or ; fin ; en lingot	Or	6	6					...
Or ; fin ; en paillette	Or	6	6					
Or ; massif	Or	6	6		8	8		
Or ; paillettes	Or	6	6					
Or ; travaillé	Or ; ouvré	8	8		8	8		
Or en lingots	Or	9	9					...
Or et argent ; balles	Or et argent	6	6					...
Or et argent ; battu	Or et argent	6	6					
Or et argent ; en barres et lingots	Or et argent	6	6					
Or et argent ; en fil	Or et argent	8	8		8	8		
Or et argent ; en lingots	Or et argent	6	6					...
Or et argent ; faux	Or et argent ; faux	6	6					
Or et argent ; faux battu en livrets de 24 feuilles	Or et argent ; faux	6	6		6	6		
Or et argent ; faux en fil, cantilles, etc.	Or et argent ; faux	6	6		6	6		
Or et argent ; fin	Or et argent	6	6					...
Or et argent ; fin battu en livrets de 24 feuilles	Or et argent	8	8		8	8		
Or et argent ; fin en livrets	Or et argent	6	6					
Or et argent ; fin, en fil, cantilles, paillettes	Or et argent	6	6		6	6		
Or et argent ; paillettes	Or et argent	6	6					
Or et argent ; trail	Or et argent	6	6					...
Or fin en feuilles	Or	6	6					...
Oranges	Fruits	0	0a					
Oranges ; aigres	Fruits	0	0a					
Oranges ; douces	Fruits	0	0a					
Oranges et citrons	Fruits	0	0a		0	0a		
Orcanettes	Orcanettes	…	…					
Orego	Orego	5	5		5	5		
Oreillons	Oreillons	…	…					
Oreillons ; à faire colle	Oreillons ; à faire colle	…	…					
Orfèvrerie	Orfèvrerie	8	8					…
Orfèvrerie ; diverse	Orfèvrerie	8	8					…
Orfèvrerie ; en argent ; diverse	Orfèvrerie	8	8					
Orfèvrerie ; en argent ; vaisselle d'argent	Orfèvrerie	8	8					
Orfèvrerie ; en or	Orfèvrerie	8	8					…
Orfèvrerie ; en or et argent	Orfèvrerie	8	8					
Orfèvrerie ; vaisselle d'agent	Orfèvrerie	8	8					
Organdis	Toile ; Organdis	6	6d	Sorte de mousseline ou toile de coton, syn.: Betille (Savary)				cotton
Orge	Orge	0	0a					
Orge ; ?	Orge	0	0a					…
Orge ; commun en jarbes	Orge	0	0a		0	0a		
Orge ; en graines	Orge	0	0a					
Orge ; germée	Orge	0	0a					
Orge ; mondé et perlé	Orge	0	0a		0	0a		
Orge ; mondée	Orge	0	0a					...
Orge ; ou soucrion	Orge	0	0a		0	0a		
Orge ; ou soucrion en jarbes	Orge	0	0a					
Orge ; perlée	Orge	0	0a					
Orge ; soucrion	Orge	0	0a	orge commun soucrion	0	0a	orge commun soucrion	
Orgue	Instruments ; de musique	8	8	orgues pour eglise	8	8	orgues pour eglise	
Orgue ; clavecins et épinettes	Instruments ; de musique	8	8		8	8		
Orgue ; de savoyard	Instruments ; de musique	8	8		8	8		
Origan	Origan	0	0a					
Ornements ; d'Eglise	Ornements	8	8					
Ornements ; de table	Ornements	8	8					
Orobes	Orobes	…	…					
Orpiments	Orpiments	5	5		5	5		
Orpin	Orpin	…	…					
Ortites ; de menuisier	Ortites ; de menuisier	…	…					
Os ; de bœuf	Os ; de bœuf	2	2					
Os ; de cœur ; de bœuf	Os ; de bœuf	2	2					
Os ; de sèche	Os ; de sèche	2	2					
Osier	Osier	2	2					
Osier ; d'en dessous de 7 paumes	Osier	2	2					
Osier ; de 10 à 11 paumes	Osier	2	2					
Osier ; de 12 à 14 paumes	Osier	2	2		2	2		
Osier ; de 7 à 9 paumes	Osier	2	2		2	2		
Osier ; en dessous de 10 paumes	Osier	2	2		2	2		
Osier ; ouvrés	Osier ; ouvrés	6	6	ouvrage d'ozier	2	2	ouvrage d'ozier	
Osserie ; de Dieppe	Osserie ; de Dieppe	…	…					
Ouate	Ouate	6	6		6	6		
Ouate ; d'etouppes	Ouate	6	6a		6	6a		
Ouate ; de cotton	Ouate	6	6d		6	6d		
Ouate ; de laine	Ouate	6	6b		6	6b		
Ouate ; de soye	Ouate	6	6c		6	6c		
Outils	Outils	6	6					
Outils ; à battre l'or	Outils	6	6					
Outils ; à faire cartes et moules	Outils	6	6		6	6		
Outils ; à soutirer le vin	Outils	6	6					
Outils ; d'horloger	Outils	6	6					
Outils ; d'imprimerie	Outils	6	6		6	6		
Outils ; d'ouvriers	Outils	6	6					
Outils ; de charpentier	Outils	6	6					
Outils ; de ferblanctier	Outils	6	6		6	6		
Outils ; de laboureurs	Outils	6	6		6	6		
Outils ; de marchands de vin	Outils	6	6		6	6		
Outils ; de miroitier	Outils	6	6		6	6		
Outils ; de moulin à papier	Outils	6	6		6	6		
Outils ; de orfèvres	Outils	6	6		6	6		
Outils ; de tisserands	Outils	6	6		6	6		
Outils ; divers	Outils	6	6		6	6		
Outils ; menuisier	Outils	6	6					
Ouvrages ; de bois	Ouvrages ; de bois	6	6					
Ouvrages ; de bois ; menu	Ouvrages ; de bois	6	6		6	6		
Ouvrages ; de buis	Ouvrages ; de bois	6	6					...
Ouvrages ; de fleuret	Ouvrages ; de fleuret	6	6c					
Ouvrages ; de laine	Ouvrages ; de laine	6	6b					
Ouvrage de bois ; Gros	Ouvrages ; de bois	6	6		6	6		
Ouvrages ; d'airain	Ouvrages ; d'airain	6	6					
Ouvrages ; d'albatre	Ouvrages ; d'albâtre	6	6		6	6		
Ouvrages ; d'albâtre	Ouvrages ; d'albâtre	6	6					
Ouvrages ; d'osier	Ouvrages ; d'osier	6	6					
Ouvrages ; de bois	Ouvrages ; de bois	6	6		2	2		
Ouvrages ; de bois ; doré	Ouvrages ; de bois	6	6					
Ouvrages ; de bois sculpté et doré	Ouvrages ; de bois	6	6		6	6		
Ouvrages ; de bois simple	Ouvrages ; de bois	6	6					
Ouvrages ; de bois simple ; Aviron	Ouvrages ; de bois	7	7					
Ouvrages ; de bois simple ; Divers	Ouvrages ; de bois	6	6					
Ouvrages ; de bois simple ; En bateaux	Ouvrages ; de bois	7	7					
Ouvrages ; de bois simple ; En grilles de sapin	Ouvrages ; de bois	6	6					
Ouvrages ; de bois simple ; En horloge	Ouvrages ; de bois	8	8					
Ouvrages ; de bois vernis de Spa	Ouvrages ; de bois	6	6	ouvrages de Spa et vernis	6	6	ouvrages de Spa et vernis	
Ouvrages ; de boissellerie	Ouvrages ; de boissellerie	6	6					
Ouvrages ; de bronze	Ouvrages ; de bronze	6	6					
Ouvrages ; de carton	Ouvrages ; de carton	6	6					
Ouvrages ; de charpentier	Ouvrages ; de charpentier	6	6	bois préparée pour charpente	6	6	bois préparée pour charpente	
Ouvrages ; de charpentier	Ouvrages ; de charpentier	6	6					
Ouvrages ; de charpentiers	Ouvrages ; de charpentiers	6	6	bois préparée pour charpente	6	6	bois préparée pour charpente	
Ouvrages ; de charron	Ouvrages ; de charron	6	6					
Ouvrages ; de cire	Ouvrages ; de cire	6	6					
Ouvrages ; de cordonnier ; en souliers	Ouvrages ; de cordonnier ; en souliers	8	8					
Ouvrages ; de coudriers	Ouvrages ; de coudriers	6	6					
Ouvrages ; de cristal	Ouvrages ; de cristal	6	6					
Ouvrages ; de cuir	Ouvrages ; de cuir	6	6					
Ouvrages ; de cuir ; en cordonnerie et sellerie	Ouvrages ; de cuir	8	8					
Ouvrages ; de cuivre ; Divers	Ouvrages ; de cuivre	6	6					
Ouvrages ; de cuivre ; Doré et argenté	Ouvrages ; de cuivre	6	6					
Ouvrages ; de cuivre ; Simples	Ouvrages ; de cuivre	6	6					
Ouvrages ; de drap	Ouvrages ; de drap	6	6b		6	6b		
Ouvrages ; de fayence	Ouvrages ; de fayence	6	6		6	6		
Ouvrages ; de fer ; ancres	Ouvrages ; de fer	7	7					
Ouvrages ; de fer ; blanc	Ouvrages ; de fer	6	6					
Ouvrages ; de fer ; cricks	Ouvrages ; de fer	6	6					
Ouvrages ; de fer ; divers	Ouvrages ; de fer	6	6					
Ouvrages ; de fer ; enclumes	Ouvrages ; de fer	6	6					
Ouvrages ; de fournisseur	Ouvrages ; de fournisseur	6	6					
Ouvrages ; de joncs	Ouvrages ; de joncs	6	6					
Ouvrages ; de laiton	Ouvrages ; de laiton	6	6					
Ouvrages ; de mandriers	Ouvrages ; de mandriers	6	6		8	8		
Ouvrages ; de marqueterie	Ouvrages ; de marqueterie	6	6					
Ouvrages ; de mécanique	Ouvrages ; de mécanique	8	8					
Ouvrages ; de menuiserie	Ouvrages ; de menuiserie	6	6		6	6		
Ouvrages ; de menuiserie	Ouvrages ; de menuiserie	6	6					
Ouvrages ; de menuiserie simple	Ouvrages ; de menuiserie	6	6		6	6		
Ouvrages ; de métal	Ouvrages ; de métal	6	6					
Ouvrages ; de mi soie	Ouvrages ; de mi soie	6	6c					
Ouvrages ; de modes ; Divers	Ouvrages ; de modes	8	8					
Ouvrages ; de modes ; En fleurs artificielles	Ouvrages ; de modes	8	8					
Ouvrages ; de passementerie	Ouvrages ; de passementerie	8	8					
Ouvrages ; de pattes	Ouvrages ; de pattes	6	6					
Ouvrages ; de peaux	Ouvrages ; de peaux	6	6					
Ouvrages ; de pelleteries	Ouvrages ; de pelleteries	6	6		6	6		
Ouvrages ; de pierre	Ouvrages ; de pierre	6	6		6	6		
Ouvrages ; de pierres	Ouvrages ; de pierres	6	6					
Ouvrages ; de plâtre	Ouvrages ; de plâtre	6	6					
Ouvrages ; de plâtre en figures	Ouvrages ; de plâtre en figures	6	6	ouvrage de platre	6	6	ouvrage de platre	
Ouvrages ; de plomb	Ouvrages ; de plomb	6	6					...
Ouvrages ; de plumes	Ouvrages ; de plumes	6	6					
Ouvrages ; de porcelaine	Ouvrages ; de porcelaine	6	6	ouvrages de porcelaine fine	6	6	ouvrages de porcelaine fine	
Ouvrages ; de porcelaine	Ouvrages ; de porcelaine	6	6					
Ouvrages ; de porcelaine et faïence	Ouvrages ; de porcelaine	6	6		6	6		
Ouvrages ; de sculpteur	Ouvrages ; de sculpteur	6	6		6	6		
Ouvrages ; de sculpture	Ouvrages ; de sculpture	8	8					
Ouvrages ; de sellerie	Ouvrages ; de sellerie	7	7					
Ouvrages ; de selliers de toutes sortes	Ouvrages ; de selliers de toutes sortes	7	7	ouvrages de sellier, harnois, brides et autres ouvrages semblables	7	7	ouvrages de sellier, harnois, brides et autres ouvrages semblables	
Ouvrages ; de serrurerie	Ouvrages ; de serrurerie	6	6					
Ouvrages ; de serrurerie ; en ressorts de voitures	Ouvrages ; de serrurerie	6	6					...
Ouvrages ; de serrurerie ; fer	Ouvrages ; de serrurerie	6	6					
Ouvrages ; de soie	Ouvrages ; de soie	6	6					...
Ouvrages ; de soie et dorure	Ouvrages ; de soie et dorure	6	6c					
Ouvrages ; de spa	Ouvrages ; de spa	6	6					...
Ouvrages ; de tableterrie	Ouvrages ; de tableterrie	8	8					
Ouvrages ; de taillaudier	Ouvrages ; de taillaudier	6	6					
Ouvrages ; de terre ; cuite	Ouvrages ; de terre cuite	6	6					
Ouvrages ; de terre cuite ; Briques	Ouvrages ; de terre cuite	6	6					
Ouvrages ; de terre cuite ; Carreaux	Ouvrages ; de terre cuite	6	6					
Ouvrages ; de terre cuite ; Chuiles	Ouvrages ; de terre cuite	6	6					
Ouvrages ; de terre cuite ; Creusets	Ouvrages ; de terre cuite	6	6					
Ouvrages ; de terre cuite ; Divers	Ouvrages ; de terre cuite	6	6					
Ouvrages ; de terre cuite ; Moules	Ouvrages ; de terre cuite	6	6					
dOuvrages ; De terre cuite ; Pipes à fumer	Ouvrages ; de terre cuite	8	8					
Ouvrages ; de terre en postures	Ouvrages ; de terre cuite	6	6		6	6		
Ouvrages ; de terre et de pierre en potteries	Ouvrages ; de terre cuite	6	6	service de cuisine	6	6	service de cuisine	
Ouvrages ; de tonneliers	Ouvrages ; de tonneliers	6	6		6	6		
Ouvrages ; de tonnellerie	Ouvrages ; de tonneliers	6	6					
