orthographic_pierre,FDO simpl,simplification,status,beforeItems,afterItems,obsolete,imprimatur
seil de grains,seigle ; de grain,seigle ; de grain,rewire,,[Seil de grain],no,Guillaume Daudin
sel,sel,sel,rewire,[Sels] [sel] [Sel],[sel] [Sel],no,Guillaume Daudin
sel antartique,sel ; antarctique,sel ; antarctique,rewire,,[Sel; antartique] [Sel ; antartique],no,Guillaume Daudin
sel blanc,sel ; blanc,sel ; blanc,rewire,,[sel blanc] [Sel ; blanc],no,Guillaume Daudin
sel chimique de lait,sel ; chimique ; de lait,sel ; chimique ; de lait,rewire,,[Sel chimique de lait],no,Guillaume Daudin
sel chimique de nitre,sel ; chimique ; de nitre,sel ; chimique ; de nitre,rewire,,[Sel chimique de nitre],no,Guillaume Daudin
sel d'absinthe,sel ; d'absinthe (alsem),sel ; d'absinthe (alsem),rewire,,[sel d'absint] [Sels ; d'absinte],no,Guillaume Daudin
sel d'alsem,sel ; d'alsem,sel ; d'alsem,rewire,,[sel d'alsem],no,Guillaume Daudin
sel d'Angleterre,sel ; d'Angleterre,sel ; d'Angleterre,rewire,,[sel d'Angleterre] [Sel ; d'angleterre] [Sel; d'angleterre] [Sels ; d'angleterre] [Sel ; d'Angleterre] [Sel d'Angleterre],no,Guillaume Daudin
sel d'Espagne,sel ; d'Espagne,sel ; d'Espagne,rewire,,[sel d'Espagne] [Sel d'Espagne],no,Guillaume Daudin
sel de boue,sel ; de boue,sel ; de boue,rewire,,[sel de boue],no,Guillaume Daudin
sel de chimie,sel ; de chimie,sel ; de chimie,rewire,,[Sel ; de chimie],no,Guillaume Daudin
sel de France,sel ; de France,sel ; de France,rewire,,[Sel de France],no,Guillaume Daudin
sel de Franche-Comté,sel ; de Franche-Comté,sel ; de Franche-Comté,rewire,,[Sel ; de Franche Comté],no,Guillaume Daudin
sel de lait,sel ; de lait,sel ; de lait,rewire,,[Sels de lait] [Sel de lait],no,Guillaume Daudin
sel de Lorraine,sel ; de Lorraine,sel ; de Lorraine,rewire,,[Sel ; de lorraine],no,Guillaume Daudin
sel de Marennes,sel ; de Marennes,sel ; de Marennes,rewire,,[Sel de marenne] [Sel de Marennes] [Sel de Marenne] [Sel de marennes] [Sel de marrennes],no,Guillaume Daudin
sel de mer,sel ; de mer,sel ; de mer,rewire,,[Sel ; de mer] [Sel de mer],no,Guillaume Daudin
sel de roche,sel ; de roche,sel ; de roche,rewire,,[Sel ; de roche],no,Guillaume Daudin
sel de Rocq,sel ; de Rocq,sel ; de Rocq,rewire,,[sel de Rocq],no,Guillaume Daudin
sel de samoine,sel ; de samoine,sel ; de samoine,rewire,,[Sel ; de samoine],no,Guillaume Daudin
sel de tamarin,sel ; de tamarin,sel ; de tamarin,rewire,,[Sel ; de tamarin] [Sels ; de tamarin] [Sel de tamarin] [sel de tamarin] [Sel de tamarins],no,Guillaume Daudin
sel de tartaric,sel ; de tartaric,sel ; de tartaric,rewire,,[sel de tartaric],no,Guillaume Daudin
sel de tartre,sel ; de tartre,sel ; de tartre,rewire,,[sel de tartre] [Sel ; de tartre],no,Guillaume Daudin
sel des Sables d'Olonne,sel ; des sables d'olonne,sel ; des sables d'olonne,rewire,,[Sel des sables dollomes],no,Guillaume Daudin
sel dit beggere,sel ; dit beggere,sel ; dit beggere,rewire,,[sel dit beggere],no,Guillaume Daudin
sel du Poulinguen,sel ; de Poulinguen,sel ; de Poulinguen,rewire,,[Sel ; de Poulinguen] [Sel ; du Pouliguen] [Sel ; de Pouliguen] [Sel de Pouliguen] [Sel du Pouliguen] [Sel du pouliguen] [Sels du pouliguen] [Sels du Poulinguen] [Sel du Poulinguen] [Sel de Poulinguen],no,Guillaume Daudin
sel grains,sel ; grain,sel ; grain,rewire,,[Sel ; grain],no,Guillaume Daudin
sel gris,sel ; gris,sel ; gris,rewire,,[sel gris] [Sel ; gris],no,Guillaume Daudin
sel médicinal,sel ; médicinal,sel ; médicinal,rewire,,[Sel ; médecinal] [Sel ; medecinal] [Sel ; médicinal] [Sel; medecinal] [Sel ; medicinal] [Sel medicinal] [Sel medecinal] [Sel médicinal] [sel medecinale],no,Guillaume Daudin
sel misay,sel ; misay,sel ; misay,rewire,,[Sel ; misay] [Sel; misay],no,Guillaume Daudin
sel ordinaire,sel ; ordinaire,sel ; ordinaire,rewire,,[Sel ; ordinaire] [Sel ordinaire],no,Guillaume Daudin
sel peccain,sel ; peccain,sel ; peccain,rewire,,[Sel ; peccain],no,Guillaume Daudin
sel pour les pêches libre,sel ; pour la pèche libre,sel ; pour la pèche libre,rewire,,[sel pour la pèche libre] [sel pour la peche libre],no,Guillaume Daudin
sel teint,sel ; teint,sel ; teint,rewire,,[Sel teint],no,Guillaume Daudin
sel volatil,sel ; volatil,sel ; volatil,rewire,,[sel volatil],no,Guillaume Daudin
sel volatile,sel ; volatil,sel ; volatil,rewire,,[Sel ; volatile] [Sel ; volatille] [Sel; volatile],no,Guillaume Daudin
selles de fer,selle ; de fer,selle ; de fer,rewire,,[Selle de Fer],no,Guillaume Daudin
selles de poste,selle ; de poste,selle ; de poste,rewire,,[Selle de Poste],no,Guillaume Daudin
sels,sel,sel,rewire,,[Sels],no,Guillaume Daudin
semé,drogue ; médicinale ; séné,drogue ; médicinale ; séné,rewire,,[Semé],no,Guillaume Daudin
semence de chanvre,semence ; de chanvre,semence ; de chanvre,rewire,,[semence de chanvre],no,Guillaume Daudin
semence de colza et ???,semence ; de colsaet,semence ; de colsaet,rewire,,[semence de colsaet],no,Guillaume Daudin
semence de cumin,semence ; de cumin,semence ; de cumin,rewire,,[semence de cumin],no,Guillaume Daudin
semence de jardin,semence ; de jardin,semence ; de jardin,rewire,,[semences de jardin],no,Guillaume Daudin
semence de luzerne,semence ; de luzerne,semence ; de luzerne,rewire,,[semence de luzerne],no,Guillaume Daudin
semence de sainfoin,semence ; de sainfoin,semence ; de sainfoin,rewire,,[semence de sainfoin],no,Guillaume Daudin
séné,drogue ; médicinale ; séné,drogue ; médicinale ; séné,rewire,[Semé] [Sene] [Sené] [Senné] [sené] [Séné],[Sene] [Sené] [Senné] [sené] [Séné],no,Guillaume Daudin
sénegré,senegré,senegré,rewire,,[Sénégre] [Senegré],no,Guillaume Daudin
serge blanche,drap ; serge ; blanc,drap ; serge ; blanc,rewire,,[serge blanche],no,Guillaume Daudin
serge d'Angleterre,drap ; serge ; d'Angleterre,drap ; serge ; d'Angleterre,rewire,,[serge d'Angleterre],no,Guillaume Daudin
serge de laine,serge ; de laine,serge ; de laine,rewire,,[Serges de laine] [Serge de laine] [Serge ; de laine],no,Guillaume Daudin
serge de soie,étoffe ; serge de soie,étoffe ; serge de soie,rewire,,[Serge ; de soye] [Serge de soye],no,Guillaume Daudin
serge écarlatine,serge ; d'écarlatine,serge ; d'écarlatine,rewire,,[Serge écarlatine],no,Guillaume Daudin
serge imprimée,drap ; serge ; imprimée,drap ; serge ; imprimée,rewire,,[serge imprimé] [Serge imprimée] [Serge ; imprimée],no,Guillaume Daudin
serpentin à distiller,serpentin ; à distiller,serpentin ; à distiller,rewire,,[Serpentin ; à disti.],no,Guillaume Daudin
serratule de teinture,serratule ; de teinture,serratule ; de teinture,rewire,,[Serratule de teinture],no,Guillaume Daudin
serrure,ouvrage ; de serrurerie,ouvrage ; de serrurerie,rewire,[Serrures] [Serrure],[Serrures] [Serrure],no,Guillaume Daudin
serviettes de lin,serviette ; de lin,serviette ; de lin,rewire,,[Serviettes de lin],no,Guillaume Daudin
serviettes de tables,serviette ; de table,serviette ; de table,rewire,,[Serviettes (de table)] [Serviette de table],no,Guillaume Daudin
singes,singe,singe,rewire,,[singes],no,Guillaume Daudin
sirop brut,sirop ; brut,sirop ; brut,rewire,,[Sirop brut],no,Guillaume Daudin
sirop d'amont,sirop ; d'amont,sirop ; d'amont,rewire,,[Sirop; d'amont] [Sirop d'amont] [Sirop ; d'amont],no,Guillaume Daudin
sirop de Calabre,sirop ; de calabre,sirop ; de calabre,rewire,,[Sirop ; de calabre],no,Guillaume Daudin
sirop de calbasse,sirop ; de calbasse,sirop ; de calbasse,rewire,,[Sirop ; de calbasse] [Sirop; de calbasse],no,Guillaume Daudin
sirop de capitaine,sirop ; de capitaine,sirop ; de capitaine,rewire,,[Sirop ; de capitaine],no,Guillaume Daudin
sirop de cédrat,sirop ; de cèdre,sirop ; de cèdre,rewire,,[Sirop de cedra],no,Guillaume Daudin
sirop de citron,sirop ; de citron,sirop ; de citron,rewire,,[Sirop ; de citron] [Sirop; de citron],no,Guillaume Daudin
sirop de framboise,sirop ; de framboise,sirop ; de framboise,rewire,,[Sirop ; de framboise],no,Guillaume Daudin
sirop de limon,sirop ; de limon,sirop ; de limon,rewire,,[Sirop ; de limon] [Sirop ; de Limon] [sirop de limon] [Sirop de limon] [Sirop de Limon],no,Guillaume Daudin
sirop de mûre,sirop ; de mûre,sirop ; de mûre,rewire,,[Sirop ; de mure],no,Guillaume Daudin
sirop de sucre,sirop ; de sucre,sirop ; de sucre,rewire,,[Siro de sucre] [sirop de sucre] [Sirop ; de sucre] [Sirop de sucre] [Sirop de Sucre],no,Guillaume Daudin
sirop de sucre candi,sirop ; de sucre candi,sirop ; de sucre candi,rewire,,[sirop de sucre candis],no,Guillaume Daudin
sirop de vinaigre,sirop ; de vinaigre,sirop ; de vinaigre,rewire,,[Sirop ; de vinaigre] [Sirop de vianigre] [Sirop de vinaigre],no,Guillaume Daudin
sirop de violette,sirop ; de violette,sirop ; de violette,rewire,,[Sirop ; de Violette] [Sirop ; de violette],no,Guillaume Daudin
sirop fin,sirop ; fin,sirop ; fin,rewire,,[Sirop ; fin] [Sirops fins],no,Guillaume Daudin
sirop fin et mélasse,sirop ; fin et mélasse,sirop ; fin et mélasse,rewire,,[Sirops fins et mélasse],no,Guillaume Daudin
sirop limon,sirop ; de limon,sirop ; de limon,rewire,,[Sirop Limon],no,Guillaume Daudin
sirop terré,sirop ; terré,sirop ; terré,rewire,,[Sirop terré],no,Guillaume Daudin
sistresaye,sistresay,sistresay,rewire,,[Sistresaye] [Sistresay] [Sintresas],no,Guillaume Daudin
soie à broder,soie ; à broder,soie ; à broder,rewire,,[Soye ; à broder],no,Guillaume Daudin
soie à coudre,soie ; à coudre,soie ; à coudre,rewire,,[soye à coudre] [Soies à coudre] [Soye; à coudre] [Soie ; à coudre] [Soye ; a coudre] [soye ; a coudre] [Soye a coudre] [Soye ; à coudre] [Soye à couvre] [Soie à coudre] [Soye à coudre],no,Guillaume Daudin
soie apprêtée,soie ; apprêtée,soie ; apprêtée,rewire,,[Soye ; apressée] [Soye ; aprestées] [Soye ; apprêtée] [Soye; aprestée] [Soye ; aprêtée] [Soye ; aprestée] [Soye apreté] [Soye aprétée] [Soye a prestée] [Soye a pretée] [Soye aprêtée] [soye aprêtée] [Soye apretée] [soye aprestée] [soye apretée],no,Guillaume Daudin
soie blanche,soie ; blanche,soie ; blanche,rewire,,[Soye ; blanche],no,Guillaume Daudin
soie brute,soie ; brute,soie ; brute,rewire,,[Soie brute] [Soie brut],no,Guillaume Daudin
soie cocons,soie ; cocon,soie ; cocon,rewire,,[Soyes ; Cocons],no,Guillaume Daudin
soie crue,soie ; crue,soie ; crue,rewire,,[Soye; crüe] [Soye ; crüe] [Soye ; crue] [soye crûe] [soyes crüe] [soye crües] [Soye crue] [soyes crües] [soye crüe] [soyes crus] [soye crues] [soye crue] [soyes crues] [Soye ; cruë],no,Guillaume Daudin
soie de Chine,soie ; de Chine,soie ; de Chine,rewire,,[Soie de Chine],no,Guillaume Daudin
soie de la chaîne,soie ; de la chaîne,soie ; de la chaîne,rewire,,[Soie ; de la chaine],no,Guillaume Daudin
soie de Nankin,soie ; de nankin,soie ; de nankin,rewire,,[Soye ; de Nankin],no,Guillaume Daudin
soie des indes,soie ; des Indes,soie ; des Indes,rewire,,[Soie ; des indes],no,Guillaume Daudin
soie des Indes,soie ; des Indes,soie ; des Indes,rewire,,[Soye ; des Indes],no,Guillaume Daudin
soie du Bengale,soie ; de Bengale,soie ; de Bengale,rewire,,[Soye ; de Bengale],no,Guillaume Daudin
soie écrue,soie ; écrue,soie ; écrue,rewire,,[Soye ; ecrue] [Soie ; écrue] [Soye ; écru] [Soye ; ecruë] [Soye ecrue],no,Guillaume Daudin
soie en cocons,soie ; en cocon,soie ; en cocon,rewire,,[Soie ; en cocon] [Soye ; en cocou],no,Guillaume Daudin
soie floche,soie ; floche,soie ; floche,rewire,,[soye floche],no,Guillaume Daudin
soie lorce,soie ; torce,soie ; torce,rewire,,[Soye ; lorce],no,Guillaume Daudin
soie mauresque,soie ; moresque,soie ; moresque,rewire,,[Soye ; moresque],no,Guillaume Daudin
soie Nankin,soie ; nankin,soie ; nankin,rewire,,"[Soye ; nankin] [Soye ; mankin] [Soye, Ilankin] [Soye ; NanKin] [Soye ; Nankin] [Soye Nankin] [Soie ; Nankin] [Soye nankin]",no,Guillaume Daudin
soie plate,soie ; plate,soie ; plate,rewire,,[Soye ; platte] [Soye ; plate] [Soye ; plat],no,Guillaume Daudin
soie pour tisser,soie ; pour tisser,soie ; pour tisser,rewire,,[Soie pour tisser],no,Guillaume Daudin
soie tapis,soie ; tapis,soie ; tapis,rewire,,[Soye ; tapis],no,Guillaume Daudin
soie teinte,soie ; teinte,soie ; teinte,rewire,,[Soye ; teinte] [soye ; teinte] [soye teinte] [Soye teinte] [Soye ; Teinte],no,Guillaume Daudin
soierie de toille,soierie ; de toile,soierie ; de toile,rewire,,[Soirie de toilles],no,Guillaume Daudin
soles,poisson ; sole,poisson ; sole,rewire,,[Soles],no,Guillaume Daudin
solles ou langues,sole ; ou langue,sole ; ou langue,rewire,,[solles ou langues],no,Guillaume Daudin
sommiers ou corps d'arbres de sapin,sommier ; ou corps d'arbre de sapin,sommier ; ou corps d'arbre de sapin,rewire,,[sommiers ou corps d'arbre de sapin],no,Guillaume Daudin
son,son,son,rewire,[Son] [son] [Sor],[Son] [son],no,Guillaume Daudin
son de farine,son ; de farine,son ; de farine,rewire,,[son de farinne],no,Guillaume Daudin
sorte d'arbres utilisés pour traiter la syphilis guajocum,drogue ; médicinale ; plante ; Guajocum,drogue ; médicinale ; plante ; Guajocum,rewire,,"[sorte d'arbres (utilisé pour traiter la syphilis), Guajocum]",no,Guillaume Daudin
sorte de bière,bière,bière,rewire,[Sorte de bière],[Sorte de bière],no,Guillaume Daudin
sorte de bois,bois,bois,rewire,[Sorte de bois],[Sorte de bois],no,Guillaume Daudin
sorte de cuir,cuir,cuir,rewire,[Sorte de cuir],[Sorte de cuir],no,Guillaume Daudin
sorte de poison,poisson,poisson,rewire,[sorte de poison],[sorte de poison],no,Guillaume Daudin
sorte de poisson,poisson,poisson,rewire,[Sorte de poisson],[Sorte de poisson],no,Guillaume Daudin
sorte de vin,vin,vin,rewire,[Sorte de vin],[Sorte de vin],no,Guillaume Daudin
soudes,soude,soude,rewire,,[soudes] [Soudes] [soude] [Soude],no,Guillaume Daudin
soudes et tartre,soude ; et tarte,soude ; et tarte,rewire,,[Soude et tartre],no,Guillaume Daudin
souliers de cuir,soulier ; de cuir,soulier ; de cuir,rewire,,[Souliers ; de cuir] [Souilliers de cuir] [Soulier de cuirs] [Soulier de cuir] [Souliers de cuir],no,Guillaume Daudin
souliers en cuir,soulier ; de cuir,soulier ; de cuir,rewire,,[Souliers ; en cuir] [Soullier en cuir],no,Guillaume Daudin
soyette de fil à fleurs,soierie ; de fil de fleur,soierie ; de fil de fleur,rewire,,[Soyette de fil à fleurs],no,Guillaume Daudin
spath zinc smithsonite,spath ; zinc ; smithsonite,spath ; zinc ; smithsonite,rewire,,[Spath zinc/ smithsonite],no,Guillaume Daudin
spicacellica,spicaceltica,spicaceltica,rewire,,[Spicacellica] [Spicaceltina] [Spicaceltica],no,Guillaume Daudin
sprats,poisson,poisson,rewire,[Sprats],[Sprats],no,Guillaume Daudin
squille de grain,squille ; de grain,squille ; de grain,rewire,,[Squille ; de grain],no,Guillaume Daudin
stil de grains,stil de grain,stil de grain,rewire,,[Sul de grain] [Stil de grains] [Stil ; de grain] [Stil de grain],no,Guillaume Daudin
storax liquide,storax ; liquide,storax ; liquide,rewire,,[Storax liquide] [Storax ; liquide],no,Guillaume Daudin
sublimé corrosif,drogue ; médicinale ; sublime ; corosif,drogue ; médicinale ; sublime ; corosif,rewire,,[sublime corosif] [Sublimé corrosif] [Sublimé corosif] [Sublime Corosief] [Sublimé Corrosif] [Sublimé ; corosif],no,Guillaume Daudin
sucre bâtard,sucre ; bâtard,sucre ; bâtard,rewire,,[Sucre ; batard],no,Guillaume Daudin
sucre blanc,sucre ; blanc,sucre ; blanc,rewire,,[Sucre; blanc] [sucre Blanc] [sucre blanc] [Sucre ; blanc] [Sucre blancs] [Sucres Blanc] [Sucre blan] [Sucre Blan] [Sucre Blanc] [Sucre blanc],no,Guillaume Daudin
sucre blanc en pain,sucre ; blanc ; en pain,sucre ; blanc ; en pain,rewire,,[Sucre ; blanc ; en pains] [Sucre ; blanc ; en pain],no,Guillaume Daudin
sucre blanc terré,sucre ; blanc ; terré,sucre ; blanc ; terré,rewire,,[sucre ; blanc ; terré] [Sucre blanc terré],no,Guillaume Daudin
sucre brun,sucre ; brun,sucre ; brun,rewire,,[Sucre ; brun] [Sucre; brun] [Sucre Brun] [Sucre brun],no,Guillaume Daudin
sucre brut,sucre ; brut,sucre ; brut,rewire,,[Sucres brut] [Sucres ; Brut] [Sucre; Brut] [Sucre : brut] [Sucre brute] [Sucre; brut] [Sucre;brut] [sucre brut] [Sucre ; brut] [Sucre Brut] [Sucre brut],no,Guillaume Daudin
sucre brut en forme,sucre ; brut en forme,sucre ; brut en forme,rewire,,[Sucre brut en forme],no,Guillaume Daudin
sucre carré,sucre ; carré,sucre ; carré,rewire,,[Sucre ; carré],no,Guillaume Daudin
sucre cassonade,sucre ; cassonade,sucre ; cassonade,rewire,,[Sucres ; Cassonade] [Sucre; cassonade] [Sucre; cassonnade] [Sucre; Cassonade] [Sucre ; cassonade] [Sucre fastonade] [Sucre cassonade] [Sucre cassonnade] [Sucre ; cassonnade] [Sucre Cassonade],no,Guillaume Daudin
sucre cassonne,sucre ; cassonade,sucre ; cassonade,rewire,,[Sucre ; cassonne],no,Guillaume Daudin
sucre commun,sucre ; commun,sucre ; commun,rewire,,[Sucre; commun] [Sucre ; commun],no,Guillaume Daudin
sucre d'orge,sucre ; d'orge,sucre ; d'orge,rewire,,[sucre d'orge] [Sucre ; d'orge],no,Guillaume Daudin
sucre divers,sucre ; divers,sucre ; divers,rewire,,[Sucre ; divers] [Sucres divers],no,Guillaume Daudin
sucre en poudre,sucre ; en poudre,sucre ; en poudre,rewire,,[Sucre en poudre] [Sucre ; en poudre],no,Guillaume Daudin
sucre en poudre blanc,sucre ; en poudre blanc,sucre ; en poudre blanc,rewire,,[sucre en poudre blanc],no,Guillaume Daudin
sucre et anis,anis et sucre,anis et sucre,rewire,,[Sucre et anis],no,Guillaume Daudin
sucre et cuir,sucre et cuir,sucre et cuir,rewire,,[Sucre et cuir],no,Guillaume Daudin
sucre et prunes,sucre et prune,sucre et prune,rewire,,[Sucre et prunes],no,Guillaume Daudin
sucre et raisins secs,sucre et fruit ; sec ; raisin,sucre et fruit ; sec ; raisin,rewire,,[Sucre et raisins secs],no,Guillaume Daudin
sucre et rocou,sucre ; et roucou,sucre ; et roucou,rewire,,[Sucre et roucou],no,Guillaume Daudin
sucre et tabac,sucre et tabac,sucre et tabac,rewire,,[Sucre et tabac],no,Guillaume Daudin
sucre et vert-de-gris,sucre ; et vert-de-gris,sucre ; et vert-de-gris,rewire,,[Sucre et vert-de-gris],no,Guillaume Daudin
sucre mélasse,sucre ; mélasse,sucre ; mélasse,rewire,,[Sucre ; mélasse] [Sucre ; melasse],no,Guillaume Daudin
sucre non raffiné,sucre ; non raffiné,sucre ; non raffiné,rewire,,[Sucre non raffiné],no,Guillaume Daudin
sucre raffiné,sucre ; raffiné,sucre ; raffiné,rewire,,[Sucres ; Rafiné] [Sucre; Raffiné] [Sucre; Rafiné] [Sucre Rafiné] [Sucre ; rafiné] [Sucre ; raffiné] [sucre rafiné] [Sucre rafiné] [Sucre raffiné],no,Guillaume Daudin
suif en branche,suif ; en branche,suif ; en branche,rewire,,[Suif ; en branche],no,Guillaume Daudin
suif en masses,suif ; en masse,suif ; en masse,rewire,,[suif en masse],no,Guillaume Daudin
suif en pain,suif ; en pain,suif ; en pain,rewire,,[Suif ; En pain] [Suif ; en pain] [Suif en pains] [Suif en pain],no,Guillaume Daudin
suif en poil,suif ; en poil,suif ; en poil,rewire,,[Suif ; en poil],no,Guillaume Daudin
suif pour faire du savon,suif ; pour faire du savon,suif ; pour faire du savon,rewire,,[Suif ; pour faire du savon],no,Guillaume Daudin
suif pour raffiner cuivre,suif ; pour raffiner le cuivre,suif ; pour raffiner le cuivre,rewire,,[suif pour raffiner cuivre],no,Guillaume Daudin
sutoze étoffe,étoffe ; de sutoze,étoffe ; de sutoze,rewire,,[Sutoze etoffe],no,Guillaume Daudin
tabac à fumer,tabac ; à fumer,tabac ; à fumer,rewire,,[Tabac; à fumer] [Tabac ; à fumer] [Tabac ; a fumer] [Tabac à fumer] [Tabac a fumer],no,Guillaume Daudin
tabac à varié,tabac ; à varié,tabac ; à varié,rewire,,[Tabac ; à varié],no,Guillaume Daudin
tabac avarié,tabac ; avarié,tabac ; avarié,rewire,,[Tabac ; avarié],no,Guillaume Daudin
tabac commun,tabac ; commun,tabac ; commun,rewire,,[Tabac ; commun] [Tabac commun],no,Guillaume Daudin
tabac d'Espagne,tabac ; d'Espagne,tabac ; d'Espagne,rewire,,[tabac d'Espagne] [Tabac; d'Espagne] [Tabac ; d'Espagne] [Tabac d'Espagne],no,Guillaume Daudin
tabac de caisses,tabac ; de caisse,tabac ; de caisse,rewire,,[Tabac ; de caisse],no,Guillaume Daudin
tabac de cantine,tabac ; de cantine,tabac ; de cantine,rewire,,[Tabac ; de cantine] [Tabac de cantine],no,Guillaume Daudin
