numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,bureaux,sheet,marchandises,pays,value,quantit,total,quantity_unit,remarks,doubleaccounts
128,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports et ré-exports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Nantes,Nantes,2,Bois de Campêche,Iles Françaises de l’Amérique,21224,303193,203540,livres,,0
141,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports et ré-exports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Nantes,Nantes,2,Bois Divers,Iles Françaises de l’Amérique,935,,11878,,,0
149,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports et ré-exports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Nantes,Nantes,2,Carret,Iles Françaises de l’Amérique,15366,1182,108085,livres,,0
159,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports et ré-exports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Nantes,Nantes,2,Confitures,Iles Françaises de l’Amérique,10493,11659,75146,livres,,0
170,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports et ré-exports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Nantes,Nantes,2,Cuirs en poil,Iles Françaises de l’Amérique,83328,6944,595172,en nombre,,0
178,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports et ré-exports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Nantes,Nantes,2,Cuirs tannés,Iles Françaises de l’Amérique,21734,21734,165442,livres,,0
184,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports et ré-exports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Nantes,Nantes,2,Liqueurs,Iles Françaises de l’Amérique,29468,,109700,,,0
192,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports et ré-exports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Nantes,Nantes,2,Rhum,Iles Françaises de l’Amérique,2520,,20020,,,0
196,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports et ré-exports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Nantes,Nantes,2,Ris,Iles Françaises de l’Amérique,2564,12814,10531,livres,,0
203,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports et ré-exports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Nantes,Nantes,2,Sirop fin,Iles Françaises de l’Amérique,13663,11387,47419,livres,,0
215,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports et ré-exports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Nantes,Nantes,2,Sirop mélasse,Iles Françaises de l’Amérique,82985,345771,122270,livres,,0
219,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports et ré-exports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Nantes,Nantes,2,Tabac en feuille,Iles Françaises de l’Amérique,20,34,81741,livres,,0
224,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports et ré-exports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Nantes,Nantes,2,Tabac fabriqué,Iles Françaises de l’Amérique,800,200,5791,livres,,0
229,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports et ré-exports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Nantes,Nantes,2,Taffia,Iles Françaises de l’Amérique,2450,,12402,,,0
237,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports et ré-exports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Nantes,Nantes,2,Objets divers,Iles Françaises de l’Amérique,34239,,94168,,,0
248,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports et ré-exports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Nantes,Nantes,2,Morphil,Sénégal et Guinée,98382,16397,407364,livres,,
15,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports et ré-exports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,La Rochelle,Rochefort,2,Caffé,Iles Françaises de l’Amérique,139482,132841,97358972,livres,,0
39,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports et ré-exports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,La Rochelle,Rochefort,2,Coton en laine,Iles Françaises de l’Amérique,45523,29370,15218329,livres,,0
59,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports et ré-exports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,La Rochelle,Rochefort,2,Indigo,Iles Françaises de l’Amérique,1567,165,10516394,livres,,0
75,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports et ré-exports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,La Rochelle,Rochefort,2,Sucre brut,Iles Françaises de l’Amérique,33052,76865,41062450,livres,,0
87,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports et ré-exports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,La Rochelle,Rochefort,2,Sucre raffiné,Iles Françaises de l’Amérique,1055,1055,2010,livres,,0
94,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports et ré-exports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,La Rochelle,Rochefort,2,Sucre terré,Iles Françaises de l’Amérique,137863,222360,41411073,livres,,0
158,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports et ré-exports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,La Rochelle,Rochefort,2,Confitures,Iles Françaises de l’Amérique,1431,954,75146,livres,,0
183,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports et ré-exports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,La Rochelle,Rochefort,2,Liqueurs,Iles Françaises de l’Amérique,7170,,109700,,,0
202,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports et ré-exports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,La Rochelle,Rochefort,2,Sirop fin,Iles Françaises de l’Amérique,1073,716,47419,livres,,0
235,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports et ré-exports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,La Rochelle,Rochefort,2,Objets divers,Iles Françaises de l’Amérique,72,,94168,,,0
5,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports et ré-exports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Saint-Malo,Saint-Malo,2,Cacao,Iles Françaises de l’Amérique,511,1022,429433,livres,,0
18,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports et ré-exports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Saint-Malo,Saint-Malo,2,Caffé,Iles Françaises de l’Amérique,563047,536236,97358972,livres,,0
32,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports et ré-exports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Saint-Malo,Saint-Malo,2,Canefice,Iles Françaises de l’Amérique,5,6,88271,livres,,0
42,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports et ré-exports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Saint-Malo,Saint-Malo,2,Coton en laine,Iles Françaises de l’Amérique,99640,64284,15218329,livres,,0
54,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports et ré-exports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Saint-Malo,Saint-Malo,2,Gingembre,Iles Françaises de l’Amérique,1,4,12265,livres,,0
61,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports et ré-exports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Saint-Malo,Saint-Malo,2,Indigo,Iles Françaises de l’Amérique,11523,1213,10516394,livres,,0
69,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports et ré-exports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Saint-Malo,Saint-Malo,2,Rocou,Iles Françaises de l’Amérique,41068,45631,182702,livres,,0
77,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports et ré-exports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Saint-Malo,Saint-Malo,2,Sucre brut,Iles Françaises de l’Amérique,58393,135797,41062450,livres,,0
97,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports et ré-exports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Saint-Malo,Saint-Malo,2,Sucre terré,Iles Françaises de l’Amérique,614130,990533,41411073,livres,,0
120,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports et ré-exports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Saint-Malo,Saint-Malo,2,Bois d’acajou,Iles Françaises de l’Amérique,1308,,175693,,,0
134,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports et ré-exports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Saint-Malo,Saint-Malo,2,Bois de couleurs,Iles Françaises de l’Amérique,302,,7222,,,0
142,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports et ré-exports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Saint-Malo,Saint-Malo,2,Bois Divers,Iles Françaises de l’Amérique,151,,11878,,,0
150,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports et ré-exports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Saint-Malo,Saint-Malo,2,Carret,Iles Françaises de l’Amérique,54,6,108085,livres,,0
160,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports et ré-exports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Saint-Malo,Saint-Malo,2,Confitures,Iles Françaises de l’Amérique,211,211,75146,livres,,0
171,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports et ré-exports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Saint-Malo,Saint-Malo,2,Cuirs en poil,Iles Françaises de l’Amérique,2880,192,595172,en nombre,,0
185,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports et ré-exports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Saint-Malo,Saint-Malo,2,Liqueurs,Iles Françaises de l’Amérique,2364,,109700,,,0
204,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports et ré-exports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Saint-Malo,Saint-Malo,2,Sirop fin,Iles Françaises de l’Amérique,749,749,47419,livres,,0
216,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports et ré-exports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Saint-Malo,Saint-Malo,2,Sirop mélasse,Iles Françaises de l’Amérique,1564,13030,122270,livres,,0
238,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports et ré-exports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Saint-Malo,Saint-Malo,2,Objets divers,Iles Françaises de l’Amérique,518,,94168,,,0
19,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports et ré-exports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Saint-Malo,Saint-Servan,2,Caffé,Iles Françaises de l’Amérique,49734,47366,97358972,livres,,0
43,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports et ré-exports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Saint-Malo,Saint-Servan,2,Coton en laine,Iles Françaises de l’Amérique,217,140,15218329,livres,,0
98,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports et ré-exports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Saint-Malo,Saint-Servan,2,Sucre terré,Iles Françaises de l’Amérique,50568,81562,41411073,livres,,0
143,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports et ré-exports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Saint-Malo,Saint-Servan,2,Bois Divers,Iles Françaises de l’Amérique,75,,11878,,,0
161,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports et ré-exports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Saint-Malo,Saint-Servan,2,Confitures,Iles Françaises de l’Amérique,113,113,75146,livres,,0
205,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports et ré-exports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Saint-Malo,Saint-Servan,2,Sirop fin,Iles Françaises de l’Amérique,326,326,47419,livres,,0
239,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports et ré-exports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Saint-Malo,Saint-Servan,2,Objets divers,Iles Françaises de l’Amérique,128,,94168,,,0
24,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports et ré-exports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Amiens,Saint-Valery-sur-Somme,2,Caffé,Iles Françaises de l’Amérique,15662,14917,97358972,livres,,0
48,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports et ré-exports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Amiens,Saint-Valery-sur-Somme,2,Coton en laine,Iles Françaises de l’Amérique,27813,17944,15218329,livres,,0
81,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports et ré-exports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Amiens,Saint-Valery-sur-Somme,2,Sucre brut,Iles Françaises de l’Amérique,5852,13610,41062450,livres,,0
102,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports et ré-exports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Amiens,Saint-Valery-sur-Somme,2,Sucre terré,Iles Françaises de l’Amérique,91230,147145,41411073,livres,,0
113,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports et ré-exports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Amiens,Saint-Valery-sur-Somme,2,Sucre tête,Iles Françaises de l’Amérique,50760,108000,10235066,livres,,0
164,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports et ré-exports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Amiens,Saint-Valery-sur-Somme,2,Confitures,Iles Françaises de l’Amérique,126,84,75146,livres,,0
188,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports et ré-exports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Amiens,Saint-Valery-sur-Somme,2,Liqueurs,Iles Françaises de l’Amérique,22,,109700,,,0
198,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports et ré-exports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Amiens,Saint-Valery-sur-Somme,2,Ris,Iles Françaises de l’Amérique,3019,10065,10531,livres,,0
209,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports et ré-exports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Amiens,Saint-Valery-sur-Somme,2,Sirop fin,Iles Françaises de l’Amérique,112,112,47419,livres,,0
9,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports et ré-exports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Toulon,2,Cacao,Iles Françaises de l’Amérique,3,6,429433,livres,,0
26,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports et ré-exports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Toulon,2,Caffé,Iles Françaises de l’Amérique,772,736,97358972,livres,,0
104,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports et ré-exports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Toulon,2,Sucre terré,Iles Françaises de l’Amérique,145,234,41411073,livres,,0
145,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports et ré-exports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Toulon,2,Bois Divers,Iles Françaises de l’Amérique,40,,11878,,,0
166,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports et ré-exports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Toulon,2,Confitures,Iles Françaises de l’Amérique,46,46,75146,livres,,0
190,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports et ré-exports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Toulon,2,Liqueurs,Iles Françaises de l’Amérique,1191,,109700,,,0
211,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports et ré-exports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Toulon,2,Sirop fin,Iles Françaises de l’Amérique,90,90,47419,livres,,0
