marchandises,marchandises_normalisees_orthogr,source_bdc,nbr_bdc_marchandises,nbr_bdc_marchandises_normalisees
Toile ; blanche ; fine,toile ; blanche ; fine,1,1,1
Toile ; blanche ; ordinaire,toile ; blanche ; ordinaire,1,2,18
Toile ; blanche de lin,toile ; blanche,1,14,194
Toile ; blanche et rouge,toile ; blanche et rouge,1,1,1
Toile ; blanche et teinte,toile ; blanche et teinte,1,85,100
Toile ; blantard,toile ; blancard,1,3,74
Toile ; bleu,toile ; bleue,1,2,19
Toile ; bleue,toile ; bleue,1,5,19
Toile ; bleüe,toile ; bleue,1,5,19
Toile ; bouassine,toile ; boucassine,1,1,7
Toile ; boucassin,toile ; boucassine,1,1,7
Toile ; boucassine,toile ; boucassine,1,3,7
Toile ; boucassinée,toile ; boucassine,1,1,7
Toile ; bougran,toile ; bougran,1,5,5
Toile ; boulange,toile ; boulange,1,1,5761
Toile ; bretagne,toile ; Bretagne,1,1,5761
Toile ; brochée,toile ; brochée,0,0,0
Toile ; bueadille,toile ; bueadille,1,1,1
Toile ; caisse,toile ; caisse,1,2,15
Toile ; caissie,toile ; caisse,1,9,15
Toile ; caissié,toile ; caisse,1,1,15
Toile ; caladarire,toile ; caladari,1,1,13
Toile ; caladaris,toile ; caladari,1,2,13
Toile ; caneva,toile ; canevas,1,6,13
Toile ; canevo,toile ; canevas,1,1,13
Toile ; canneva,toile ; canevas,1,2,13
Toile ; ce chasse,toile ; de chasse,1,3,5
Toile ; chanvre ; blanche,toile ; de chanvre ; blanche,1,1,11
Toile ; chapilas,toile ; chapilas,1,3,3
Toile ; chaulet,toile ; Cholet,1,1,20
Toile ; choles,toile ; Cholet,1,2,20
Toile ; cholet,toile ; Cholet,1,4,20
Toile ; cholette,toile ; Cholet,1,6,20
Toile ; ciré,toile ; cirée,1,6,335
Toile ; cirée,toile ; cirée,1,243,335
Toile ; coffre,toile ; cirée,1,1,335
Toile ; colette,toile ; colette,1,1,1
Toile ; commune,toile ; commune,1,212,230
Toile ; contil,toile ; coutil,1,8,175
Toile ; cordat,toile ; cordat,1,4,4
Toile ; coton,toile ; de coton,1,2,2
Toile ; coton ; blanche,toile ; de coton ; blanche,1,3,3
Toile ; cotray,toile ; courtrai,1,1,20
Toile ; cottray,toile ; courtrai,1,12,20
Toile ; couray,toile ; courtrai,1,1,20
Toile ; couti,toile ; coutil,1,1,175
Toile ; coutil,toile ; coutil,1,137,175
Toile ; coutit ; fil,toile ; coutil ; fil,1,2,2
Toile ; coutrai,toile ; courtrai,1,1,20
Toile ; cretonne,toile ; cretonne,1,1,1
Toile ; crin,toile ; crin,1,2,5761
Toile ; crise,toile ; crise,1,1,1
Toile ; crladaris,toile ; caladari,1,1,13
Toile ; crue,toile ; crue,1,16,50
Toile ; crée,toile ; crée,1,18,335
Toile ; crée ; large,toile ; crée ; large,1,3,5761
Toile ; crée large,toile ; crée large,1,1,5761
Toile ; créé,toile ; crue,1,1,50
Toile ; crüe,toile ; crue,1,20,50
Toile ; céruse,toile ; céruse,1,2,2
Toile ; d'Allemagne,toile ; d'Allemagne,1,6,16
Toile ; d'Aman,toile ; d'Amat,1,12,32
Toile ; d'Amat,toile ; d'Amat,0,0,0
Toile ; d'Antal,toile ; d'Antal,1,2,4
Toile ; d'Antioche,toile ; d'Antioche,1,17,30
Toile ; d'Artische,toile ; d'Antioche,1,1,30
Toile ; d'Emballage,toile ; d'emballage,1,10,265
Toile ; d'Etoupe ; de chanvre,toile ; d'étoupe ; de chanvre,1,5,34
Toile ; d'Etoupe ; de lin,toile ; d'étoupe ; de lin,1,3,26
Toile ; d'Hanovre,toile ; de Hanovre,1,1,1
Toile ; d'Hollande,toile ; de Hollande,1,5,9
Toile ; d'Irlande,toile ; d'Irlande,1,1,1
Toile ; d'agen,toile ; d'Agen,1,1,2
Toile ; d'allemagne,toile ; d'Allemagne,1,1,16
Toile ; d'aman,toile ; d'Amat,1,12,32
Toile ; d'amant,toile ; d'Amat,1,4,32
Toile ; d'angers,toile ; d'Angers,1,1,1
Toile ; d'antal,toile ; d'Antal,1,1,4
Toile ; d'antioche,toile ; d'Antioche,1,7,30
Toile ; d'argouges,toile ; d'Argouges,1,1,5761
Toile ; d'autal,toile ; d'Antal,1,1,4
Toile ; d'autioche,toile ; d'Antioche,1,1,30
Toile ; d'azar,toile ; d'azar,1,3,5
Toile ; d'ecripe,toile ; d'ecripe,1,1,1
Toile ; d'embalage,toile ; d'emballage,1,8,265
Toile ; d'emballage,toile ; d'emballage,1,177,265
Toile ; d'embattage,toile ; d'emballage,1,5,265
Toile ; d'etoupe,toile ; d'emballage,1,7,265
Toile ; d'etoupe ; de chanvre,toile ; d'étoupe ; de chanvre,1,12,34
Toile ; d'etoupe ; de lin,toile ; d'étoupe ; de lin,1,7,26
Toile ; d'etoupes,toile ; d'étoupe,1,3,78
Toile ; d'hollande,toile ; de Hollande,1,3,5761
Toile ; d'hollande ;  de 30 aunes,toile ; de Hollande ; de 30 aunes,1,1,5761
Toile ; d'hollande ; de 15 aunes,toile ; de Hollande ; de 15 aunes,1,1,5761
Toile ; d'hollande ; de 30 aunes,toile ; de Hollande ; de 30 aunes,1,1,5761
Toile ; d'hollande ; de 36 aunes,toile ; de Hollande ; de 36 aunes,1,1,5761
Toile ; d'hollande ; pièce de 30 aunes,toile ; de Hollande ; pièce de 30 aunes,1,1,5761
Toile ; d'hollande ; pièces de 15 aunes,toile ; de Hollande ; pièce de 15 aunes,1,1,5761
Toile ; d'holllande ; de 15 aunes,toile ; de Hollande ; de 15 aunes,1,1,5761
Toile ; d'étoupe,toile ; d'étoupe,1,18,78
Toile ; d'étoupe  : de lin ; écrue,toile ; d'étoupe ; de chanvre,0,0,0
Toile ; d'étoupe : de lin ; écrue,toile ; d'étoupe ; de chanvre,1,1,34
Toile ; d'étoupe ; de chanvre,toile ; d'étoupe ; de chanvre,1,7,34
Toile ; d'étoupe ; de lin,toile ; d'étoupe ; de lin,1,12,26
Toile ; d'étoupe de lin,toile ; d'étoupe ; de lin,1,1,5761
Toile ; d'étoupes,toile ; d'étoupe,1,17,78
Toile ; d'étoupes ; de chanvre,toile ; d'étoupe ; de chanvre,1,2,5761
Toile ; d'étoupes ; de lin,toile ; d'étoupe ; de lin,1,1,5761
Toile ; d'étoupes de lin,toile ; d'étoupe ; de lin,1,2,26
Toile ; damassée,toile ; damassée,1,1,7
Toile ; damassée ; de Caux,toile ; damassée ; de Caux,1,1,5761
Toile ; de 7/8,toile ; de 7/9,1,1,5761
Toile ; de Barbesieux,toile ; de Barbesieux,0,0,0
Toile ; de Barroir,toile ; de Barrois,0,0,0
Toile ; de Barrois,toile ; de Barrois,1,1,4
Toile ; de Batiste,toile ; de batiste,1,1,5761
Toile ; de Bazin,toile ; de bazin,1,1,5761
Toile ; de Bearn,toile ; du Béarn,1,1,3
Toile ; de Beauvais,toile ; de Beauvais,1,5,9
Toile ; de Braban,toile ; de Brabant,1,1,1
Toile ; de Bretagne,toile ; de Bretagne,1,108,187
Toile ; de Bretagne ; A carreaux,toile ; de Bretagne ; à carreaux,1,1,32
Toile ; de Bretagne ; Blanche,toile ; de Bretagne ; blanche,1,1,16
Toile ; de Bretagne ; Crée large,toile ; de Bretagne ; crée large,1,1,26
Toile ; de Bretagne ; D'olonne,toile ; de Bretagne ; d'Olonne,1,1,18
Toile ; de Bretagne ; De Dinant,toile ; de Bretagne ; de Dinant,1,1,3
Toile ; de Bretagne ; De Montagne,toile ; de Bretagne ; de montagne,1,1,14
Toile ; de Bretagne ; De bambrin,toile ; de Bretagne ; de bas brin,1,1,4
Toile ; de Bretagne ; De combourg,toile ; de Bretagne ; de Combourg,1,1,17
Toile ; de Bretagne ; De fougere,toile ; de Bretagne ; de fougère,1,1,20
Toile ; de Bretagne ; De halle,toile ; de Bretagne ; de halle,1,4,85
Toile ; de Bretagne ; De landerneau,toile ; de Bretagne ; de Landerneau,1,1,26
Toile ; de Bretagne ; De menage,toile ; de Bretagne ; de ménage,1,3,11
Toile ; de Bretagne ; De morlaix,toile ; de Bretagne ; de Morlaix,1,1,39
Toile ; de Bretagne ; De rosconne,toile ; de Bretagne ; de rosconne,1,1,53
Toile ; de Bretagne ; Entrlarge,toile ; de Bretagne ; entre large,1,1,24
Toile ; de Bretagne ; Etroite,toile ; de Bretagne ; étroite,1,2,78
Toile ; de Bretagne ; Gracienne,toile ; de Bretagne ; gracienne,1,1,49
Toile ; de Bretagne ; Landerneau,toile ; de Bretagne ; de Landerneau,1,1,26
Toile ; de Bretagne ; Large,toile ; de Bretagne ; large,1,3,59
Toile ; de Bretagne ; Pontdavi,,1,1,5761
Toile ; de Bretagne ; Pouldavi,toile ; de Bretagne ; de Pouldavy,1,1,17
Toile ; de Bretagne ; Rosconne,toile ; de Bretagne ; de rosconne,1,2,53
Toile ; de Bretagne ; Rousse,toile ; de Bretagne ; rousse,1,1,7
Toile ; de Bretagne ; bas brin,toile ; de Bretagne ; de bas brin,1,1,4
Toile ; de Bretagne ; blanche,toile ; de Bretagne ; blanche,1,14,16
Toile ; de Bretagne ; cirée,toile ; de Bretagne ; cirée,1,12,12
Toile ; de Bretagne ; crue,toile ; de Bretagne ; crue,1,4,35
Toile ; de Bretagne ; crée,toile ; de Bretagne ; crue,1,25,35
Toile ; de Bretagne ; crée  large,toile ; de Bretagne ; crée large,0,0,0
Toile ; de Bretagne ; crée ; large,toile ; de Bretagne ; crée large,1,2,26
Toile ; de Bretagne ; crée large,toile ; de Bretagne ; crée large,1,20,26
Toile ; de Bretagne ; crée-large,toile ; de Bretagne ; crée large,1,1,26
Toile ; de Bretagne ; crüe,toile ; de Bretagne ; crue,1,3,35
Toile ; de Bretagne ; d'Ernée,toile ; de Bretagne ; d'Ernée,1,1,1
Toile ; de Bretagne ; d'Ollonne,toile ; de Bretagne ; d'Olonne,1,1,3
Toile ; de Bretagne ; d'Olonne,toile ; de Bretagne ; d'Olonne,1,10,18
Toile ; de Bretagne ; d'Ottone,toile ; de Bretagne ; d'Olonne,1,2,3
Toile ; de Bretagne ; d'anne,toile ; de Bretagne ; d'anne,1,1,2
Toile ; de Bretagne ; d'aune,toile ; de Bretagne ; d'aune,1,1,2
Toile ; de Bretagne ; d'ollonne,toile ; de Bretagne ; d'Olonne,1,4,18
Toile ; de Bretagne ; de 4 fils,toile ; de Bretagne ; de fil,1,3,15
Toile ; de Bretagne ; de 6 fils,toile ; de Bretagne ; de fil,1,1,15
Toile ; de Bretagne ; de Baw brin,toile ; de Bretagne ; de haut brin,1,1,9
Toile ; de Bretagne ; de Boutdave,toile ; de Bretagne ; de Boutdave,1,2,2
Toile ; de Bretagne ; de Boutivy,toile ; de Bretagne ; de Boutivy,1,1,1
Toile ; de Bretagne ; de Combourg,toile ; de Bretagne ; de Combourg,1,9,17
Toile ; de Bretagne ; de Coniboury,toile ; de Bretagne ; de Combourg,1,1,17
Toile ; de Bretagne ; de Dinan,toile ; de Bretagne ; de Dinant,1,1,3
Toile ; de Bretagne ; de Dinant,toile ; de Bretagne ; de Dinant,1,1,3
Toile ; de Bretagne ; de Fils,toile ; de Bretagne ; de fil,1,1,15
Toile ; de Bretagne ; de Fougere,toile ; de Bretagne ; de fougère,1,3,20
Toile ; de Bretagne ; de Fougère,toile ; de Bretagne ; de fougère,1,2,20
Toile ; de Bretagne ; de Halle,toile ; de Bretagne ; de halle,1,4,85
Toile ; de Bretagne ; de L. fils,toile ; de Bretagne ; de fil,0,0,0
Toile ; de Bretagne ; de Landerneau,toile ; de Bretagne ; de Landerneau,1,2,26
Toile ; de Bretagne ; de Landerneaux,toile ; de Bretagne ; de Landerneau,1,3,26
Toile ; de Bretagne ; de Langernau,toile ; de Bretagne ; de Landerneau,1,1,26
Toile ; de Bretagne ; de Langerneau,toile ; de Bretagne ; de Landerneau,1,3,26
Toile ; de Bretagne ; de Langueman,toile ; de Bretagne ; de Landerneau,1,1,5
Toile ; de Bretagne ; de Languenan,toile ; de Bretagne ; de Landerneau,1,4,5
Toile ; de Bretagne ; de Languenaud,toile ; de Bretagne ; de Landerneau,1,2,26
Toile ; de Bretagne ; de Lauderne,toile ; de Bretagne ; de Landerneau,1,4,26
Toile ; de Bretagne ; de Leon,toile ; de Bretagne ; de Leon,1,3,4
Toile ; de Bretagne ; de Locarnan,toile ; de Bretagne ; de Lucarnon,1,3,6
Toile ; de Bretagne ; de Lombourg,toile ; de Bretagne ; de Lombourg,1,3,17
Toile ; de Bretagne ; de Lucarnan,toile ; de Bretagne ; de Lucarnon,1,1,6
Toile ; de Bretagne ; de Lucarnon,toile ; de Bretagne ; de Lucarnon,1,1,6
Toile ; de Bretagne ; de Mayenne,toile ; de Bretagne ; de Mayenne,1,1,1
Toile ; de Bretagne ; de Montagne,toile ; de Bretagne ; de montagne,1,3,14
Toile ; de Bretagne ; de Morlagne,toile ; de Bretagne ; de Mortagne,1,1,14
Toile ; de Bretagne ; de Morlaise,toile ; de Bretagne ; de Morlaix,1,2,39
Toile ; de Bretagne ; de Morlaix,toile ; de Bretagne ; de Morlaix,1,31,39
Toile ; de Bretagne ; de Mortagne,toile ; de Bretagne ; de Mortagne,1,6,14
Toile ; de Bretagne ; de Mortagne is,toile ; de Bretagne ; de Mortagne,1,1,14
Toile ; de Bretagne ; de Mortais,toile ; de Bretagne ; de Morlaix,1,1,39
Toile ; de Bretagne ; de Pontigny,toile ; de Bretagne ; de Pontivy,1,1,8
Toile ; de Bretagne ; de Pontiny,toile ; de Bretagne ; de Pontivy,1,1,8
Toile ; de Bretagne ; de Pontivy,toile ; de Bretagne ; de Pontivy,1,5,8
Toile ; de Bretagne ; de Pouldary,toile ; de Bretagne ; de Pouldavy,0,0,0
Toile ; de Bretagne ; de Pouldavi,toile ; de Bretagne ; de Pouldavy,1,5,17
Toile ; de Bretagne ; de Pouldavy,toile ; de Bretagne ; de Pouldavy,1,9,17
Toile ; de Bretagne ; de Quintin,toile ; de Bretagne ; de Quintin,1,2,2
Toile ; de Bretagne ; de S Mais,toile ; de Bretagne ; de S Mais,1,1,1
Toile ; de Bretagne ; de Saint Georges,toile ; de Bretagne ; de St Georges,1,2,6
Toile ; de Bretagne ; de Savigny,toile ; de Bretagne ; de Savigny,1,1,1
Toile ; de Bretagne ; de St Georges,toile ; de Bretagne ; de St George,1,2,6
Toile ; de Bretagne ; de St. Georges,toile ; de Bretagne ; de St George,1,2,6
Toile ; de Bretagne ; de Vimouliers,toile ; de Bretagne ; de Vimoutiers,1,1,11
Toile ; de Bretagne ; de Vimoutiers,toile ; de Bretagne ; de Vimoutiers,1,9,11
Toile ; de Bretagne ; de Vitre,toile ; de Bretagne ; de Vitré,1,1,1
Toile ; de Bretagne ; de _,toile ; de Bretagne ; de ???,1,1,1
Toile ; de Bretagne ; de balle,toile ; de Bretagne ; de balle,1,5,85
Toile ; de Bretagne ; de bas brin,toile ; de Bretagne ; de bas brin,1,2,4
Toile ; de Bretagne ; de brin,toile ; de Bretagne ; de brin,1,12,20
Toile ; de Bretagne ; de challe,toile ; de Bretagne ; de chanvre,1,3,5
Toile ; de Bretagne ; de chant brin,toile ; de Bretagne ; chant brin,1,1,1
Toile ; de Bretagne ; de chanvre,toile ; de Bretagne ; de chanvre,1,2,5
Toile ; de Bretagne ; de coinbourg,toile ; de Bretagne ; de Combourg,1,1,17
Toile ; de Bretagne ; de couleur,toile ; de Bretagne ; de couleur,1,7,8
Toile ; de Bretagne ; de fils,toile ; de Bretagne ; de fil,1,1,15
Toile ; de Bretagne ; de fougere,toile ; de Bretagne ; de fougère,1,7,20
Toile ; de Bretagne ; de fougeres,toile ; de Bretagne ; de fougère,1,1,20
Toile ; de Bretagne ; de fougère,toile ; de Bretagne ; de fougère,1,2,20
Toile ; de Bretagne ; de gracienne,toile ; de Bretagne ; gracienne,1,3,49
Toile ; de Bretagne ; de halle,toile ; de Bretagne ; de halle,1,54,85
Toile ; de Bretagne ; de hatte,toile ; de Bretagne ; de halle,1,8,85
Toile ; de Bretagne ; de haut brin,toile ; de Bretagne ; de haut brin,1,4,9
Toile ; de Bretagne ; de haut-brin,toile ; de Bretagne ; de haut brin,1,2,9
Toile ; de Bretagne ; de hautbrin,toile ; de Bretagne ; de haut brin,1,1,9
Toile ; de Bretagne ; de hutte,toile ; de Bretagne ; de hutte,1,4,4
Toile ; de Bretagne ; de la fils,toile ; de Bretagne ; de fil,1,3,15
Toile ; de Bretagne ; de langerneau,toile ; de Bretagne ; de Landerneau,1,3,26
Toile ; de Bretagne ; de languenan,toile ; de Bretagne ; de Landerneau,1,1,26
Toile ; de Bretagne ; de le fils,toile ; de Bretagne ; de fil,1,2,15
Toile ; de Bretagne ; de leon,toile ; de Bretagne ; de Leon,1,1,1
Toile ; de Bretagne ; de mantoncour,toile ; de Bretagne ; de mantoncour,1,1,1
Toile ; de Bretagne ; de menage,toile ; de Bretagne ; de ménage,1,2,11
Toile ; de Bretagne ; de montagne,toile ; de Bretagne ; de montagne,1,1,14
Toile ; de Bretagne ; de mortaix,toile ; de Bretagne ; de Morlaix,1,1,39
Toile ; de Bretagne ; de ménage,toile ; de Bretagne ; de ménage,1,5,11
Toile ; de Bretagne ; de quatrefils,toile ; de Bretagne ; de fil,1,1,15
Toile ; de Bretagne ; de rondelette,toile ; de Bretagne ; de rondelette,1,1,8
Toile ; de Bretagne ; de rosconne,toile ; de Bretagne ; de rosconne,1,6,53
Toile ; de Bretagne ; de rousse,toile ; de Bretagne ; rousse,1,1,7
Toile ; de Bretagne ; de sept huit,toile ; de Bretagne ; de sept huit,1,1,1
Toile ; de Bretagne ; debrin,toile ; de Bretagne ; de brin,0,0,0
Toile ; de Bretagne ; diverse,toile ; de Bretagne ; diverse,1,1,187
Toile ; de Bretagne ; diverses,toile ; de Bretagne ; diverse,1,2,2
Toile ; de Bretagne ; entre large,toile ; de Bretagne ; entre large,1,15,24
Toile ; de Bretagne ; entre-large,toile ; de Bretagne ; entre large,1,1,24
Toile ; de Bretagne ; entrelarge,toile ; de Bretagne ; entre large,1,3,24
Toile ; de Bretagne ; etroitte,toile ; de Bretagne ; étroite,1,3,78
Toile ; de Bretagne ; gracienne,toile ; de Bretagne ; gracienne,1,39,49
Toile ; de Bretagne ; gratienne,toile ; de Bretagne ; gracienne,1,3,49
Toile ; de Bretagne ; gris,toile ; de Bretagne ; gris,1,1,3
Toile ; de Bretagne ; grise,toile ; de Bretagne ; grise,1,2,3
Toile ; de Bretagne ; gros brin,toile ; de Bretagne ; gros brin,1,1,1
Toile ; de Bretagne ; langerneau,toile ; de Bretagne ; de Landerneau,1,3,26
Toile ; de Bretagne ; large,toile ; de Bretagne ; large,1,48,59
Toile ; de Bretagne ; ocbrin,toile ; de Bretagne ; de brin,1,1,20
Toile ; de Bretagne ; ouvrée,toile ; de Bretagne ; ouvrée,1,1,1
Toile ; de Bretagne ; peinte,toile ; de Bretagne ; peinte,0,0,0
Toile ; de Bretagne ; raxonne,toile ; de Bretagne ; raxonne,1,1,4
Toile ; de Bretagne ; rayée,toile ; de Bretagne ; rayée,1,2,3
Toile ; de Bretagne ; reforme,toile ; de Bretagne ; reforme,1,1,1
Toile ; de Bretagne ; rondelette,toile ; de Bretagne ; de rondelette,1,3,8
Toile ; de Bretagne ; rosconne,toile ; de Bretagne ; de rosconne,1,35,53
Toile ; de Bretagne ; roscours,toile ; de Bretagne ; de rosconne,1,4,53
Toile ; de Bretagne ; roudelette,toile ; de Bretagne ; de rondelette,1,1,8
Toile ; de Bretagne ; rouge et bleüe,toile ; de Bretagne ; rouge et bleue,0,0,0
Toile ; de Bretagne ; rousse,toile ; de Bretagne ; rousse,1,5,7
Toile ; de Bretagne ; serpillere,toile ; de Bretagne ; serpillière,1,1,3
Toile ; de Bretagne ; serpilliere,toile ; de Bretagne ; serpillière,1,2,3
Toile ; de Bretagne ; vitrée,toile ; de Bretagne ; vitrée,1,3,4
Toile ; de Bretagne ; à carreaux,toile ; de Bretagne ; à carreaux,1,27,32
Toile ; de Bretagne ; à voile,toile ; de Bretagne ; à voile,1,29,34
Toile ; de Bretagne ; étroite,toile ; de Bretagne ; étroite,1,32,78
Toile ; de Bretagne ; étroitte,toile ; de Bretagne ; étroite,1,31,78
Toile ; de Bretagne ;crée ; largé,,1,1,5761
Toile ; de Bretagne de Fougere,toile ; de Bretagne ; de fougère,1,1,20
Toile ; de Bretagne; large,toile ; de Bretagne ; large,1,3,59
Toile ; de Bretagne; à voile,toile ; de Bretagne ; à voile,1,1,34
Toile ; de Béarn,toile ; du Béarn,1,1,3
Toile ; de Caladric,toile ; de Bretagne ; vitrée,1,1,4
Toile ; de Cambray,toile ; de Cambrais,1,22,26
Toile ; de Chanvre,toile ; de chanvre,1,1,373
Toile ; de Chauvreau,,1,1,5761
Toile ; de Cholen,toile ; de Cholet,0,0,0
Toile ; de Cholet,toile ; de Cholet,1,2,24
Toile ; de Combourg,toile ; de Combourg,1,1,5761
Toile ; de Comté,toile ; de Comté,1,3,6
Toile ; de Flandre,toile ; de Flandre,1,2,5
Toile ; de France,toile ; de France,1,2,8
Toile ; de Frize,toile ; de Frize,1,3,3
Toile ; de Grenoble,toile ; de Grenoble,0,0,0
Toile ; de Hollande,toile ; de Hollande,1,1,3
Toile ; de Laval,toile ; de Laval,1,16,41
Toile ; de Levant,toile ; de Levant,1,64,78
Toile ; de Levant ; diverses,toile ; de Levant ; divers,1,8,78
Toile ; de Lille,toile ; de Lille,1,1,1
Toile ; de Lin ; Des Quentin,toile ; de lin ; de St. Quentin,1,14,315
Toile ; de Lin ; Royale,toile ; de lin ; royale,1,1,81
Toile ; de Lyon,toile ; de Lyon,1,1,2
Toile ; de Marigny,toile ; de Marigny,1,3,4
Toile ; de Montagne,toile ; de montagne,1,3,18
Toile ; de Morlaix,toile ; de Morlaix,1,2,5761
Toile ; de Mortagne,toile ; de Mortagne,1,2,18
Toile ; de Piemont,toile ; de Piémont,1,1,2
Toile ; de Piémon,toile ; de Piémont,1,1,2
Toile ; de Rosconne,toile ; de Rosconne,0,0,0
Toile ; de Rouen,toile ; de Rouen,1,4,16
Toile ; de Roüanée,toile ; de Rouen,1,1,5761
Toile ; de Roüen,toile ; de Rouen,1,1,16
Toile ; de Russie,toile ; de Russie,1,2,5
Toile ; de Saint Jean,toile ; de Saint Jean,1,1,5761
Toile ; de Saint Quentin,toile ; de Saint Quentin,1,7,5761
Toile ; de Saintonge,toile ; de Russie,1,3,5
Toile ; de Saintonges,toile ; de Saintonge,1,6,16
Toile ; de Saintongs,toile ; de Saintonge,1,2,16
Toile ; de Silesie,toile ; de Valenciennes,1,1,37
Toile ; de Silésie,toile ; de Silesie,1,1,2
Toile ; de St Georges,toile ; de St Georges,1,1,4
Toile ; de St Quentin,toile ; de St Quentin,1,12,12
Toile ; de Suisse,toile ; de Suisse,1,22,30
Toile ; de Valencienne,toile ; de Suisse,1,1,30
Toile ; de Valenciennes,toile ; de Valenciennes,1,15,37
Toile ; de Vimoutiers,toile ; de Vimoutiers,1,2,3
Toile ; de Virmoutiers,toile ; de Vimoutiers,1,1,3
Toile ; de bazin,toile ; de bazin,1,2,5761
Toile ; de bearn,toile ; du Béarn,1,1,3
Toile ; de bretagne,toile ; de Bretagne,1,7,187
Toile ; de bretagne ; blanche,toile ; de Bretagne ; blanche,1,1,16
Toile ; de bretagne ; crée,toile ; de Bretagne ; crue,1,2,35
Toile ; de bretagne ; crée large,toile ; de Bretagne ; crée large,1,1,1
Toile ; de bretagne ; d'oloune,toile ; de Bretagne ; d'Olonne,1,2,18
Toile ; de bretagne ; de 4 fils,toile ; de Bretagne ; de fil,1,1,15
Toile ; de bretagne ; de Morlaix,toile ; de Bretagne ; de Morlaix,1,1,39
Toile ; de bretagne ; de brin,toile ; de Bretagne ; de brin,1,1,20
Toile ; de bretagne ; de cambourg,toile ; de Bretagne ; de Combourg,1,1,17
Toile ; de bretagne ; de couleur,toile ; de Bretagne ; de couleur,1,1,8
Toile ; de bretagne ; de fougere,toile ; de Bretagne ; de fougère,1,1,20
Toile ; de bretagne ; de halle,toile ; de Bretagne ; de halle,1,3,85
Toile ; de bretagne ; de haw brin,toile ; de Bretagne ; de haut brin,1,1,9
Toile ; de bretagne ; de leon,toile ; de Bretagne ; de Leon,1,1,4
Toile ; de bretagne ; de montagne,toile ; de Bretagne ; de montagne,1,1,14
Toile ; de bretagne ; de ménage,toile ; de Bretagne ; de ménage,1,1,11
Toile ; de bretagne ; de vimoutiers,toile ; de Bretagne ; de Virmoutiers,1,1,11
Toile ; de bretagne ; entre large,toile ; de Bretagne ; entre large,1,2,24
Toile ; de bretagne ; gracunne,toile ; de Bretagne ; gracienne,1,1,49
Toile ; de bretagne ; iosconne,toile ; de Bretagne ; de rosconne,1,1,53
Toile ; de bretagne ; large,toile ; de Bretagne ; large,1,3,59
Toile ; de bretagne ; rondelette,toile ; de Bretagne ; de rondelette,1,1,8
Toile ; de bretagne ; à carreaux,toile ; de Bretagne ; à carreaux,1,3,32
Toile ; de bretagne ; à voile,toile ; de Bretagne ; à voile,1,3,34
Toile ; de bretagne ; étroite,toile ; de Bretagne ; étroite,1,5,78
Toile ; de brin,toile ; de brin,1,2,5761
Toile ; de cambray,toile ; de Cambrais,1,4,26
Toile ; de capiton,toile ; de capiton,1,1,1
Toile ; de chanvre,toile ; de chanvre,1,193,373
Toile ; de chanvre ; ...,toile ; de chanvre ; ?,1,4,373
Toile ; de chanvre ; blanche,toile ; de chanvre ; blanche,1,7,11
Toile ; de chanvre ; diverse,toile ; de chanvre ; diverse,1,12,20
Toile ; de chanvre ; fine,toile ; de chanvre ; fine,1,3,3
Toile ; de chanvre ; lerue,toile ; de chanvre ; lerue,1,1,1
Toile ; de chanvre ; loutil,toile ; de chanvre ; coutil,1,5,5
Toile ; de chanvre ; trillin,toile ; de chanvre ; trillin,1,1,1
Toile ; de chanvre ; à voile,toile ; de chanvre ; à voile,1,14,36
Toile ; de chanvre ; écruë,toile ; de chanvre ; écrue,1,1,5761
Toile ; de chasse,tabac ; fabriqué,1,19,42
Toile ; de chateau Gentier,toile ; de Château-Gontier,1,1,1
Toile ; de cholet,toile ; de Cholet,1,3,24
Toile ; de combourg,toile ; de Combourg,1,1,5761
Toile ; de comté,toile ; de Comté,1,2,6
Toile ; de cordat,toile ; de cordat,1,1,2
Toile ; de coton,toile ; de coton,1,275,519
Toile ; de coton ; ***,toile ; de coton ; ?,1,8,519
Toile ; de coton ; ...,toile ; de coton ; ?,1,7,519
Toile ; de coton ; ?,toile ; de coton ; ?,1,1,519
Toile ; de coton ; F...,toile ; de coton ; ?,1,1,519
Toile ; de coton ; bazin,toile ; de coton ; basin,1,13,39
Toile ; de coton ; bisinette,toile ; de coton ; basinette,1,1,1
Toile ; de coton ; blanche,toile ; de coton ; blanche,1,10,15
Toile ; de coton ; brodée,toile ; de coton ; brodée,1,1,5761
Toile ; de coton ; corroyée,toile ; de coton ; corroyée,1,1,1
Toile ; de coton ; cotonette,toile ; de coton ; cotonnette,1,1,1
Toile ; de coton ; de Roüen,toile ; de coton ; basin,1,2,39
Toile ; de coton ; des Indes,toile ; de coton ; basin,1,5,39
Toile ; de coton ; divers,toile ; de coton ; divers,1,7,519
Toile ; de coton ; diverse,toile ; de coton ; divers,1,14,519
Toile ; de coton ; diverses,toile ; de coton ; divers,1,11,11
Toile ; de coton ; en bazin,toile ; de coton ; basin,1,2,39
Toile ; de coton ; en mousseline,toile ; de coton ; en mousseline,1,1,21
Toile ; de coton ; façon ; de Nankin,toile ; de coton ; façon ; de nankin,1,1,32
Toile ; de coton ; imprimé,toile ; de coton ; imprimée,1,1,9
Toile ; de coton ; imprimée,toile ; de coton ; imprimée,1,3,9
Toile ; de coton ; mousseline,toile ; de coton ; mousseline,1,7,21
