marchandises,marchandises_normalisees_inter,marchandises_normalisees,product_prix,dutchtranslation,englishproduct,unit,alternativenames,source_rg_1774,source_rgbase,source_france,source_sound,source_hambourg,v14,v15,remarques,nbr_lignes_fr,nbr_lignes_hambourg,blok,source_bdc,nbr_bdc_marchandises,nbr_bdc_marchandises_normalisees
Sirop de capillaire,Sirop ; de capillaire,Sirop ; de capillaire,,,,,,,,,,,,,,,,1,1,1,264
Sirop de cedra,Sirop ; de cèdre,Sirop ; de cèdre,,,,,,,,,,,,,,,,1,1,1,1
Sirop de crupilaire,Sirop ; de capillaire,Sirop ; de capillaire,,,,,,,,,,,,,,,,1,1,1,264
Sirop de limon,Sirop ; de limon,Sirop ; de limon,,,,,,,,,,,,,,,,1,1,2,13
Sirop de melasse,Sirop ; mélasse,Sirop ; mélasse,,,,,,,,,,,,,,,,1,1,5,439
Sirop de mellasse,Sirop ; mélasse,Sirop ; mélasse,,,,,,,,,,,,,,,,1,1,1,439
Sirop de sucre,Sirop ; de sucre,Sirop ; de sucre,,,,,,,,,,,,,,,,1,1,17,43
Sirop des isles,Sirop ; des Iles,Sirop ; des Iles,,,,,,,,,,,,,,,,1,1,8,27
Sirop et mélasse,Sirop ; mélasse,Sirop ; mélasse,,,,,,,,,,,,,,,,1,1,1,439
Sirop melasse,Sirop ; mélasse,Sirop ; mélasse,,,,,,,,,,,,,,,,1,1,38,439
Sirop mélasse,Sirop ; mélasse,Sirop ; mélasse,,,,,,,,,,,,,,,,1,1,31,439
Sirop terré,Sirop ; terré,Sirop ; terré,,,,,,,,,,,,,,,,1,1,1,1
"Sirop, mélasse",Sirop ; mélasse,Sirop ; mélasse,,,,,,,,,,,,,,,,1,1,19,439
Sirop-mélasse,Sirop ; mélasse,Sirop ; mélasse,,,,,,,,,,,,,,,,1,1,10,439
Sirop; d'alKerme,Sirop ; d'alkerme,Sirop ; d'alkerme,,,,,,,,,,,,,,,,1,1,2,31
Sirop; d'amont,Sirop ; d'amont,Sirop ; d'amont,,,,,,,,,,,,,,,,1,1,1,5
Sirop; de calbasse,Sirop ; de calbasse,Sirop ; de calbasse,,,,,,,,,,,,,,,,1,1,1,1
Sirop; de capilaire,Sirop ; de capillaire,Sirop ; de capillaire,,,,,,,,,,,,,,,,1,1,13,264
Sirop; de citron,Sirop ; de citron,Sirop ; de citron,,,,,,,,,,,,,,,,1,1,1,2
Sirop; melasse,Sirop ; mélasse,Sirop ; mélasse,,,,,,,,,,,,,,,,1,1,8,439
Sirops,Sirop,Sirop,,,,,,0,0,0,,,,,,0,,1,1,131,188
Sirops fins,Sirop ; fin,Sirop ; fin,,,,,,,,,,,,,,,,1,1,9,9
Sirops fins et mélasse,Sirop ; fin et mélasse,Sirop ; fin et mélasse,,,,,,,,,,,,,,,,1,1,3,3
"Sirops, mélasse",Sirop ; mélasse,Sirop ; mélasse,,,,,,,,,,,,,,,,1,1,25,439
Sistresay,Sistresay,Sistresay,,,,,,0,0,1,,,,,,1,,1,1,1,2
Sistresaye,Sistresay,Sistresay,,,,,,0,0,1,,,,,,1,,1,1,1,2
Sivadille,Sivadille,Drogue ; médicinale ; Cévadille,,,,,,0,0,1,,,,,,2,,1,1,2,45
Slocfiche,Stockfish,Stockfish,,,,,,,,,,,,,,,,1,1,1,16
Soberton,Soberton,Soberton,,,,,,,,,,,,,,,,1,1,1,1
Socqs de fer,Socs ; de fer,Socs ; de fer,,,,,,,,,,,,,,,,1,1,1,1
Socreton,Socreton,Socreton,,,,,,,,1,,,,,,1,,1,1,1,1
Socrotour,Sucre ; terré,Sucre ; terré,,,,,,,,,,,,,,,,1,1,1,602
Socs de charrues,Socs ; de charrues,Soc ; de charrue,,,,,,0,0,1,,,,,,1,,1,1,1,4
Socs de charrüe,Socs ; de charrues,Soc ; de charrue,,,,,,0,0,1,,,,,,1,,1,1,1,4
Socs de cherrues,Socs ; de charrues,Soc ; de charrue,,,,,,0,0,1,,,,,,1,,1,1,1,4
Socs de fer,Scies ; de fer,Scies ; de fer,,,,,,,,,,,,,,,,1,1,1,2
Soes de charues,Socs ; de charrues,Soc ; de charrue,,,,,,0,0,1,,,,,,1,,1,1,1,4
Soie,Soie,Soie,,,,,,0,0,0,1,,,,,0,,1,1,105,408
Soie ; Nankin,,,,,,,,,,,,,,,,,,,1,1,3084
Soie ; de la chaine,Soie ; de la chaîne,Soie ; de la chaîne,,,,,,,,1,,,,,,1,,1,1,1,1
Soie ; de porc,Soie ; de porc,Soie ; de porc,,,,,,,,1,,,,,,2,,1,1,2,121
Soie ; des indes,Soie ; des Indes,Soie ; des Indes,,,,,,0,0,1,,,,,,2,,1,1,2,4
Soie ; dite fleuret,Soie ; fleuret,Soie ; fleuret,,,,,,0,0,1,,,,,,1,,1,1,1,14
Soie ; diverse,Soie ; diverse,Soie,,,,,,0,0,1,,,,,,24,,1,1,24,408
Soie ; en cocon,Soie ; en cocon,Soie ; en cocon,,,,,,0,0,1,,,,,,2,,1,1,2,3
Soie ; en suaze (?),Soie ; en suaze (?),Soie ; en suaze (?),,,,,,0,0,1,,,,,,1,,1,1,1,1
Soie ; filozelle,Soie ; filoselle,Soie ; filoselle,,,,,,0,0,1,,,,,,1,,1,1,1,171
Soie ; ordinaire,,,,,,,,,,,,,,,,,,,1,1,3084
Soie ; ouvrée,Soie ; ouvrée,Soie ; ouvrée,,,,,,,,1,,,,,,2,,1,1,2,7
Soie ; à coudre,Soie ; à coudre,Soie ; à coudre,,,,,,,,1,,,,,,2,,1,1,2,212
Soie ; écrue,Soie ; écrue,Soie ; écrue,,,,,,,,1,,,,,,2,,1,1,2,2
Soie brut,Soie ; brute,Soie ; brute,,,,,,,,0,1,,,,,0,,1,0,0,0
Soie brute,Soie ; brute,Soie ; brute,,,,,,,,0,1,,,,,0,,1,0,0,0
Soie de Chine,Soie ; de Chine,Soie ; de Chine,,,,,,,,0,1,,,,,0,,1,0,0,0
Soie de Toile,Soie ; de toile,Soie ; de toile,,,,,,,,,,,,,,,,1,1,1,1
Soie de porc et sanglier,Soie ; de porc et sanglier,Soie ; de porc et sanglier,,,,,,,,,,,,,,,,1,1,61,147
Soie et filoselle,Soie ; filoselle,Soie ; filoselle,,,,,,0,0,0,,,,,,0,,1,1,132,171
Soie filée,Soie ; filée,Soie ; filée,,,,,,,,0,1,,,,,0,,1,0,0,0
Soie pour tisser,Soie ; pour tisser,Soie ; pour tisser,,,,,,,,0,1,,,,,0,,1,0,0,0
Soie transformée,Soie ; ouvrée,Soie ; ouvrée,,,,,,,,0,1,,,,,0,,1,0,0,0
Soie à coudre,Soie ; à coudre,Soie ; à coudre,,,,,,,,0,1,,,,,0,,1,0,0,0
Soieries : Etoffes,Soieries ; étoffes,Soieries ; étoffes,,,,,,,,,,,,,,,,1,1,13,13
Soieries : mouchoirs et schals,Soieries ; mouchoirs et schals,Soieries ; mouchoirs et schals,,,,,,,,,,,,,,,,1,1,12,142
Soieries ; Bonneterie,Soieries ; bonneterie,Soieries ; bonneterie,,,,,,,,,,,,,,,,1,1,42,146
Soieries ; Etoffes diverses,Soieries ; étoffes ; diverses,Soieries ; étoffes ; diverses,,,,,,,,,,,,,,,,1,1,20,97
Soieries ; Etoffes unies et brochées,Soieries ; étoffes ; unies et brochées,Soieries ; étoffes ; unies et brochées,,,,,,,,,,,,,,,,1,1,32,109
"Soieries ; Gazes, crèpes et tulles","Soieries ; gazes, crêpes et tulles","Soieries ; gazes, crêpes et tulles",,,,,,,,,,,,,,,,1,1,31,144
"Soieries ; Gazes, crêpes et fuls","Soieries ; gazes, crêpes et tulles","Soieries ; gazes, crêpes et tulles",,,,,,,,,,,,,,,,1,1,11,144
"Soieries ; Gazes, crêpes et tuls","Soieries ; gazes, crêpes et tulles","Soieries ; gazes, crêpes et tulles",,,,,,,,,,,,,,,,1,1,2,144
Soieries ; Mouchoirs et schalls,Soieries ; mouchoirs et schals,Soieries ; mouchoirs et schals,,,,,,,,,,,,,,,,1,1,17,142
Soieries ; Mouchoirs et schals,Soieries ; mouchoirs et schals,Soieries ; mouchoirs et schals,,,,,,,,,,,,,,,,1,1,30,142
Soieries ; Passementerie,Soieries ; passementerie,Soieries ; passementerie,,,,,,,,,,,,,,,,1,1,36,131
Soieries ; Rubans,Soieries ; rubans,Soieries ; rubans,,,,,,,,,,,,,,,,1,1,63,162
Soieries ; bonneterie,Soieries ; bonneterie,Soieries ; bonneterie,,,,,,,,,,,,,,,,1,1,91,146
Soieries ; des Indes,Soieries ; des Indes,Soieries ; des Indes,,,,,,,,1,,,,,,1,,1,1,1,1
Soieries ; diverses,Soieries ; diverses,Soieries ; diverses,,,,,,,,1,,,,,,3,,1,1,3,3
"Soieries ; gazes, crèpes et tulles","Soieries ; gazes, crêpes et tulles","Soieries ; gazes, crêpes et tulles",,,,,,,,,,,,,,,,1,1,61,144
"Soieries ; gazes, crêpes et tulles","Soieries ; gazes, crêpes et tulles","Soieries ; gazes, crêpes et tulles",,,,,,,,,,,,,,,,1,1,30,144
"Soieries ; gazes, crêpes et tuls","Soieries ; gazes, crêpes et tulles","Soieries ; gazes, crêpes et tulles",,,,,,,,,,,,,,,,1,1,9,144
Soieries ; mouchoirs et schalls,Soieries ; mouchoirs et schals,Soieries ; mouchoirs et schals,,,,,,,,,,,,,,,,1,1,14,142
Soieries ; mouchoirs et schals,Soieries ; mouchoirs et schals,Soieries ; mouchoirs et schals,,,,,,,,,,,,,,,,1,1,69,142
Soieries ; passementerie,Soieries ; passementerie,Soieries ; passementerie,,,,,,,,,,,,,,,,1,1,95,131
Soieries ; rubans,Soieries ; rubans,Soieries ; rubans,,,,,,,,,,,,,,,,1,1,99,162
Soieries ; étoffes diverses,Soieries ; étoffes ; diverses,Soieries ; étoffes ; diverses,,,,,,,,,,,,,,,,1,1,38,97
Soieries ; étoffes unies et brochées,Soieries ; étoffes ; unies et brochées,Soieries ; étoffes ; unies et brochées,,,,,,,,,,,,,,,,1,1,38,109
Soieries ; étoffes unies et brochées en pure soie,Soieries ; étoffes ; unies et brochées,Soieries ; étoffes ; unies et brochées,,,,,,,,,,,,,,,,1,1,39,109
"Soieries en étoffes, gaze, crèpe, rubans et passementerie","Soieries ; en étoffes, gaze, crêpe, rubans et passementerie","Soieries ; en étoffes, gaze, crêpe, rubans et passementerie",,,,,,,,,,,,,,,,1,1,11,23
"Soieries en étoffes, gaze, crêpe, rubans et passementerie","Soieries ; en étoffes, gaze, crêpe, rubans et passementerie","Soieries ; en étoffes, gaze, crêpe, rubans et passementerie",,,,,,,,,,,,,,,,1,1,12,23
"Soieries en étoffes, rubans, crêpes et passementerie","Soieries ; en étoffes, gaze, crêpe et passementerie","Soieries ; en étoffes, gaze, crêpe et passementerie",,,,,,,,,,,,,,,,1,1,11,11
"Soieries en étoffes, rubans, passementerie, etc.","Soieries ; en étoffes, rubans et passementerie","Soieries ; en étoffes, rubans et passementerie",,,,,,,,,,,,,,,,1,1,10,10
Soieries et coton ; des Indes,Soieries et coton ; des Indes,Soieries et coton ; des Indes,,,,,,,,1,,,,,,1,,1,1,1,1
Soies,Soie,Soie,,,,,,,,,,,,,,,,1,1,232,408
Soies de porc et de sanglier,Soie ; de porc et sanglier,Soie ; de porc et sanglier,,,,,,,,,,,,,,,,1,1,86,147
Soies diverses,Soieries ; étoffes ; diverses,Soieries ; étoffes ; diverses,,,,,,,,,,,,,,,,1,1,39,97
Soies filoselle et bourre de soie,Soie ; de filoselle et bourre de soie,Soie ; de filoselle et bourre de soie,,,,,,,,,,,,,,,,1,1,15,15
Soirie,Soieries,Soieries,,,,,,,,,,,,,,,,1,1,2,10
Soirie de toilles,Soieries ; de toiles,Soieries ; de toiles,,,,,,,,,,,,,,,,1,1,1,1
"Soirie en étoffe, mouchoirs,gazes et rubans","Soierie en étoffe, mouchoirs, gazes et rubans","Soierie en étoffe, Mouchoir, gazes et rubans",,,,,,0,0,0,,,,,,0,,1,0,0,0
Sois de Toile,Sacs ; de toile,Sacs ; de toile,,,,,,,,,,,,,,,,1,1,2,22
Sois de Toile vieux,Soie ; de toile vieux,Soie ; de toile vieux,,,,,,,,,,,,,,,,1,1,2,2
Soja,Soja,Soja,,,,,,,,0,1,,,,,0,,1,0,0,0
Soles,Soles,Poisson ; Soles,,,,,,,,0,1,,,,,0,,1,0,0,0
Solinaux de Sapin,Soliveaux ; de sapin,Soliveaux ; de sapin,,,,,,,,,,,,,,,,1,1,1,75
Solineaux ; de sapin ; de 18 pieds,,,,,,,,,,,,,,,,,,,1,1,3084
Solivaux,Soliveaux,Soliveaux,,,,,,0,0,1,,,,,,1,,1,1,2,84
Solivaux ; de chêne,,,,,,,,,,,,,,,,,,,1,1,3084
Solivaux de Sapin,Soliveaux ; de sapin,Soliveaux ; de sapin,,,,,,,,,,,,,,,,1,1,2,75
Soliveau,Soliveaux,Soliveaux,,,,,,,,,,,,,,,,1,1,4,84
Soliveau de Sapin,Soliveaux ; de sapin,Soliveaux ; de sapin,,,,,,,,,,,,,,,,1,1,1,75
Soliveaux,Soliveaux,Soliveaux,,,,,,0,0,1,,,,,,32,,1,1,70,84
Soliveaux ; de Chesne; de 10 pieds,,,,,,,,,,,,,,,,,,,1,1,3084
Soliveaux ; de Sapin; de 12 pieds,,,,,,,,,,,,,,,,,,,1,1,3084
Soliveaux ; de chesne,,,,,,,,,,,,,,,,,,,1,14,3084
Soliveaux ; de sapin,Soliveaux ; de sapin,Soliveaux ; de sapin,,,,,,0,0,1,,,,,,3,,1,1,17,75
Soliveaux ; de sapin ; de 10 pieds,,,,,,,,,,,,,,,,,,,1,1,3084
Soliveaux ; de sapin ; de 14 pieds,,,,,,,,,,,,,,,,,,,1,1,3084
Soliveaux ; de sapin ; de 15 pieds,,,,,,,,,,,,,,,,,,,1,1,3084
Soliveaux ; de sapin ; de 17 pieds,,,,,,,,,,,,,,,,,,,1,1,3084
Soliveaux ; de sapin ; de 18 pieds,,,,,,,,,,,,,,,,,,,1,1,3084
Soliveaux ; de sapin ; de 20 pieds,,,,,,,,,,,,,,,,,,,1,1,3084
Soliveaux ; de sapin ; de 24 pieds,,,,,,,,,,,,,,,,,,,1,1,3084
Soliveaux ; de sapin ; de 25 pieds,,,,,,,,,,,,,,,,,,,1,1,3084
Soliveaux ; de sapin ; de 26 pieds,,,,,,,,,,,,,,,,,,,1,1,3084
Soliveaux ; de sapin ; de 36 pieds,,,,,,,,,,,,,,,,,,,1,2,3084
Soliveaux ; de sapin ; de 50 pieds,,,,,,,,,,,,,,,,,,,1,1,3084
Soliveaux de 18 à 20 pieds de long,Soliveaux ; de 18 à 20 pieds de long,Soliveaux ; de 18 à 20 pieds de long,,,,,,,,,,,,,,,,1,1,1,1
Soliveaux de Chataigne,Soliveaux ; de Chataigne,Soliveaux ; de Chataigne,,,,,,,,,,,,,,,,1,1,1,1
Soliveaux de Chesne,Soliveaux ; de chêne,Soliveaux ; de chêne,,,,,,,,,,,,,,,,1,1,2,6
Soliveaux de Chesnes de 12 A 15 pieds,Soliveaux ; de chêne ; de 12 à 15 pieds,Soliveaux ; de chêne ; de 12 à 15 pieds,,,,,,,,,,,,,,,,1,1,1,1
Soliveaux de Chesnes de 15 A 20 pieds,Soliveaux ; de chêne ; de 15 à 20 pieds,Soliveaux ; de chêne ; de 15 à 20 pieds,,,,,,,,,,,,,,,,1,1,1,1
Soliveaux de Chêne,Soliveaux ; de chêne,Soliveaux ; de chêne,,,,,,,,,,,,,,,,1,1,1,6
Soliveaux de Cipres,Soliveaux ; de cyprès,Soliveaux ; de cyprès,,,,,,,,,,,,,,,,1,1,1,1
Soliveaux de Sapin,Soliveaux ; de sapin,Soliveaux ; de sapin,,,,,,,,,,,,,,,,1,1,31,75
Soliveaux de Sapin de 18 A 20 pieds de Long,Soliveaux ; de sapin ; de 18 à 20 pieds de long,Soliveaux ; de sapin ; de 18 à 20 pieds de long,,,,,,,,,,,,,,,,1,1,1,1
Soliveaux de Sapin de 18 pieds de Long,Soliveaux ; de sapin ; de 18 pieds de long,Soliveaux ; de sapin ; de 18 pieds de long,,,,,,,,,,,,,,,,1,1,1,1
Soliveaux de Sapin de 20 pieds de longueurs,Soliveaux ; de sapin ; de 20 pieds de long,Soliveaux ; de sapin ; de 20 pieds de long,,,,,,,,,,,,,,,,1,1,2,2
Soliveaux de Sapin petit,Soliveaux ; de sapin petit,Soliveaux ; de sapin petit,,,,,,,,,,,,,,,,1,1,1,1
Soliveaux de sapin,Soliveaux ; de sapin,Soliveaux ; de sapin,,,,,,0,0,1,,,,,,7,,1,1,7,75
Soliveaux; de 24 pieds,Soliveaux ; de 24 pieds,Soliveaux ; de 24 pieds,,,,,,,,,,,,,,,,1,1,1,1
Soliveaux;de Sapin,Soliveaux ; de sapin,Soliveaux ; de sapin,,,,,,,,,,,,,,,,1,1,1,75
Soliveaux;de chesne,Soliveaux ; de chêne,Soliveaux ; de chêne,,,,,,,,,,,,,,,,1,1,1,6
Solives,,,,,,,,,,,,,,,,,,,1,1,3084
Solives ; de 16 à 20 pieds,,,,,,,,,,,,,,,,,,,1,1,3084
Solives ; de sapin,Soliveaux ; de sapin,Soliveaux ; de sapin,,,,,,0,0,1,,,,,,1,,1,1,1,75
Solives de bois de tilleul,Soliveaux ; de tilleul,Soliveaux ; de sapin,Soliveaux ; de sapin,,,,,,,0,1,,,,,0,,1,0,0,0
Solivos de Sapin,Soliveaux ; de sapin,Soliveaux ; de sapin,,,,,,,,,,,,,,,,1,1,3,75
Solliveaux,Soliveaux,Soliveaux,,,,,,,,,,,,,,,,1,1,1,84
Solliveaux de Chesne,Soliveaux ; de chêne,Soliveaux ; de chêne,,,,,,,,,,,,,,,,1,1,1,6
Solliveaux de Sapin,Soliveaux ; de sapin,Soliveaux ; de sapin,,,,,,,,,,,,,,,,1,1,5,75
Solliveaux; de chesne,Soliveaux ; de chêne,Soliveaux ; de chêne,,,,,,,,,,,,,,,,1,1,1,6
Solsepareille,Salsepareille,Salsepareille,,,,,,,,,,,,,,,,1,1,1,370
Son,Son,Son,,,,,,0,0,1,,,,,,34,,1,1,52,53
Sonde,Sonde,Sonde,,,,,,0,0,1,,,,,,3,,1,1,3,3
Sonnette,Sonnettes,Sonnettes,,,,,,,,,,,,,,,,1,1,1,13
Sonnettes,Sonnettes,Sonnettes,,,,,,0,0,1,,,,,,7,,1,1,12,13
Sonnettes ; de Bronge,,,,,,,,,,,,,,,,,,,1,1,3084
Sor,Son,Son,,,,,,,,,,,,,,,,1,1,1,53
Sorte de baie de poivre utilisé à la fois comme épice et médicament,Sorte de baie de poivre utilisé à la fois comme épice et médicament,Épicerie ; poivre,,,,,,,,0,1,,,,,0,,1,0,0,0
Sorte de baume,Sorte de baume,Baume,,,,,,,,0,1,,,,,0,,1,0,0,0
Sorte de bière,Sorte de bière,Bière,,,,,,,,0,1,,,,,0,,1,0,0,0
Sorte de bois,Sorte de bois,Bois,,,,,,,,0,1,,,,,0,,1,0,0,0
Sorte de bois ?,Sorte de bois ?,Bois,,,,,,,,0,1,,,,,0,,1,0,0,0
Sorte de cuir,Sorte de cuir,Cuir,,,,,,,,0,1,,,,,0,,1,0,0,0
Sorte de herbe ?,Sorte de herbe ?,Herbe,,,,,,,,0,1,,,,,0,,1,0,0,0
Sorte de laine,Sorte de laine,Laine,,,,,,,,0,1,,,,,0,,1,0,0,0
Sorte de lin,Sorte de lin,Lin,,,,,,,,0,1,,,,,0,,1,0,0,0
Sorte de morue séché,Sorte de morue séché,Poisson ; de mer ; séché ; morue,,,,,,,,0,1,,,,,0,,1,0,0,0
Sorte de poisson,Sorte de poisson,Poisson,,,,,,,,0,1,,,,,0,,1,0,0,0
Sorte de satin,Sorte de satin,Satin,,,,,,,,0,1,,,,,0,,1,0,0,0
Sorte de toile,Sorte de toile,Toile,,,,,,,,0,1,,,,,0,,1,0,0,0
Sorte de toile (tissu),Sorte de toile (tissu),Toile,,,,,,,,0,1,,,,,0,,1,0,0,0
Sorte de vin,Sorte de vin,Vin,,,,,,,,0,1,,,,,0,,1,0,0,0
Sotiveaux,Soliveaux,Soliveaux,,,,,,0,0,1,,,,,,4,,1,1,7,84
Soucis,Soucis,Soucis,,,,,,0,0,1,,,,,,6,,1,1,7,9
Soucy,Soucis,Soucis,,,,,,0,0,1,,,,,,1,,1,1,2,9
Soude,Soude,Soude,,,,,,0,0,1,1,,,,,156,,1,1,392,423
Soude et tartre,Soude ; et tartre,Soude ; et tarte,,,,,,,,0,1,,,,,0,,1,0,0,0
Soudes,Soude,Soude,,,,,,,,,,,,,,,,1,1,11,423
Soudure,Soudure,Soudure,,,,,,0,0,1,,,,,,4,,1,1,8,9
Soudure ; de cuivre,,,,,,,,,,,,,,,,,,,1,1,3084
Souffle A Cheminé,Soufflet ; de cheminée,Soufflet ; de cheminée,,,,,,,,,,,,,,,,1,1,1,2
Souffle A tiré leviez,Soufflet ; à tirer et levier,Soufflet ; à tirer et levier,,,,,,,,,,,,,,,,1,1,1,1
Souffle a tiré,Soufflet ; à tirer,Soufflet ; à tirer,,,,,,,,,,,,,,,,1,1,1,1
Souffles d'heumine,Souffles d'heumine,Souffles d'heumine,,,,,,,,,,,,,,,,1,1,1,1
Soufflet,Soufflet,Soufflet,,,,,,,,,,,,,,,,1,1,1,1
Soufflet ; a soutirer ; le vin,,,,,,,,,,,,,,,,,,,1,1,3084
Soufflets,Soufflet,Soufflets,,,,,,0,0,1,,,,,,17,,1,1,27,28
Soufflets ; a tirer ; le vin,,,,,,,,,,,,,,,,,,,1,1,3084
Soufflets ; de cheminée,,,,,,,,,,,,,,,,,,,1,1,3084
Soufflets ; de forge,Soufflet ; de forge,Soufflet ; de forge,,,,,,0,0,1,,,,,,1,,1,1,1,3
Soufflets ; petits,Soufflet ; petits,Soufflet ; petits,,,,,,0,0,1,,,,,,1,,1,1,1,1
Soufflets de Cheminé,Soufflet ; de cheminée,Soufflet ; de cheminée,,,,,,,,,,,,,,,,1,1,1,2
Soufflets de forge,Soufflet ; de forge,Soufflet ; de forge,,,,,,,,,,,,,,,,1,1,1,3
Soufflets à Forge,Soufflet ; de forge,Soufflet ; de forge,,,,,,,,,,,,,,,,1,1,1,3
Soufflets à feu,Soufflet ; à feu,Soufflet ; à feu,,,,,,,,,,,,,,,,1,1,1,1
Souffre,Souffre,Souffre,,,,,,0,0,1,,,,,,197,,1,1,375,632
Souffre ; ?,Souffre ; ?,Souffre,,,,,,,,1,,,,,,1,,1,1,1,632
Souffre ; divers,Souffre ; divers,Souffre,,,,,,,,1,,,,,,1,,1,1,1,632
Souffre ; en canon,Souffre ; en fanon,Souffre ; en fanon,,,,,,,,1,,,,,,1,,1,1,4,15
Souffre ; en canons,Souffre ; en canons,Souffre ; en canons,,,,,,,,,,,,,,,,1,1,1,1
Souffre ; en fanon,Souffre ; en fanon,Souffre ; en fanon,,,,,,,,1,,,,,,3,,1,1,4,15
Souffre ; en fleur,Souffre ; en fleur,Souffre ; en fleur,,,,,,,,1,,,,,,1,,1,1,1,1
Souffre ; raffiné,Souffre ; raffiné,Souffre ; raffiné,,,,,,,,1,,,,,,1,,1,1,1,1
Souffre en Canon,Souffre ; en fanon,Souffre ; en fanon,,,,,,,,,,,,,,,,1,1,5,15
Souffre en Fanon,Souffre ; en fanon,Souffre ; en fanon,,,,,,,,,,,,,,,,1,1,1,15
Souffre et salpetre,Souffre et salpêtre,Souffre et salpêtre,,,,,,0,0,0,,,,,,0,,1,0,0,0
Souffres ; en fanon,Souffres ; en fanon,Souffre ; en fanon,,,,,,,,1,,,,,,1,,1,1,1,15
Souffré,,,,,,,,,,,,,,,,,,,1,1,3084
Souflet ; a tirer ; le vin,,,,,,,,,,,,,,,,,,,1,1,3084
Soufre,Souffre,Souffre,,,,,,0,0,1,1,,,,,8,,1,1,251,632
Soufre et salpètre,Souffre et salpêtre,Souffre et salpêtre,,,,,,,,,,,,,,,,1,1,9,116
Soufre et salpêtre,Souffre et salpêtre,Souffre et salpêtre,,,,,,,,,,,,,,,,1,1,93,116
Soufres,Souffre,Souffre,,,,,,,,,,,,,,,,1,1,1,632
Souiliers,Souliers,Souliers,,,,,,,,,,,,,,,,1,1,1,363
Soulier,Souliers,Souliers,,,,,,,,,,,,,,,,1,1,18,363
Soulier brodés,Souliers ; brodés,Souliers ; brodés,,,,,,,,,,,,,,,,1,1,2,10
Soulier de cuirs,Souliers ; de cuir,Souliers ; de cuir,,,,,,,,,,,,,,,,1,1,1,3
Souliers,Souliers,Souliers,,,,,,0,0,1,,,,,,199,,1,1,327,363
Souliers ; brodés,Souliers ; brodés,Souliers ; brodés,,,,,,0,0,1,,,,,,1,,1,1,1,10
Souliers ; d'enfans,Souliers ; d'enfants,Souliers ; d'enfants,,,,,,0,0,1,,,,,,1,,1,1,1,1
Souliers ; de cuir,,,,,,,,,,,,,,,,,,,1,1,3084
Souliers ; de maroquin,Souliers ; de maroquin,Souliers ; de maroquin,,,,,,0,0,1,,,,,,1,,1,1,1,1
Souliers ; neufs,Souliers ; neufs,Souliers ; neufs,,,,,,0,0,1,,,,,,3,,1,1,5,11
Souliers ; ordinaires,Souliers ; ordinaires,Souliers ; ordinaires,,,,,,0,0,1,,,,,,8,,1,1,8,8
Souliers ; vieux,Souliers ; vieux,Souliers ; vieux,,,,,,0,0,1,,,,,,1,,1,1,1,3
Souliers bordez,Souliers ; brodés,Souliers ; brodés,,,,,,,,,,,,,,,,1,1,1,10
Souliers brodés,Souliers ; brodés,Souliers ; brodés,,,,,,,,,,,,,,,,1,1,6,10
Souliers brodés argent et soye,Souliers ; brodés argent et soie,Souliers ; brodés argent et soie,,,,,,,,,,,,,,,,1,1,1,1
Souliers brodés pour Femmes,Souliers ; brodés pour femmes,Souliers ; brodés pour femmes,,,,,,,,,,,,,,,,1,1,1,3
Souliers de Dames brodées,Souliers ; brodés pour femmes,Souliers ; brodés pour femmes,,,,,,,,,,,,,,,,1,1,1,3
Souliers de cuir,Souliers ; de cuir,Souliers ; de cuir,,,,,,,,,,,,,,,,1,1,1,3
Souliers et bottes,Souliers ; et bottes,Souliers et bottes,,,,,,,,1,,,,,,2,,1,1,2,2
Souliers pour Hommes et pour Femmes,Souliers ; pour hommes et femmes,Souliers ; pour hommes et femmes,,,,,,,,,,,,,,,,1,1,1,1
Souliers pour femme,Souliers ; pour femme,Souliers ; pour femme,,,,,,,,,,,,,,,,1,1,2,2
Souliers pour homme,Souliers ; pour homme,Souliers ; pour homme,,,,,,,,,,,,,,,,1,1,7,9
Souliers pour hommes,Souliers ; pour homme,Souliers ; pour homme,,,,,,,,,,,,,,,,1,1,1,9
Souline etoffe des L'Indes,Souliers ; étoffe des Indes,Souliers ; étoffe des Indes,,,,,,,,,,,,,,,,1,1,1,1
Soullier en cuir,Souliers ; de cuir,Souliers ; de cuir,,,,,,,,,,,,,,,,1,1,1,3
Soullier pour femme brodés,Souliers ; brodés pour femmes,Souliers ; brodés pour femmes,,,,,,,,,,,,,,,,1,1,1,3
Soullier pour homme,Souliers ; pour homme,Souliers ; pour homme,,,,,,,,,,,,,,,,1,1,1,9
Soulliers,Souliers,Souliers,,,,,,,,,,,,,,,,1,1,9,363
Soulliers ; neuf,Souliers ; neufs,Souliers ; neufs,,,,,,0,0,1,,,,,,4,,1,1,4,11
Soulliers ; neufs,Souliers ; neufs,Souliers ; neufs,,,,,,0,0,1,,,,,,1,,1,1,1,11
Soulliers ; vieux,Souliers ; vieux,Souliers ; vieux,,,,,,0,0,1,,,,,,1,,1,1,1,3
Soutien,Soutien,Soutien,,,,,,,,,,,,,,,,1,1,1,1
Soye,Soie,Soie,,,,,,,,,,,,,,,,1,1,16,408
Soye ; Canton,,,,,,,,,,,,,,,,,,,1,1,3084
