dutchtranslation,unit,tax_office,quantity,exportimport,product_prix,product,product_Original,sitc1digit,sitc18thc,alternativenames
zijden stoffen,pond,bergen,58,export,,étoffes de soye,silk fabrics,6,6c,etoffes de soye pure
zijden stoffen,pond,herve,81.5,import,,étoffes de soye,silk fabrics,6,6c,etoffes de soye pure
zijden stoffen,pond,ieper,163.9375,import,,étoffes de soye,silk fabrics,6,6c,etoffes de soye pure
zijden stoffen,el,kortrijk,143,transit,,étoffes de soye,silk fabrics,6,6c,etoffes de soye pure
zijden stoffen,pond,gent,41.375,export,,étoffes de soye,silk fabrics,6,6c,etoffes de soye pure
zijden stoffen,stuk,herve,2,import,,étoffes de soye,silk fabrics,6,6c,etoffes de soye pure
zijden stoffen,pond,namen,107.875,import,,étoffes de soye,silk fabrics,6,6c,etoffes de soye pure
zijden stoffen,el,sintniklaas,2,import,,étoffes de soye,silk fabrics,6,6c,etoffes de soye pure
zijden stoffen,pond,namen,50,export,,étoffes de soye,silk fabrics,6,6c,etoffes de soye pure
zijden stoffen,pond,tienen,143.375,import,,étoffes de soye,silk fabrics,6,6c,etoffes de soye pure
zijden stoffen,stuk,brussel,3.5,export,,étoffes de soye,silk fabrics,6,6c,etoffes de soye pure
zijden stoffen,pond,kortrijk,60.5,transit,,étoffes de soye,silk fabrics,6,6c,etoffes de soye pure
zijden stoffen,pond,brugge,4,export,,étoffes de soye,silk fabrics,6,6c,etoffes de soye pure
zijden stoffen,pond,brussel,1456.1875,transit,,étoffes de soye,silk fabrics,6,6c,etoffes de soye pure
zijden stoffen,el,turnhout,75,export,,étoffes de soye,silk fabrics,6,6c,etoffes de soye pure
zijden stoffen,pond,namen,2.25,transit,,étoffes de soye,silk fabrics,6,6c,etoffes de soye pure
zijden stoffen,pond,turnhout,224.625,import,,étoffes de soye,silk fabrics,6,6c,etoffes de soye pure
zijden stoffen,pond,tienen,52,transit,,étoffes de soye,silk fabrics,6,6c,etoffes de soye pure
zijden stoffen,pond,kortrijk,1769.4688,import,,étoffes de soye,silk fabrics,6,6c,etoffes de soye pure
zijden stoffen,pond,brussel,7825,import,,étoffes de soye,silk fabrics,6,6c,etoffes de soye pure
zijden stoffen,pond,stvith,2.5,import,,étoffes de soye,silk fabrics,6,6c,etoffes de soye pure
zijden stoffen,el,stvith,232.5,transit,,étoffes de soye,silk fabrics,6,6c,etoffes de soye pure
zijden stoffen,pond,antwerpen,141.375,import,,étoffes de soye,silk fabrics,6,6c,etoffes de soye pure
zijden stoffen,pond,gent,69.625,import,,étoffes de soye,silk fabrics,6,6c,etoffes de soye pure
zijden stoffen,stuk,oostende,1,export,,étoffes de soye,silk fabrics,6,6c,etoffes de soye pure
zijden stoffen,el,gent,54,export,,étoffes de soye,silk fabrics,6,6c,etoffes de soye pure
zijden stoffen,el,turnhout,56,import,,étoffes de soye,silk fabrics,6,6c,etoffes de soye pure
zijden stoffen,pond,bergen,2279.4375,import,,étoffes de soye,silk fabrics,6,6c,etoffes de soye pure
zijden stoffen,el,tienen,65,export,,étoffes de soye,silk fabrics,6,6c,etoffes de soye pure
zijden stoffen,el,marche,2533,import,,étoffes de soye,silk fabrics,6,6c,etoffes de soye pure
zijden stoffen,pond,kortrijk,192,export,,étoffes de soye,silk fabrics,6,6c,etoffes de soye pure
zijden stoffen,el,luxemburg,141,transit,,étoffes de soye,silk fabrics,6,6c,etoffes de soye pure
zijden stoffen,stuk,brussel,2331,transit,,étoffes de soye,silk fabrics,6,6c,etoffes de soye pure
zijden stoffen,el,antwerpen,43015,export,,étoffes de soye,silk fabrics,6,6c,etoffes de soye pure
zijden stoffen,pond,stphillipe,242.9375,import,,étoffes de soye,silk fabrics,6,6c,etoffes de soye pure
zijden stoffen,el,antwerpen,160,import,,étoffes de soye,silk fabrics,6,6c,etoffes de soye pure
zijden stoffen,el,brussel,4,transit,,étoffes de soye,silk fabrics,6,6c,etoffes de soye pure
zijden stoffen,el,marche,3,export,,étoffes de soye,silk fabrics,6,6c,etoffes de soye pure
zijden stoffen,el,brugge,70,import,,étoffes de soye,silk fabrics,6,6c,etoffes de soye pure
zijden stoffen,pond,bergen,7.75,transit,,étoffes de soye,silk fabrics,6,6c,etoffes de soye pure
zijden stoffen,el,marche,5,transit,,étoffes de soye,silk fabrics,6,6c,etoffes de soye pure
zijden stoffen,el,chimay,9,transit,,étoffes de soye,silk fabrics,6,6c,etoffes de soye pure
zijden stoffen,pond,stvith,2687,transit,,étoffes de soye,silk fabrics,6,6c,etoffes de soye pure
zijden stoffen,pond,chimay,54.5,transit,,étoffes de soye,silk fabrics,6,6c,etoffes de soye pure
zijden stoffen,el,herve,3,transit,,étoffes de soye,silk fabrics,6,6c,etoffes de soye pure
zijden stoffen,pond,oostende,1.5,export,,étoffes de soye,silk fabrics,6,6c,etoffes de soye pure
zijden stoffen,pond,charleroi,23,transit,,étoffes de soye,silk fabrics,6,6c,etoffes de soye pure
zijden stoffen,pond,marche,.5,import,,étoffes de soye,silk fabrics,6,6c,etoffes de soye pure
zijden stoffen,el,brugge,57,export,,étoffes de soye,silk fabrics,6,6c,etoffes de soye pure
zijden stoffen,pond,luxemburg,19.5,import,,étoffes de soye,silk fabrics,6,6c,etoffes de soye pure
zijden stoffen,pond,oostende,150.5,import,,étoffes de soye,silk fabrics,6,6c,etoffes de soye pure
zijden stoffen,stuk,turnhout,5.5,export,,étoffes de soye,silk fabrics,6,6c,etoffes de soye pure
zijden stoffen,el,brussel,58,import,,étoffes de soye,silk fabrics,6,6c,etoffes de soye pure
zijden stoffen,el,tienen,32,import,,étoffes de soye,silk fabrics,6,6c,etoffes de soye pure
zijden stoffen,el,brussel,19,export,,étoffes de soye,silk fabrics,6,6c,etoffes de soye pure
zijden stoffen,pond,brugge,44.1875,import,,étoffes de soye,silk fabrics,6,6c,etoffes de soye pure
zijden stoffen,pond,marche,28,transit,,étoffes de soye,silk fabrics,6,6c,etoffes de soye pure
zijden stoffen,pond,doornik,1105.1406,import,,étoffes de soye,silk fabrics,6,6c,etoffes de soye pure
zijden stoffen,el,herve,78.5,export,,étoffes de soye,silk fabrics,6,6c,etoffes de soye pure
zijden stoffen (verguld),pond,brussel,112.625,import,,étoffes de soye en dorures,guilded silk fabrics,,,
zijden stoffen (verguld),pond,tienen,25.25,import,,etoffes de soye en dorures,guilded silk fabrics,6,6c,etoffes de soye et en dorures fine
zijden stoffen (verguld),pond,bergen,65.359375,import,,etoffes de soye en dorures,guilded silk fabrics,6,6c,etoffes de soye et en dorures fine
zijden stoffen (verguld),pond,namen,8.75,import,,etoffes de soye en dorures,guilded silk fabrics,6,6c,etoffes de soye et en dorures fine
zijden stoffen (verguld),pond,brussel,34.3125,export,,etoffes de soye en dorures,guilded silk fabrics,6,6c,etoffes de soye et en dorures fine
zijden stoffen (verguld),pond,herve,1,export,,etoffes de soye en dorures,guilded silk fabrics,6,6c,etoffes de soye et en dorures fine
zijden stoffen (verguld),pond,bergen,2,export,,etoffes de soye en dorures,guilded silk fabrics,6,6c,etoffes de soye et en dorures fine
zijden stoffen (verguld),pond,stvith,50,import,,etoffes de soye en dorures,guilded silk fabrics,6,6c,etoffes de soye et en dorures fine
zijden stoffen (verguld),pond,brugge,1.5,export,,etoffes de soye en dorures,guilded silk fabrics,6,6c,etoffes de soye et en dorures fine
zijden stoffen (verguld),pond,brussel,17.3125,transit,,etoffes de soye en dorures,guilded silk fabrics,6,6c,etoffes de soye et en dorures fine
zijden stoffen (verguld),pond,nieuwpoort,1,import,,etoffes de soye en dorures,guilded silk fabrics,6,6c,etoffes de soye et en dorures fine
zijden stoffen (verguld),pond,doornik,2,export,,etoffes de soye en dorures,guilded silk fabrics,6,6c,etoffes de soye et en dorures fine
zijden stoffen (verguld),pond,charleroi,1.5,transit,,etoffes de soye en dorures,guilded silk fabrics,6,6c,etoffes de soye et en dorures fine
zijden stoffen (verguld),pond,gent,12,export,,etoffes de soye en dorures,guilded silk fabrics,6,6c,etoffes de soye et en dorures fine
zijden stoffen (verguld),pond,namen,1,export,,etoffes de soye en dorures,guilded silk fabrics,6,6c,etoffes de soye et en dorures fine
zijden stoffen (verguld),pond,ieper,9.125,import,,etoffes de soye en dorures,guilded silk fabrics,6,6c,etoffes de soye et en dorures fine
zijden stoffen (verguld),pond,kortrijk,60.875,import,,etoffes de soye en dorures,guilded silk fabrics,6,6c,etoffes de soye et en dorures fine
zijden stoffen (verguld),pond,stphillipe,.375,import,,etoffes de soye en dorures,guilded silk fabrics,6,6c,etoffes de soye et en dorures fine
zijden stoffen (verguld),pond,antwerpen,14,import,,etoffes de soye en dorures,guilded silk fabrics,6,6c,etoffes de soye et en dorures fine
zijden stoffen (verguld),pond,brugge,.25,import,,etoffes de soye en dorures,guilded silk fabrics,6,6c,etoffes de soye et en dorures fine
zijden stoffen (verguld),pond,doornik,38.5,import,,etoffes de soye en dorures,guilded silk fabrics,6,6c,etoffes de soye et en dorures fine
zijden stoffen (verguld),pond,herve,1,import,,etoffes de soye en dorures,guilded silk fabrics,6,6c,etoffes de soye et en dorures fine
zijden zakdoeken,aantal,herve,29,export,,mouchoirs de soye,silk handkerchiefs,8,8,
zijden zakdoeken,aantal,bergen,1,import,,mouchoirs de soye,silk handkerchiefs,8,8,
zijden zakdoeken,aantal,chimay,12,export,,mouchoirs de soye,silk handkerchiefs,8,8,
zijden zakdoeken,aantal,stvith,1868,transit,,mouchoirs de soye,silk handkerchiefs,8,8,
zijden zakdoeken,aantal,marche,115,transit,,mouchoirs de soye,silk handkerchiefs,8,8,
zijden zakdoeken,aantal,luxemburg,2175,import,,mouchoirs de soye,silk handkerchiefs,8,8,
zijden zakdoeken,aantal,luxemburg,200,export,,mouchoirs de soye,silk handkerchiefs,8,8,
zijden zakdoeken,aantal,brugge,8,export,,mouchoirs de soye,silk handkerchiefs,8,8,
zijden zakdoeken,aantal,ieper,1,import,,mouchoirs de soye,silk handkerchiefs,8,8,
zijden zakdoeken,aantal,bergen,8,export,,mouchoirs de soye,silk handkerchiefs,8,8,
zijden zakdoeken,aantal,marche,52,export,,mouchoirs de soye,silk handkerchiefs,8,8,
zijden zakdoeken,aantal,namen,4,import,,mouchoirs de soye,silk handkerchiefs,8,8,
zijden zakdoeken,aantal,tienen,28,import,,mouchoirs de soye,silk handkerchiefs,8,8,
zijden zakdoeken,aantal,stvith,3227,import,,mouchoirs de soye,silk handkerchiefs,8,8,
zijden zakdoeken,aantal,marche,336,import,,mouchoirs de soye,silk handkerchiefs,8,8,
zijden zakdoeken,aantal,herve,2415,import,,mouchoirs de soye,silk handkerchiefs,8,8,
zijden zakdoeken,aantal,oostende,18,import,,mouchoirs de soye,silk handkerchiefs,8,8,
zijden zakdoeken,aantal,brussel,506,transit,,mouchoirs de soye,silk handkerchiefs,8,8,
zijden zakdoeken,aantal,turnhout,15,export,,mouchoirs de soye,silk handkerchiefs,8,8,
zijden zakdoeken,aantal,tienen,17,export,,mouchoirs de soye,silk handkerchiefs,8,8,
zijden zakdoeken,aantal,herve,11,transit,,mouchoirs de soye,silk handkerchiefs,8,8,
zijden zakdoeken,aantal,turnhout,5,import,,mouchoirs de soye,silk handkerchiefs,8,8,
zilver (vaatwerk),ons,antwerpen,102,transit,,vaiselle d'argent,silver tableware,6,6,
zilver (vaatwerk),ons,brussel,1960,import,,vaiselle d'argent,silver tableware,6,6,
zilver (vaatwerk),ons,brussel,360,export,,vaiselle d'argent,silver tableware,6,6,
zilver (vaatwerk),ons,oostende,184,export,,vaiselle d'argent,silver tableware,6,6,
zilver (vaatwerk),ons,namen,470,export,,vaiselle d'argent,silver tableware,6,6,
zilver (vaatwerk),ons,marche,2,import,,vaiselle d'argent,silver tableware,6,6,
zilver (vaatwerk),ons,namen,25,transit,,vaiselle d'argent,silver tableware,6,6,
zilver (vaatwerk),ons,marche,83,export,,vaiselle d'argent,silver tableware,6,6,
zilver (vaatwerk),ons,stphillipe,148,import,,vaiselle d'argent,silver tableware,6,6,
zilver (vaatwerk),ons,brugge,67,import,,vaiselle d'argent,silver tableware,6,6,
zilver (vaatwerk),ons,luxemburg,188.5,import,,vaiselle d'argent,silver tableware,6,6,
zilver (vaatwerk),ons,marche,1760,transit,,vaiselle d'argent,silver tableware,6,6,
zilver (vaatwerk),ons,luxemburg,194.5,export,,vaiselle d'argent,silver tableware,6,6,
zilver (vaatwerk),ons,herve,64,import,,vaiselle d'argent,silver tableware,6,6,
zilver (vaatwerk),ons,antwerpen,120,import,,vaiselle d'argent,silver tableware,6,6,
zilver (vaatwerk),ons,kortrijk,2082,import,,vaiselle d'argent,silver tableware,6,6,
zilver (vaatwerk),ons,tienen,69,export,,vaiselle d'argent,silver tableware,6,6,
zilver (vaatwerk),ons,nieuwpoort,11.4375,import,,vaiselle d'argent,silver tableware,6,6,
zilver (vaatwerk),ons,ieper,75,import,,vaiselle d'argent,silver tableware,6,6,
zilver (vaatwerk),ons,tienen,251,import,,vaiselle d'argent,silver tableware,6,6,
zilver (vaatwerk),ons,oostende,319.5,import,,vaiselle d'argent,silver tableware,6,6,
zilver (vaatwerk),ons,bergen,135,export,,vaiselle d'argent,silver tableware,6,6,
zilver (vaatwerk),ons,gent,29,import,,vaiselle d'argent,silver tableware,6,6,
zilver (vaatwerk),ons,herve,64,export,,vaiselle d'argent,silver tableware,6,6,
zilver (vaatwerk),ons,herve,160,transit,,vaiselle d'argent,silver tableware,6,6,
zilver (vaatwerk),ons,antwerpen,279.5,export,,vaiselle d'argent,silver tableware,6,6,
zilver (vaatwerk),ons,namen,48,import,,vaiselle d'argent,silver tableware,6,6,
zilver (vaatwerk),ons,turnhout,76,import,,vaiselle d'argent,silver tableware,6,6,
zilver (vaatwerk),ons,stvith,7.5,import,,vaiselle d'argent,silver tableware,6,6,
zilver (vaatwerk),ons,turnhout,38,export,,vaiselle d'argent,silver tableware,6,6,
zilver (vaatwerk),ons,bergen,93,import,,vaiselle d'argent,silver tableware,6,6,
zilver (vaatwerk),ons,doornik,189.5,import,,vaiselle d'argent,silver tableware,6,6,
zilver (vaatwerk),ons,doornik,11,export,,vaiselle d'argent,silver tableware,6,6,
zilver (vaatwerk),ons,charleroi,7,export,,vaiselle d'argent,silver tableware,6,6,
zoethout en sap van zoethout,pond,brugge,106595,import,,bois et jus de reglisse,liquorice,5,5,
zoethout en sap van zoethout,pond,brussel,392,import,,bois et jus de reglisse,liquorice,5,5,
zoethout en sap van zoethout,pond,stphillipe,23037,import,,bois et jus de reglisse,liquorice,5,5,
zoethout en sap van zoethout,pond,herve,1340,import,,bois et jus de reglisse,liquorice,5,5,
zoethout en sap van zoethout,pond,nieuwpoort,2157.5,import,,bois et jus de reglisse,liquorice,5,5,
zoethout en sap van zoethout,pond,oostende,43146,import,,bois et jus de reglisse,liquorice,5,5,
zoethout en sap van zoethout,pond,brussel,1850,transit,,bois et jus de reglisse,liquorice,5,5,
zoethout en sap van zoethout,pond,luxemburg,75,export,,bois et jus de reglisse,liquorice,5,5,
zoethout en sap van zoethout,pond,sintniklaas,1005,import,,bois et jus de reglisse,liquorice,5,5,
zoethout en sap van zoethout,pond,kortrijk,842,import,,bois et jus de reglisse,liquorice,5,5,
zoethout en sap van zoethout,pond,luxemburg,233,import,,bois et jus de reglisse,liquorice,5,5,
zoethout en sap van zoethout,pond,stvith,26,import,,bois et jus de reglisse,liquorice,5,5,
zoethout en sap van zoethout,pond,oostende,300,export,,bois et jus de reglisse,liquorice,5,5,
zoethout en sap van zoethout,pond,luxemburg,3961,transit,,bois et jus de reglisse,liquorice,5,5,
zoethout en sap van zoethout,pond,doornik,1257,import,,bois et jus de reglisse,liquorice,5,5,
zoethout en sap van zoethout,pond,marche,216.5,import,,bois et jus de reglisse,liquorice,5,5,
zoethout en sap van zoethout,pond,chimay,2085,transit,,bois et jus de reglisse,liquorice,5,5,
zoethout en sap van zoethout,pond,antwerpen,1054,export,,bois et jus de reglisse,liquorice,5,5,
zoethout en sap van zoethout,pond,ieper,3236,import,,bois et jus de reglisse,liquorice,5,5,
zoethout en sap van zoethout,pond,tienen,1,import,,bois et jus de reglisse,liquorice,5,5,
zoethout en sap van zoethout,pond,bergen,1132,import,,bois et jus de reglisse,liquorice,5,5,
zoethout en sap van zoethout,pond,brugge,2,export,,bois et jus de reglisse,liquorice,5,5,
zoethout en sap van zoethout,pond,namen,10,transit,,bois et jus de reglisse,liquorice,5,5,
zoethout en sap van zoethout,pond,stphillipe,4982,export,,bois et jus de reglisse,liquorice,5,5,
zoethout en sap van zoethout,pond,brussel,245,export,,bois et jus de reglisse,liquorice,5,5,
zoethout en sap van zoethout,pond,gent,8556,import,,bois et jus de reglisse,liquorice,5,5,
zoethout en sap van zoethout,pond,charleroi,203,export,,bois et jus de reglisse,liquorice,5,5,
zoethout en sap van zoethout,pond,bergen,261,export,,bois et jus de reglisse,liquorice,5,5,
zoethout en sap van zoethout,pond,chimay,19,export,,bois et jus de reglisse,liquorice,5,5,
zoethout en sap van zoethout,pond,brugge,1735,transit,,bois et jus de reglisse,liquorice,5,5,
zoethout en sap van zoethout,pond,namen,133,export,,bois et jus de reglisse,liquorice,5,5,
zoethout en sap van zoethout,pond,herve,200,transit,,bois et jus de reglisse,liquorice,5,5,
zonne- en regenschermen,aantal,bergen,4,import,,parapluys et parasols,sun and rain screens,8,8,
zonne- en regenschermen,aantal,herve,2,import,,parapluys et parasols,sun and rain screens,8,8,
zonne- en regenschermen,gulden,bergen,30,import,,parapluys et parasols,sun and rain screens,8,8,
zonne- en regenschermen,gulden,namen,54,import,,parapluys et parasols,sun and rain screens,8,8,
zonne- en regenschermen,aantal,namen,1,transit,,parapluys et parasols,sun and rain screens,8,8,
zonne- en regenschermen,gulden,tienen,9,import,,parapluys et parasols,sun and rain screens,8,8,
zonne- en regenschermen,gulden,herve,120,transit,,parapluys et parasols,sun and rain screens,8,8,
zonne- en regenschermen,gulden,doornik,40,export,,parapluys et parasols,sun and rain screens,8,8,
zonne- en regenschermen,gulden,namen,12,transit,,parapluys et parasols,sun and rain screens,8,8,
zonne- en regenschermen,gulden,herve,13,import,,parapluys et parasols,sun and rain screens,8,8,
zonne- en regenschermen,aantal,stvith,4,import,,parapluys et parasols,sun and rain screens,8,8,
zonne- en regenschermen,gulden,doornik,34,import,,parapluys et parasols,sun and rain screens,8,8,
zonne- en regenschermen,aantal,namen,1,export,,parapluys et parasols,sun and rain screens,8,8,
zonne- en regenschermen,aantal,tienen,1,import,,parapluys et parasols,sun and rain screens,8,8,
zonne- en regenschermen,aantal,luxemburg,4,import,,parapluys et parasols,sun and rain screens,8,8,
zonne- en regenschermen,gulden,luxemburg,36,import,,parapluys et parasols,sun and rain screens,8,8,
zonne- en regenschermen,gulden,stvith,31,import,,parapluys et parasols,sun and rain screens,8,8,
zonne- en regenschermen,aantal,doornik,4,import,,parapluys et parasols,sun and rain screens,8,8,
zonne- en regenschermen,aantal,doornik,5,export,,parapluys et parasols,sun and rain screens,8,8,
zonne- en regenschermen,gulden,namen,12,export,,parapluys et parasols,sun and rain screens,8,8,
zonne- en regenschermen,aantal,turnhout,11,import,,parapluys et parasols,sun and rain screens,8,8,
zonne- en regenschermen,aantal,herve,24,transit,,parapluys et parasols,sun and rain screens,8,8,
