numrodeligne,dataentryby,source,sourcepath,sourcetype,exportsimports,sheet,year,direction,bureaux,origine,marchandises,pays,quantit,quantity_unit,prix_unitaire,value,probleme,Largeur en lignes (pour tissu),remarks
910,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,26,1789,Bayonne,Saint-Esprit de Bayonne,,Toiles de coton diverses,Espagne,,,,1869,0,,En valeur
911,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,26,1789,Bayonne,Saint-Esprit de Bayonne,Languedoc,Toiles de coton,Espagne,1184,Aunes,,3100,,520,Pas de prix unitaire
912,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,26,1789,Bayonne,Saint-Esprit de Bayonne,Normandie,Toiles de coton,Espagne,8248,,,21337,,3255,Pas de prix unitaire
913,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,26,1789,Bayonne,Saint-Esprit de Bayonne,Colonie française,Toiles de coton,Bayonne,60,Aunes,,210,,14,Pas de prix unitaire
914,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,26,1789,Bayonne,Saint-Esprit de Bayonne,Colonie française,Toiles de coton,Espagne,3400,,,12443,,716,Pas d'unité de mesure ni de prix unitaire
915,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,26,1789,Bayonne,Saint-Esprit de Bayonne,Normandie,Toiles de coton blanche,Espagne,8349,,,21014,,2118,Pas d'unité de mesure ni de prix unitaire
916,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,26,1789,Bayonne,Saint-Esprit de Bayonne,Champagne,Toiles de coton blanche,Espagne,1408,,,6419,,476,Pas d'unité de mesure ni de prix unitaire
917,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,26,1789,Bayonne,Saint-Esprit de Bayonne,Languedoc,Toiles de coton blanche,Espagne,990,,,2970,,536,Pas d'unité de mesure ni de prix unitaire
918,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,26,1789,Bayonne,Saint-Esprit de Bayonne,Hainaut,Toiles de coton blanche,Espagne,625,,,1875,,357,Pas d'unité de mesure ni de prix unitaire
919,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,26,1789,Bayonne,Saint-Esprit de Bayonne,Normandie,Toiles de coton peinte,Espagne,2170,,,6649,,1183,Pas d'unité de mesure ni de prix unitaire
920,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,26,1789,Bayonne,Saint-Esprit de Bayonne,Bretagne,Toiles de coton peinte,Espagne,4351,,,16743,,1641,Pas d'unité de mesure ni de prix unitaire
921,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,26,1789,Bayonne,Saint-Esprit de Bayonne,Lyon,Toiles de coton peinte,Espagne,985,,,2955,,550,Pas d'unité de mesure ni de prix unitaire
922,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,26,1789,Bayonne,Saint-Esprit de Bayonne,Guyenne,Toiles de coton peinte,Espagne,825,,,2900,,234,Pas d'unité de mesure ni de prix unitaire
923,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,26,1789,Bayonne,Saint-Esprit de Bayonne,Colonie française,Toiles de coton nankin,Espagne,679,,,1316,,117,Pas d'unité de mesure ni de prix unitaire
924,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,26,1789,Bayonne,Saint-Esprit de Bayonne,Colonie française,Toiles de coton mousseline,Espagne,"3079,5",,,114468,,,Pas d'unité de mesure ni de prix unitaire
925,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,26,1789,Bayonne,Saint-Esprit de Bayonne,Colonie française,Toiles de coton mousseline brodée,Espagne,44,,,6000,,,Pas d'unité de mesure ni de prix unitaire
926,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,27,1789,Bayonne,Saint-Esprit de Bayonne,,Toiles fil et coton divers,Bayonne,,,,318,0,,En valeur
927,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,27,1789,Bayonne,Saint-Esprit de Bayonne,,Toiles fil et coton divers,Espagne,,,,1595,0,,En valeur
928,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,27,1789,Bayonne,Saint-Esprit de Bayonne,Champagne,Toiles fil et coton divers,Espagne,1251,Aunes,,4341,,597,Pas de prix unitaire
929,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,27,1789,Bayonne,Saint-Esprit de Bayonne,Languedoc,Toiles fil et coton divers,Espagne,2311,,,6627,,1344,Pas d'unité de mesure ni de prix unitaire
930,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,27,1789,Bayonne,Saint-Esprit de Bayonne,Normandie,Toiles fil et coton divers,Espagne,383,,,1794,,237,Pas d'unité de mesure ni de prix unitaire
931,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,27,1789,Bayonne,Saint-Esprit de Bayonne,Languedoc,Toiles futaines,Espagne,1618,,,3296,,850,Pas d'unité de mesure ni de prix unitaire
932,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,27,1789,Bayonne,Saint-Esprit de Bayonne,Languedoc,Toiles futaines,Portugal,222,,,1348,,,Pas d'unité de mesure ni de prix unitaire
933,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,27,1789,Bayonne,Saint-Esprit de Bayonne,Auvergne,Toiles futaines,Espagne,1307,,,2395,,898,Pas d'unité de mesure ni de prix unitaire
934,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,27,1789,Bayonne,Saint-Esprit de Bayonne,Normandie,Toiles siamoises,Espagne,39094,Aunes,"2,75",107509,"0,5",14952,
935,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,27,1789,Bayonne,Saint-Esprit de Bayonne,Champagne,Toiles siamoises,Espagne,992,,,2000,,750,Pas d'unité de mesure ni de prix unitaire
936,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,27,1789,Bayonne,Saint-Esprit de Bayonne,Normandie,Toiles siamoises imprimées,Espagne,3337,Aunes,3,11011,1000,1262,Erreur de calcul
937,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,27,1789,Bayonne,Saint-Esprit de Bayonne,Languedoc,Toiles fil et coton ,Espagne,1190,Aunes,,2706,,720,Pas de prix unitaire
938,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,27,1789,Bayonne,Saint-Esprit de Bayonne,Normandie,Toiles fil et coton,Espagne,794,,,1896,,396,Pas d'unité de mesure ni de prix unitaire
939,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,27,1789,Bayonne,Saint-Esprit de Bayonne,,Toiles fil diverse,Espagne,,,,730,0,,En valeur
940,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,27,1789,Bayonne,Saint-Esprit de Bayonne,Normandie,Toiles de fil teinte,Espagne,619,,,1238,,345,Pas d'unité de mesure ni de prix unitaire
941,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,27,1789,Bayonne,Saint-Esprit de Bayonne,Normandie,Toiles de fil coutil,Espagne,775,,,2125,,423,Pas d'unité de mesure ni de prix unitaire
942,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,27,1789,Bayonne,Saint-Esprit de Bayonne,Flandre,Toiles de fil coutil,Espagne,402,,,1206,,190,Pas d'unité de mesure ni de prix unitaire
943,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,27,1789,Bayonne,Saint-Esprit de Bayonne,,Toiles de lin diverse,Espagne,,,,1805,0,,En valeur
944,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,27,1789,Bayonne,Saint-Esprit de Bayonne,Flandre,Toiles de lin blanche,Espagne,4757,,,18485,,2335,Pas d'unité de mesure ni de prix unitaire
945,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,27,1789,Bayonne,Saint-Esprit de Bayonne,Amiens,Toiles de lin blanche,Espagne,67066,,,273781,,15477,Pas d'unité de mesure ni de prix unitaire
946,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,27,1789,Bayonne,Saint-Esprit de Bayonne,Beaujolais,Toiles de lin blanche,Espagne,2483,,,5230,,1136,Pas d'unité de mesure ni de prix unitaire
947,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,27,1789,Bayonne,Saint-Esprit de Bayonne,Bretagne,Toiles de lin blanche,Espagne,4243,,,13701,,2402,Pas d'unité de mesure ni de prix unitaire
948,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,27,1789,Bayonne,Saint-Esprit de Bayonne,Maine,Toiles de lin blanche,Espagne,112468,,,303593,,41500,Pas d'unité de mesure ni de prix unitaire
949,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,27,1789,Bayonne,Saint-Esprit de Bayonne,Bearn,Toiles de lin blanche,Espagne,6187,,,6954,,1415,Pas d'unité de mesure ni de prix unitaire
950,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,27,1789,Bayonne,Saint-Esprit de Bayonne,Saintonge,Toiles de lin blanche,Espagne,3290,,,4203,,1940,Pas d'unité de mesure ni de prix unitaire
951,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,27,1789,Bayonne,Saint-Esprit de Bayonne,Hainaut,Toiles de lin blanche,Espagne,1652,Aunes,,6490,,,Pas de prix unitaire
952,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,27,1789,Bayonne,Saint-Esprit de Bayonne,Flandre,Toiles de lin ecrue,Espagne,776,,,1522,,688,Pas d'unité de mesure ni de prix unitaire
953,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,27,1789,Bayonne,Saint-Esprit de Bayonne,Amiens,Toiles de lin ecrue,Espagne,676,,,1423,,465,Pas d'unité de mesure ni de prix unitaire
954,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,27,1789,Bayonne,Saint-Esprit de Bayonne,Maine,Toiles de lin ecrue,Espagne,56632,,,116894,,18247,Pas d'unité de mesure ni de prix unitaire
955,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,27,1789,Bayonne,Saint-Esprit de Bayonne,Bearn,Toiles de lin ecrue,Espagne,1656,,,2584,,1155,Pas d'unité de mesure ni de prix unitaire
956,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,27,1789,Bayonne,Saint-Esprit de Bayonne,Maine,Toiles de lin grises,Espagne,2607,,,3853,,810,Pas d'unité de mesure ni de prix unitaire
957,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,27,1789,Bayonne,Saint-Esprit de Bayonne,Flandre,Toiles de lin a matelas,Espagne,720,,,1200,,250,Pas d'unité de mesure ni de prix unitaire
958,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,27,1789,Bayonne,Saint-Esprit de Bayonne,Amiens,Toiles de lin limon,Espagne,15060,Aunes,6,90360,0,3264,
959,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,27,1789,Bayonne,Saint-Esprit de Bayonne,Flandre,Toiles de lin limon,Espagne,686,,,3010,,173,Pas d'unité de mesure ni de prix unitaire
960,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,27,1789,Bayonne,Saint-Esprit de Bayonne,Hainaut,Toiles de lin batiste,Espagne,3319,,,19929,,"437,5",Pas d'unité de mesure ni de prix unitaire
961,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,27,1789,Bayonne,Saint-Esprit de Bayonne,Amiens,Toiles de lin batiste,Espagne,2785,,,16084,,630,Pas d'unité de mesure ni de prix unitaire
962,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,27,1789,Bayonne,Saint-Esprit de Bayonne,Amiens,Toiles guinée,Espagne,365,,,1230,,,Pas d'unité de mesure ni de prix unitaire
963,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,27,1789,Bayonne,Saint-Esprit de Bayonne,Bearn,Toiles d'etoupe,Espagne,520,,,1080,,,Pas d'unité de mesure ni de prix unitaire
964,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,27,1789,Bayonne,Saint-Esprit de Bayonne,Bretagne,Toiles a voile,Espagne,1140,,,1648,,,Pas d'unité de mesure ni de prix unitaire
965,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,27,1789,Bayonne,Saint-Esprit de Bayonne,Guyenne,Ustensiles de peche,Saint-Jean de Luz,,,,128,0,,En valeur
966,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,27,1789,Bayonne,Saint-Esprit de Bayonne,Guyenne,Ustensiles lignes,Bayonne,240,Livres,,360,,,Pas de prix unitaire
967,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,27,1789,Bayonne,Saint-Esprit de Bayonne,,Verrerie diverse,Bayonne,,,,345,0,,En valeur
968,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,27,1789,Bayonne,Saint-Esprit de Bayonne,,Verrerie diverse,Espagne,,,,1953,0,,En valeur
969,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,27,1789,Bayonne,Saint-Esprit de Bayonne,Normandie,Verrerie bouteilles,Bayonne,4031,Nombre,"0,32",1289,"-0,92",,
970,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,27,1789,Bayonne,Saint-Esprit de Bayonne,Languedoc,Verrerie a boire,Espagne,,,,2126,0,,En valeur
