orthographic_pierre,simplification,status,beforeItems,afterItems,obsolete,imprimatur
boutons d'or et d'argent,[bouton ; d'or et d'argent],ambiguous,,[boutons d'or et d'argent] [Boutons ; D'or et d'argent] [Boutons d'or et d'argent] [Boutons ; d'or et d'argent],no,
boutons dorure or et argt,[bouton ; d'or et d'argent],ambiguous,,[Boutons ; dorure ; or et et argt],no,
boutons dorure d'or et argent,[bouton ; d'or et d'argent],ambiguous,,[Boutons ; dorures ; d'or et arg],no,
boutons or et argent,[bouton ; d'or et d'argent],ambiguous,,[Bouton or et argent] [Bouton ; or et argent] [Boutons ; or et argent] [Boutons or et argent],no,
boutons de fil or et argent,"[bouton ; de fil d'or] [bouton ; de fil ; or et argent] [bouton ; de fil d'or et d'argent] [bouton ; de fil or et argent] [bouton ; de fil, or et argent]",ambiguous,,"[Boutons de fil or et argeant] [Boutons ; de fil ; or et argent] [Boutons ; de fil or et argent] [Boutons de fil or et argent] [Boutons de fils or et argent] [Boutons ; de fil, or et argent] [Bouton de fil or et argent] [Bouttons de fil or et argent]",no,
boutons dorure d'or faux,[bouton ; d'or ; faux] [bouton ; dorure ; d'or faux],ambiguous,,[Boutons ; dorure ; d'or faux] [Boutons ; dorure ; d'or ; faux],no,
boutons d'or faux,[bouton ; d'or ; faux],ambiguous,,[boutons d'or faux],no,
braule,[braule],ambiguous,[Braulé] [Braules] [Braule],[Braulé] [Braules] [Braule],no,
brai,[braule],ambiguous,,[Brais] [braye] [bray] [Bray],no,
grai gras,[bray ; gras],ambiguous,,[Gray gras],no,
brosses à goudronner,[brosse ; à goudron] [brosse ; à goudronner],ambiguous,,[Brosses a gaudronner] [brosses à gaudronner] [Broses a Gaudronne] [Brose a gaudroune],no,
brosses à goudron,[brosse ; à goudron],ambiguous,,[Brosses ; a gaudron],no,
brosserie,[brosserie],ambiguous,[Brosserie ou poutries] [Brosses] [brosseries] [Brosseries] [brosserie] [Brosles] [Broserie] [Brosse] [Brosserie],[brosseries] [Brosseries] [brosserie] [Broserie] [Brosserie],no,
brosses,[brosserie],ambiguous,,[Brosses] [Brose] [Brosles] [brosses] [Brosse],no,
brosserie ou poutries,[brosserie],ambiguous,,[Brosserie ou poutries],no,
cabinet,[cabinet],ambiguous,[Cabinets],[Cabinets] [Cabinet],no,
caisse,[caisse],ambiguous,[Caisse],[caissies] [Caisse],no,
calamus,[calamus],ambiguous,[Calamus],[calamus] [Calamus],no,
callemande,[callemande],ambiguous,[callemande] [Calladaris] [Calemandres] [Calmande] [Callemande] [Calemandre] [Calmandre] [Callamandre] [Callemandre],[callemande] [Calemande] [Callemandes] [Callemnde] [Calemandres] [Calmande] [Callemande] [Calemandre] [Calmandre] [Callamandre] [Callemandre],no,
caladaris,[callemande],ambiguous,[Caladaris],[Caladanis] [Caladaric] [Calladaris] [Caladaris],no,
camelot de soie,[camelot ; de soie] [camelot ; poil et soie],ambiguous,,[Camelot ; de soye] [Camellot de soye] [Camelot de soye],no,
camelot avec soie,[camelot ; de soie],ambiguous,,[camelot ; avec soye] [Camelot avec soye],no,
camelot pur soie,[camelot ; de soie],ambiguous,,[Camelot pur soye],no,
camelot sur soie,[camelot ; de soie],ambiguous,,[Camelot sur soye],no,
camelot en soie,[camelot ; de soie] [camelot ; des Indes],ambiguous,,[Camelot ; en soye] [Camelots en soye],no,
camelot d'Auvergne,[camelot ; poil et soie] [camelot ; d'Auvergne],ambiguous,,[Camelot ; d'Auvergne] [Camelot ; d'auvergne] [Camelotsd'auvergne] [Camelot d'auvergne],no,
camelot de Hollande,[camelot ; poil et soie] [camelot ; de Hollande],ambiguous,,[Camelot ; d'hollande] [Camelot ; d'Hollande],no,
camelot de poil,[camelot ; poil et soie],ambiguous,,[Camelot de poil] [Camelot ; de poil],no,
camelot poil et soie,[camelot ; poil et soie],ambiguous,,[Camelot ; poil et soye] [Camelot poil et soye],no,
camelot soie et poil,[camelot ; poil et soie],ambiguous,,[Camelot ; soye et poil],no,
camelot des Indes,[camelot ; des Indes],ambiguous,,[Camelot ; des Indes],no,
camelot écarlate,[camelot ; des Indes] [camelot ; d'écarlatte],ambiguous,,[Camelot ; ecarlatte] [Camelots écarlatte] [Camelots ecarlatte] [Camelot Ecarlate] [Camelot écarlatte],no,
camelot mi-soie,[camelot ; des Indes] [camelot ; mi soie],ambiguous,,[Camelot ; my soye] [Camelot ; mi-soye] [Camelot mi-soye] [Camelot my soye],no,
camelot laine et soie,[camelot ; laine et soie],ambiguous,,[Camelot ; laine et soye] [Campelot laine et soye] [Camelot laine et soye],no,
camelot,[camelot ; laine et soie],ambiguous,[camelot] [Camelot],[camelot] [Camelots] [Camelot],no,
cannelle,[épicerie ; cannelle],ambiguous,[Cannelles] [Cavelles] [Cavelle] [Cinamomum] [Canelles] [Canepre] [Canelle gerofflé] [Canneles detein] [canelle] [Canelle] [Cannelle],[Cannelles] [Cinamomum] [Canelles] [Canele] [canelle] [Canelle] [Cannelle],no,
épicerie cannelle,[épicerie ; cannelle],ambiguous,,[Epiceries ; canelle] [Epiceries ; Canelle] [Epicerie ; canelles] [Epicerie; Canelle] [Epicerie ; canelle] [Epicerie canelle] [Epicerie (canelle)],no,
épicerie en cannelle,[épicerie ; cannelle],ambiguous,,[Epicerie ; en canelle] [Epicerie en cannelle] [Epicerie en canelle],no,
canepre,[épicerie ; cannelle],ambiguous,,[Canepre],no,
cannettes d'étain,[épicerie ; cannelle] [cannette ; d'étain],ambiguous,,[Cannettes d'Etaim] [Canettes ; d'etain] [Cannettes d'Etaing] [Cannettes ; d'etain] [Canettes d'etain] [Canneles detein] [Canettes d'Estain] [Canettes d'Etain],no,
cavelle,[épicerie ; cannelle],ambiguous,,[Cavelles] [Cavelle],no,
cannelle ocyrez,[cannette ; de grès],ambiguous,,[Canelles ocyrez],no,
cannettes de grès,[cannette ; de grès] [canette ; de grès],ambiguous,,[Cannetes de gaz] [Cannettes de gaz] [Cannelles de grez] [cannettes de grez] [Canettes ; de grez] [Cannettes de grez] [Cannette de grez] [Cannettes de Gray] [Cannette ; de gray] [Canette ; de grey] [Canettes de Gré] [Canetes de Gray] [Cannettes ; de gray] [Cannettes ; de grès] [Cannettes de gres] [Cannettes ; de gres] [Cannetes de gres] [Cannettes de grès] [Canettes de grès] [Canettes ; de grès] [Canettes de gréz] [Cannettes; de grais] [Cannettes de grais] [Cannettes de Grez] [Cannettes de gréz] [Cannettes ; de grez] [Canettes de gres] [Canettes de grés] [Canettes de Gréz] [Canettes de grez] [Canettes de grais] [Cannette de grais] [Canettes de gray] [Canette de Gray] [Cannettes de gréez] [Canettes de Gray] [Canette de gré],no,
cannettes en grès,[cannette ; de grès],ambiguous,,[Cannettes en grez] [Cannettes en grais],no,
cannettes ocyrez,[canette ; de grès],ambiguous,,[Canettes ocyrez],no,
canevas à 15 sols l'aune,[canevas],ambiguous,[cannevas à 15 sols l'aune],[cannevas à 15 sols l'aune],no,
canevas,[canevas],ambiguous,[cannevas] [Cannevas] [Canneva] [Caneva] [Canevas],[cannevas] [Cannevas] [Canneus] [Canneva] [Caneva] [Canevas],no,
capillaire en herbes,[capilaire ; en herbe],ambiguous,,[Capilaire ; en herbe] [Capilaire en herbe] [capilaire en herbe],no,
capots,[capoterie],ambiguous,,[Capots] [capots],no,
capotes,[capoterie],ambiguous,,[Capottes] [capotes] [Capotes],no,
carotte,[carotte],ambiguous,[carottes] [Korotte] [Korots] [Corottes] [Caroots] [Carots] [Corrots] [Carotte],[carottes] [Carotte],no,
caroots,[carotte],ambiguous,,[Caroots],no,
carots,[carotte],ambiguous,,[Carots],no,
carottes,[carotte],ambiguous,,[Corottes],no,
corots,[carotte] [corou],ambiguous,,[Coroz] [Corota] [Corots] [Corroos] [Corrots],no,
korots,[carotte],ambiguous,,[Korots],no,
korotte,[carotte],ambiguous,,[Korotte],no,
carreaux de faïence,[carreau ; de faïence],ambiguous,,[carreaux de fayence] [Carreaux ; de fayence] [Carreaux ; de fayance] [Carreaux de Fayance] [Carreaux de fayence] [Carreaux de Fayence] [Carreaux de fayance],no,
faïence en carreaux,[carreau ; de faïence] [faïence ; en carreau],ambiguous,,[Fayence ; en carreaux] [Fayance ; en carreaux],no,
carreaux noirs,[carreau ; noir],ambiguous,,[Carreaux ; noir],no,
carreaux de terre à paver,[carreau ; de terre à paver],ambiguous,,[carreaux de terre à paver] [Carreaux de Terre a paver] [Carreaux de terre à paver],no,
carret,[carret],ambiguous,[Carres] [Carret],[carret] [Carret],no,
carres,[carret],ambiguous,,[Carres],no,
caret,[carret],ambiguous,[carret] [caret],[caret],no,
carubis,[carubi],ambiguous,[Carubi] [Carubis],[Courroubis] [Couroubis] [Carubi] [Carubis] [carubi] [carubis] [caruby] [carruby] [carrubis],no,
cartes géographique,[carte ; géographique],ambiguous,,[Carte ; géographique],no,
cartes géographiques,[carte ; géographique],ambiguous,,[Cartes ; geographiques] [Cartes : géographiques] [Cartes ; géographiques] [Cartes ; géographique] [Cartes géographiques],no,
chasselas,[cassela],ambiguous,[Chasselats] [chasselas] [chasselat] [Chaselas] [Chasselat] [chaselas] [chaselade] [chaselar] [Chasselas],[Casselas] [Chasselats] [chasselas] [chasselat] [Chaselas] [Chasselat] [chaselas] [chaselar] [Chasselas],no,
castalogne,[castalogne],ambiguous,[Cassalogne] [Cascalogne] [Castas] [Castalogne],[Cassalogne] [Cascalogne] [Castalogne],no,
castoreum,[castoreum],ambiguous,[Castorcum] [Castoreum],[Castoteunt] [Castoream] [Castorcum] [Castoreum],no,
cauris,[cauris] [coupis],ambiguous,,[Cauis] [Cauria] [Coris] [coris] [couris] [Couris] [Cauris],no,
cauride,[cauris],ambiguous,,[cauride],no,
caurie,[cauris],ambiguous,,[Caurie],no,
caurier,[cauris],ambiguous,,[Caurier],no,
cauris divers,[cauris],ambiguous,,[Cauris ; diverses],no,
cédrat,[cédrat],ambiguous,,[Cédras] [Cedra] [Cedras] [cedras] [cedra],no,
cèdre,[cédrat],ambiguous,,[Cedre],no,
cendre potasse,[cendre ; potasse] [cendre ; de houille],ambiguous,,[Cendres ; Potasse] [cendre ; potasse] [Cendre ; polasse] [Cendres; Potasse] [Cendra ; potasse] [Cendres ; potasse] [Cendre ; potasse] [Cendres potasses] [Cendre Potasse] [Cendre Potase] [Cendre potasse] [Cendres potasse],no,
cendre de potasse,[cendre ; potasse],ambiguous,,[Cendres ; De Potasse] [Cendre ; de potasse],no,
cendre polasse,[cendre ; potasse],ambiguous,,[cendre ; Potasse],no,
cendre potasse etc.,[cendre ; potasse],ambiguous,,[Cendre ; potasse ; etc.],no,
cendre dite potasse,[cendre ; potasse],ambiguous,,[cendres dites potasse],no,
cendre d'orfèvre,[cendre ; à orfèvre],ambiguous,,[Cendres ; D'orfevre] [Cendre ; d'orfevre] [Cendre ; d'horphèvre] [Cendre ; d'orphevre] [Cendres ; d'orfevre] [Cendres d'orphevre] [Cendre d'orphevre],no,
cendre à orfèvre,[cendre ; à orfèvre],ambiguous,,[Cendre à orphevre],no,
cendre de houille,[cendre ; de houille],ambiguous,,[cendres d'houille] [Cendres ; De bouille] [Cendres ; De houille] [Cendre ; de chouille] [Cendre ; de bouille] [Cendre ; de houille] [Cendre ; de hoüille],no,
cendre houille,[cendre ; de houille],ambiguous,,[cendre ; houille],no,
cendre à houille,[cendre ; de houille],ambiguous,,[Cendre à Houille],no,
cendre de plomb,[cendre ; de plomb],ambiguous,[Cendre de Plom],[Cendres de plomb] [Cendres ; de plomb] [Cendre ; de Plomb] [Cendre de Plom] [Cendre ; de plomb],no,
cendre de soude,[cendre ; de soude],ambiguous,,[Cendres ; De soude] [Cendre ; de soude],no,
cendre soudes,[cendre ; de soude] [cendre ; soude],ambiguous,,"[Cendres, soude] [Cendre ; soude] [Cendres ; soude] [Cendre soude] [Cendres soude]",no,
cendre dite soudes,[cendre ; de soude],ambiguous,,[Cendres dites soude] [Cendres dite soude] [Cendres ; Dite Sonde] [Cendres ; Dite soude],no,
cendre gravelée,[cendre ; gravelée],ambiguous,,[Cendres ; Gravelées] [Cendres ; Gravelée] [cendre ; gravelée] [Cendre ; gravelées] [Cendre ; gravelee] [Cendres ; gravelées] [Cendres ; gravelée] [Cendre;gravelée] [cendre gravelée] [Cendre gravelée] [Cendre Gravelé] [Cendre Gravelée] [Cendre granele] [Cendre gravelé] [Cendre gravelées],no,
cendre gravelle,[cendre ; gravelée],ambiguous,,[Cendre gravelle] [Cendre gravellé],no,
cendre,[cendre],ambiguous,[Cendres] [cendres] [cendre] [Cendre],[Cendres;] [Cendres] [cendres] [cendre] [Cendre],no,
cercles à tamis,[cercle ; à tamis],ambiguous,,[Cercle ; à tamis] [Cercles ; à tamis] [Cercles ; a tamis] [cercles à tamis],no,
cercles à tonneaux,[cercle ; à tamis] [cercle ; à tonneau],ambiguous,,[Cercles à à tonneaux] [Cerdes à tonneaux] [Cercles ; à tanneaux] [Cercles ; à tonneaux] [Cercles à thonneaux] [Cercles à tonneaux] [Cerles ; à tonneaux] [Cercles a tonneau] [Cercles a tonneaux] [cercles à tonneaux] [Cercles à Tonneaux] [Cerles à Tonneaux],no,
cercles de tonneaux,[cercle ; à tonneau],ambiguous,,[Cercles de tonneaux] [Cercle de tonneaux] [Cercles de Tonneaux],no,
chair de porc salée,[chair ; salée ; de porc],ambiguous,,[Chair ; de porc ; salée] [Chair de porc salée],no,
chair salée chair de porc salée,[chair ; salée ; de porc],ambiguous,,[Chair salée ; Chaire de porc salée] [Chair salée ; Chair de porc salée],no,
chair salée de porc salée diverse,[chair ; salée ; de porc],ambiguous,,[Chair salée ; De porc salée diverse],no,
chair salée de porc salés diverse,[chair ; salée ; de porc],ambiguous,,[Chair salée ; De porc salés diverse],no,
chair salée de porc,[chair ; salée ; de porc],ambiguous,,[Chairs ; salées ; de porcs] [Chairs salé de porc],no,
cochon salé,[chair ; salée ; de porc] [cochon ; salé],ambiguous,,[Cochon ; salés] [Cochons salé] [Cochons ; salé] [Cochons ; salés] [Cochons ; Salés] [Cochons salés] [Cochon ; salé] [Cochon ; sallé] [Cochon sallé] [Cochon salé],no,
chaises et fauteuils de paille,[chaise et fauteuil de paille],ambiguous,,[Chaises et fauteuils ; de paille] [Chaises et fauteuils de paille],no,
chaises et fauteuils en paille,[chaise et fauteuil de paille],ambiguous,,[Chaises et fauteuils en paille],no,
Châlons,[chalon],ambiguous,,[chalons] [Chaalons] [Chalons],no,
chanvre,[chamure],ambiguous,[Chanure] [Chanvre],[Chanvres] [Chamures] [Chanure] [Chanvre],no,
chandelle,[chandelle],ambiguous,[chandellle] [chandelles] [chandelle] [Chandelle] [Chandelles],[Chandele] [chandelles] [chandelle] [Chandelle] [Chandelles],no,
chandellle,[chandelle],ambiguous,,[chandellle],no,
chapeaux poil laine,[chapeau ; de poil et laine],ambiguous,,[Chaoeaux ; poiles laine],no,
chapeaux poil et laine,[chapeau ; de poil et laine] [drapeau ; poil et laine],ambiguous,,[Chapeaux ; Poil et laine] [Chapeau ; poil et laine] [Chapeaux ; poils et laine] [Drapeaux ; poil et laine] [chapeaux ; poil et laine] [chapeaux ; poil et layne] [Chapeaux Poil et Laine] [chapeaux poil et laine] [Chapeaux poil et laine],no,
chapeaux de poil et laine,[chapeau ; de poil et laine] [chapellerie ; en poil et en laine],ambiguous,,[Chapeaux ; de poil et laine] [Chapeaux de poiles laines] [Chapeuax de poil et laine] [Chapeaux de poil et laine],no,
chapeaux poil à laine,[chapeau ; de poil et laine],ambiguous,,[Chapeaux ; poil a laine] [Chapeaux poil a laine],no,
chapeaux poil en laine,[chapeau ; de poil et laine],ambiguous,,[Chapeaux ; Poil en laine] [Chapeaux Poil en laine] [Chapeaux poil en laine],no,
chapeaux de poil et de laine,[chapeau ; de poil et laine],ambiguous,,[Chapeaux de poil et de laine],no,
chapeaux poil estain,[chapeau ; de poil et laine],ambiguous,,[Chapeaux poil estain],no,
chapeaux castor,[chapeau ; de castor] [drapeau ; castor],ambiguous,,[Chapeaux ; cas castor] [Chapeaux; castor] [Drapeaux ; castor] [Chapeaux Castor] [Chapeaux ; Castor] [Chapeau castor] [Chapeaux ; castors] [Chapeau ; castor] [Chapeaux ; castor] [Chapeaux castor] [Chappeaux Castor] [Chapepeaux Castor] [Chapeaux castors],no,
chapeaux de castor,[chapeau ; de castor],ambiguous,,[Chapeaux ; De castor] [Chapeau ; de castor] [Chapeaux ; de castor] [Chapeaux de castors] [Chapeaux de Castors] [Chapeaux de castor],no,
chapeaux de casor,[chapeau ; de castor],ambiguous,,[Chapeaux de casor],no,
chapeaux de laine,[chapeau ; de laine],ambiguous,,[Chapeaux ; De laine] [Chapeau ; de laine] [Chapeaux; de laine] [chapeaux ; de l'aine] [Chapeaux de leine] [chapeaux de laine] [Chapeaux de laine],no,
chapeaux en laine,[chapeau ; de laine],ambiguous,,[Chapeaux ; en laine] [Chapeaux en laine],no,
chapeaux de paille,[chapeau ; de paille],ambiguous,,[Chapeaux ; De paille] [Chapeaux ; Da paille] [Chapeaux ; De Paille] [Chapeau ; de paille] [Chapeaux ; depaille] [chapeau de paille] [chapeaux de paille] [Chapeaux de paille],no,
chapeaux en paille,[chapeau ; de paille],ambiguous,,[chapeaux en paille] [Chapeaux ; en paille],no,
chapeaux vigogne,[chapeau ; de vigogne] [drapeau ; vigogne],ambiguous,,[Chapeau ; vigogne] [Drapeaux ; vigognes] [Chapeaux ; Vigognes] [chapeaux ; vigogne] [Chapeaux Vigognes] [Chapeaux ; vigognes] [Chapeaux vigogne] [Chapeaux vigognes] [Chapeaux ; vigogne],no,
chapeaux de vigogne,[chapeau ; de vigogne],ambiguous,,[Chapeaux ; de Vigognes] [Chapeaux ; de vigognes] [Chapeaux de vigagne] [Chapeaux ; de vigogne] [Chapeaux de Cigogne],no,
chapeaux castor bordés d'or et d'argent,[chapeau ; de castor ; brodé d'or et d'argent],ambiguous,,"[Chapeaux castor, bordez d'or et d'argent] [Chapeaux castor bordés d'or et d'argent]",no,
chapellerie en poil et laine,[chapellerie ; en poil et en laine],ambiguous,,[Chapellerie en poil et laine],no,
chapellerie,[chapellerie],ambiguous,[Chapellerie],[Chapellerie] [Chapelleries],no,
chaudière en cuivre,[chaudière ; de cuivre],ambiguous,,[Chaudière en cuivre],no,
chaudons de cuivre,[chaudière ; de cuivre],ambiguous,,[Chaudon s de Cuivre],no,
chemises de toile de lin,[chemise ; de toile ; de lin] [chemise ; de toile de lin],ambiguous,,[Chemises de toile de lin] [Chemises de Toile de lin] [Chemises de toille de lin] [Chemises ; de Toile ; de lin] [Chemises de toilles de lin] [Chemise ; de Toile ; de lin],no,
chemises toile de lin,[chemise ; de toile ; de lin] [chemise ; de toile de lin],ambiguous,,[Chemises ; Toile ; de lin] [Chemise ; Toile ; de lin],no,
chemises de toile de lin garnies,[chemise ; garnie] [chemise ; de toile ; de lin ; garnie],ambiguous,,[Chemises ; de Toile ; de lin ; garnies] [Chemise de toille de lin garnies] [Chemises de toile de lin garnis] [Chemises de toilles de lin garnies],no,
chemises garnies,[chemise ; garnie],ambiguous,,[Chemises ; garnics] [Chemises ; garnis] [Chemises ; Garnies] [Chemises ; garnier] [Chemises ; garnies] [Chemises garnies],no,
chocolat,[chocolat],ambiguous,[Chocolats] [Chouclas] [Chocoat] [Chcoloat] [chocolats] [Chocolas] [chocolat] [Chocolat],[Chocolats] [Chocalat] [Chocoat] [Chcoloat] [chocolats] [Chocolas] [chocolat] [Chocolat],no,
chouclas,[chocolat],ambiguous,,[Chouclas],no,
circaras,[cirsaca],ambiguous,[Circaras],[Circaca] [Cirsaca] [Circalas] [Circahas] [Circaras],no,
circks,[crick],ambiguous,,[Circks],no,
crics,[crick],ambiguous,,[Criks] [Crikes] [Crickes] [Cricks] [Crick] [cricks] [crichs] [Crics] [Cric] [Cri],no,
cire en bougie,[cire ; en bougie],ambiguous,,[Cires ; En bougie] [Cire ; En bougie] [Cire; En bougie] [Cire ; en bougies] [Cires en bougie] [Cire en bougies] [Cire en bougie],no,
cire en bougie etc.,[cire ; en bougie],ambiguous,,[Cire ; en bougie ; etc.],no,
cire blanche en bougie,[cire ; blanche en bougie],ambiguous,,[cire blanche en bougies] [Cire blanche en bougie],no,
cire jaune et blanche,[cire ; jaune et blanche],ambiguous,,[Cires jaune et blanche] [Cire jaune et blanche],no,
citrons et orange,[citron et orange],ambiguous,[Cirtrons et oranges],[Citrons et Oranges] [Cirtrons et oranges] [Citron et oranges] [Citrons et orange] [Citrons et oranges],no,
orange et citrons,[citron et orange],ambiguous,,[oranges et citrons],no,
cloches de fonte,[cloche ; de fonte],ambiguous,,[Cloche ; de fonte] [cloche ; de Fonte] [Cloches ; de fonte] [Cloches de fonte] [Cloche de fonte],no,
