marchandises,marchandises_norm_ortho,mériteplusdetravail,imprimatur,nbr_dans_bdc
Bois; Pour teinture; D'inde,bois pour teinture des Indes,,Pierre Gervais,1
Bois; Pour teinture; De Fernambourg,bois pour teinture de Pernambouc,,Pierre Gervais,1
Bois; Pour teinture; De Sainte Marthe,bois pour teinture de Sainte-Marthe,,Pierre Gervais,1
Bois; Pour teinture; De santal,bois pour teinture de santal,,Pierre Gervais,1
Bois; Pour teinture; Fustel,bois pour teinture de fustel,,Pierre Gervais,2
Bois; rouge,bois rouge,,Pierre Gervais,3
Bois; scié,bois scié,,Pierre Gervais,4
Bois; vernis,bois verni,,Pierre Gervais,1
Bois; violet,bois violet,,Pierre Gervais,1
Boisson gazeuse à la salsepareille,boissons gazeuses à la salsepareille,,Pierre Gervais,
Boissons,boissons,,Pierre Gervais,1
Boissons ; bierre et cidre,boissons bière et cidre,,Pierre Gervais,15
Boissons ; eaux-de-vie,boissons eau-de-vie,,Pierre Gervais,20
Boissons ; liqueurs,boissons liqueurs,,Pierre Gervais,17
Boissons ; vinaigre,boissons vinaigre,,Pierre Gervais,17
Boissons ; vins de Bordeaux,boissons vin de Bordeaux,,Pierre Gervais,12
Boissons ; vins de liqueurs,boissons vin de liqueurs,,Pierre Gervais,9
Boissons ; vins divers ordinaires,boissons vin divers ordinaire,,Pierre Gervais,20
Boistes ; de bois ; violet,boîtes de bois violet,,Pierre Gervais,1
Boistes ; de carton,boîtes de carton,,Pierre Gervais,1
Boistes de fer blanc,boîtes de fer-blanc,,Pierre Gervais,1
boîtes ; de bargamotes,boîtes de bergamotes,,Pierre Gervais,
boîtes ; de bergamotes,boîtes de bergamotes,,Pierre Gervais,
boîtes ; de bergamotte,boîtes de bergamotes,,Pierre Gervais,
boîtes ; de bois,boîtes de bois,,Pierre Gervais,
boîtes ; de cadrille,boîtes de quadrilles,,Pierre Gervais,
boîtes ; de carton,boîtes de carton,,Pierre Gervais,
Boites ; de fer ; blanc,boîtes de fer-blanc,,Pierre Gervais,2
Boites ; de sapin ; blanc,boîtes de sapin blanc,,Pierre Gervais,1
Boites ; sapins,boîtes sapin,,Pierre Gervais,1
Boites ; sapins ; teinte,boîtes sapin teintes,,Pierre Gervais,1
Boîtes à sucre,boîtes à sucre,,Pierre Gervais,
boites asortis,boîtes assorties,,Pierre Gervais,1
boîtes de bergamote,boîtes de bergamotes,,Pierre Gervais,
boîtes de bois,boîtes de bois,,Pierre Gervais,
Boites de Sapin,boîtes de sapin,,Pierre Gervais,4
Boites de sapin,boîtes de sapin,,Pierre Gervais,1
boîtes de sapin,boîtes de sapin,,Pierre Gervais,
Boites de sapin peintes,boîtes de sapin peintes,,Pierre Gervais,1
Boîtes; D'étain,boîtes d'étain,,Pierre Gervais,1
Boîtes; De fer blanc,boîtes de fer-blanc,,Pierre Gervais,1
Bol,bol,,Pierre Gervais,10
bol,bol,,Pierre Gervais,3
Bol ; commun,bol commun,,Pierre Gervais,2
Bol ; d'Arménie,bol d'Arménie,,Pierre Gervais,4
Bol ; d'arménie,bol d'Arménie,,Pierre Gervais,1
Bol ; fin,bol fin,,Pierre Gervais,1
bol blanche,bol blanc,,Pierre Gervais,
bol commun,bol commun,,Pierre Gervais,1
Bol d'armenic,bol d'Arménie,,Pierre Gervais,1
bol d'armenic,bol d'Arménie,,Pierre Gervais,
Bol d'Armenie,bol d'Arménie,,Pierre Gervais,1
Bol d'armenie,bol d'Arménie,,Pierre Gervais,3
Bol d'Arménie,bol d'Arménie,,Pierre Gervais,1
Bolbet de coton,bolbet de coton,,Pierre Gervais,1
boldavid,boldavid,,Pierre Gervais,
Boldes d'Espagne,boldes d'Espagne,,Pierre Gervais,1
Bols ; en bois,bol en bois,,Pierre Gervais,
Bols et planches,bol et planches,,Pierre Gervais,
Bolsas,bolsas,,Pierre Gervais,1
Bombardes,bombardes,,Pierre Gervais,1
Bombazin,bombasin,,Pierre Gervais,15
bombazin,bombasin,,Pierre Gervais,1
Bombazin ; de Troyes,bombasin de Troyes,,Pierre Gervais,1
Bombazins,bombasin,,Pierre Gervais,3
Bombes,bombes,,Pierre Gervais,2
Bombes ?,bombes ???,,Pierre Gervais,
Bombes de cuivre,bombes de cuivre,,Pierre Gervais,1
Bombes et boulets,bombes et boulets,,Pierre Gervais,1
bombes et grenades,bombes et grenade,,Pierre Gervais,
Bombets de demitte,bombets de demitte,,Pierre Gervais,1
Bombets Et Corcet De Demittes,bombets et corsets de demitte,,Pierre Gervais,1
Bombres de cuivre a thé,bombres de cuivre à thé,x,Pierre Gervais,1
Bonbardes ; de cuivre,bombardes de cuivre,,Pierre Gervais,1
Bonbardes ; de fer,bombardes de fer,,Pierre Gervais,1
Bonet de grosse laine,bonnets de grosse laine,,Pierre Gervais,1
Boneterie ; de coton,bonneterie de coton,,Pierre Gervais,1
Boneterie ; de laine,bonneterie de laine,,Pierre Gervais,2
Boneterie de laine,bonneterie de laine,,Pierre Gervais,2
Bongran,bougran,,Pierre Gervais,1
Bonjoin,benjoin,,Pierre Gervais,1
bonjoin,benjoin,,Pierre Gervais,1
Bonnet ; d'enfant,bonnets d'enfant,,Pierre Gervais,1
Bonnet ; de blonde,bonnets de blonde,,Pierre Gervais,1
Bonnet ; de coton,bonnets de coton,,Pierre Gervais,14
Bonnet ; de cotton,bonnets de coton,,Pierre Gervais,7
Bonnet ; de fil,bonnets de fil,,Pierre Gervais,8
Bonnet ; de laine,bonnets de laine,,Pierre Gervais,21
Bonnet ; de soye,bonnets de soie,,Pierre Gervais,2
Bonnet ; de toile,bonnets de toile,,Pierre Gervais,1
Bonnet ; de velours,bonnets de velours,,Pierre Gervais,2
Bonnet de coton,bonnets de coton,,Pierre Gervais,2
Bonnet de laine,bonnets de laine,,Pierre Gervais,4
Bonneterie,bonneterie,,Pierre Gervais,20
Bonneterie ; ?,bonneterie ???,,Pierre Gervais,1
Bonneterie ; bas ; de boure ; de soie,bonneterie bas de bourre de soie,,Pierre Gervais,1
Bonneterie ; bas ; de coton,bonneterie bas de coton,,Pierre Gervais,1
Bonneterie ; bas ; de laine,bonneterie bas de laine,,Pierre Gervais,1
Bonneterie ; bas ; de soie,bonneterie bas de soie,,Pierre Gervais,3
Bonneterie ; bonnets ; de coton,bonneterie bonnets de coton,,Pierre Gervais,1
Bonneterie ; d'estam,bonneterie d'étam,,Pierre Gervais,1
Bonneterie ; de bourre ; de soye ; bas,bonneterie de bourre de soie bas,,Pierre Gervais,1
Bonneterie ; De bourre de fil,bonneterie de bourre de fil,,Pierre Gervais,1
Bonneterie ; De bourre de soye,bonneterie de bourre de soie,,Pierre Gervais,3
Bonneterie ; De Coton,bonneterie de coton,,Pierre Gervais,9
Bonneterie ; De coton,bonneterie de coton,,Pierre Gervais,25
Bonneterie ; de coton,bonneterie de coton,,Pierre Gervais,20
Bonneterie ; de coton,bonneterie de coton,,Guillaume Daudin,1
Bonneterie ; de coton ; au tricot,bonneterie de coton en tricots,,Pierre Gervais,1
Bonneterie ; de coton ; en bas,bonneterie de coton en bas,,Pierre Gervais,12
Bonneterie ; de coton ; en bonnet,bonneterie de coton en bonnets,,Pierre Gervais,2
Bonneterie ; de coton ; en bonnets,bonneterie de coton en bonnets,,Pierre Gervais,2
Bonneterie ; de coton ; fil et laine,bonneterie de coton fil et laine,,Pierre Gervais,1
Bonneterie ; de coton ; tricot,bonneterie de coton tricots,,Pierre Gervais,1
Bonneterie ; de coton et laine,bonneterie de coton et laine,,Pierre Gervais,2
Bonneterie ; de cotton,bonneterie de coton,,Pierre Gervais,1
Bonneterie ; De fil,bonneterie de fil,,Pierre Gervais,36
Bonneterie ; de fil,bonneterie de fil,,Pierre Gervais,24
Bonneterie ; de fil,bonneterie de fil,,Guillaume Daudin,4
Bonneterie ; de fil ; bats,bonneterie de fil bas,,Pierre Gervais,1
Bonneterie ; de fil ; en bas,bonneterie de fil en bas,,Pierre Gervais,8
Bonneterie ; de fil en bas,bonneterie de fil et coton,,Pierre Gervais,3
Bonneterie ; De fil et coton,bonneterie de fil et coton,,Pierre Gervais,5
Bonneterie ; de fil et coton,bonneterie de fil et coton,,Pierre Gervais,3
Bonneterie ; de filain ; d'or,bonneterie de filin d'or,,Pierre Gervais,3
Bonneterie ; de filoselle,bonneterie de filoselle,,Pierre Gervais,2
Bonneterie ; De filozelle,bonneterie de filoselle,,Pierre Gervais,17
Bonneterie ; de filozelle,bonneterie de filoselle,,Pierre Gervais,1
Bonneterie ; De laine,bonneterie de laine,,Pierre Gervais,36
Bonneterie ; de laine,bonneterie de laine,,Pierre Gervais,67
Bonneterie ; de laine,bonneterie de laine,,Guillaume Daudin,4
Bonneterie ; de laine ; ?,bonneterie de laine ???,,Pierre Gervais,1
Bonneterie ; de laine ; bas,bonneterie de laine bas,,Pierre Gervais,7
Bonneterie ; de laine ; bats,bonneterie de laine bas,,Pierre Gervais,1
Bonneterie ; de laine ; bonets,bonneterie de laine bonnets,,Pierre Gervais,1
Bonneterie ; de laine ; bonnet,bonneterie de laine bonnets,,Pierre Gervais,1
Bonneterie ; de laine ; bonnets,bonneterie de laine bonnets,,Pierre Gervais,1
Bonneterie ; de laine ; diverse,bonneterie de laine diverse,,Pierre Gervais,1
Bonneterie ; de laine ; en bas,bonneterie de laine en bas,,Pierre Gervais,5
Bonneterie ; de laine ; en bonnets,bonneterie de laine en bonnets,,Pierre Gervais,12
Bonneterie ; de laine ; en gants,bonneterie de laine en gants,,Pierre Gervais,1
Bonneterie ; de laine ; tricot,bonneterie de laine tricots,,Pierre Gervais,1
Bonneterie ; de laine des bonnets ???,bonneterie de laine des bonnets ???,,Pierre Gervais,1
Bonneterie ; de laine et cotton,bonneterie de laine et coton,,Pierre Gervais,1
Bonneterie ; de layne,bonneterie de laine,,Pierre Gervais,1
Bonneterie ; de soie ; bas,bonneterie de soie bas,,Pierre Gervais,2
Bonneterie ; De Soye,bonneterie de soie,,Pierre Gervais,38
Bonneterie ; De soye,bonneterie de soie,,Pierre Gervais,12
Bonneterie ; de soye,bonneterie de soie,,Pierre Gervais,40
Bonneterie ; de soye,bonneterie de soie,,Guillaume Daudin,5
Bonneterie ; de soye ; au 6è,bonneterie de soie au sixième,,Pierre Gervais,3
Bonneterie ; de soye ; bas,bonneterie de soie bas,,Pierre Gervais,11
Bonneterie ; de soye ; bourses,bonneterie de soie bourses,,Pierre Gervais,2
Bonneterie ; de soye ; diverse,bonneterie de soie diverse,,Pierre Gervais,1
Bonneterie ; de soye ; en bas,bonneterie de soie en bas,,Pierre Gervais,14
Bonneterie ; de soye ; en gants,bonneterie de soie en gants,,Pierre Gervais,2
Bonneterie ; de soye ; gants,bonneterie de soie gants,,Pierre Gervais,2
Bonneterie ; de soye ; ruban,bonneterie de soie ruban,,Pierre Gervais,1
Bonneterie ; de soye ; tricot,bonneterie de soie tricots,,Pierre Gervais,1
Bonneterie ; de soye en bas,bonneterie de soie en bas,,Pierre Gervais,2
Bonneterie ; De Soye et dorure,bonneterie de soie et dorure,,Pierre Gervais,3
Bonneterie ; de toute sorte,bonneterie de toute sorte,,Pierre Gervais,2
Bonneterie ; diverse,bonneterie diverse,,Pierre Gervais,18
Bonneterie ; diverse,bonneterie diverse,,Guillaume Daudin,1
Bonneterie ; Diverses,bonneterie diverse,,Pierre Gervais,31
Bonneterie ; diverses,bonneterie diverse,,Pierre Gervais,2
Bonneterie ; ecarlatte,bonneterie écarlate,,Pierre Gervais,1
Bonneterie ; en ?,bonneterie en ???,,Pierre Gervais,3
Bonneterie ; en bas ; de laine,bonneterie en bas de laine,,Pierre Gervais,1
Bonneterie ; en gants,bonneterie en gants,,Pierre Gervais,3
Bonneterie ; en poil ; de lapin,bonneterie en poil de lapin,,Pierre Gervais,1
Bonneterie ; fil et coton,bonneterie fil et coton,,Pierre Gervais,1
Bonneterie ; fil et coton ; tricot,bonneterie fil et coton tricots,,Pierre Gervais,1
Bonneterie ; gants ; de soie,bonneterie gants de soie,,Pierre Gervais,1
Bonneterie (bonnet de fil),bonneterie bonnets de fil,,Pierre Gervais,3
Bonneterie bas de fil,bonneterie bas de fil,,Pierre Gervais,4
Bonneterie bas de soye,bonneterie bas de soie,,Pierre Gervais,4
Bonneterie bas et bonnets de laine,bonneterie bas et bonnets de laine,,Pierre Gervais,5
Bonneterie de coton,bonneterie de coton,,Pierre Gervais,6
Bonneterie de coton en bas,bonneterie de coton en bas,,Pierre Gervais,15
Bonneterie de coton en bonets,bonneterie de coton en bonnets,,Pierre Gervais,1
Bonneterie de fil,bonneterie de fil,,Pierre Gervais,9
Bonneterie de fil (en bas),bonneterie de fil en bas,,Pierre Gervais,2
Bonneterie de fil en bas,bonneterie de fil en bas,,Pierre Gervais,22
Bonneterie de fil en coton,bonneterie de fil en coton,,Pierre Gervais,1
Bonneterie de fil en gants,bonneterie de fil en gants,,Pierre Gervais,7
Bonneterie de fil et coton en bas,bonneterie de fil et coton en bas,,Pierre Gervais,1
Bonneterie de filozelle en bas,bonneterie de filoselle en bas,,Pierre Gervais,2
Bonneterie de laine,bonneterie de laine,,Pierre Gervais,39
Bonneterie de laine bonnets,bonneterie de laine bonnets,,Pierre Gervais,1
Bonneterie de laine commune,bonneterie de laine commune,,Pierre Gervais,1
Bonneterie de laine en bas,bonneterie de laine en bas,,Pierre Gervais,4
Bonneterie de laine en bonnets,bonneterie de laine en bonnets,,Pierre Gervais,1
Bonneterie de laine et poil,bonneterie de laine et poil,,Pierre Gervais,
Bonneterie de laine fine,bonneterie de laine fine,,Pierre Gervais,1
Bonneterie de soie,bonneterie de soie,,Pierre Gervais,29
Bonneterie de soie,bonneterie de soie,,Guillaume Daudin,6
Bonneterie de soie en bas,bonneterie de soie en bas,,Pierre Gervais,8
Bonneterie de soye,bonneterie de soie,,Pierre Gervais,9
Bonneterie de soye (en bas),bonneterie de soie en bas,,Pierre Gervais,1
Bonneterie de soye en bas,bonneterie de soie en bas,,Pierre Gervais,1
Bonneterie de soye en bas,bonneterie de soie en bas,,Guillaume Daudin,7
Bonneterie divers,bonneterie diverse,,Pierre Gervais,4
Bonneterie diverse,bonneterie diverse,,Pierre Gervais,21
Bonneterie diverses,bonneterie diverse,,Pierre Gervais,1
"Bonneterie en fil, coton et laine",bonneterie en fil coton et laine,,Pierre Gervais,
bonneterie mellées,bonneterie mêlée,,Pierre Gervais,
Bonneterie; de coton,bonneterie de coton,,Pierre Gervais,1
Bonneterie; de laine,bonneterie de laine,,Pierre Gervais,9
Bonneteries ; de laine,bonneterie de laine,,Pierre Gervais,3
Bonneteries de coton,bonneterie de coton,,Pierre Gervais,1
Bonneteries de fil en bas,bonneterie de fil en bas,,Pierre Gervais,2
Bonneteries de laine,bonneterie de laine,,Pierre Gervais,1
Bonneteries de laine en bas,bonneterie de laine en bas,,Pierre Gervais,1
Bonneteries de laine et poil,bonneterie de laine et poil,,Pierre Gervais,12
Bonneteries de line,bonneterie de laine,,Pierre Gervais,1
Bonneteries de soie,bonneterie de soie,,Pierre Gervais,178
Bonneteries de soye en bas,bonneterie de soie en bas,,Pierre Gervais,1
Bonneteries diverses,bonneterie diverse,,Pierre Gervais,194
Bonneteries diverses ; de soie,bonneterie diverse de soie,,Pierre Gervais,2
Bonneteterie de fil en bas,bonneterie de fil en bas,,Pierre Gervais,3
Bonnetrie de laine,bonneterie de laine,,Pierre Gervais,2
Bonnets,bonnets,,Pierre Gervais,5
Bonnets ; à la turc ; de fer ; blanc,bonnets à la turc de fer-blanc,,Pierre Gervais,1
Bonnets ; brodés ; d'or,bonnets brodés d'or,,Pierre Gervais,1
Bonnets ; d'enfant,bonnets d'enfant,,Pierre Gervais,4
Bonnets ; d'enfants,bonnets d'enfant,,Pierre Gervais,1
Bonnets ; de castor,bonnets de castor,,Pierre Gervais,1
Bonnets ; de castor ; brodés,bonnets de castor brodés,,Pierre Gervais,1
Bonnets ; de coton,bonnets de coton,,Pierre Gervais,100
bonnets ; de coton,bonnets de coton,,Pierre Gervais,4
Bonnets ; de cotton,bonnets de coton,,Pierre Gervais,2
Bonnets ; de femme,bonnets de femme,,Pierre Gervais,1
Bonnets ; de fil,bonnets de fil,,Pierre Gervais,23
Bonnets ; de fil et coton,bonnets de fil et coton,,Pierre Gervais,1
Bonnets ; de filet coton,bonnets de fil et coton,,Pierre Gervais,1
Bonnets ; de gaze,bonnets de gaze,,Pierre Gervais,1
Bonnets ; de grenadines,bonnets de grenadines,,Pierre Gervais,1
Bonnets ; de laine,bonnets de laine,,Pierre Gervais,178
bonnets ; de laine,bonnets de laine,,Pierre Gervais,5
Bonnets ; de soye,bonnets de soie,,Pierre Gervais,8
Bonnets ; de taffetas,bonnets de taffetas,,Pierre Gervais,2
Bonnets ; de toile,bonnets de toile,,Pierre Gervais,1
Bonnets ; de toile cirée,bonnets de toile cirée,,Pierre Gervais,3
Bonnets ; de velour,bonnets de velours,,Pierre Gervais,2
Bonnets ; de velours,bonnets de velours,,Pierre Gervais,1
Bonnets ; de velours ; brodés,bonnets de velours brodés,,Pierre Gervais,1
Bonnets ; écarlatte,bonnets écarlates,,Pierre Gervais,1
Bonnets ; fil et coton,bonnets fil et coton,,Pierre Gervais,1
Bonnets ; montés,bonnets montés,,Pierre Gervais,1
Bonnets ; piqués,bonnets piqués,,Pierre Gervais,7
Bonnets a dentelle,bonnets à dentelle,,Pierre Gervais,2
bonnets d'enfans,bonnets d'enfant,,Pierre Gervais,
"bonnets d'enfans, de velours et bonnets à la postillonne",bonnets d'enfant de velours et bonnets à la postillonne,,Pierre Gervais,
Bonnets d'enfant,bonnets d'enfant,,Pierre Gervais,1
Bonnets de basin,bonnets de basin,,Guillaume Daudin,1
bonnets de castor,bonnets de castor,,Pierre Gervais,
Bonnets de Coton,bonnets de coton,,Pierre Gervais,3
Bonnets de coton,bonnets de coton,,Pierre Gervais,22
bonnets de coton,bonnets de coton,,Pierre Gervais,4
Bonnets de cotton,bonnets de coton,,Pierre Gervais,10
bonnets de cotton,bonnets de coton,,Pierre Gervais,
bonnets de cotton et fil,bonnets de coton et fil,,Pierre Gervais,
Bonnets de fil,bonnets de fil,,Pierre Gervais,2
bonnets de fil,bonnets de fil,,Pierre Gervais,1
bonnets de filosel,bonnets de filoselle,,Pierre Gervais,
Bonnets de Fils Et Bas,bonnets de fil et bas,,Pierre Gervais,1
Bonnets de Laine,bonnets de laine,,Pierre Gervais,1
Bonnets de laine,bonnets de laine,,Pierre Gervais,54
bonnets de laine,bonnets de laine,,Pierre Gervais,6
Bonnets de laine communs,bonnets de laine communs,,Pierre Gervais,1
Bonnets de laine fins,bonnets de laine fins,,Pierre Gervais,1
Bonnets de laine grasse,bonnets de laine grasse,,Pierre Gervais,2
"bonnets de laine, fil et cotton",bonnets de laine fil et coton,,Pierre Gervais,
Bonnets de laisne,bonnets de laine,,Guillaume Daudin,1
bonnets de peaux,bonnets de peau,,Pierre Gervais,
bonnets de postillons,bonnets de postillons,,Pierre Gervais,
bonnets de prêtres,bonnets de prêtre,,Pierre Gervais,
Bonnets de soye,bonnets de soie,,Pierre Gervais,1
bonnets de soye,bonnets de soie,,Pierre Gervais,
bonnets de velours,bonnets de velours,,Pierre Gervais,
bonnets picques,bonnets piqués,,Pierre Gervais,
"bonnets picques, carcasses et fers à coeffures",bonnets piqués carcasse et fer à coiffures,,Pierre Gervais,
Bonnets; de blonde,bonnets de blonde,,Pierre Gervais,1
Bonnets; de coton,bonnets de coton,,Pierre Gervais,5
Bonnets; de fil,bonnets de fil,,Pierre Gervais,2
Bonnets; de laine,bonnets de laine,,Pierre Gervais,11
Bonnets; de taffetas,bonnets de taffetas,,Pierre Gervais,1
Bonnets; de velour,bonnets de velours,,Pierre Gervais,1
Bonnets; piquets,bonnets piqués,,Pierre Gervais,2
Bonnetterie ; de bourre ; de soye ; bas,bonneterie de bourre de soie bas,,Pierre Gervais,1
Bonnetterie ; de coton ; bas,bonneterie de coton bas,,Pierre Gervais,3
Bonnetterie ; de fil et coton,bonneterie de fil et coton,,Pierre Gervais,1
Bonnetterie ; de fleuret ; bas,bonneterie de fleuret bas,,Pierre Gervais,1
