obsolete,orthographic_pierre,simplification,imprimatur,Suggestion de simplification,status,beforeItems,afterItems
no,vin étranger de Moselle,vin de Moselle,Guillaume Daudin,,new,,
no,vin de Mursante,vin de Mursante,Guillaume Daudin,vin ; de Mursante,rewire,,[Vin ; de Mursante]
no,vin de Murville,vin de Murville,Guillaume Daudin,vin ; de Murville,rewire,,[vin de Murville]
no,vin de muscat,vin de muscat,Guillaume Daudin,,new,,
no,vin de N. Jean.,vin de N. Jean,Guillaume Daudin,vin ; de N. Jean,rewire,,[Vin ; de N. Jean.] [Vin; de N. Jean.]
no,vin du Nantais,vin de Nantais,Guillaume Daudin,[vin ; Nantais],ambiguous,,[Vin ; de Nantois]
no,vin de France de Nantes,vin de Nantes,Guillaume Daudin,[vin ; Nantais],ambiguous,,[Vins ; De France ; De Nantes]
no,vin de Nantes,vin de Nantes,Guillaume Daudin,,new,,
no,vin nantais,vin de Nantes,Guillaume Daudin,[vin ; Nantais],ambiguous,,[Vin ; naniou] [Vin ; nautois] [Vin; Nantois] [Vin ; Natois] [Vin Nantais] [Vin ; Nantais] [Vin ; Nantois] [Vin ; nantois] [Vin nantes] [Vin Nantois] [Vin nantois]
no,vin de Naples,vin de Naples,Guillaume Daudin,,new,,
no,vin d'Espagne de Navarre,vin de Navarre,Guillaume Daudin,vin ; d'Espagne ; de Navarre,rewire,,[Vin ; d'Espagne ; de Navarre]
no,vin de Navarre,vin de Navarre,Guillaume Daudin,vin ; de Navarre,rewire,,[Vin;de Navarre] [Vin de Navarre] [Vin ; de Navarre] [Vin de navarre]
no,vin de Bourgogne de Nuits,vin de Nuits,Guillaume Daudin,,new,,
no,vin de Nuits,vin de Nuits,Guillaume Daudin,,new,,
no,vin idem de Nuits,vin de Nuits,Guillaume Daudin,,new,,
no,vin d'Espagne de Pacarel,vin de Pacarel,Guillaume Daudin,vin ; d'Espagne ; de Pacarel,rewire,,[Vin ; d'Espagne ; de Pacarel]
no,vin étranger de Pacarel,vin de Pacarel,Guillaume Daudin,,new,,
no,vin de Pacaret,vin de Pacaret,Guillaume Daudin,,new,,
no,vin de palme,vin de palme,Guillaume Daudin,[vin ; de Palme],ambiguous,,[Vin ; de Palme] [Vin ; de palme]
no,vin de Paquarat,vin de Paquarat,Guillaume Daudin,,new,,
no,vin de pays,vin de pays,Guillaume Daudin,,new,,
no,vin du pays,vin de pays,Guillaume Daudin,,new,,
no,vin du Périgord,vin de Périgord,Guillaume Daudin,,new,,
no,vin de Picardan,vin de Picardan,Guillaume Daudin,vin ; de Picardan,rewire,,[Vin ; de Picardan]
no,vin de Picardon,vin de Picardan,Guillaume Daudin,vin ; de Picardan,rewire,,[Vin de Picardon]
no,vin de poisson,vin de poisson,Guillaume Daudin,vin ; de poisson,rewire,,[Vin ; de poisson]
no,vin du Poitou,vin de Poitou,Guillaume Daudin,vin ; de Poitou,rewire,,[Vin de Poitou]
no,porto,vin de Porto,Guillaume Daudin,vin ; de Porto,rewire,[Porto],[Porto]
no,vin de Porto,vin de Porto,Guillaume Daudin,vin ; de Porto,rewire,,[Vin ; de Porto]
no,vin étranger de Porto Rico,vin de Porto Rico,Guillaume Daudin,,new,,
no,vin du Portugal,vin de Portugal,Guillaume Daudin,[vin ; de Portugal] [vin ; du Portugal],ambiguous,,[Vin du Portugal] [Vin; de Portugal] [Vin ; de Portugal] [Vin de Portugal]
no,vin étranger du Portugal,vin de Portugal,Guillaume Daudin,,new,,
no,vin de Bourgogne de Pouligny,vin de Pouligny,Guillaume Daudin,vin ; de Bourgogne ; de Poutigny,rewire,,[Vin ; de Bourgogne ; de Poutigny]
no,vin de Pague,vin de Prague,Guillaume Daudin,vin ; de Prague,rewire,,[Vin de Pague]
no,vin de Pragues,vin de Prague,Guillaume Daudin,vin ; de Prague,rewire,,[Vin de pragues]
no,vin de France de Provence,vin de Provence,Guillaume Daudin,vin ; de Provence,rewire,,[Vins ; de France ; de Provence] [Vins ; De France ; De provence] [Vins ; De France ; De Provence]
no,vin de Provence,vin de Provence,Guillaume Daudin,vin ; de Provence,rewire,,[Vin ; de provence] [Vin; de Provence] [Vin de Provence] [Vin ; de Provence] [Vins de Provence]
no,vin du Quercy,vin de Quercy,Guillaume Daudin,[vin ; de Quercy] [vin ; de Querey],ambiguous,,[Vin ; de Querey] [Vin ; de Querci] [Vin ; de Quecrey] [Vin ; de quercy] [Vin ; de Quercy] [Vin ; du Quercy] [Vin de Quercy] [Vin de Querey]
no,vin de Querée,vin de Querée,Guillaume Daudin,,new,,
no,vin d'Espagne de Rancio,vin de Rancio,Guillaume Daudin,[vin ; d'Espagne ; de Rancio],ambiguous,,[Vin ; d'Espagne ; de Ranijo] [Vin ; d'Espagne ; de Raneio] [Vin ; d'Espagne ; de Ranciio] [Vin; d'Espagne; de Raneio] [Vin ; d'Espagne ; de rancio] [Vin ; d'Espagne ; de Rancio] [Vin d'Espagne de Rancio]
no,vin de Rancio,vin de Rancio,Guillaume Daudin,[vin ; de Ranijo],ambiguous,,"[Vin ; de Ranijo] [Vin , de Rancio] [Vin ; de Rancio] [Vin ; de rancio] [Vin ; de Ranci] [Vin de rancis] [Vin ; rancio] [Vin rancio] [Vin; de Rancio] [Vin de Tancio] [Vin Rancio] [Vin de Rancio]"
no,vin idem de Rancio,vin de Rancio,Guillaume Daudin,,new,,
no,vin de Ré,vin de Ré,Guillaume Daudin,[vin ; de Ré],ambiguous,,[Vin ; de ré] [Vin ; de Ré] [Vin ; de rez] [Vin; de Rez] [Vin ; de Rez] [Vin de Rhé] [Vin de Réz] [Vin de rez] [Vin de Rez] [Vin de ré] [Vin de Ré]
no,vin de Champagne de Reims,vin de Reims,Guillaume Daudin,[vin ; de Champagne],ambiguous,,[Vin ; de Champagne ; De Reims] [Vin ; de champagne ; de Reisses] [Vin; de Champagne; de Reims] [Vin ; de Champagne ; de Reims] [Vin ; de champagne ; de Reims]
no,vin idem de Reims,vin de Reims,Guillaume Daudin,vin ; idem ; de Reims,rewire,,[Vin ; Idem ; de Reims]
no,vin du Rhin,vin de Rhin,Guillaume Daudin,[vin ; du Rhin],ambiguous,,[vin de Rhin] [Vin ; du rhin] [Vin ; de rhin] [Vin ; de Rhin] [Vn ; du Rhin] [Vin; du Rhin] [vin du Rhin] [Vin de Rhin] [Vin du rhin] [Vin du Rhin] [Vin du Rhum] [Vins du Rhin]
no,vin étranger du Rhin,vin de Rhin,Guillaume Daudin,,new,,
no,vin du Rhin de retour,vin de Rhin de retour,Guillaume Daudin,,new,,
no,vin du Rhin en bouteilles,vin de Rhin en bouteilles,Guillaume Daudin,[vin ; du Rhin],ambiguous,,[Vin ; du Rhin ; en bouteilles]
no,vin du Rhin en cercles,vin de Rhin en cercles,Guillaume Daudin,[vin ; du Rhin],ambiguous,,[Vin ; du Rhin ; en cercles]
no,vin du Rhin et de Moselle,vin de Rhin et de Moselle,Guillaume Daudin,,new,,
no,vin de Champagne de Ricey,vin de Ricey,Guillaume Daudin,[vin ; de Champagne],ambiguous,,[Vin ; de Champagne ; de Ricey]
no,vin de Rivesac,vin de Rivesac,Guillaume Daudin,vin ; de Rivesac,rewire,,[Vin ; de Rivesac]
no,vin de Champagne de rivière,vin de rivière,Guillaume Daudin,[vin ; de Champagne],ambiguous,,[Vin ; de Champagne ; De Riviere] [Vin ; de Champagne ; de riviere] [Vin ; de Champagne ; de rivière] [Vin ; de champagne ; de riviere] [Vin ; de Champagne ; de Rivière] [Vin; de Champagne; de Riviere] [Vin ; de Champagne ; de Riviere] [Vin ; de champagne ; de Rivière]
no,vin de rivière,vin de rivière,Guillaume Daudin,vin ; de rivière,rewire,,[Vin ; de riviere]
no,vin idem de rivière,vin de rivière,Guillaume Daudin,,new,,
no,vin de Rochefort,vin de Rochefort,Guillaume Daudin,vin ; de Rochefort,rewire,,[Vin ; de Rochefort] [Vin de Rochefort]
no,vin d'Espagne de Rolas,vin de Rolas,Guillaume Daudin,,new,,
no,vin de Rom,vin de Rome,Guillaume Daudin,vin ; de Rome,rewire,,[Vin ; de Rom]
no,vin d'Espagne de Rota,vin de Rota,Guillaume Daudin,vin ; d'Espagne ; de Rota,rewire,,[Vin ; d'Espagne ; de Rota]
no,vin de Rota,vin de Rota,Guillaume Daudin,vin ; de Rota,rewire,,[Vin ; de Rota] [Vin ; de Rotta]
no,vin étranger de Rota,vin de Rota,Guillaume Daudin,,new,,
no,vin idem de Rota,vin de Rota,Guillaume Daudin,vin ; idem ; de Rota,rewire,,[Vin; Idem; de Rota]
no,vin de Rots,vin de Rots,Guillaume Daudin,vin ; de Rots,rewire,,[Vin de Rots]
no,vin du Roussillon,vin de Roussillon,Guillaume Daudin,,new,,
no,vin de Rouys,vin de Rouys,Guillaume Daudin,vin ; de Rouys,rewire,,[Vin ; de Rouys]
no,vin de Bourgogne de Rully,vin de Rully,Guillaume Daudin,vin ; de Bourgogne ; de Rully,rewire,,[Vin ; de Bourgogne ; de Rully]
no,vin de Rully,vin de Rully,Guillaume Daudin,,new,,
no,vin idem de Rully,vin de Rully,Guillaume Daudin,vin ; idem ; de Rully,rewire,,[Vin ; Idem ; de Rully]
no,vin de Bourgogne de Ruys,vin de Ruys,Guillaume Daudin,vin ; de Bourgogne ; de Rully,rewire,,[Vin ; de Bourgogne ; de Ruys]
no,vin de Saint-Jean,vin de Saint-Jean,Guillaume Daudin,[vin ; de St. Jean] [vin ; de Saint Jean],ambiguous,,[Vin ; de S Jean] [Vin ; de Saint Jean] [Vin ; de St Jean] [Vin ; de St. Jean] [Vin de Saint Jean] [Vin de Saint-Jean]
no,vin de Saint-Jean d'Angély,vin de Saint-Jean d'Angély,Guillaume Daudin,,new,,
no,vin de France de Saintonge,vin de Saintonge,Guillaume Daudin,vin ; de France,rewire,,[Vins ; De France ; De Saintonge]
no,vin de Saintonge,vin de Saintonge,Guillaume Daudin,[vin ; de Saint Ange],ambiguous,,[Vin ; de saintonge] [Vin ; de saintonges] [Vin ; de Saintonge] [Vin; de Saintonges] [Vin ; de Saintonges] [Vin de Saintange] [Vin de Sainte onge] [Vin de Saintonges] [Vin de Saintonge]
no,vin de Samos,vin de Samos,Guillaume Daudin,vin ; de Samos,rewire,,[Vin de Samos]
no,vin de Bourgogne de Savigny,vin de Savigny,Guillaume Daudin,vin ; de Bourgogne ; de Suvigny,rewire,,[Vin ; de Bourgogne ; de Suvigny]
no,vin de Savoie,vin de Savoie,Guillaume Daudin,vin ; de Savoie,rewire,,[Vin ; de Savoye] [Vin ; de savoye]
no,vin de Sicile,vin de Sicile,Guillaume Daudin,vin ; de Sicile,rewire,,[Vin de Sicile]
no,vin jauge Soissons,vin de Soissons,Guillaume Daudin,vin ; Soissons,rewire,,[Vin ; jauge ; Soissons]
no,vin de Saint-Laurent,vin de St. Laurent,Guillaume Daudin,vin ; de St. Laurent,rewire,,[vin de St. Laurent] [Vin ; de St Laurent]
no,vin de S .Seau,vin de St. Seau,Guillaume Daudin,vin ; de St. Seau,rewire,,[Vin ; de S .Seau]
no,vin de Sainte-Foy,vin de Ste. Foy,Guillaume Daudin,vin ; de Ste. Foy,rewire,,[Vin ; de Ste foi] [Vin ; de Ste. Foy] [Vin ; de Sainte Foy] [Vin de Sainte Foy] [Vin de sainte Foi]
no,vin de Suisse,vin de Suisse,Guillaume Daudin,vin ; de Suisse,rewire,,[Vin ; de suisse] [Vin; de Suisse] [Vin ; de Suisse]
no,vin étranger de Suisse,vin de Suisse,Guillaume Daudin,,new,,
no,vin de Syracuse,vin de Syracuse,Guillaume Daudin,,new,,
no,vin étranger de Syracuse,vin de Syracuse,Guillaume Daudin,,new,,
no,vin étranger de Tavel,vin de Tavel,Guillaume Daudin,,new,,
no,vin de teinte,vin de teinte,Guillaume Daudin,,new,,
no,vin de Ténérife,vin de Ténérife,Guillaume Daudin,,new,,
no,vin étranger de Ténérife,vin de Ténérife,Guillaume Daudin,,new,,
no,vin de Tezac,vin de Tezac,Guillaume Daudin,,new,,
no,vin de Theaucour,vin de Thiaucourt,Guillaume Daudin,vin ; de Thiaucourt,rewire,,[vin de Theaucour]
no,vin d'Espagne de Tinto,vin de Tinto,Guillaume Daudin,[vin ; d'Espagne ; Tinto],ambiguous,,[Vin ; d'Espagne ; de Tinto]
no,vin d'Espagne Tinto,vin de Tinto,Guillaume Daudin,[vin ; d'Espagne ; Tinto],ambiguous,,[Vin ; d'Espagne ; tinto] [Vin ; d'Espagne ; teinto] [Vin ; d'Espagne ; tinte] [Vin ; d'Espagne ; Tinte] [Vin ; d'Espagne ; Tinto]
no,vin de Tinto,vin de Tinto,Guillaume Daudin,vin ; de Tinto,rewire,,[Vin de TINTO]
no,vin étranger de Tinto,vin de Tinto,Guillaume Daudin,,new,,
no,vin de Tokay,vin de Tokay,Guillaume Daudin,,new,,
no,vin de Tokay,vin de Tokay,Guillaume Daudin,,new,,
no,vin étranger de Tokay,vin de Tokay,Guillaume Daudin,,new,,
no,vin de Bourgogne de Tonnerre,vin de Tonnerre,Guillaume Daudin,vin ; de Bourgogne ; de Tonnerre,rewire,,"[Vin ; de Bourgogne ; de Tonnerre] [Vin ; de Bourgogne , de Tonnerre] [Vin; de Bourgogne; de Tonnerre]"
no,vin de Tonnerre,vin de Tonnerre,Guillaume Daudin,,new,,
no,vin de Tonnerre,vin de Tonnerre,Guillaume Daudin,,new,,
no,vin de France de Touraine,vin de Touraine,Guillaume Daudin,vin ; de France,rewire,,[Vins ; De France ; De Touraine]
no,vin de Touraine,vin de Touraine,Guillaume Daudin,vin ; de Touraine,rewire,,[Vin ; de Tourrain]
no,vin de vidonie ???,vin de vidonie ???,Guillaume Daudin,,new,,
no,vin de Vienne,vin de Vienne,Guillaume Daudin,vin ; de Vienne,rewire,,[Vin ; de Vienne]
no,vin de ville,vin de ville,Guillaume Daudin,vin ; de ville,rewire,,[Vin ; de ville] [Vin de ville]
no,vin idem de ville,vin de ville,Guillaume Daudin,[vin ; idem ; de Ville],ambiguous,,[Vin ; Idem ; de Ville] [Vin ; Idem ; de ville]
no,vin de ville de Bordeaux,vin de ville de Bordeaux,Guillaume Daudin,,new,,
no,vin de ville et de haut,vin de ville et de haut,Guillaume Daudin,,new,,
no,vin de Bourgogne de Vougeot,vin de Vougeot,Guillaume Daudin,,new,,
no,vin de Vougeot,vin de Vougeot,Guillaume Daudin,,new,,
no,vin idem de Vougeot,vin de Vougeot,Guillaume Daudin,,new,,
no,vin étranger de Wermut,vin de Wermut,Guillaume Daudin,,new,,
no,vin d'Espagne de Xérès,vin de Xérès,Guillaume Daudin,[vin ; d'Espagne ; de Xérès],ambiguous,,[Vin ; d'Espagne ; de Xirès] [Vin ; d'Espagne ; de Xérès] [Vin ; d'Espagne ; de xirés] [Vin ; d'Espagne ; de xirès] [Vin ; d'Espagne ; de Xires] [Vin ; d'Espagne ; de Xirez]
no,vin de Xérès,vin de Xérès,Guillaume Daudin,[vin ; d'Espagne ; de Xérès],ambiguous,,"[Vin de Xiamen?] [Vin ; de Chères] [Vin ; de Cherés] [Vin ; de Xérès] [Vin , de Xirès] [Vin ; de Xirès] [Vin ; de Xeres] [Vin de Xeres] [Vin ; de Cheris] [Vin ; de Xires] [Vin de Xérès] [Vin de Cherés] [vin de xirés] [Vin de chère] [vin des xirés]"
no,vin étranger de Xérès,vin de Xérès,Guillaume Daudin,,new,,
no,vin des Canaries,vin des Canaries,Guillaume Daudin,[vin ; de Canaries] [vin ; des Canaries],ambiguous,,[Vin ; de Canarier] [Vin; de Canarie] [Vin ; de canary] [Vin ; de Canaries] [Vin des Canaries] [vin de canarie] [Vin de Canarie] [Vin de canarie] [Vin ; de canarie] [Vin ; de Canarie] [Vin ; de canaries]
no,vin des grandes borderies,vin des grandes borderies,Guillaume Daudin,,new,,
no,vin des Îles,vin des Îles,Guillaume Daudin,vin ; des Îles,rewire,,[Vin ; des Isles]
no,vin dit Bleckaert,vin dit Bleckaert,Guillaume Daudin,vin ; dit Bleckaert,rewire,,[vin dit Bleckaert]
no,subsistances vin divers,vin divers,Guillaume Daudin,,new,,
no,vin divers,vin divers,Guillaume Daudin,vin ; divers,rewire,,[Vin ; divers] [Vins; Divers] [Vin divers] [Vins ; divers] [Vins divers]
no,vin doux,vin doux,Guillaume Daudin,vin ; doux,rewire,,[Vin doux]
no,vin de France du Dauphiné,vin du Dauphiné,Guillaume Daudin,vin ; de Dauphiné,rewire,,[Vins ; De France ; de Dauphine]
no,vin de France du Languedoc,vin du Languedoc,Guillaume Daudin,,new,,
no,vin de France du Lyonnais,vin du Lyonnais,Guillaume Daudin,,new,,
no,vin Portugal,vin du Portugal,Guillaume Daudin,[vin ; du Portugal],ambiguous,,[Vin ; Portugal]
no,vin de France du Rhône,vin du Rhône,Guillaume Daudin,vin ; de France,rewire,,[Vins ; De France ; De Rhône]
no,vin de France du Roussillon,vin du Roussillon,Guillaume Daudin,vin ; de France,rewire,,[Vins ; De France ; De Roussillon]
no,vin de Champagne en bouteilles,vin en bouteilles,Guillaume Daudin,,new,,
no,vin en bouteilles,vin en bouteilles,Guillaume Daudin,vin,rewire,,[Vin ; en bouteilles] [Vin en bouteille]
no,vin de Champagne en muid,vin en muid,Guillaume Daudin,[vin ; de Champagne],ambiguous,,[Vins ; de Champagne ; en muids]
no,vin en muid,vin en muid,Guillaume Daudin,,new,,
no,planches de bois d'acajou,planches d'acajou,Elisa Tirindelli,,new,,
no,planches de bois dacajou,planches d'acajou,Elisa Tirindelli,,new,,
no,bois d'acajou planches de 8 pieds,planches d'acajou de 8 pieds,Guillaume Daudin,,new,,
no,bois d'orme en planches,planches d'orme,Guillaume Daudin,planche ; d'orme,rewire,,[Bois ; d'orme ; en planches]
no,bois divers en planches,planches de bois,Guillaume Daudin,bois ; divers ; en planche,rewire,,[Bois ; divers ; en planches]
no,vin et eau-de-vie,vin et eau-de-vie,Guillaume Daudin,[vin et eau de vie],ambiguous,,[Vin et eau de vie] [Vins et eaux-de-vie]
no,vin et eau-de-vie de vin,vin et eau-de-vie de vin,Guillaume Daudin,,new,,
no,vin et fer,vin et fer,Guillaume Daudin,,new,,
no,vin vin de liqueurs divers,vin et vin de liqueurs divers,Guillaume Daudin,,new,,
no,vin étranger,vin étranger,Guillaume Daudin,vin ; étranger,rewire,,[Vin ; étranger] [Vin Etranger]
no,vin étranger divers au ???,vin étranger au ???,Guillaume Daudin,,new,,
no,vin étranger blanc,vin étranger blanc,Guillaume Daudin,,new,,
no,vin étranger commun,vin étranger commun,Guillaume Daudin,,new,,
no,vin étranger de ???,vin étranger de ???,Guillaume Daudin,,new,,
no,vin étranger de toute sorte,vin étranger de toute sorte,Guillaume Daudin,,new,,
no,vin étranger divers en bouteilles,vin étranger en bouteilles,Guillaume Daudin,,new,,
no,vin étranger divers en muid,vin étranger en muid,Guillaume Daudin,,new,,
no,vin étranger fuo,vin étranger fuo,Guillaume Daudin,,new,,
no,vin divers fin,vin fin,Guillaume Daudin,,new,,
no,vin divers fin en bouteilles,vin fin en bouteilles,Guillaume Daudin,,new,,
no,vin français,vin français,Guillaume Daudin,,new,,
no,vin gaté,vin gaté,Guillaume Daudin,,new,,
no,vin hors,vin hors,Guillaume Daudin,vin ; hors,rewire,,[Vin; hors] [Vin ; hors]
no,vin jauge ??? gros bard,vin jauge ??? gros bard,Guillaume Daudin,,new,,
no,vin jauge ??? Paris,vin jauge ??? Paris,Guillaume Daudin,vin ; en fût,rewire,,[Vin ; jauge ch. ; Paris] [Vin; jauge ch.; Paris]
no,vin jauge gros bard,vin jauge gros bard,Guillaume Daudin,,new,,
no,vin jauge??? gros bard,vin jauge gros bard,Guillaume Daudin,vin ; jauge gros bard,rewire,,[Vin; jauge ch.; Grosbard]
no,vin jauge Paris,vin jauge Paris,Guillaume Daudin,,new,,
no,vin idem Meursault,vin Meursault,Guillaume Daudin,vin ; idem ; Meursault,rewire,,[Vin ; Idem ; Meursault]
no,vin mousseux,vin mousseux,Guillaume Daudin,,new,,
no,vin muscat,vin muscat,Guillaume Daudin,,new,,
no,vin muscat ordinaire,vin muscat ordinaire,Guillaume Daudin,,new,,
no,vin noir,vin noir,Guillaume Daudin,vin ; noir,rewire,,[Vin ; noir]
no,vin divers ordinaire,vin ordinaire,Guillaume Daudin,,new,,
no,vin ordinaire,vin ordinaire,Guillaume Daudin,vin ; ordinaire,rewire,,[vin ; ordinaire] [Vin; ordinaire] [Vin; Ordinaire] [Vin ordinaires] [Vin ; ordinaire] [Vin ordinaire] [Vins ordinaires]
no,vin petit,vin ordinaire,Guillaume Daudin,vin ; ordinaire,rewire,,[Vin ; petit] [Vin petit]
no,vin ordinaire divers,vin ordinaire divers,Guillaume Daudin,,new,,
no,vin ordinaire en bouteilles,vin ordinaire en bouteilles,Guillaume Daudin,,new,,
no,vin ordinaire en miel,vin ordinaire en miel,Guillaume Daudin,vin ; ordinaire ; en miel,rewire,,[Vins ; ordinaire ; en miel]
no,vin rouge,vin rouge,Guillaume Daudin,vin ; rouge,rewire,,"[Vin; rouge] [Vin; Rouge] [Vin , rouge] [Vins rouges] [Vin ; rouge] [vin rouge] [Vin Rouge] [Vin rouge] [Vins rouge]"
no,vin rouge commun,vin rouge commun,Guillaume Daudin,vin ; rouge ; commun,rewire,,[Vin ; rouge ; commun]
no,vin rouge d'Espagne,vin rouge d'Espagne,Guillaume Daudin,,new,,
no,vin rouge de France,vin rouge de France,Guillaume Daudin,,new,,
no,vin rouge de renvoi,vin rouge de renvoi,Guillaume Daudin,,new,,
no,vin rouge en bouteilles,vin rouge en bouteilles,Guillaume Daudin,,new,,
no,vin rouge et blanc,vin rouge et blanc,Guillaume Daudin,,new,,
no,vin rouge gros bard,vin rouge gros bard,Guillaume Daudin,,new,,
no,vin rouge très gras,vin rouge très gras,Guillaume Daudin,,new,,
no,vin Saint-Ange,vin Saint-Ange,Guillaume Daudin,[vin ; de Saint Ange],ambiguous,,[Vin Saint Ange]
no,vin sec ???,vin sec ???,Guillaume Daudin,,new,,
no,vin sec de Malaga,vin sec de Malaga,Guillaume Daudin,[vin ; de Malaga],ambiguous,,[Vin sec de Malaga]
no,vin sucré,vin sucré,Guillaume Daudin,vin ; sucré,rewire,,[Vin sucré]
no,vin Tinto,vin Tinto,Guillaume Daudin,[vin ; d'Espagne ; Tinto],ambiguous,,[vino tinto] [vin tinto]
no,vin très doux de Malaga,vin très doux de Malaga,Guillaume Daudin,[vin ; de Malaga],ambiguous,,[Vin très doux de Malaga]
no,vin verdé de Florence,vin verdé de Florence,Guillaume Daudin,,new,,
no,vinaigre,vinaigre,Guillaume Daudin,vinaigre,existing,,
no,vinaigre ???,vinaigre ???,Guillaume Daudin,,new,,
no,vinaigre de bière,vinaigre de bière,Guillaume Daudin,vinaigre ; de bière,rewire,,[vinaigre de bierre] [Vinaigre de bière] [Vinaigre ; de bierre]
no,vinaigre de cidre,vinaigre de cidre,Guillaume Daudin,vinaigre ; de cidre,rewire,,[Vinaigre de cidre]
no,vinaigre composé,vinaigre de composition,Guillaume Daudin,vinaigre ; de composition,rewire,,[Vinaigre ; composé] [Vinaigre composé]
no,vinaigre de composition,vinaigre de composition,Guillaume Daudin,vinaigre ; de composition,rewire,,[Vinaigre ; De composition] [Vinaigre de composition] [Vinaigre de compostion]
no,vinaigre de fruits,vinaigre de fruits,Guillaume Daudin,,new,,
no,vinaigre de vin,vinaigre de vin,Guillaume Daudin,vinaigre ; de vin,rewire,,[vinaigre de vins] [Vinaigre de vin] [Vinaigre ; de vin]
no,vinaigre ordinaire,vinaigre ordinaire,Guillaume Daudin,vinaigre ; ordinaire,rewire,,[Vinaigre ; ordinaire] [Vinaigre ; Ordinaire] [Vinaigre ordinaire]
no,violende,violende,Guillaume Daudin,,existing,,
no,violon,violon,Guillaume Daudin,,new,,
no,violoncelle,violoncelle,Guillaume Daudin,violoncelle,existing,,
no,violons,violons,Guillaume Daudin,,existing,,
no,vipères,vipères,Guillaume Daudin,,existing,,
no,vipérine,vipérine,Guillaume Daudin,vipérine,existing,,
no,vipérine en racines,vipérine en racine,Guillaume Daudin,vipérine ; en racine,rewire,,[Viperine ; en racine]
no,vipres,vipres,Guillaume Daudin,,existing,,
no,virez,virez,Guillaume Daudin,virez,existing,,
no,vis,vis,Guillaume Daudin,vis,existing,,
no,vis en fer,vis en fer,Guillaume Daudin,vis ; en fer,rewire,,[Vis en fer]
no,vitriol blanc,vitriol blanc,Guillaume Daudin,vitriol ; blanc,rewire,,[Vitriol ;blanc] [Vitriol ; blanc] [Viteriol blanc] [Vitriol blanc]
no,vlottes,vlottes,Guillaume Daudin,vlottes,existing,,
no,voëdes,voëdes,Guillaume Daudin,voëdes,existing,,
no,voile,voile,Guillaume Daudin,voile,existing,,
no,voile de laine,voile de laine,Guillaume Daudin,voile ; de laine,rewire,,[Voile de laine]
no,voitures,voiture,Guillaume Daudin,voiture,rewire,,[Voiture] [Voitures]
no,voitures de chafre,voiture,Guillaume Daudin,voiture,rewire,,[Voiture ; de Chafre]
no,volailles,volailles,Guillaume Daudin,,existing,,
no,volants,volant,Guillaume Daudin,volant,rewire,,[Volants] [Volans]
no,volants de camelot,volant de camelot,Guillaume Daudin,volant ; de camelot,rewire,,[Volants ; de camelot]
no,vrille,vrille,Guillaume Daudin,vrille,existing,,
no,vulnéraires de Suisse,vulnéraire de Suisse,Guillaume Daudin,vulnéraire ; de Suisse,rewire,,[Vulneraires ; de Suisse] [Vulnéraires ; de Suisse]
no,wagheschot en blocs,wagheschot en blocq,Guillaume Daudin,wagheschot ; en blocq,rewire,,[wagheschot en blocq]
no,wagons,wagon,Guillaume Daudin,wagon,rewire,,[Wagons]
no,wagons artillerie,wagon artillerie,Guillaume Daudin,wagon ; artillerie,rewire,,[wagons artillerie]
no,wollegoet blanche,wollegoet,Guillaume Daudin,wollegoet,rewire,,[wollegoet blanche]
no,wollegoet mêlée,wollegoet,Guillaume Daudin,wollegoet,rewire,,[wollegoet mellée]
no,wollegoet teinte,wollegoet,Guillaume Daudin,wollegoet,rewire,,[wollegoet teinte]
no,wuinnes,wuinnes,Guillaume Daudin,wuinnes,existing,,
no,zain,zain,Guillaume Daudin,zain,existing,,
no,zedoria,zédoaria,Guillaume Daudin,zédoaria,rewire,,[Zédonia] [Zédoria] [Zedoaire] [Zedoria] [Zadoaria]
no,zinc,zinc,Guillaume Daudin,[zinc],ambiguous,[zinek] [Zine] [Zinc] [Zin],[zinek] [Zing] [Zine] [Zinc] [Zin]
no,zingar,zingar,Guillaume Daudin,zingar,existing,,
no,boyaux de bœuf salés,,,,new,,
no,boyaux de mouton salés,,,,new,,
no,brai ???,,,,new,,
no,brai ??? brai,,,,new,,
no,brai ??? goudron,,,,new,,
no,brai ??? goudron résines,,,,new,,
no,brai ??? pox noire,,,,new,,
no,brai à poix,,,,new,,
no,brai à poix noire,,,,new,,
no,brai eau de raze,,,,new,,
no,brai et poix blanche,,,,new,,
no,brai goudron ???,,,,new,,
no,brai goudron et térébenthine,,,,new,,
no,brai goudron etc. brai et goudron,,,,new,,
no,brai goudron etc. eau de raze,,,,new,,
no,brai goudron etc. poix noire et blanche,,,,new,,
no,brai goudron etc. résines,,,,new,,
no,brai goudron résines et poix goudron,,,,new,,
no,brai goudron résines et poix poix blanche et noire,,,,new,,
no,brai goudron résines et poix poix blanche et résines,,,,new,,
no,brai goudron térébenthine,,,,new,,
no,brai gras,,,[brai ; gras] [braule] [bray ; gras],ambiguous,,[Brays ; gras] [Bray; Gras] [Brai; Gras] [Bray; gras] [Bray Gras] [bray Gras] [Brai ; gras] [Brais ; gras] [Brais gras] [Brai gras] [Brey gras] [Brays gras] [bray gras] [Bray ; gras] [Bray gras]
no,brai gras en goudron,,,,new,,
no,brai gras et goudron,,,,new,,
no,brai gros et goudron,,,,new,,
no,brai poix de Bourgogne,,,,new,,
