numrodeligne,dataentryby,source,sourcepath,sourcetype,sheet,year,exportsimports,marchandises,direction,pays,quantit,quantity_unit,prix_unitaire,value,problem,remarks
317,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,7,1750,Imports,Auresats étoile,Marseille,Italie,"60,00",en nombre,"140,00000","8400,00","0,00",
318,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,7,1750,Imports,Balais de palme,Marseille,Italie,"2 964,00",douzaines,"0,90000","2667,00","-0,60",
319,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,7,1750,Imports,Baleine coupée,Marseille,Italie,"900,00",livres,"4,50000","4050,00","0,00",
320,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,7,1750,Imports,Barils vuides,Marseille,Italie,"420,00",en nombre,"1,25000","525,00","0,00",
321,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,7,1750,Imports,Barres de cabestan,Marseille,Italie,"1 357,00",pièces,"0,25000","339,00","-0,25",
322,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,7,1750,Imports,Barres pour édifices,Marseille,Italie,"7,00",douzaines,"6,00000","42,00","0,00",
323,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,7,1750,Imports,Bas et bonnets de coton,Marseille,Italie,"29,00",douzaines,"20,00000","580,00","0,00",
324,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,7,1750,Imports,Bas et bonnets de coton,Marseille,Italie,"15 998,00",livres,"5,00000","79990,00","0,00",
325,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,7,1750,Imports,Bas de fil,Marseille,Italie,"308,00",douzaines,"15,00000","4620,00","0,00",
326,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,7,1750,Imports,Bas de fil,Marseille,Italie,"16 799,00",livres,"5,00000","83995,00","0,00",
327,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,7,1750,Imports,Bas de filoselle,Marseille,Italie,"190,00",livres,"15,00000","2850,00","0,00",
328,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,7,1750,Imports,Bas de soye,Marseille,Italie,"230,00",livres,"40,00000","9200,00","0,00",
329,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,7,1750,Imports,Bergamotte,Marseille,Italie,"16,00",milliers,"50,00000","800,00","0,00",
330,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,7,1750,Imports,Beurre,Marseille,Italie,"6 333,00",livres,"0,40000","2533,00","-0,20",
331,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,7,1750,Imports,Bijouterie,Marseille,Italie,"250,00",livres,"100,00000","25000,00","0,00",
332,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,7,1750,Imports,Bled froment,Marseille,Italie,"36 722,00",charges,"25,00000","918050,00","0,00",
333,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,7,1750,Imports,Bois a faire Bats,Marseille,Italie,"10,00",douzaines,"10,00000","100,00","0,00",
334,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,7,1750,Imports,Bois de Brezil,Marseille,Italie,"12 500,00",livres,"0,25000","3125,00","0,00",
335,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,7,1750,Imports,Bois a bruler,Marseille,Italie,"28 627 100,00",livres,"0,01000","286271,00","0,00",
336,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,7,1750,Imports,Bois de campeche,Marseille,Italie,"527 060,00",livres,"0,15000","79059,00","0,00",
337,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,7,1750,Imports,Bois de construction,Marseille,Italie,"8,00",pièces,"30,00000","240,00","0,00",
338,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,7,1750,Imports,Bois pour cribles,Marseille,Italie,"18 800,00",livres,"0,20000","3760,00","0,00",
339,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,7,1750,Imports,Bois fustel,Marseille,Italie,"223 381,00",livres,"0,07000","15636,00","-0,67",
340,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,7,1750,Imports,Bois ouvré,Marseille,Italie,"330,00",livres,"0,20000","66,00","0,00",
341,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,7,1750,Imports,Bois a tamis,Marseille,Italie,"1 134,00",livres,"0,20000","226,00","-0,80",
342,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,7,1750,Imports,Bonnets et chaussettes de coton,Marseille,Italie,"10,00",douzaines,"6,00000","60,00","0,00",
343,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,7,1750,Imports,Bonnets de laine,Marseille,Italie,"230,00",douzaines,"15,00000","3450,00","0,00",
344,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,7,1750,Imports,Boucassins,Marseille,Italie,"60,00",pièces,"4,00000","240,00","0,00",
345,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,7,1750,Imports,Bourdes,Marseille,Italie,"240 600,00",livres,"0,08000","19248,00","0,00",
346,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,7,1750,Imports,Bourre a bastier,Marseille,Italie,"5 550,00",livres,"0,40000","2220,00","0,00",
347,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,7,1750,Imports,Bourre de soye,Marseille,Italie,"368,00",livres,"2,00000","736,00","0,00",
348,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,7,1750,Imports,Bours de coton,Marseille,Italie,"1 400,00",pièces,"6,00000","8400,00","0,00",
349,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,7,1750,Imports,Boutons de fil blanc,Marseille,Italie,"400,00",grosses,"9,00000","3600,00","0,00",
350,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,7,1750,Imports,Boutons de fil blanc,Marseille,Italie,"176,00",douzaines,"0,75000","132,00","0,00",
351,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,7,1750,Imports,Boyaux salés,Marseille,Italie,"250,00",livres,"0,25000","62,00","-0,50",
352,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,7,1750,Imports,Cabarets en bois verni,Marseille,Italie,"4,00",en nombre,"15,00000","60,00","0,00",
353,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,7,1750,Imports,Cacao,Marseille,Italie,"1 718,00",livres,"1,30000","2233,00","-0,40",
354,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,7,1750,Imports,Caffé,Marseille,Italie,"6 852,00",livres,"1,50000","10275,00","-3,00",
355,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,7,1750,Imports,Canelle,Marseille,Italie,"1 450,00",livres,"6,00000","8700,00","0,00",
356,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,7,1750,Imports,Canons de fer,Marseille,Italie,"19,00",pièces,"150,00000","2850,00","0,00",
357,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,7,1750,Imports,Cantarides,Marseille,Italie,"2 687,00",livres,"4,00000","10748,00","0,00",
358,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,7,1750,Imports,Capots,Marseille,Italie,"37,50",douzaines,"108,00000","4050,00","0,00",9 livres pièce
359,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,7,1750,Imports,Carreaux de marbre,Marseille,Italie,"53 244,00",livres,"0,60000","31946,00","-0,40",
360,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,7,1750,Imports,Carrouge,Marseille,Italie,"36 800,00",livres,"0,05000","1840,00","0,00",
361,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,7,1750,Imports,Cartes géographiques,Marseille,Italie,"1 196,00",livres,"4,50000","5382,00","0,00",
362,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,7,1750,Imports,Cartes a jouer,Marseille,Italie,"45,00",grosses,"40,00000","1800,00","0,00",
363,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,7,1750,Imports,Cedras,Marseille,Italie,"1 000,00",livres,"0,10000","100,00","0,00",
364,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,7,1750,Imports,Cendres communes,Marseille,Italie,"859 200,00",livres,"0,08000","68736,00","0,00",
365,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,7,1750,Imports,Cercles de bois,Marseille,Italie,"283,00",faix,"2,00000","566,00","0,00",
366,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,7,1750,Imports,Cercles de bois,Marseille,Italie,"1 780,00",milliers,"20,00000","35600,00","0,00",
367,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,7,1750,Imports,Cercles de bois,Marseille,Italie,"81 425,00",livres,"0,04000","3257,00","0,00",
368,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,8,1750,Imports,Cercles a tamis,Marseille,Italie,"10,00",balles,"8,00000","80,00","0,00",
369,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,8,1750,Imports,Ceruse,Marseille,Italie,"2 100,00",livres,"0,20000","420,00","0,00",
370,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,8,1750,Imports,Chair salée,Marseille,Italie,"100,00",livres,"0,25000","25,00","0,00",
371,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,8,1750,Imports,Champignons,Marseille,Italie,"178,00",livres,"2,50000","445,00","0,00",
372,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,8,1750,Imports,Chandelle,Marseille,Italie,"14 282,00",livres,"0,45000","6426,00","-0,90",
373,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,8,1750,Imports,Chanvre cru,Marseille,Italie,"911 125,00",livres,"0,18000","164002,00","-0,50",
374,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,8,1750,Imports,Chanvre peigné,Marseille,Italie,"2 450,00",livres,"0,36000","882,00","0,00",
375,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,8,1750,Imports,Chapeaux de paille,Marseille,Italie,"188,00",douzaines,"6,00000","1128,00","0,00",
376,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,8,1750,Imports,Charbon de bois,Marseille,Italie,"100 000,00",livres,"0,02000","2000,00","0,00",
377,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,8,1750,Imports,Chataignes,Marseille,Italie,"401 050,00",livres,"0,05500","22057,00","-0,75",
378,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,8,1750,Imports,Cheminée de marbre,Marseille,Italie,"1,00",estimée,"80,00000","80,00","0,00",
379,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,8,1750,Imports,Cheveux,Marseille,Italie,"60,00",livres,"30,00000","1800,00","0,00",
380,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,8,1750,Imports,Chevron,Marseille,Italie,"2,00",douzaines,"7,00000","14,00","0,00",
381,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,8,1750,Imports,Chocolat,Marseille,Italie,"4 398,00",livres,"3,50000","15393,00","0,00",
382,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,8,1750,Imports,Cire blanche,Marseille,Italie,"100,00",livres,"1,80000","180,00","0,00",
383,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,8,1750,Imports,Cire jaune,Marseille,Italie,"9 410,00",livres,"1,35000","12703,00","-0,50",
384,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,8,1750,Imports,Citrons,Marseille,Italie,"70,00",caisses,"7,50000","525,00","0,00",
385,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,8,1750,Imports,Citrons,Marseille,Italie,"3 727 050,00",pièces,"0,01500","55905,00","-0,75",
386,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,8,1750,Imports,Citrons,Marseille,Italie,"13 000,00",livres,"0,02000","260,00","0,00",
387,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,8,1750,Imports,Cloux de fer,Marseille,Italie,"9 900,00",livres,"0,25000","2475,00","0,00",
388,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,8,1750,Imports,Cochenille,Marseille,Italie,"3 345,00",livres,"17,00000","56865,00","0,00",
389,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,8,1750,Imports,Cochon salé,Marseille,Italie,"1 300,00",livres,"0,35000","455,00","0,00",
390,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,8,1750,Imports,Colle a papetier,Marseille,Italie,"1 200,00",livres,"0,25000","300,00","0,00",
391,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,8,1750,Imports,Colle de poisson,Marseille,Italie,"300,00",livres,"1,50000","450,00","0,00",
392,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,8,1750,Imports,Confitures,Marseille,Italie,"51 216,00",livres,"1,00000","51216,00","0,00",
393,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,8,1750,Imports,Corail,Marseille,Italie,"2 305,00",livres,"2,00000","4610,00","0,00",
394,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,8,1750,Imports,Corbeiles d'osier,Marseille,Italie,"1 754,00",douzaines,"20,00000","35080,00","0,00",
