quantity_unit,marchandises_simplification,u_conv,q_conv,marchandises_et_quantités,prix_predit,prix_calculé
Nombre,planches de bois pour construction,,,planches de bois pour constructionNombre,.69124573,
en nombre,planches de bois,,,planches de boisen nombre,.74151617,
Livres,planches de chêne,,,planches de chêneLivres,1.7051014,
Nombre,planches de chêne,,,planches de chêneNombre,.63949895,
en nombre,planches de chêne,,,planches de chêneen nombre,.66943121,
pieds,planches de chêne,,,planches de chênepieds,.14993666,
Livres,planches de cuivre,,,planches de cuivreLivres,1.5491934,
Quintal,planches de cuivre,,,planches de cuivreQuintal,75.000008,
livres,planches de cuivre,,,planches de cuivrelivres,1.7189146,
quintal,planches de cuivre,,,planches de cuivrequintal,146.64787,
Livres,planches de liège,,,planches de liègeLivres,.14592625,
Quintal,planches de liège,,,planches de liègeQuintal,16.93865,
livres,planches de liège,,,planches de liègelivres,.2004212,
quintal,planches de liège,,,planches de liègequintal,10.812717,
Nombre,planches de pin,,,planches de pinNombre,.42259699,
en nombre,planches de pin,,,planches de pinen nombre,.61988759,
livres,planches de plomb,,,planches de plomblivres,.25596151,
quintal,planches de plomb,,,planches de plombquintal,30.000002,
Livres,planches de sapin,,,planches de sapinLivres,.60946012,
Nombre,planches de sapin,,,planches de sapinNombre,1.0855926,
bottes,planches de sapin,,,planches de sapinbottes,1.8000001,
en nombre,planches de sapin,,,planches de sapinen nombre,1.078257,
livres,planches de sapin,,,planches de sapinlivres,1,
pieds,planches de sapin,,,planches de sapinpieds,1,
aunes,platille,,,platilleaunes,18.560709,
pièce,platille,,,platillepièce,9,
pièces,platille,,,platillepièces,6.0934539,
livres,platines de cuivre,,,platines de cuivrelivres,1.3964108,
quintal,platines de cuivre,,,platines de cuivrequintal,110.00001,
livres,plomb brut,,,plomb brutlivres,.24499938,
livres,plomb de chasse,,,plomb de chasselivres,.35398278,
livres,plomb en bloc,,,plomb en bloclivres,.31199479,
Livres,plomb en grenaille,,,plomb en grenailleLivres,.29594544,
livres,plomb en grenaille,,,plomb en grenaillelivres,.29999998,
quintal,plomb en grenaille,,,plomb en grenaillequintal,31.771351,
quintal,plomb en pain,,,plomb en painquintal,26.429304,
livres,plomb en rouleau,,,plomb en rouleaulivres,.29484552,
Livre,plomb en saumon,,,plomb en saumonLivre,.20294249,
Livres,plomb en saumon,,,plomb en saumonLivres,.28231081,
Quintal,plomb en saumon,,,plomb en saumonQuintal,25.000002,
livres,plomb en saumon,,,plomb en saumonlivres,.28213844,
quintal,plomb en saumon,,,plomb en saumonquintal,25.000002,
livres,plomb laminé,,,plomb laminélivres,.33742502,
Livres,plomb,,,plombLivres,.35000002,
Quintal,plomb,,,plombQuintal,28.925779,
Livre,plumes apprêtées d'autruche,,,plumes apprêtées d'autrucheLivre,34.641018,
Livres,plumes apprêtées d'autruche,,,plumes apprêtées d'autrucheLivres,80,
livres,plumes apprêtées d'autruche,,,plumes apprêtées d'autruchelivres,94.750816,
livres,plumes apprêtées à écrire,,,plumes apprêtées à écrirelivres,5,
livres,plumes brutes à écrire,,,plumes brutes à écrirelivres,4.0278239,
Livre,plumes d'autruche brutes,,,plumes d'autruche brutesLivre,20,
livres,plumes d'autruche crues,,,plumes d'autruche crueslivres,50.000004,
Livres,plumes d'autruche,,,plumes d'autrucheLivres,56.346272,
livre,plumes d'autruche,,,plumes d'autruchelivre,63.245541,
livres,plumes d'autruche,,,plumes d'autruchelivres,80.374107,
Livres,plumes d'oie,,,plumes d'oieLivres,.97645408,
livres,plumes d'oie,,,plumes d'oielivres,1,
livres,plumes mortes à lit,,,plumes mortes à litlivres,.74966055,
livres,plumes vives à lit,,,plumes vives à litlivres,1.3,
Livre,plumes à lit,,,plumes à litLivre,.6123724,
Livres,plumes à lit,,,plumes à litLivres,1.3197923,
livre,plumes à lit,,,plumes à litlivre,1.8555028,
quintal,plumes à lit,,,plumes à litquintal,69.999992,
en nombre,plumes à écrire,,,plumes à écrireen nombre,.015,
livre,plumes à écrire,,,plumes à écrirelivre,8,
livres,plumes à écrire,,,plumes à écrirelivres,5.983151,
Valeur,plumes,,,plumesValeur,295.67377,
Livres,plâtre,,,plâtreLivres,.010194266,
Quintal,plâtre,,,plâtreQuintal,.5,
monds,plâtre,,,plâtremonds,10.429719,
moute,plâtre,,,plâtremoute,6.9999995,
quintal,plâtre,,,plâtrequintal,2.5,
livres,poids de fer,,,poids de ferlivres,.18071942,
Livres,poil de chameau,,,poil de chameauLivres,5.3385391,
Livres,poil de chèvre filé,,,poil de chèvre filéLivres,3.2799773,
livre,poil de chèvre filé,,,poil de chèvre filélivre,6.5,
Livres,poil de chèvre,,,poil de chèvreLivres,3.8729835,
livres,poil de porc,,,poil de porclivres,.90821797,
quintal,poires fraîches,,,poires fraîchesquintal,10.606603,
quintal,pois chiches,,,pois chichesquintal,12.489994,
livres,pois et fève et haricot,,,pois et fève et haricotlivres,.099999994,
livres,pois verts,,,pois vertslivres,.17974341,
livres,pois,,,poislivres,.14999999,
Barils,poisson anchois,,,poisson anchoisBarils,6,
Livres,poisson anchois,,,poisson anchoisLivres,.59999996,
Nombre,poisson anchois,,,poisson anchoisNombre,.59999996,
Quintal,poisson anchois,,,poisson anchoisQuintal,48.274467,
livres,poisson de mer salé et mariné ??? blanc,,,poisson de mer salé et mariné ??? blanclivres,.24997199,
Livres,poisson frais,,,poisson fraisLivres,.5,
Valeur,poisson frais,,,poisson fraisValeur,964.57251,
livres,poisson salé,,,poisson salélivres,.61675316,
quintal,poisson salé,,,poisson saléquintal,40,
Valeur,poisson,,,poissonValeur,527.70856,
livres,poivre brun,,,poivre brunlivres,1.5243682,
livre,poivre dit maniquette,,,poivre dit maniquettelivre,2.5,
livre,poivre en grains,,,poivre en grainslivre,2,
livres,poivre en grains,,,poivre en grainslivres,.87677407,
Livre,poivre giroflé,,,poivre girofléLivre,1.4142135,
Livre,poivre,,,poivreLivre,1.7380133,
Livres,poivre,,,poivreLivres,1.6025401,
Quintal,poivre,,,poivreQuintal,136.87581,
livre,poivre,,,poivrelivre,1.7320508,
livres,poivre,,,poivrelivres,1.8810427,
quintal,poivre,,,poivrequintal,157.61763,
livres,pommes de terre,,,pommes de terrelivres,.063589267,
quintal,pommes de terre,,,pommes de terrequintal,6,
Livres,pommes et poires,,,pommes et poiresLivres,.3086378,
Quintal,pommes fraîches,,,pommes fraîchesQuintal,5.732657,
livres,pommes fraîches,,,pommes fraîcheslivres,.30005527,
quintal,pommes fraîches,,,pommes fraîchesquintal,9.3990107,
Livres,porcelaine diverse,,,porcelaine diverseLivres,6,
Livres,porcelaine,,,porcelaineLivres,6.3439236,
Valeur,porcelaine,,,porcelaineValeur,939.70752,
livre,porcelaine,,,porcelainelivre,6.114471,
livres,porcelaine,,,porcelainelivres,5.7698107,
quintal,porcelaine,,,porcelainequintal,2008.2483,
en nombre,porcelets,,,porceletsen nombre,6.6216431,
Nombre,porcs gras,,,porcs grasNombre,37.549622,
en nombre,porcs gras,,,porcs grasen nombre,58.440235,
Nombre,porcs maigres,,,porcs maigresNombre,7.081491,
Livres,porcs salés,,,porcs salésLivres,.39999998,
livres,porcs salés,,,porcs saléslivres,.3205348,
Nombre,porcs,,,porcsNombre,24.249014,
livres,potasse et védasse,,,potasse et védasselivres,.29227427,
Livres,potasse,,,potasseLivres,.29324844,
Quintal,potasse,,,potasseQuintal,30.000002,
livres,potasse,,,potasselivres,.32902965,
quintal,potasse,,,potassequintal,28.651398,
Quintal,poterie de grès,,,poterie de grèsQuintal,9.4868336,
douzaines,poterie de grès,,,poterie de grèsdouzaines,3.3019271,
livres,poterie de grès,,,poterie de grèslivres,.20907083,
Charges,poterie de terre cuite,,,poterie de terre cuiteCharges,18,
douzaines,poterie de terre cuite,,,poterie de terre cuitedouzaines,3.255698,
en nombre,poterie jarre,,,poterie jarreen nombre,4.4998307,
pièce,poterie jarre,,,poterie jarrepièce,2,
Douzaines,poterie,,,poterieDouzaines,1.0731575,
Livres,poterie,,,poterieLivres,.11447141,
quintal,poterie,,,poteriequintal,5.4772258,
Livres,pots de rouge,,,pots de rougeLivres,15.000001,
livres,poudre à canons,,,poudre à canonslivres,.5620997,
Livres,poudre,,,poudreLivres,.42577285,
Quintal,poudre,,,poudreQuintal,33.019276,
livres,poudre,,,poudrelivres,.46305504,
quintal,poudre,,,poudrequintal,40,
en nombre,poulains de somme,,,poulains de sommeen nombre,282.55743,
Nombre,poulains,,,poulainsNombre,135.54034,
en nombre,poulains,,,poulainsen nombre,162.06538,
Quintal,poussière de pin,,,poussière de pinQuintal,5,
en nombre,poutres et poutrelles,,,poutres et poutrellesen nombre,4.3794656,
pièce,poutres,,,poutrespièce,13.608916,
livres,provisions de bouche,,,provisions de bouchelivres,.48884133,
pièces,provisions de bouche,,,provisions de bouchepièces,6.6884375,
Livres,pruneaux,,,pruneauxLivres,.36628413,
Aunes,prunelle de laine burail,,,prunelle de laine burailAunes,5,
aunes,prunelle de laine burail,,,prunelle de laine burailaunes,5.6949487,
Aunes,prunelle de laine burat,,,prunelle de laine buratAunes,3,
aunes,prunelle de laine raz de castor,,,prunelle de laine raz de castoraunes,4,
Aunes,prunelle de laine,,,prunelle de laineAunes,5,
Livres,prunelle de laine,,,prunelle de laineLivres,11.368764,
aunes,prunelle de laine,,,prunelle de laineaunes,3.2782738,
livres,prunelle de laine,,,prunelle de lainelivres,6.9282031,
livres,prunelle de soie,,,prunelle de soielivres,20,
aunes,prunelle fine,,,prunelle fineaunes,8.4852819,
Aunes,prunelle,,,prunelleAunes,5.4216123,
Livres,prunelle,,,prunelleLivres,6,
aune,prunelle,,,prunelleaune,6,
quintal,prunes communes sèches,,,prunes communes sèchesquintal,20,
Livres,prunes sèches,,,prunes sèchesLivres,.28118652,
livres,prunes sèches,,,prunes sècheslivres,.36101779,
quintal,prunes sèches,,,prunes sèchesquintal,30.686356,
livres,prunes,,,pruneslivres,.60001802,
Livres,pâte d'Italie et vermicelle,,,pâte d'Italie et vermicelleLivres,.33845329,
Quintal,pâte d'Italie et vermicelle,,,pâte d'Italie et vermicelleQuintal,28.884892,
livres,pâte d'Italie et vermicelle,,,pâte d'Italie et vermicellelivres,.38334334,
quintal,pâte d'Italie et vermicelle,,,pâte d'Italie et vermicellequintal,36.920265,
Quintal,pâte d'Italie macaroni et vermicelle,,,pâte d'Italie macaroni et vermicelleQuintal,30.000002,
quintal,pâte d'Italie semoule,,,pâte d'Italie semoulequintal,30.000002,
quintal,pâte d'amande,,,pâte d'amandequintal,40,
Livres,pâte de térébenthine,,,pâte de térébenthineLivres,.12292664,
Livre,pâte,,,pâteLivre,1.5,
Quintal,pâte,,,pâteQuintal,44.15881,
Douzaines,quincaille de fer ???,,,quincaille de fer ???Douzaines,1,
livres,quincaillerie clou,,,quincaillerie cloulivres,.34999579,
livres,quincaillerie commune,,,quincaillerie communelivres,.74387234,
quintal,quincaillerie commune,,,quincaillerie communequintal,95,
livres,quincaillerie d'acier et de fer en fauty,,,quincaillerie d'acier et de fer en fautylivres,.5,
livres,quincaillerie d'acier et de fer,,,quincaillerie d'acier et de ferlivres,.69913208,
livres,quincaillerie d'acier et fine,,,quincaillerie d'acier et finelivres,1.4994622,
Livres,quincaillerie d'acier,,,quincaillerie d'acierLivres,2,
livres,quincaillerie de cuivre clou,,,quincaillerie de cuivre cloulivres,2.012356,
Livres,quincaillerie de cuivre,,,quincaillerie de cuivreLivres,1.4142135,
Valeur,quincaillerie de cuivre,,,quincaillerie de cuivreValeur,1706.4584,
livres,quincaillerie de cuivre,,,quincaillerie de cuivrelivres,1.7371522,
Livres,quincaillerie de fer clou,,,quincaillerie de fer clouLivres,.32800597,
livres,quincaillerie de fer clou,,,quincaillerie de fer cloulivres,.3730914,
quintal,quincaillerie de fer clou,,,quincaillerie de fer clouquintal,29.71278,
Livres,quincaillerie de fer en fil,,,quincaillerie de fer en filLivres,.52915025,
livres,quincaillerie de fer et grosse,,,quincaillerie de fer et grosselivres,.63895398,
quintal,quincaillerie de fer et étain en faux,,,quincaillerie de fer et étain en fauxquintal,60.000004,
Livres,quincaillerie de fer,,,quincaillerie de ferLivres,1.0271639,
Valeur,quincaillerie de fer,,,quincaillerie de ferValeur,160.80118,
livre,quincaillerie de fer,,,quincaillerie de ferlivre,.73557556,
livres,quincaillerie de fer,,,quincaillerie de ferlivres,.75751168,
livre,quincaillerie de laiton filé,,,quincaillerie de laiton filélivre,1.5,
livres,quincaillerie en ???,,,quincaillerie en ???livres,1.112205,
Livres,quincaillerie faux,,,quincaillerie fauxLivres,.63245553,
Quintal,quincaillerie faux,,,quincaillerie fauxQuintal,97.986366,
livres,quincaillerie fine,,,quincaillerie finelivres,1,
Livres,quincaillerie,,,quincaillerieLivres,1.3421695,
Valeur,quincaillerie,,,quincaillerieValeur,378.74835,
livre,quincaillerie,,,quincaillerielivre,1.7000637,
livres,quincaillerie,,,quincaillerielivres,1.095221,
quintal,quincaillerie,,,quincailleriequintal,90.000008,
Livre,quinoa,,,quinoaLivre,8.6534967,
Livres,quinquina,,,quinquinaLivres,8.0187197,
livre,quinquina,,,quinquinalivre,7.3536057,
Livres,racines d'alizari,,,racines d'alizariLivres,.5,
quintal,racines d'alizari,,,racines d'alizariquintal,36,
Livres,raisin de Corinthe et autre,,,raisin de Corinthe et autreLivres,.28603613,
livres,raisin frais de Corinthe,,,raisin frais de Corinthelivres,.30000123,
Livres,raisin sec de Corinthe,,,raisin sec de CorintheLivres,.42044821,
livres,raisin sec de Corinthe,,,raisin sec de Corinthelivres,.24493417,
quintal,raisin sec de Corinthe,,,raisin sec de Corinthequintal,25.774376,
Livres,raisin sec,,,raisin secLivres,.32353008,
livres,raisin sec,,,raisin seclivres,.53031617,
Livres,raisin,,,raisinLivres,.17810428,
Quintal,raisin,,,raisinQuintal,16.509638,
quintal,raisin,,,raisinquintal,17.525835,
livres,raisins frais,,,raisins fraislivres,.35051966,
paire,rames de bois,,,rames de boispaire,4,
livres,rassade,,,rassadelivres,1.18832,
bouteilles,ratafia,,,ratafiabouteilles,2.2469492,
muids,ratafia,,,ratafiamuids,576.12665,
pintes,ratafia,,,ratafiapintes,2,
Livres,ratine,,,ratineLivres,7.1352429,
aunes,raz de castor,,,raz de castoraunes,4.0412402,
en nombre,redingotes,,,redingotesen nombre,15.632868,
Livres,rhubarbe,,,rhubarbeLivres,10.392305,
livre,rhubarbe,,,rhubarbelivre,8.9731712,
Livres,rognures de corne,,,rognures de corneLivres,1.2,
quintal,rognures de corne,,,rognures de cornequintal,6.9999995,
Quintal,rogues de maquereaux salées et stockfisch salé,,,rogues de maquereaux salées et stockfisch saléQuintal,20,
Barils,rogues de maquereaux,,,rogues de maquereauxBarils,42.343826,
Barils,rogues salées,,,rogues saléesBarils,52.025627,
Nombre,roseaux,,,roseauxNombre,.02,
livre,rosette de cuivre,,,rosette de cuivrelivre,2.5,
livres,rosette de cuivre,,,rosette de cuivrelivres,1.4422204,
livres,rouge brun,,,rouge brunlivres,.087745279,
livres,rouge minéral,,,rouge minérallivres,.15750329,
livres,ruban de fil blanc,,,ruban de fil blanclivres,4,
livre,ruban de fil et de laine,,,ruban de fil et de lainelivre,4,
livres,ruban de fil et de laine,,,ruban de fil et de lainelivres,4.625793,
livres,ruban de fil teint,,,ruban de fil teintlivres,3.1622777,
Livres,ruban de fil,,,ruban de filLivres,3.3772283,
livre,ruban de fil,,,ruban de fillivre,2.8231082,
livres,ruban de fil,,,ruban de fillivres,4.1984096,
Livre,ruban de fleuret,,,ruban de fleuretLivre,31.748022,
Livres,ruban de laine,,,ruban de laineLivres,2.7495456,
livres,ruban de laine,,,ruban de lainelivres,2.6205838,
Livres,ruban de soie,,,ruban de soieLivres,53.587387,
Nombre,ruban de soie,,,ruban de soieNombre,48.274467,
livre,ruban de soie,,,ruban de soielivre,44.065395,
Livres,réglisse de bois,,,réglisse de boisLivres,.14869249,
Livres,réglisse en bois,,,réglisse en boisLivres,.28231081,
Livres,réglisse en jus,,,réglisse en jusLivres,.84002858,
livres,réglisse en jus,,,réglisse en juslivres,.59999996,
livres,réglisse sur bâne,,,réglisse sur bânelivres,.19999999,
Livres,réglisse,,,réglisseLivres,1.5,
quintal,sable,,,sablequintal,1.5,
Livres,sablière de fer de fonte,,,sablière de fer de fonteLivres,.14999999,
en nombre,sabres de traite,,,sabres de traiteen nombre,2.7766833,
en nombre,sabres ordinaires,,,sabres ordinairesen nombre,15.491934,
en nombre,sabres,,,sabresen nombre,4.2599349,
en nombre,sacs de toile,,,sacs de toileen nombre,1.4999022,
en nombre,sacs à café neufs,,,sacs à café neufsen nombre,2,
en nombre,sacs à café vieux,,,sacs à café vieuxen nombre,1,
en nombre,sacs à café,,,sacs à caféen nombre,1.5279405,
Livre,safran,,,safranLivre,30.000002,
Livres,safran,,,safranLivres,30.432573,
livre,safran,,,safranlivre,33.568748,
Livres,safranum,,,safranumLivres,1,
Aunes,sagati de laine,,,sagati de laineAunes,3.9157801,
aunes,sagati de laine,,,sagati de laineaunes,1.987538,
Aunes,sagati,,,sagatiAunes,3,
livres,sagon,,,sagonlivres,.59535235,
livres,salaisons,,,salaisonslivres,1,
Livres,salpêtre,,,salpêtreLivres,.79370052,
livre,salsepareille,,,salsepareillelivre,3,
quintal,salsepareille,,,salsepareillequintal,246.62119,
Livres,sardines pressées et salées,,,sardines pressées et saléesLivres,.2926937,
barils,sardines salées,,,sardines saléesbarils,23.424709,
aunes,satin de laine de Roubaix,,,satin de laine de Roubaixaunes,2.7106874,
Aunes,satin de laine turc,,,satin de laine turcAunes,4.7548423,
Livres,satin de laine turc,,,satin de laine turcLivres,8.7504244,
aunes,satin de laine turc,,,satin de laine turcaunes,3.4598124,
Aunes,satin turc,,,satin turcAunes,5,
Livres,satin turc,,,satin turcLivres,7.8764296,
aunes,satinette de laine,,,satinette de laineaunes,5.4772258,
Livres,satinette,,,satinetteLivres,6,
quintal,saucissons salés,,,saucissons salésquintal,70.026863,
Livres,saucissons,,,saucissonsLivres,1.3957689,
livres,saucissons,,,saucissonslivres,1.1676321,
livres,saumon d'Écosse,,,saumon d'Écosselivres,.13580254,
livres,saumon salé,,,saumon salélivres,.32099169,
Quintal,saumon,,,saumonQuintal,47.43417,
quintal,saumon,,,saumonquintal,47.817631,
livres,savon blanc,,,savon blanclivres,.72448581,
livres,savon noir,,,savon noirlivres,.3097415,
Livres,savon,,,savonLivres,.57378697,
Nombre,savon,,,savonNombre,.51614004,
Quintal,savon,,,savonQuintal,49.153568,
Douzaines,savonnettes,,,savonnettesDouzaines,3.003233,
Livres,savonnettes,,,savonnettesLivres,.86842299,
Nombre,savonnettes,,,savonnettesNombre,1.65,
livre,savonnettes,,,savonnetteslivre,2.7108061,
livres,savonnettes,,,savonnetteslivres,1.1996917,
quintal,savonnettes,,,savonnettesquintal,214.47612,
quintal,savon,,,savonquintal,51.156902,
Douzaines,seilles de bois,,,seilles de boisDouzaines,5,
Livres,sel Saturne,,,sel SaturneLivres,2,
quintal,sel Saturne,,,sel Saturnequintal,60.000004,
Livres,sel blanc,,,sel blancLivres,.02291288,
Livres,sel chimique,,,sel chimiqueLivres,3,
livres,sel composé,,,sel composélivres,2,
Livres,sel d'Epsom,,,sel d'EpsomLivres,1.8171206,
livres,sel d'Epsom,,,sel d'Epsomlivres,.75187582,
Livres,sel d'antimoine,,,sel d'antimoineLivres,1.5,
Livres,sel de Saturne,,,sel de SaturneLivres,1.3543206,
livre,sel de Saturne,,,sel de Saturnelivre,1.183216,
livres,sel de mer,,,sel de merlivres,.007543243,
Livres,sel de prunelle,,,sel de prunelleLivres,1.5,
Livres,sel,,,selLivres,.029055437,
Quintal,sel,,,selQuintal,1.25,
livres,sel,,,sellivres,.012250561,
livres,semen contra,,,semen contralivres,3,
Aunes,serge ???,,,serge ???Aunes,6,
Livres,serge ???,,,serge ???Livres,5,
Aunes,serge Minorque,,,serge MinorqueAunes,4,
aunes,serge d'Aumale de laine,,,serge d'Aumale de laineaunes,1.2649111,
livres,serge d'Aumale imprimée,,,serge d'Aumale impriméelivres,5,
aunes,serge de laine ???,,,serge de laine ???aunes,2.4738743,
aunes,serge de laine Blicourt,,,serge de laine Blicourtaunes,2.3045032,
aunes,serge de laine Minorque,,,serge de laine Minorqueaunes,3.4206131,
aunes,serge de laine d'Aumale,,,serge de laine d'Aumaleaunes,2.4959426,
Aunes,serge de laine de Blicourt,,,serge de laine de BlicourtAunes,3,
aunes,serge de laine de Blicourt,,,serge de laine de Blicourtaunes,2.2126451,
livres,serge de laine de Blicourt,,,serge de laine de Blicourtlivres,5,
aunes,serge de laine diverse,,,serge de laine diverseaunes,2.2918279,
aunes,serge de laine imprimée,,,serge de laine impriméeaunes,3.6342413,
aunes,serge de laine large,,,serge de laine largeaunes,2.331815,
aunes,serge de laine sagati,,,serge de laine sagatiaunes,2.1878951,
aunes,serge de laine voile,,,serge de laine voileaunes,2.5940146,
aunes,serge de laine étroite,,,serge de laine étroiteaunes,1.9027785,
Aunes,serge de laine,,,serge de laineAunes,2.6599367,
Livres,serge de laine,,,serge de laineLivres,4.4735999,
Quintal,serge de laine,,,serge de laineQuintal,73.484695,
aune,serge de laine,,,serge de laineaune,2.2922132,
aunes,serge de laine,,,serge de laineaunes,4.4479599,
quintal,serge de laine,,,serge de lainequintal,87.712997,
aunes,serge et prunelle de laine étroite,,,serge et prunelle de laine étroiteaunes,3.2578437,
Aunes,serge,,,sergeAunes,3.1581798,
Livres,serge,,,sergeLivres,5,
aunes,serge,,,sergeaunes,2.2942078,
livre,serge,,,sergelivre,8,
Livres,sergette de laine,,,sergette de laineLivres,3,
Livres,sergette,,,sergetteLivres,4,
Nombre,serinettes,,,serinettesNombre,12,
aunes,siamoise au sixième de soie,,,siamoise au sixième de soieaunes,6.2608199,
aunes,siamoise blanche de coton et de fil,,,siamoise blanche de coton et de filaunes,4,
Aunes,siamoise brochée de coton et de fil,,,siamoise brochée de coton et de filAunes,2.7500002,
aunes,siamoise de coton et de fil et imprimée,,,siamoise de coton et de fil et impriméeaunes,4.0029192,
aunes,siamoise de coton et de fil et teinte,,,siamoise de coton et de fil et teinteaunes,4,
Livres,siamoise de coton et de fil imprimée,,,siamoise de coton et de fil impriméeLivres,6,
Livres,siamoise de coton et de fil unie,,,siamoise de coton et de fil unieLivres,6,
Aunes,siamoise de coton et de fil,,,siamoise de coton et de filAunes,2.5343342,
aune,siamoise de coton et de fil,,,siamoise de coton et de filaune,3.172837,
aunes,siamoise de coton et de fil,,,siamoise de coton et de filaunes,2.5330496,
livres,siamoise de coton et de fil,,,siamoise de coton et de fillivres,5.2454777,
Aunes,siamoise de coton imprimée,,,siamoise de coton impriméeAunes,2.7982752,
Aunes,siamoise de coton,,,siamoise de cotonAunes,2.7982752,
Aunes,siamoise de fil peinte,,,siamoise de fil peinteAunes,3.25,
Aunes,siamoise imprimée,,,siamoise impriméeAunes,3,
livres,siamoise imprimée,,,siamoise impriméelivres,6,
livres,siamoise teinte,,,siamoise teintelivres,5.58323,
Livres,siamoise à bouquets de laine de coton et de fil,,,siamoise à bouquets de laine de coton et de filLivres,6,
Livres,sirop de capillaire,,,sirop de capillaireLivres,.5,
livre,sirop de capillaire,,,sirop de capillairelivre,2.4000001,
livres,sirop de capillaire,,,sirop de capillairelivres,1.1999696,
Livres,sirop de mélasse,,,sirop de mélasseLivres,.1774312,
bouteilles,sirop de vinaigre,,,sirop de vinaigrebouteilles,2.5434086,
muids,sirop fin,,,sirop finmuids,575.71252,
Livre,sirop,,,siropLivre,1,
Livres,sirop,,,siropLivres,1,
livre,soie de porc,,,soie de porclivre,1.5,
livres,soie de porc,,,soie de porclivres,1.0160118,
livre,soie en estrasse,,,soie en estrasselivre,2.0976176,
livre,soie grèse,,,soie grèselivre,20.777203,
livre,soie ouvrée,,,soie ouvréelivre,28.000002,
Livres,soie à coudre,,,soie à coudreLivres,37.611649,
livres,soie écrue,,,soie écruelivres,19.699499,
Livres,soie,,,soieLivres,31.176916,
Livres,soierie,,,soierieLivres,52.440445,
livres,soierie,,,soierielivres,45.079918,
livre,soucade,,,soucadelivre,1.6,
Livres,soudes,,,soudesLivres,.15938011,
livres,soudes,,,soudeslivres,.27488729,
quintal,soudes,,,soudesquintal,16,
Livres,soufre en canons,,,soufre en canonsLivres,.25312927,
Nombre,soufre en canons,,,soufre en canonsNombre,.31999999,
quintal,soufre en canons,,,soufre en canonsquintal,12.534138,
Quintal,soufre en fanon,,,soufre en fanonQuintal,10.954452,
livres,soufre en fanon,,,soufre en fanonlivres,.13158096,
Livres,soufre en fleurs,,,soufre en fleursLivres,.59999996,
Nombre,soufre en fleurs,,,soufre en fleursNombre,.35000002,
Quintal,soufre en fleurs,,,soufre en fleursQuintal,27.386129,
livres,soufre en fleurs,,,soufre en fleurslivres,.19355009,
quintal,soufre en fleurs,,,soufre en fleursquintal,15.000001,
Livres,soufre,,,soufreLivres,.16007586,
Quintal,soufre,,,soufreQuintal,15.400351,
quintal,soufre,,,soufrequintal,10.184091,
paires,souliers de cordonnier pour femme,,,souliers de cordonnier pour femmepaires,3.9319158,
paires,souliers de cordonnier pour homme,,,souliers de cordonnier pour hommepaires,4,
Paires,souliers de cuir,,,souliers de cuirPaires,4.472136,
paires,souliers de cuir,,,souliers de cuirpaires,4,
Livres,souliers de soie,,,souliers de soieLivres,10,
paires,souliers de soie,,,souliers de soiepaires,5,
paires,souliers pour enfant,,,souliers pour enfantpaires,2,
paires,souliers pour homme,,,souliers pour hommepaires,4.5471392,
paires,souliers à dessus de soie pour femme,,,souliers à dessus de soie pour femmepaires,5.700469,
Quintal,stockfisch,,,stockfischQuintal,25.980764,
livres,stockfisch,,,stockfischlivres,.2319556,
quintal,stockfisch,,,stockfischquintal,25.485668,
Livre,storax,,,storaxLivre,2.7386129,
quintal,storax,,,storaxquintal,244.94899,
livres,sublimé,,,sublimélivres,4.9994502,
livres,suc de réglisse,,,suc de réglisselivres,.71380329,
quintal,suc de réglisse,,,suc de réglissequintal,48.274467,
livres,sucre blanc en pain,,,sucre blanc en painlivres,.79339474,
Livres,sucre brut,,,sucre brutLivres,.48105857,
Quintal,sucre brut,,,sucre brutQuintal,41.601681,
Livres,sucre candi,,,sucre candiLivres,1.2926608,
livres,sucre candi,,,sucre candilivres,.83628821,
quintal,sucre candi,,,sucre candiquintal,115.00001,
Quintal,sucre de réglisse,,,sucre de réglisseQuintal,72.456863,
Livres,sucre en pain,,,sucre en painLivres,.80000001,
livres,sucre en pain,,,sucre en painlivres,.76445001,
Quintal,sucre raffiné,,,sucre raffinéQuintal,78.974037,
Livres,sucre terré et sucre têtes,,,sucre terré et sucre têtesLivres,.52472436,
Quintal,sucre terré,,,sucre terréQuintal,63.761951,
livres,sucre terré,,,sucre terrélivres,.70645058,
Quintal,sucre vergeoise,,,sucre vergeoiseQuintal,44.208382,
Livres,sucre,,,sucreLivres,.75,
Livres,sucrerie drapée,,,sucrerie drapéeLivres,2.5,
Valeur,sucrerie,,,sucrerieValeur,295.99835,
livres,sucrerie,,,sucrerielivres,1.2000664,
quintal,suif en pain,,,suif en painquintal,42.552753,
Livres,suif en rames,,,suif en ramesLivres,.44721359,
Livre,suif fondu,,,suif fonduLivre,.58803952,
livres,suif fondu,,,suif fondulivres,.53195941,
quintal,suif soude,,,suif soudequintal,50.000004,
Quintal,suif à chandelle,,,suif à chandelleQuintal,53.132931,
Livres,suif,,,suifLivres,.5334537,
Quintal,suif,,,suifQuintal,39.681179,
livres,suif,,,suiflivres,.5727365,
Livres,sumac,,,sumacLivres,.24494897,
quintal,sumac,,,sumacquintal,15.782704,
Livre,séné,,,sénéLivre,3.1622777,
Livres,séné,,,sénéLivres,4.242641,
quintal,séné,,,sénéquintal,248.62634,
livres,tabac de cantine,,,tabac de cantinelivres,.60016513,
