numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,sheet,marchandises,pays,value,total,prix_unitaire,remarks,doubleaccounts
3822,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,76,Laine ; pelade,Savoye,2420,134682,2420,,0
3823,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,76,Laine ; pelade,Suisse,27469,134682,27469,,0
3824,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,76,Laine ; serge,Espagne,912310,5820598,912310,,0
3825,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,76,Laine ; serge,Italie,59179,5820598,59179,,0
3826,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,76,Laine ; serge,Levant,4848329,5820598,4848329,,0
3827,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,76,Laine ; serge,Savoye,780,5820598,780,,0
3849,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,77,Lame ; d'épée,Flandre,772.7,827.7,773.166666667,,0
3850,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,77,Lame ; d'épée,Hollande,55,827.7,55,,0
3851,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,77,Lame ; de coutelas,Hollande,1635,1635,1635,,0
3852,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,77,Lames ; de sabres,Hollande,750,750,750,,0
3853,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,77,Langues ; de morues,Isles,48,48,48,,0
3854,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,77,Langues ; salées,Angleterre,958,3232.4,958,,0
3855,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,77,Langues ; salées,Levant,1500,3232.4,1500,,0
3856,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,77,Langues ; salées,Nord,24.4,3232.4,24.6666666667,,0
3857,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,77,Langues ; salées,Savoye,750,3232.4,750,,0
3858,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,77,Lanternes,Flandre,285,285,285,,0
3859,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,77,Lapin,Hollande,430,430,430,,0
3860,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,77,Lard,Allemagne,1.4,16293.8,1171.66666667,,0
3861,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,77,Lard,Angleterre,72,16293.8,72,,0
3862,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,77,Lard,Espagne,40,16293.8,40,,0
3863,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,77,Lard,Italie,15519,16293.8,15519,,0
3864,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,77,Lard,Levant,120,16293.8,120,,0
3865,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,77,Lard,Savoye,541,16293.8,541,,0
3866,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,77,Lasset ; de filoselle,Savoye,108,138,108,,0
3867,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,77,Lasset ; de filoselle,Suisse,30,138,30,,0
3868,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,77,Lattes,Allemagne,3393.05,3398.3,3393.08333333,,0
3869,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,77,Lattes,Hollande,5.25,3398.3,5.4166666667,,0
3905,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,78,Leton ; en feuilles,Allemagne,144971.1,270055.1,144971.166667,,0
3906,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,78,Leton ; en feuilles,Hollande,720,270055.1,720,,0
3907,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,78,Leton ; en feuilles,Suisse,124364,270055.1,124364,,0
3908,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,78,Leton ; grasse,Allemagne,33480,52192.5,33480,,0
3909,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,78,Leton ; grasse,Hollande,3630,7830,3630,,0
3910,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,78,Leton ; grasse,Italie,4200,7830,4200,,0
3911,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,78,Leton ; grasse,Nord,18712.5,52192.5,18712.8333333,,0
3912,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,78,Librairie,Espagne,10300,400004,10300,,0
3913,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,78,Librairie,Flandre,866,400004,866,,0
3914,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,78,Librairie,Hollande,100692,400004,100692,,0
3915,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,78,Librairie,Italie,30418,400004,30418,,0
3916,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,78,Librairie,Savoye,1500,400004,1500,,0
3917,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,78,Librairie,Suisse,256228,400004,256228,,0
3918,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,78,Luge,Espagne,72633.35000000001,76607.35000000001,72633.5833333,,0
3919,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,78,Luge,Levant,3000,76607.35000000001,3000,,0
3920,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,78,Luge,Portugal,974,76607.35000000001,974,,0
3921,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,78,Légumes,Espagne,46884,108609,46884,,0
3922,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,78,Légumes,Hollande,14085,108609,14085,,0
3923,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,78,Légumes,Italie,41887,108609,41887,,0
3924,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,78,Légumes,Levant,2955,108609,2955,,0
3925,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,78,Légumes,Savoye,2798,108609,2798,,0
3949,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,79,Limailles ; de leton,Suisse,174,174,174,,0
3950,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,79,Limes,Allemagne,7.5,58416.14,7.8333333333,,0
3951,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,79,Limes,Flandre,4168.8,58416.14,4169.33333333,,0
3952,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,79,Limes,Hollande,35603.9,58416.14,35604.5,,0
3953,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,79,Limes,Italie,750,58416.14,750,,0
3954,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,79,Limes,Nord,17258,58416.14,17258,,0
3955,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,79,Limes,Savoye,137.5,58416.14,137.833333333,,0
3956,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,79,Limes,Suisse,491,58416.14,491,,0
3957,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,79,Lin ; cru,Allemagne,392.15,645686.55,392.25,,0
3958,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,79,Lin ; cru,Espagne,2940,645686.55,2940,,0
3959,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,79,Lin ; cru,Flandre,15608.35,645686.55,15608.5833333,,0
3960,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,79,Lin ; cru,Hollande,195499,645686.55,195499,,0
3961,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,79,Lin ; cru,Italie,236161.15,645686.55,236161.25,,0
3962,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,79,Lin ; cru,Levant,44246,645686.55,44246,,0
3963,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,79,Lin ; cru,Nord,24844,645686.55,24844,,0
3964,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,79,Lin ; cru,Russie,125995.9,645686.55,125996.5,,0
3965,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,79,Lin ; peigné,Allemagne,1417,344367.4,1417,,0
3966,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,79,Lin ; peigné,Espagne,4560,344367.4,4560,,0
3967,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,79,Lin ; peigné,Flandre,17085,344367.4,17085,,0
3968,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,79,Lin ; peigné,Hollande,247687,344367.4,247687,,0
3969,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,79,Lin ; peigné,Nord,972,344367.4,972,,0
3970,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,79,Lin ; peigné,Russie,72646.2,344367.4,72646.3333333,,0
3971,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,79,Linge ; vieux,Allemagne,91,91,91,,0
3972,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,79,Lingerie,Allemagne,5861.4,6264.9,5861.66666667,,0
3973,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,79,Lingerie,Espagne,400,6264.9,400,,0
3974,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,79,Lingerie,Suisse,3.5,6264.9,3.8333333333,,0
3975,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,79,Liqueur,Allemagne,552,38772.15,552,,0
3976,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,79,Liqueur,Angleterre,326.75,38772.15,327.25,,0
3977,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,79,Liqueur,Espagne,250,38772.15,250,,0
3978,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,79,Liqueur,Flandre,80,38772.15,80,,0
3979,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,79,Liqueur,Isles,850,38772.15,850,,0
3980,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,79,Liqueur,Italie,22089,38772.15,22089,,0
3981,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,79,Liqueur,Nord,30,38772.15,30,,0
3982,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,79,Liqueur,Savoye,14480,38772.15,14480,,0
3983,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,79,Liqueur,Suisse,115,38772.15,115,,0
3994,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,80,Lisière ; de drap,Allemagne,5.75,154.8,6.25,,0
3995,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,80,Lisière ; de drap,Savoye,147.5,154.8,147.833333333,,0
3996,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,80,Lisière ; de drap,Suisse,1.1,154.8,17659.1666667,,0
3997,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,80,Lit ; de Bourre,Savoye,540,540,540,,0
3998,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,80,Lit ; de plumes,Allemagne,5,77,5,,0
3999,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,80,Lit ; de plumes,Suisse,72,77,72,,0
4000,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,80,Lit ; de sangles,Portugal,240,240,240,,0
4001,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,80,Litarge,Angleterre,2.75,30744.3,3.25,,0
4002,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,80,Litarge,Hollande,15961.05,30744.3,15961.0833333,,0
4003,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,80,Litarge,Italie,754,869,754,,0
4004,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,80,Litarge,Italie,2563,30744.3,2563,,0
4005,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,80,Litarge,Nord,12217.5,30744.3,12217.8333333,,0
4006,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,80,Litarge,Savoye,115,869,115,,0
4007,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,80,Loupine,Espagne,45,45,45,,0
4008,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,80,Loze,Savoye,8376,8376,8376,,0
4009,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,80,Lunettes,Hollande,4144,4144,4144,,0
4010,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,80,Lustres,Allemagne,187.5,64387.5,187.833333333,,0
4011,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,80,Lustres,Italie,64200,64387.5,64200,,0
4012,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,80,Lustres,Italie,300,300,300,,0
4013,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,80,Maches ; de fer,Espagne,90016.75,90016.14999999999,90017.25,,0
4014,Pascale GOUTTENECRE,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,Objet Général,1756,Imports,80,Mahalep,Hollande,512,512,512,petit fruit servant à la parfumerie,0
